,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,ingredients_origins,markets,traceability_code,manufacturing,link,generic_name,palm_ingredients,brand_owner,producer_info
845,tisane minceur - bio - 100g,3700525901529,['Bio'],"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['France'],[],[],?,?,?,?,?,,,,,,A,['sachet papier'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Tisanes de plantes mélangées', 'Infusions minceur']",,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,100g,,,"['EMB 49127B', 'Durtal (Maine-et-Loire, France)']",,,,,,
846,Délice de lorette -  - 200,3760275880482,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,
847,Madeleines,8411939182606,,,['France'],[],[],?,453,"26,5","48,4","1,9",1895 kj(453 kcal),"3,6",31,"0,92","0,368",B,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,,+3%,+16%,-8%,-67%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,26.5 g,en quantité élevée,3.6 g,en quantité modérée,31 g,en quantité élevée,0.92 g,en quantité modérée,+3%,-48%,+13%,+14%,+14%,18,-2%,D,-2%,,,,,,,,,,
848,Saucisse de Francfort - Kervern - 4,2228043030961,['Kervern'],"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,"['FR 35.124.007 CE', 'Grand-Fougeray (Ille-et-Vilaine, France)']",,,,,,
849,Ginseng Matcha Green Tea Pukka 20 Breve økologisk,5060229014528,,,['France'],[],[],?,?,?,?,?,,,,,,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Thé Assam - Kusmi Tea - 250g,3585801000369,['Kusmi Tea'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,
851,Pain au chocolat,2058465203717,,,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,Les bêtises de cambrai - Afchain - 2.1oz,3048461810001,['Afchain'],['Fabriqué en France'],['France'],[],[],?,385,"0,5","96,2","0,01",1611 kj(385 kcal),"0,01",78,"0,1","0,04",E,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons français', 'Bêtises de Cambrai']",,,,,-0%,+29%,-0%,-97%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,0.5 g,en faible quantité,0.01 g,en faible quantité,78 g,en quantité élevée,0.1 g,en faible quantité,+0%,-63%,+5%,+80%,+80%,14,0%,D,0%,2.1 oz,,,,,,,,,
853,Nicolettes,2071682999997,,,['France'],[],[],?,446,"11,7","77,1","6,9",1866 kj(446 kcal),"5,4",31,"1,45","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Pates - Panzani,3038359003592,['Panzani'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Jambon a l'acienne sans couenne,2619028013268,,,['France'],[],[],?,123,"3,1","0,5",23,515 kj(123 kcal),"1,4","0,5",2,"0,8",E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon sans couenne']",,,,,-7%,-35%,-25%,+9%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,-6%,-24%,-16%,+7%,+7%,5,-29%,C,-29%,,,,"['FR 80.798.003 CE', 'Villers-Bocage (Somme, France)']",,,,,,
856,3280640652921,3280640652921,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Les milanaises chapelure nature - Le gaulois - 2escalopes 180gr,2431641018242,['Le gaulois'],,['France'],[],[],?,?,?,?,?,,,,,,D,,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,,,,,2 escalopes 180gr,,,,,,,,,
858,Lonzo de l'île de beauté,2639606081991,,,['France'],[],[],?,206,"10,1","0,45","28,5",862 kj(206 kcal),"4,16",0,"5,04","2,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Champignon Noir Sec 1KG émincé - 1kg,3364699327761,,,['France'],[],[],?,44,0,0,"8,7",184 kj(44 kcal),0,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,
860,Banane cote d'Ivoire,2250100001621,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,?,?,?,,,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Quart de jambon sec entier - Maison Milhau,2282868091057,['Maison Milhau'],"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,226,"11,8","0,5","29,5",946 kj(226 kcal),"4,2","0,4",6,"2,4",E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,,,,-3%,-8%,-15%,+2%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,11.8 g,en quantité modérée,4.2 g,en quantité modérée,0.4 g,en faible quantité,6 g,en quantité élevée,-4%,-14%,+7%,+20%,+20%,16,-4%,D,-4%,,,,,,,,,,
862,betteraves rouges - Betty Loire - 225g,4132216221682,['Betty Loire'],,['France'],"['Betterave rouge  ,Vinaigre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,43,"0,5","7,2",?,180 kj(43 kcal),,"6,7","0,14","0,056",B,['Sous vide'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves']",,,1,,-4%,+53%,-5%,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,0.5 g,en faible quantité,,,6.7 g,en quantité modérée,0.14 g,en faible quantité,-4%,,-1%,-48%,-48%,,,,,225 g,['France'],,,['45430  Chécy'],,,,,
863,Creme de balsamique - Lanfranca,8005140008451,['Lanfranca'],,['France'],[],[],?,192,0,"45,8","0,03",803 kj(192 kcal),0,"45,8","0,03","0,012",,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,,,,-9%,-100%,-8%,-95%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,45.8 g,en quantité élevée,0.03 g,en faible quantité,-10%,-100%,+9%,-76%,-76%,12,+10%,D,+10%,,,,,,,,,,
864,Yakisushinori - 250g,6921100118096,,,['France'],[],[],?,297,3,"1,3","48,3",1243 kj(297 kcal),"1,2","0,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,
865,Assaisonnement Volailles,3700966700156,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Mini Penne poulet - 300g,19487722,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300g,,,,,,,,,
867,Pruneau,3588739115006,,['Sans conservateurs'],['France'],[],[],?,234,5,54,2,979 kj(234 kcal),1,35,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,olives noires,3760112142513,,,['France'],[],[],?,314,"29,3","11,1","1,5",1314 kj(314 kcal),"3,6",1,"4,65","1,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Borowka (sauce aux airelles),5906732624017,,,['France'],[],[],?,179,"0,4",45,"0,4",749 kj(179 kcal),0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Coppa panna cioccilata,8005021023375,,,['France'],[],[],?,215,"8,8","30,6","3,3",900 kj(215 kcal),"6,7",26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,2000000914534,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Terrine de figatelli,3760228630010,,,['France'],[],[],?,300,25,"1,1",16,1255 kj(300 kcal),8,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Knack d'alsace,2422875025120,,,['France'],[],[],?,288,26,"0,6",13,1205 kj(288 kcal),"9,7","0,6","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Pâte poivre vert,2496566015684,,,['France'],[],[],?,29,"25,1","4,2","13,9",121 kj(29 kcal),"9,3","1,5","2,15","0,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,extrait de bourgeons bio romarin - vitafmor - 15ml,3175681113084,['Vitafmor'],['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,['Gouttes'],['Compléments alimentaires'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15ml,,,,,,,,,
876,Côtes d'agneau - Picard,3270160604883,['Picard'],,['France'],[],[],?,281,23,"0,2",17,1176 kj(281 kcal),13,0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Picard'],,,,,,,
877,purée de pommes de terre et carottes - carrefour - 750g,56220193,['Carrefour'],,['France'],"['urée de pommes de terre aux carottes Surgeté', ' Ingrédients Pommes de terre 54%', 'carottes 38%', 'celles beure', 'sel ignon', 'extrait de carotte', 'arome naturel ', 'contient célen', ' oix de muscade', 'poivre blanc', 'huile de coiza', ""arome rel d'oignon"", ' Origine abriquée en Belgique terre aux carottes est pomines de terre et ve ropéenne Cette purée de pomme arottes cultivées dans l']",[],?,?,?,?,?,,,,,,,['Sachet'],"['Surgelés', 'Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes']",['E927b - Carbamide'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750g,['Union européenne'],['Carrefour'],,['Belgique'],,,,,
878,"filet de julienne - carrefour - 0,762kg",0201046049460,['Carrefour'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,762kg",,['Carrefour'],,,,,,,
879,apero toast chorizo tomates confites - la ronde des tartines - 100g,3770005074111,['la ronde des tartines'],,['France'],"['Ingrédients : crème fraîche', 'tomates confites 23%', 'chorizo 18%', 'sel', 'poivre A consommer avant le: voir sur le pot Après ouverture', 'à conserver au frais et consommer dans les 6 jours A déguster frais', ""à l'apéritif sur des toasts ou crudités""]","['Non végétalien', 'Non végétarien']",?,234,?,"6,32","5,84",979 kj(234 kcal),,,,,,['pot en verre'],"['Snacks', 'Snacks salés', 'Apéritif', 'Tapas']",,,,,+13%,,-5%,-50%,,,,,,,,,,,,,,,,+18%,,,,,,,,,100g,,,,['85300 le perrier'],,,,,
880,Sauce bio citron vert coriandre - L’atelier Miti,3760070015324,['L’atelier Miti'],"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],[],[],?,95,"8,1","4,4","0,6",397 kj(95 kcal),"4,2","2,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 44.089.001 CE', 'Malville (Loire-Atlantique, France)']",,,,,,
881,3760060810267,3760060810267,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,"Fleur Saint Antoine 2014 - Bordeaux supérieur - 0,75litre",3573421014316,['Bordeaux supérieur'],,['France'],[],[],?,?,?,?,?,,,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Bordeaux', 'Bordeaux supérieur']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,"0,75 litre",['France'],,,,,,,,
883,2860050028502,2860050028502,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,0200017029944,0200017029944,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Terra venturi - Ventoux - 750ml,3256811111313,['Ventoux'],,['France'],[],[],?,?,?,?,?,,,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Ventoux']",,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,750ml,['France'],,,,,,,,
886,0200111017052,0200111017052,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,rôti cuit 4tr ls - loussouarn - 4tranche,2425781031889,['Loussouarn'],,['France'],[],[],?,?,?,?,?,,,,,,,['Barquettes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 tranche,,,,,,,,,
888,Apèro - Super U - ?,0207989003286,['Super U'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,,,,,,,,,
889,3149070024732,3149070024732,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Ravioli - Perrin,3760018710489,['Perrin'],,['France'],[],[],?,242,"8,3","29,5","13,2",1013 kj(242 kcal),"2,4","1,2","0,44","0,176",,,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli']",,,,,+31%,+55%,+18%,+78%,,,,,,,,8.3 g,en quantité modérée,2.4 g,en quantité modérée,1.2 g,en faible quantité,0.44 g,en quantité modérée,+31%,+17%,-55%,-56%,-56%,1,-75%,B,-75%,,,,"['FR 06.004.049 CE', 'Antibes (Alpes-Maritimes, France)']",,,,,,
891,15214730,15214730,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Viande des grisons,2293160029068,,,['France'],[],[],?,192,"3,3","1,2",39,803 kj(192 kcal),1,"0,8","4,5","1,8",,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']",,,,,-3%,-14%,+45%,-1%,,,,,,,,3.3 g,en quantité modérée,1 g,en faible quantité,0.8 g,en faible quantité,4.5 g,en quantité élevée,-3%,-35%,+33%,-5%,-5%,12,-6%,D,-6%,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,,,
893,Champignons de paris 1 er choix - M. de Turenne,3339331000012,['M. de Turenne'],,['France'],[],[],?,22,91,2,"0,5",92 kj(22 kcal),"0,2","1,5","2,5",1,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Champignons de Paris', 'Champignons de Paris en conserve']",,,,,-8%,+22425%,+64%,-77%,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,91 g,en quantité élevée,0.2 g,en faible quantité,1.5 g,en faible quantité,2.5 g,en quantité élevée,-4%,+142%,+284%,+477%,+477%,5,,C,,,,,,,,,,,
894,Lentilles vertes,3276350021775,,,['France'],[],[],?,331,"1,2","50,4",24,1385 kj(331 kcal),"0,2",1,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,chipolatas - Carrefour - 294g,0207580019099,['Carrefour'],,['France'],['porc boyaux sel sirop de glucose acidifiant e 262 saccharose jus concentré de légumes et de fruits épices anti-oxydant e316 arômes naturels'],[],?,?,?,?,?,,,,,,,['Barquette'],['Boucherie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294g,,['Carrefour'],,,,,,,
896,Tepsi boregi,5207460703020,,,['France'],[],[],?,251,"13,3","25,6","6,2",1050 kj(251 kcal),5,"2,7","1,25","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Parmesan,2800300005655,,,['France'],[],[],?,398,18,0,33,1665 kj(398 kcal),0,0,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Pur'Mie - U,3256227095894,['U'],,['France'],[],[],?,115,"1,3",22,"3,2",481 kj(115 kcal),"0,3","3,5","0,51","0,204",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains de mie sans croûte']",,,,,-55%,-64%,-52%,-59%,56.3%,23.2%,13.4%,6.2%,0.9%,0.0%,93,1.3 g,en faible quantité,0.3 g,en faible quantité,3.5 g,en faible quantité,0.51 g,en quantité modérée,-55%,-37%,-48%,-53%,-53%,2,+48%,B,+48%,,,,,,,,,,
899,Croissants x6 - Leclerc - 6,,['Leclerc'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,
900,Raisin blanc cotton candy,3661030136878,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Filet de bacon,2293164013643,,,['France'],[],[],?,120,"2,8","0,5",23,502 kj(120 kcal),1,"0,5","3,2","1,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,,,
902,Miel d'acacia,3000940111009,,,['France'],[],[],?,?,?,?,?,,,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Prunes d'Ente,3366217530394,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,beignets gourmands à la fraise - au blé français - 700g,0260574019352,['au blé français'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700g,,,,,,,,,
905,Emmental grands crus label rouge IGP -  - 334g,0205402021381,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334g,,,,,,,,,
906,Infusion en gelée à l' aloe vera,5677321423648,,,['France'],[],[],?,100,10,30,1,418 kj(100 kcal),6,25,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Jambon à l'ancienne - Saveurs I - 4,0253028028406,['Saveurs I'],"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,177,"10,6","0,3","19,8",741 kj(177 kcal),"3,9","0,2","1,7","0,68",E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,,,,+16%,+72%,-40%,-11%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,10.6 g,en quantité modérée,3.9 g,en quantité modérée,0.2 g,en faible quantité,1.7 g,en quantité élevée,+16%,+62%,-59%,-13%,-13%,12,+23%,D,+23%,4,,,"['EMB 29004D', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)', 'FR 35.196.001 CE', 'Mordelles (Ille-et-Vilaine, France)']",,,,,,
908,Sel marin de l'île de Ré - 250g,3558180030500,['De l’île de ré'],['Bio'],['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250g,,,,,,,,,
909,Nagatanien,4902388057019,,,['France'],[],[],?,257,"2,9","38,6","18,6",1075 kj(257 kcal),"0,1","9,6","35,7","14,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Deep ridged,59247562,,,['France'],[],[],?,518,30,53,"6,5",2167 kj(518 kcal),"2,4","3,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Craquelin - 180g,3291370000029,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,,
912,Saucisse de Toulouse,2434679039425,,['Sans colorants'],['France'],[],[],?,167,10,"2,1",16,699 kj(167 kcal),"4,1","0,8","1,8","0,72",E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses de Toulouse']",,,,,-23%,-39%,+26%,+7%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,10 g,en quantité modérée,4.1 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en quantité élevée,-24%,-36%,+30%,+5%,+5%,13,-14%,D,-14%,,,,,,,,,,
913,Gingembre tranche,2600121019615,,,['France'],[],[],?,374,0,83,0,1565 kj(374 kcal),0,75,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Fromage frais onctueux,0200898009387,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,"Chorizo - 0,180kg",2429133018177,,,['France'],[],[],?,345,"25,3","3,1","26,2",1443 kj(345 kcal),"9,5","1,1","4,6","1,84",D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,,,,-15%,-26%,+6%,+14%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,25.3 g,en quantité élevée,9.5 g,en quantité élevée,1.1 g,en faible quantité,4.6 g,en quantité élevée,-16%,-26%,-39%,+23%,+23%,23,-3%,E,-3%,"0,180 kg",,,,,,,,,
916,pain épeautre - carrefour,2206120009512,['Carrefour'],,['France'],[],[],?,?,?,?,?,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', ""Pain à l'épeautre""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,
917,Doigts nature - Tasty - 300g,3770000459173,['Tasty'],,['France'],[],[],?,474,19,64,10,1983 kj(474 kcal),"2,4",23,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,
918,Fagotins de Haricots Beurre - Éric Bur,3144550007540,['Éric Bur'],,['France'],[],[],?,?,?,?,?,,,,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Haricots beurre en conserve']",,,,,,,,,36.3%,28.4%,13.5%,6.8%,9.5%,5.5%,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Pain de mie,3352773473145,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Canard sauce monbazillac au foie gras et piment d'espelette,3280950105629,,,['France'],[],[],?,151,10,"4,3",11,632 kj(151 kcal),"4,2","2,9","0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,2 buchettes au saumon,3251515207003,,,['France'],[],[],?,198,"13,8","5,8",12,828 kj(198 kcal),"6,2","2,2","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Pastis - Alcanis - 150cl,8427201002084,['Alcanis'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150cl,,,,,,,,,
923,Raisin blanc - San nicola - 2kg,3700530910134,['San nicola'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 kg,,,,,,,,,
924,Capres capotes - 800g,3309014513443,,,['France'],[],[],?,36,"0,6",4,3,151 kj(36 kcal),0,0,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 g,,,,,,,,,
925,Salade verte - Romaine - 2,8436531850029,['Romaine'],,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
926,Verveine - Le comptoir d'herboristerie - 50g,3481899014137,"[""Le comptoir d'herboristerie""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],['Verveine'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,A,['Sachet'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Boissons chaudes', 'Boissons à base de végétaux', 'Plantes aromatiques', 'Herbes aromatiques', 'Infusions', 'Verbénacées', 'Verveine odorante']",,,1,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,50g,['UE/NON UE'],"[""L'Eau Vive""]",,,,,,,
