,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,manufacturing,traceability_code,palm_ingredients,link,producer_info,brand_owner
369,Ravioli au Boeuf Bio - Danival - 670g,3431590006504,['Danival'],"['Naturalia', 'Bio14']",['France'],"['Tomates ', 'concentré de tomates et pulpe', 'eau', 'raviolis au bœuf ', '17 %', ' ', 'pâte : semoule de blé dur', 'eau', 'œufs ', '10,5 %', ' ', ' Farce : viande de bœuf ', '58 %', 'chapelure', 'semoule de blé', 'oignons', 'carottes', 'poivrons', 'sel', 'ail', 'poivre', 'oignons', ""viande de boeuf d'Aquitaine "", '5,5 %', 'sirop de riz', 'carottes', 'huile de tournesol désodorisée', ""sel marin non raffiné de l'Atlantique"", 'ail', 'épaississant : amidon de maïs', 'persil', 'thym', 'poivre']","['Non végétalien', 'Non végétarien']",?,100.7,421 kj(100 kcal),"2,51","0,8","15,41","2,1","3,5",1,"0,4",C,Pâtes farcies issues de l'agriculture biologique. Ravioli au Boeuf Bio,670 g,"['Bocal', 'Verre', 'Couvercle', 'métal']","['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Plats préparés en conserve', 'Ravioli à la viande', 'Raviolis au bœuf', 'Ravioli en conserve']",,"['Œufs', 'Gluten']",4,2.51 g,en faible quantité,0.8 g,en faible quantité,2.1 g,en faible quantité,1 g,en quantité modérée,,+11%,+11%,+0%,-8%,+24%,-11%,-6%,+16%,+16%,2,+10%,B,+10%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'Point Vert', 'AB Agriculture Biologique']","['France', 'Aquitaine']","['Danival', 'Andiran', 'Lot-et-Garonne', 'Aquitaine', 'France']","['FR 47.009.004 CE', 'Andiran (Lot-et-Garonne, France)']",,http://www.danival.fr/produit/1388/ravioli_au_b_uf_et_sa_sauce_au_boeuf_du_sud-ouest_670g.html,,
370,Saucisses volaille,3435660730948,,,['France'],[],[],?,190,795 kj(190 kcal),13,"3,6",1,1,16,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,6 Galettes fraîches de sarrasin - La Compagnie des Crêpes - 390g,3438330500018,['La Compagnie des Crêpes'],"['Magasins U', 'Carrefour']",['France'],"['Eau', 'farine de sarrasin ', 'blé noir', ' 23%', 'sel', 'œufs']","['Sans huile de palme', 'Non végétalien']",331,79,331 kj(79 kcal),"0,5","0,1","15,8",0,"2,7","0,6","0,24",B,,390 g,['Barquette plastique'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,['Œufs'],3,0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0.6 g,en quantité modérée,-56%,-55%,-55%,-87%,-94%,-42%,-100%,-60%,-55%,-55%,1,-81%,B,-81%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,['en:palm-oil-free'],,"['Grigny', 'France']",,,,,
372,Gaufres Fines Flamandes Pur Beurre Et Rhum - Biscuiterie eugene blond,3438351359107,['Biscuiterie eugene blond'],,['France'],"['Farine de blé', 'cassonade', 'beurre ', 'lait', ' 22%', 'oeufs', 'rhum 3%', 'sel', 'colorant : béta-carotène', "" Peut contenir des traces d'amandes""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",?,470,1966 kj(470 kcal),"17,3",9,"71,8",30,"6,8","0,975","0,39",,,,,,['E160ai - Bêta-carotène'],"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Yaourt Myrtilles Sans arôme - Bernard Gaborit,3438860001306,['Bernard Gaborit'],,['France'],"['Lait frais demi-écrémé de vaches jersiaises* 12% de préparation de fruits ', 'Myrtille* ', 'sucre de canne roux* ', ' 3% sucre de canne roux non raffiné* Ferments lactiques', "" * Ingrédients issus de l'agriculture biologique""]",[],?,88,368 kj(88 kcal),"2,57","1,9","11,92","9,54","3,99","0,042","0,017",B,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille']",,,3,2.57 g,en faible quantité,1.9 g,en quantité modérée,9.54 g,en quantité modérée,0.042 g,en faible quantité,,-12%,-12%,-21%,-10%,-11%,-22%,+9%,-61%,-61%,1,-64%,B,-64%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Bio-Cohérence']",,,,,,,
374,Pâte Feuilletée - Rochambeau,3439497015438,['Rochambeau'],['Metro'],['France'],"['Farine de blé ', 'contient du gluten', 'huiles et graisses végétales non hydrogénées', 'palme', 'colza', 'eau', 'alcool éthylique', 'sel', 'jus de citron concentré', 'colorant : caroténoïdes', 'agent de traitement de la farine L-cystéine']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,396,1657 kj(396 kcal),"23,6",11,"37,9","0,3","5,9","0,96","0,384",D,Pâte Feuilletée avec de la matière grasse végétale,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']","['E1510 - Éthanol', 'E160 - Caroténoïdes', 'E920 - L-Cystéine et ses chlorhydrates']",['Gluten'],4,23.6 g,en quantité élevée,11 g,en quantité élevée,0.3 g,en faible quantité,0.96 g,en quantité modérée,,+4%,+4%,+9%,-3%,-2%,-80%,+1%,-5%,-5%,18,+9%,D,+9%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,,,,['Huile de palme'],,,
375,Epicerie / Huiles Alimentaires Bio / Huiles D'olive Bio - Bio planete,3445020177337,['Bio planete'],,['France'],"[""Huile d'olive vierge extra Portugal Produit de l'agriculture biologique"", ' Extraite à froid', "" Cette huile issue d'olives portugaises"", 'est parfaite pour les poissons grillés', 'pommes de terre sautées', 'soupes et salades']",[],?,819,3427 kj(819 kcal),91,16,0,0,0,0,0,,,,,['Matières grasses'],,,,91 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+2%,+2%,+3%,-30%,-100%,-100%,-100%,-100%,-100%,12,+6%,D,+6%,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,
376,Fleur De Sel De Guerande,3445850033056,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,100,40,B,,,,"['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Sels non raffinés', 'Fleurs de sel', 'Sels de Guérande', 'Fleurs de sel de Guérande']",,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,,,-100%,-100%,-100%,-100%,-100%,-100%,+57%,+57%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,['Sans additifs'],['France'],,,,,,
377,M'yam - Yami,3448971400028,['Yami'],,['France'],[],[],?,363,1519 kj(363 kcal),"12,8","3,7","49,8","17,4","10,2",11,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Dentelles de Coppa Aoste - 120g,3449860404196,['Aoste'],"['supermarché', 'hypermarché']",['France'],"['Echine de porc origine UE', 'sel', 'dextrose', 'sirop de glucose', 'arôme naturels', 'épices ', 'dont poivres', 'sucre', 'conservateurs: lactate de sodium', 'acétates de sodium', 'acide ascorbique', 'ascorbate de sodium', 'nitrate de potassium et nitrite de sodium', 'ferments', ' Présence possible de fruits à coques', 'de protéines de soja et de protéines de lait', ' Sans gluten']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,269,1125 kj(269 kcal),17,"6,1","1,1","0,7",28,"4,5","1,8",E,Coppa,120 g,['Sous atmopshère protectrice'],"['Viandes', 'Charcuteries', 'Coppa']","['E325 - Lactate de sodium', 'E262 - Acétates de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],4,17 g,en quantité modérée,6.1 g,en quantité élevée,0.7 g,en faible quantité,4.5 g,en quantité élevée,,-11%,-9%,-17%,-22%,+79%,+115%,+5%,+1%,+1%,19,-6%,E,-6%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['Sans gluten'],['Union européenne'],['France'],"['FR 38.012.001 CE', 'Aoste (Isère, France)', 'EMB 38012', 'Aoste (Isère, France)']",,http://www.aoste.fr,,
379,Noix de Bœuf Séchée - Pas de marques - 9,3449865235818,['Pas de marques'],,['France'],[],[],?,184,770 kj(184 kcal),"4,2","1,9","1,5","0,9",35,"4,7","1,88",,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Noix de jambon,3449865286148,,,['France'],[],[],?,204,854 kj(204 kcal),8,"2,4",1,"0,6",32,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 38.012.001 CE', 'Aoste (Isère, France)', 'EMB 38012', 'Aoste (Isère, France)']",,,,
381,Rosette - Cochonou,3449865289422,['Cochonou'],['Magasins U'],['France'],"[""Viande de porc origine France issue d'animaux nourris sans OGM "", '<0,9%', 'sel', 'lactose', 'épices', 'dextrose', 'sucre', 'conservateurs ', 'nitrate de potassium', 'nitrite de sodium', 'ferments', ' Boyau naturel de porc', ' 155 g de viande utilisés pour la préparation de 100 g de produit fini']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,411,1720 kj(411 kcal),33,14,"1,4","0,9",27,"5,2","2,08",D,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Rosettes']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],4,33 g,en quantité élevée,14 g,en quantité élevée,0.9 g,en faible quantité,5.2 g,en quantité élevée,,+13%,+12%,+15%,+23%,-28%,-38%,+6%,+15%,+15%,25,+6%,E,+6%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Label Rouge'],,,,,,,
382,Piment d'Espelette AOC - OLABE - 40g,3450120006005,"['OLABE', 'Bazkaldo']",['Casino'],['France'],"[""100 % piment d'Espelette AOC""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,20,84 kj(20 kcal),14,0,35,0,15,"4,9","1,96",B,,40 g,"['Pot', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', ""Piments d'Espelette""]",,,1,14 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,4.9 g,en quantité élevée,,-84%,-84%,+231%,-100%,+159%,-100%,+175%,+894%,+894%,,,,,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,"['AOP', 'Produit artisanal']",['Pays basque'],['Pays basque'],,,,,
383,Saint Agaûne - Fine saveur de viande séchée - Bordeau Chesnel - 200g,3450160006713,['Bordeau Chesnel'],,"['France', 'Portugal']","['Viande de porc ', '100 % jambon', 'sel', 'lactose', 'dextrose', 'sucre', 'poudre de lait', 'vin', 'épices', 'conservateurs ', 'nitrite de sodium', 'nitrate de potassium', ' arôme', 'ferments']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,255,1067 kj(255 kcal),7,"4,7","2,4","2,1","45,5","4,7","1,88",C,"Saucisse sèche - Spécialité de saucisson sec, affiné en altitude, fine saveur de viande séchée",200 g,['Feuille plastique'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,7 g,en quantité modérée,4.7 g,en quantité modérée,2.1 g,en faible quantité,4.7 g,en quantité élevée,,-38%,-38%,-78%,-63%,+8%,+42%,+57%,+2%,+2%,17,-29%,D,-29%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['Sans colorants', ""Produit élu de l'année 2012 par des consommateurs belges""]",['France'],,,,,,
384,8 Mini Coquilles Saint-Jacques - Tipiak - 100g,3450350071040,['Tipiak'],"['Franprix', 'Magasins U']",['France'],"['Eau', 'noix de Saint-Jacques 26,6% ', '*Zygochlamys patagonica', 'Argentine', 'champignons de Paris 14,7% ', 'eau', 'sel', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique', '_crèm_e liquide 10,3%', 'échalotes 3,9%', 'amidon modifié de manioc', 'vin blanc 2,9% ', 'sulfites', 'beurre 2,5%', 'chapelure ', 'blé', 'levure', 'Cognac 1%', 'lait écrémé en poudre', 'sel', 'ail', 'arôme naturel de crustacés', 'persil', 'concentré de tomates', 'poivre', 'curcuma']","['Non végétalien', 'Non végétarien']",399,?,399 kj(95 kcal),"5,4","3,9","5,7","1,7","5,8","0,9","0,36",,8 mini coquilles Saint-Jacques à la bretonne surgelées,100 g,"['Carton', 'Surgelé', 'Boîte']","['Surgelés', 'Plats préparés', 'Plats préparés surgelés']","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés']","['Crustacés', 'Gluten', 'Lait', 'Mollusques', 'Anhydride sulfureux et sulfites']",4,5.4 g,en quantité modérée,3.9 g,en quantité modérée,1.7 g,en faible quantité,0.9 g,en quantité modérée,-34%,,-36%,-23%,+50%,-56%,-19%,-14%,+18%,+18%,4,+65%,C,+65%,,,,,,,,"['Point Vert', 'Fabriqué en France']",['Argentine'],"['France', 'Finistère', 'Bretagne', 'Fouesnant']","['FR 29.058.020 CE', 'Fouesnant (Finistère, France)', 'EMB 29058C', 'Fouesnant (Finistère, France)']",,http://www.tipiak.fr/nos-produits/fiche-produit/produit/8-mini-coquilles-saint-jacques.html,,
385,Haricots Blancs - E.C.O.+ - 530g,3450970001007,['E.C.O.+'],['Leclerc'],['France'],"['Eau', 'haricots blancs semi-hydratés', 'sel', 'antioxydant E385']",[],?,90,377 kj(90 kcal),"0,5","0,09",12,1,"5,5","0,6","0,24",B,Haricots blancs,530 g,"['Conserve', 'Métal']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Haricots', 'Légumineuses en conserve', 'Haricots blancs', 'Haricots en conserve', 'Haricots blancs en conserve']",['E385 - Éthylène diamine tétra-acétate de calcium disodium'],,3,0.5 g,en faible quantité,0.09 g,en faible quantité,1 g,en faible quantité,0.6 g,en quantité modérée,,0%,+2%,-30%,-51%,+2%,+38%,-4%,-22%,-22%,-10,,A,,16.9%,36.6%,17.6%,8.0%,13.1%,7.8%,91,,,,,,"http://www.e-leclerc.com/catalogue/marques-distributeurs/eco-plus/alimentaire/epicerie/conserves/conserves-de-legumes/haricots-blancs---530-g,4807",,
386,Crevettes Pic Nic - Eco+,3450970103756,['Eco+'],,['France'],[],[],?,82,343 kj(82 kcal),"0,4","0,1","2,5","0,3",17,"1,63","0,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 94041N', 'Ivry-sur-Seine (Val-de-Marne, France)']",,,,
387,Chips nature - Eco + - 30g,3450970120142,['Eco +'],['Leclerc'],['France'],"['Pommes de terre', 'huile de tournesol 35%', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,538,2251 kj(538 kcal),"36,1","2,5","45,3","0,6","5,7","1,3","0,52",B,,30g,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",,,3,36.1 g,en quantité élevée,2.5 g,en quantité modérée,0.6 g,en faible quantité,1.3 g,en quantité modérée,,+1%,+0%,+9%,-16%,-11%,-53%,-3%,-2%,-2%,12,+10%,D,+10%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"['Arachides', 'Gluten', 'Huile de tournesol 35\xa0%', 'Moutarde', 'Pommes de terre', 'Soja', 'Traces de lait']",,,,http://www.ecoplusinfo.com,,
388,Le Beurre léger doux 41% de Mat. Gr. - Elle & Vire - 250g,3451790550188,"['Elle & Vire', 'Savencia']",['Franprix'],"['Belgique', 'France']","['Eau', 'matière grasse de lait', 'amidon modifié', 'lactose ', 'lait', 'maltodextrine', 'arômes naturels ', 'lait', 'émulsifiants : E471', 'E472c', 'E476', 'sel ', '0,4%', 'protéines de lait', 'conservateur : sorbate de potassium', 'colorant : bêta-carotène', 'vitamines A et E']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,394,1648 kj(394 kcal),41,"25,7","6,1","1,9","0,2","0,4","0,16",E,,250g,"['Barquette', 'Plastique']","['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres allégés', 'Beurres de crème douce']","['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']",['Lait'],4,41 g,en quantité élevée,25.7 g,en quantité élevée,1.9 g,en faible quantité,0.4 g,en quantité modérée,,-11%,-8%,-12%,-15%,+132%,+108%,-64%,-56%,-56%,14,-20%,D,-20%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,"['BE FB 001 EC', 'IE 1023 EC']",,,,
389,Huile vierge de cameline - Vigean - 25cl,3452010000735,['Vigean'],,['France'],['Huile vierge de CAMELINE PREMIÈRE PRESSION À FROID'],"['Végétalien', 'Végétarien']",?,900,3766 kj(900 kcal),100,"11,2",0,0,0,0,0,,,25 cl,"['Bouteille', 'Verre']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de cameline']",,,,100 g,en quantité élevée,11.2 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+9%,+9%,+9%,+8%,,,,,,11,-4%,D,-4%,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'Entreprise du Patrimoine Vivant']",['France'],,,,,,
390,Détox Foie Digestion 1.2.3. - Floressance,3456300004175,"['Floressance', 'Léa Nature']",,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
391,2 Millefeuilles - Tarte frais - 320g (2 * 160g),3456580910265,['Tarte frais'],['Monoprix'],['France'],"['Eau', 'farine de BLE', 'sucre', 'BEURRE', 'OEUFS frais', 'amidons modifiés de manioc', 'poud re de LAIT', 'sirop de glucose-fructose', 'sirop de glucose', 'huile de colza', 'arômes', 'beurre de cacao', 'sel', 'fibres végétales', 'conservateurs : sorbate de potassium et acide lactique', 'cacao en poudre', 'gélifiant : pectine', 'émulsifiant : lécithine de SOJA', 'amidon de maïs']",['Non végétalien'],?,316,1322 kj(316 kcal),14,"9,6",42,21,"4,9","0,35","0,14",B,2 Millefeuilles,320 g (2 * 160 g),"['Frais', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Réfrigérés', 'Millefeuilles']","['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E440 - Pectines', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,14 g,en quantité modérée,9.6 g,en quantité élevée,21 g,en quantité élevée,0.35 g,en quantité modérée,,+1%,+1%,-7%,-5%,+6%,+6%,+28%,-26%,-26%,17,0%,D,0%,73.1%,14.7%,6.0%,3.0%,3.2%,0.0%,75,,,,,,,,
392,Yaourt Gourmand à La Cerise Griotte - Mamie Nova,3456770034153,['Mamie Nova'],,['France'],"['LAIT entier', 'fruits 18% : cerise griotte', 'sucre 10,3%', 'protéines de LAIT', 'jus de raisin concentré', 'amidon modifié', 'épaississant : carraghénanes', 'ferments lactiques ', 'LAIT', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,101,423 kj(101 kcal),"2,5","1,6",16,16,"3,4","0,15","0,06",C,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,2.5 g,en faible quantité,1.6 g,en quantité modérée,16 g,en quantité élevée,0.15 g,en faible quantité,,+1%,+2%,-20%,-19%,+19%,+29%,-7%,+32%,+32%,3,+8%,C,+8%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,,,,
393,Crème dessert Caramel - Novandie - 4x 125g,3456770522483,['Novandie'],['Auchan'],['France'],"['Lait écrémé', 'lactose et minéraux du lait', 'eau', 'sucre', 'amidon modifié', 'crème : 3', '7%', 'caramel : 3% ', 'sucre', 'eau', 'arômes', 'colorant : E150a', 'épaississant : E407', 'minéraux du lait', 'protéines de lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,82,343 kj(82 kcal),"1,2","0,7","16,1","12,6","1,7","0,12","0,048",,Dessert lacté au caramel,4x 125g,"['Pots', 'Plastique']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert caramel']","['E14XX - Amidons modifiés', 'E150a - Caramel E150a', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],4,1.2 g,en faible quantité,0.7 g,en faible quantité,12.6 g,en quantité élevée,0.12 g,en faible quantité,,-39%,-39%,-74%,-76%,-17%,-22%,-47%,-36%,-36%,2,-62%,B,-62%,,,,,,,,,,['France'],"['FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)', 'EMB 62853', 'Vieil-Moutier (Pas-de-Calais, France)']",,,,
394,Yaourt Brassé Pulpé - Auchan - 500g,3456770624040,['Auchan'],['Auchan'],['France'],"['vilania 0 - Ingredientes:Lelte parcialmente desnatado', 'açúcar 8%', 'polpa de frutas 6% ', 'a', 'pëssego', 'damasco', 'framboesa', 'morango', 'cereja', 'proteinas do leite', 'xarope de se-fructosa', 'amidos modificados', 'corantes: E163', 'E120', 'E160c', 'E1616', 'E160a', 'E100', ' citratos de cálcio', 's de cálcio', 'aromas', 'espessantes: E412', 'E415', ' fermentos lácticos', 'vitamina D E120 carmine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,85,356 kj(85 kcal),2,"1,3","12,9","12,1","3,7","0,1","0,04",,,500 g,['Pot en plastique'],,"['E163 - Anthocyanes', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E160a - Carotènes mélangés', 'E100 - Curcumine', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Gourmand fondant chocolat / café / caramel beurre salé - Mamie Nova - 900g (6 * 150g),3456770626341,['Mamie Nova'],['Leclerc'],['France'],"['Lait entier', 'crème', 'sucre', 'caramel au beurre salé 3,8 % ', 'sirop de glucose fructose sucre', 'crème', 'lait concentré sucré', 'beurre salé', 'eau', 'sel', 'épaississant : pectines', 'chocolat 2,2 % ', 'pâte de cacao', 'sucre', 'poudre de cacao maigre', 'caramel', 'extrait de café', 'gélifiants: carraghénanes - gomme xanthane', 'protéines de lait', 'amidon modifié', 'colorant : caramel', 'sel']","['Sans huile de palme', 'Non végétalien']",?,147,615 kj(147 kcal),"7,2","4,7",17,16,"3,1","0,2","0,08",B,"Gourmand - Dessert Chocolat, Café, Caramel au Beurre Salé",900 g (6 * 150 g),"['Frais', 'Carton']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Réfrigérés', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert caramel', 'Crèmes dessert café', 'Desserts au café', 'Desserts lactés au chocolat', 'Crèmes dessert chocolat', 'Desserts lactés au café']","['E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés']",['Lait'],4,7.2 g,en quantité modérée,4.7 g,en quantité modérée,16 g,en quantité élevée,0.2 g,en faible quantité,,+16%,+16%,+40%,+42%,+3%,+14%,-7%,+41%,+41%,7,+31%,C,+31%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,['Point Vert'],,,,,,,
