,name,bar_code,eco_score,brand,categories,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,additives,allergens,nova_score,brand_owner,generic_name,packaging,palm_ingredients,manufacturing,link,ingredients_origins
325,Peperoni grigliati. Coop - 180g,8001120831613,,['Coop'],,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,180 g,,,,,,,['Vasetto'],,,,
326,Faux filet de bœuf,3181232287609,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Funghi porcini  Saclá - 545g,8001060032927,,['Sacla'],,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,545 g,,,,,,,['Vasetto'],,,,
328,Mini chausson pomme,0272692012795,B,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,['France'],[],[],26 g,en quantité élevée,17 g,en quantité élevée,8.5 g,en quantité modérée,0.75 g,en quantité modérée,?,,406,+29%,1699 kj(406 kcal),+29%,26,+44%,17,+48%,36,+9%,"8,5",-20%,"4,9",+26%,"0,75",+25%,"0,3",+25%,19,+12%,E,+12%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,,,,,,,
329,Stimorol Max Splash Spearmint,57000206,,['Stimorol'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']",,,['France'],[],[],0.3 g,en faible quantité,0.1 g,en faible quantité,0.1 g,en faible quantité,0.04 g,en faible quantité,?,,173,+8%,724 kj(173 kcal),+8%,"0,3",+52%,"0,1",-14%,67,+7%,"0,1",+72%,"1,5",+1063%,"0,04",+87%,"0,016",+87%,,,,,,,,,,,,,,,,,,,,,,,
330,Religieuse café - Leclerc,,,['Leclerc'],,,,['France'],"['E', 'Leclerc ', 'L 88100 S-Dié-des-Vosges Crème pâlissière café 67% ', 'Crème pâtissière ', 'Lait ', 'LAIT demi-écrémé UHT', 'Sucre blanc', 'OEUF', 'POUDRE A CREME ', 'Amidon de maïs', ' Amidon modifié', ' Arôme', ' Colorant: Bêta-carotène ', 'E 160a', 'i', 'Riboflavines ', 'E 101', 'ARTME NATUREL DE CAFE ', 'Substances aromatisantes Préparations aromatisantes', 'Arômes naturels', ' Autres substances Sirop de glucose', ' Colorant: Caramelammoniacal ', 'E 150c', 'Curcumine ', 'E 100', ' Sirop de sucre inverti', ' Eau', ' Propylèneglycol ', 'E 1520', ' Éthanol', ' Stabilisant: Polysorbate 80', 'E 433', ' Conservateur: Benzoate de sodium E 211', 'COQUE A CHOUX NORMAUX 13% ', 'DEUFS', 'farine de blé ', 'GLUTEN', 'beurre concentré ', 'LAIT', ' 21%', 'sucre', 'sel', 'poudre à lever : E450', 'E500', ' Crème au beurre 11% ', 'BEURRE ', 'BEURRE concentré', 'arôme : vanilline', 'Sucre blanc', 'OEUF', 'Eau', 'Sucre', ' Sirop de glucose', ' Eau', ' Gélifiant: Agar-agar ', 'E 406', ' Colorant: Dioxyde de titane ', 'E 171', ' Conservateur: Sorbate de potassium', 'E 202', ' Sucre', ' Sirop de glucose', ' Eau', ' Gélifiant: Rgar-agar ', 'E 406', ' Colorant: Dioxyde de titane ', 'E 171', ' Conservateur: Sorbate depotassium ', 'E 202', ' 7%', 'COQUE A MINI CHOUX 2% ', 'OEUFS', 'farine de blé ', 'GLUTEN', 'beurre concentré ', 'LAIT', ' 21%', 'sucre', 'sel', 'poudre à lever : E450', 'E500', ' ']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",,,,,,,,,?,,235,,983 kj(235 kcal),,10,,"6,2",,31,,21,,43,,"0,22",,"0,088",,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E160ai - Bêta-carotène', 'E101i - Riboflavine', 'E101 - Riboflavine', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E100 - Curcumine', 'E1520 - Propylène glycol', 'E1510 - Éthanol', 'E433 - Monooléate de polyoxyéthylène de sorbitane', '', 'Risque modéré de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E406 - Agar-agar', 'E171 - Oxyde de titane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,,,,,,,
331,Doony's chocolat,0272808019021,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,['France'],[],[],28 g,en quantité élevée,13 g,en quantité élevée,16 g,en quantité élevée,1.6 g,en quantité élevée,?,,441,+8%,1845 kj(441 kcal),+8%,28,+23%,13,+23%,41,-8%,16,-5%,"6,7",+13%,"1,6",+68%,"0,64",+68%,25,+28%,E,+28%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,
332,Crackers à l'epeautre et avoine à grains entiers,8718215834526,,,,,,['France'],[],[],,,,,,,,,?,,436,,1824 kj(436 kcal),,"13,1",,13,,"63,8",,"0,6",,"13,6",,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,
333,Zero syrups,5060455513505,,,,,,['France'],[],[],,,,,,,,,?,,8,,33 kj(8 kcal),,0,,0,,"0,6",,"0,6",,0,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,
334,Coffret cuisine,4006574066592,,,,,,['France'],[],[],,,,,,,,,?,,556,,2326 kj(556 kcal),,35,,22,,51,,50,,8,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,
335,Cloche chocolat noir bio,3274646191188,,,,,,['France'],[],[],,,,,,,,,?,,573,,2397 kj(573 kcal),,44,,27,,32,,27,,"7,9",,"0,02",,"0,008",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
336,Mélange duo gourmand,2600271028147,,,,,,['France'],[],[],,,,,,,,,?,,566,,2368 kj(566 kcal),,40,,16,,34,,24,,16,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,
337,Viande Foie gras frais - 200g,2499027112236,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,
338,Riz special dessert,0036280311222,,,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"0,5",,"0,1",,78,,"0,3",,"7,4",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
339,Crevettes décortiquées crues congelées,3760122249424,,,,,,['France'],[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,0,,0,,0,,0,,17,,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,,,,
340,Petit beurre,28308737,,,,,,['France'],[],[],,,,,,,,,?,,434,,1816 kj(434 kcal),,"13,6",,"8,3",,66,,"20,7",,"8,6",,"1,18",,"0,472",,,,,,,,,,,,,,,,,,,,,,,,
341,Bananes,2250106001960,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",,,,,,,,,,
342,La paillasse du Larzac,0207996012462,,,,,,['France'],[],[],,,,,,,,,?,,256,,1071 kj(256 kcal),,"1,2",,"0,38",,"51,3",,"1,9",,"8,8",,"1,52",,"0,608",,,,,,,,,,,,,,,,,,,,,,,,
343,Moelleux 6 parts - Carrefour,0202456043291,,['Carrefour'],,,['Carrefour'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Filet mignon de porc,2209253006120,,,,,,['France'],[],[],,,,,,,,,?,,116,,485 kj(116 kcal),,"3,5",,"1,6",,0,,0,,21,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,
345,Comté au lait cru - Bio Village,2860350026048,D,['Bio Village'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,['Leclerc'],['France'],[],[],34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,?,,410,+3%,1715 kj(410 kcal),+4%,34,+4%,22,+1%,"0,5",+8%,"0,5",+80%,26,+3%,"0,8",-18%,"0,32",-18%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Bio'],,,,,,,,,,
346,Jus de pomme et fraise,90903502,,,,,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,0,,0,,"11,4",,"10,6",,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
347,Pâte à pizza - 250g,8697404531913,,,,,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,"6,8",,"0,6",,53,,"1,2",,10,,"2,2",,"0,88",,,,,,,,,,,,,250 g,,,,,,,,,,,
348,Hachis parmentier - 900g,3512030028383,E,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']","['FR 29.188.020 CE', 'Plougasnou (Finistère, France)', 'EMB 29188A', 'Plougasnou (Finistère, France)']",,['France'],[],[],7.3 g,en quantité modérée,3.1 g,en quantité modérée,1.9 g,en faible quantité,0.76 g,en quantité modérée,?,,147,+17%,615 kj(147 kcal),+19%,"7,3",+19%,"3,1",+7%,13,+30%,"1,9",+18%,7,+13%,"0,76",+4%,"0,304",+4%,3,+4%,C,+4%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,900 g,,,,,,,,,,,
349,Pringles sour cream & onion,5053099119035,B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Tuiles salées']",,,['France'],[],[],32 g,en quantité élevée,3 g,en quantité modérée,2.5 g,en faible quantité,1.7 g,en quantité élevée,?,,512,+1%,2142 kj(512 kcal),+1%,32,+8%,3,-11%,51,-8%,"2,5",-28%,"4,2",-5%,"1,7",+13%,"0,68",+13%,15,+12%,D,+12%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,,
350,Epinards hachés à la crème - Picard - 600g,3270180676433,B,['Picard'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Légumes-feuilles', 'Épinards', 'Epinards haches']",,,['France'],[],[],2 g,en faible quantité,0 g,en faible quantité,2.1 g,en faible quantité,0.47 g,en quantité modérée,?,,57,+54%,238 kj(57 kcal),+59%,2,+83%,0,-100%,"2,1",+9%,"2,1",+247%,"2,6",-11%,"0,47",+26%,"0,188",+26%,-4,,A,,45.1%,0.0%,0.0%,22.1%,31.7%,1.1%,99,600 g,"['Bio', 'Bio européen', 'AT-BIO-902', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,,,,,,,,,
351,Cassoulet pur porc - Carrefour,2245453493018,,['Carrefour'],,,['Carrefour'],['France'],[],[],,,,,,,,,?,,524,,2192 kj(524 kcal),,24,,"9,7",,34,,"2,7",,34,,"3,9",,"1,56",,,,,,,,,,,,,,,,,,,,,,,,
352,Tomates séchées,2600102023754,,,,,,['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,0,,0,,25,,21,,0,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,
353,Croq'Soja à la Provencale,3251490439659,,,,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,"8,2",,"1,6",,4,,"2,1",,14,,"1,2",,"0,48",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Sans colorants', 'Sans conservateurs', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,
354,Jus de pomme gazéifié sans alcool - Auchan,13676431,,['Auchan'],,,['Auchan'],['France'],[],[],,,,,,,,,?,,41,,172 kj(41 kcal),,"0,1",,0,,"9,6",,"9,3",,"0,1",,0,,0,,,,,,,,,,,,,,['Sans alcool'],,,,,,,,,,
355,Brandade de morue parmentiere - 1kg,3302980000078,E,,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']","['FR 33.039.007 CE', 'Bègles (Gironde, France)']",,['France'],[],[],7.1 g,en quantité modérée,3.2 g,en quantité modérée,4.3 g,en faible quantité,0.9 g,en quantité modérée,?,,129,-42%,540 kj(129 kcal),-41%,"7,1",-57%,"3,2",+52%,"8,7",+11%,"4,3",+500%,"8,1",+19%,"0,9",+3%,"0,36",+3%,2,-53%,B,-53%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,1 kg,,,,,,,,,,,
356,Bavette d aloyau - Charal,0292475041460,,['Charal'],"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,,['France'],[],[],5.7 g,en quantité modérée,2.2 g,en quantité modérée,0.01 g,en faible quantité,0.19 g,en faible quantité,?,,131,0%,548 kj(131 kcal),0%,"5,7",0%,"2,2",0%,"0,01",-60%,"0,01",-47%,20,0%,"0,19",0%,"0,076",0%,-2,,A,,,,,,,,,,,,,,,,,,,,
357,Corgenic Whey Supermacy Noix De Coco 1.6KG,3760203560288,,,,,,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,6,,2,,7,,6,,77,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
358,Podravka Prebranec - 400g,3858886465997,,['Podravka'],,,,"['France', 'Allemagne', 'Italie']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,
359,Pâté aux cèpes,3470120006089,,,,,,['France'],[],[],,,,,,,,,?,,409,,1711 kj(409 kcal),,"40,3",,"14,5",,"0,4",,"0,1",,"10,7",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
360,Juss,8698720869001,,,,,,['France'],[],[],,,,,,,,,?,,47,,197 kj(47 kcal),,0,,0,,"11,8",,"10,5",,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
361,Bloc de foie gras de canard,3700766410415,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,['France'],[],[],48.8 g,en quantité élevée,18 g,en quantité élevée,1.5 g,en faible quantité,1.3 g,en quantité modérée,?,,471,-4%,1971 kj(471 kcal),-3%,"48,8",-4%,18,-16%,2,-6%,"1,5",+13%,"5,6",-8%,"1,3",+7%,"0,52",+7%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,
362,La compote de pommes - Côteaux Nantais - 660g,3301594001549,B,['Côteaux Nantais'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",,,['France'],"['pommes* ', 'demeter**', ' ', '90%', 'sucre de canne* ', 'demeter*', ' ', '10%', "" *Ingrédient issu de l'agriculture biologique"", "" **demeter est la marque des produits issus de l'agriculture biodynamique certifiée"", ' **']",[],0.9 g,en faible quantité,0 g,en faible quantité,19.9 g,en quantité élevée,0 g,en faible quantité,?,,108,+69%,452 kj(108 kcal),+69%,"0,9",+204%,0,-100%,24,+69%,"19,9",+50%,0,-100%,0,-100%,0,-100%,0,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,660 g,"['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'AB Agriculture Biologique']",,,3,,,,,,,
363,Cheddar,5021427908552,,,,,,['France'],[],[],,,,,,,,,?,,416,,1741 kj(416 kcal),,"34,9",,"21,7",,0,,0,,"25,4",,"1,8",,"0,72",,,,,,,,,,,,,,['Bio'],,,,,,,,,,
364,Frutti jungle - 100g,5413401000138,,,,,,['France'],[],[],,,,,,,,,?,,335,,1402 kj(335 kcal),,"0,1",,"0,1",,77,,53,,5,,"0,2",,"0,08",,,,,,,,,,,,,100 g,['Bio'],,,,,,,,,,
365,Chok addict,0838948011655,,,,,,['France'],[],[],,,,,,,,,?,,558,,2335 kj(558 kcal),,35,,16,,52,,48,,"5,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,
366,Petits Oignons PASTEURISÉS AU VINAIGRE,3367350450105,,,,,,['France'],[],[],,,,,,,,,?,,16,,67 kj(16 kcal),,"0,46",,"0,13",,"2,5",,"2,4",,"0,8",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,
367,5 saucisses herbes de volaille bio,2444013028862,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']",,,['France'],[],[],5.8 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,1.6 g,en quantité élevée,?,,132,-27%,552 kj(132 kcal),-28%,"5,8",-51%,"1,7",-53%,"0,5",-60%,"0,5",-4%,19,+15%,"1,6",-10%,"0,64",-10%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,
368,Lard paysan vpf,0285426053667,,,,,,['France'],[],[],,,,,,,,,?,,229,,958 kj(229 kcal),,"6,8",,"3,1",,0,,0,,42,,"7,3",,"2,92",,,,,,,,,,,,,,,,,,,,,,,,
369,Knorr Spaghetti Short,5000184596059,,,,,,['France'],[],[],,,,,,,,,?,,350,,1464 kj(350 kcal),,"1,5",,"0,3",,73,,4,,12,,"0,1",,"0,04",,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,
370,Religieuse panache decongelé,,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Nori marinée,3770001438139,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Spécialité de coco cubes,2600254021523,,,,,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,"18,8",,"17,3",,"63,6",,"39,8",,"3,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,
373,Poulet,0277947033457,,,,"['FR 53.130.001 CE', 'Laval (Mayenne, France)']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
374,Poulet Fermier,2481696065869,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,
375,Saucisse Sèche Perche Aveyron,0207808046319,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Pizza Reine (31 cm),2653105049207,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Choux fleurs avec assaisonnement - U,3256220270090,,['U'],,,,['France'],[],[],,,,,,,,,?,,31,,130 kj(31 kcal),,"1,1",,"0,8",,"1,9",,"1,9",,"1,6",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,,
378,Ravioli Emmental Basilic,2007334011489,,,,,,['France'],[],[],,,,,,,,,?,,265,,1109 kj(265 kcal),,"6,9",,"2,7",,40,,"2,3",,"9,3",,"1,3",,"0,52",,,,,,,,,,,,,,['Bio'],,,,,,,,,,
379,Nestlé Nan Optipro 5 Standard Lait De Suite,7613035597396,,['Nestlé'],,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Tomates grappes bio - 500g,8437017779001,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-002-AN', 'ES-ECO-003-AN']",,,,,,,,,,
381,Guimauves Tutti Frutti,3540860012814,,,,,,['France'],[],[],,,,,,,,,?,,344,,1439 kj(344 kcal),,0,,0,,82,,81,,"4,2",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,
382,Vin,5601247031335,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Carrefour pistaches grillees et salees,3560781008574,D,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées', 'Pistache grillée salée']",,['Carrefour'],['France'],[],[],50 g,en quantité élevée,6.3 g,en quantité élevée,8.4 g,en quantité modérée,1.8 g,en quantité élevée,?,,605,-1%,2531 kj(605 kcal),-1%,50,+2%,"6,3",-2%,"9,4",-37%,"8,4",+23%,25,+11%,"1,8",+49%,"0,72",+49%,11,+75%,D,+75%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,,,,,,
384,Pain campagne long,2007883470003,,,,,,['France'],[],[],,,,,,,,,?,,259,,1084 kj(259 kcal),,"1,1",,"0,2",,56,,2,,"8,5",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,
385,Huile d'olive cuvée biologique,3760187510620,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],[],100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,"['Bio', 'Bio européen']",,,,,,,,,,
386,Bricks orientales de légumes - 120g,3366760043181,,,,"['FR 69.243.004 CE', 'Tarare (Rhône, France)']",,['France'],[],[],,,,,,,,,?,,268,,1121 kj(268 kcal),,17,,"1,6",,21,,"5,5",,"7,2",,"1,1",,"0,44",,,,,,,,,,,,,120 g,,,,,,,,,,,
387,Confit de foies de volaille,3760027810118,,,,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"33,7",,"13,6",,"1,7",,"0,2",,"12,2",,"1,34",,"0,536",,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,
388,Muesli Yoga - Lima,05364558,,['Lima'],,,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,11,,"1,5",,57,,"9,5",,13,,"0,05",,"0,02",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sucre ajouté']",,,,,,,,,,
389,Sauce financiere - Giraudet,3100080003308,,['Giraudet'],"['Epicerie', 'Sauces', 'Sauces financières']",,,['France'],[],[],3.2 g,en quantité modérée,1.9 g,en quantité modérée,1.2 g,en faible quantité,1.2 g,en quantité modérée,?,,230,-3%,962 kj(230 kcal),-2%,"3,2",-82%,"1,9",-12%,"5,5",-45%,"1,2",-81%,"0,6",-78%,"1,2",-50%,"0,48",-50%,8,-31%,C,-31%,,,,,,,,,,,,,,,,,,,
390,Barrette cereali - Leader Price,3263851536617,,['Leader Price'],,,['Leader Price'],['France'],[],[],,,,,,,,,?,,379,,1586 kj(379 kcal),,"5,7",,"0,7",,"74,8",,"28,2",,5,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,
391,Rillettes de Tours,3760135650767,D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de Tours']",,,['France'],[],[],32.4 g,en quantité élevée,12.9 g,en quantité élevée,0.1 g,en faible quantité,0.9 g,en quantité modérée,?,,372,-8%,1556 kj(372 kcal),-8%,"32,4",-10%,"12,9",-8%,"0,1",-71%,"0,1",-55%,21,+6%,"0,9",-14%,"0,36",-14%,17,-9%,D,-9%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,
392,Melange Caraibes,2600303036546,,,,,,['France'],[],[],,,,,,,,,?,,435,,1820 kj(435 kcal),,"19,5",,"2,5",,"54,4",,"52,3",,"7,2",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,
393,Pouletdu Perigord,0254381081015,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,
394,Vitalbrot,4015537149708,,,,,,['France'],[],[],,,,,,,,,?,,214,,895 kj(214 kcal),,"3,5",,"0,4",,36,,"1,7",,"6,5",,1,,"0,4",,,,,,,,,,,,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,
395,vin blanc - viognier - 75cl,3257698115104,D,['Viognier'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins blancs']",,,['France'],['Raisin'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,75cl,,,,3,,,['Bouteille'],,,,
396,Brebis BIO des Basques,2204373035296,,,,"['FR 64.259.100 CE', 'Hélette (Pyrénées-Atlantiques, France)']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-12', 'AB Agriculture Biologique']",,,,,,,,,,
397,Pistaches grillées à sec et salées,2600160030831,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées', 'Pistache grillée salée']",,,['France'],[],[],44.8 g,en quantité élevée,5.5 g,en quantité élevée,7.7 g,en quantité modérée,1.5 g,en quantité modérée,?,,621,+2%,2598 kj(621 kcal),+2%,"44,8",-9%,"5,5",-14%,"28,7",+91%,"7,7",+13%,"20,9",-7%,"1,5",+24%,"0,6",+24%,9,+43%,C,+43%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,,,,,,
