,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,traceability_code,brand_owner,ingredients_origins,generic_name,link,palm_ingredients
1907,BLEDINA BLEDICHEF Risotto aux Panais et Champignons 2x230g Dès 12 Mois - 460g,3041091436610,460 g,,"['Blédichef', 'Bledina']",['France'],"['Eau de cuisson - Panais 20,0 % - Riz cuit 15,2 % - Carottes - Pommes de terre - Oignons - Champignons 4,00 % - Crème 3,33 % ', 'LAIT', ' - Poireaux - Amidon de maïs - Huiles végétales ', 'colza', 'tournesol', ' - Persil - Sel - Thym - Ail - Laurier - Poivre noir']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",254,61,2,"9,1","0,9",,,,,,,,,,,,,,,,,['Lait'],,254 kj(61 kcal),"0,8","1,3","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,Plat à base de légumes adapté à bébé.,,
1908,Gouttes de chocolat - 5kg,3441110094010,5 kg,,,['France'],[],[],?,500,25,59,6,,['Fabriqué en France'],,,,,,,,,,,,,,,,,2092 kj(500 kcal),15,56,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
1909,Abrico - 1kg,3760258000012,1 kg,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,Druiven,6006258002678,,,,"['Belgique', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,Sauce creolette,3760131740028,,,,['France'],[],[],?,287,29,"5,4",1,,,,,,,,,,,,,,,,,,,1201 kj(287 kcal),"3,2","5,4","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,
1912,100% pur jus de pomme Evelina Bio,3346610048696,,,,['France'],[],[],?,43,"0,14","9,79","0,17","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",['Bio'],,,-7%,-22%,-11%,-22%,C,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,180 kj(43 kcal),"0,046","9,36","0,022","0,009",,0.14 g,en faible quantité,0.046 g,en faible quantité,9.36 g,en quantité élevée,0.022 g,en faible quantité,-6%,+36%,-10%,+76%,+76%,3,-28%,C,-28%,,,,,,,
1913,Mélange sambahia,2600223022117,,,,['France'],[],[],?,465,18,"65,9",8,,,,,,,,,,,,,,,,,,,1946 kj(465 kcal),"6,6","12,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1914,Yogur griego - Danone - 1kg,8410500022150,1 kg,,"['Danone', 'DanPRO']",['France'],[],[],?,126,10,"4,5","3,9",['Produits laitiers'],,,,-49%,-44%,-9%,-69%,,,,,,,,,,,527 kj(126 kcal),7,"4,5","0,15","0,06",,10 g,en quantité modérée,7 g,en quantité élevée,4.5 g,en faible quantité,0.15 g,en faible quantité,-48%,-41%,+11%,-80%,-80%,5,-51%,C,-51%,,,,,,,
1915,salsa al tartufo - trufflies - 500g,8056039337039,500g,['Conserve'],['Trufflies'],"['France', 'Italie']","['Funghi coltivati 50% ', 'Agaricus bisporus', 'olio extravergine di Olivia', 'olio di semi di girasole', 'tartufo estivo 7% ', 'tuber aestivum vitt', 'olive nere', 'aroma', 'sale']",[],?,457,"48,6","1,4","2,4","['Epicerie', 'Sauces']",,,,+92%,+169%,-86%,-11%,,,,,,,,,,4,1912 kj(457 kcal),"6,8","0,3","0,57","0,228",['Italie'],48.6 g,en quantité élevée,6.8 g,en quantité élevée,0.3 g,en faible quantité,0.57 g,en quantité modérée,+94%,+215%,-95%,-76%,-76%,10,-14%,C,-14%,,,,,,,
1916,Espresso Intenso,3245678152171,,,,['France'],[],[],?,?,?,?,?,,"['Agriculture durable', 'en:UTZ Certified', 'Café certifié UTZ']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Pâtes Spaghetti N. 1 L'epi D'or (500G),6194003360590,,,,['France'],[],[],?,355,"0,1",73,0,,,,,,,,,,,,,,,,,,,1485 kj(355 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1918,Tartines bio craquantes au riz noir,3380380089459,,,,['France'],[],[],?,372,"2,6","74,8","9,6",,"['Bio', 'Fabriqué en France', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,1556 kj(372 kcal),"0,6","0,8","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,
1919,Badoit bulle de fruit citron,0062470118463,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Fenouil en graines,3183811059034,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Soju prune,8801048178308,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Burger meat Picada de pavo,8436000463224,,,,['France'],[],[],?,124,"4,3","2,9","18,1",,,,,,,,,,,,,,,,,,,519 kj(124 kcal),"1,3",0,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,
1923,Pastèque  bio sans pépins - Brio,3661949020633,,,['Brio'],['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Pastèques']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924,"""70CL Grand Marnier Cordon Jaune 40 °"" - 70cL",3018300004571,70 cL,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Rillettes / le grand pic - Biocoop,3760121200112,,,['Biocoop'],['France'],[],[],?,177,41,"1,3",14,,['Bio'],['Biocoop'],,,,,,,,,,,,,,,,741 kj(177 kcal),18,"0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,
1926,Tortilla Snack Box,4061458078153,,,,['France'],[],[],?,334,16,41,"5,2",,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,1397 kj(334 kcal),"2,5","1,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1927,Grillade de porc à la mexicaine,2665610053006,,,,['France'],[],[],?,167,18,"1,3",18,,,,,,,,,,,,,,,,,,,699 kj(167 kcal),"3,7","0,6","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,
1928,IDEES DE MAMAN BOLS 2x200g Tomates Petites pâtes Boeuf blond d'Aquitaine Dès 8 mois - Bledina - 400g,3041091423832,400 g,,"['Bledina', 'Les idees de maman']",['France'],"[""De la purée de tomates à base de concentré 30,0 % - de l'eau de cuisson - des pommes de terre 17,3 % - de la viande de boeuf 8,00 % - de tendres pâtes cuites "", 'semoule de blé dur', ' 7,50 % ', 'GLUTEN', "" - des carottes - des oignons - de l'amidon de maïs - des épinards - un filet d'huiles végétales "", 'colza', 'tournesol', ' - une touche de basilic - un soupçon de poivre noir']","['Non végétalien', 'Non végétarien']",277,66,"2,1","8,8","2,5",,,,,,,,,,,,,,,,,"['Œufs', 'Gluten']",4,277 kj(66 kcal),"0,7","1,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,Plat à base de légumes et de viande adapté à bébé.,,
1929,2 Baguettes Provence à Cuire 250g - 250g,8713906061403,250 g,,,['France'],[],[],?,285,"3,2","53,9","8,6",,,,,,,,,,,,,,,,,,,1192 kj(285 kcal),"0,5","0,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1930,Mini brioches en damier,3700009269572,,,,['France'],[],[],?,277,11,35,"8,1",,,,,,,,,,,,,,,,,,,1159 kj(277 kcal),"6,8","5,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1931,Aceite de oliva virgen extra,8422767133326,,,,['France'],[],[],?,900,100,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,+5%,+5%,,,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,3766 kj(900 kcal),13,0,0,0,,100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,-7%,,-100%,-100%,6,-2%,C,-2%,,,,,,,
1932,Monoprix Bio,350033549173,,,['Monoprix Bio'],['France'],[],[],?,?,?,?,?,,['Bio'],['Monoprix'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,Mogettes,3700225140747,,,,['France'],[],[],?,75,"0,5",13,"4,9",,,,,,,,,,,,,,,,,,,314 kj(75 kcal),0,"0,5","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,
1934,Salad mix - Natural Happiness,8711299021097,,,['Natural Happiness'],['France'],[],[],?,448,"17,9","51,8","17,3",,,,,,,,,,,,,,,,,,,1874 kj(448 kcal),3,"7,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1935,"Grand sud, Rosé",3500610078644,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1936,Cacahuètes grillées salées - Menguy's,3490941207366,,"['Plastique', 'sous vide']","[""Menguy's"", ""menguy's""]",['France'],"['Cacahuètes', 'huile de tournesol', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,613,"50,2","10,3","26,1","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes', 'Fruits à coque salés', 'Cacahuètes salées']",,,,+1%,+4%,-17%,+3%,D,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,['Arachides'],3,2565 kj(613 kcal),"7,4","5,5",1,"0,4",,50.2 g,en quantité élevée,7.4 g,en quantité élevée,5.5 g,en quantité modérée,1 g,en quantité modérée,+1%,+3%,+4%,-15%,-15%,4,-34%,C,-34%,,,,,,http://www.menguys.fr/fr,
1937,Coca cola,3760126831434,,,['Coca-Cola'],['France'],[],[],?,42,0,"10,6",0,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola']",,,,+100%,-100%,+97%,-100%,,,,,,,,,,,176 kj(42 kcal),0,"10,6",0,0,,0 g,en faible quantité,0 g,en faible quantité,10.6 g,en quantité élevée,0 g,en faible quantité,+98%,-100%,+102%,-100%,-100%,14,+90%,E,+90%,,,,,,,
1938,Miel de chataigner du perigord - Famille Mary,3760115098022,,,['Famille Mary'],['France'],[],[],?,?,?,?,?,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",['Fabriqué en France'],,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,Jus de pommes,3760033151564,,,,['France'],[],[],?,43,"0,1",10,"0,5",,,,,,,,,,,,,,,,,,,180 kj(43 kcal),"0,1",10,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1940,Enchidos da regias,5604390511112,,,,['France'],[],[],?,166,"5,7",1,"27,34",,,,,,,,,,,,,,,,,,,695 kj(166 kcal),"2,73","0,5","2,55","1,02",,,,,,,,,,,,,,,,,,,,,,,,,
1941,Glace pop corn - Auchan,3596710471874,,,['Auchan'],['France'],[],[],?,337,21,34,"2,7","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Bâtonnets glacés', 'Bâtonnets glacés à la vanille']","['Nutriscore', 'Nutriscore E']",['Auchan'],,+17%,+19%,+17%,-8%,B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,1410 kj(337 kcal),14,32,"0,19","0,076",,21 g,en quantité élevée,14 g,en quantité élevée,32 g,en quantité élevée,0.19 g,en faible quantité,+17%,+14%,+23%,+33%,+33%,21,+21%,E,+21%,,,,,,,
1942,Petits pois Bio - Casino Bio - 72cl,3222477234710,72 cl,,['Casino Bio'],['France'],"['Petits pois* - eau - sel', "" *ingrédient issus de l'agriculture biologique""]",[],340,81,"0,9",10,"5,5",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,340 kj(81 kcal),"0,2",2,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,Petits pois issus de l'agriculture biologique.,,
1943,La Gravette,3330930587034,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1944,La Belle en Guoguette,3760281010019,,,,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Golden break treats,5200133120667,,,,['France'],[],[],?,479,"18,5","72,5","5,5",,,,,,,,,,,,,,,,,,,2004 kj(479 kcal),10,50,"0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,
1946,Laitue de mer,3336950000003,,,,['France'],[],[],?,206,2,"13,8","15,9",,,,,,,,,,,,,,,,,,,862 kj(206 kcal),"0,36",0,"1,974","0,79",,,,,,,,,,,,,,,,,,,,,,,,,
1947,Mojito gustail pret a servir - 70cl,3760049580006,70 cl,,['Güstail'],['France'],"['sucre', 'alcool', 'rhum', 'arômes naturels', 'acidifiants E330', 'stabilisants E445 - E414', 'colorants E133-E102 90008911 660009']",[],?,?,?,?,?,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Alcools artisanaux']",,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E445 - Esters glycériques de résine de bois', ""E414 - Gomme d'acacia"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E102 - Tartrazine']",,,,,,
1948,Ôté grand mère pâte piment vert gingembre mangue - 100g,3770003427278,100g,['Pot en verre'],,"['France', 'La Réunion']","['Piment Vert', 'huile', 'vinaigre', 'sel', 'Gingembre', 'mangue', 'ail']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,176,"12,33","14,58","3,19","['Epicerie', 'Condiments']",,,,+26%,+108%,+11%,-25%,,,,,,,,,,3,736 kj(176 kcal),"1,25","2,84",5,2,,12.3 g,en quantité modérée,1.25 g,en faible quantité,2.84 g,en faible quantité,5 g,en quantité élevée,+23%,+97%,-58%,-11%,-11%,13,+29%,D,+29%,,,,,,,
1949,Sirop violette,3055150005181,,,,['France'],[],[],?,0,0,64,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),0,56,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1950,3760281010095,3760281010095,,,,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,4 Brioche Burger Buns,00097604,,,,['France'],[],[],?,294,"8,5","43,5",9,,,,,,,,,,,,,,,,,,,1230 kj(294 kcal),"4,5","8,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1952,St. Bernardus Abt 12 750ML,5411911000310,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1953,Rosé moment de plaisir,3395942607514,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1954,Ketchup - Rubies in the rubble - 300g,5060310780042,300g,,['Rubies in the rubble'],['France'],"['Tomatoes', 'Pears', 'Sugar', 'Spirit Vinegar', 'Salt', 'Spices']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,97.2,0,21,2,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']","['Végétarien', 'en:gluten-free', 'Végétalien']",,,-8%,-100%,-7%,+54%,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,3,407 kj(97 kcal),0,21,"2,1","0,84",,0 g,en faible quantité,0 g,en faible quantité,21 g,en quantité élevée,2.1 g,en quantité élevée,-7%,-100%,+7%,+6%,+6%,14,+16%,D,+16%,,,,,,,
1955,Pink onion & Chilli relish - Rubies un the rubble - 210g,5060150319846,210g,,['Rubies un the rubble'],['France'],"['Pink Onions ', '77%', 'Soft Brown Sugar', 'Sugar', 'Red Wine Vinegar', 'Balsamic Vinegar', 'Chili', 'Salt']","['Végétalien', 'Végétarien']",?,186,"0,5","40,3","2,4","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Plantes condimentaires', 'Produits à tartiner salés', 'Légumes et dérivés', 'Pâtes à tartiner végétales', 'Oignons et dérivés', ""Confits d'oignons""]","['Végétarien', 'en:gluten-free', 'Végétalien']",,,+11%,-70%,+15%,+141%,,,,,,,,,,3,778 kj(186 kcal),0,"36,2","0,21","0,084",,0.5 g,en faible quantité,0 g,en faible quantité,36.2 g,en quantité élevée,0.21 g,en faible quantité,+11%,-100%,+12%,-66%,-66%,4,-39%,C,-39%,,,,,,,
1956,Limoncello - Carrefour,8012666015573,,,['Carrefour'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Inproba Loempia Sauce (500 ML),8710518731649,,,,['France'],[],[],?,232,"0,2",57,"0,2",,,,,,,,,,,,,,,,,,,971 kj(232 kcal),"0,1",53,"1,16","0,464",,,,,,,,,,,,,,,,,,,,,,,,,
1958,Spicy tomato relish - Rubies in the rubble - 210g,5060150319860,210g,,['Rubies in the rubble'],['France'],"['Fresh tomatoes ', '69%', 'White wine Vinegar', 'Sugar', 'Onion', 'Chilli', 'Salt', 'Olive Oil', 'Fennel', 'Yellow Mustard Seeds', 'Cumin']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,155,"1,2","31,5","1,9","['Epicerie', 'Condiments']",,,,+11%,-80%,+140%,-55%,,,,,,,,,,3,649 kj(155 kcal),"0,2","30,3","0,57","0,228",,1.2 g,en faible quantité,0.2 g,en faible quantité,30.3 g,en quantité élevée,0.57 g,en quantité modérée,+8%,-69%,+344%,-90%,-90%,6,-41%,C,-41%,,,,,,,
1959,Balconi,8001585004188,,,['Balconi'],['France'],['alcohol'],[],?,356,"12,3","56,5",4,,['Sans huile de palme'],,,,,,,,,,,,,,,,,1490 kj(356 kcal),"8,4",41,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,
1960,3253581535301,3253581535301,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,Tartinade algues au citron confit,3700932600275,,,,['France'],[],[],?,253,"25,4","2,8","1,2",,,,,,,,,,,,,,,,,,,1059 kj(253 kcal),"4,1","0,51","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1962,"Bq.fil.anchois Prov.200G, - Delicemer - 140g",3760036822638,140 g,,['Delicemer'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,Dragées aux amandes - blanches -,8022470236835,,,,['France'],"['Sucre', 'amandes', 'amidon', 'maltodextrine', 'E171', 'E120', 'E132', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,474,"12,7","72,5",2,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Dragées']",['en:gluten-free'],,,+1%,-30%,+7%,-67%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Fruits à coque'],4,1983 kj(474 kcal),"7,6","71,2","0,01","0,004",,12.7 g,en quantité modérée,7.6 g,en quantité élevée,71.2 g,en quantité élevée,0.01 g,en faible quantité,+1%,+52%,+14%,-58%,-58%,22,+12%,E,+12%,"['E171 - Oxyde de titane', 'E120 - Acide carminique', ""E132 - Indigotine carmin d'indigo""]",,,,,,
1964,Classic house - Hellmann's,8714100912652,,,"[""Hellmann's""]",['France'],[],[],?,254,26,"5,7","0,5",,,,,,,,,,,,,,,,,,,1063 kj(254 kcal),"2,1","2,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,
1965,Emmental Français -,3218930770000,,,,"['France', 'Martinique']",[],[],?,377,29,2,27,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",,,,+1%,+0%,+121%,-1%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,1577 kj(377 kcal),"19,5",2,"0,9","0,36",,29 g,en quantité élevée,19.5 g,en quantité élevée,2 g,en faible quantité,0.9 g,en quantité modérée,+1%,-1%,+396%,+19%,+19%,12,+1%,D,+1%,,,,,,,
1966,Lait d'oiseau -,4840008005845,,,,['France'],[],[],?,1475,14,52,3,"['Surgelés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux et pâtisseries surgelés']",,,,+340%,-19%,+34%,-41%,,,,,,,,,,,6171 kj(1475 kcal),9,44,"0,1","0,04",,14 g,en quantité modérée,9 g,en quantité élevée,44 g,en quantité élevée,0.1 g,en faible quantité,+338%,-2%,+73%,-63%,-63%,27,+72%,E,+72%,,,,,,,
1967,Herbes et salades - Veggies - 120g,3770013229046,120 g,,['Veggies'],"['France', 'Nouvelle-Calédonie']","['laitues', 'batavia', 'chicorées', 'roquette']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Salades', 'Légumes-feuilles', 'Salades vertes', 'Mesclun']",['Sans pesticides'],,,,,,,B,46.2%,0.0%,0.0%,16.0%,28.9%,8.9%,92,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nouvelle-Calédonie'],,,
1968,Vitaflor,3175681004382,,,['Vitaflor'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,RAWTELLA - The Protein Works - 500g,5060455513963,500g,['Pot'],['The Protein Works'],['France'],"['HAZELNUTS ', '70%', 'Orgamic Raw', 'Chocolate Powder ', ' Raw cocoa Powder', 'Coconut Sugar', 'Balinese Sea Salti', ' ', '20%', ' Coconut milk power ', '9%', 'virgin organic Coconut oil ', '1%']","['Végétalien', 'Végétarien']",?,625,53,"19,8","12,3","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']","['Végétarien', 'Végétalien']",['The Protein Works'],,+20%,+65%,-61%,+98%,,,,,,,,,['Fruits à coque'],3,2615 kj(625 kcal),"10,4","12,8","0,04","0,016",,53 g,en quantité élevée,10.4 g,en quantité élevée,12.8 g,en quantité élevée,0.04 g,en faible quantité,+20%,+28%,-71%,-78%,-78%,12,-41%,D,-41%,,,,,,,
1970,Beurre d amande,5060367180833,,,,['France'],[],[],?,584,"47,6","22,3","17,9",,,,,,,,,,,,,,,,,,,2443 kj(584 kcal),"15,7","16,1","0,34","0,136",,,,,,,,,,,,,,,,,,,,,,,,,
1971,Parmi nutrichious,5201078148358,,,,['France'],[],[],?,536,"29,7","61,5","5,3",,,,,,,,,,,,,,,,,,,2243 kj(536 kcal),"9,9","55,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,
1972,Cooking chocolates -,5412860003698,,,,"['Belgique', 'France']",[],[],?,535,"43,7",24,"8,9","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Bio', 'Bio européen', 'Commerce équitable', 'Max Havelaar', 'Bio-équitable', 'Max-havelaar-belgique']",,,-4%,+11%,-38%,+16%,D,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,2238 kj(535 kcal),"26,8","19,5","0,2","0,08",,43.7 g,en quantité élevée,26.8 g,en quantité élevée,19.5 g,en quantité élevée,0.2 g,en faible quantité,-4%,+16%,-38%,+328%,+328%,20,-6%,E,-6%,,,,['Pérou'],,,
1973,Oeufs Frais X20,3700002706203,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Galettes suédoises aux flocons d'avoine - Poppies,5411823866165,,,['Poppies'],['France'],[],[],?,507,26,62,"5,7","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,,+7%,+25%,-3%,-12%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,2121 kj(507 kcal),14,37,"0,6","0,24",,26 g,en quantité élevée,14 g,en quantité élevée,37 g,en quantité élevée,0.6 g,en quantité modérée,+7%,+39%,+25%,+2%,+2%,26,+31%,E,+31%,,,,,,,
1975,purée de tomates - Casino - 680g,3047461812329,680g,['bouteille en verre'],['Casino'],"['France', 'Italie']","['tomates 99,7%', 'sel', ""correcteur d'acidité : acide citrique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,28,"0,1","4,9","1,2","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",,"['géant', 'Casino']",,-46%,-91%,-15%,-24%,A,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,3,117 kj(28 kcal),"0,1","3,9","0,4","0,16",['Italie'],0.1 g,en faible quantité,0.1 g,en faible quantité,3.9 g,en faible quantité,0.4 g,en quantité modérée,-43%,-28%,-13%,-10%,-10%,-5,,A,,['E330 - Acide citrique'],['13108A'],,,,http://www.tous-les-jours.eu,
1976,Cake & Choc,80019572,,,,['France'],[],[],?,150,20,52,"5,4",,,,,,,,,,,,,,,,,,,628 kj(150 kcal),"9,1",31,"0,21","0,084",,,,,,,,,,,,,,,,,,,,,,,,,
