,name,bar_code,quantity,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,allergens,packaging,additives,nova_score,generic_name,palm_ingredients,manufacturing,link,ingredients_origins,markets,brand_owner
1281,La colombe,3423720011182,,,['France'],[],[],?,395,1653 kj(395 kcal),"15,8","7,8","53,2","21,9","10,1","0,6","0,24","['Bio', 'Fabriqué en Italie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,4 Tartelettes Myrtilles Épeautre - Biosoleil - 200g,3423720012028,200 g,,['France'],"['Farine de grand épeautre T110 40%', 'nappage 28% ', 'sirop de glucose de maïs', 'myrtilles 20%', 'amidon de maïs', 'agent gélifiant : pectine', ""correcteur d'acidité : jus de citron"", 'arôme naturel de myrtilles ', 'myrtilles', 'huile de palme non hydrogénée', ""sirop de glucose de maïs et de malt d'orge"", 'jus de pomme concentré', 'amidon de maïs', 'sel de mer non raffiné', 'arôme naturel de vanille ', 'vanille']",['Huile de palme'],1697,?,1697 kj(406 kcal),"16,6","7,8","59,3","30,9","6,8","0,254","0,102","['Bio', 'Bio européen', 'FR-BIO-01', 'Sans œufs', 'Sans lait', 'AB Agriculture Biologique']",,"['Desserts', 'Tartes', 'Tartelettes']",16.6 g,en quantité modérée,7.8 g,en quantité élevée,30.9 g,en quantité élevée,0.254 g,en faible quantité,+3%,,+12%,+10%,-8%,+18%,+9%,+50%,-15%,-15%,16,-6%,D,-6%,,,,,,,,['Biosoleil'],['Gluten'],"['Plastique', 'Carton']",['E440 - Pectines'],4,tartelette à la myrtille et à l'épeautre,['Huile de palme'],,,,,
1283,Madeleines nature - Bio La Vie - 200g,3423720078819,200 g,,['France'],"['?ufs?', 'farine de blé? T65', 'sucre de canne roux?', 'huile de tournesol oléique désoc ', 'antioxydant : extrait de romarin?', 'sirop de blé?', 'arôme naturel de vanille ', 'alcoop', 'vanille?', 'poudre à lev? trate de potasium', 'bi?rbonate de sodium', 'lécithine de soja?', ""arôme naturel d'amande? "", 'amande', 'sel de I raffiné', 'gomme de xanthane', "" Ingrédients issus de l'agriculture biologique - Certifié par Ecocert SAS I rraces possibles de lait"", 'fruits à coque', 'sésame', 'arachide', "" Fabriqué en Auvergne-Rhône-Alpes - Fra conserver à l'abri de l'humidité et de la chaleur""]",[],?,348,1456 kj(348 kcal),"14,9","2,3","50,6",28,"6,7","0,2","0,08",['Bio'],B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",14.9 g,en quantité modérée,2.3 g,en quantité modérée,28 g,en quantité élevée,0.2 g,en faible quantité,,-21%,-21%,-35%,-67%,-4%,+2%,+18%,-75%,-75%,12,-35%,D,-35%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,['Bio La Vie'],"['Fruits à coque', 'Arachides', 'Graines de sésame', 'Soja']",,"['E392 - Extrait de romarin', 'E322i - Lécithine', 'E415 - Gomme xanthane']",4,,,,,,,
1284,Gambas sauvage - Gel-peche,3423770003342,,,['France'],"['400g de gambas crues 1 oignon jaune 20 cl de lait de coco 2 cuil', ' à café de curry en poudre jus dil citron vert 2 cuit', ""à soupe d'huile d'olive feuilles de coriandre pbiVfë""]",[],?,103,431 kj(103 kcal),"0,9","0,3","0,5","0,5",23,"0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gel-peche'],,,,,,,,,,,
1285,Gambas sauvages de Madagascar - Gel-Pêche - 400g (16à 24pièces),3423770004349,400 g (16 à 24 pièces),"['FR 76.351.092 CE', 'Havre (Seine-Maritime, France)']",['France'],"['crevettes ', 'crustacés', 'antioxydant : disulfite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,103,431 kj(103 kcal),"0,9","0,3","< 0,5","< 0,5",23,"0,69","0,276","['Point Vert', 'Eco-Pêche']",D,"['Produits de la mer', 'Surgelés', 'Crustacés', 'Crevettes', 'Gambas', 'Gambas crus', 'Gambas de Madagascar']",0.9 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.69 g,en quantité modérée,,+17%,+17%,+18%,+12%,+40%,+247%,+15%,-16%,-16%,-1,,A,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['Gel-Pêche'],"['Crustacés', 'Anhydride sulfureux et sulfites']","['Surgelé', 'Boite carton', 'Fenêtre film plastique']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",1,Gamas crus surgelés,,"['Seine Maritime', 'France']",http://www.gelpeche.fr,['Madagascar'],['Super U'],
1286,QUEUES DE CREVETTES CRUES Congelées,3423770022497,,,['France'],[],[],?,105,439 kj(105 kcal),"0,8",0,"0,7",0,23,"0,6","0,24",,D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Queues de crevettes']",0.8 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.6 g,en quantité modérée,,+7%,+7%,-54%,-100%,+36%,-100%,+21%,-59%,-59%,-2,-189%,A,-189%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,
1287,Gambas sauvages enteres crues congelees -,3423770213482,,,['France'],"['Décongélation : de leur emballage et les placer au réfrigé ', 'ient adapté', ' Laisser décongeler pendant 5-6 hi déconseillons la décongélation au four à micro revettes à la méridionale 400g de crevettes entières crues', '100g de riz long grain', ""10 cl d'huile d'olive"", '2 oignons', '2 poivrons', '4 tomates', ""3 gousses d'ail"", '10cl de vin blanc sec', 'sel', 'poivre', 'préalablement décongelées', ""à l'eau froide et déc "", ""hauffer la moitié de l'huile dans une casserole"", 'wde', 'ajoutez les oignons émincés', 'les poivrons a épépinées et concassées', ""ainsi que l'ail écrasé"", ' lites revenir doucement pendant 10 min', ' cuire le riz']",[],?,91,381 kj(91 kcal),"0,5","0,1","0,5","0,5",21,"0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,"Gambas sauvages, entières crues, congelées   - Gel-Pêche - 400g",3423770215486,400 g,['FAO 57'],['France'],"['Crevettes', 'antioxydant : E223']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,98,410 kj(98 kcal),"0,4",,"0,4",,"23,4",,,,D,"['Produits de la mer', 'Surgelés', 'Crustacés', 'Crevettes', 'Gambas']",0.4 g,en faible quantité,,,,,,,,+11%,+11%,-47%,,+12%,,+17%,,,,,,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['Gel-Pêche'],['Crustacés'],"['Boîte', 'Carton', 'Surgelé']","['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",1,"Gambas, crue congelée",,"['St Aignan de Grand Lieu 44860', 'France']",http://www.gelpeche.fr,['Inde'],['Super U'],
1289,Tronçons detentacules d'encornets geants cuits congelés,3423772051457,,,['France'],[],[],?,98,410 kj(98 kcal),"1,2","0,3","0,5","0,5",22,"1,5","0,6",,,['Encornet géant'],1.2 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en quantité modérée,,,,,,,,,,,2,,B,,,,,,,,,,,,,,,,,,,,
1290,Troncons de tentacules d encornets geants cuits,3423772051846,,,['France'],[],[],?,44,184 kj(44 kcal),"0,3","0,1","3,2","0,2","7,6","0,12","0,048",,,['Encornet géant'],0.3 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0.12 g,en faible quantité,,,,,,,,,,,-4,,A,,,,,,,,,,,,,,,,,,,,
1291,Queues de Crevettes Crues - Gel-Pêche - 750g,3423773866845,750 g,,['France'],['Queues de crevettes'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",401,?,401 kj(96 kcal),"0,3","0,2","< 0,5","< 0,5",22,"0,73","0,292","['Point Vert', 'Tidy man']",D,"['Produits de la mer', 'Surgelés', 'Crustacés', 'Crevettes']",0.3 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.73 g,en quantité modérée,0%,,-9%,-86%,-56%,-54%,+43%,+21%,-50%,-50%,-1,-140%,A,-140%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['Gel-Pêche'],['Crustacés'],"['Sachet', 'Plastique', 'surgelé']",,1,Queues de Crevettes Crues,,['Inde'],,['Inde'],,
1292,Crevettes tropicales crues congelées - Gel-Pêche - 300g,3423773894398,300 g,,['France'],['Crevettes'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",407,?,407 kj(97 kcal),"< 0,5","< 0,2","< 0,5",0,23,"1,8","0,72",,D,"['Produits de la mer', 'Surgelés', 'Crustacés', 'Crevettes', 'Crevettes tropicales']",0.5 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,1.8 g,en quantité élevée,+1%,,-7%,-77%,-56%,-54%,-100%,+26%,+22%,+22%,3,+20%,C,+20%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,['Gel-Pêche'],['Crustacés'],"['Carton', 'surgelé']",,1,,,,,['Inde'],['Noz'],
1293,Crevettes tropicales,3423778123349,,,['France'],[],[],?,98,410 kj(98 kcal),"0,4","0,2","0,5","0,5",23,"0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,Palet nature au beurre frais - Grobost,3423790000116,,,['France'],"['farine de blé', 'beurre frais ', '28%', 'sucre', 'oeufs de poules élevées en plein air', 'amande en poudre', 'poudres à lever ', 'diphosphates et carbonates de sodium ', 'blé', 'sel', ' Traces éventuelles de graines de sésame', ""d'autres fruits à coque et ae soja"", ' Voleurs nu/riFonne//es moyennes pour 100g: Energie 2157k//517 kco/', ' Molières grosses 299 don/ acides gros so/urés 15g', ' Glucides 549 don/ svcres 26g', ' Proféines 8,7g', ' Se/ 1,2g']",['Non végétalien'],?,517,2163 kj(517 kcal),29,15,54,26,"8,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Grobost'],['Gluten'],,"['E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']",4,,,,,,,
1295,Sablé pur beurre aux écorces de citron,3423794446255,,,['France'],[],['Sans huile de palme'],?,43,180 kj(43 kcal),"2,1","1,3","5,9","2,9","0,5","0,019","0,008","['Bio', 'Fabriqué en France', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,Fromage de la Brie -,3423960000106,,"['FR 77.470.002 CE', 'Tournan-en-Brie (Seine-et-Marne, France)']",['France'],[],[],?,263,1100 kj(263 kcal),20,14,"0,9",0,20,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,"Gratte-Paille (39% MG) - Rouzaire - 0,180kg",3423960000274,"0,180 kg","['FR 77.470.002 CE', 'Tournan-en-Brie (Seine-et-Marne, France)']",['France'],"['Lait', 'crème', 'sel', 'ferments', 'présure animale']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1620,?,1620 kj(387 kcal),39,28,"1,6","0,5","9,65","1,05","0,42",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte molle à croûte fleurie', 'Fromages pasteurisés']",39 g,en quantité élevée,28 g,en quantité élevée,0.5 g,en faible quantité,1.05 g,en quantité modérée,+34%,,+32%,+62%,+66%,+120%,+30%,-47%,-30%,-30%,13,-10%,D,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Rouzaire'],['Lait'],"['Carton', 'Plastique']",,3,Fromage à pâte molle au lait pasteurisé,,['France'],,,['Netto'],
1298,Piment rouge fort,3423990000411,,,['France'],[],[],?,24,100 kj(24 kcal),0,0,9,"3,3",1,8,"3,2",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Olive farcies aux poivrons - Yarden,3423990000442,,,['France'],[],[],?,60,251 kj(60 kcal),"5,35","0,1","2,45","0,2","0,5","1,43","0,572",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yarden'],,,,,,,,,,,
1300,Olive farcies aux poivrons - Yarden,3423990000442,,,['France'],[],[],?,60,251 kj(60 kcal),"5,35","0,1","2,45","0,2","0,5","1,43","0,572",['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yarden'],,,,,,,,,,,
1301,Tournedos dinde - Yarden,3423990000756,,,['France'],[],[],?,162,678 kj(162 kcal),"7,6","2,7","0,1","0,1","28,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yarden'],,,,,,,,,,,
1302,Macarons aux Amandes - Yarden,3423990001302,,,['France'],[],[],?,45,188 kj(45 kcal),29,"2,4",33,31,16,"0,1","0,04",,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",29 g,en quantité élevée,2.4 g,en quantité modérée,31 g,en quantité élevée,0.1 g,en faible quantité,,-89%,-89%,+63%,-47%,-41%,-38%,+87%,-30%,-30%,3,-83%,C,-83%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,['Yarden'],,,,,,,,,,,
1303,Cake farine (couronnes) - Yarden,3423990001326,,,['France'],[],[],?,475,1987 kj(475 kcal),19,"2,4",64,23,"9,5","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Yarden'],,,,,,,,,,,
1304,8 Pains au Chocolat - Yarden,3423990001517,,,['France'],[],[],?,401,1678 kj(401 kcal),20,"8,9",48,15,"7,3","0,9","0,36",['Fabriqué en France'],D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",20 g,en quantité modérée,8.9 g,en quantité élevée,15 g,en quantité élevée,0.9 g,en quantité modérée,,+1%,+1%,-9%,-33%,+13%,+25%,+2%,-0%,-0%,19,-4%,E,-4%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,['Yarden'],,,,,,,,,,,
1305,Salami de boeuf,3423990006178,,,['France'],[],[],?,194,812 kj(194 kcal),"12,4","4,3","2,1","0,5","18,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,Chorizo de boeuf tranché,3423990006192,,,['France'],[],[],?,180,753 kj(180 kcal),"10,3","3,8","2,5","0,69","19,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,Oeuf de saumon pacifique,3423990007014,,,['France'],[],[],?,244,1021 kj(244 kcal),"10,5",2,"5,2","0,1",32,"2,5",1,,,"['Conserves', 'Produits de la mer', 'Poissons', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Oeufs de saumon']",10.5 g,en quantité modérée,2 g,en quantité modérée,0.1 g,en faible quantité,2.5 g,en quantité élevée,,+4%,+4%,-10%,-22%,+68%,-82%,+4%,-15%,-15%,14,-2%,D,-2%,,,,,,,,,,,,,,,,,,,
1308,Creme de citron - Yarden - 200g,3423990007311,200 g,,['France'],"['Citron', 'épices', 'harissa', 'ail', 'huile végétale', 'sel', 'conservateur ', 'E211']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",?,123,515 kj(123 kcal),7,"0,3",11,"0,1",4,"0,815","0,326",,,"['Epicerie', 'Sauces']",7 g,en quantité modérée,0.3 g,en faible quantité,0.1 g,en faible quantité,0.815 g,en quantité modérée,,-48%,-48%,-61%,-86%,+11%,-98%,+49%,-66%,-66%,2,-83%,B,-83%,,,,,,,,['Yarden'],,,"['E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",3,,,,,,,
1309,Saucisse fraiche grosse - L'Aveyronnais,3424030000040,,,['France'],"['selectlon Breton Ulstrlbutlon 12150 Olemps Rodez 12', '253', '001 edient$ : maigre de de Po trose,antioxydant : E301 arone naturel de Boyau de porc naturel A conserver a + 3 C A consonner cuit a coeur Date 24', ' 05', ' 2017 06', ' 2017 N', '=', ""d'emballage : jusqu'au :""]",[],?,185,774 kj(185 kcal),12,5,"0,5","0,4",18,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""L'Aveyronnais""]",,,['E301 - Ascorbate de sodium'],,,,,,,,
1310,Vinaigre aromatisé framboise,3424090300593,,,['France'],[],[],?,6,25 kj(6 kcal),"0,1","0,1","0,9","0,3","0,1","0,01","0,004",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Melange 4 poivres,3424090308124,,,['France'],[],[],?,?,,?,,?,,?,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,Tartinade verte au basilic - Plantes et Parfums Au Basilic,3424090601133,,,['France'],"['Olives vertes française 79 %', 'câpres', 'huile d’olive', 'basilic de Provence 5 %', 'vinaigre de vin', 'aïl', 'pâte d’anchois ', 'anchois salés 82 %', 'huile d’olive', 'vinaigre de vin', 'sel', 'mélange de quatre épices', 'poivre']","['Non végétalien', 'Non végétarien']",?,176,736 kj(176 kcal),17,"2,4","1,6","0,6","1,4","5,9","2,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Plantes et Parfums Au Basilic'],,,,,,,,,,,
1313,Crème Fraiche,3424140001203,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Crème d'anchoïde,3424150010011,,,['France'],[],[],?,344,1439 kj(344 kcal),"33,3","3,3","1,1","0,1","8,6","11,9","4,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,Rouille 90G Provencal -,3424150010059,,,['France'],[],[],?,459,1920 kj(459 kcal),"46,9","4,8","6,7","4,6","2,2","2,3","0,92",,,"['Epicerie', 'Sauces']",46.9 g,en quantité élevée,4.8 g,en quantité modérée,4.6 g,en faible quantité,2.3 g,en quantité élevée,,+93%,+95%,+159%,+122%,-32%,-29%,-18%,-5%,-5%,20,+72%,E,+72%,,,,,,,,,,,,,,,,,,,
1316,Pesto - Le Saucier Provençal,3424150010165,,,['France'],[],[],?,240,1004 kj(240 kcal),"24,1","5,9","2,9","2,7","4,1",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Saucier Provençal'],,,,,,,,,,,
1317,Past'olive - Le Saucier Provençal,3424150010660,,,['France'],"['Olives noires ', '24%', ' olives vertes ', '24%', ""huile d'olive "", '9%', 'poivrons rouges ,cornichons ', 'moutarde', 'câpres', 'eau', 'concentré de tomates', 'bouquet provençal', 'vinaigre de cidre ', 'sulfites', 'ail', 'concentré de Citron', 'sel', 'poivre']",[],?,222,929 kj(222 kcal),"22,5",3,3,"1,8","1,8","4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Le Saucier Provençal'],"['Moutarde', 'Anhydride sulfureux et sulfites']",,,,,,,,,,
1318,Preparation speciale pizza,3424150010714,,,['France'],[],[],?,54,226 kj(54 kcal),"13,3","0,16","5,5","4,9","1,5","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,Taboulé Salade d'été à l'huile d'olive (760g),3424150011193,,,['France'],[],[],?,130,544 kj(130 kcal),"2,3","0,4","22,3","3,5","3,8","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,Délice de tomates séchées,3424150011223,,,['France'],[],[],?,295,1234 kj(295 kcal),"25,5","3,6","15,7","11,5","2,7","3,8","1,52",,,"['Produits à tartiner', 'Produits à tartiner salés', 'en:Dried tomatoes spreads', 'en:Tomato spreads']",25.5 g,en quantité élevée,3.6 g,en quantité modérée,11.5 g,en quantité modérée,3.8 g,en quantité élevée,,-0%,+0%,-3%,-54%,+347%,+806%,-69%,+188%,+188%,18,+44%,D,+44%,,,,,,,,,,,,,,,,,,,
1321,Tapenade verte -,3424150011353,,,['France'],[],[],?,314,1314 kj(314 kcal),"32,74","4,39","6,59","2,89","1,03","3,29","1,316",,C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",32.7 g,en quantité élevée,4.39 g,en quantité modérée,2.89 g,en faible quantité,3.29 g,en quantité élevée,,+42%,+43%,+51%,+36%,+198%,+651%,-37%,+15%,+15%,17,+25%,D,+25%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,,,,
1322,Délice de tomates séchées,3424150011438,,,['France'],[],[],?,412,1724 kj(412 kcal),"38,35","4,66","16,52","9,89","4,13","2,27","0,908",,,"['Produits à tartiner', 'Produits à tartiner salés', 'en:Dried tomatoes spreads', 'en:Tomato spreads']",38.4 g,en quantité élevée,4.66 g,en quantité modérée,9.89 g,en quantité modérée,2.27 g,en quantité élevée,,+39%,+40%,+46%,-40%,+371%,+679%,-53%,+72%,+72%,21,+68%,E,+68%,,,,,,,,,,,,,,,,,,,
1323,Tapenade noire,3424150011469,,,['France'],[],[],?,202,845 kj(202 kcal),"21,43","2,53","1,84","0,06","1,12","2,15","0,86",,C,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']",21.4 g,en quantité élevée,2.53 g,en quantité modérée,0.06 g,en faible quantité,2.15 g,en quantité élevée,,-27%,-27%,-20%,-28%,-41%,-87%,-36%,-31%,-31%,13,-12%,D,-12%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,,,,
1324,huile d'olive vierge extra - Papaya - 1L,3424150020027,1 L,,['France'],[],[],?,900,3766 kj(900 kcal),100,17,0,0,0,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,,,,+5%,+5%,+5%,+21%,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Papaya'],,,,,,,,,"['Union européenne', 'Mélange']",,
1325,Huile d'olive vierge extra - Papaya - 50cl,3424150020041,50 cl,,['France'],[],[],?,900,3766 kj(900 kcal),100,17,0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+21%,,,,-100%,-100%,7,+14%,C,+14%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Papaya'],,,,,,,,,"['Union européenne', 'Mélange']",,
1326,terrine de canard -,3424150070299,,,['France'],[],[],?,380,1590 kj(380 kcal),35,12,"0,5","0,5",16,"1,5","0,6","['Sans colorants', 'Sans conservateurs']",E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",35 g,en quantité élevée,12 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,,+24%,+24%,+33%,+26%,-71%,-19%,+13%,-2%,-2%,20,+12%,E,+12%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,
1327,Chips,3424150080021,,,['France'],[],[],?,544,2276 kj(544 kcal),35,"4,6",49,"1,1","6,2","0,56","0,224",,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",35 g,en quantité élevée,4.6 g,en quantité modérée,1.1 g,en faible quantité,0.56 g,en quantité modérée,,+6%,+6%,+19%,+49%,-9%,-53%,+8%,-58%,-58%,12,+3%,D,+3%,,,,,,,,,,,,,,,,,,,
1328,Chips - Le Saucier Provençal,3424150080052,,,['France'],[],[],?,600,2510 kj(600 kcal),39,4,54,"0,4",6,"0,59","0,236",,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",39 g,en quantité élevée,4 g,en quantité modérée,0.4 g,en faible quantité,0.59 g,en quantité modérée,,+17%,+17%,+32%,+29%,-0%,-83%,+5%,-56%,-56%,12,+3%,D,+3%,,,,,,,,['Le Saucier Provençal'],,,,,,,,,,,
1329,Chips aux crevettes - Cfit,3424150080199,,,['France'],['CREVETTES Ours énervétiques ct'],[],?,529,2213 kj(529 kcal),"31,2","11,4","59,6","7,4",2,"0,8","0,32",,C,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de manioc', 'Chips de manioc à la crevette']",31.2 g,en quantité élevée,11.4 g,en quantité élevée,7.4 g,en quantité modérée,0.8 g,en quantité modérée,,+6%,+6%,+23%,+387%,-8%,-4%,+18%,-60%,-60%,20,+21%,E,+21%,65.0%,16.6%,5.2%,10.9%,2.4%,0.0%,61,['Cfit'],['Crustacés'],,,,,,,,,,
1330,Navettes Fleur d'oranger,3424150090273,,,['France'],[],[],?,324,1356 kj(324 kcal),0,0,41,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,Nougat,3424150090334,,,['France'],[],[],?,455,1904 kj(455 kcal),18,"1,4","64,3","59,8","5,5","0,29","0,116",,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",18 g,en quantité modérée,1.4 g,en faible quantité,59.8 g,en quantité élevée,0.29 g,en faible quantité,,+2%,+2%,+9%,-29%,-2%,+10%,-23%,+286%,+286%,17,+6%,D,+6%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,
1332,Cafe dosettes Breizhpresso Doux 100% arabica,3424333211013,,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,Décaféiné Moulu 100% Arabica - Café du Ch'ti - 250g,3424400162620,250 g,,['France'],['Café décaféiné 100% arabica moulu'],[],?,?,,?,,?,,?,,,['Saveurs en Or'],E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés décaféinés', 'Cafés moulus']",,,,,,,,,,,,,,,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,"[""Café du Ch'ti""]",,['Papier'],,,,,"['Nord Pas-de-Calais', 'France']",,,['Carrefour'],
