,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,brand,categories,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,nova_score,packaging,ingredients_origins,allergens,manufacturing,generic_name,link,additives,palm_ingredients
1051,Barre protéinée baies chocolat blanc - Scitec Nutrition - 55g,5999100003989,['France'],"['Sirop de maïs à teneur élevée en fructose', 'matrice de protéine ', 'caséinate de calcium', 'concentré de protéines de lactosérum', 'concentré de protéine de lait', 'matière grasse végétale', 'lécithine de soja', 'maltodextrine', 'arômes ', 'chocolat blanc', 'fruits des bois', 'amplificateur de saveur ', 'sel', 'colorant ', 'rouge cochenille', ' Enrobage de chocolat contient de la graisse végétale', 'du sucre', 'du lait écrémé en poudre', 'de la lécithine de soja', ""de l'arôme"", ' Contient du Lait', ' Fabriqué dans une usine qui traite du soja', 'oeuf', 'blé', 'fruits secs et gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,388,1623 kj(388 kcal),11,"1,8",40,30,33,"0,07","0,028",,55 g,['Scitec Nutrition'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,,11 g,en quantité modérée,1.8 g,en quantité modérée,30 g,en quantité élevée,0.07 g,en faible quantité,,+5%,+5%,-15%,-69%,+22%,+126%,+13%,-86%,-86%,8,-22%,C,-22%,,,,,,,,['Riche en protéines'],4,['Plastique'],,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",,Barre protéinée baies chocolat blanc,,"['E322i - Lécithine', 'E120 - Acide carminique']",
1052,Bonbon dino jelly - Vidal,8413178353311,['France'],[],[],?,321,1343 kj(321 kcal),0,0,74,54,"5,1","0,12","0,048",,,['Vidal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,Piquillo,3450120007033,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,Croisant Amandes,0293110020734,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,Noix joue porc,0203329042113,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Cake vanille noisette - Dailylife - 80g,0638097335721,['France'],[],[],1735,415,1735 kj(415 kcal),"20,3","9,3","36,8",26,"20,1","0,2","0,08",,80 g,['Dailylife'],"['Biscuits et gâteaux', 'Gâteaux', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,,20.3 g,en quantité élevée,9.3 g,en quantité élevée,26 g,en quantité élevée,0.2 g,en faible quantité,+16%,+12%,+12%,+56%,+58%,+13%,+95%,-31%,-59%,-59%,15,+46%,D,+46%,,,,,,,,,,['Plastique'],,,,Cake vanille noisette,,,
1057,Framboises Willamette - Metro Chef,3439496407838,['France'],[],[],?,45,188 kj(45 kcal),"0,5","0,5","4,3","4,3","1,4",,,,,['Metro Chef'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Le gaulois,2431618161827,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,
1059,Veau aux olives,3770009178044,['France'],[],[],?,105,439 kj(105 kcal),"4,2","1,24","2,2","2,2","14,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,Boudin noir aux pommes x2,0212097014437,['France'],[],[],?,249,1042 kj(249 kcal),"20,8","7,7","4,5","4,3","9,6","1,18","0,472",D,,,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins noirs', 'Boudins noirs aux pommes']",,,20.8 g,en quantité élevée,7.7 g,en quantité élevée,4.3 g,en faible quantité,1.18 g,en quantité modérée,,+5%,+6%,+12%,+8%,-12%,+4%,-9%,0%,0%,15,+10%,D,+10%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,,,['Barquette en plastique'],,,,,,,
1061,Encornets farcis,3770009178051,['France'],[],[],?,110,460 kj(110 kcal),"7,9","2,89","1,9","1,5","8,2","0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,The Noir Algue Bergamote 40 G,3539430005004,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,
1063,Buram,4260157576483,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,fromage,4260193514111,['France'],[],[],?,359,1502 kj(359 kcal),0,0,21,0,23,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,Recuperation,3515450050750,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,Pizza croccantina,8057014370294,['France'],[],[],?,410,1715 kj(410 kcal),"9,27","1,69","68,3","1,91","10,6",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,Filet dd Poulet,0211120027093,['France'],[],[],?,210,879 kj(210 kcal),15,0,21,0,30,1,"0,4",,,,,"['FR 32.107.030 CE', 'Condom (Gers, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,Donut’s milka,0203331018373,['France'],[],[],?,465,1946 kj(465 kcal),28,"13,8","46,3",18,6,"0,649","0,26",B,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,28 g,en quantité élevée,13.8 g,en quantité élevée,18 g,en quantité élevée,0.649 g,en quantité modérée,,+14%,+14%,+23%,+30%,+3%,+7%,+1%,-32%,-32%,20,+3%,E,+3%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,
1069,Huile d'olive EXTRA VIRGIN -,5203299000231,['France'],[],[],?,120,502 kj(120 kcal),"9,2","1,3",0,0,0,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,,,,,,,,,,,,,,,,,,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,
1070,Puls Bite Protein Snack Bar 35G Chocolate,6430056590851,['France'],[],[],?,317,1326 kj(317 kcal),"9,4","4,8",30,"3,9",31,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,Pain energus 10,0205985020665,['France'],[],[],?,270,1130 kj(270 kcal),"13,4","1,8","5,9","1,9","26,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,Vinaigre de xeres,3700073113528,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Pavé au poivre carrefour,0219010015878,['France'],[],[],?,323,1351 kj(323 kcal),24,12,"3,4","2,1",23,"4,8","1,92",,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)', 'FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Biscino dark chocolate,7773867853944,['France'],[],[],?,510,2134 kj(510 kcal),27,17,54,31,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Rosette (Plateau assortiment),3523680441224,['France'],[],[],?,360,1506 kj(360 kcal),28,11,1,"0,6",27,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Jambon,2676719004943,['France'],[],[],?,230,962 kj(230 kcal),12,"4,6",1,"0,1",30,"5,5","2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Glace,3770013598227,['France'],[],[],?,114,477 kj(114 kcal),"0,1","0,1","28,2","26,6","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,chocolat au lait - Fauchon,3457041159414,['France'],[],[],?,?,,?,,?,,?,,,,,['Fauchon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Faux-Filet,0249835037656,['France'],[],[],?,148,619 kj(148 kcal),"6,7","1,7",0,0,22,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,
1080,fruit d'or - 510g,94018110,['France'],"['huiles végétales non hydrogénées,', 'tournesol,palme,lin,colza', ',eau,sel,émulsifiant: lécithine de tournesol et mono-', ""diglycérides d'acides gras"", 'poudre de babeurre ', 'lait', 'conservateur: sorbate de potassium', ""correcteur d'acidité:  acide citrique"", 'arôme naturels', 'vitamine A et D', 'colorant : caroténoides']","['Huile de palme', 'Non végétalien']",?,?,,?,,?,,?,,,,510g,"[""fruit d'or""]",['en:tartine et cuisson'],['67932468'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:upfield'],4,['boite plastique'],['Non renseigné'],,['non renseigné'],,,"['E322i - Lécithine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E160 - Caroténoïdes']",['Huile de palme']
