,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,additives,allergens,nova_score,brand_owner,generic_name,packaging,ingredients_origins,markets,manufacturing,link,palm_ingredients,producer_info
553,Berry fruit salad - By Sainsbury's,00220231,"[""By Sainsbury's""]","['France', 'Royaume-Uni']",[],[],?,59,247 kj(59 kcal),"0,5","0,1","12,4","12,4","0,7","0,01","0,004",,['Salades'],,-58%,-94%,+32%,-86%,,,,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,12.4 g,en quantité modérée,0.01 g,en faible quantité,-58%,-92%,+466%,-99%,-99%,2,+129%,B,+129%,,,,,,,,,,,,,
554,Centrum,0062107084772,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Nougat tendre,5410481000782,,['France'],[],[],?,397,1661 kj(397 kcal),"8,8","0,7","75,8","50,6","3,6","9,5","3,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Fromage Blanc 2.8% -,05517398,,['France'],[],[],?,71,297 kj(71 kcal),"2,8","1,9","5,1","5,1","6,4","0,09","0,036",C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs natures']",,-13%,-29%,+23%,-7%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,"['FR 67.205.001 CE', 'Hœrdt (Bas-Rhin, France)']",2.8 g,en faible quantité,1.9 g,en quantité modérée,5.1 g,en quantité modérée,0.09 g,en faible quantité,-13%,-26%,+31%,-13%,-13%,-1,,A,,,,,,,,,,,,,,
557,Crunch Buncha - Nestlé - 3.2oz,0180001399027,['Nestlé'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Peut contenir des OGMs']",,,,,,,,,,,,,,,,,,,3.2 oz,,,,,,,,,,,,
558,Pulpe de tomate -,3443543438201,,['France'],[],[],?,154,644 kj(154 kcal),"0,32",0,7,"5,95","1,31","0,9","0,36",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Pulpes de tomates']",,+470%,+33%,+68%,+10%,22.3%,36.4%,17.3%,10.4%,8.3%,5.3%,94,,,0.32 g,en faible quantité,0 g,en faible quantité,5.95 g,en quantité modérée,0.9 g,en quantité modérée,+485%,-100%,+69%,+341%,+341%,0,,B,,,,,,,,,,,,,,
559,Crush Orange -,0122224506547,,['France'],[],[],?,?,,?,,?,,?,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Contient des OGMs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Couscous (épices) - Tipiak,0081893008564,['Tipiak'],['France'],[],[],?,230,962 kj(230 kcal),2,"0,2",47,3,8,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Noshkes,0025675051584,,['France'],[],[],?,146,611 kj(146 kcal),"7,7","0,1",17,"0,1",2,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Wonka Laffy Taffy Rope Grape -,0028000242268,,"['France', 'États-Unis']","['Corn syrup', 'sugar', 'palm oil', 'and less than 2% of malic acid', 'mono - and diglycerides', 'hydrogenated cottonseed oil', 'salt', 'soy lecithin', 'natural flavor', 'blue 1', 'red 40']",['Huile de palme'],?,349,1460 kj(349 kcal),"6,55","4,37","78,6","48,03",0,"0,438","0,175",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,-17%,-55%,+18%,-100%,,,,,,,,['Contient des OGMs'],,6.55 g,en quantité modérée,4.37 g,en quantité modérée,48 g,en quantité élevée,0.438 g,en quantité modérée,-17%,-32%,-3%,+198%,+198%,19,+4%,E,+4%,,"['E296 - Acide malique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC']",['Soja'],4,Nestle USA Inc.,,,,,,,,
563,Renuka - Kokosnussmehl - 500G,4792038062803,,['France'],[],[],?,330,1381 kj(330 kcal),12,11,15,15,16,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Chicken nuggets,0069299125153,,['France'],[],[],?,240,1004 kj(240 kcal),13,"1,5",21,1,11,"0,52","0,208",D,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",,+7%,+16%,+25%,-14%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,['Sans conservateurs'],,13 g,en quantité modérée,1.5 g,en quantité modérée,1 g,en faible quantité,0.52 g,en quantité modérée,+7%,-25%,-24%,-56%,-56%,0,-100%,B,-100%,,,,,,,,,,,,,
565,Côte Première de porc,0250424006106,,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Porc', 'Côtes de porc']",,,,,,77.5%,16.7%,3.3%,1.3%,0.8%,0.5%,21,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Buzz,5017375032753,,['France'],[],[],?,403,1686 kj(403 kcal),"4,2","4,1",90,68,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Tangy bbq,9310288712504,,"['Australie', 'France']",[],[],?,416,1741 kj(416 kcal),6,"1,8","82,4","4,3",7,"0,51","0,204",,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,"['Woolworths', 'Coles']",,,,
568,Miel d'Acacia,3760004220060,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Kit Colorant Alimentaire Gel Concentré - 8 x 28G - Wilton,0070896036100,['Wilton'],['France'],[],[],?,?,,?,,?,,?,,,,"['Additifs alimentaires', 'Colorants alimentaires']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Burger*8,3760050921225,,['France'],[],[],?,302,1264 kj(302 kcal),5,"0,5","53,8","7,7","9,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Darkdog party energy,3244851000339,,['France'],[],[],?,52,218 kj(52 kcal),0,0,"11,9","11,9","0,1","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Assaisonnement poulet rôti - Fuchs - 900g,4027900108045,['Fuchs'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 g,,,,,,,,,,,,
573,Brioche à la coupe,0207948009588,,['France'],[],[],?,328,1372 kj(328 kcal),12,"5,7",42,20,11,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Stollen - Clair De Lorraine - 500g,3393190008626,['Clair De Lorraine'],['France'],[],[],?,376,1573 kj(376 kcal),14,"8,9",56,32,"4,6","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,
575,Abricots secs,2600110021711,,['France'],[],[],?,199,833 kj(199 kcal),"0,5","0,02","62,6","53,4","3,4","0,02","0,008",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,-24%,+3%,+8%,+10%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,-24%,-67%,+18%,-43%,-43%,5,+45%,C,+45%,,,,,,,,,,,,,
576,"Vib veggie raisin rouge, concombre et pomme",8436572140851,,['France'],[],[],?,56,234 kj(56 kcal),"0,05","0,01","13,4",13,"0,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Chai impérial - Palais des Thés,2700771001029,['Palais des Thés'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Fructivia Confiture à La Myrtille Sans Sucre,3760159373505,['Fructivia'],['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Blessed protein,0858221007465,,['France'],[],"['Végétalien', 'Végétarien']",?,120,502 kj(120 kcal),0,0,1,0,86,0,0,,,,,,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Confiture Pinacotonka - La Cour d'Orgères,3760194184128,"[""La Cour d'Orgères""]",['France'],[],[],?,338,1414 kj(338 kcal),11,"9,6",55,54,"1,4","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Petali,8008481797459,,['France'],[],"['Végétalien', 'Végétarien']",?,206,862 kj(206 kcal),15,"1,9","7,1","0,9",15,"1,3","0,52",,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Poudre de saté,3447571405167,,['France'],[],[],?,411,1720 kj(411 kcal),20,"3,4",41,17,16,"12,7","5,08",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Grand carré,5400766019714,,['France'],[],[],?,254,1063 kj(254 kcal),"1,4","0,5",51,"0,5","8,111","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Gelee de pommes de correze,3760198560089,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Matin léger,9408873980046,,['France'],[],[],?,43,180 kj(43 kcal),"1,2","0,8","4,8","4,8",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,2 flammekueches au jus de truffes - Kauffer's,3273310046533,"[""Kauffer's""]",['France'],[],[],?,186,778 kj(186 kcal),"8,9",4,20,2,6,"1,1","0,44",C,"['Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Flammekueches']",,-21%,-24%,-17%,-13%,64.0%,16.9%,4.0%,4.3%,2.3%,8.5%,64,,,8.9 g,en quantité modérée,4 g,en quantité modérée,2 g,en faible quantité,1.1 g,en quantité modérée,-20%,-25%,-40%,-12%,-12%,6,-47%,C,-47%,,,,,,,,,,,,,
587,Miel de fleurs,3770001789026,,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Pur jus de Pomme Framboise,3000029091260,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Beignets pomme - Auchan,2030505432264,['Auchan'],['France'],[],[],?,326,1364 kj(326 kcal),17,"8,8",38,8,46,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
590,Espresso,3660146073466,,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,75",0,"0,12",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Kératine,3700446418847,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Chicken guisado,4800528456329,,['France'],[],[],?,209,874 kj(209 kcal),5,5,40,4,1,"2,4","0,96",,,,,,,,,,,,,,,['Halal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Kefir,8717677033287,,['France'],[],[],?,48,201 kj(48 kcal),"1,6","1,1",5,5,"3,6","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Confiture de Myrtille - Maison Herbin - 350g,3355430000241,['Maison Herbin'],['France'],"['Myrtille', 'sucre', 'pectine', ' Préparée avec 54g de fruits pour 100g']",[],?,24,100 kj(24 kcal),"0,1",0,"58,4","58,1","0,4",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,-89%,-62%,+9%,+3%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,0.1 g,en faible quantité,0 g,en faible quantité,58.1 g,en quantité élevée,0 g,en faible quantité,-89%,-100%,+14%,-100%,-100%,9,-2%,C,-2%,350 g,['E440 - Pectines'],,4,,,,,,,,,
595,Ubley,5014067200667,,['France'],[],[],?,111,464 kj(111 kcal),"3,3","2,3",16,"14,2","4,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Marasche,8000862332747,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Biscuits petit beurre,5201004031389,,['France'],[],[],?,449,1879 kj(449 kcal),15,"6,6",18,"3,1",11,"1,01","0,404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,10 Burgers Oignons - Société Alimentaire de Guidel - 1kg,3253880000357,['Société Alimentaire de Guidel'],['France'],[],[],?,185,774 kj(185 kcal),"13,1","6,1","2,4","< 0,5","13,2","0,95","0,38",,"['Viandes', 'Surgelés', 'Bœuf', 'Viandes surgelées', 'Préparations de viande', 'Préparations de viande bovine', 'Préparations de viande surgelées', 'Préparations de viande hachée', 'Préparations de viande hachées surgelées', 'Préparations de viande bovine hachée', 'Préparations de viande bovine hachée surgelées']",,-14%,-19%,-13%,-10%,,,,,,,,,,13.1 g,en quantité modérée,6.1 g,en quantité élevée,0.5 g,en faible quantité,0.95 g,en quantité modérée,-15%,-15%,-43%,+3%,+3%,12,+9%,D,+9%,1 kg,,,,,Préparations de viande bovine hachée surgelée. - 10 Burgers Oignons,"['Carton', 'Plastique', 'surgelé']",,,"['France', 'Guidel']",,,
599,Afternoon blend - Fortnum & Mason,5053826000131,['Fortnum & Mason'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Bio Sportif - Biog,5450252065541,['Biog'],['France'],[],[],?,337,1410 kj(337 kcal),"9,5",1,"55,3","47,4","5,3","0,025","0,01",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Kelp - Solaray - 180,0076280136517,['Solaray'],['France'],"['with a meal or gilass vater Store ry place Supplement Facts Serving Size 1 Vegetarian Capsule Amount Per % Daily Value Serving 400 mcg 550 mg 100% Folic Acid Kelp ', 'Laminaria spp', ' ""Daily Value not established Other Ingredients: Vegetable Cellulose Capsule', 'Cellulose and Magnesium Stearate', ' Discussion: Kelp is an important staple in the ocean and is called a ""gift from the sea,"" referring to its nutritional value', ' Solaray responsibly harvests only real Kelp ', 'Laminaria spp', ' from the wild', ' Folic Acid has been added since research has shown it may compliment kelp', ' SOLARAY GUARANTEES that NO ingredients other than those listed on this label have been added to this product']",[],?,?,,?,,?,,?,,,,['en:Santé'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,"['E460 - Cellulose', 'E572 - Stéarate de magnésium']",['Aucun'],4,,,"['Capsules', 'gélules']",,['Eau Vive'],['USA'],,,
602,Miele di Eucalipto,8000130404060,,['France'],[],[],?,303,1268 kj(303 kcal),0,0,"80,3","80,3","0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Segafredo Zanetti 300 Capsule My Espresso Casa Gusto Cremoso,8003410246534,['Segafredo'],['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Salade de fruits - E. Leclerc - 350g,0201028018897,['E. Leclerc'],['France'],"['Ananas', 'kiwi', 'pomme', 'orange', 'raisin', 'fraise']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",,,,,,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,350 g,,,1,,,,,,,,,
605,Macadamia Nuts,5060343748262,,['France'],[],[],?,736,3079 kj(736 kcal),74,10,"7,9","4,6","9,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Surimi - Mon Capitaine,3324321251413,['Mon Capitaine'],['France'],[],[],?,122,510 kj(122 kcal),"8,4","5,5","10,9",2,"7,7","1,95","0,78",B,"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Plats préparés au poisson', 'Surimi', 'en:preparations-made-from-fish-meat']",,+3%,+78%,-4%,+3%,52.0%,22.5%,10.3%,8.6%,5.2%,1.4%,92,,,8.4 g,en quantité modérée,5.5 g,en quantité élevée,2 g,en faible quantité,1.95 g,en quantité élevée,+3%,+747%,-30%,+13%,+13%,14,+217%,D,+217%,,,,,,,,,,,,,
607,Filet de poulet fermier label rouge,2871651041135,,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Label Rouge'],"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Mendiants avec raisins,5400197500249,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Capri-sun,6291100850426,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Piperade - Histoires d'ici,3508760409776,"[""Histoires d'ici""]",['France'],[],[],?,38,159 kj(38 kcal),"0,72","0,07","5,6","5,2","1,2","0,74","0,296",,"['Plats préparés', 'Légumes préparés']",,-58%,-84%,-19%,-42%,,,,,,,,"['Bio', 'Bio européen']",,0.72 g,en faible quantité,0.07 g,en faible quantité,5.2 g,en quantité modérée,0.74 g,en quantité modérée,-57%,-90%,+65%,+2%,+2%,4,+918%,C,+918%,,,,,,,,,,,,,
611,Mélange de jeunes pousses,3439496510996,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Mel de flor de taronger - Bonpreu,8422410220274,['Bonpreu'],"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Petits pois extra-fins à l'étuvée - U - 2boites de 280g,3256222113081,['U'],['France'],"['Petits pois extra-fins ', 'France', 'eau', 'sucre', 'sel', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",369,88,369 kj(88 kcal),"0,4","0,1","12,7","1,8","5,4","0,65","0,26",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",+12%,+16%,-42%,+26%,+12%,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,,,0.4 g,en faible quantité,0.1 g,en faible quantité,1.8 g,en faible quantité,0.65 g,en quantité modérée,+15%,-34%,-46%,+17%,+17%,-10,,A,,2 boites de 280 g,,,4,,,"['Conserve', 'Plastique']",['France'],['Magasins U'],['France'],,,
614,Spook'ems,00730563,,['France'],[],[],?,326,1364 kj(326 kcal),"0,5","0,3","79,7","60,8","0,2","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,"Préparation pour pain de campagne, biologique",3480410001212,,['France'],[],[],?,341,1427 kj(341 kcal),"1,4","0,3",71,"2,2","9,3","0,01","0,004",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Encas sucre,3770011148127,,['France'],[],"['Végétalien', 'Végétarien']",?,338,1414 kj(338 kcal),"8,4",1,"56,1","19,8","6,8","0,07","0,028",,,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Graines de Chia - Iswari - 1kg,5602353904773,['Iswari'],['France'],[],[],?,429,1795 kj(429 kcal),28,3,7,1,21,"0,1","0,04",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,-4%,-9%,-42%,+4%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,['en:gluten-free'],,28 g,en quantité élevée,3 g,en quantité modérée,1 g,en faible quantité,0.1 g,en faible quantité,-4%,-4%,+81%,+318%,+318%,2,+122%,B,+122%,1 kg,,,,,,,,,,,,
618,Huile de noix - Jardin naturel - 25cl,8426684703020,['Jardin naturel'],['France'],[],[],?,900,3766 kj(900 kcal),100,"9,3",0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,+2%,+2%,-100%,-100%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,['Bio'],,100 g,en quantité élevée,9.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+3%,-1%,-100%,-100%,-100%,5,-7%,C,-7%,25 cl,,,,,,['Bouteille en verre'],,,,,,
619,Gâteau Breton - soezie - 400g,5411866960622,['Soezie'],['France'],[],[],?,366,1531 kj(366 kcal),"0,9","0,1","82,1","40,1","6,4","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,['enballage carton'],,,,,,
620,Miel ariégeois,3770002514009,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Jungle berries lemonade,00256308,,['France'],[],[],?,27,113 kj(27 kcal),"0,5","0,4","4,8","4,4","0,8","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Donut -,8681270416634,,['France'],[],[],?,482,2017 kj(482 kcal),26,11,52,27,9,"0,4","0,16",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,+18%,+14%,+16%,+52%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,26 g,en quantité élevée,11 g,en quantité élevée,27 g,en quantité élevée,0.4 g,en quantité modérée,+18%,+4%,+61%,-58%,-58%,22,+13%,E,+13%,,,,,,Donuts au chocolat,,,,,,,
623,Coppa,2874244019351,,['France'],[],[],?,315,1318 kj(315 kcal),23,"8,2",0,0,27,"4,3","1,72",,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,la capsule Artisanale du torréfacteur - faubourgs CAFÉ - 10,3760160681293,['faubourgs CAFÉ'],['France'],['arabica tapachua bio mexique'],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,10,,,,,,['Capsule'],,['Leclerc'],,,,
625,Spécialité à base d'olive et de menthe - Olivier & Co,3547130080818,['Olivier & Co'],['France'],[],[],?,900,3766 kj(900 kcal),"99,8","15,1",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Bircher style muesli,00013086,,['France'],[],[],?,121,506 kj(121 kcal),"3,1",1,17,"8,9","5,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
