,name,bar_code,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,brand,categories,ingredients_origins,additives,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,markets,manufacturing,link,traceability_code,palm_ingredients,brand_owner
464,Cornetti ciliegia - Colussi,8002590048020,['en:palm-oil-free'],['France'],[],,['Sans huile de palme'],?,392,1640 kj(392 kcal),17,"4,7",53,22,"5,9","0,36","0,144",,,,,['Colussi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Delizie Toscane Ficchi e Noci - Sapori,8002590055486,,['France'],"['SAPORI ', 'IT', ' DOLCIARIO DA FORNO FICHI E INGREDIENTI: zucchero - farina di frumento fichi secchi 17,5%', 'noci 17,5% - sciroppo di glucosio-fruttosio uvetta sultanina - pasta di nocciole 2,7% - zucchero a velo 2% ', 'zucchero', 'amido di mais', "" - ostia d'amido "", 'fecola di patate', 'acqua']",['Fruits à coque'],[],?,406,1699 kj(406 kcal),12,1,68,40,"4,6","0,04","0,016",,,,,['Sapori'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Olio Extra Vergine Di Oliva Rosmarino Frantoia 250 ML Sizilien,8002591034060,,['France'],[],,[],?,820,3431 kj(820 kcal),92,13,0,0,0,,,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,,,-4%,-7%,,,,,,,,,,,,,
467,Huile d'olive,8002591801150,,['France'],[],,[],?,820,3431 kj(820 kcal),92,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Olio di casa,8002591801266,,['France'],[],,[],?,820,3431 kj(820 kcal),92,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Olio extra vergine di oliva,8002591904752,,['France'],[],,[],?,820,3431 kj(820 kcal),92,13,0,0,0,,,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,,,-4%,-7%,,,,,,,,,,,,,
470,Olio extra vergine di oliva,8002591905179,,['France'],[],,[],?,820,3431 kj(820 kcal),92,13,0,0,0,0,0,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-7%,,-100%,-100%,6,-2%,C,-2%,,,,,,
471,Huile d'olive extra vierge,8002591905391,,['France'],[],,[],?,820,3431 kj(820 kcal),92,13,0,0,0,0,0,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-7%,,-100%,-100%,6,-2%,C,-2%,,,,,,
472,Bontà di Pasticceria - Pasticceria Maristella - 225g,8002594001373,,['France'],"['Farine de blé', 'margarine végétale ', 'huile de palme', 'huile de tournesol', 'eau', 'acidifiant : E471', ""correcteur d'acidité : acide citrique"", 'garniture aux fruits de bois 20% ', 'sirop de glucose-fructose', 'saccharose', 'purée fruits de bois 35% ', 'mures', 'framboises', 'myrtilles', 'glycérine', 'gélifiant : pectine', 'conservateur : sorbate de potassium', ""correcteur d'acidité : acide citrique"", 'arômes', 'sucre', 'sel', 'arômes']",['Gluten'],['Huile de palme'],1943,?,1943 kj(464 kcal),"24,8","12,7","56,3","18,7","5,8","0,14","0,056",C,Biscuits feuilletés aux fruits des bois,225 g,"['Film', 'Plastique']",['Pasticceria Maristella'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E422 - Glycérol', 'E440 - Pectines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",4,-10%,,-7%,-5%,-7%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,24.8 g,en quantité élevée,12.7 g,en quantité élevée,18.7 g,en quantité élevée,0.14 g,en faible quantité,-9%,-18%,-8%,-87%,-87%,18,-21%,D,-21%,['Carrefour City'],['Italie'],,,['Huile de palme'],
473,Taralli con olio,8002611007517,,['France'],[],,[],?,450,1883 kj(450 kcal),"16,6","5,4","16,6","1,6","9,3","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,Taralli con peperonico,8002611007531,,['France'],[],,[],?,451,1887 kj(451 kcal),"15,7","5,4","66,5","3,3","9,1","2,78","1,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,Taralli,8002611011064,,['France'],[],,[],?,457,1912 kj(457 kcal),18,5,66,"1,5",9,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Cuillère à café en chocolat,8002617994194,,['France'],[],,[],?,556,2326 kj(556 kcal),"34,5","22,1",54,"46,3","4,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Scamorza - Sabelli - 250g,8002626001067,,['France'],"['LAIT', 'SEL', 'PRÉSURE']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,306,1280 kj(306 kcal),"23,5","18,3",2,"0,5","21,6","0,52","0,208",D,,250 g,,"['Sabelli', 'Sabetti']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Scamorza']",,,3,,-1%,+1%,+123%,-7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,23.5 g,en quantité élevée,18.3 g,en quantité élevée,0.5 g,en faible quantité,0.52 g,en quantité modérée,0%,+17%,+19%,-58%,-58%,10,-25%,C,-25%,,,,,,
478,Mozzarella Fior di Latte - Sabelli - 125g e,8002626001258,,['France'],"['Lait', 'sel', 'présure', 'ferments lactiques']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,225,941 kj(225 kcal),17,12,"0,9",0,17,"0,4","0,16",D,Fromage frais de lait de vache,125 g e,"['Sachet', 'Plastique', 'Frais']",['Sabelli'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,,3,,-13%,-18%,-13%,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,17 g,en quantité modérée,12 g,en quantité élevée,0 g,en faible quantité,0.4 g,en quantité modérée,-13%,-14%,-100%,-41%,-41%,8,-22%,C,-22%,['Franprix'],['Italie'],http://www.sabelli.it/catalogo-prodotti/mozzarella-fior-di-latte/,['IT 11 44 CE'],,
479,Mozzarelline - Sabelli - 550g (250g égoutté),8002626012506,"['en:gluten-free', 'Sans lactose', 'Produit en Italie']",['France'],"['Lait', 'sel', 'présure', 'ferments lactiques']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",895,?,895 kj(214 kcal),"16,2","12,4","0,8","0,1","16,6","0,45","0,18",D,Fromage frais de lait de vache,550 g (250 g égoutté),"['Pot', 'Plastique', 'Frais']",['Sabelli'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache']",,,3,-34%,,-40%,+3%,-25%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,16.2 g,en quantité modérée,12.4 g,en quantité élevée,0.1 g,en faible quantité,0.45 g,en quantité modérée,-37%,-33%,-77%,-68%,-68%,8,-44%,C,-44%,['Franprix'],['Italie'],http://www.sabelli.it/catalogo-prodotti/mozzarelline-fior-di-gran-sasso/,['IT 11 44 CE'],,
480,Panettone - Melegatti,8002630006959,,"['France', 'États-Unis']","['Farine de blé ,raisins secs', 'œufs frais', 'beurre', 'sucre', ""zestes d'oranges confits "", "" zeste d'orange"", 'sirop de glucose - fructose,sucre', ""correcteur d'acidité: acide citrique"", 'levain naturel ', 'blé', 'sirop de glucose fructose', ""émilsiant : mono-et  diglycérides d'acides gras d'origine végétale ,lait écrémé en poudre"", 'sel', 'arômes']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,372,1556 kj(372 kcal),"13,5","7,25","55,62",33,"6,25","0,53","0,212",C,,,,['Melegatti'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks sucrés', 'Viennoiseries', 'Pains', 'Brioches', 'Panettone']",,['E330 - Acide citrique'],4,,-1%,-10%,+8%,-8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,13.5 g,en quantité modérée,7.25 g,en quantité élevée,33 g,en quantité élevée,0.53 g,en quantité modérée,-0%,-19%,+27%,+20%,+20%,18,-3%,D,-3%,,,,,,Melegatti SpA
481,Baby Panettone - Melegatti - 100g,8002630007703,,"['France', 'États-Unis']","['farine de blé', 'raisins secs', 'oeufs frais', 'beurre', 'sucre', ""zestes d'orange confite "", ""zestes d'orange"", 'sirop de glucose-fructose', 'sucre', 'acidifiant ', 'acide citrique', 'lait', ""jaunes d'oeufs frais"", 'levain naturel ', 'blé', 'émulsifiant ', ""mono-diglycérides d'acides gras d'origine végétale"", 'sirop de glucose', 'arômes naturels', 'beurre de cacao', 'sel']","['Œufs', 'Gluten', 'Lait']",['Non végétalien'],?,370,1548 kj(370 kcal),15,8,51,30,8,"0,362","0,145",C,Panettone,100 g,"['Carton', 'Plastique']",['Melegatti'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Viennoiseries', 'Brioches', 'Panettone']",,['E330 - Acide citrique'],4,,-1%,0%,-1%,+17%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,15 g,en quantité modérée,8 g,en quantité élevée,30 g,en quantité élevée,0.362 g,en quantité modérée,-1%,-11%,+16%,-18%,-18%,16,-14%,D,-14%,,,,,,Melegatti SpA
482,Pandoro,8002630008441,,['France'],[],,[],?,420,1757 kj(420 kcal),21,13,47,20,11,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Panettone Classico - Melegatti,8002630009530,,['France'],[],,[],?,375,1569 kj(375 kcal),14,"8,9",55,32,"6,9","0,46","0,184",C,Panettone Classico,,,['Melegatti'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,,+0%,-7%,+7%,+1%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,14 g,en quantité modérée,8.9 g,en quantité élevée,32 g,en quantité élevée,0.46 g,en quantité modérée,+1%,-1%,+24%,+4%,+4%,21,+13%,E,+13%,,,,,,
484,Boudoir - Rustichelli - 100g e,8002633590028,"['en:gluten-free', 'Sans lactose']",['France'],[],,[],?,386,1615 kj(386 kcal),"6,3","1,8","72,3","54,7","9,2","0,03","0,012",C,Savoyards tendres,100 g e,"['Plastique', 'Barquette']",['Rustichelli'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Boudoirs']",,,,,+2%,+67%,-7%,+21%,75.5%,12.8%,5.1%,3.5%,3.1%,0.0%,73,6.3 g,en quantité modérée,1.8 g,en quantité modérée,54.7 g,en quantité élevée,0.03 g,en faible quantité,+2%,+59%,+12%,-86%,-86%,14,-3%,D,-3%,,['Italie'],,,,
485,Olio Extra Vergine di Oliva,8002639001757,,['France'],[],,[],?,822,3439 kj(822 kcal),"91,3","13,7",0,0,0,,,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,,,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,91.3 g,en quantité élevée,13.7 g,en quantité élevée,0 g,en faible quantité,,,-4%,-2%,,,,,,,,,,,,,
486,Strozzapreti - S’atra Sardina - 500g,8002639002037,"['Bio', 'Bio européen', 'Sans OGM', 'Point Vert', 'IT-BIO-006', 'Agriculture Italie', 'Eco-Emballages', 'ICEA']",['France'],"['Semoule de blé dur*', 'eau', "" \r * Issu de l'agriculture biologique""]",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,357,1494 kj(357 kcal),"1,7","0,4",75,"3,7","10,5",0,0,A,Pâtes alimentaires au blé dur issu de l'agriculture biologique,500 g,"['Sachet plastique', 'Polypropylène', 'Carton']","['S’atra Sardina', ""S'atra Sardigna""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches']","['Italie', 'Agriculture Italie']",,1,,+0%,-15%,+7%,-16%,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,1.7 g,en faible quantité,0.4 g,en faible quantité,3.7 g,en faible quantité,0 g,en faible quantité,-0%,-10%,+19%,-100%,-100%,-6,,A,,['Les Nouveaux Robinson'],"['07047 Thiesi', '(SS : Sassari)', 'Sardaigne', 'Italie']",http://www.satrasardigna.it/Strozzapreti1.html,,,
487,Gigli -  - 500g,8002639002099,"['Bio', 'Bio européen', 'IT-BIO-006']",['France'],[],,[],?,350,1464 kj(350 kcal),"1,2","0,2",72,"3,7",13,0,0,,,500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Formaggio pecorino bio -  - 200g,8002639003454,"['Bio', 'Bio européen', 'IT-BIO-006']",['France'],[],,[],?,398,1665 kj(398 kcal),33,20,"0,27","0,18",25,"0,9","0,36",C,,200 g,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages de brebis', 'Pecorino']",,,,,+1%,+3%,+89%,-3%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,33 g,en quantité élevée,20 g,en quantité élevée,0.18 g,en faible quantité,0.9 g,en quantité modérée,+1%,+4%,+13%,-79%,-79%,12,-36%,D,-36%,,,,['IT 20 169 CE'],,
489,Olio extra vergine,8002658000137,,['France'],[],,[],?,828,3464 kj(828 kcal),91,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Huile olives - Oleificio toscano - 250ml,8002658007075,,['France'],[],,[],?,?,,?,,?,,?,,,,,250 ml,,['Oleificio toscano'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Yogurt a la fraise - Granarolo,8002670013849,,['France'],[],,[],?,94,393 kj(94 kcal),"3,1","2,1",13,13,"2,8","0,11","0,044",C,,,,['Granarolo'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts à la fraise']",,,,,-4%,+4%,-2%,-24%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,3.1 g,en quantité modérée,2.1 g,en quantité modérée,13 g,en quantité élevée,0.11 g,en faible quantité,-3%,+11%,+5%,+3%,+3%,4,+49%,C,+49%,,,,['IT 03-170 CE'],,
492,8002670059588,8002670059588,,['France'],[],,[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Latte Ginseng / Liq. ml. 500 Grana - 500mL,8002670163513,['Sans lactose'],['France'],[],,[],?,46,192 kj(46 kcal),"1,6","1,2","4,9","4,9","3,1","0,1","0,04",,,500 mL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Dessert Soja Fraise - Granarolo - 250g (2 * 125g e),8002670500110,"['en:gluten-free', 'Sans arômes artificiels', '100% végétal', 'Source de calcium', 'Point Vert', 'Sans OGM', 'Sans lactose']",['France'],"['Eau', 'fraises ', '11 %', 'sucre 8,2%', 'graines de soja* décortiquées 7 %', 'fibres alimentaires 3,2 %', 'fructose 2,4 % du produit fini', 'citrate de calcium', 'amidon de maïs modifié ', 'épaississant :carraghénanes ', 'arômes naturels ', 'Vitamines : Riboflavine ', 'B2', 'B12', 'D2', 'E', 'ferments vivants,']",['Soja'],[],?,88,368 kj(88 kcal),2,"0,4","11,9","11,4","3,3","0,05","0,02",B,"Spécialité fermentée au soja, aromatisée à la fraise",250 g (2 * 125 g e),"['Plastique', 'Pot', 'Carton', 'Frais']",['Granarolo'],"['Desserts', 'Produits fermentés', 'Desserts végétaliens', 'Produits végétaux fermentés', 'Yaourts végétaux', 'Yaourts au soja', 'Yaourts de soja aux fruits', 'Yaourts de soja à la fraise']",['Italie'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,+7%,+6%,-1%,+3%,53.8%,21.5%,8.9%,9.6%,4.9%,1.3%,91,2 g,en faible quantité,0.4 g,en faible quantité,11.4 g,en quantité modérée,0.05 g,en faible quantité,+7%,+30%,+3%,-41%,-41%,-2,-367%,A,-367%,,,,,,
495,Soja céréales - Granarolo - 250g,8002670500134,"['Sans arômes artificiels', '100% végétal', 'Riche en fibres', 'Sans OGM', 'Sans lactose']",['France'],"['Graines de soja 76% ', 'eau', 'graines de soja', ' arômes naturels ', ' fructose', 'céréales ', 'orge', 'son de blé', 'avoine', 'citrate de calcium', 'amidon de maïs', 'carraghenanes', 'vitamine riboflavine', 'b12', 'fibres alimentaires et ferments vivants']","['Gluten', 'Avoine', 'Soja']",[],?,90,377 kj(90 kcal),2,"0,4","12,2","10,6","3,4","0,06","0,024",B,,250 g,"['Frais', 'Plastique', 'Carton']",['Granarolo'],"['Desserts', 'Produits fermentés', 'Desserts végétaliens', 'Produits végétaux fermentés', 'Yaourts végétaux', 'Yaourts au soja']",['Italie'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,+25%,-8%,+38%,-9%,24.3%,36.0%,14.5%,14.8%,8.1%,2.2%,96,2 g,en faible quantité,0.4 g,en faible quantité,10.6 g,en quantité modérée,0.06 g,en faible quantité,+24%,+14%,+33%,-42%,-42%,-2,,A,,,,,,,
496,Granarolo,8002670500318,,['France'],[],,[],?,122,510 kj(122 kcal),"3,6","0,7","12,6","11,2",7,"0,06","0,024",,,,,['Granarolo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Granarolo 100% Dairy Free -plain Yogurt Alternative,8002670500325,,['France'],[],,[],?,116,485 kj(116 kcal),"2,7","0,5","16,6","11,6","4,1","0,1","0,04",,,,,['Granarolo'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,+26%,-17%,+51%,+9%,,,,,,,,2.7 g,en faible quantité,0.5 g,en faible quantité,11.6 g,en quantité modérée,0.1 g,en faible quantité,+26%,-76%,+15%,-13%,-13%,1,-67%,B,-67%,,,,,,
498,Mandorla,8002670500721,,['France'],[],,[],?,41,172 kj(41 kcal),"2,6","0,4","3,4","3,3","0,8","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Quinoa Bio cuisiné aux légumes printaniers - Granarolo,8002670502121,['Bio'],['France'],"['Quinoa* 31 %', 'haricots verts* 23 %', 'maïs* 18 %', 'olives vertes* ', '12 %', 'jus de citron* 1,5 %', 'huile de graines de tournesol* ', 'sel de mer', 'persil* ', 'basilic* ', ""origan* *issu de l'agriculture biologique"", ' Peut contenir des traces de céréales contenant du gluten', 'soja', 'fruits à coques', 'céleri', 'graines de sésame', 'moutarde et lupin']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,155,649 kj(155 kcal),"5,3","0,8","19,6","2,3","4,9","0,7","0,28",,,,,['Granarolo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Quinoa Bio cuisiné aux légumes printaniers - Granarolo,8002670502121,['Bio'],['France'],"['Quinoa* 31 %', 'haricots verts* 23 %', 'maïs* 18 %', 'olives vertes* ', '12 %', 'jus de citron* 1,5 %', 'huile de graines de tournesol* ', 'sel de mer', 'persil* ', 'basilic* ', ""origan* *issu de l'agriculture biologique"", ' Peut contenir des traces de céréales contenant du gluten', 'soja', 'fruits à coques', 'céleri', 'graines de sésame', 'moutarde et lupin']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,155,649 kj(155 kcal),"5,3","0,8","19,6","2,3","4,9","0,7","0,28",,,,,['Granarolo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Orzo Bio Verdure GR. 200 Granar - Granarolo,8002670502138,['Bio'],['France'],"['Carottes 40%', 'champignons 17%', 'chou-tleur* 13%', 'orge 11 %', 'poireau', '11%', 'huile de graines de tournesol', 'sel de,mer', 'epices', 'herbes aromatiques', ' issu de lagriculture piologique', ' Peut çpntenir', 'des traces de soja', 'truits a coques', 'céleri', 'graines de sésame moutarde et lupin']","['Céleri', 'Gluten', 'Lupin', 'Moutarde', 'Graines de sésame']",[],?,267,1117 kj(267 kcal),"2,5","0,3","5,7","1,7","2,4","0,8","0,32",,,,,['Granarolo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,Ravioli vegan - Granarolo vegetale,8002670502244,"['Bio', 'Végétarien', 'Végétalien']",['France'],"['sauce tomates* 45%', 'raviolis* 30% ', 'semoule de blé dur*', 'tofu* 9% du produit fini ', 'eau', 'soja* ', 'chlorure de magnésium', 'eau', 'épinards*', 'chapelure* ', 'farine de blé tendre*', 'sel', 'sel', 'pesto* 7% ', ""huile d'olive extra vierge*"", 'basilic*', 'noix de cajou*', 'noix* ', 'pignons de pin* ', 'sel', 'eau', 'carottes*', 'huile de tournesol*', 'céleri-rave* ', 'oignons*', 'sel marin', 'sucre de canne*', "" Peut contenir des traces d'autres fruits à coques"", 'de sésame', 'moutarde et lupin', "" *issu de l'agriculture biologique"", ' Voedselbereiding op basis van tomaat en ravioli en pesto', ' ngrediënten : tomatensaus* 45%', 'ravioli* 30% ', 'griesmeel van harde tarwe*', 'tofu* 9% in het eindproduct ', 'water', 'soja*', 'magnesiumchloride', 'water', 'spinazie*', 'paneermeel* ', 'meel van zachte tarwe*', 'zout', 'zout', 'pesto* 7% ', 'extra vergine olijfolie*', 'basilicum* ', 'cashewnoten*', 'noten*', 'pijnboompitten*', 'zout', 'water', 'wortel*', 'zonnebloemolie*', ""knolselderij*' U andere noten"", 'sesam', 'mosterd en lupne Dégustez toutes les saveurs de la gamme Granarolo Vegeta e ! De généreuses recettes bio et italiennes', 'fabriquées selon les meilleurs savoir-faire', 'pour vous proposer au quotidien toute la Gastronomie italienne en version végétale', ' Des recettes toutes prêtes', 'ou à réchauffer uelques minutes', "" De l'aperitivo à la pasta"", ""savourez l'Italie àflous les repas ! Découvrez tous les se *rets de la gamme vé étalq du grouqe Granarolo"", 'fabriquée dans en Italie a partir ingredi', 'eqtspjectionnes sur']","['Céleri', 'Fruits à coque', 'Soja']","['Végétalien', 'Végétarien']",?,153,640 kj(153 kcal),"8,3",1,14,"2,22","4,5","0,82","0,328",,,,,['Granarolo vegetale'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Farfalles bolognese di seitan - Granarolo Vegetale,8002670502268,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'IT-BIO-009']",['France'],"['RECETTE VÉGÉTALE DE BOLOGNESE Dl SEITAN E FARFALLE huile dp tourne* ', '2% àe eruits coques', 'sésame', 'moutarde et lupin', ' *Asu de l', 'agricultu', 're hiologique']","['Lupin', 'Moutarde', 'Graines de sésame']",[],?,157,657 kj(157 kcal),"3,7","0,5",21,"1,5","8,7","0,84","0,336",,,,,['Granarolo Vegetale'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Panati al tofu con spinaci - GRANAROLO - 180g,8002670502312,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'IT-BIO-009']","['France', 'Italie']","['Tofu* 33% ', 'eau', 'soja*', 'chlorure de magnésium', 'pâte à frire* 20% ', 'farine de \rmais', 'farine de blé tendre type ""O""*', 'amidon de blé', 'sel ', ' poudre à lever : bicarbonate de\rsoude', 'phosphate monocalcique', 'épinards* 14%', 'chapelure assaisonnée* 14% ', 'farine de \rblé tendre type ""O""*', 'huile de tournesol*', 'sel', 'levure de bière', 'paprika*', 'curcuma*', 'eau', '\roignons* 4%', 'chapelure* 4% ', 'farine de blé tendre type ""O""*', 'levure de bière', 'sel', ""huile \rd'olive extra vierge* 3%"", 'herbes de Provence*', 'sel de mer', ""\r* : issu de l'agriculture biologique"", ' \rPeut contenir des traces de fruits à coques', 'céleri', 'sésame', 'moutarde et lupin']",['Soja'],"['Végétalien', 'Végétarien']",?,204,854 kj(204 kcal),6,"0,9",28,"1,4","7,8","1,7","0,68",,,180 g,"['Plastica', 'Cartone']",['GRANAROLO'],['BURGER VEGETALI PANATI'],['Italie'],"['E500ii - Carbonate acide de sodium', 'E341i - Phosphate monocalcique']",3,,,,,,,,,,,,,6 g,en quantité modérée,0.9 g,en faible quantité,1.4 g,en faible quantité,1.7 g,en quantité élevée,,,,,,2,,B,,,['ITALIA'],https://www.granarolovegetale.it/prodotti/burger-bio-classico/,,,
505,Panati al tofu con peperoni - Granarolo,8002670502329,"['Bio', 'Végétarien', 'Végétalien']",['France'],[],,"['Végétalien', 'Végétarien']",?,208,870 kj(208 kcal),5,"0,8",30,"2,7","8,7","1,4","0,56",,,,,['Granarolo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
