,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,allergens,nova_score,additives,generic_name,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
1227,Houmous aux olives offre découverte - Blini - 205g,3292070009732,,['France'],"['pois chiches 51% - huile de colza - eau - olives noires kalamon 10% - pâte de graines de sésame 7% - sel-basilic citron - huile de tournesol - acidifiants ', 'acide citrique et acide lactique', "" - jus de citron concentré - vinaigre - arôme naturel d'origan - conservateur "", 'sorbate de potassium', ' Traces éventuelles de céréales contenant du gluten', 'crustacés', 'lait', 'soja', 'œufs', 'poissons', 'moutarde', 'mollusques']",[],1237,299,1237 kj(299 kcal),"24,9","2,3",8,0,7,"1,1","0,44",B,205 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",24.9 g,en quantité élevée,2.3 g,en quantité modérée,0 g,en faible quantité,1.1 g,en quantité modérée,+12%,+14%,+12%,+23%,-7%,-25%,-100%,+8%,+6%,+6%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,['Blini'],,"['FR 14.712.042 CE', 'Troarn (Calvados, France)']",0,-100%,B,-100%,,,4,"['E330 - Acide citrique', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1228,Gingembre Moulu,3580283040216,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Gingembre', 'Gingembre en poudre', 'en:Gingembre moulu']",,,,,,,0 g,en faible quantité,,-100%,-100%,,,,,,,,37.8%,0.0%,31.7%,20.0%,10.4%,0.0%,93,,,,,,,,,,,,,,,,,
1229,Tchicha bledia,5415003890117,,['France'],[],[],?,356,1490 kj(356 kcal),"5,5","1,3",63,"1,2",10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Buche chocolat caramel - Nestlé,3274664135072,,['France'],[],[],?,221,925 kj(221 kcal),"9,7","5,9",29,25,"3,3","0,26","0,104",D,,"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",9.7 g,en quantité modérée,5.9 g,en quantité élevée,25 g,en quantité élevée,0.26 g,en faible quantité,,+10%,+11%,+20%,+9%,+1%,+1%,+42%,+110%,+110%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,['Nestlé'],,,13,+15%,D,+15%,,,,,,,,,,
1231,Saumon fumé atlantique - Fjord King - 240g,3440432018056,['Bio'],['France'],[],[],?,184,770 kj(184 kcal),11,2,1,"0,522",22,"2,5",1,E,240 g,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",11 g,en quantité modérée,2 g,en quantité modérée,0.522 g,en faible quantité,2.5 g,en quantité élevée,,-1%,-0%,+5%,-3%,+102%,+56%,-0%,-11%,-11%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Fjord King'],,"['EMB 94022E', 'Choisy-le-Roi (Val-de-Marne, France)']",13,-1%,D,-1%,,,,,,,,,,
1232,Ketchup betterave & épices cajun - Babelicot - 200gr,3760253593090,"['Bio', 'Bio européen', 'FR-BIO-01', 'Anti gaspi']",['France'],"['Betterave ', '66%', 'sirop de riz"",fécule de maïs', ""vinaigre d'alcool"", 'tamari ', 'eau', ""fèves de soja'"", 'sel marin', 'alcool®', 'A', ' Oryzae', '""', ""mólange d'ópices cajun"", "" : prodults issus de l'agriculture biologique En Itallque: Origine Bretagne A déguster de próféronce avant le 17/04/21 Apras ouverture,""]",[],?,137,573 kj(137 kcal),1,"0,2","29,9","17,8","2,4","0,3","0,12",,200 gr,"['Epicerie', 'Sauces']",1 g,en faible quantité,0.2 g,en faible quantité,17.8 g,en quantité élevée,0.3 g,en quantité modérée,,-42%,-42%,-94%,-91%,+202%,+176%,-11%,-88%,-88%,,,,,,,,['Babelicot'],,,2,-83%,B,-83%,['bocal verre'],,3,,,['Bretagne'],['Agriculture biologique locale'],http://www.babelicot.fr,,
1233,Chipolatas aux herbes -  - 330g,4056489193647,,['France'],"['91 % viande de porc ', 'origine : France', 'conservateur: lactate de potassium', ' sel', 'dextrose', '0,39 % plantes aromatiques', ""correcteur d'acidité : acétate de calcium"", ' épices', 'antioxydant: érythorbate de sodium', ' arômes naturels', 'colorant: carmins ', ' boyau naturel de mouton']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1093,264,1093 kj(264 kcal),22,"7,7","1,4","0,8",15,"1,3","0,52",D,330 g,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",22 g,en quantité élevée,7.7 g,en quantité élevée,0.8 g,en faible quantité,1.3 g,en quantité modérée,+5%,+6%,+5%,+9%,+0%,+10%,+29%,0%,-27%,-27%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,"['FR 38.341.005 CE', 'Rochetoirin (Isère, France)', 'FR 22.093.001 CE', ""Lamballe (Côtes-d'Armor, France)""]",15,-13%,D,-13%,"['Barquette', 'Plastique', 'Film en plastique', 'Barquette']",,4,"['E326 - Lactate de potassium', 'E263 - Acétate de calcium', 'E316 - Érythorbate de sodium', 'E120 - Acide carminique']",,,['France'],,,
1234,"Phase Professional plus - 2,4L",8719200060807,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose', 'Produits destinés aux professionnels']",['France'],[],"['Végétalien', 'Végétarien']",3396,812,3396 kj(812 kcal),92,"6,8","0,5","0,5","0,5","0,01","0,004",,"2,4 L","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles']",92 g,en quantité élevée,6.8 g,en quantité élevée,0.5 g,en faible quantité,0.01 g,en faible quantité,-4%,-6%,-6%,-4%,-55%,+30203%,+271639%,+43760%,+3884%,+3884%,,,,,,,,"['Phase', 'Rama Professional']",['iD Stock'],,10,+29%,C,+29%,['Plastique'],,,,"Huile végétale aromatisée pour cuire, rôtir, enrober et assaisonner",,,,,
1235,Color Addict,3114524104001,,['France'],[],[],?,0,0 kj(0 kcal),8,1,11,9,53,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Vin Côtes du Rhône -,3263857658818,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,,?,,?,,?,,,B,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,['France'],,,
1237,Champagne brut reserve Canard-Duchêne,3113934004888,,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes']",,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,
1238,Clémentines Feuilles Espagne - 2kg,8437004922717,,['France'],[],[],?,?,,?,,?,,?,,,,2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,8714789806013,8714789806013,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Le Ketchup - La Préserverie - 200g,3760290550292,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-09', 'Sans additifs', 'Sans conservateurs']",['France'],"['Double concentré de tomates', 'coulis de tomates', 'sucre', 'eau', 'vinaigre de cidre non pasteurisé', 'moutarde', 'sel marin', 'cannelle', 'ferments']",[],422,101,422 kj(101 kcal),"0,4","0,03","20,7","16,3","2,6","1,5","0,6",A,200 g,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",0.4 g,en faible quantité,0.03 g,en faible quantité,16.3 g,en quantité élevée,1.5 g,en quantité modérée,-2%,-5%,-4%,+64%,-53%,-9%,-17%,+100%,-25%,-25%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,['La Préserverie'],,,2,-83%,B,-83%,"['Bocal', 'Verre']",['Moutarde'],3,,,,,,,
1241,Malabar des Indes - 250g,3760160680395,,['France'],[],[],?,?,,?,,?,,?,,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Pate a tartiner chocolat noir pur - Le Comptoir de mon Enfance,3770014600011,,['France'],[],[],?,561,2347 kj(561 kcal),"39,3","9,2","42,3","32,8",6,0,0,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",39.3 g,en quantité élevée,9.2 g,en quantité élevée,32.8 g,en quantité élevée,0 g,en faible quantité,,+3%,+3%,+15%,+18%,-17%,-29%,-9%,-100%,-100%,,,,,,,,['Le Comptoir de mon Enfance'],,,23,+12%,E,+12%,,,,,,,,,,
1243,Om classic Energy,3770011807048,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Extrudés cochon dinde / conseiller - 500g,3166780050684,,['France'],[],[],?,0,0 kj(0 kcal),1,0,0,0,14,0,0,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Effiloché de canard confit & foie gras de canard - Maison Montfort,3104544072695,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Maison Montfort'],,,,,,,,,,,,,,,,
1246,Boite the hema,8718537551460,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Pur jus de pomme equitable du Lot et Garonne - O'Nature - 75cl,3700232010170,,['France'],[],[],?,48,201 kj(48 kcal),0,0,12,11,"0,5",0,0,C,75 cl,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,+4%,+5%,-100%,-100%,+9%,+6%,+128%,-100%,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"[""O'Nature"", 'Terres du Sud']",,,5,+20%,C,+20%,,,,,,,,,,
1248,Saumon fumé Ecosse - Auchan,3596710476718,['Fabriqué en France'],['France'],[],[],?,181,757 kj(181 kcal),10,"1,5","0,5","0,5",22,0,0,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",10 g,en quantité modérée,1.5 g,en quantité modérée,0.5 g,en faible quantité,0 g,en faible quantité,,-2%,-2%,-5%,-27%,+1%,+50%,-0%,-100%,-100%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['Auchan'],['Auchan'],"['EMB 76259B', 'Fécamp (Seine-Maritime, France)', 'FR 76.664.003 CE', 'Sasseville (Seine-Maritime, France)']",-2,-115%,A,-115%,,,,,,,['Ecosse'],,,
1249,Storck Vollmilch Brocken 325G - 325غرام,4014400904390,,['France'],[],[],?,?,,?,,?,,?,,,,325 غرام,,,,,,,,,,,,,,,,,,,,,,,,,,,['Storck'],,,,,,,,,,,,,,,,
1250,Quenelle de brochet - Saint Jean - 600g,3289944150027,,['France'],[],[],?,187,782 kj(187 kcal),11,"6,6",14,"0,5","8,1","0,71","0,284",,600 g,"['Plats préparés', 'Plats préparés au poisson', 'Quenelles', 'Quenelles de poisson', 'Quenelles de brochet']",11 g,en quantité modérée,6.6 g,en quantité élevée,0.5 g,en faible quantité,0.71 g,en quantité modérée,,-3%,-3%,-11%,+30%,+9%,-35%,+11%,-31%,-31%,,,,,,,,['Saint Jean'],,"['FR 38.409.005 CE', 'Saint-Just-de-Claix (Isère, France)']",11,+32%,D,+32%,,,,,,,,,,
1251,Wax juice,5425021588576,,['France'],[],[],?,36,151 kj(36 kcal),0,0,9,9,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Foie gras de canard entier du sud ouest au sel de guérande - Maison Montfort,3104544072541,"['Sans conservateurs', 'IGP']",['France'],[],[],?,551,2305 kj(551 kcal),57,26,"2,2","1,4","7,1","1,3","0,52",B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",57 g,en quantité élevée,26 g,en quantité élevée,1.4 g,en faible quantité,1.3 g,en quantité modérée,,+4%,+4%,+5%,+12%,-8%,+6%,-6%,+8%,+8%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Maison Montfort'],,,21,+1%,E,+1%,,,,,,,,,,
1253,600g,4260007245309,,['France'],[],[],?,?,,?,,?,,?,,,,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Guy red desperado,3119780272716,,['France'],[],[],?,?,,?,,?,,?,0,0,C,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']",,,,,,,,,,,,,,,,,-100%,-100%,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,,,,,,
1255,Tarti Miel -  - 250g,3280843380638,,['France'],[],[],?,?,,?,,?,,?,,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Chanadal - 2000g,5017689000783,,"['France', 'Allemagne']",[],[],?,1344,5623 kj(1344 kcal),"5,7",0,50,"12,5","20,2",0,0,,2000 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,,
1257,Choucroute garnie alsacienne - casino - 800gr,3252832603417,,['France'],"['choucroute', 'eau', 'saindoux', 'riesling', 'sel', 'épices', 'anti-oxydantE300', 'pomme de terre', ' stabilisant : E450i', 'Garniture: viande et gras porc,eau,sel', 'conservateurs: E250', 'E202', 'sirop de glucose stabilisant E451i,E450i,E450iii,épices,sacharose dextrose', 'arômes naturels', 'oignons', 'poivre', 'proteines de LAIT antioxydants:E316,E330,arôrnes', ""pulpe d'ail,thym,laurier"", 'CELERI Atelier utilisant gluten', 'lait,lactose', 'Viande origine UE', ' A conserver entre 0°C et +4°C']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,129,540 kj(129 kcal),11,"4,4","0,9","0,9","6,4",0,0,C,800 gr,"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",11 g,en quantité modérée,4.4 g,en quantité modérée,0.9 g,en faible quantité,0 g,en faible quantité,,+13%,+15%,+30%,+38%,-59%,+55%,+17%,-100%,-100%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,['Casino'],['Casino'],"['EMB 10297', 'Pont-Sainte-Marie (Aube, France)', 'FR 10.297.001 CE', 'Pont-Sainte-Marie (Aube, France)']",2,-65%,B,-65%,['Barquette'],"['Céleri', 'Lait']",4,"['E450i - Pyrophosphate de sodium acide', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E450iii - Diphosphate tétrasodique', 'E316 - Érythorbate de sodium', 'E330 - Acide citrique']",,,,,,
1258,Marrons cuits,3760115415003,,['France'],[],[],?,177,741 kj(177 kcal),"1,3","0,2","35,6","8,3","2,6",0,0,,,['Marrons cuits'],1.3 g,en faible quantité,0.2 g,en faible quantité,8.3 g,en quantité modérée,0 g,en faible quantité,,+5%,+6%,+2%,-10%,+9%,+15%,+2%,-100%,-100%,,,,,,,,,,,2,,B,,,,,,,,,,,
1259,"Aloë Vera Aloe Drink - Paldo - 1,5l",0648436301133,,['France'],"['Eau', 'aloès broye6%', 'sirop de glucose fructose', 'sucre', 'e330', 'e327', 'e331', ""arôme d'aloès"", 'e300', 'e418']",[],?,38,159 kj(38 kcal),0,0,"9,5",9,0,"0,2","0,08",,"1,5l","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons gazeuses', 'Boissons aux fruits', 'Sodas', 'Sodas aux fruits', 'Sodas aux fruits exotiques']",0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0.2 g,en quantité modérée,,-5%,-5%,,,+1%,-2%,,+1686%,+1686%,,,,,,,,['Paldo'],['asie nord'],,12,-4%,E,-4%,['Plastique'],,4,"['E330 - Acide citrique', 'E327 - Lactate de calcium', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique', 'E418 - Gomme gellane']",,['Corée du Sud'],['Corée du Sud'],http://www.paldofood.com,,
1260,Yaos - Nestlé - 750g,3023290032732,,['France'],[],[],?,130,544 kj(130 kcal),"7,6","5,1","11,8","11,4","2,7","0,11","0,044",,750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,,,,,
1261,Cake Salé - Marlette,3770002297599,"['Bio', 'Fabriqué en France']",['France'],[],[],?,353,1477 kj(353 kcal),"4,7","0,6",63,2,11,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Marlette'],,,,,,,,,,,,,,,,
1262,Foie Gras de Canard Entier - Delpeyrat,3067163645766,,['France'],"['foie gras de canard du Sud-Ouest ', 'Origine : France', 'sel', 'Armagnac', 'poivre', 'sucre', 'conservateur : nitrite de sodium', ' Bouillon de cuisson : eau', 'Armagnac', 'bouillon de volaille ', 'sel', 'viande et graisse de poulet', 'extrait de plante aromatique', 'saccharose', 'épice et plante aromatique', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,550,2301 kj(550 kcal),57,25,"2,7","1,5","7,1","0,93","0,372",B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",57 g,en quantité élevée,25 g,en quantité élevée,1.5 g,en faible quantité,0.93 g,en quantité modérée,,+4%,+4%,+5%,+8%,+13%,+14%,-6%,-22%,-22%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Delpeyrat'],,"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']",20,-4%,E,-4%,,,3,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,
1263,Danone,5410146409318,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Danone'],,,,,,,,,,,,,,,,
1264,Pata light - 250g,3367279910179,,['France'],[],[],?,580,2427 kj(580 kcal),41,"7,69","41,7","4,15","6,93",0,0,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Plaisir chocolat au lait d'amande - Leader Price - 400g (4x 100g),3263859669416,"['Agriculture durable', 'en:UTZ Certified']",['France'],[],[],408,97,408 kj(97 kcal),"3,2","0,8",15,13,"1,2","0,1","0,04",,400 g (4 x 100 g),"['Desserts', 'Desserts végétaliens']",3.2 g,en quantité modérée,0.8 g,en faible quantité,13 g,en quantité élevée,0.1 g,en faible quantité,+15%,+2%,+4%,-6%,-49%,+22%,+41%,-57%,-6%,-6%,,,,,,,,['Leader Price'],['Leader Price'],"['EMB 57132', 'Château-Salins (Moselle, France)']",2,+16%,B,+16%,"['Carton', 'Pots', 'Plastique', 'Frais']",,,,,,,,,
1266,Coffret duo foie gras entier et confit de figue,3432770052601,,['France'],[],[],?,476,1992 kj(476 kcal),49,22,"1,8",0,"6,8","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,3250391193233,3250391193233,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Beurre de baratte bio doux - Naturéo,3701091751549,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,744,3113 kj(744 kcal),82,54,"0,7","0,5","0,8","0,1","0,04",D,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",82 g,en quantité élevée,54 g,en quantité élevée,0.5 g,en faible quantité,0.1 g,en faible quantité,,+2%,+2%,+1%,-2%,-6%,-26%,+17%,+62%,+62%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Naturéo'],,,19,+2%,E,+2%,,,,,,,,,,
1269,Bûche pâtissière framboise citron - 440g,26050300,,['France'],[],[],?,330,1381 kj(330 kcal),18,"7,9",34,30,"6,9","0,19","0,076",D,440 g,"['Desserts', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Pâtisseries', 'Bûches de Noël', 'Bûches pâtissières']",18 g,en quantité modérée,7.9 g,en quantité élevée,30 g,en quantité élevée,0.19 g,en faible quantité,,-9%,-9%,-5%,-29%,-21%,-2%,+80%,-12%,-12%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,,,,17,-12%,D,-12%,,,,,,,,,,
1270,Honey pomelo,6928053020162,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Biscuits Noix de Coco,3417817500666,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Spelari - 150g,8013399165986,,['France'],[],[],?,557,2330 kj(557 kcal),39,17,40,37,"6,6","0,02","0,008",,150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Vin Rosé Cabernet D'Anjou,3245415728447,,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rosés']",,,,,,,,,,,,,,,,,,,46.7%,3.7%,29.6%,13.4%,5.1%,1.4%,45,,,,,,,,,,,,,,,,,
1274,Clémentine - lido - 2.3kg,7032420000028,,['France'],[],[],?,?,,?,,?,,?,,,,2.3kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Clémentines', 'Clémentines fraîches']",,,,,,,,,,,,,,,,,,,,,,,,,,['Lido'],,,,,,,,,,,,['Maroc'],['Berkane'],,,
1275,La Planete des Epices epices couscous,3102870040104,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Impact Native Whey Isolate - MyProtein,5056307398970,,['France'],[],[],?,376,1573 kj(376 kcal),"1,9","0,4","3,9","3,2",86,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['MyProtein'],,,,,,,,,,,,,,,,
1277,Pasticcini,8052283910301,,['France'],[],[],?,517,2163 kj(517 kcal),"26,7","9,4","62,7","17,4","6,4","0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Happy fit,8719375005009,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Le bon végétal - palet gourmand - Herta - 200g,990530101003134558,['Sans colorants'],['France'],[],[],?,153,640 kj(153 kcal),6,"2,1","14,9",3,"7,6","0,9","0,36",,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,['Herta'],,,,,,,,,,,,,,,,
1280,Cadbury Dream White Chocolate,6001065601038,,['France'],[],[],?,0,0 kj(0 kcal),32,18,"59,5","59,5","5,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Cadbury'],,,,,,,,,,,,,,,,
1281,Citrons primofiori traité avec imazalil,3660992000401,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,3760276940031,3760276940031,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,3250390801245,3250390801245,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Saucisson au poivre - Keesbo,8426572033505,,['France'],[],[],?,?,,?,,?,,?,,,D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,,,,,,,,,,,,,,,,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Keesbo'],,,,,,,,,,,,,,,,
1285,Riso Italiano - Ditta ZEI CARLO - 1kg,8010870330055,,"['France', 'Italie']",['Carbohydrate fecule'],[],?,?,,?,,0,0,7,"25,4","10,16",B,1kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",,,,,0 g,en faible quantité,25.4 g,en quantité élevée,,,,,,-100%,-100%,-3%,+85135%,+85135%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Ditta ZEI CARLO'],['Monoprix'],,,,,,['au sec'],,,,,['Italie'],['Italie'],,,
1286,Baguette de tradition française,3000010000189,,['France'],[],[],?,?,,?,,?,,?,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes', 'Pains de tradition française', 'Baguettes de tradition française']",,,,,,,,,,,,,,,,,,,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,,,,,,,,,,,,,,
1287,Mini-piments Rouges - Auchan,3596710480487,"['Nutriscore', 'Nutriscore A']",['France'],[],[],266,64,266 kj(64 kcal),"3,5","1,2","1,4","0,6","1,5","1,4","0,56",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Piments', 'Piments rouges']",3.5 g,en quantité modérée,1.2 g,en faible quantité,0.6 g,en faible quantité,1.4 g,en quantité modérée,,-24%,-22%,-18%,+42%,-82%,-63%,-48%,-77%,-77%,87.9%,0.0%,0.0%,5.3%,5.5%,1.2%,70,['Auchan'],['Auchan'],,,,,,"['Bocal', 'Verre']",,,,,,,,,
