,name,bar_code,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,packaging,labels,ingredients_origins,manufacturing,traceability_code,link,markets,palm_ingredients,brand_owner
443,Huile d'olive LEBLANC - J leblanc,3760109431002,['J leblanc'],['France'],[],,,[],,?,900,3766 kj(900 kcal),100,17,0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,17 g,en quantité élevée,0 g,en faible quantité,,+5%,+5%,+5%,+21%,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,0 g,en faible quantité,-100%,-100%,7,+14%,C,+14%,,,,,,,,,,
444,Saucisson cuit à l'ail -,3760109528603,,['France'],[],,,[],,?,286,1197 kj(286 kcal),24,"9,9",2,"0,8",15,2,"0,8",E,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",24 g,en quantité élevée,9.9 g,en quantité élevée,0.8 g,en faible quantité,,+5%,+4%,+8%,+16%,+82%,+12%,-6%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,2 g,en quantité élevée,-5%,-5%,20,+4%,E,+4%,,['Film en plastique'],,,,,,,,
445,Meringues myrtille - La Ferme de Ramée - 90g,3760109800099,['La Ferme de Ramée'],['France'],"[""Blanc d'œuf"", 'sucre', 'pépite de myrtille : purée de myrtille ', '35 %', 'pommes', ""fibres d'ananas"", 'dextrose', 'épaississant : E401', 'E341', 'arôme', ""correcteur d'acidité : E330"", 'colorant', 'jus concentré de sureau']","['E401 - Alginate de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",['Œufs'],['Non végétalien'],4,?,268,1121 kj(268 kcal),0,0,"62,8","62,5","3,2",0,0,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",0 g,en faible quantité,0 g,en faible quantité,62.5 g,en quantité élevée,,-29%,-29%,-100%,-100%,-28%,-25%,-21%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,90 g,0 g,en faible quantité,-100%,-100%,13,-10%,D,-10%,,"['Sachet', 'Plastique']",['Fabrication artisanale'],,,,,,,
446,Toasts grillés - Pat'Boul de Provence,3760112141370,"[""Pat'Boul de Provence""]",['France'],[],,,[],,?,464,1941 kj(464 kcal),"6,3","0,8",72,"6,8",12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Anchoïade -,3760112142049,,['France'],[],,,[],,?,416,1741 kj(416 kcal),"38,3","4,3","0,3","0,2","17,4","7,3","2,92",,"['Produits à tartiner', 'Produits à tartiner salés', 'Anchoïade']",38.3 g,en quantité élevée,4.3 g,en quantité modérée,0.2 g,en faible quantité,,+4%,+4%,-4%,-13%,-87%,-62%,+110%,,,,,,,,,7.3 g,en quantité élevée,+36%,+36%,19,+2%,E,+2%,,,,,,,,,,
448,Tapas du chef,3760114350237,,['France'],[],,,[],,?,200,837 kj(200 kcal),10,5,26,5,"3,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Delice de poulet - Al Jadid,3760114535115,['Al Jadid'],['France'],"['filet de poulet', 'eau', 'fécule de pomme de terre 4%', 'stabifisant : E452+E451 +E450', 'dextrose', 'protéines de soiq exhausteur de goût : 621', 'sel', 'gélifiant : et céleri', ': E301']","['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",['Céleri'],"['Non végétalien', 'Non végétarien']",4,?,155,649 kj(155 kcal),"1,6","0,6","5,7","0,2","30,1","4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Halal', 'A Votre Service']",,,,,,,
450,Minis Cheese Burgers - Plateau Apéro - 560g,3760114579973,['Plateau Apéro'],['France'],[],,,[],,?,324,1356 kj(324 kcal),20,"10,31",11,9,26,1,"0,4",E,"['Sandwichs', 'Cheeseburgers']",20 g,en quantité modérée,10.3 g,en quantité élevée,9 g,en quantité modérée,,+24%,+24%,+61%,+97%,-53%,+107%,+95%,92.4%,3.5%,1.0%,0.9%,0.5%,1.8%,15,560 g,1 g,en quantité modérée,-24%,-24%,19,+50%,E,+50%,,,,,,,,,,
451,Creme de caramal au beurre sale - La craquanterie - 70g,3760116500692,['La craquanterie'],['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel']",,,,,,,,,,,,,,,,,,,,,,70 g,,,,,,,,,,,,,,,,,,
452,Craquant Chocolat Sachet 150 GRS,3760116502627,,['France'],[],,,[],,?,455,1904 kj(455 kcal),17,"2,9",67,60,"6,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Pomme de terre - La Pascaline,3760120450044,['La Pascaline'],['France'],"['La pomme dé appartient à la famille des fécut au même titre iueleriztles Shles céréales te saviez-vous ? us ne consommons pas su samment de féculents', 'alors qu Ils devraient être présents à chacun de nos repas', "" N'hésitez donc pas à intégrer la pomme de terre dans vos menus et variez les recettes Attention cependant aux modes de cuisson qui peuvent apporter beaucoup de graisses"", 'comme la friture !']",,,[],,?,85,356 kj(85 kcal),0,0,19,0,0,0,0,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Pommes de terre']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-13%,-13%,-100%,-100%,+8%,-100%,-100%,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,,0 g,en faible quantité,-100%,-100%,-4,,A,,,,,,,,,,,
454,Pita fraiche,3760121150080,,['France'],[],,,[],,?,251,1050 kj(251 kcal),"0,8","0,1",54,23,7,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Nougat blanc cube,3760121561091,,['France'],[],,,[],,?,7,29 kj(7 kcal),"9,05","8,5","79,4","51,3","3,81","0,016","0,006",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",9.05 g,en quantité modérée,8.5 g,en quantité élevée,51.3 g,en quantité élevée,,-98%,-98%,-45%,+329%,+21%,-6%,-47%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,0.016 g,en faible quantité,-79%,-79%,18,+12%,D,+12%,,,,,,,,,,
456,Meule bio type 65 - Moulin de Colagne - 5kg,3760123820165,['Moulin de Colagne'],['France'],[],,,[],,?,365,1527 kj(365 kcal),"1,1","0,2",77,"1,5",10,"0,01","0,004",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de froment', 'Farines de froment T65']",1.1 g,en faible quantité,0.2 g,en faible quantité,1.5 g,en faible quantité,,+6%,+6%,-13%,+4%,+11%,-6%,-10%,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,5 kg,0.01 g,en faible quantité,+72%,+72%,-1,,A,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,"['EMB 48049A', 'Chirac (Lozère, France)']",,,,
457,Glace chocolat,3760123951159,,['France'],[],,,[],,?,164.6,689 kj(164 kcal),"8,53","0,88","19,36","18,44","1,56","4,14","1,656",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat']",8.53 g,en quantité modérée,0.88 g,en faible quantité,18.4 g,en quantité élevée,,-28%,-29%,-28%,-89%,-27%,-19%,-57%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,4.14 g,en quantité élevée,+2878%,+2878%,16,+23%,D,+23%,,,,,,,,,,
458,"Glace Aux Marrons Glaces - Maison de la Glace - 330g, 0.5L",3760124190304,['Maison de la Glace'],['France'],"['lait entier', 'creme ', 'stabilisant ', 'carraghénanes', 'coulis à la crème de marron Clément Faugier 7', '1% ', 'crème de marron', 'sucre', 'eau', 'whisky', 'pâte de marrons confits Clément Faugier 8', '8% ', 'marrons', 'sucre', 'sirop de glucose', 'extrait de vanille', 'sucre', 'lait écrémé en poudre', ""crème de marrons de l'Ardèche Clément Faugier 6"", '1% ', 'châtaignes', 'sucre', 'marrons glacés', 'sirop de glucose', 'eau', 'extrait naturel de vanille', 'sirop de sucre inverti', 'whisky', 'émulsifiants ', ""mono - diglycérides d'acides gras"", 'épaississants ', 'farine de caroube', 'alginate de sodium', 'gomme guar', 'carraghénanes']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E412 - Gomme de guar']",['Lait'],['Non végétalien'],4,?,225,941 kj(225 kcal),"8,9","6,2",31,26,"0,6","0,14","0,056",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Glaces aux marrons']",8.9 g,en quantité modérée,6.2 g,en quantité élevée,26 g,en quantité élevée,,+11%,+11%,+37%,+45%,+5%,+10%,-76%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"330 g, 0.5 L",0.14 g,en faible quantité,+60%,+60%,13,+33%,D,+33%,,"['Congelé', 'Triman', 'Point vert', 'Pensez au tri!', 'Boite plastique à jeter', 'Etui carton à recycler']","['Fabriqué en France', 'Glaces artisanales de France charte qualité 2016']",,"['SARL Alfagel', 'Min des Arnavaux', '13014', 'Marseille', 'France']","['FR 13.214.057 CE', 'Marseille 14e  Arrondissement (Bouches-du-Rhône, France)']",,['Carrefour Market'],,
459,Confiture artisanale poire cookies - Du Bruit Dans La Cuisine,3760124230017,['Du Bruit Dans La Cuisine'],['France'],"['Fruits origine CE', '50% poire', '49% sucre de canne', '0,9% pectine de fruits', '0,1% jus de citron', '0,1 % arôme cookies', ' Préparée avec 50g de fruits pcur 1 OOg', ' Teneur totale en sucre 55g pour 100g']",,,[],3,?,218,912 kj(218 kcal),"0,11","0,01",53,"52,8","0,27","0,025","0,01",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de poires']",0.11 g,en faible quantité,0.01 g,en faible quantité,52.8 g,en quantité élevée,,-1%,-1%,-66%,-86%,+0%,+3%,-20%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,0.025 g,en faible quantité,-33%,-33%,11,+20%,D,+20%,,,,"['(poires)', 'Communauté Européenne']",,,,,,
460,Marmelades citron à la mentonnaise - La Cuillère Gourmande - 225g,3760124231359,['La Cuillère Gourmande'],['France'],"['Sucre de canne 56%', 'citrons', '44%']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,41,172 kj(41 kcal),"0,13","0,048","59,6","59,5","0,4","0,2","0,08",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Marmelades', 'Marmelades de citrons']",0.13 g,en faible quantité,0.048 g,en faible quantité,59.5 g,en quantité élevée,,-82%,-83%,-19%,-4%,-2%,+1%,+51%,,,,,,,,225 g,0.2 g,en faible quantité,+282%,+282%,9,-26%,C,-26%,,,,,,,,,,
461,Nectar de citron - Emmanuelle Baillard,3760125984209,['Emmanuelle Baillard'],['France'],[],,,[],,?,48,201 kj(48 kcal),"0,4","0,1","11,8","10,7","0,4",0,0,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de citron']",0.4 g,en faible quantité,0.1 g,en faible quantité,10.7 g,en quantité élevée,,-2%,-0%,+123%,+241%,+4%,0%,+27%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,0 g,en faible quantité,-100%,-100%,15,+10%,E,+10%,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
462,Nectar de poire - Saveurs des Terroirs - 75cl,3760125984247,['Saveurs des Terroirs'],['France'],"['Poires du Pays de Loire 58%', 'eau', 'sucre de canne', 'acidifiant : jus de citron concentré et antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],,[],3,?,56,234 kj(56 kcal),"0,5","0,1","14,4","11,2","0,5",0,0,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de poire']",0.5 g,en faible quantité,0.1 g,en faible quantité,11.2 g,en quantité élevée,,+4%,+3%,+155%,+188%,+12%,-7%,+77%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,75 cl,0 g,en faible quantité,-100%,-100%,14,-8%,E,-8%,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,
463,Jus de Poire,3760126050149,,['France'],[],,,[],,?,57,238 kj(57 kcal),"0,3","0,05","11,7","9,6","0,4","0,01","0,004",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de poire']",0.3 g,en faible quantité,0.05 g,en faible quantité,9.6 g,en quantité élevée,,+12%,+13%,+26%,+15%,+1%,-4%,+23%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,0.01 g,en faible quantité,+38%,+38%,5,+10%,C,+10%,,,,,,,,,,
464,10 mini nonnettes de Dijon - Mulot & Petitjean - 190g,3760129923914,['Mulot & Petitjean'],['France'],"[""Pain d'épices Fourré confiture d'abricot 33% "", 'saccharose', 'abricot ', '35%*', 'sirop de glucose fructose', 'gélifiant ', 'pectines de fruits', ""correcteurs d'acidité "", 'acide citrique', 'citrate trisodique', ',farine de froment ', 'GLUTEN', 'miel 16%', 'sirop de sucre inverti', 'sucre', 'jaunes dŒUFS', 'poudres à lever ', 'carbonates de sodium', ""carbonates d'ammonium"", ""arôme naturel d'orange"", ' *% Exprimé sur la confiture']","['E440 - Pectines', 'E330 - Acide citrique', 'E331iii - Citrate trisodique', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]","['Gluten', 'Fruits à coque']",['Non végétalien'],4,?,345,1443 kj(345 kcal),2,"0,5",78,49,"2,8","0,43","0,172",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux fourrés', 'Nonnettes']",2 g,en faible quantité,0.5 g,en faible quantité,49 g,en quantité élevée,,+2%,+2%,+1%,+20%,+3%,+8%,-24%,,,,,,,,190 g,0.43 g,en quantité modérée,-19%,-19%,13,-13%,D,-13%,,,,,,"['EMB 21231B', ""Dijon (Côte-d'Or, France)""]",,,,
465,"Nectar de peche de vigne PATRICK FONT, bouteille de - Atelier Patrick Font - 1l",3760131160086,['Atelier Patrick Font'],['France'],"['Pulpe de pêche de vigne ', '50 %', 'eau', ' sucre', 'antioxydant : acide citrique', 'Acidifiant : acide ascorbique']","['E330 - Acide citrique', 'E300 - Acide ascorbique']",,[],3,?,150,628 kj(150 kcal),0,0,32,30,0,0,0,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pêche', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,30 g,en quantité élevée,,+194%,+191%,-100%,-100%,+162%,+163%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1 l,0 g,en faible quantité,-100%,-100%,18,+22%,E,+22%,,"['Bottle', 'Bouteille', 'Verre']",,,,,,,,
466,Jus de pomme et framboise artisanal PATRICK FONT - Emile Vergeois,3760131161076,['Emile Vergeois'],['France'],[],,,[],,?,49,205 kj(49 kcal),0,0,11,"9,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,
467,Jus,3760131162028,,['France'],[],,,[],,?,55,230 kj(55 kcal),0,0,14,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Jus de raisin blanc - Atelier Patrick Font - 25cl,3760131162189,['Atelier Patrick Font'],['France'],[],,,[],,?,180,753 kj(180 kcal),0,0,43,40,0,0,0,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de raisin']",0 g,en faible quantité,0 g,en faible quantité,40 g,en quantité élevée,,+169%,+168%,-100%,-100%,+164%,+153%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,25 cl,0 g,en faible quantité,-100%,-100%,10,+3%,E,+3%,,,"['Sans additifs', 'Sans conservateurs']",,,"['EMB 42287', 'Saint-Sauveur-en-Rue (Loire, France)']",,,,
469,Imbert Chestnut Spread Small Jar,3760132090245,['Imbert'],['France'],"['IrvEts : ', '5Œ/O', 'we', 'vorfle Bubon en Preparée cvec 50g de gÏée de rmrrors pu totale en sxres : 60gr pu CoŒew au fais Ogès t Voleurs']",,,[],,?,270,1130 kj(270 kcal),"1,3","0,37","62,5",52,"1,07","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Crème de citron - Biscuiterie des Vénètes,3760133533024,['Biscuiterie des Vénètes'],['France'],"['Sucre', 'oeufs', 'jus de citrons bio ', '30%', ' Traces éventuelles de fruit à coque', 'lait et gluten']",,['Œufs'],['Non végétalien'],4,?,300,1255 kj(300 kcal),"4,4","1,5",60,58,5,"0,3","0,12",,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Crèmes de fruits à tartiner', 'Crèmes de citron']",4.4 g,en quantité modérée,1.5 g,en quantité modérée,58 g,en quantité élevée,,-11%,-10%,-58%,-74%,+3%,+9%,+142%,,,,,,,,,0.3 g,en quantité modérée,+95%,+95%,15,-20%,D,-20%,,,"['Sans additifs', 'Sans colorants', 'Sans conservateurs']",,,,,,,
471,Riste d'aubergines,3760133677179,,['France'],[],,,[],,?,139,582 kj(139 kcal),"12,4","1,5","4,5","1,7","1,5","0,7","0,28",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Aubergines', 'Légumes préparés', 'Aubergines préparées', ""Ristes d'aubergines""]",12.4 g,en quantité modérée,1.5 g,en quantité modérée,1.7 g,en faible quantité,,+13%,+14%,+35%,+32%,-31%,-61%,+25%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,0.7 g,en quantité modérée,-1%,-1%,0,-100%,B,-100%,,,,,,,,,,
472,Tonic -,3760133823347,,['France'],[],,,[],,?,34,142 kj(34 kcal),0,0,"8,5","8,2",0,"0,01","0,004",,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Eau tonique', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,,+21%,+22%,-100%,-100%,+29%,+30%,-100%,,,,,,,,,0.01 g,en faible quantité,+9%,+9%,11,+23%,E,+23%,,,,,,,,,,
473,Auvergnat cola,3760133824542,,['France'],[],,,[],,?,48,201 kj(48 kcal),0,0,12,"11,6",0,"0,01","0,004",,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,11.6 g,en quantité élevée,,-14%,-17%,-100%,-100%,+6%,+23%,-100%,,,,,,,,,0.01 g,en faible quantité,-76%,-76%,15,+96%,E,+96%,,,['Sans conservateurs'],,,,,,,
474,Camembert au lait cru - Fromagerie Maitre Pennec - 250g,3760134180012,['Fromagerie Maitre Pennec'],['France'],"['LAIT de vache Cru ', 'origine France', 'sel', 'présure animale', 'ferments ', 'dont LAIT']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,1180,284,1180 kj(284 kcal),22,16,"0,5","0,4",21,"1,7","0,68",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages au lait cru', 'Camemberts au lait cru']",22 g,en quantité élevée,16 g,en quantité élevée,0.4 g,en faible quantité,+2%,+2%,+2%,+2%,+10%,-5%,+14%,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,250g,1.7 g,en quantité élevée,+1%,+1%,15,+1%,D,+1%,,['Frais'],,"['France', 'Lait origine France']",,"['FR 61.402.001 CE', 'Saint-Hilaire-de-Briouze (Orne, France)']",,,,
475,Sablés - La biscuiterie - 110g,3760135233601,['La biscuiterie'],['France'],[],,,[],,?,492,2059 kj(492 kcal),16,"7,9",60,29,"6,3","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,110g,,,,,,,,,,,,,,,,,,
476,Transit bio - Biotisane,3760135235193,['Biotisane'],['France'],"['verveine', 'cassis', 'ortie', 'vigne rouge', 'bleuet', 'coriandre', 'rose Ch cranberry', 'rosemary', 'fennel', 'coriander', 'chicory', 'rhubarb produits contrôlés par Ecocert Environnement']",,,[],,?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,
477,Gâteau énergétique - Gâteau énergétique Bio Ene? - NUTRISENS - 400g,3760145411310,['NUTRISENS'],['France'],"['Farine de blé', 'sucre roux', 'maltodextrine ', ""poudre d'amandes blanchies* "", '5%', ""poudre d'œuf entier*"", 'poudre levante : bicarbonate de sodium et acide citrique', ""arôme naturel d'amande*"", 'arôme naturel', 'vitamine B1', ' \r*  ingrédients issus de l’agriculture biologique']","['E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Fruits à coque']","['Sans huile de palme', 'Non végétalien']",4,?,389,1628 kj(389 kcal),"5,5",1,76,36,8,"0,42","0,168",,"['Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux']",,,,,,,,+5%,+5%,-47%,-77%,+29%,+20%,+34%,,,,,,,,400 g,,,-32%,-32%,,,,,Préparation en poudre pour gâteaux,"['Pot', 'Aluminium', 'Plastique']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['Magasins U'],,
478,Boisson Bio Energy Orange - Pot - Nutrisens,3760145412928,['Nutrisens'],['France'],"['Dextrose*', 'maltodextrine*', 'arômes naturels', 'sel', 'vitamine B1', "" \r*ingrédients issus de l'agriculture biologique""]",,,['Sans huile de palme'],4,?,30,126 kj(30 kcal),0,0,"7,4","4,8","0,1","0,045","0,018",,"['Boissons', 'Boissons sans sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,4.8 g,en quantité modérée,,-32%,-36%,-100%,-100%,-14%,-29%,-80%,,,,,,,,,0.045 g,en faible quantité,-5%,-5%,9,+63%,D,+63%,,,['Bio'],,,,,['Magasins U'],,
