,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,packaging,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,allergens,nova_score,quantity,ingredients_origins,manufacturing,additives,markets,palm_ingredients,generic_name,link,origin_detail
783,Fruit du dragon,0202932051161,['France'],[],[],?,36,151 kj(36 kcal),0,0,7,0,"1,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,Macarons,0208354058719,['France'],[],[],?,406,1699 kj(406 kcal),14,"3,4",58,49,"9,9","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,5908267101148,5908267101148,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,0062229089112,0062229089112,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Le moulin 5 baies,8376568359358,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,Mon thé super fruit,033036,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,Pignons de pin,3580281250235,['France'],[],[],?,685,2866 kj(685 kcal),65,"5,5","6,3","5,2",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Croissant,0205206015425,['France'],[],[],?,418,1749 kj(418 kcal),26,19,36,"6,3","7,8","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,Miel d’acacia de Hongrie -,3226730005161,['France'],[],[],?,?,,?,0,?,0,?,,,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,-100%,,-100%,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,['Hongrie'],,,,,,,
792,Torsettes au sarrasin bio 500 g,3770012151157,['France'],[],[],?,?,,?,,?,,?,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,Coconut Water,5031416070504,['France'],[],[],?,23,96 kj(23 kcal),0,0,"5,7","4,8",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,Saveurs de provence - Le Roy René,3102621012046,['France'],[],[],?,426,1782 kj(426 kcal),15,3,65,53,"6,2",,,,,['Le Roy René'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,Compte de pomme,3574315860132,['France'],[],[],?,0,0 kj(0 kcal),2,0,15,15,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,Huile d’olive,6194061401327,['France'],[],[],?,59,247 kj(59 kcal),14,10,0,0,0,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,14 g,en quantité modérée,10 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-93%,-93%,-85%,-29%,,,,-100%,-100%,5,-19%,C,-19%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,
797,Bloc de foie gras de canard - Georges Bruck - 140g,3267450002757,['France'],[],[],?,448,1874 kj(448 kcal),"45,4","19,2","2,3","2,2","7,5","1,38","0,552",B,,['Georges Bruck'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,45.4 g,en quantité élevée,19.2 g,en quantité élevée,2.2 g,en faible quantité,1.38 g,en quantité modérée,,-9%,-8%,-10%,-11%,+8%,+65%,+23%,+13%,+13%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['FR 67.482.021 CE', 'Strasbourg (Bas-Rhin, France)']",,,140 g,,,,,,,,
798,Huile de cacahuète toastee,3760109435079,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,Sel maldon  fumé,3325840374300,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,Confiture de mûres,3760175590702,['France'],[],[],?,250,1046 kj(250 kcal),"0,5","0,1",60,60,"0,5",,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,Sit l y laisse de dinde,2689155027940,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)""]",,,,,,,,,,,
802,3700557600223,3700557600223,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,Chewy toffees,4014400924473,['France'],[],[],?,427,1787 kj(427 kcal),"14,9",8,"71,8","40,4","3,4","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,Couronne des rois,3277735224972,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,Boite découverte 380 gr Alain Ducasse,3700829002038,['France'],[],[],?,526,2201 kj(526 kcal),38,19,33,29,"8,3","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Pur brebis Ardi Gasna,3575883005062,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Miel de lavande,3770013454264,['France'],[],[],?,?,,?,,?,,?,,,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
808,Out of africa,7613287192912,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Pain chocolat AOP *4,3478920019667,['France'],[],[],?,421,1761 kj(421 kcal),23,16,45,13,"7,1","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Steack haché Bio,0208514017914,['France'],[],[],?,215,900 kj(215 kcal),15,"6,1",0,0,20,"0,22","0,088",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Saucisse type Toulouse,0203740006565,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,Gauffrettes fines,3382565647126,['France'],[],[],?,470,1966 kj(470 kcal),16,10,75,41,"6,4","0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Кыст аль хинди,89289891,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Escalopes milanaises tomate origan,2255104050712,['France'],[],[],?,132,552 kj(132 kcal),"1,5","0,4","8,3",1,21,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Coffret cadeau chocolat au lait,0732346488753,['France'],[],[],?,423,1770 kj(423 kcal),"6,9","1,6","85,4","74,9","3,5","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Saucisse fumée Lorraine,2641115028213,['France'],[],[],?,368,1540 kj(368 kcal),33,"11,9","1,8",1,16,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,Terrine de chevreuil,3513261270589,['France'],[],[],?,493,2063 kj(493 kcal),50,23,"1,6",0,"8,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Paupiettes de veau figues et Cognac,0247222078787,['France'],[],[],?,217,908 kj(217 kcal),16,"6,3","4,6","1,4",13,"0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,Galettes choux fleurs curry - Produits de la Cigogne,3527480060425,['France'],[],[],?,137,573 kj(137 kcal),"6,2","0,8",16,"0,65","3,3","0,7","0,28",,,['Produits de la Cigogne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,Jambon supérieur Traditionnel,2653869025523,['France'],[],[],?,189,791 kj(189 kcal),11,"3,8","0,5","0,3",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,Couronne des rois aux pépites de chocolat au lait,3173310020918,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,Tartinable au foie de canard aux poivrons,3513261250253,['France'],[],[],?,342,1431 kj(342 kcal),34,16,"1,8","0,1","7,1","1,3","0,52",,,,"['Produits à tartiner', 'Produits à tartiner salés']",,34 g,en quantité élevée,16 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,,+16%,+16%,+30%,+106%,-49%,-92%,-19%,-2%,-2%,19,+52%,E,+52%,,,,,,,,,,,,,,,,,,,
823,Assortiment choucroute bio,2251849058976,['France'],[],[],?,217,908 kj(217 kcal),"15,9","6,2",1,"0,5","18,3",2,"0,8",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,Paprika Hongrie - SARABAR,0701197123182,['France'],[],[],?,?,,?,,?,,?,,,,,['SARABAR'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,The protein works diet whey complex extrême Banana smooth,5060455517053,['France'],[],[],?,366,1531 kj(366 kcal),"5,6","2,7","5,5","4,1",72,"0,86","0,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,Boudin blanc,2691739027338,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,Maslanka straciatella,5900512999265,['France'],[],[],?,72,301 kj(72 kcal),"1,3","0,8",12,11,3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,Tartare d’algues,3700189555403,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,elixir originaux du docteur bach,3660341092064,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,Marguerite au pavot,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,Mélange légumes anciens,3434410075988,['France'],[],[],?,36,151 kj(36 kcal),"0,2",0,"5,4","2,4","1,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,farci poitevin artisanal,0212454044473,['France'],[],[],?,126.2,528 kj(126 kcal),"9,3","3,48","5,8","3,7","3,95","1,62","0,648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,Aci sos,8690508600493,['France'],[],[],?,68,285 kj(68 kcal),0,0,12,9,"2,8","3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Protéines mix vegan,3701182300328,['France'],[],[],?,383,1602 kj(383 kcal),12,"2,2","5,2","3,8",50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,Crème dessert,8794071550015,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Étoiles pralinées,3395250001431,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,Citron,8424091507224,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,Protein bread,5600961118308,['France'],[],[],?,358,1498 kj(358 kcal),"3,3","1,4",3,"0,7",22,"0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,Pain burger,0290057007224,['France'],[],[],?,215,900 kj(215 kcal),"1,8","0,3",40,"1,6","7,4","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,Courgette,3661949020206,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,The ventre leger,3760249070093,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,Crêpe dentelle bretonne,3552085010032,['France'],[],[],?,482,2017 kj(482 kcal),20,13,68,50,6,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,8010503518768,8010503518768,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,Poulet nourri aux graines de lin,0215694015555,['France'],[],[],?,180,753 kj(180 kcal),12,"2,9",0,0,18,"0,24","0,096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,,,,,,,
845,Colorant poudre,3700105238700,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,Escalope de dinde,2689119047106,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
847,Roquefort AOP LC Affine 10 mois,2661372020478,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,Foie gras,3332270005919,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,Gummi Candy,8436036180157,['France'],[],[],?,335,1402 kj(335 kcal),"0,2","0,2",76,54,6,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,Pesto marin,3467740028133,['France'],[],[],?,306,1280 kj(306 kcal),"30,08","30,08","2,5","2,5","3,8","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,Muesli aux fruits rouges - Moulin des Moines,3347430021524,['France'],"['Flocons de céréales* ', 'Orge""', 'avoine*', 'blé""', 'épeautre*', ""flakes d'épeautre* "", 'épeautre""', 'sirop de mais""', ' flocons de framboises*2', '2%', 'flocons de fraises"" 2', '2% ', 'cerises* 2', '2% ', 'pommes""']",[],?,354,1481 kj(354 kcal),"3,17","0,55","65,29",5,"10,97","0,07","0,028",B,,['Moulin des Moines'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",3.17 g,en quantité modérée,0.55 g,en faible quantité,5 g,en quantité modérée,0.07 g,en faible quantité,,-11%,-11%,-70%,-80%,+6%,-72%,+15%,-52%,-52%,-5,-246%,A,-246%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,"['Gluten', 'Avoine']",1,,,,,,,,,
852,Bonne Maman Figue Intense,17795869,['France'],[],[],?,164,686 kj(164 kcal),"0,2",0,39,39,"0,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,La gourmande,3502490238286,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,Mimolette francaise,2259797012071,['France'],[],[],?,325,1360 kj(325 kcal),25,18,0,0,25,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Tohi chocolat bio,5413415902602,['France'],[],[],?,571,2389 kj(571 kcal),40,24,41,37,7,"0,1","0,04",,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,Vin rouge corbiere,3760008900234,['France'],[],[],?,?,,?,0,?,0,?,,,D,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,,,,,,,,,,,,-100%,,-100%,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,,
857,Taboulé à la libanaise,,['France'],[],[],?,?,,?,,?,,?,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Thé du matin n.24,3585810080482,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Rullettes Pure Oie,3443705007306,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,Filet de poulet,2053622072427,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
861,La mountagnette,3760250420702,['France'],[],[],?,259,1084 kj(259 kcal),"22,7",16,0,0,"13,9","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 66.067.007 CE', 'Err (Pyrénées-Orientales, France)']",,,,,,,,,,,
862,Le paté du père Marc au cidre - 180g,3418470005703,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,
863,Pepe roncino,8006614286993,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Terrine de lièvre au romarin,3432770040370,['France'],[],[],?,255,1067 kj(255 kcal),22,"7,6",0,0,14,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,8414892314411,8414892314411,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Pâres de fruits d’Auvergne,3442370314023,['France'],[],[],?,352,1473 kj(352 kcal),0,0,"88,1","78,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Steack Hache de poulet,3701004808872,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Foie Gras Entier de Canard aux Figues mi-cuit,2200169002701,['France'],[],[],?,564,2360 kj(564 kcal),57,24,"7,3","3,8","6,4","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Château Vieira,3347990119068,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Filet de maquereaux,3251870002435,['France'],[],[],?,238,996 kj(238 kcal),16,"4,6",45,"0,5",24,"0,2","0,08",D,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,16 g,en quantité modérée,4.6 g,en quantité modérée,0.5 g,en faible quantité,0.2 g,en faible quantité,,+7%,+8%,-2%,+25%,+4067%,-6%,+46%,-82%,-82%,1,-84%,B,-84%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,,,,,,,
871,Truffle selection N3,5060002042779,['France'],[],[],?,585,2448 kj(585 kcal),46,30,36,32,"5,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Cake aux fruits,0207360035424,['France'],[],[],?,385,1611 kj(385 kcal),16,"9,9",54,35,"5,4","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Melba toast Naturel,8710785000301,['France'],[],[],?,0,0 kj(0 kcal),"2,1","1,1","75,1","2,5","13,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Buchettes beurre,,['France'],[],[],?,191,799 kj(191 kcal),"9,9","6,4",23,17,"2,2","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Chateau Goubau,3760190270009,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,TOASTINADE FOIES DE VOLAILLE CONFITS AU BEAUJOLAIS BLANC - Les p'tits plats d'Denis - 100g,0118254127388,['France'],"['Ingrédionts: T foie de volaille 29% origine: FRANCE graisse de canard-OEUF - beaujolais blanc 11% ', 'SULFITE', '- CREME - oignon - ail sel-poivre - piment']",['Non végétalien'],1200,290,1200 kj(290 kcal),27,"9,6","2,2","1,1","7,6","1,3","0,52",,['Verre'],"[""Les p'tits plats d'Denis""]","['Viandes', 'Charcuteries', 'Charcuteries diverses']",,27 g,en quantité élevée,9.6 g,en quantité élevée,1.1 g,en faible quantité,1.3 g,en quantité modérée,+8%,-1%,-1%,+10%,+4%,+26%,+40%,-49%,-33%,-33%,17,-10%,D,-10%,,,,,,,,"['FR 69.190.003 CE', 'Sainte-Consorce (Rhône, France)']","['Œufs', 'Lait', 'Anhydride sulfureux et sulfites']",3,100 g,,,,,,,,
877,Quitte de sablé pour Noël,3760057471112,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Comté aop récital lait cru 15 mois,2884488025520,['France'],[],[],?,?,,?,,?,,?,,,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
879,Patte à tartiner - Nutella,36661615853654,['France'],[],[],?,5,21 kj(5 kcal),31,11,58,56,6,"0,106","0,042",,,['Nutella'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Confit de manchons de canard du Périgord,3598960099273,['France'],[],[],?,275,1151 kj(275 kcal),18,5,0,0,29,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Baguette sans sel - Intermarche - 250g,0216046004265,['France'],"['Farine de BLE T65', 'GLUTEN de BLE', 'malt de BLE ', '<0,3%', 'enzymes : alpha amylases', 'hemicellulases et xylanases', 'agent de traitement de la farine : acide ascorbique', 'eau', 'Levure']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,?,,?,,?,,?,,,,['Papier-plastique'],['Intermarche'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains blancs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],4,250 g,,,"['E1100 - Amylases', 'E300 - Acide ascorbique']",['intermarché'],,,,
882,8004767003894,8004767003894,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Jus de pommes,3507291240902,['France'],[],[],?,35,146 kj(35 kcal),"0,14","0,1","8,2","7,8","0,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Collier de perle en sucre,3395503081784,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Nos tablettes gourmandes,3274648170167,['France'],[],[],?,557,2330 kj(557 kcal),41,23,34,28,"8,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Vitamine C liposomale,0705632864975,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Filet de poulet,2276746033529,['France'],[],[],?,95,397 kj(95 kcal),"0,6",0,"1,2",0,21,1,"0,4",D,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,-27%,-27%,-79%,-100%,+151%,-100%,-8%,+33%,+33%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",,,,,,,,,,,
888,Sachet cailloux,3274645121537,['France'],[],[],?,381.9,1598 kj(381 kcal),"7,5","3,1",73,68,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Biscuit croquant Breton,3760116504065,['France'],[],[],?,460,1925 kj(460 kcal),16,"1,3",68,61,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
