,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,brand,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,manufacturing,traceability_code,generic_name,markets,palm_ingredients,link
166,Pizza Barbecue - Comptoir M,3760010629512,['en:gluten-free'],['France'],"['Composition & ingrédients Mélange panifiable sans gluten ', 'amidon de maïs', 'OEUF', 'dextrose', 'stabilisant E-415', 'sel', ""correcteur d'acidité E-341i"", 'antioxydant E-300', 'sauce barbecue 20% ', 'tomate', 'eau', 'sucres', ""vinaigre d'alcool"", 'amidon de maïs', 'sel', 'stabilisants', 'E-410', 'E-412 et E-440', 'acidifiant E-330', 'conserva - teur E202 et E201', 'arôme de fumée', 'colorant E150', 'épices', 'préparation lactée à la mozzarella: protéines de LAIT', 'matière grasse végétale ', 'palme', 'mozzarella', 'amidon modifié', 'sel', 'émulsifiants ', 'E-331', 'E-339 et E-452', 'stabili - sants ', 'E-407', 'E-440 et E-464', ""correcteur d'acidité "", 'E-330', ' et antiagglomérant ', 'amidon de maïs', 'eau', 'viande bovine cuisinée 20% ', 'viande bovine', 'oignons', 'sel', 'épices et arômes', 'margarine ', 'matières grasses végétales ', 'palme', 'coco', 'soja', 'tournesol en proportion variable', 'émulsifiant E-471 ', 'lécithines', 'sel', 'acidifiant E-330', 'arômes', 'conservateur E-202 et colorant: carotènes', 'OEUF pasteurisé ', 'OEUF', 'conservateur: sorbate de potassium', 'acide citrique', 'levure fraiche', 'sel', 'origan et conservateur ', 'Propio - nate de calcium', ' Ce produit a été élaboré dans un atelier qui utilise des FRUITS A COQUE du POISSON ainsi que des ingrédients contenant du SOJA et de la MOUTARDE']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,269,12,35,5,,['Comptoir M'],,"['E415 - Gomme xanthane', 'E341i - Phosphate monocalcique', 'E300 - Acide ascorbique', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E440 - Pectines', 'E330 - Acide citrique', 'E201 - Sorbate de sodium', 'E150 - Caramel', 'E14XX - Amidons modifiés', 'E331 - Citrates de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E464 - Hydroxypropylméthylcellulose', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']","['Œufs', 'Poisson', 'Lait', 'Moutarde', 'Soja']",4,,,,,,,,,,,1125 kj(269 kcal),,,"2,1",,,"3,4",,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,
167,Pizza quatre fromages sans gluten -  - 380g,3760010629536,['en:gluten-free'],['France'],[],[],?,199,11,20,10,C,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",,,,11 g,en quantité modérée,6.5 g,en quantité élevée,1.4 g,en faible quantité,1.1 g,en quantité modérée,,-21%,833 kj(199 kcal),-21%,+6%,"6,5",+16%,-25%,"1,4",-50%,-14%,"1,1",-13%,"0,44",-13%,12,+3%,D,+3%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,380 g,,,,,,,,
168,SuperCrunch - Skippy - 340g,3760010641,"['Extra Crunchy', 'Great Peanut Taste']",['France'],"['cacahuètes grillées ', '91%', 'sucre', 'huile de palme hydrogénée', 'sel']","['Huile de palme', 'Végétalien', 'Végétarien']",2679,?,"52,2","16,6","25,6",D,"['Skippy', 'Hormel Foods Corporation']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,['Arachides'],4,52.2 g,en quantité élevée,10 g,en quantité élevée,9.4 g,en quantité modérée,0.85 g,en quantité modérée,+6%,,2679 kj(640 kcal),+7%,+9%,10,+20%,+15%,"9,4",+48%,+4%,"0,85",+59%,"0,34",+59%,7,-36%,C,-36%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,340g,"['Pot', 'Plastique']",,"['Austin', 'USA']",,Beurre de cacahuètes avec morceaux,['Carrefour'],['Huile de palme'],
169,Vinaigre de cidre - François Séhédic,3760010805190,,['France'],[],[],?,10,0,"2,5",0,B,['François Séhédic'],"['Vinaigres', 'Vinaigres de cidre']",,,,0 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,,,,-33%,42 kj(10 kcal),-30%,-100%,0,-100%,+67%,"0,8",+7%,-100%,,,,,,,,,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,
170,Taralli croquants au romarin et pomme de terre,3760010891506,['Fabriqué en Italie'],['France'],[],[],?,480,"19,2","67,7","8,1",,,,,,,,,,,,,,,,,2008 kj(480 kcal),,,"2,9",,,"7,2",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,
171,Porc Grillé Pommes de Terre à l'ail - La Cagette - 300g,3760011007586,,['France'],"['Pommes de terre 51,6% ', 'pommes de terre avec peau', 'eau', 'viande de porc cuisinée 25% ', 'viande de porc', 'saindoux raffiné', 'eau', 'sel', 'sucre', 'jus ', 'eau', 'huile de tournesol', 'bouillon de volaille ', 'os et viande de poulet', 'amidon modifié de maïs', 'caramel ', 'sucre', 'eau', 'arôme ', 'arôme ', 'blé', 'soja', 'exhausteurs de goût : E621', 'E627', 'E631', 'sel', 'colorant : caramel E150b', 'épaississants : gomme xanthane', 'farine de graines de guar', 'oignons déshydratés', 'ail 0,1%', 'poivre']","['Non végétalien', 'Non végétarien']",485,?,"6,6",9,"5,3",,['La Cagette'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Plats préparés à réchauffer au micro-ondes']","['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E150b - Caramel de sulfite caustique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar']","['Gluten', 'Soja']",4,6.6 g,en quantité modérée,1.2 g,en faible quantité,0.9 g,en faible quantité,0.8 g,en quantité modérée,-35%,,485 kj(116 kcal),-37%,-27%,"1,2",-60%,-39%,"0,9",-52%,-36%,"0,8",-31%,"0,32",-31%,2,-66%,B,-66%,,,,,,,,300 g,['Bois'],['France'],['France'],"['EMB 15187', 'Saint-Flour (Cantal, France)', 'FR 15.187.012 CE', 'Saint-Flour (Cantal, France)']",,['Cora'],,
172,La Poêlée Méditerranéenne - A La Carte,3760011007968,,['France'],[],[],?,118,"4,6",13,"5,7",,['A La Carte'],,,,,,,,,,,,,,,494 kj(118 kcal),,,"0,5",,,"1,2",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
173,Poêlée paysanne -,3760011007975,,['France'],[],[],?,154,"8,6",12,"6,3",,,"['Plats préparés', 'Poêlées', 'Poêlées à la paysanne']",,,,8.6 g,en quantité modérée,2 g,en quantité modérée,2 g,en faible quantité,1 g,en quantité modérée,,+35%,644 kj(154 kcal),+34%,+73%,2,+65%,0%,2,+61%,+81%,1,+80%,"0,4",+80%,3,,C,,,,,,,,,,,,,"['FR 15.187.012 CE', 'Saint-Flour (Cantal, France)']",,,,
174,Thé Vert au Jasmin - La Route des Comptoirs,3760011014416,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,0,0,0,0,,['La Route des Comptoirs'],,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Buchette Affinée Pur Brebis,3760011020660,,['France'],[],[],?,309,24,"4,3",19,,,,,,,,,,,,,,,,,1293 kj(309 kcal),,,17,,,"0,1",,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
176,PAÏ MU TAN thé blanc -,3760011111313,['Bio'],['France'],[],[],?,4,0,0,0,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions', 'Thés blancs']",,,,,,,,,,,,,-50%,17 kj(4 kcal),-45%,-100%,0,-100%,-100%,0,-100%,-100%,0,-100%,0,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
177,Boisson au riz,3760011111757,['Bio'],['France'],[],[],?,56,"1,3",11,"0,1",E,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', 'Boissons au riz']",,,,1.3 g,en faible quantité,0.1 g,en faible quantité,5 g,en quantité modérée,0.09 g,en faible quantité,,-3%,234 kj(56 kcal),-4%,+7%,"0,1",-58%,-1%,5,-12%,-71%,"0,09",-5%,"0,036",-5%,1,+23%,B,+23%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,,,,,
178,Thé du bonheur - La Route des Comptoirs,3760011131243,['Bio'],['France'],[],[],?,0,0,0,0,,['La Route des Comptoirs'],,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Évasion thé vert - La Route des Comptoirs,3760011131250,"['Bio', 'Fabriqué en France']",['France'],[],[],?,?,?,?,?,,['La Route des Comptoirs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Thé vert diges't - La Route Des Comptoirs,3760011131595,['Bio'],['France'],[],[],?,0,0,0,0,,['La Route Des Comptoirs'],['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,
181,Thé Mu Macrobiotique - La Route des Comptoirs - 15g,3760011131700,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique', 'Macrobiotique']",['France'],"[""Écorces d'orange"", ""graines d'anis"", 'cassia', 'cannelle de Chine', 'racines de réglisse', 'graine de fenouil et clous de girofle']",[],?,?,?,?,?,A,['La Route des Comptoirs'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,15 g,['Sachet'],,,,,,,
182,Thé vert- Rêves éternels - La Route des Comptoirs,3760011131762,['Fabriqué en France'],['France'],[],[],?,0,0,0,0,,['La Route des Comptoirs'],,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Thé Vert de Chine - La Route des Comptoirs - 100g,3760011131779,"['Bio', 'Bio européen']",['France'],[],[],?,?,?,?,?,B,['La Route des Comptoirs'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés verts chinois']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,100 g,,['Chine'],,,,,,
184,The noir - La Route des Comptoirs,3760011132042,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,0,0,0,0,B,['La Route des Comptoirs'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",,,,,,,,,,,,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
185,Thé Perle D’Amour - La Route Des Comptoirs,3760011132295,"['Bio', 'Commerce équitable', 'Max Havelaar']",['France'],"['Thé noir', 'pétales de rose et de bleuet', 'arômes naturels de rose et de fruits rouges ', 'traces de soja']",[],?,0,0,0,0,,['La Route Des Comptoirs'],"['Boissons', 'Boissons sans sucre ajouté']",,,4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,
186,Thé noir abricot mangue calendula - La Route des Comptoirs,3760011132370,"['Bio', 'Fabriqué en France']",['France'],[],[],?,0,0,0,0,B,['La Route des Comptoirs'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,0,-100%,0,-100%,0,-100%,B,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
187,Gingembre thé noir - La Route des Comptoirs,3760011132547,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France', 'Max Havelaar']",['France'],[],[],?,0,0,0,0,,['La Route des Comptoirs'],,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
188,ROOÏBOS sans théine Nature Bio,3760011132714,['Bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Tisane citron glace - La Route Des Comptoirs,3760011133032,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture UE/Non UE', 'Fairtrade International', 'FR-BIO-01', 'Fabriqué en France', 'Max Havelaar', 'Sans sucre ajouté', 'Sans colorants']",['France'],"[""*produit issu de l'agriculture biologique/ Ingrédients conformes aux standards du commerce équitable Fairtrade / Max Havelaer hibiscus"", 'rootbos ', '40% du poids total', ' - Â—Journée > Soirée Fabriqué en France U FR', 'BIO-OI AGR}CULTURE UE/NON', 'UE']",[],?,0,0,0,0,,['La Route Des Comptoirs'],['Boissons'],,,,0.0001 g,en faible quantité,0.0001 g,en faible quantité,0.0001 g,en faible quantité,0.0001 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,
190,Magie de Noël - La Route Des Comptoirs,3760011133650,"['Bio', 'Commerce équitable', 'Max Havelaar']",['France'],[],[],?,0,0,0,0,,['La Route Des Comptoirs'],['Boissons'],,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,
191,Chung Mee - La Route des Comptoirs - 40g,3760011134121,"['Bio', 'Commerce équitable', 'Fairtrade International', 'Point Vert', 'Fabriqué en France', 'Max Havelaar']",['France'],['Thé vert de Chine'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,A,['La Route des Comptoirs'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions']",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,40 g,"['Carton', 'boîte', 'Sachet', 'Emballage recyclable']",['Chine'],['France'],,Thé vert Nature de Chine,,,
192,Rooibos de noel - L Route Des Comptoirs,3760011134305,"['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Max Havelaar', 'AB Agriculture Biologique']",['France'],"[""conformes aux standards du commerce équitable Fairtrade I Max Havelaar : Roo'ibos"", 'cannelle', 'gingembre', 'cardamome', 'hibiscus', 'clou de girofle ', '90%du poids total', "" Pour plus d'informations : www"", 'info', 'fairtrade', 'net']",[],?,0,0,0,0,B,['L Route Des Comptoirs'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Rooibos']",,,1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-100%,0,-100%,-100%,0,-100%,0,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,
193,Infusion Ayurvedique Maitrise de soi - La route des comptoirs,3760011138341,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,0,0,0,0,,['La route des comptoirs'],,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Kapha - Infusion ayurvédique aux épices,3760011138358,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
195,Tarte aux poireaux - Toupargel - 400g,3760011177234,,['France'],"['Garniture ', '68 %', ' : poireaux en morceaux ', '29,1 %', 'eau', 'crème fraîche pasteurisée ', '17,9 %', 'oeufs frais entiers pasteurisés ', '8,7 %', 'emmental ', '3,2 %', 'fromage frais', 'amidon de riz', 'dextrose de blé', 'sel', 'arômes naturels de poivre et de muscade', 'paprika', '\r Pâte ', '32 %', ' : farine de blé', 'eau', 'huile végétale de colza non hydrogénée', 'fécule de pomme de terre', 'oeufs frais entiers pasteurisés ', '3,5 %', 'crème de riz', 'préparation déshydratée ', 'poudres à lever : diphosphate disodique', 'carbonate acide de sodium', 'amidon de blé', 'lait écrémé en poudre', 'sel']",['Non végétalien'],846,?,"10,9","20,2","5,2",C,['Toupargel'],"['Surgelés', 'Plats préparés', 'Tartes', 'Pizzas tartes salées et quiches', 'Tartes salées', 'Pizzas et tartes surgelées', 'Quiches', 'Tartes salées surgelées', 'Quiches au poireau']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium']","['Œufs', 'Gluten', 'Lait']",4,10.9 g,en quantité modérée,3.9 g,en quantité modérée,2 g,en faible quantité,0.8 g,en quantité modérée,-8%,,846 kj(202 kcal),-11%,-17%,"3,9",-47%,-1%,2,-17%,-10%,"0,8",-11%,"0,32",-11%,4,-64%,C,-64%,69.5%,13.3%,3.6%,3.9%,2.1%,7.7%,59,400 g,"['Carton', 'Surgelé']",,,"['FR 17.300.105 CE', 'Rochelle (Charente-Maritime, France)', 'EMB 17300W', 'Rochelle (Charente-Maritime, France)']","Tarte à base de poireaux, crème fraîche, oeufs frais et emmental, surgelée",['Toupargel'],,
196,10 quiches lorraines aux oeufs frais - Toupargel - 750g,3760011177296,,['France'],[],[],?,239,12,23,"9,3",D,['Toupargel'],"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Plats préparés surgelés', 'Quiches', 'Quiches lorraines']",,,,12 g,en quantité modérée,3.8 g,en quantité modérée,3.4 g,en faible quantité,0.9 g,en quantité modérée,,-9%,1000 kj(239 kcal),-9%,-26%,"3,8",-56%,+19%,"3,4",+47%,+0%,"0,9",-13%,"0,36",-13%,3,-79%,C,-79%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,750 g,"['Carton', 'Surgelé']",,,,,,,
197,6 crêpes fourrées - Toupargel,3760011178101,,['France'],[],[],?,278,"9,7","38,4","8,2",B,['Toupargel'],"['Crêpes et galettes', 'Crêpes']",,,,9.7 g,en quantité modérée,1.3 g,en faible quantité,18 g,en quantité élevée,0.22 g,en faible quantité,,-9%,1163 kj(278 kcal),-10%,-2%,"1,3",-64%,-15%,18,-15%,+15%,"0,22",-73%,"0,088",-73%,2,-83%,B,-83%,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,,,,,,,,
198,10 crêpes demi-lune aux fromages - Toupargel - 500g,3760011178118,,['France'],"['Garniture 60 % : eau', 'emmental 15 %', 'farine de blé', 'lait écrémé en poudre', 'huile végétale de tournesol non hydrogénée', 'Comté AOP 5 %', 'crème fraiche pasteurisée', 'arômes naturels de poivre et de muscade', 'sel', '\r Pâte 40 % : eau', 'farine de blé', 'oeufs frais entiers pasteurisés 8 %', 'lait écrémé en poudre', 'huile végétale de tournesol non hydrogénée', 'dextrose de blé', 'sel']","['Sans huile de palme', 'Non végétalien']",761,?,"8,7","18,4",7,,['Toupargel'],"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,"['Gluten', 'Lait']",4,8.7 g,en quantité modérée,3 g,en quantité modérée,3.7 g,en faible quantité,0.551 g,en quantité modérée,+25%,,761 kj(182 kcal),+21%,+24%,3,+15%,+40%,"3,7",+77%,+4%,"0,551",-28%,"0,22",-28%,2,-17%,B,-17%,,,,,,,,500 g,"['Carton', 'Surgelé']",,['France'],"['FR 17.300.105 CE', 'Rochelle (Charente-Maritime, France)', 'EMB 17300W', 'Rochelle (Charente-Maritime, France)']",,['Toupargel'],,
199,8 crêpes paysannes - Eismann,3760011178330,,['France'],[],[],?,157,"6,3",17,"7,6",,['Eismann'],,,,,,,,,,,,,,,657 kj(157 kcal),,,"1,7",,,"3,8",,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,
200,8 crêpes paysannes - Eismann,3760011178330,,['France'],[],[],?,157,"6,3",17,"7,6",,['Eismann'],,,,,,,,,,,,,,,657 kj(157 kcal),,,"1,7",,,"3,8",,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,
201,tarte aux poireaux - Eismann,3760011178842,,['France'],[],[],?,202,11,20,"5,1",C,['Eismann'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches au poireau']",,,,11 g,en quantité modérée,3.8 g,en quantité modérée,2.3 g,en faible quantité,0.71 g,en quantité modérée,,-13%,845 kj(202 kcal),-11%,-16%,"3,8",-48%,-2%,"2,3",-5%,-12%,"0,71",-21%,"0,284",-21%,5,-55%,C,-55%,69.5%,13.3%,3.6%,3.9%,2.1%,7.7%,59,,,,,,,,,
202,Thé noir : Rêves de Noël - La Route des Comptoirs,3760011218821,"['Bio', 'Commerce équitable', 'Max Havelaar']",['France'],[],[],?,?,?,?,?,,['La Route des Comptoirs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,bloc de foie gras de canard - La Combe de Job,3760011241416,,['France'],[],[],?,490,51,"1,2","6,6",B,['La Combe de Job'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,,,51 g,en quantité élevée,21 g,en quantité élevée,0.7 g,en faible quantité,1.4 g,en quantité modérée,,0%,2050 kj(490 kcal),+0%,+1%,21,-2%,-43%,"0,7",-47%,+8%,"1,4",+15%,"0,56",+15%,22,+8%,E,+8%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,
204,Toast Gaillard au Foie Gras et aux Cèpes et Bolets - 80g,3760011241454,['Point Vert'],['France'],"['Foie gras de canard ', '65 %', 'eau ', '23 %', 'cèpes ', '9 %', 'Armagnac ', '1,3 %', 'sel', 'sel nitrité', 'sucre', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1593,?,39,"3,2","5,6",D,['Toast Gaillard'],"['Produits à tartiner', 'Plats préparés', 'Produits à tartiner salés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,3,39 g,en quantité élevée,16 g,en quantité élevée,0.6 g,en faible quantité,1.1 g,en quantité modérée,+89%,,1593 kj(381 kcal),+61%,+127%,16,+166%,-24%,"0,6",-19%,-62%,"1,1",-4%,"0,44",-4%,18,+82%,D,+82%,80.1%,13.0%,2.0%,3.0%,1.1%,0.8%,38,80 g,"['Bocal', 'Verre', 'métal']",,,"['FR 19.153.003 CE', 'Objat (Corrèze, France)']",,"[""Aire d'autoroute""]",,
205,Pâté corrézien au magret fumé - La Combe de Job,3760011242055,,['France'],[],[],?,331,30,"1,2",14,,['La Combe de Job'],,,,,,,,,,,,,,,1385 kj(331 kcal),,,11,,,"0,7",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,
206,Pâté Limousin aux Châtaignes et au Foie Gras - La Combe De Job,3760011242147,,['France'],"['Viande et gras de porc', 'foie de volaille', 'châtaignes ', '15%', 'foie gras de canard ', '8%', 'lait', 'œufs', 'persil', 'gelée', 'Armagnac', 'sel', 'poivre', 'épices']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,348,32,"3,9",11,,['La Combe De Job'],,,"['Œufs', 'Lait']",,,,,,,,,,,,1456 kj(348 kcal),,,12,,,"0,9",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,
207,Pollen de fleurs Atelier de l'abbaye 200g - 200g,3760011590743,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,328,0,"59,3","17,6",,,,,,,,,,,,,,,,,1372 kj(328 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,200 g,,,,,,,,
