,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,brand,labels,ingredients_origins,manufacturing,traceability_code,markets,quantity,link,additives,allergens,nova_score,palm_ingredients,generic_name,brand_owner,origin_detail
652,Pain d’epeautre complet,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,9004380134004,9004380134004,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Baby biscuits,3288131502236,['France'],[],[],?,465,14,78,"5,6",,,,,,,,,,,,,1946 kj(465 kcal),,,"1,2",,,"2,2",,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,J’go,3701309006331,['France'],[],[],?,27,"0,19","5,38","0,76",,,,,,,,,,,,,113 kj(27 kcal),,,"0,04",,,"1,97",,,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,J’go,3701309000148,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Pain de seigle - Super U,3590631788677,['France'],[],[],?,155,"1,1",29,"3,9",,,,,,,,,,,,,649 kj(155 kcal),,,"0,1",,,"2,5",,,,,,,,,,,,,,,,,,,['Super U'],,,,,,,,,,,,,,
658,Sauté de Boeuf aux carottes,3701309006249,['France'],[],[],?,163,"8,1","0,84","0,65",,,,,,,,,,,,,682 kj(163 kcal),,,"3,37",,,"0,65",,,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Sauté de Porc à la moutarde,3701309006287,['France'],[],[],?,95,"5,97",22,"7,72",,,,,,,,,,,,,397 kj(95 kcal),,,"2,25",,,"1,59",,,11,,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Tartinable d'algues,3467740039252,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Cocoxim pure coconut water,8938507849179,['France'],[],[],?,17,0,4,"0,4",,,,,,,,,,,,,71 kj(17 kcal),,,0,,,3,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Pata Rustica GR.,8002183000831,['France'],[],[],?,557,36,51,"5,5",,,,,,,,,,,,,2330 kj(557 kcal),,,"4,1",,,"0,6",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Prince 2023,7622210449260,['France'],[],[],?,467,17,69,"6,3",,,,,,,,,,,,,1954 kj(467 kcal),,,"5,6",,,32,,,"0,49",,"0,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Épices poisson,8436038264114,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Terrine de campagne,3770019252048,['France'],[],[],?,310,"25,8","1,9","17,5",,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",25.8 g,en quantité élevée,8.7 g,en quantité élevée,0.4 g,en faible quantité,1.6 g,en quantité élevée,,-4%,1297 kj(310 kcal),-4%,-9%,"8,7",-19%,-17%,"0,4",-54%,+25%,"1,6",0%,"0,64",0%,18,-7%,D,-7%,,,,,,,,,,,,,"['FR 07.338.002 CE', 'Vernoux-en-Vivarais (Ardèche, France)']",,,,,,,,,,
666,Saucisses blanches de veau,2443956043031,['France'],[],[],?,270,23,"5,2",10,,,,,,,,,,,,,1130 kj(270 kcal),,,"9,4",,,"3,9",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,La souris d'agneau confite,2226386051230,['France'],[],[],?,125,5,"1,9",18,,,,,,,,,,,,,523 kj(125 kcal),,,"1,9",,,0,,,"0,96",,"0,384",,,,,,,,,,,,,"['Sachet en plastique', 'Etui en carton']",,,,,,,,,,,,,,,
668,Starling gingembre,2700058512026,['France'],[],[],?,38,0,"9,5",0,,,,,,,,,,,,,159 kj(38 kcal),,,0,,,"9,4",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Pain au lait,0211388012466,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Haricots verts cuisinés aux lardons,5414053555809,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Rillettes de canard,3328580001048,['France'],[],[],?,275,"21,7","3,1","16,8",,,,,,,,,,,,,1151 kj(275 kcal),,,"7,2",,,"0,7",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Pain du chef tranché,0211230018370,['France'],[],[],?,205,"0,6",43,"6,8",,,,,,,,,,,,,858 kj(205 kcal),,,"0,1",,,"1,3",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Vla Duo Dessert,8711399020709,['France'],[],[],?,104,"3,4",15,"3,2",,,,,,,,,,,,,435 kj(104 kcal),,,"2,1",,,12,,,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Poulet riz aux carottes et miel - Seazon,3701456307084,['France'],[],[],?,152,7,14,8,,,,,,,,,,,,,636 kj(152 kcal),,,1,,,3,,,0,,0,,,,,,,,,,,,,,['Seazon'],,,,,,,,,,,,,,
675,Épaule de porc cuite,0200111049206,['France'],[],[],?,124,"5,1","0,7",19,,,,,,,,,,,,,519 kj(124 kcal),,,"1,8",,,"0,5",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,chorizo ezpeleta,2856719036346,['France'],[],[],?,358,"25,7","10,2","21,4",,,,,,,,,,,,,1498 kj(358 kcal),,,"9,1",,,"4,2",,,"9,3",,"3,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Faiselle lait entier Bio - Casino Bio,11683353,['France'],[],[],?,71,"4,5",4,"3,6",,,,,,,,,,,,,297 kj(71 kcal),,,"3,3",,,4,,,"0,1",,"0,04",,,,,,,,,,,,,,['Casino Bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
678,Sandwich wrap jambon de poulet,2006000007955,['France'],[],[],?,?,?,?,?,C,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,,,,,,,,,,,,,,
679,Pain musesli - Picard,3270160437405,['France'],[],[],?,271,"4,5",47,"8,2",,,,,,,,,,,,,1134 kj(271 kcal),,,"0,5",,,13,,,"0,88",,"0,352",,,,,,,,,,,,,,['Picard'],,,,,['Picard'],,,,,,,,,
680,Pocky almond taste,3662317017064,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Pom’potes - Pompote,3021760406373,['France'],[],[],?,62,"0,5",12,"0,5",,,,,,,,,,,,,259 kj(62 kcal),,,"0,2",,,11,,,,,,,,,,,,,,,,,,,['Pompote'],,,,,,,,,,,,,,
682,Escalope de poulet marinade indienne,0214935014500,['France'],[],[],?,170,10,"0,6",18,,,,,,,,,,,,,711 kj(170 kcal),,,"1,5",,,"0,5",,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Kimchi bio,0683489011998,['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,,,
684,Patafix,8710439260365,['France'],[],[],?,50,12,10,20,,,,,,,,,,,,,209 kj(50 kcal),,,4,,,2,,,19,,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,La palette de porc superieure,2211322069790,['France'],[],[],?,190,14,"0,9",15,,,,,,,,,,,,,795 kj(190 kcal),,,"5,7",,,"0,6",,,"2,2",,"0,88",,,,,,,,,,,,,"['Sachet en plastique', 'Etui en carton']",,,,,"['FR 14.752.010 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,
686,Yaourt nature sucré,4056489369349,['France'],[],[],?,88,"3,2","10,8",3,,,,,,,,,,,,,368 kj(88 kcal),,,"2,1",,,"10,8",,,"0,12",,"0,048",,,,,,,,,,,,,['Pot en plastique'],,,,,,,,,,,,,,,
687,Tofu Doré Artisanal,0652733031747,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Saucisse de marmelade aux noix,8697441482841,['France'],[],[],?,261,"15,34","25,88","4,89",,,,,,,,,,,,,1092 kj(261 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Chili sin carne - Seazon,3701456311203,['France'],[],[],?,96,2,15,4,,,,,,,,,,,,,402 kj(96 kcal),,,0,,,2,,,0,,0,,,,,,,,,,,,,,['Seazon'],,,,,,,,,,,,,,
690,Chipolata nature x4,2496840032604,['France'],[],[],?,216,16,"0,6",17,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",16 g,en quantité modérée,5.5 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,,-10%,904 kj(216 kcal),-10%,-15%,"5,5",-24%,-49%,"0,5",-21%,+10%,"1,8",0%,"0,72",0%,14,-16%,D,-16%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,,,
691,Saumon gomasio - Seazon,3701456315911,['France'],[],[],?,108,5,9,1,,,,,,,,,,,,,452 kj(108 kcal),,,1,,,1,,,1,,"0,4",,,,,,,,,,,,,,['Seazon'],,,,,,,,,,,,,,
692,Hot sauce Armageddon,3770012351199,['France'],[],[],?,61.5,"0,2","13,99","0,99",,,,,,,,,,,,,257 kj(61 kcal),,,0,,,"12,79",,,"1,79",,"0,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Dinde façon Salami,5411431831791,['France'],[],[],?,250,20,2,15,,,,,,,,,,,,,1046 kj(250 kcal),,,"6,2",,,0,,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,Origan,3770000505887,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,,
695,Canederli con speck,8033224520162,['France'],[],[],?,244,"7,4",30,14,,,,,,,,,,,,,1021 kj(244 kcal),,,"3,1",,,"0,7",,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,Tetul,8941100514481,['France'],[],[],?,30,0,7,"0,4",,,,,,,,,,,,,126 kj(30 kcal),,,0,,,6,,,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,Je t’aime,3509161430215,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Xtrem box lardons tomates champignons,3242272262251,['France'],[],[],?,164,"5,9",21,"5,9",,,,,,,,,,,,,686 kj(164 kcal),,,"2,3",,,"1,5",,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Saucisses aux herbes,2466251034047,['France'],[],[],?,289,25,1,15,,,,,,,,,,,,,1209 kj(289 kcal),,,10,,,1,,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,Les oeufs du jardin,3340390007447,['France'],[],[],?,476,"21,2",64,"4,1",,,,,,,,,,,,,1992 kj(476 kcal),,,12,,,"45,9",,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Mozzarella pe pizza ad alta digeribilità,8002724001525,['France'],[],[],?,340,28,"1,9",20,,,,,,,,,,,,,1423 kj(340 kcal),,,20,,,"1,7",,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Truite fumée du Mont Lozère,0212345070383,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 48.198.004 CE', 'Villefort (Lozère, France)']",,,,,,,,,,
703,Drena forte lampone,8050519571487,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Mini palmier,0202214012798,['France'],[],[],?,1009,34,53,6,,,,,,,,,,,,,4222 kj(1009 kcal),,,18,,,16,,,18,,"7,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Jésuite crème,,['France'],[],[],?,415,29,31,"6,7",,,,,,,,,,,,,1736 kj(415 kcal),,,16,,,"8,1",,,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Boudin noir,3701257300109,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,Miel de fleurs,9700000001625,['France'],[],[],?,?,?,?,?,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,0,-100%,,0,-100%,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,
708,Huile d’olive ail et poivre frais presses,3547130098745,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Filets de poulet marinés au paprika - Auchan,3254560413696,['France'],[],[],?,118,"2,5","1,8",22,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",2.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,1.1 g,en quantité modérée,,-10%,494 kj(118 kcal),-9%,-13%,"0,5",-33%,+276%,"0,5",+106%,-4%,"1,1",+47%,"0,44",+47%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Auchan'],"['Nutriscore', 'Nutriscore A']",,,,['Auchan'],,,,,,,,,
710,Ravioles à poeler,3266140062668,['France'],[],[],?,208,7,27,"7,4",,,,,,,,,,,,,870 kj(208 kcal),,,"3,2",,,"2,3",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Shreddies,7613287136053,['France'],[],[],?,362.5,"1,75",70,10,,,,,,,,,,,,,1517 kj(362 kcal),,,"0,25",,,"12,5",,,"0,725",,"0,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,PAIN AVOINE CAROTTE & POTIRON - Pural,3184340065084,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,['Pural'],,,,,,,,,,,,,,
713,La Salade - Monoprix,3350033832220,['France'],[],[],?,217,13,12,11,,,,,,,,,,,,,908 kj(217 kcal),,,"5,1",,,"4,9",,,"1,6",,"0,64",,,,,,,,,,,,,,['Monoprix'],,,,,['Monoprix'],,,,,,,,,
714,Poule chocolat noire,3474340023765,['France'],[],[],?,545,36,44,"5,7",,,,,,,,,,,,,2280 kj(545 kcal),,,22,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Mozzarella di bufala campana dop,8023797068321,['France'],[],[],?,285,25,1,14,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne', 'Mozzarella di Bufala Campana']",25 g,en quantité élevée,16 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,,+7%,1192 kj(285 kcal),+7%,+10%,16,+3%,+37%,1,+70%,-3%,"0,8",+31%,"0,32",+31%,11,+7%,D,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,
716,Grissoni aux cereales,8055687844098,['France'],[],[],?,349.95,"14,35","48,53","8,52",,,,,,,,,,,,,1464 kj(349 kcal),,,"1,62",,,0,,,"2,08",,"0,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Champagne,3049614190070,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Pizzette margherita take-away,8033532921002,['France'],[],[],?,164,"3,9",25,"7,1",,,,,,,,,,,,,686 kj(164 kcal),,,"1,6",,,"1,5",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Riso roma - Selex,8003100901217,['France'],[],[],?,349,"0,6",78,"7,4",,,,,,,,,,,,,1460 kj(349 kcal),,,"0,1",,,"0,3",,,0,,0,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,,,
720,Sorbet ultra fruite ananas passion,3760124194616,['France'],[],[],?,102,"0,5",24,"0,5",,,,,,,,,,,,,427 kj(102 kcal),,,0,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Panfiore al grano duro,8010747002474,['France'],[],[],?,0,"5,3","49,7","8,8",,,,,,,,,,,,,0 kj(0 kcal),,,"0,9",,,"4,1",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Ginger Beer,3760296730179,['France'],[],[],?,12.7,0,"3,2",0,,,,,,,,,,,,,53 kj(12 kcal),,,0,,,"3,2",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Tagliatelline Al grano saraceno - De Cecco,8001250008596,['France'],[],[],?,349,"1,9",68,13,,,,,,,,,,,,,1460 kj(349 kcal),,,"0,4",,,"3,5",,,0,,0,,,,,,,,,,,,,,['De Cecco'],,,,,,,,,,,,,,
724,Tè pesca,8004348126912,['France'],[],[],?,34,0,"8,4",0,,,,,,,,,,,,,142 kj(34 kcal),,,0,,,"8,1",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Dessert de fruit Pomme Châtaigne,3153783507208,['France'],[],[],?,465,"0,6","0,7",0,,,,,,,,,,,,,1946 kj(465 kcal),,,"0,1",,,"0,7",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Frollini classici con panna,8023797057523,['France'],[],[],?,480,19,69,"7,2",,,,,,,,,,,,,2008 kj(480 kcal),,,"3,6",,,19,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Saucisse agneau bio,2208145041850,['France'],[],[],?,255,"21,1","0,9","15,4",,,,,,,,,,,,,1067 kj(255 kcal),,,"10,2",,,"0,1",,,"1,4",,"0,56",,,,,,,,,,,,,['Film en plastique'],,,,,,,,,,,,,,,
728,Blanc fromage,6111243091244,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Les griottes rafraîchies au Kirsch,3660806505238,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,06355463,06355463,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Mortadelle bologna,3664335100049,['France'],[],[],?,285,25,"0,5",15,,,,,,,,,,,,,1192 kj(285 kcal),,,"9,4",,,"0,5",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,Preparato pe brodo e condimento a base di glutammato,8004990357931,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,Pain spécial de campagne au levain,0208672002104,['France'],[],[],?,273,"4,4",48,"8,1",,,,,,,,,,,,,1142 kj(273 kcal),,,"0,4",,,"3,6",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Brosse à dents,3614090425147,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Barre protéinée sync protéinée,3770009606400,['France'],[],[],?,375,"9,9","29,7","40,3",,,,,,,,,,,,,1569 kj(375 kcal),,,"2,8",,,"9,6",,,"1,1",,"0,44",,,,,,,,,,,,,,['SYNC'],,,,,,,,,,,,,,
736,Limonade,3551720203600,['France'],[],[],?,32,0,8,0,,,,,,,,,,,,,134 kj(32 kcal),,,0,,,8,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Riscossa Coccioline,8011780009437,['France'],[],[],?,351,"1,4","70,5","12,5",,,,,,,,,,,,,1469 kj(351 kcal),,,"0,3",,,"3,6",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Nonna Anita Preparato Per Pasta Frolla,8010053076893,['France'],[],[],?,323,11,51,"4,7",,,,,,,,,,,,,1351 kj(323 kcal),,,"9,3",,,14,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Délices & Snacks,3760116247931,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Delikatess-suppe Mit Suppengrün,4024739100028,['France'],[],[],?,18,"0,2","0,5","0,2",,,,,,,,,,,,,75 kj(18 kcal),,,"0,1",,,"0,1",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Couscous zucchini & lime,5600961127751,['France'],[],[],?,121,"2,5",65,"1,2",,,,,,,,,,,,,506 kj(121 kcal),,,"1,7",,,20,,,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Pruneau au chocolat - Maison Guinguet,3760052699733,['France'],[],[],?,349,"10,7",58,"3,25",,,,,,,,,,,,,1460 kj(349 kcal),,,"6,5",,,"48,3",,,,,,,,,,,,,,,,,,,['Maison Guinguet'],,,,,,,,,,,,,,
743,D'amico Olive Nere Snocciolate Lat GR 350,8005695005714,['France'],[],[],?,129,13,0,"0,5",,,,,,,,,,,,,540 kj(129 kcal),,,"2,2",,,0,,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Kürbiskernöl - Rapunzel,4006040204510,['France'],[],[],?,900,100,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Produits de la plante de courge', 'Huiles', 'Graines de courge et dérivés', 'Huiles de pépins de courge']",100 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+10%,3766 kj(900 kcal),+10%,+9%,19,+12%,-100%,0,,-100%,0,,0,,12,-2%,D,-2%,,,,,,,,,['Rapunzel'],,,,,,,,,,,,,,
745,Chouquette,2844375019681,['France'],[],[],?,451,24,48,"9,5",,,,,,,,,,,,,1887 kj(451 kcal),,,14,,,29,,,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Tutto naturale gran croccante,79893749,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Fromages blanc à la fraise,3760150420444,['France'],[],[],?,103,2,13,7,,,,,,,,,,,,,431 kj(103 kcal),,,2,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Frika Fix Falafel Mix Kba Natura 150G,4009890111502,['France'],[],[],?,338,"3,6",57,12,,,,,,,,,,,,,1414 kj(338 kcal),,,"0,5",,,"4,6",,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Jus de raisin,03530039,['France'],[],[],?,66,"0,5","16,1","0,4",,,,,,,,,,,,,276 kj(66 kcal),,,"0,1",,,"14,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Crespini,8712247228421,['France'],[],[],?,426,11,69,11,,,,,,,,,,,,,1782 kj(426 kcal),,,"1,4",,,"2,6",,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,Confetti avola,8013936009841,['France'],[],[],?,483,"24,7","61,4","10,2",,,,,,,,,,,,,2021 kj(483 kcal),,,"1,9",,,"37,2",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Piselli finissimi surgelati,8012801010685,['France'],[],[],?,66,"0,6","6,5","5,5",,,,,,,,,,,,,276 kj(66 kcal),,,0,,,4,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Whey isolate,5060343743854,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Plateau de Charcuterie Sèche - Auchan,3254560347106,['France'],[],[],?,258,16,1,28,,,,,,,,,,,,,1079 kj(258 kcal),,,"5,8",,,1,,,"5,2",,"2,08",,,,,,,,,,,,,,['Auchan'],,,,"['EMB 62907B', 'Libercourt (Pas-de-Calais, France)']",['Auchan'],,,,,,,,,
755,"Aqua Monaco Tonic Water Extra Dry 0,23 Liter",4260322150173,['France'],[],[],?,21,"0,5","4,9","0,5",,,,,,,,,,,,,88 kj(21 kcal),,,"0,1",,,"4,9",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Muesli Croustillant nature bio,3111900380080,['France'],[],[],?,1,19,64,"7,1",,,,,,,,,,,,,4 kj(1 kcal),,,"4,9",,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,Wraps,550000020637842,['France'],[],[],?,200,"7,7",24,"7,4",,,,,,,,,,,,,837 kj(200 kcal),,,"1,1",,,"2,5",,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Mixed fruit nectar,4792098215386,['France'],[],[],?,26.53,0,"13,28","0,3",,,,,,,,,,,,,111 kj(26 kcal),,,0,,,"12,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,Rizos azucar glass,8410803001920,['France'],[],[],?,454.4,"23,6","55,01","5,49",,,,,,,,,,,,,1901 kj(454 kcal),,,"9,3",,,"9,3",,,"0,88",,"0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,Chateau les astous,3300943623005,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,Colin l'Alaska sauvage sauce bio à l'oseille - Findus,3599741005940,['France'],[],[],?,334,"3,5","2,8","9,2",,,,,,,,,,,,,1397 kj(334 kcal),,,2,,,"0,5",,,"0,7",,"0,28",,,,,,,,,,,,,,['Findus'],,,,,,,,,,,,,,
