,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,markets,traceability_code,manufacturing,packaging,brand_owner,additives,allergens,nova_score,ingredients_origins,generic_name,link
444,Emmental,2227421024219,,['France'],[],[],?,368,1540 kj(368 kcal),29,19,0,0,28,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Total Energy Carbo Gel - 40ml,8054956341078,,['France'],[],[],?,?,,?,,?,,?,,,40 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Gelato cocco,5407001311527,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Gelato cheesecake,5407001312128,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Sorbet frambozen,5407001310636,,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pot'],,,,,,,
449,chipolatas -,,,['France'],[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,,,,,,,,,,,,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,['Barquette'],,,,,,chipolatas,
450,Sirop goût Sexy (Fruits de la passion) - A'ROM - 35cl,3700389713924,"['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",['France'],"['Sucre', 'eau', 'acidifiant ', 'acide citrique', 'colorants ', 'E120', 'conservateur : E202']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1400,?,1400 kj(335 kcal),0,0,84,84,0,0,0,35 cl,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,84 g,en quantité élevée,0 g,en faible quantité,+402%,,+481%,-100%,-100%,+643%,+790%,-100%,-100%,-100%,20,+161%,E,+161%,,,,,,,,"[""A'ROM""]","['GLOBUS', 'FRANCE', 'LITTLE EXTRA']","['EMB 13119B', 'Carnoux-en-Provence (Bouches-du-Rhône, France)']",['FRANCE'],"['BOUTEILLE', 'VERRE']",,"['E330 - Acide citrique', 'E120 - Acide carminique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['NON RENSEIGNE'],4,['France'],Sirop goût Sexy (Fruits de la passion),
451,Filet mignon fume superieur,2484497003900,,['France'],[],[],?,750,3138 kj(750 kcal),"7,4","3,63","0,8","0,6","27,1","2,79","1,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Aceitunas rellenas de anchoa lata 590 g - Serpis,8410344105903,"['en:gluten-free', 'Sans lactose']",['France'],[],[],?,141,590 kj(141 kcal),15,"2,5",0,0,"1,4","3,5","1,4",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies', ""Olives vertes farcies à l'anchois""]",15 g,en quantité modérée,2.5 g,en quantité modérée,0 g,en faible quantité,3.5 g,en quantité élevée,,-7%,-7%,-1%,-9%,-100%,-100%,+4%,+13%,+13%,13,+7%,D,+7%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['Serpis'],,,,,,,,,,,
453,Baie de goji - Daco Bello - 125g,3270720097995,,['France'],['baies de goji séchées'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,359,1502 kj(359 kcal),"3,5","0,6",61,48,13,"1,1","0,44",125 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs']",3.5 g,en quantité modérée,0.6 g,en faible quantité,48 g,en quantité élevée,1.1 g,en quantité modérée,,+7%,+7%,-49%,-73%,+5%,+11%,+216%,+1154%,+1154%,8,+67%,C,+67%,,,,,,,,['Daco Bello'],,,,['sachet plastique refermable'],,,,1,['Chine'],Goji,
454,Sandwich,3283040869326,['Fabriqué en France'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Pâte à tartiner noisette et cacao sans huile de palme,2330769237613,"['Fabriqué en France', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,540,2259 kj(540 kcal),32,10,54,50,"8,4","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Petites galettes sucrees - 300g,3760097960041,,['France'],[],[],?,?,,?,,?,,?,,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,I fruttati - 250ml,8032754438701,,['France'],[],[],?,118,494 kj(118 kcal),0,0,24,0,"1,5","0,02","0,008",250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Brassé au lait de brebis,0205776012541,,['France'],[],[],?,111,464 kj(111 kcal),"5,9","4,2","9,9","9,7","4,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 29.236.090 CE', 'Riec-sur-Belon (Finistère, France)']",,,,,,,,,
459,Pain aux céréales,0260627008524,,['France'],[],[],?,267,1117 kj(267 kcal),30,"0,4",50,"2,5",10,"1,35","0,54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Sauce saté,6935621700081,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Sirop mini goût Mojito - A'ROM - 5cl,3700389710848,"['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",['France'],"['Sucre', 'eau', 'arôme', 'acidifiant ', 'acide citrique', ' conservateur : E202']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1390,?,1390 kj(332 kcal),0,0,83,83,0,0,0,5 cl,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0 g,en faible quantité,+398%,,+477%,-100%,-100%,+635%,+779%,-100%,-100%,-100%,20,+161%,E,+161%,,,,,,,,"[""A'ROM""]","['GLOBUS', 'FUTUROSCOPE', 'LITTLE EXTRA']","['EMB 13119B', 'Carnoux-en-Provence (Bouches-du-Rhône, France)']",['FRANCE'],"['BOUTEILLE', 'VERRE']",,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['NON RENSEIGNE'],4,['France'],Sirop mini goût Mojito,
462,Cote première porc,3245415765886,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,Sirop limo goût Caramel - A'ROM - 20cl,3700389701907,"['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",['France'],"['Caramel : sucre', 'eau', 'arôme', 'colorant : caramel  ', 'E150d', 'acidifiant : acide citrique', 'conservateur : E202']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1400,?,1400 kj(335 kcal),0,0,84,84,0,0,0,20 cl,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,84 g,en quantité élevée,0 g,en faible quantité,+402%,,+481%,-100%,-100%,+643%,+790%,-100%,-100%,-100%,20,+161%,E,+161%,,,,,,,,"[""A'ROM""]",,"['EMB 13119B', 'Carnoux-en-Provence (Bouches-du-Rhône, France)']",['FRANCE'],"['VERRE', 'BOUTEILLE LIMONADE']",,"[""E150d - Caramel au sulfite d'ammonium"", 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['NON RENSEIGNE'],4,['France'],Sirop limo goût Caramel,
464,Freddolone Cola,8711327308176,,['France'],[],[],?,64,268 kj(64 kcal),"0,5",0,16,15,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Sirop limo goût Noisette - A'ROM - 20cl,3700389715669,"['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",['France'],"['Noisette : sucre', 'eau', 'arôme', 'colorant : caramel  ', 'E150d', 'acidifiant : acide citrique', 'conservateur : E202', ' Contient : dérivé de caramel']",[],1400,?,1400 kj(335 kcal),0,0,84,84,0,0,0,20 cl,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,84 g,en quantité élevée,0 g,en faible quantité,+402%,,+481%,-100%,-100%,+643%,+790%,-100%,-100%,-100%,20,+161%,E,+161%,,,,,,,,"[""A'ROM""]",,"['EMB 13119B', 'Carnoux-en-Provence (Bouches-du-Rhône, France)']",['FRANCE'],"['BOUTEILLE LIMONADE', 'VERRE']",,"[""E150d - Caramel au sulfite d'ammonium"", 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['NON RENSEIGNE'],4,['France'],Sirop limo goût Noisette,
466,Sirop limo goût Noël (mandarine pain d'épices) - A'ROM - 20cl,3700389710688,"['Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",['France'],"['Sucre', 'eau', 'arôme', 'acidifiant ', 'acid citrique', 'colorants ', 'E124*', 'E102*', 'conservateur : E202', "" \r*Peut avoir des effets indésirables sur l'activité et l'attention chez les enfant""]","['Non végétalien', 'Non végétarien']",1390,?,1390 kj(332 kcal),0,0,83,83,0,0,0,20 cl,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,83 g,en quantité élevée,0 g,en faible quantité,+398%,,+477%,-100%,-100%,+635%,+779%,-100%,-100%,-100%,20,+161%,E,+161%,,,,,,,,"[""A'ROM""]",,"['EMB 13119B', 'Carnoux-en-Provence (Bouches-du-Rhône, France)']",['FRANCE'],['BOUTEILLE LIMONADE'],,"['E124 - Ponceau 4R', 'E102 - Tartrazine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['NON RENSEIGNE'],4,['France'],Sirop limo goût Noël (mandarine pain d'épices),
467,Part de flan - 230g,3496100003237,,['France'],[],[],?,175,732 kj(175 kcal),"6,5","3,9","25,6","17,1","3,6","0,3","0,12",230 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,Palmeras de hojaldre,8411822310154,,['France'],[],[],?,544,2276 kj(544 kcal),33,18,56,24,"4,9","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Saumon façon gravelax (affiné),0202222042909,,['France'],[],[],?,686,2870 kj(686 kcal),"8,4","1,7","6,4","2,5","22,4","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Purée de piment d'Espelette,3760101440125,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,CHE BON al grano saraceno,8052742251136,"['Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,440,1841 kj(440 kcal),"11,6","1,9","71,1","1,3","9,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Rôti de filet de porc,2209825005278,,['France'],[],[],?,124,519 kj(124 kcal),"3,5","1,3",0,0,23,"0,15","0,06",,E,"['Viandes', 'Porc', 'Rôtis de porc']",3.5 g,en quantité modérée,1.3 g,en faible quantité,0 g,en faible quantité,0.15 g,en faible quantité,,-14%,-13%,-30%,-38%,-100%,-100%,+3%,-91%,-91%,-3,-142%,A,-142%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,"['FR 14.762.106 CE', 'Vire (Calvados, France)']",,,,,,,,,
473,"La Fauconnerie, 4 x -",3250390242727,,['France'],[],[],?,36,151 kj(36 kcal),"5,7",,"5,7","1,57",0,0,0,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux']",,,,,,,,,,+3%,+3%,+107%,,+30%,+5%,-100%,-100%,-100%,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,,
474,Pimenton dolce - Azafranes Sabater,8410186102184,,"['France', 'Espagne']",[],[],?,?,,?,,?,,?,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Paprika']",,,,,,,,,,,,,,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,['Azafranes Sabater'],,,,,,,,,,,
475,Lait d'amande,5411188126997,,['France'],[],[],?,17,71 kj(17 kcal),"1,1","0,1","1,1",0,"0,4","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,Crevettes grises,8710319003129,,['France'],[],[],?,91,381 kj(91 kcal),1,"0,3",0,0,20,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,Pains aux raisins,3276550189244,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,"Terrine de foie - Comte de bellou - 0,240kg",2408367017651,,['France'],[],[],?,362,1515 kj(362 kcal),"34,3","12,9","4,44","2,59",9,"1,94","0,776","0,240 kg",,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne', 'Terrines de foie']",34.3 g,en quantité élevée,12.9 g,en quantité élevée,2.59 g,en faible quantité,1.94 g,en quantité élevée,,+15%,+15%,+22%,+19%,+169%,+343%,-33%,+28%,+28%,22,+17%,E,+17%,,,,,,,,['Comte de bellou'],,,['Cerisé'],['Sous-vide'],,,,,,,
479,Ribs de porc à la provençale,2245062031359,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Women'S Best barre Protein,9010128014521,,['France'],[],[],?,348,1456 kj(348 kcal),"13,8","7,5","11,4","3,7",34,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Women's Best""]",,,,,,,,,,,
481,Fondant BIO au Chocolat,3770006030840,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'Sans additifs', 'Sans lactose', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,450,1883 kj(450 kcal),"31,9","6,5","35,7","27,6","4,2","0,331","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,Gâteau BIO Amande citron,3770006030864,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'Point Vert', 'Sans lactose', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,425,1778 kj(425 kcal),"25,3","1,8","42,4","27,4","6,3","0,126","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,Gâteau BIO Noisette praliné - 70g,3770006030871,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Point Vert', 'Sans lactose', 'Sans conservateurs', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,406,1699 kj(406 kcal),23,"1,7","43,9","28,6","5,4","0,147","0,059",70 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,Bourgogne gamay,3258880856942,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,Les Olivades nature verte,3760105202620,,['France'],[],[],?,165,690 kj(165 kcal),16,"2,5","5,4",0,1,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Topping de graines aux fruits - Citron Gingembre - 185g,3760283820272,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",['France'],[],[],?,518,2167 kj(518 kcal),31,5,40,13,15,"0,5","0,2",185 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,Saucisse catalane,0205829041467,,['France'],[],[],?,115,481 kj(115 kcal),"5,3","5,3","0,9",0,16,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Foie gras de canard entier du sud-ouest,3293540169215,,['France'],[],[],?,544,2276 kj(544 kcal),56,24,"2,2","0,9","7,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Topping de graines aux légumes - Betterave Baie rose - 185g,3760283820210,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],[],[],?,525,2197 kj(525 kcal),34,4,31,2,17,1,"0,4",185 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Pâté à l'ancienne recette basque,2428113023941,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,BAR-B-Q,76286222221,,['France'],[],[],?,97,406 kj(97 kcal),0,0,33,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Pain au chocolat x4 AOP,0201756019616,,['France'],[],[],?,521,2180 kj(521 kcal),33,23,45,"7,9","9,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,Topping de graines aux légumes - Carotte Coriandre - 185g,3760283820227,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],[],[],?,525,2197 kj(525 kcal),34,4,32,3,17,1,"0,4",185 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Creme de foie de porc - Carrefour,2227318012862,"['Viande Française', 'Viande Porcine Française', 'Fabriqué en France']",['France'],[],[],?,292,1222 kj(292 kcal),27,12,"2,7","2,5","9,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],['Carrefour'],"['EMB 29004D', 'Bannalec (Finistère, France)', 'FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,,,,,,
495,Topping de graines aux fruits - Speculoos - 185g,3760283820265,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],[],[],?,522,2184 kj(522 kcal),32,3,36,10,16,"0,5","0,2",185 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,Bombones Praline Laura Crema De Capsuni Si Frisca,5941047808486,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Topping de graines aux légumes - Fenouil Agrumes - 185g,3760283820197,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['France'],[],[],?,528,2209 kj(528 kcal),34,4,31,"3,5",18,1,"0,4",185 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Merguez véritable,2482450043499,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 04.111.001 CE', 'Mane (Alpes-de-Haute-Provence, France)']",,,,,,,,,
499,Boisson alcoolisée pétillante pomme verte à base de vodka 4° - U - 70cl,3256225739653,['Conditionné en France'],['France'],"['Eau', 'vodka ', ""85 % de l'alcool pur"", 'sucre liquide', 'arôme naturel de pomme verte 0,83 %', 'gaz carbonique', 'acidifiant : acide citrique', 'arôme naturel', 'stabilisant : gomme arabique', 'émulsifiant : E445', 'conservateur : sorbate de potassium']",[],?,?,,?,,?,,?,0,0,70 cl,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières de spécialité']",,,,,,,,,,,,,,,,,-100%,-100%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['U'],['Magasins U'],,,['Bouteille'],,"['E290 - Dioxyde de carbone', 'E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E445 - Esters glycériques de résine de bois', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,4,,,
