,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,ingredients_origins,link,markets,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand_owner,additives,traceability_code,allergens,manufacturing,palm_ingredients,producer_info,origin_detail
563,Gaufres de Liège - Carrefour,5400101222878,"['Sachet', 'Plastique']",['France'],[],[],?,453,1895 kj(453 kcal),?,12,?,29,"6,3","0,5","0,2",,['Carrefour'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres liégeoises']",,,12 g,en quantité élevée,29 g,en quantité élevée,0.5 g,en quantité modérée,,-0%,-0%,,-1%,,+5%,+5%,-34%,-34%,,,,,C,Gaufres de Liège,,,['Carrefour'],,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,,,,,,,,
564,Sauce béchamel - Carrefour - 220ml,5400101228337,,['France'],"['Eau', 'crème', 'lait entier 11%', 'huile de colza', 'farine de blé 3%', 'amidon modifié de maïs', 'sel', 'épaississant : gomme xanthane', 'noix de muscade', 'poivre blanc', 'huile essentielle de muscade']",['Non végétalien'],?,115,481 kj(115 kcal),10,"3,6","4,4","0,7","1,1","0,9","0,36",220 ml,['Carrefour'],"['Epicerie', 'Sauces', 'Sauces béchamel']",10 g,en quantité modérée,3.6 g,en quantité modérée,0.7 g,en faible quantité,0.9 g,en quantité modérée,,-36%,-36%,+28%,-16%,-75%,-86%,-70%,-47%,-47%,7,-7%,C,-7%,B,,,,['Carrefour'],4,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,,,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,"['Gluten', 'Lait']",,,,
565,Boulettes - Carrefour,5400101236097,,['France'],"['Viande de porc 54,4%', 'viande de poulet séparée mécaniquement 14,9%', 'chapelure ', 'contient du gluten', 'eau', 'oignons', 'pain blanc ', 'farine de froment', 'eau', 'levure', 'sel', 'antioxydant : acide ascorbique', 'amidon de froment', 'sel', 'herbes et épices', 'persil']","['Non végétalien', 'Non végétarien']",?,224,937 kj(224 kcal),17,"7,3","5,3","1,7",13,"1,6","0,64",,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,['E300 - Acide ascorbique'],,['Gluten'],,,,
566,Vermicelles au chocolat - Carrefour - 400g,5400101237414,"['Boîte', 'Carton']",['France'],"['Sucre', 'pâte de cacao', 'poudre de lait entier', 'poudre de lait écrémé', 'lactose ', 'contient lait', 'beurre de cacao', 'émulsifiant: lécithine de soja', ' \rChocolat au lait: cacao: 24% minimum']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,453,1895 kj(453 kcal),17,10,67,64,"6,4","0,15","0,06",400 g,['Carrefour'],"['Aides culinaires', 'Aides à la pâtisserie', 'Décorations alimentaires', 'Vermicelles multicolores', 'Vermicelles en chocolat']",17 g,en quantité modérée,10 g,en quantité élevée,64 g,en quantité élevée,0.15 g,en faible quantité,,,+0%,0%,-3%,-1%,+1%,+39%,+38%,+38%,21,-5%,E,-5%,,,,,['Carrefour'],4,,,,,,,,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,['E322i - Lécithine'],,"['Lait', 'Soja']",,,,
567,Salade Poulet Andalouse - Carrefour - 200g,5400101245501,,['France'],"['poulet cuit 51 % ', 'poulet 50%', 'sel', 'acidifiant E331 iii', 'sauce andalouse 39% ', 'huile de colza', 'double concentré de tomate', 'eau', ""jadne d'?ufe moutarde "", 'eau', 'graines de moutarde', 'sel', 'vinaigre', 'sucre', 'curcuma', 'vinaigre', 'sucre', 'épices', 'sel', 'oignoîacidifiarit', 'E270', 'amidon modifié de mais', 'épaississants: E412 - E415', 'colorant: E!60c', 'persil', 'conservateur', ' E200', ""antioxydant'"", ' E392', 'oeufs sucre', 'mix ', 'dextrose', 'antioxydants', ""' E327 - E330"", 'conservateur: E270', ' mix glucose', 'acidifiants: É26ii - E262ii', 'conseivateur: E202', 'antioxydant 030', 'mix ', ""fibres alimentaires' amidon de pois"", 'épaississant E412', ' Peut contenir des traces de gluten', 'de crustacés', 'de poisson', 'de soja', 'de lait et de céleri']","['Non végétalien', 'Non végétarien']",?,316,1322 kj(316 kcal),28,"4,9","4,5",4,11,"1,4","0,56",200 g,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],4,,,,,,,,['Fabriqué en Belgique'],,"['E331iii - Citrate trisodique', 'E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E392 - Extrait de romarin', 'E330 - Acide citrique', 'E262ii - Diacétate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,['Moutarde'],,,,
568,Poulet mayonnaise - Carrefour - 200g,5400101245570,,['France'],[],[],?,359,1502 kj(359 kcal),34,"3,7","2,2","1,5",11,"1,4","0,56",200 g,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,['Fabriqué en Belgique'],,,,,,,,
569,Cervelas - Carrefour - 450g,5400101245716,,"['Belgique', 'France']","['Viande de poulet 40%', 'viande de poulet séparée mécaniquement 20%', 'peau de poulet 20%', 'eau', 'amidon de pomme de terre', 'sel', 'protéines de mais et de soia', 'dextrose', 'herbes ', 'céleri', 'ail', 'épices ', 'moutarde', 'macis', 'gingembre', 'poudre de poivron', 'carvi', ""extraits d'épices "", 'poivre', 'coriandre', 'gingembre', 'noix de muscade', 'cardamome', 'émulsifiants : diphosphate tétrasodique - triphosphate pentasodique - Jarboxymethylcellulose', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'fumée']","['Non végétalien', 'Non végétarien']",?,264,1105 kj(264 kcal),21,"7,3","8,5","0,5",11,"1,7","0,68",450 g,['Carrefour'],"['Viandes', 'Charcuteries', 'Saucisses', 'Cervelas']",21 g,en quantité élevée,7.3 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-3%,-2%,-12%,-14%,+569%,-41%,-12%,-19%,-19%,17,-12%,D,-12%,E,,,,['Carrefour'],4,84.8%,9.7%,1.8%,1.2%,0.7%,1.9%,15,,,"['E450iii - Diphosphate tétrasodique', 'E451i - TPP', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Céleri', 'Moutarde', 'Soja']",,,,
570,Saveur - Carrefour - 1Kg,5400101245969,,"['Belgique', 'France']",[],[],?,82,343 kj(82 kcal),"0,5","0,5",17,"1,1","2,3","0,01","0,004",1Kg,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,
571,Jus de pomme - Carrefour,5400101250888,,['France'],[],[],?,46,192 kj(46 kcal),"0,5","0,5",12,10,"0,5","0,01","0,004",,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",0.5 g,en faible quantité,0.5 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,,0%,+1%,+205%,+1462%,+10%,-3%,+135%,-8%,-8%,4,-3%,C,-3%,C,,,,['Carrefour'],,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,
572,Lait entier condensé - Carrefour - 470ml,5400101252820,"['Bouteille', 'Verre']","['Belgique', 'France']","['Lait entier condensé stérilisé', 'stabilisants : orthophosphate disodique', 'carraghénanes']",[],?,140,586 kj(140 kcal),8,"5,3",11,11,"6,5","0,28","0,112",470 ml,['Carrefour'],"['Produits laitiers', 'Laits', 'Laits entiers']",8 g,en quantité modérée,5.3 g,en quantité élevée,11 g,en quantité modérée,0.28 g,en faible quantité,,+112%,+110%,+115%,+124%,+130%,+132%,+97%,+139%,+139%,5,+216%,C,+216%,C,lait entier condensé,,,['Carrefour'],4,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['DE NL0406 EG'],['Lait'],,,,
573,Carrefour Selection Stoemp aux carottes,5400101255371,,['France'],[],[],?,83,347 kj(83 kcal),"4,5",3,"9,3",3,"1,2","0,5","0,2",,['Carrefour'],"['Plats préparés', 'Légumes préparés', 'Purées', 'Purées de légumes']",4.5 g,en quantité modérée,3 g,en quantité modérée,3 g,en faible quantité,0.5 g,en quantité modérée,,+20%,+25%,+145%,+210%,+32%,+27%,-46%,+10%,+10%,5,,C,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,
574,Saucisson de jambon - Carrefour Bio,5400101255852,,['France'],[],[],?,252,1054 kj(252 kcal),20,"7,1","0,7","0,5",16,"2,3","0,92",,"['Carrefour Bio', 'Carrrefour']",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'BE-BIO-02', 'Fabriqué en Belgique']",,,,,,,,
575,Jambon cuit - Carrefour Bio - 100g,5400101257030,,['France'],[],[],?,115,481 kj(115 kcal),"2,6","0,8","2,3","2,3",21,"2,1","0,84",100 g,"['Carrefour Bio', 'Carrrefour']",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-02', 'Fabriqué en Belgique']",,,,,,,,
576,Macaroni Pois Chiches - Carrefour - 250.0g,5400101257504,['Conserve'],"['Belgique', 'France']","['Farine de pois chiches 100%', ' Conservation :']",[],?,366,1531 kj(366 kcal),"5,7","0,9",55,"2,5",19,"0,01","0,004",250.0 g,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,
577,Tortellini riccotta spinach - Carrefour - 500g,5400101259508,['Plastic'],"['Belgique', 'France']","['Farine de blé tendre', 'ricotta 14,5% ', 'lactosérum ', 'lait', 'lait', 'sel', ""correcteur d'acidité : acide citrique"", 'semoule de blé dur', 'oeufs de poules élevées au sol 11%', 'eau', 'épinards 5,5%', 'flocons de pommes de terre ', 'pommes de terre', ""émulsifiant : mono et diglycérides d'acides gras"", 'cha - pelure ', 'farine de blé', 'eau', 'sel', 'levure', 'farine de blé malté', 'huile de tournesol', 'lactosérum en poudre ', 'lait', 'sel', 'sucre', 'fromage râpé', 'arômes naturels ', 'contient lait', 'oignon', ' Peut contenir des traces de crustacés', 'poissons', 'fruits à coque', 'céleri et mollusques', "" Origine : Ces tortellinis ont été fabriqués en Italie à partir d'oeufs"", ""de ricotta et d'épinards issus d'Italie et de farine de blé tendre issue de l'UE""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,344,1439 kj(344 kcal),10,"2,6",10,"8,4",0,"1,3","0,52",500 g,['Carrefour'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini']",10 g,en quantité modérée,2.6 g,en quantité modérée,8.4 g,en quantité modérée,1.3 g,en quantité modérée,,+36%,+37%,+40%,-14%,-72%,+201%,-100%,+14%,+14%,10,+56%,C,+56%,,,,,['Carrefour'],4,,,,,,,,['Fabriqué en Italie'],,"['E330 - Acide citrique', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,"['Gluten', 'Lait']",,,,
578,Baguette Blanche - Croustifrance,5400101490086,,['France'],[],[],?,267,1117 kj(267 kcal),"0,6","0,5","54,6","0,5",9,"1,4","0,56",,['Croustifrance'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Lait demi-écrémé  kids - Delhaize - 200ml,5400111000985,['Tetra Pak'],"['Belgique', 'France']","['Lait demi-écrémé ', '1', '5% M', 'G']",['Non végétalien'],?,48,201 kj(48 kcal),"1,6","1,1","4,8","4,8","3,5","0,1","0,04",200 ml,['Delhaize'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",1.6 g,en faible quantité,1.1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,,+2%,+2%,-5%,+7%,0%,+0%,+8%,-10%,-10%,0,-100%,B,-100%,C,Lait,,,['Delhaize'],1,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['en:FSC', 'Tested by kids']",,,['BE M222A EC'],['Lait'],,,,
580,Vinaigre de vin rouge - Delhaize - 500ml,5400111006833,,"['Belgique', 'France']",[],[],?,21,88 kj(21 kcal),0,0,"0,5","0,5","0,1","0,04","0,016",500 ml,['Delhaize'],"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins rouges']",0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.04 g,en faible quantité,,+50%,+47%,-100%,-100%,-19%,+14%,-45%,+3%,+3%,,,,,B,,,,['Delhaize'],,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Bio'],,,,,,,,
581,Sauce bolognaise - Delhaize - 420gr,5400111013954,['bocal vitre'],"['Belgique', 'France']","['pelees? 36706 eau', '9', '536', "" concentré de tcmÉit de sucre'"", '770', ""proteines de huile de toucnesoi'"", 'jusde dépiceset d*aromates?', "" citron'"", 'épaississant ', 'farine de graines de cofcube', 't Convient aux véqetariens', ' Tomateness Contient : soja']",[],?,47,197 kj(47 kcal),"0,9",0,6,"4,8","2,9",1,"0,4",420 gr,['Delhaize'],"['Epicerie', 'Sauces', 'Sauces tomate']",0.9 g,en faible quantité,0 g,en faible quantité,4.8 g,en faible quantité,1 g,en quantité modérée,,-47%,-45%,-58%,-100%,-50%,-51%,+86%,-22%,-22%,3,-42%,C,-42%,B,,,,['Delhaize'],4,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,['Bio'],,,,['Soja'],,,,
582,Chips bio - Delhaize - 75g,5400111027180,,"['Belgique', 'France']",[],[],?,487,2038 kj(487 kcal),23,"2,8","61,5","1,9","5,3","1,5","0,6",75 g,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE', 'NL-BIO-01']",,,,,,,,
583,Super crunchy flakes - Delhaize - 375g,5400111045238,,"['Belgique', 'France']",[],[],?,410,1715 kj(410 kcal),"7,7","4,1",75,"22,4","7,6","0,8","0,32",375g,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,['Nutriscore'],,,,,,,,
584,Brownies - Delhaize,5400111050485,"['Carton', 'Plastique']","['Belgique', 'France']","['Sucre', 'huile de colza', 'œufs', 'farine de blé', 'chocolat 10 % ', 'sucre', 'pâte de cacao', 'morceaux de chocolat 10 % ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja', 'arôme naturel de vanille', 'sirop de glucose', 'stabilisant ', 'glycérol', 'poudre de cacao maigre', 'sirop de glucose-fructose', 'farine de maïs', 'sel', 'poudre à lever ', 'carbonate de sodium', 'arôme', 'émulsifiant ', 'lécithine de colza', 'conservateur ', 'sorbate de potassium']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,442,1849 kj(442 kcal),22,"3,5",54,35,"5,6","0,6","0,24",,['Delhaize'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",22 g,en quantité élevée,3.5 g,en quantité modérée,35 g,en quantité élevée,0.6 g,en quantité modérée,,-3%,-3%,-14%,-57%,+12%,+2%,-5%,+57%,+57%,17,-11%,D,-11%,D,Brownie au chocolat avec des pépites de chocolat - Brownies Pépites de Chocolat,,,['Delhaize'],4,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,"['E322i - Lécithine', 'E422 - Glycérol', 'E500i - Carbonate de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Œufs', 'Gluten', 'Soja']",,,,
585,Mini Rocher - Delhaize,5400111051130,,"['Belgique', 'France']",[],[],?,446,1866 kj(446 kcal),"22,6","21,2","52,8","52,1","3,8","0,1","0,04",,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,,,,,,,
586,Muffins au chocolat - Delhaize,5400111052243,,"['Belgique', 'France']",[],[],?,437,1828 kj(437 kcal),23,"4,2",50,31,"5,8","1,1","0,44",,['Delhaize'],"['Biscuits et gâteaux', 'Gâteaux', 'Muffins', 'Gâteaux au chocolat', 'Muffins au chocolat']",23 g,en quantité élevée,4.2 g,en quantité modérée,31 g,en quantité élevée,1.1 g,en quantité modérée,,+5%,+4%,+5%,-1%,+2%,+11%,+10%,+40%,+40%,19,+14%,E,+14%,D,,,,['Delhaize'],,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,,,,,,,
587,Barres fourrees figues et pruneaux - Delhaize - 125g,5400111052342,,"['Belgique', 'France']",[],[],?,370,1548 kj(370 kcal),5,2,75,50,4,"0,6","0,24",125 g,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,,,,,,,
588,Choco petit beurre - Delhaize - 125g,5400111057811,,"['Belgique', 'France']",['30g - %RI• Nettogewicht 100g: 2139 0/'],[],?,512,2142 kj(512 kcal),"27,4","17,1","56,9",36,"6,4","0,5","0,2",125 g,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,Petits beurres nappés de chocolat noir,,,['Delhaize'],,,,,,,,,,,,,,,,,
589,Bonbons Au Plantes Et Au Miel - Delhaize - 250g,5400111081809,,"['Belgique', 'France']",[],[],?,384,1607 kj(384 kcal),0,0,"96,1","68,4",0,0,0,250 g,['Delhaize'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Produits de la ruche', 'Bonbons', 'Bonbons au miel']",0 g,en faible quantité,0 g,en faible quantité,68.4 g,en quantité élevée,0 g,en faible quantité,,0%,-0%,-100%,-100%,+2%,-1%,-100%,-100%,-100%,14,+1%,D,+1%,E,,,,['Delhaize'],,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,
590,Compote de Pomme - Delhaize - 370g e,5400111093956,"['Bocal', 'Verre', 'métal']","['Belgique', 'France']","['Pommes 92 %', 'sucre de canne 6 %', ""correcteur d'acidité "", 'acide citrique', 'antioxydant ', 'acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,79,331 kj(79 kcal),"0,6",0,17,16,"0,3","0,01","0,004",370 g e,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes nature']",0.6 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.01 g,en faible quantité,,+23%,+24%,+103%,-100%,+20%,+20%,+2%,+51%,+51%,-4,,A,,A,Compote de pommes au sucre de canne.,,,['Delhaize'],3,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE']",,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,
591,Miel Fleurs d'oranger - Delhaize - 250g,5400111094441,,"['Belgique', 'France']",[],[],?,320,1339 kj(320 kcal),"0,1",0,"79,3","79,3","0,5",0,0,250 g,['Delhaize'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'agrumes"", ""Miels d'oranger""]",0.1 g,en faible quantité,0 g,en faible quantité,79.3 g,en quantité élevée,0 g,en faible quantité,,+8%,+7%,+10%,-100%,+6%,+16%,+50%,-100%,-100%,,,,,B,,,,['Delhaize'],,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,
592,Arrabbiata - Delhaize,5400111113401,,"['Belgique', 'France']",[],[],?,53,222 kj(53 kcal),"2,5","0,16",6,"3,4","1,3",1,"0,4",,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,,,,,,,
593,Sardines à l'huile d'olive - Delhaize - 80g,5400111130705,['Conserve'],"['Belgique', 'France']","['Sardines 73% ', 'Sardina pilchardus', ""huile d'olive 26%"", 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1043,249,1043 kj(249 kcal),16,"4,9",0,0,26,"0,8","0,32",80 g,['Delhaize'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",16 g,en quantité modérée,4.9 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,-1%,+1%,+1%,-10%,+28%,-100%,-100%,+22%,-12%,-12%,5,-11%,C,-11%,D,"Sardines sans peau, sans arêtes, à l'huile d'olive",,,['Delhaize'],3,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,['Poisson'],,,,
594,Mini rösti - Delhaize,5400111274508,,"['Belgique', 'France']","['pommes de terre 88%', 'huile de tournesol non hydrogénée 85%', 'amidon de pomme de teire', 'sel iodé', 'dextrose', 'a don de maïs', 'sucre', 'épices', 'arômes ', 'contient: lait', ' ontient lait']",[],?,190,795 kj(190 kcal),"8,5","0,9","24,4","0,7","2,5","1,1","0,44",,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Surgelés', 'Plats préparés', 'Pommes de terre préfrites surgelées', 'Préparations à base de pommes de terre', 'Légumes préparés', 'Rostis', 'Röstis de pommes de terre surgelés']",8.5 g,en quantité modérée,0.9 g,en faible quantité,0.7 g,en faible quantité,1.1 g,en quantité modérée,,+15%,+17%,+17%,-32%,+27%,-11%,-20%,+12%,+12%,5,+47%,C,+47%,B,,,,['Delhaize'],4,40.8%,16.8%,10.8%,9.2%,4.7%,17.7%,91,,,,,['Lait'],,,,
595,"Icecream Pistachio - delhaize - 750ml, 453g",5400111283296,,"['Belgique', 'France']","['crème glacée à la pistache 95% [lait écrémé réhydraté', 'crème 20% ', 'lait', 'eau', 'sirop de glucose-fructose', 'sucre', 'lactose', 'pistache 3%', 'protéine de lait', 'arôme naturel de pistache', 'émulsifiant ', 'e471', 'stabilisants ', 'E407', 'E410', 'E412', 'colorant ', 'E141', ']', 'morceaux de pistaches 5%']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,221,925 kj(221 kcal),"11,8","5,4","23,4","19,6","4,8","0,2","0,08","750ml, 453g",['Delhaize'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",11.8 g,en quantité modérée,5.4 g,en quantité élevée,19.6 g,en quantité élevée,0.2 g,en faible quantité,,+0%,+1%,+8%,-21%,-11%,-12%,+44%,+32%,+32%,10,-21%,C,-21%,B,,,,['Delhaize'],4,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines']",,"['Lait', 'Fruits à coque']",,,,
596,Dattes séchés deglet nour - Delhaize - 300g,5400111321721,['Plastic'],"['Belgique', 'France', 'États-Unis']","['Dattes 98%', 'sirop de glucose', 'conservateur : sorbate de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,289,1209 kj(289 kcal),"0,5",0,"64,5","59,1","2,3",0,0,300 g,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Dattes', 'Dattes Deglet Nour']",0.5 g,en faible quantité,0 g,en faible quantité,59.1 g,en quantité élevée,0 g,en faible quantité,,-1%,-2%,+56%,-100%,-4%,+2%,+0%,-100%,-100%,7,+65%,C,+65%,C,,,,['Delhaize'],4,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
597,Mélange de noix roties - Delhaize - 250g,5400111327235,,"['Belgique', 'France']","['Amandes rôties 17%', 'amandes blanches rôties 17%', 'noix du Brésil rôties 17%', 'noix de cajou rôties 17%', 'noisettes rôties 16%', 'noix de pecan rôties 16%']",[],?,658,2753 kj(658 kcal),"59,5","7,5","10,1","4,4","16,5","0,1","0,04",250 g,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés']",59.5 g,en quantité élevée,7.5 g,en quantité élevée,4.4 g,en faible quantité,0.1 g,en faible quantité,,+18%,+18%,+38%,+35%,-47%,-52%,+3%,-70%,-70%,0,-100%,B,-100%,,,,,['Delhaize'],1,,,,,,,,,,,,,,,,
598,Iced Tea Green Bio - Delhaize bio,5400111390109,,"['Belgique', 'France']",[],[],?,24,100 kj(24 kcal),0,0,"6,3","6,3",0,0,0,,['Delhaize bio'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés']",0 g,en faible quantité,0 g,en faible quantité,6.3 g,en quantité élevée,0 g,en faible quantité,,+20%,+18%,-100%,-100%,+34%,+41%,-100%,-100%,-100%,9,+35%,D,+35%,B,,,,['Delhaize'],,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
599,Choco melk lait - Delhaize,5400111415468,,"['Belgique', 'France']",[],[],?,76,318 kj(76 kcal),"3,1","1,8","8,1","7,7","3,6",0,0,,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,,,,,,,
