,name,bar_code,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,palm_ingredients,link,brand_owner
20,Chocolat noir - Winny,5400247063472,,,['Winny'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,,,['France'],"['sucre', 'pâte de cacao', 'beurre cacao', 'émulsifiant: lécithine de soja', 'arôme', ' Chocolat noir: cacao: 44% minimum', ' Peut contenir des fruits à coque', 'du lait', 'du gluten et des oeufs']",['E322i - Lécithine'],,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,29.5 g,en quantité élevée,18.5 g,en quantité élevée,54.4 g,en quantité élevée,0.04 g,en faible quantité,?,,521,-6%,2180 kj(521 kcal),-6%,"29,5",-25%,"18,5",-20%,"56,9",+47%,"54,4",+72%,4,-48%,"0,04",-14%,"0,016",-14%,26,+23%,E,+23%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,
21,Regular - Winny,5400247063618,,,['Winny'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,,,,,['France'],['Café torréfié moulu'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,
22,Passata - Winny - 690g (72cl),5400247064301,690 g (72 cl),"['Bouteille', 'Verre']",['Winny'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",,,,,['Cora'],['France'],"['Tomates', 'sel', ""correcteur d'acidité : acide citrique""]",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.2 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,1.1 g,en quantité modérée,108,-11%,?,,108 kj(26 kcal),-47%,"0,2",-82%,0,-100%,4,-31%,4,-11%,"1,4",-11%,"1,1",+147%,"0,44",+147%,-1,,A,,A,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,Purée de tomates,,,
23,Passata - Winny - 500g,5400247064394,500 g,"['Brique', 'Carton']",['Winny'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates', 'Coulis de tomates']","['en:FSC', 'FSC Mix']",['Italie'],,['FSC-C014047'],['Cora'],['France'],"['Tomates', 'sel']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.25 g,en faible quantité,0.04 g,en faible quantité,3.75 g,en faible quantité,0.25 g,en faible quantité,101,-31%,?,,101 kj(24 kcal),-34%,"0,25",+3%,"0,04",+18%,"3,75",-39%,"3,75",-27%,"1,25",-21%,"0,25",-35%,"0,1",-35%,-4,,A,,A,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,,,
24,Verrines (1 Campagne + 1 Foie Porc + 1 Foie de Volaille) - Winny - 3 * 180g (540g),5400247958044,3 * 180 g (540 g),"['Bocal', 'Verre']",['Winny'],['Terrines'],"['Sans conservateurs', 'Fabriqué en France']",,['France'],"['FR 56.010.001 CE', 'Baud (Morbihan, France)', 'EMB 56010B', 'Baud (Morbihan, France)']",,['France'],"['Foie de porc 42%', 'gorge de porc', 'viande de porc', 'assaisonnement', 'oignons', 'gras de porc', 'sucre', 'gélatine de porc\rFoie de dinde 42%', 'gorge de porc', 'viande de porc', 'assaisonnement', 'oignon', 'gras de porc', 'sucre', 'gélatine de porc']",['E428 - Gélatine'],,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,
25,Sardines à la sauce tomate - Winny - 3 * 125g,5400247972330,3 * 125 g,['Carton'],['Winny'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Sardines à la tomate']",,['Maroc'],,,['Cora'],['France'],"['Sardines ', 'poisson', ' 65%', 'sauce tomate 35% ', 'eau', 'concentré de tomate 8,5%', 'huile de tournesol', 'sel']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,10.4 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.88 g,en quantité modérée,749,-12%,?,,749 kj(179 kcal),-3%,"10,4",-13%,4,+31%,"2,1",+27%,"0,5",-47%,"19,3",+12%,"0,88",-7%,"0,352",-7%,3,-13%,C,-13%,C,26.4%,30.5%,28.5%,13.5%,0.9%,0.3%,52,,,,
26,Pain complet - Carrefour,5400259815342,,,['Carrefour'],,,,,,['Carrefour'],['France'],[],,['Gluten'],[],,,,,,,,,,?,,227,,950 kj(227 kcal),,"2,43",,"0,41",,"40,75",,"3,2",,0,,"1,82",,"0,728",,,,,,,,,,,,,,,,,
27,Dark Praline Bar,5400265000749,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,557,,2330 kj(557 kcal),,36,,17,,49,,46,,"5,8",,"0,03",,"0,012",,,,,,,,,,,,,,,,,
28,Milk Crunchy Praline Bar - Hamlet,5400265000756,,,['Hamlet'],,['Fabriqué en Belgique'],,,,,['France'],[],,,[],,,,,,,,,,?,,557,,2330 kj(557 kcal),,35,,16,,54,,52,,"6,5",,"0,12",,"0,048",,,,,,,,,,,,,,,,,
29,Fruit de luxe - Terre d italia - 500g,5400265003719,500 g,,['Terre d italia'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,431,,1803 kj(431 kcal),,18,,"3,1",,63,,"1,3",,10,,"2,2",,"0,88",,,,,,,,,,,,,,,,,
30,"Chocolates ""Selection"" In Ballotin 500G - Hamlet - 500g",5400265013893,500 g,,['Hamlet'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",['Fabriqué en Belgique'],,,,,['France'],"['Sucre', 'lait en poudre', 'pâte de cacao', 'beurre de cacao', 'noisettes 6%', ' lait entier concentré sucré', 'graisse végétale ', 'palme', 'sirop de glucose', 'huile butyrique ', 'contient du lait', 'sucre du lait/ dextrose', 'alcool', 'extrait de café 0,04%', 'émulsifiant: lécithine de soja', 'stabilisant: E420ii', 'arômes: vanille', 'framboise', 'caramel et orange']","['E322i - Lécithine', 'E420ii - Sirop de sorbitol']","['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,30.4 g,en quantité élevée,16.4 g,en quantité élevée,53.5 g,en quantité élevée,0.15 g,en faible quantité,?,,132,-76%,552 kj(132 kcal),-76%,"30,4",-10%,"16,4",-7%,"55,5",+8%,"53,5",+14%,"6,2",+3%,"0,15",+4%,"0,06",+4%,21,-16%,E,-16%,,,,,,,,,,['Huile de palme'],,
31,12 Candy Canes,5400265018645,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'en:Candy canes']",,,,,,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,57 g,en quantité élevée,,,?,,385,-2%,1611 kj(385 kcal),-2%,0,-100%,0,-100%,95,-1%,57,-21%,0,-100%,,,,,,,,,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,
32,Wafers - Forum - 100g,5400265020495,100 g,['Carton'],['Forum'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['Fabriqué en Belgique'],,['Belgique'],,['Leclerc'],['France'],"['Farine de froment', 'sucre', 'beurre 21% ', 'contient du lait', 'oeufs', 'sel', 'poudre à lever : E503ii']","[""E503ii - Carbonate acide d'ammonium""]","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,20.9 g,en quantité élevée,14.7 g,en quantité élevée,35.9 g,en quantité élevée,0.7 g,en quantité modérée,2060,+3%,?,,2060 kj(492 kcal),+4%,"20,9",+0%,"14,7",+46%,"69,2",+8%,"35,9",+22%,"6,1",-6%,"0,7",+19%,"0,28",+19%,26,+31%,E,+31%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,Biscuits au beurre,,,
33,Hamlet Love Herzpralinen - 4.4oz,5400265021027,4.4 oz,,['Hamlet'],,"['Agriculture durable', 'Fabriqué en Belgique', 'en:UTZ Certified']",,,,,['France'],[],,,[],,,,,,,,,,?,,541,,2264 kj(541 kcal),,32,,15,,55,,53,,"6,3",,"0,12",,"0,048",,,,,,,,,,,,,,,,,
34,Belgium Hamlet Assortment Chocolates In Red Box,5400265021492,,,,,['Fabriqué en Belgique'],,,,,['France'],[],,,[],,,,,,,,,,?,,526,,2201 kj(526 kcal),,30,,16,,56,,54,,"6,2",,"0,15",,"0,06",,,,,,,,,,,,,,,,,
35,Duo oublies,5400265021669,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,533,,2230 kj(533 kcal),,29,,18,,62,,38,,"5,1",,"0,3",,"0,12",,,,,,,,,,,,,,,,,
36,Dessert cups - 4.4oz,5400265021713,4.4 oz,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,590,,2469 kj(590 kcal),,40,,37,,57,,57,,1,,"0,43",,"0,172",,,,,,,,,,,,,,,,,
37,Choco wavelet,5400265024738,,,,,['Fabriqué en Belgique'],,,,,['France'],[],,,[],,,,,,,,,,?,,536,,2243 kj(536 kcal),,32,,21,,54,,46,,7,,"0,26",,"0,104",,,,,,,,,,,,,,,,,
38,Hamlet Friut Mix Bonbons Jar - 10.6oz,5400265025216,10.6 oz,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,394,,1648 kj(394 kcal),,0,,0,,97,,70,,0,,0,,0,,,,,,,,,,,,,,,,,
39,36 Tuiles Chocolat Au Lait Croustillant,5400265025582,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,527,,2205 kj(527 kcal),,"31,3",,"19,7",,"54,8",,"45,2",,"6,9",,"0,066",,"0,026",,,,,,,,,,,,,,,,,
40,Chocolat au lait croustillant - Cupido - 125g,5400265025711,125 g,"['Carton', 'Plastique']",['Cupido'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['Fabriqué en Belgique'],,['Belgique'],,,['France'],"['Chocolat au lait ', 'sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme vanille', 'riz croustillant 8% [farine de riz', 'sucre', 'extrait de malt ', 'orge', 'sel', 'stabilisant : E170', 'i', 'huile végétale ', 'colza', 'émulsifiant : lécithine de soja]', 'noisettes 2%', 'sucre arôme : noisette', ' Cacao 35% min', ' ', 'dans le chocolat au lait']","['E322i - Lécithine', 'E170i - Carbonate de calcium']","['Gluten', 'Fruits à coque']",['Non végétalien'],4,31.9 g,en quantité élevée,21.1 g,en quantité élevée,46.4 g,en quantité élevée,0.165 g,en faible quantité,2220,-3%,?,,2220 kj(531 kcal),-4%,"31,9",-8%,"21,1",+8%,"54,2",+4%,"46,4",-5%,7,-2%,"0,165",-29%,"0,066",-29%,26,+2%,E,+2%,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,Chocolat au lait croustillant avec noisettes,,,
41,Hamlet Chocola's Crispy Almond 12X125G,5400265025872,,,['Hamlet'],,,,,,,['France'],[],,,[],,,,,,,,,,?,,532,,2226 kj(532 kcal),,31,,19,,55,,46,,"7,1",,"0,26",,"0,104",,,,,,,,,,,,,,,,,
42,Pralinés Sélection D'hiver - Hamlet,5400265026084,,,['Hamlet'],,"['Fabriqué en Belgique', 'Pur beurre de cacao']",,,,,['France'],"['Sucre', 'noisettes 15%', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'huile butyrique ', 'contient du lait', 'émulsifiant: lécithine de soja', 'arôme: vanille', ' \rCacao: 50% min', ' ', 'dans le chocolat', ' Cacao: 29% min', ' ', 'dans le chocolat au lait', ' Cacao: 23% min', ' ', 'dans le chocolat blanc']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Soja']",['Non végétalien'],4,,,,,,,,,?,,541,,2264 kj(541 kcal),,32,,15,,55,,54,,"6,3",,"0,13",,"0,052",,,,,,,,,,,,,,,,,
43,Chocolat Hamlet,5400265026138,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,132,,552 kj(132 kcal),,"7,6",,"4,1",,14,,13,,"1,6",,"0,04",,"0,016",,,,,,,,,,,,,,,,,
44,BBQ & Mallows -  - 8.8oz,5400265026510,8.8 oz,,,,['Fabriqué en Belgique'],,,,,['France'],[],,,[],,,,,,,,,,1420,,?,,1420 kj(339 kcal),,"0,5",,"0,1",,79,,68,,"3,1",,"0,02",,"0,008",,,,,,,,,,,,,,,,,
45,Chips chocolat - 2.8oz,5400265026848,2.8 oz,,,,['Fabriqué en Belgique'],,,,,['France'],[],,,[],,,,,,,,,,?,,533,,2230 kj(533 kcal),,31,,20,,55,,45,,"1,7",,"0,28",,"0,112",,,,,,,,,,,,,,,,,
46,Fondant à rouler vert - Hamlet - 250g,5400265027500,250 g,['Plastique'],['Hamlet'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['Fabriqué en Belgique'],['Belgique'],,,['Casa'],['France'],"['sucre', 'sirop de glucose', 'huile végétale ', 'palme', 'émulsifiant : E472c', 'colorants E133', 'E163 et E161b', 'stabilisants : E415', 'E422', 'E466', 'conservateur : E202', 'arôme']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E163 - Anthocyanes', 'E161b - Lutéine', 'E415 - Gomme xanthane', 'E422 - Glycérol', 'E466 - Carboxyméthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,2 g,en faible quantité,0 g,en faible quantité,4 g,en faible quantité,0.1 g,en faible quantité,?,,200,-52%,837 kj(200 kcal),-52%,2,-86%,0,-100%,4,-94%,4,-92%,0,-100%,"0,1",-32%,"0,04",-32%,2,-89%,B,-89%,,,,,,,,,Confiserie,['Huile de palme'],,
47,Fondant à rouler bleu - Hamlet - 250g,5400265027517,250 g,['Plastique'],['Hamlet'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['Fabriqué en Belgique'],['Belgique'],,,['Casa'],['France'],"['sucre', 'sirop de glucose', 'huile végétale ', 'palme', 'émulsifiant : E472c', 'colorant E133', 'stabilisants : E415', 'E422', 'E466', 'conservateur : E202', 'arôme']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E415 - Gomme xanthane', 'E422 - Glycérol', 'E466 - Carboxyméthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,4.9 g,en quantité modérée,0.7 g,en faible quantité,80 g,en quantité élevée,0.42 g,en quantité modérée,?,,395,-6%,1653 kj(395 kcal),-6%,"4,9",-67%,"0,7",-89%,86,+29%,80,+61%,0,-100%,"0,42",+186%,"0,168",+186%,15,-18%,D,-18%,,,,,,,,,Confiserie,['Huile de palme'],,
48,Fondant à rouler rose - Hamlet - 250g,5400265027524,250 g,['Plastique'],['Hamlet'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,['Belgique'],,,['Casa'],['France'],"['sucre', 'sirop de glucose', 'huile végétale ', 'palme', 'émulsifiant : E472c', 'colorant : E162', 'stabilisants : E415', 'E422', 'E466', 'conservateur : E202', 'arôme']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E162 - Rouge de betterave', 'E415 - Gomme xanthane', 'E422 - Glycérol', 'E466 - Carboxyméthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,4.9 g,en quantité modérée,0.7 g,en faible quantité,80 g,en quantité élevée,0.42 g,en quantité modérée,?,,395,-6%,1653 kj(395 kcal),-6%,"4,9",-67%,"0,7",-89%,86,+29%,80,+61%,0,-100%,"0,42",+186%,"0,168",+186%,15,-18%,D,-18%,,,,,,,,,Confiserie,['Huile de palme'],,
49,Fondant à rouler noir - Hamlet - 250g,5400265027531,250 g,['Plastique'],['Hamlet'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,['Belgique'],,,['Casa'],['France'],"['sucre', 'sirop de glucose', 'huile végétale ', 'palme', 'émulsifiant : E472c', 'colorant E153', 'stabilisants : E415', 'E422', 'E466', 'conservateur : E202', 'arôme']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E153 - Charbon végétal médicinal', 'E415 - Gomme xanthane', 'E422 - Glycérol', 'E466 - Carboxyméthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,Confiserie,['Huile de palme'],,
50,Fondant à rouler rouge - Hamlet - 250g,5400265027548,250 g,['Plastique'],['Hamlet'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['Fabriqué en Belgique'],['Belgique'],,,['Casa'],['France'],"['sucre', 'sirop de glucose', 'huile végétale ', 'palme', 'émulsifiant : E472c', 'colorant E129', 'stabilisants : E415', 'E422', 'E466', 'conservateur : E202', 'arôme']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E129 - Rouge allura AC', 'E415 - Gomme xanthane', 'E422 - Glycérol', 'E466 - Carboxyméthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,Confiserie,['Huile de palme'],,
51,Fondant à rouler jaune - Hamlet - 250g,5400265027555,250 g,['Plastique'],['Hamlet'],"['Snacks', 'Snacks sucrés', 'Confiseries']",['Fabriqué en Belgique'],['Belgique'],,,['Casa'],['France'],"['sucre', 'sirop de glucose', 'huile végétale ', 'palme', 'émulsifiant : E472c', 'colorant E161b', 'stabilisants : E415', 'E422', 'E466', 'conservateur : E202', 'arôme']","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E161b - Lutéine', 'E415 - Gomme xanthane', 'E422 - Glycérol', 'E466 - Carboxyméthylcellulose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,4.9 g,en quantité modérée,0.7 g,en faible quantité,80 g,en quantité élevée,0.42 g,en quantité modérée,?,,395,-6%,1653 kj(395 kcal),-6%,"4,9",-67%,"0,7",-89%,86,+29%,80,+61%,0,-100%,"0,42",+186%,"0,168",+186%,15,-18%,D,-18%,,,,,,,,,Confiserie,['Huile de palme'],,
52,Hamlet Biberons Avec Perles De Sucre 70G,5400265027661,,,,,['Fabriqué en Allemagne'],,,,,['France'],[],,,[],,,,,,,,,,?,,353,,1477 kj(353 kcal),,"0,5",,"0,1",,85,,84,,"0,7",,"0,01",,"0,004",,,,,,,,,,,,,,,,,
53,Gâteaux aux fruits rouges -  - 200g,5400265027814,200 g,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,14,,7,,63,,35,,4,,"0,45",,"0,18",,,,,,,,,,,,,,Pâtes feuilletée au fourrage de fruits rouges,,,
54,Bbq&choc - 3.5oz,5400265028057,3.5 oz,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,540,,2259 kj(540 kcal),,36,,22,,43,,40,,"5,8",,"0,03",,"0,012",,,,,,,,,,,,,,,,,
55,Azurconfiserie Billes De Chewing Gum Dra - Fun Chewing Gum - 580g,5400265028118,580 g,,['Fun Chewing Gum'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Chewing-gum', 'Chewing-gum sans sucres']","['Peu ou pas de sucre', 'Sans sucre']",,,,,['France'],"[""Jomme '"", 'j\\l', ' ct / 1', 'l', 'I ctl 905', ' ', ' synjl', '33', '[141', 'Éjqredient%: lazing aqents: 11901 ond 11905', 'at/Nutriti0t', ' per 100 0: tiqic/tn@tqy: 1440 kj/M', ' tasscs/iòt: 0 ', 'Van vcrîodigde vctnjrcn/doot acides sotoréfi/of 85 soikcrs/dont sucres/of 0 ', 'J Zout/Scl/Si', 'lt: mitv,te houdboat toc lie consorntncr de préféten', 'c avant Ic: voir dote', ' Best l', 'cforc: sec print', "" pour/Màdc for: Hamlet ov - Kctkstraat' - 20 Vrosenc 432 750 90 50 oct/Nct wciqht: 580 g e Net Wt"", ' 20', '4']",,,[],,0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,0 g,en faible quantité,?,,346,+116%,1448 kj(346 kcal),+116%,0,-100%,0,-100%,85,+35%,77,+132202%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,
56,Choco crunch,5400265029238,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,515,,2155 kj(515 kcal),,31,,15,,49,,35,,"7,1",,"0,3",,"0,12",,,,,,,,,,,,,,,,,
57,Wafer Choc - B&C - 150g,5400265029269,150 g,"['Barquette', 'Plastique']","['B&C', 'Biscuits & Cookies']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées']",,,['Pays-Bas'],,['Cora'],['France'],"['Chocolat 38% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'matière grasse laitière anhydre', 'émulsifiant : lécithine de soja', 'arôme', 'vanille', 'sucre', 'farine de blé 18%', 'huiles végétales ', 'palme', 'noix de coco', ' en proportion variable', 'cacao maigre en poudre', 'lait entier en poudre', 'émulsifiant : lécithine de soja', 'sel', 'poudre à lever : E500i']","['E322i - Lécithine', 'E500i - Carbonate de sodium']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,33 g,en quantité élevée,20 g,en quantité élevée,37 g,en quantité élevée,0.1 g,en faible quantité,2200,+6%,?,,2200 kj(526 kcal),+5%,33,+34%,20,+34%,52,-16%,37,+5%,5,-4%,"0,1",-69%,"0,04",-69%,24,+9%,E,+9%,C,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,"Gaufrettes fourrée, enrobée de chocolat (fourrage 42%)",['Huile de palme'],,
58,Pralines - Excelcium - 200g,5400265030098,200 g,"['Plastique', 'Carton']",['Excelcium'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",['Fabriqué en Allemagne'],,['Allemagne'],,,['France'],"['Sucre', 'amidon de froment', 'sirop de glucose', 'farine de soja', 'huiles végétales en proportion variable ', 'palme', 'soja', 'sucre du lait', 'beurre de cacao', 'pâte de cacao', 'lait entier en poudre', 'sirop de sucre de caramel', 'dextrose', 'arachides 1%', 'noisettes 0', '5%', 'sirop de glucose-fructose', 'émulsifiant : lécithine de tournesol', 'humectant : invertase', 'farine de riz', 'arômes : orange', 'vanilline', 'abricot', 'amande', 'toffee', 'vanille', 'noisette et crème ', 'contient du lait', ""écorce d'orange"", 'acidifiant : acide citrique']","['E322i - Lécithine', 'E1103 - Invertase', 'E330 - Acide citrique']","['Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",4,21 g,en quantité élevée,10 g,en quantité élevée,50 g,en quantité élevée,,,1974,-13%,?,,1974 kj(472 kcal),-13%,21,-38%,10,-43%,64,+24%,50,+7%,"5,4",-11%,,,,,,,,,,,,,,,,,Assortiment de bonbons de chocolat,['Huile de palme'],,
59,Chocolat fourré au praliné,5400265030357,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats fourrés', 'Chocolats fourrés au praliné']",['Fabriqué en Belgique'],,,,,['France'],[],,,[],,32 g,en quantité élevée,0 g,en faible quantité,53 g,en quantité élevée,0.17 g,en faible quantité,?,,542,-3%,2268 kj(542 kcal),-3%,32,-10%,0,-100%,55,+10%,53,+13%,"6,2",-11%,"0,17",+33%,"0,068",+33%,16,-35%,D,-35%,,,,,,,,,,,,
60,Bonbons de chocolat - 4.4oz,5400265032146,4.4 oz,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Fabriqué en Belgique'],,,,,['France'],[],,,[],,35 g,en quantité élevée,22 g,en quantité élevée,57 g,en quantité élevée,0.11 g,en faible quantité,?,,560,+6%,2343 kj(560 kcal),+6%,35,+9%,22,+26%,58,+11%,57,+20%,4,-32%,"0,11",-28%,"0,044",-28%,26,+7%,E,+7%,,,,,,,,,,,,
61,Metallic Gatsby Askar Svart - Hamlet,5400265032320,,,['Hamlet'],,"['Fabriqué en Belgique', 'Nouveau']",,,,,['France'],"['sucre', 'lait entier en poudre', 'pâte de cacao', 'beurre de cacao', 'noisettes 6%', 'lait entier concentré sucré', 'graisse de palme', 'sirop de glucose', 'huile butyrique ', 'lait', 'sucre du lait', 'dextrose', 'alcool', 'extrait de café 0,04%', 'émulsifiant: lécithine de soja', 'stabilisant: E420ii', 'arômes: caramel', 'framboise', 'orange et vanille', ' Cacao: 50% min', ' ', 'dans le chocolat', ' Cacao: 29% min', ' ', 'dans le chocolat au lait', ' Cacao: 23% min', ' ', 'dans le chocolat blanc', "" Peut contenir des traces d'autres fruits à coque""]","['E322i - Lécithine', 'E420ii - Sirop de sorbitol']","['Lait', 'Fruits à coque']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,526,,2201 kj(526 kcal),,30,,16,,56,,54,,"6,2",,"0,16",,"0,064",,,,,,,,,,,,,,,['Huile de palme'],,
