,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,ingredients_origins,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,packaging,markets,additives,allergens,manufacturing,palm_ingredients,link,traceability_code,brand_owner,origin_detail,producer_info
550,Dessert Végétal au Lait de coco au Chocolat - The Coconut Co. - 180g e (4 * 45g e),5060426810114,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Point Vert', 'Sans lactose', 'Triman']",['France'],"['Lait de coco ', '35 %', ' ', 'extrait de noix de coco', 'eau de coco', 'eau', 'chocolat noir ', '18 %', ' ', 'pâle de cacao', 'sucre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille', 'sucre', 'stabilisants : fécule de tapioca', 'mono - et diglycérides d’acides gras', 'carraghénanes et gomme de guar', 'poudre de cacao', 'sel']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",?,234,979 kj(234 kcal),14,11,23,22,"2,2","0,11","0,044",,"['Desserts', 'Desserts végétaliens', 'Desserts au chocolat']",,+146%,+311%,+87%,-21%,,,,,,,,180 g e (4 * 45 g e),['The Coconut Co.'],,4,14 g,en quantité modérée,11 g,en quantité élevée,22 g,en quantité élevée,0.11 g,en faible quantité,+150%,+601%,+138%,+4%,+4%,16,+825%,D,+825%,Dessert végétal au chocolat à base de noix de coco,"['Carton', 'Frais', 'Plastique', 'PP', '5', 'Polypropylène']","['Carrefour', 'Auchan', 'Leclerc', 'Intermarché', 'Carrefour market']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar']",['Soja'],['Belgique'],,,,,,
551,Brownie,5060455519064,,['France'],[],[],?,303,1268 kj(303 kcal),"7,5","2,2","34,4","2,6","26,6","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Protein crunkie,5060455519507,,['France'],[],[],?,383,1602 kj(383 kcal),11,7,44,10,23,"0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Bastogne - LU (Mondelez) - 260g,5076118070896,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,260g,['LU (Mondelez)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Quick Oats Natural (Microwave) - Flahavan's,5099801000178,,['France'],[],[],?,371,1552 kj(371 kcal),"5,8","1,8",64,"0,9",11,"0,01","0,004",,,,,,,,,,,,,,,,"[""Flahavan's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Whisky & Cola - Jack Daniel's - 330ml,5099873003220,,['France'],[],[],?,?,,?,,?,,?,,,,"['Boissons', 'Boissons alcoolisées']",,,,,,,,,,,,,330 ml,"[""Jack Daniel's""]",,,,,,,,,,,,,,,,,,,,,"['Canette', 'Aluminium']",,,,,,,,,,
556,Jack Daniel's Tennessee Whiskey - 1L,5099873086261,,"['France', 'Royaume-Uni']",['Tennessee Sour Mash Whiskey'],[],?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky américain', 'Whisky du Tennessee']",,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,1 L,"[""Jack Daniel's""]",,,,,,,,,,,,,,,,,,,,,['glass - bottle'],,,,"['Tennessee', 'USA']",,,,,,
557,Oat cookies with dark chocolate,5200100937496,"['Pur beurre de cacao', ""À l'huile de tournesol""]",['France'],"['Oat 40% ', 'oat flour 27%', 'oat flakes 10%', 'oat bran 3%', 'vegetable oils and fats ', 'palm oil', 'sunflower oil', 'water', 'emulsifier: mono-and diglycerides Y of fatty acids', 'salt', 'wheat flour', 'dark chocolate chips 9% ', 'cocoa mass', 'sugar', 'cocoa butter', 'emulsifier: soy lecithin', 'flavoring: vanillin', 'Solid cocoa: 60%', 'sugar', 'brown sugar', 'honey,coconut', 'maltodextrin', 'inúlin', 'raising agents ', 'sodium bicarbonate', 'ammonium bicarbonate', 'salt', 'flavoring', 'May contain traces of milk', 'eggs', 'sesame seeds', 'peanuts and other tree nuts,Keep in a shady and dry place', 'DE: Haferflocken Kekse mit dunkler Schokolade', 'Zutaten: Hafer 40% ', 'Hafermehl 27%', 'Hafer - flocken 10%', 'Haferkleie 3%', 'pflanzliche Fette und Öle ', 'palmol', 'Sonnenblumen', 'Wasser', 'emulgiert: Edu Mono - und Diglyceride von Fettsäuren', 'Salz', 'Weizenmehl', 'dunkle Schocolate-chips 9%', 'Kākao', 'Zucker', 'Kakaobutter', 'Emulgator: Soja lecithin', 'Aroma: Vanillin', 'Solide kakao: 60%', 'Zucker', 'brauner Zucker', 'Honig', 'Kokos', 'maltodextrin', 'inulin', 'Backtriebmittel ', 'Natriumbicarbonat', 'Ammoniumbicar - bonat', 'Salz', 'Aroma', 'Kann Spuren von Milch', 'Ei', 'Sesam', 'Erdnüssen und anderen enthalten *NNA Nüsse', 'An einem kuhlen und trockenen Platz', '*RI%', ""FR: Biscuits à l'avoine avec chocolat noir"", 'Ingredients: Avoine 40% ', ""farine d'avoine 27%"", ""flocons d'avoine 10%"", ""son d'avoine 3%"", 'graisses et huiles végétales ', 'oléophiles', 'tournesol', 'eau', ""émulsion - nées: mono - et diglycérides d'acides gras"", 'sel', 'farine de blé', 'petites de chocolat noir 9% ', 'pate de ca - cao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'arome: Vanilline', 'cacao solide: 60%', 'sucre', 'la cassonade', 'la miel', 'noix de coco', 'maltodextrin', 'inulín', ""la poudre a' lever "", 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'sel', 'arôme', 'Peaut contenir des traces de lait', 'ceufs', 'graines de sés - ame', 'arachides et autres noix', 'Conservé dans un endroit ombragé et sec', 'ES: Galletas de avena con chocolate negro', 'Ingredients: Avena 40% ', 'harina de avena 27%', 'copos de avena 10%', 'salvado de avena 3%', 'Grasas y aceites vegetales ', 'aceite de palma', 'girasol', 'agua', 'emulsionados:mono y diglicéridos de ácidos grasos', 'sal', 'harina de trigo', 'virutas de chocolate negro 9% ', 'pasta de cacao', 'ažúcar', 'manteca de cacao', 'emulsionante: lecitina de soja', 'aroma:Vanillina,cacao solidos:60%', 'azucar', 'azucar morena', 'miel,coCo,maltodextrina,inulina', 'gasíficantes ', 'bicarbonate de sodio', 'bicarbonato de amonio', 'sal', 'aromas', 'Puede contener trazas de leche', 'huevos', 'semillas de sésamo', 'maní y otros nueces', 'Se mantiene en un lugar sombrio y seco', '60 WwW,V H oUOKEUO ΑΝΑΛΩΣΗ ΚΑΤΑ ΠΡΟΤΙΜΗΣΗ ΠΡΙΝ ΑΠΟ : ΒΛΕΠΕ ΣΥΣΚΕΥΑΣΙΑ / ΒEST BEFORE: SEE OΝ PACKAGE']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,502,2100 kj(502 kcal),29,"14,5","51,8",15,"5,7","0,5","0,2",,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,"['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine']","['Gluten', 'Avoine']",,,,,,,
558,FETA - KARALIS - 200g,5200103211388,['AOP'],['France'],"['Lait frais de brebis et de chèvre pasteurisé', 'sel', 'présure', 'ferments lactiques']",[],?,268,1121 kj(268 kcal),"21,2","12,2","2,4","0,1","16,8","2,5",1,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,-5%,-9%,+205%,+4%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,200 g,['KARALIS'],,3,21.2 g,en quantité élevée,12.2 g,en quantité élevée,0.1 g,en faible quantité,2.5 g,en quantité élevée,-5%,-21%,-69%,+6%,+6%,18,+5%,D,+5%,,"['Barquette', 'Plastique']",['La Marnière'],,['Lait'],['Grèce'],,,['GR-06-2-61-E-U'],,,
559,Huile d'olive vierge extra Sitia 03,5200119080572,,['France'],[],[],?,824,3448 kj(824 kcal),92,13,0,0,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,-4%,-4%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,92 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,-7%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,,,,,
560,Halloumi - Simos - 225g,5200355901129,,"['Belgique', 'France']",[],[],?,320,1339 kj(320 kcal),"24,6","17,3","2,2","2,2","22,9",3,"1,2",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,-3%,-8%,+82%,+12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,225g,['Simos'],['Chypre'],,24.6 g,en quantité élevée,17.3 g,en quantité élevée,2.2 g,en faible quantité,3 g,en quantité élevée,-2%,-3%,+196%,+131%,+131%,18,+31%,D,+31%,,['Sous vide'],,,,,,,,,,
561,Feta aop - Optima,5200361800003,"['Bio', 'Bio européen', 'GR-BIO-01']",['France'],[],[],?,239,1000 kj(239 kcal),"18,8",13,"0,5",0,17,"2,75","1,1",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,-16%,-20%,-37%,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,,['Optima'],,,18.8 g,en quantité modérée,13 g,en quantité élevée,0 g,en faible quantité,2.75 g,en quantité élevée,-15%,-16%,-100%,+17%,+17%,17,-1%,D,-1%,Feta 45 % MG min,,,,,,,,,,,
562,Amita Motion,5201005079373,,['France'],"['Juices from concentrates ', 'applet peach', 'orange', 'grape', 'pineapple and grapefruit', 'purees ', 'kiwi', 'passion fruit and mango ,vitamins ', 'C', 'B6', 'biotin E niacin and folic acid']",[],?,46,192 kj(46 kcal),0,0,"10,7","10,4","0,4",0,0,,['Boissons'],,-18%,-100%,-5%,-19%,,,,,,,,,['Amita'],,,0 g,en faible quantité,0 g,en faible quantité,10.4 g,en quantité élevée,0 g,en faible quantité,-20%,-100%,+10%,-100%,-100%,14,+83%,E,+83%,,,,,,,,,,,,
563,Yogurt greco fragola - Yomo,5201037708029,,['France'],"['Yogurt colato 0% di grassi ', '80%', ': Latte scremato', 'fermenti lattici vivi', ' Preparazione di frutta ', '20%', ': Fragola in pezzi ', '39%', 'zucchero', 'fruttosio', 'amido nativo di mais', ' succo di aronia concentrato', 'addensante: pectina', 'aromi naturali']",[],?,70,293 kj(70 kcal),"0,1","0,1","8,7","7,7","7,8","0,1","0,04",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts au lait de vache', 'Yaourts à la fraise']",,-29%,-97%,-34%,+113%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,"['Yomo', 'Delta']",,,0.1 g,en faible quantité,0.1 g,en faible quantité,7.7 g,en quantité modérée,0.1 g,en faible quantité,-28%,-95%,-38%,-7%,-7%,-3,-212%,A,-212%,,,,,,,,,['GR 02.934 EC'],,,
564,Total - fage - 200g,5201054001318,,"['France', 'Grèce']",[],[],?,93,389 kj(93 kcal),5,"3,5",3,3,9,"0,1","0,04",,,,,,,,,,,,,,,200g,['Fage'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Authentic greek yogurt - Mevgal,5201083333015,,['France'],[],[],?,129,540 kj(129 kcal),10,"7,5","3,5","3,5","5,5","0,1","0,04",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,+10%,+46%,-60%,+24%,,,,,,,,,['Mevgal'],,,10 g,en quantité modérée,7.5 g,en quantité élevée,3.5 g,en faible quantité,0.1 g,en faible quantité,+10%,+69%,-56%,-14%,-14%,5,+23%,C,+23%,,['Pot plastique'],,,,"['Koufalia Thessaloniki', 'Grèce']",,,,,,
566,Authentic Greek Feta - MEGVAL - 200g,5201083411409,,"['France', 'Suisse']",['Lait de brebis et de chèvre pasteurisé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,289,1209 kj(289 kcal),"24,5",15,"0,7","0,7","16,5","3,25","1,3",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,+2%,+5%,-11%,+2%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,200 g,['MEGVAL'],,3,24.5 g,en quantité élevée,15 g,en quantité élevée,0.7 g,en faible quantité,3.25 g,en quantité élevée,+2%,-3%,+117%,+38%,+38%,18,+5%,D,+5%,,,,,['Lait'],,,,,,,
567,Ginger beer,5201256050664,,['France'],[],[],?,43.599998474121,182 kj(43 kcal),0,0,"10,9","10,9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Tzatziki - Ifantis,5201310003346,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",['France'],"['Yaourt égoutté ', 'lait de vache', 'protéine de lait', 'culture de yaourt', ' 84%', 'concombre frais 9%', 'huile de tournesol', 'ail 2,1%', 'sel', ""huile d'olive extra vierge 1%"", 'aneth 0,2%', "" Peut contenir des traces d'œuf"", 'soja', 'graines de sésame', 'céleri', 'graines de moutarde et poisson']","['Sans huile de palme', 'Non végétalien']",?,131,548 kj(131 kcal),"10,1",3,"4,5",4,"5,4","1,2","0,48",,"['Epicerie', 'Sauces', 'Tzatzíki']",,-6%,-9%,+19%,+9%,,,,,,,,,['Ifantis'],,4,10.1 g,en quantité modérée,3 g,en quantité modérée,4 g,en faible quantité,1.2 g,en quantité modérée,-5%,+6%,+47%,+38%,+38%,5,+5%,C,+5%,,,,,['Lait'],,,,,,,
569,Tzatziki  BIO - Ifantis,5201310004466,"['Bio', 'Sans colorants', 'Sans huile de palme']",['France'],[],[],?,117,490 kj(117 kcal),10,"7,1","3,1","0,9","3,7","0,9","0,36",,"['Epicerie', 'Sauces', 'Tzatzíki']",,-16%,-10%,-18%,-25%,,,,,,,,,['Ifantis'],,,10 g,en quantité modérée,7.1 g,en quantité élevée,0.9 g,en faible quantité,0.9 g,en quantité modérée,-15%,+151%,-67%,+4%,+4%,11,+132%,D,+132%,,,,,,,,,,,,
570,Bake rolls fruits & nuts -,5201360675913,,"['France', 'Grèce']",[],[],?,428,1791 kj(428 kcal),14,2,61,25,13,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Zero Candies Mint Filled With Chocolate - 36g,5201583085216,,['France'],[],[],?,263,1100 kj(263 kcal),"4,5","2,7",90,"0,2","0,7","0,34","0,136",,,,,,,,,,,,,,,36 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Aubergines fumées à tartiner - GAEA - 100g,5201671100241,,['France'],"['aubergines fumées ', '743%', ' poivrons grillés', "" huile d'olive extra vierge "", '7%', 'graines de sésame', 'vinaigre balsamique', 'jus de citron', ' sel', 'persil', 'cumin', 'ail', 'poivre']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,112,469 kj(112 kcal),"6,6","0,9","10,7","2,1","2,3","1,7","0,68",,"['Produits à tartiner', 'Produits à tartiner salés']",,-62%,-75%,+205%,-74%,,,,,,,,100 g,['GAEA'],['Grèce'],3,6.6 g,en quantité modérée,0.9 g,en faible quantité,2.1 g,en faible quantité,1.7 g,en quantité élevée,-62%,-88%,+65%,+29%,+29%,2,-84%,B,-84%,,['Bocal'],"['Super U', 'Leclerc', 'Intermarché', 'Auchan', 'Monoprix']",,['Graines de sésame'],['Grèce'],,,,,,
573,Kasseri - Kolios - 250g,5201704001064,,['France'],[],[],?,347,1452 kj(347 kcal),27,19,1,"0,5",25,"2,5",1,,,,,,,,,,,,,,,250 g,['Kolios'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Authentic greek yogurt - Kolios,5201704064052,,['France'],[],[],?,132,552 kj(132 kcal),10,7,"4,5",4,6,"0,3","0,12",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de vache', 'Yaourts à la grecque', 'Yaourts à la grecque nature']",,+39%,+81%,+7%,-2%,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,['Kolios'],,,10 g,en quantité modérée,7 g,en quantité élevée,4 g,en faible quantité,0.3 g,en quantité modérée,+39%,+86%,+2%,+76%,+76%,5,+433%,C,+433%,,,,,,,,,,,,
575,"Spread (cocoa, hazelnuts & milk)",5201911240164,,['France'],"['sugar', 'cotton seed oil', 'skimmed milk powder 8%', 'low fat cocoa powder 5%', 'hazelnut paste 3%', 'partially hydrogenated vegetable fats ', 'palm oil', 'rapeseed oil', 'emulsifier ', 'soya lecithin', 'vanillin', 'produced in a facility that uses as raw materials: cereal products ', 'wheat', 'peanuts', 'nutrition facts per 100g/per portion ', '15g', ': energy: 2337/351 kj - 561/']","['Huile de palme', 'Non végétalien']",?,561,2347 kj(561 kcal),35,35,55,54,"4,6","0,11","0,044",,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,['E322i - Lécithine'],"['Gluten', 'Arachides', 'Soja']",,,,,,,
576,Bloc saveur cheddar - Violife - 400g,5202390015984,"['Végétarien', 'Végétalien', 'Sans lait', 'Sans ajout de produit laitiers']",['France'],"['EAU', 'HUILE DE NOIX DE COCO ', '21%', 'AMIDON', 'AMIDON MODIFIÊ""', 'SEL DE MER', 'SAVEUR DE CHEDDAR', ""EXTRAIT D'OLIVE"", 'COLORANT: ', 'EXXTRAIT DE PAPRIKA', 'BETA-CAROTENEL VITAMINE B12', ' *NE PAS CONFONDRE AVEC LES INGREDIENTS OGM ', 'GENETIQUEMENT MODIFIE', ' CONVIENT AUX VEGANS ET VEGETALIENS', ' SANS PRODUIT LAITIER', 'LACTOSE', 'SOJA', 'GLUTEN ET NOIX']","['Végétalien', 'Végétarien']",1130,270,1130 kj(270 kcal),21,19,21,0,0,"2,3","0,92",,"[""Préparation alimentaire à base d'huile de coco""]",,,,,,,,,,,,,400 g,['Violife'],,4,21 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,2.3 g,en quantité élevée,,,,,,23,,E,,,['Sachet plastique'],,['E14XX - Amidons modifiés'],"['Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Grèce'],,,,,,
577,Tranches saveur Cheddar - Violife,5202390016912,['Point Vert'],['France'],[],[],?,285,1192 kj(285 kcal),23,21,20,0,0,"2,3","0,92",,,,,,,,,,,,,,,,['Violife'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Bio Sabor original - Violife - 200g,5202390017636,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Agriculture UE/Non UE', 'GR-BIO-13', 'Sans lactose']","['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",?,280,1172 kj(280 kcal),22,20,19,"0,2","1,2","2,3","0,92",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']",,+2%,+0%,+14%,-54%,,,,,,,,200 g,['Violife'],,,22 g,en quantité élevée,20 g,en quantité élevée,0.2 g,en faible quantité,2.3 g,en quantité élevée,+2%,+22%,-66%,+33%,+33%,23,+25%,E,+25%,Queso vegetal,['Plastique'],['Veritas'],,,,,http://www.violifefoods.com/es/violife-para-la-pizza-original/,,,,
579,Feta - Roussas - 1kg (5x 200g),5202853110027,['AOP'],['France'],[],[],?,282,1180 kj(282 kcal),"24,2",15,"0,2","0,1",16,3,"1,2",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,-0%,+3%,-75%,-1%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,1 kg (5 x 200 g),['Roussas'],,,24.2 g,en quantité élevée,15 g,en quantité élevée,0.1 g,en faible quantité,3 g,en quantité élevée,0%,-3%,-69%,+27%,+27%,18,+5%,D,+5%,,,,,,,,,,,,
580,Feta en cubes - Simos - 100g,5203053001276,"['Bio', 'Végétarien', 'AOP', 'AgroCert']",['France'],"['Feta 41,2%', 'Huile de tournesol Bio 54,9%', ""Huile d'olive Bio 2,8%"", 'Herbes aromatiques 1,1%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,300,1255 kj(300 kcal),"25,2","18,1",2,"0,8",17,"1,2","0,48",D,"['Snacks', 'Produits laitiers', 'Produits fermentés', 'Snacks salés', 'Apéritif', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan', 'Feta préparées']",,+6%,+8%,+154%,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,100 g,['Simos'],,3,25.2 g,en quantité élevée,18.1 g,en quantité élevée,0.8 g,en faible quantité,1.2 g,en quantité modérée,+6%,+18%,+148%,-49%,-49%,13,-24%,D,-24%,,"['Barquette', 'Plastique']",['Netto'],,['Lait'],['Grèce'],,,['GR 08.4.1089 EC'],,,
581,Houmous au sésame - Al-Rabih - 400g,5281003554010,,"['France', 'Suède']","['Pois chiches bouillis 88,5% ', 'pois chiches 46,5%', 'eau 42%', 'pâte de sesame 8,9%', 'sel 1,1%', 'sucre 0,8%', 'acidifiant ', 'acide citrique E330', ' 0,7%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",555,104,555 kj(104 kcal),3,0,10,3,17,"0,5","0,2",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Produits à tartiner', 'Aliments à base de plantes en conserve', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",-50%,-60%,-85%,-6%,+162%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,400g,"['Al-Rabih', 'Sonaco']",['sv:Liban'],3,3 g,en quantité modérée,0 g,en faible quantité,3 g,en faible quantité,0.5 g,en quantité modérée,-50%,-100%,+124%,-52%,-52%,-6,-220%,A,-220%,Kikärtsdipp,"['Metal', 'Conserve']",,['E330 - Acide citrique'],"['Anhydride sulfureux et sulfites', 'sv:sesampasta']",['Lebanon'],,http://www.alrabih.com.lb/Product/41/Homos%20Tahineh,,,,
582,Hummus Tahina - Al wadi,5281117005521,,['France'],[],[],?,135,565 kj(135 kcal),"6,6","1,1","9,4",0,"6,2",1,"0,4",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,-49%,-67%,-11%,-4%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,['Al wadi'],,,6.6 g,en quantité modérée,1.1 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,-49%,-55%,-100%,-4%,-4%,3,-40%,C,-40%,,,,,,,,,,,,
583,Pomme granate cocktail - Prima,5290040003757,['Sans conservateurs'],['France'],"['EAU', 'jus de fruits 15% ', 'à base des jus concentrés des pommes', 'cassis et grenades', 'sucre', 'acidifiant : acide citrique', 'antioxydant : acide L-ascorbique', 'arômes produit de Chypre']",[],?,51,213 kj(51 kcal),0,0,"12,6","12,6","0,2",0,0,,"['Boissons', 'Boissons avec sucre ajouté']",,-40%,-100%,-36%,-63%,,,,,,,,,['Prima'],,3,0 g,en faible quantité,0 g,en faible quantité,12.6 g,en quantité élevée,0 g,en faible quantité,-42%,-100%,-31%,-100%,-100%,17,+43%,E,+43%,,,,"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,,
584,Dried Fruit Serano - Tropical Fruits,5290097005964,,['France'],[],[],?,311,1301 kj(311 kcal),"3,9","3,3","67,5","55,5","0,7","0,33","0,132",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Dried Fruit Serano - Aloe Vera Sweetened,5290097007500,,['France'],"['ALOE VERA 51', '9%', 'SUGAR CANE 48%', 'PRESERVATIVE DIOXIDE', ' CAJNTRY ORIGM TI-LAILAND pa puuvt 5%']",[],?,374,1565 kj(374 kcal),"0,5","0,1","92,4","84,2","0,4","0,5","0,2",,,,,,,,,,,,,,,,['Serano'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Gazoza,5310043000291,,['France'],[],[],?,37,155 kj(37 kcal),0,0,"10,1","10,1",0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['HDPE'],,,,,,,,,,
587,Confit 3 légumes - Balko,5310274003429,['en:gluten-free'],['France'],"['Bai ko', ' et *cro base de légumes frais Not"" producteur cultive ettransformc lui-méme ses S pleine maturité trçé6ents : QO%', ' ', 'purée de tomates eo%', 'de tot', 'xnesol et Poids Net : 300 g / 314']",[],?,183,766 kj(183 kcal),15,"2,67","10,67",7,"7,67","0,52","0,208",,,,,,,,,,,,,,,,['Balko'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,Vitago pomme,5319990227300,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",['France'],[],[],?,37,155 kj(37 kcal),0,0,"9,032","8,952","0,02","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Foster Clark's Berries 30G,5352101000607,,['France'],[],[],?,370,1548 kj(370 kcal),0,0,"89,6","88,2",0,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Peach flavoured powder drink,5352101292071,,['France'],[],[],?,358,1498 kj(358 kcal),0,0,"79,8","78,3",0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
