,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,ingredients_origins,traceability_code,additives,markets,palm_ingredients,brand_owner
842,Huile d’olive vierge extra - Viannos Village,5201167206464,,,,['Viannos Village'],['Matières grasses'],,,,['France'],"[""HUILE D'OLIVE VIERGE EXTRA DE QUALITE PREMIUM Importe par SODIFRAM huile d'olive extra vierge de catégorie supérieure obtenue directement des olives et unique - ment par des procédés mécaniques"", ' Première pression à froid', ' Produit et embouteillé en Grèce par HELLENIC FINE OILS S', 'A EL 40 055 PRODUIT DE GRECE']",,[],,?,,824,+2%,"91,6",+3%,0,-100%,0,-100%,,,,,,,,91.6 g,en quantité élevée,28 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3448 kj(824 kcal),+3%,28,+23%,0,-100%,0,-100%,0,-100%,14,+24%,D,+24%,,,,,,,
843,Dodoni Halloumi Cheese 225G,5201168915013,D,,,['Dodoni'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Halloumi']",,,,"['Australie', 'France']","[""Blend of und goat's& non-amma\\ rennet"", ' advice: See in bold']",,[],,?,,316,+1%,24,0%,2,-6%,23,+6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,24 g,en quantité élevée,16 g,en quantité élevée,2 g,en faible quantité,2.95 g,en quantité élevée,1322 kj(316 kcal),+1%,16,+7%,2,+23%,"2,95",+13%,"1,18",+13%,18,+3%,D,+3%,,,,,['Woolworths'],,
844,Le jus d'olive O.2 -,5202243000235,,,,,,,,,['France'],[],,[],,3084,,980,,100,,0,,0,,,,,,,,,,,,,,,,,3084 kj(980 kcal),,14,,0,,0,,0,,,,,,,,,,,,
845,CREAMY TZATZIKI FLAVOUR - Violife,5202390013867,,,,['Violife'],,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Sans lactose', 'Sans conservateurs']",,,['France'],"['chloride', 'Lactic Acid ', 'hon dairy', ""èreservatlVe:'Sorbit acide vitamin B La préparation des alimenS avec de l'huile végétale pour répandage / Convient aux sans produits laitiers lactose"", 'soja', 'gluten ni conservateurs', 'Eau', 'huile de notx de coco ', '22%', 'arômes végétaliens ', 'cornichons', 'Peau', 'rail', 'le vinaigret amidon modifié', 'sel Itaneth', 'herbes épaississant: gomme de guar correcteur diacidtte: acide ctnque', 'conservateur sorba{e de potassium', 'amidon modifié', 'amidon', 'sei de men stabilisateurs: ', 'pcbphosphète de carraghénane', 'gomme de caroube', 'le chlorure de potassium', 'acide lactique ', 'non laitiere', 'conservateur: acide sorDlque', 'vitamine B12', 'mit pflanzltchem 01 zum Streichen / Für nergeeignet Mil,frei', 'loctosefrei', 'sojafreit utenfrei Wasser Pflanzenòl uneehartet 22%*os', 'vegane Aromen ', 'Gurke', 'Wasser', 'm lfizierté Stârke', 'Salz', 'Tlllf Kriuter', 'Verdickungsmsttel:']",['Soja'],"['Végétalien', 'Végétarien']",4,?,,225,,22,,"5,4",,"0,7",,,,,,,,,,,,,,,,,941 kj(225 kcal),,20,,"0,1",,"1,1",,"0,44",,,,,,,,,"['E270 - Acide lactique', 'E412 - Gomme de guar', 'E14XX - Amidons modifiés', 'E410 - Gomme de caroube']",,,
846,Queso Feta cubos,5202877000182,D,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Grèce', 'Fromages de brebis', 'Fetan']",,,,['France'],[],,[],,?,,291,+3%,"23,7",+1%,"2,9",+268%,17,+5%,87.8%,4.4%,3.0%,3.1%,1.4%,0.4%,44,23.7 g,en quantité élevée,13.1 g,en quantité élevée,0.5 g,en faible quantité,1.8 g,en quantité élevée,1218 kj(291 kcal),+3%,"13,1",-15%,"0,5",+55%,"1,8",-24%,"0,72",-24%,15,-13%,D,-13%,,,,,,,
847,Vinaigre balsamique - 250ml,5204472400206,B,250 ml,,,"['Vinaigres', 'Vinaigres balsamiques']",,,,['France'],[],,[],,?,,113,-23%,0,-100%,23,-25%,0,-100%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,0 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,0 g,en faible quantité,473 kj(113 kcal),-22%,0,-100%,20,-28%,0,-100%,0,-100%,,,,,,,,,,,
848,Alrifai- the Classics (roasted Nuts Mix),5281026500643,,,,,,,,,['France'],[],,[],,?,,575,,20,,45,,20,,,,,,,,,,,,,,,,,2406 kj(575 kcal),,7,,8,,"0,8",,"0,32",,,,,,,,,,,,
849,Falafel_instant - Abido,5283001105027,,,,['Abido'],,,,,['France'],"['Nutrition Facts SeNing Size loz of mix ', '28 g', ' Amount Per Serding Ca!ofies from fat 10 Calories 100 %Daily Value* 0% Total Fat lg 0% Saturated Fat Og +Trans Fat og 0% Cholesterol Omg 20% Sodium 480mg Total Carbohydrate 17g 6% 27% Dletarj Fiber 7g Sugars Og Protein 6g Vitamin - Vitamin C • Ca!cium - Iron 15%']",,[],,?,,333,,"3,4",,50,,18,,,,,,,,,,,,,,,,,1393 kj(333 kcal),,"0,5",,"5,2",,"3,1",,"1,24",,,,,,,,,,,,
850,Grenadine Molasses,5285001401307,,,,,,,,,['France'],[],,[],,?,,242,,0,,60,,"0,7",,,,,,,,,,,,,,,,,1013 kj(242 kcal),,0,,57,,"0,8",,"0,32",,,,,,,,,,,,
851,Aruba Jelly Strawberry - 85g,5285002190590,E,85g,,['Aruba'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",['Halal'],,,['France'],[],,[],,?,,375,+7%,0,-100%,86,-0%,"7,7",+34122%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,0 g,en faible quantité,0 g,en faible quantité,86 g,en quantité élevée,0 g,en faible quantité,1569 kj(375 kcal),+7%,0,-100%,86,+39%,0,-100%,0,-100%,14,+1%,D,+1%,,,,,,,
852,Pruneaux dénoyautés - Serano,5290097006053,,,,['Serano'],,,,,['France'],[],,[],,?,,221,,"0,3",,"48,8",,"2,4",,,,,,,,,,,,,,,,,925 kj(221 kcal),,"0,3",,29,,"0,13",,"0,052",,,,,,,,,,,,
853,AJVAR -,5310146002628,,,,,,,,,"['France', 'Allemagne', 'Italie']",[],,[],,?,,186,,13,,13,,"2,1",,,,,,,,,,,,,,,,,778 kj(186 kcal),,"1,3",,"3,8",,"5,25",,"2,1",,,,,,,,,,,,
854,Creamy Caramel & Sea Salt,5390394014581,,,,,,,,,['France'],[],,[],,?,,525,,"27,5",,65,,5,,,,,,,,,,,,,,,,,2197 kj(525 kcal),,"17,5",,50,,"0,25",,"0,1",,,,,,,,,,,,
855,Sriracha -,5391512790806,,,,,"['Epicerie', 'Sauces', 'Sauces chili']","['Végétarien', 'Végétalien']",,,"['France', 'Espagne']",[],,"['Végétalien', 'Végétarien']",,?,,110,+28%,0,-100%,24,+66%,0,-100%,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,2.5 g,en quantité élevée,460 kj(110 kcal),+30%,0,-100%,1,-90%,"2,5",-37%,1,-37%,11,+5%,D,+5%,,,,,,,
856,6 Rice Cakes Dark Chocolate,5391517593624,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat noir']",,,,['France'],[],,[],,?,,493,+2%,22,+1%,67,+9%,"5,3",-23%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,22 g,en quantité élevée,13 g,en quantité élevée,30 g,en quantité élevée,,,2063 kj(493 kcal),+2%,13,-2%,30,+32%,,,,,,,,,,,,,,,
857,Graines de lin dorées bio moulues - Helen's - 200g,5391520170713,D,200 g,,"[""Helen's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Lins']",['Bio'],,,['France'],[],,[],,?,,481,-4%,35,-7%,"5,5",-41%,23,+12%,87.9%,0.0%,4.6%,2.5%,3.1%,1.9%,35,35 g,en quantité élevée,2.9 g,en quantité modérée,2 g,en faible quantité,0.1 g,en faible quantité,2013 kj(481 kcal),-3%,"2,9",-15%,2,+74%,"0,1",+17%,"0,04",+17%,3,+197%,C,+197%,,,,,,,
858,Filet de poulet aux herbes - Carrefour,5400101007086,D,,,['Carrefour'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,['France'],[],,[],,?,,121,-8%,"4,5",+56%,1,+109%,19,-17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,4.5 g,en quantité modérée,1.4 g,en faible quantité,0.7 g,en faible quantité,2.4 g,en quantité élevée,506 kj(121 kcal),-7%,"1,4",+88%,"0,7",+188%,"2,4",+220%,"0,96",+220%,12,,D,,,,,,['Carrefour'],,
859,Quiche légumes du sud - Carrefour - 300g,5400101019980,,300 g,,['Carrefour'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches']",,,,['France'],"['Pâte brisée 33% ', 'farine de blé', 'gluten de blé', 'graisse de colza', 'beurre concentré', 'eau', 'protéines de lait', 'sel', 'lait entier', 'légumes en proportion variable 27% ', 'courgettes', 'aubergines', 'poivrons', 'tomates', 'oignons', 'tomates semi-séchées ', 'tomates', 'huile de colza', 'sel', 'origan', 'ail', ""correcteur d'acidité : E330"", 'oeufs', 'crème ', 'contient stabilisant : E407', 'emmental', 'ail', 'fromage en poudre ', 'fromage', 'sels de fonte : E339', 'sel', 'amidon modifié de maïs', 'amidon de pommes de terre', 'épices', 'concentré de tomates', 'farine de blé', 'maltodextrine', 'lait écrémé', 'sel iodé', 'lactosérum ', 'lait', 'extrait de levure', 'huile de colza', 'oignons déshydratés', 'extrait de vin blanc', 'arômes naturels', 'sel', 'herbes de Provence', 'épaississant : E412,']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,,239,-6%,15,-2%,18,-7%,"6,1",-25%,,,,,,,,15 g,en quantité modérée,5.5 g,en quantité élevée,2.7 g,en faible quantité,0.84 g,en quantité modérée,1000 kj(239 kcal),-5%,"5,5",-32%,"2,7",+18%,"0,84",-13%,"0,336",-13%,7,-45%,C,-45%,,,,"['E330 - Acide citrique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar']",['Carrefour'],,
860,"Pasta - Petits pois, feta, sauce pesto & graines - Carrefour - 200g",5400101043527,B,200 g,,['Carrefour'],"['Plats préparés', 'Plats à base de pâtes', 'Salades', 'Salades composées', 'Salades de pâtes', 'Salades de pâtes végétariennes']",,,,['France'],"['Pâtes alimentaires 61 % ', 'semoule de blé dur', 'eau', 'petits pois 19%', 'feta 8%', 'graines 3,5% ', 'sésame', 'tournesol', 'potiron', 'lin', 'basilic', ""huile d'olive"", 'herbes et épices', 'sel', 'chapelure ', 'farine de froment', 'eau', 'sel', 'levure', 'huile de colza', 'ail', 'Grana Padano ', 'lait', 'œuf', 'conservateur : E202', 'acidifiant : E270']","['Œufs', 'Gluten', 'Lait', 'Graines de sésame']","['Sans huile de palme', 'Non végétalien']",3,?,,259,+42%,19,+107%,12,-28%,"6,8",+26%,63.6%,20.1%,6.5%,6.0%,3.0%,0.8%,76,19 g,en quantité modérée,5.2 g,en quantité élevée,3.1 g,en faible quantité,1.3 g,en quantité modérée,1084 kj(259 kcal),+44%,"5,2",+142%,"3,1",+34%,"1,3",+98%,"0,52",+98%,10,+324%,C,+324%,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique']",['Carrefour'],,
861,"Houmous basilic, olives, tomates séchés - Carrefour - 210g",5400101048218,B,210 g,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,['France'],[],,[],,?,,291,+11%,24,+19%,"9,3",-12%,"7,2",+11%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,24 g,en quantité élevée,3.4 g,en quantité modérée,1 g,en faible quantité,1.4 g,en quantité modérée,1218 kj(291 kcal),+11%,"3,4",+38%,1,-25%,"1,4",+35%,"0,56",+35%,12,+140%,D,+140%,,,,,['Carrefour'],,
862,Tartelettes aux amandes - Carrefour - 9,5400101054974,,9,,['Carrefour'],"['Tartes', 'Tartelettes']",,,,"['Belgique', 'France']",[],,[],,?,,398,+11%,15,-1%,59,+18%,"6,3",+39%,,,,,,,,15 g,en quantité modérée,8.7 g,en quantité élevée,36 g,en quantité élevée,0.28 g,en faible quantité,1665 kj(398 kcal),+10%,"8,7",+2%,36,+27%,"0,28",-6%,"0,112",-6%,18,+5%,D,+5%,,,,,['Carrefour'],,
863,Filer de saxe carrefour,5400101055681,,,,['Carrefour'],,['Fabriqué en Belgique'],,,['France'],[],,[],,?,,107,,"1,5",,"0,9",,22,,,,,,,,,,,,,,,,,448 kj(107 kcal),,"0,6",,"0,9",,"3,1",,"1,24",,,,,,,,,,['Carrefour'],,
864,Fondu Suisse - Carrefour - 400g,5400101242852,C,400 g,"['Carton', 'Sachet plastique']",['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Plats préparés', 'Fromages', 'Fondues', 'Fondues savoyardes']",['Fabriqué en Suisse'],,,['France'],"['Fromages suisses 50% ', 'Emmentaler AOP 35%', 'Gruyère AOP 15%', 'vin blanc 35,1%', 'eau', 'amidon de pomme de terre', 'kirsch', 'sels de fonte phosphates et polyphosphates de sodium', 'sel', 'épices ', 'poivre', 'paprika']",['Lait'],['Non végétalien'],3,1034,,250,-18%,17,-26%,"4,5",+147%,15,-23%,71.4%,15.4%,4.1%,5.1%,2.3%,1.7%,65,17 g,en quantité modérée,10 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,1034 kj(250 kcal),-17%,10,-33%,"0,5",-1%,"1,5",+54%,"0,6",+54%,13,+7%,D,+7%,"Préparation pour fondue aux fromages suisses 50% et au vin blanc 35.1%, prêt à l'emploi",,['CH-5898'],,['Carrefour'],,
865,Jambon de Parme - Carrefour - 160g,5400101249905,E,160 g,['Barquette'],['Carrefour'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés italiens', 'Jambons de Parme', 'en:raw-cured-ham']",['Fabriqué en Italie'],,,"['Belgique', 'France']","['Jambon de porc', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,,254,-0%,16,-1%,"0,5",+37%,27,0%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,16 g,en quantité modérée,5.3 g,en quantité élevée,0 g,en faible quantité,4.6 g,en quantité élevée,1063 kj(254 kcal),-1%,"5,3",-6%,0,-100%,"4,6",-6%,"1,84",-6%,18,-1%,D,-1%,,,['IT 1059-L CE'],,['Carrefour'],,
866,Bacon fumé - carrefour - 13tranches - 150g,5400101252240,,13 tranches - 150 g,['Plastique'],['Carrefour'],"['Viandes', 'Porc', 'Bacon', 'Bacon fumé']",,['Belgique'],,"['Belgique', 'France']","['Viande de porc', 'sel', 'sirop de glucose', 'sucre', 'antioxydants ', 'ascorbate de sodium', 'citrate de sodium', 'épices en proportion variables ', 'macis', 'poivre', 'paprika', 'conservateur ', 'nitrate de sodium', 'fumée']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,145,+11%,6,+61%,"0,7",-8%,22,-1%,,,,,,,,6 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,3.4 g,en quantité élevée,607 kj(145 kcal),+11%,"2,3",+61%,"0,5",-23%,"3,4",+25%,"1,36",+25%,13,+14%,D,+14%,Bacon,['Europe'],,"['E301 - Ascorbate de sodium', 'E331 - Citrates de sodium', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition']",['Carrefour'],,
867,Croutons Nature - Carrefour,5400101257283,D,,,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,,,['France'],[],,[],,?,,528,+12%,30,+46%,55,-6%,"7,8",-17%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,30 g,en quantité élevée,2.6 g,en quantité modérée,3.8 g,en faible quantité,0.88 g,en quantité modérée,2209 kj(528 kcal),+12%,"2,6",-14%,"3,8",+3%,"0,88",-55%,"0,352",-55%,11,-25%,D,-25%,,,,,['Carrefour'],,
868,Croutons Saveur ail,5400101257290,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Croûtons']",,,,['France'],[],,[],,?,,528,+12%,30,+46%,55,-6%,"7,8",-17%,87.8%,8.3%,1.9%,1.8%,0.2%,0.0%,35,30 g,en quantité élevée,2.6 g,en quantité modérée,3.8 g,en faible quantité,2.1 g,en quantité élevée,2209 kj(528 kcal),+12%,"2,6",-14%,"3,8",+3%,"2,1",+8%,"0,84",+8%,17,+16%,D,+16%,,,,,,,
869,CRF ORG BLACK PEPER  50G - BIO CARREFOUR,5400101259751,,,,['BIO CARREFOUR'],,"['Bio', 'Bio européen', 'BE-BIO-01', 'AB Agriculture Biologique']",['BELGIQUE'],,"['France', 'Jordanie']",[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:BELGIQUE'],['I.S.F.I. (INTERNATIONAL SPICE AND FOOD'],,['Carrefour'],,
870,Yaourt entier - Delhaize,5400112151501,,,,['Delhaize'],,,,,"['Belgique', 'France']",[],,[],,?,,94,,"2,8",,"13,8",,"3,4",,,,,,,,,,,,,,,,,393 kj(94 kcal),,"1,7",,"13,2",,"0,1",,"0,04",,,,,,,,,,['Delhaize'],,
871,Tentacules de calamar - cuits - Delhaize - 200g,5400112268407,,200 g,,['Delhaize'],"['Produits de la mer', 'Mollusques', 'Calamars']",,,,"['Belgique', 'France']",[],,[],,?,,73,-54%,1,-89%,"0,3",-93%,16,+22%,,,,,,,,1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,305 kj(73 kcal),-55%,"0,3",-79%,0,-100%,1,-12%,"0,4",-12%,-1,-138%,A,-138%,Squid Tentacles,,,,['Delhaize'],,
872,Filet de poulet italien - Delhaize - 150g,5400112270400,,150 g,,['Delhaize'],['Émincé de poulet'],,,,"['Belgique', 'France']","['Filet de poulet salé 96% [poitrine de poulet 92%', 'eau', 'acidifiant ', 'lactate de potassium', 'sel', 'conservateur ', 'nitrite de sodium', 'sirop de glucose', 'antioxydant ', 'ascorbate de sodium', 'arômes naturels', 'arôme de fumée', 'arôme naturel de poivre]', 'épices pastrami 4% [épices ', 'coriandre', 'ail', 'poivre', 'fenugrec', 'sucre', 'herbes aromatiques', 'sel', 'colorant ', 'caramel', 'arômes', 'arôme de fumée]', 'poivre', 'fumée']",,"['Non végétalien', 'Non végétarien']",4,?,,160,,6,,"4,1",,22,,,,,,,,,6 g,en quantité modérée,1.8 g,en quantité modérée,1.5 g,en faible quantité,2.1 g,en quantité élevée,669 kj(160 kcal),,"1,8",,"1,5",,"2,1",,"0,84",,11,,D,,,,,"['E326 - Lactate de potassium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E150 - Caramel']",['Delhaize'],,
873,Salade de harengs - Delhaize - 185g,5400112281208,,185 g,['Kunststoff'],['Delhaize'],"['Produits de la mer', 'Poissons', 'Salades', 'Préparations de poisson']",,,,"['Belgique', 'France']","['Haring 27%', 'raapzaadolie', 'appel', 'ui', 'suiker', 'eigeel', 'mosterd ', 'mosterdzaad', 'azijn', 'zout', 'suiker', 'specerijen', ""aroma's"", 'room', 'azijn', 'zout', 'dille 0,1%', 'conserveermiddelen ', 'E202', 'E211', 'voedingszuren ', 'E260', 'E270', 'E330', 'stabilisatoren ', 'E412', 'E415', ' BEVAŤ: eieren', 'vis', 'melk en mosterd', ' Gemaakt in een bedrijf waar ook gluten', 'schaaldieren', 'soja', 'seldenj', 'sesam', 'lupine en weekdieren verwerkt worden', ' Na opening max', ' 7 dagen houdbaar in de koelkast', ' Salade de harengs INGRÉDIENTS: hareng 27%', 'huile de colza', 'pomme', 'oignon', 'sucre', ""jaune d'oeuf"", 'moutarde ', 'graine de moutarde', 'vinaigre', 'sel', 'sucre', 'épices', 'arômes', 'crème', 'vinaigre', 'sel', 'aneth 0,1%', 'conservateurs ', 'E202', 'E211', 'acidifiants ', 'E260', 'EZ70', ' E330', 'stabilisants ', 'E412', 'E415', ' CONTIENT: eufs', 'poisson', 'lait et moutarde', ' Fabriqué dans un atelier qui utilise: gluten', 'crustacés', 'soja', 'céleri', 'sésame', 'lupin et mollusques', ' Après ouverture se conserve au réfrigérateur pendant max', ' 7 jours', ' GEMIDDELDE VOEDINGSWI0ODDE D']",,[],4,?,,290,+104%,"26,4",+225%,"6,5",-31%,6,+19%,,,,,,,,26.4 g,en quantité élevée,3.3 g,en quantité modérée,5.1 g,en quantité modérée,1.8 g,en quantité élevée,1213 kj(290 kcal),+108%,"3,3",+170%,"5,1",+133%,"1,8",+120%,"0,72",+120%,13,+1391%,D,+1391%,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E260 - Acide acétique', 'E270 - Acide lactique', 'E330 - Acide citrique', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Delhaize'],,
874,Noix du Brésil - Delhaize - 200g,5400112327562,,200 g,,['Delhaize'],,"['Bio', 'Bio européen', 'BE-BIO-01', 'IT-BIO-009']",,,"['Belgique', 'France']",[],,[],,?,,693,,"67,1",,"4,2",,"14,3",,,,,,,,,,,,,,,,,2900 kj(693 kcal),,"16,1",,"2,3",,0,,0,,,,,,,,,,['Delhaize'],,
875,Guacamole épicé - Delhaize - 200g,5400112388549,C,200 g,['Pot'],['Delhaize'],"['Epicerie', 'Sauces', 'Guacamoles']","['Nutriscore', 'Nutriscore A']",,,"['Belgique', 'France']","['Avocat Hass 88%', 'poivron rouge 2%', 'oignon', 'piment Jalapeño 1,8%', 'jus de citron vert', 'coriandre', 'piments verts', 'sel', 'cumin', 'ail en poudre', 'poivre noir', 'antioxydant ', 'E300', 'épaississant ', 'E415']",,[],4,?,,179,+10%,"17,1",+39%,2,-67%,2,+15%,75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,17.1 g,en quantité modérée,2.2 g,en quantité modérée,1.8 g,en faible quantité,0.7 g,en quantité modérée,749 kj(179 kcal),+12%,"2,2",-15%,"1,8",-12%,"0,7",-36%,"0,28",-36%,-3,-160%,A,-160%,,,,"['E300 - Acide ascorbique', 'E415 - Gomme xanthane']",['Delhaize'],,
876,AVOCAT - Delhaize,5400112397503,D,,,['Delhaize'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Avocats']",,,,"['Belgique', 'France']",[],,[],,819,,199,+26%,"19,5",+39%,"1,8",-35%,"1,9",-30%,84.4%,0.0%,0.0%,8.7%,3.8%,3.1%,50,19.5 g,en quantité modérée,2.2 g,en quantité modérée,1.8 g,en faible quantité,0 g,en faible quantité,819 kj(199 kcal),+22%,"2,2",-14%,"1,8",+144%,0,-100%,0,-100%,-2,,A,,,,,,['Delhaize'],,
877,Crevettes à l'ail - Delhaize,5400112461068,,,,['Delhaize'],,,,,"['Belgique', 'France']",[],,[],,?,,145,,"8,5",,"0,9",,17,,,,,,,,,,,,,,,,,607 kj(145 kcal),,1,,"0,4",,"3,1",,"1,24",,,,,,,,,,['Delhaize'],,
878,Macarons - Delhaize - 180g,5400112826201,D,180 g,,['Delhaize'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,,,"['Belgique', 'France']",[],,[],,?,,456,+7%,"24,9",+40%,"51,5",-7%,"7,7",-10%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,24.9 g,en quantité élevée,8.8 g,en quantité élevée,49.1 g,en quantité élevée,0.45 g,en quantité modérée,1908 kj(456 kcal),+7%,"8,8",+95%,"49,1",-2%,"0,45",+215%,"0,18",+215%,24,+36%,E,+36%,,,,,['Delhaize'],,
879,Plum sauce - Delhaize,5400113013136,,,,['Delhaize'],,,,,"['Belgique', 'France']",[],,[],,?,,188,,"0,1",,"46,6",,0,,,,,,,,,,,,,,,,,787 kj(188 kcal),,0,,"45,9",,"1,75",,"0,7",,,,,,,,,,['Delhaize'],,
880,Tartare - Delhaize,5400113028147,,,,['Delhaize'],,"['Nutriscore', 'Nutriscore D']",,,"['Belgique', 'France']","['tartare - Sauce émulsionnée froide aux câpres huile de colza 65%', 'eau', ""jaune d'œuf salé 6%"", 'eau', 'vinaigre', 'graines de moutarde', 'sel', 'curcuma', 'extraits naturel poivre aneth', 'livèche', 'curcuma', 'céleri', 'levure', 'cerfeuil', 'sucre', 'câpres 1', ""6% oignons jaunes d'œuf en poudre"", 'antioxydant ', 'extrait de romarin ', 'extrait de thé vert basilic acidifiant ', 'acide citfique', 'épaississant ', 'gomme xanthane', ',']","['Céleri', 'Moutarde']",['Non végétalien'],4,?,,606,,"64,8",,4,,"1,2",,,,,,,,,,,,,,,,,2536 kj(606 kcal),,"6,9",,4,,"1,7",,"0,68",,,,,,,,,"['E392 - Extrait de romarin', 'E415 - Gomme xanthane']",['Delhaize'],,
881,Mini cake aux amandes - Delhaize - 180g,5400113562931,,180 g,,['Delhaize'],,,,,"['Belgique', 'France']",[],,[],,?,,457,,"26,8",,"43,4",,"9,3",,,,,,,,,,,,,,,,,1912 kj(457 kcal),,"12,8",,32,,"0,4",,"0,16",,,,,,,,,,['Delhaize'],,
