,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,labels,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,quantity,brand,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,allergens,nova_score,additives,link,generic_name,palm_ingredients
1150,Bâtonnets de crème glacée Gelatelli White Chocolate - Lidl - 8 × 84g = 672g / 8 × 120ml = 960ml,4056489036623,['France'],"['Lait écrémé', 'sucre', 'eau', 'graisse de coco', 'beurre de cacao', 'sirop de glucose', 'lactosérum en poudre ', 'lait', 'lait en poudre écrémé', 'beurre concentré ', 'lait', ""émulsifiants: mono - et diglycérides d'acides gras**"", 'lécithines ', 'tournesol', 'polyricinoléate de polyglycérol', ' concentré de carotte à propriété colorante', 'stabilisants: farine de graines de caroube', 'gomme guar', ' arôme naturel de vanille Bourbon', 'aróme naturel de vanille', '0,02 % gousses de vanille Bourbon épuisées moulues', "" **d'origine végétale"", ' Chocolat blanc: beurre de cacao: 20% minimum', ' matière sèche issue du lait: 14% minimum', ' Peut contenir des traces de fruits à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1328,318,"19,3","32,7","3,3",,1328 kj(318 kcal),"14,1","27,2","0,26","0,104","['Carton', 'Plastique', 'Surgelé']","['Agriculture durable', 'en:UTZ Certified']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets']",19.3 g,en quantité modérée,14.1 g,en quantité élevée,27.2 g,en quantité élevée,0.26 g,en faible quantité,+47%,+57%,+56%,+124%,+152%,+16%,+15%,+35%,+115%,+115%,20,+75%,E,+75%,,8 × 84 g = 672 g / 8 × 120 ml = 960 ml,"['Lidl', 'Gelatelli']",['Lidl'],,,,,,,,,,['Lait'],4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",,Bâtonnets de crème glacée vanille enrobée de chocolat blanc,
1151,Haricots verts extra fins,3380380090950,['France'],[],[],?,38,"0,5","4,4","2,1",,159 kj(38 kcal),"0,1","0,7","0,55","0,22",,"['Bio', 'Bio européen']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Frites incruvées Dip,3661366199721,['France'],[],[],?,144,"4,4","22,4","2,5",,602 kj(144 kcal),"0,5","0,2","0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,pomme de la vallee de la loire,3760294530047,['France'],[],[],?,191.89999389648,"0,6",55,"0,6",,803 kj(191 kcal),"0,6",50,"0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Langouille poivre noir du bresil,0279771039360,['France'],[],[],?,236,15,"1,2",24,,987 kj(236 kcal),5,"0,2","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Bananes séchées Astronautes,0048143300151,['France'],[],[],?,70,80,14,1,,293 kj(70 kcal),25,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,9120048830054,9120048830054,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,K2R Detachant Av. lavage Aerosol,3173630418211,['France'],[],[],?,0,22,12,0,,0 kj(0 kcal),12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,30 huiles infusion Divine,3516170026391,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Myrtille,3760025968552,['France'],[],[],?,57.700000762939,"0,33","10,6","0,87",,241 kj(57 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Pâté de tête,3233970370331,['France'],[],[],?,178,14,"0,8",18,,745 kj(178 kcal),"4,8","0,8","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Gevalia café torréfié moulu,8711000537633,['France'],[],[],?,1,0,"0,3","0,2",,4 kj(1 kcal),0,0,0,0,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Amandes bio,8436044784781,['France'],[],[],?,582,26,"5,3","3,9",,2435 kj(582 kcal),"0,11","4,4","5,3","2,12",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Terrine à l’ancienne,3701257300017,['France'],[],[],?,383,"35,89","1,55","13,09",,1602 kj(383 kcal),"12,12","0,69","1,51","0,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Gelatina sabor tutti frutti - Royal,7622201122669,['France'],[],[],?,163,0,"8,3","1,3",,163 kj(163 kcal),0,"8,2","0,1","0,04",,,"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour desserts gélifiés']",0 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité modérée,0.1 g,en faible quantité,,-73%,-72%,-100%,-100%,-71%,-62%,-63%,-63%,-63%,1,-31%,B,-31%,,,['Royal'],,,,,,,,,,,,,,,,
1165,Chococake De Chocolate Natudul,8437010614057,['France'],[],[],?,430,"20,9","54,6",5,,1799 kj(430 kcal),"5,9","21,2","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Noix de cajou,2600203034505,['France'],[],[],?,595,44,"30,2","18,2",,2489 kj(595 kcal),"7,8","5,9",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",44 g,en quantité élevée,7.8 g,en quantité élevée,5.9 g,en quantité modérée,,,,-1%,-0%,-5%,-8%,+18%,-9%,-3%,,,,,,,E,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,
1167,COCKTAIL SNACKS,8437001210886,['France'],[],[],?,495,25,64,3,,2071 kj(495 kcal),25,64,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Parfait foie de canard,3760225080061,['France'],[],[],?,414,"39,5",0,"9,6",,1732 kj(414 kcal),"13,1",0,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Foxaccia Mozzarella et legumes grillés - Starbucks,8422388068137,['France'],[],[],?,259,"11,4","29,7","9,4",,1084 kj(259 kcal),"5,4","2,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Starbucks'],,,,,,,,,,,,,,,,
1170,Abricot,3700373850833,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,CHOCOLAT NOIR PEPITES 60% 5KG,0227356029329,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Vin de 2016,3660989190740,['France'],[],[],?,?,?,?,?,,,0,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,,,,,,,-100%,,,,,,,,,,C,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,,,,,,
1173,Ventre de veau,2204485033913,['France'],[],[],?,79,"4,1","0,4","10,1","['FR 33.036.007 CE', 'Bazas (Gironde, France)']",331 kj(79 kcal),"1,7","0,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Pop corn sailors sea salt,5425032061013,['France'],[],[],?,442,17,55,"9,7",,1849 kj(442 kcal),13,"0,9","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Cuisse de poulets sans os,2225026044540,['France'],[],[],?,183,13,"0,8",17,,766 kj(183 kcal),"3,4","0,8","1,3","0,52",,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",13 g,en quantité modérée,3.4 g,en quantité modérée,0.8 g,en faible quantité,1.3 g,en quantité modérée,,-4%,-4%,+5%,+1%,+152%,+416%,-8%,+71%,+71%,5,+42%,C,+42%,D,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1176,faluche - auchan - 70g,2030500451680,['France'],[],[],?,?,?,?,?,,,,,,,['Plastique'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",,,,,,,,,,,,,,,,,,,,,,,,70g,['Auchan'],['Auchan'],,,,,,,,,,,,,,,
1177,Jambon sec,0264579069732,['France'],[],[],?,226,"11,8","0,5","29,5",,946 kj(226 kcal),"4,2","0,4",6,"2,4",,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",11.8 g,en quantité modérée,4.2 g,en quantité modérée,0.4 g,en faible quantité,6 g,en quantité élevée,,-3%,-4%,-8%,-14%,-15%,+7%,+2%,+20%,+20%,16,-4%,D,-4%,E,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,
1178,les P'tits Z'apéros,3760202510383,['France'],[],[],?,478,"32,4","34,4","11,5",,2000 kj(478 kcal),"19,8","4,3","0,64","0,256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Filets de bar au chorizo doux,3272640110228,['France'],[],[],?,200,"14,2","2,1","13,4",,837 kj(200 kcal),"7,3","1,6","1,71","0,684",,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Miel de Garrigues,0837655042877,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Mélange sambahia,2600223020533,['France'],[],[],?,465,18,"65,9",8,,1946 kj(465 kcal),"6,6","12,7","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Jambonneau pané - Le Porc de nos villages,2264745030571,['France'],[],[],?,698,8,"0,9",22,,2920 kj(698 kcal),"2,4","0,8","2,3","0,92",,"['Viande Française', 'Viande Porcine Française']","['Viandes', 'Charcuteries', 'Charcuteries cuites']",8 g,en quantité modérée,2.4 g,en quantité modérée,0.8 g,en faible quantité,2.3 g,en quantité élevée,,+318%,+333%,-5%,-26%,-35%,+10%,+18%,+21%,+21%,20,+109%,E,+109%,,,['Le Porc de nos villages'],,,,,,,,,,,,,,,,
1183,The alla pesca - 3x 200ml,80501435,['France'],[],[],?,8.1000003814697,0,"8,6",0,,34 kj(8 kcal),0,"8,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3 x 200 ml,,,,,,,,,,,,,,,,,
1184,Pain de mie extra moelleux,3298857000886,['France'],[],[],?,278,"5,2","47,1","8,1",,1163 kj(278 kcal),"0,5","6,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Vege’tapas mix de cromesquis aux champignons,3434410075735,['France'],[],[],?,185,"8,2","21,3",5,,774 kj(185 kcal),"1,7",1,"1,1","0,44",,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Hauts de cuisse rôti,2255956026767,['France'],[],[],?,168,10,0,19,,703 kj(168 kcal),"2,6",0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Jambon du jura cuit fume,2630694082198,['France'],[],[],?,121,"4,9","1,3","17,9","['FR 39.198.004 CE', 'Dole (Jura, France)']",506 kj(121 kcal),"0,4","1,3","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,sel seche aux algues,3555082961079,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Confiture orange douce à la fleur d'oranger,3441260023137,['France'],[],[],?,226,"0,5",55,"0,5",,946 kj(226 kcal),"0,1",55,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Yaourts au lait de Ferme Framboise,3760206789037,['France'],[],[],?,102,"2,9","15,6","3,4",,427 kj(102 kcal),"1,9","11,51","0,1","0,04",,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Jambon blanc,0281450032678,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Crème fraiche,8439139435636,['France'],[],[],?,291,30,"2,1",3,,1218 kj(291 kcal),"20,5","2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,5099556010835,5099556010835,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Herbamare,8610345644436,['France'],[],[],?,0,?,?,?,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,5052320645121,5052320645121,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,5057545864913,5057545864913,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Rillettes de poulet,3148021111118,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",,,,,,,,,,,,,,,,,,,,,,,D,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,
1198,Pringles parmesan & roasted garlic,0380000217012,['France'],[],[],?,536,"32,1",0,"3,6",,2243 kj(536 kcal),"8,9",0,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Bte 30 Filtres a the Cilia Melitta,4006508116065,['France'],[],[],?,0,0,0,0,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Bobeline triple -,5412186001613,['France'],[],[],?,?,?,?,?,,,,,,,['Verre'],"['Déconseillé à certaines catégories de personnes', 'Non recommandé aux femmes enceintes']","['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,C,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,
1201,Biscuits noisettes,3760211202859,['France'],[],[],?,481,"22,5","56,5","6,4",,2013 kj(481 kcal),"11,3","18,4","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Thé turc,4796010771103,['France'],[],[],?,205,0,0,75,,858 kj(205 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Boutargue,3569120000002,['France'],[],[],?,406,"27,06","2,18","39,08",,1699 kj(406 kcal),"6,45","2,18","11,5","4,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Ensemble à Tacos Rigides - Old El Paso,0058300461991,['France'],"['yellow corn flour,palm oil,sugar,salt,modified corn starch,white vinegar,citric acid,garlic powder,onion powdee']",['Huile de palme'],?,309.52380952381,"11,905","42,857","4,762",,1295 kj(309 kcal),"4,762","2,381","2,619","1,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Old El Paso'],,,,,,,,,,,,,['E330 - Acide citrique'],,,
1205,Sout,3760271840169,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Crousti Cereales Noires,4284294303344,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Actimel noix de coco,4009700042248,['France'],[],[],?,83,"1,99","12,4","2,99",,347 kj(83 kcal),"1,3","12,3","0,1","0,04",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,['Actimel'],,,,,,,,,,,,,,,,
1208,BLEDINA LES RECOLTES BIO Muesli Nature 180g Dès 6 Mois - 180g,3041091568786,"['France', 'Pologne']","['Farine de blé* 60,0 % ', 'GLUTEN', "" - Farine d'avoine complète* 20,0 % "", 'GLUTEN', ' - Farine de blé complet* 10,0 % ', 'GLUTEN', ' - Farine de seigle complet* 10,0 % ', 'GLUTEN', ' - Vitamine B1']",['Sans huile de palme'],1689,399,"2,9",76,"12,8",,1689 kj(399 kcal),"0,6","1,2","0,01","0,004",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,180 g,"['Blédina', 'Les recoltes bio']",,,,,,,,,,,['Gluten'],4,,,Préparation à base de céréales instantanées adaptée à bébé.,
1209,Peanut boost,8718836394560,['France'],[],[],?,547,"35,7","37,6","15,6",,2289 kj(547 kcal),"7,6","27,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Miel de mimosa,3263620207816,['France'],[],[],?,?,?,?,?,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Madeleine chocolait,85533066,['France'],[],[],?,471,25,55,6,,1971 kj(471 kcal),6,31,"0,55","0,22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Galette Charentaise,3380790000082,['France'],[],[],?,382,13,57,"7,9",,1598 kj(382 kcal),"8,6",21,"0,99","0,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Sanosel,3442260000029,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Cuisse de dinde,2124897002904,['France'],[],[],?,164,10,"0,5",18,,686 kj(164 kcal),"3,6","0,5","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Garbure beranaise,3760149955636,['France'],[],[],?,61,"2,8",3,"6,3",,255 kj(61 kcal),"0,8","0,8",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Ifri Gazouz Framboise,6130093063126,['France'],[],[],?,19,"4,56","4,56","0,1",,79 kj(19 kcal),"4,48","4,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Aiguillettes de canard,4056489276623,['France'],[],[],?,127,"3,2",2,22,,531 kj(127 kcal),1,"1,4","1,1","0,44",,,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",3.2 g,en quantité modérée,1 g,en faible quantité,1.4 g,en faible quantité,1.1 g,en quantité modérée,,+5%,+6%,+8%,+6%,+57%,+182%,+2%,+79%,+79%,0,,B,,D,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,
1218,Pâte à tartiner Noisettes & Miel,3770013022333,['France'],[],[],?,395,"12,6","66,2","4,3",,1653 kj(395 kcal),1,"64,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Quenelles nature facon cuillere - 300g,3289948215012,['France'],[],[],?,205,13,15,7,"['FR 38.409.005 CE', 'Saint-Just-de-Claix (Isère, France)']",858 kj(205 kcal),"8,4","0,5","0,82","0,328",,,"['Plats préparés', 'Quenelles', 'Quenelles nature']",13 g,en quantité modérée,8.4 g,en quantité élevée,0.5 g,en faible quantité,0.82 g,en quantité modérée,,-9%,-8%,-10%,+99%,-6%,-40%,+4%,-22%,-22%,13,+65%,D,+65%,C,300 g,,,76.7%,10.9%,5.4%,4.0%,2.4%,0.6%,65,,,,,,,,
1220,Cordon bleu de volaille bio,00000789,['France'],[],[],?,234,12,18,13,,979 kj(234 kcal),"2,8","0,6","1,4","0,56",,['Bio'],"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus', 'Cordons bleus de volaille']",12 g,en quantité modérée,2.8 g,en quantité modérée,0.6 g,en faible quantité,1.4 g,en quantité modérée,,-9%,-9%,-27%,-35%,+28%,-60%,+7%,+8%,+8%,5,-56%,C,-56%,D,,,,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,
1221,Caviar Alverta Royal - 30g,3019896969329,['France'],[],[],?,270,18,"1,1",26,,1130 kj(270 kcal),"4,2","0,7","3,3","1,32",,,"['Œufs de poisson', 'Caviars']",18 g,en quantité modérée,4.2 g,en quantité modérée,0.7 g,en faible quantité,3.3 g,en quantité élevée,,+5%,+5%,+11%,+11%,-54%,+34%,+3%,+2%,+2%,17,+6%,D,+6%,,30 g,,,,,,,,,,,,,,,,,
1222,Chewing-gum Orbit,4009900475464,['France'],[],[],?,149,0,"62,1",0,,623 kj(149 kcal),0,"62,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Orbit'],,,,,,,,,,,,,,,,
1223,Nuggets de volaille bio,00000567,['France'],[],[],?,242,12,20,13,,1013 kj(242 kcal),"1,9","0,6","1,2","0,48",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Enfant terrible 2015 - Laudun Chusclan Vignerons - 75cl,5010998992930,['France'],"['Vin ', 'sulfites']",['Sans huile de palme'],?,?,?,?,?,,,,,,,"['Bouteille', 'Verre']",,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",,,,,,,,,,,,,,,,,,,,,,,B,75 cl,['Laudun Chusclan Vignerons'],,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],['France'],['Anhydride sulfureux et sulfites'],3,,,,
1225,Crousti de volaille bio,00000345,['France'],[],[],?,219,"8,5",19,16,,916 kj(219 kcal),1,"0,9","1,1","0,44",,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Draineur,3664788000200,['France'],[],[],?,?,?,?,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Roquefort AOP,0297045019559,['France'],[],[],?,?,?,?,?,"['FR 12.203.036 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Pate a tartiner proteiné pistache,0652733080646,['France'],[],[],?,512,37,37,25,,2142 kj(512 kcal),11,0,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Bulgarian,0700461305873,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Rivella refesh,7610097746250,['France'],[],[],?,21,0,"5,2",0,,88 kj(21 kcal),0,"5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Rivella'],,,,,,,,,,,,,,,,
1231,Olives vertes dénoyautées piquantes,6111249604028,['France'],[],[],?,179,17,5,"0,8",,749 kj(179 kcal),"3,8","0,5","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Filet de poulet,0217885049592,['France'],[],[],?,?,?,?,?,,,,,,,,"['Nutriscore', 'Nutriscore A']","['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,D,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1233,Jambon coeur de braise - Petitgas,3275461006985,['France'],[],[],?,167,"9,4","1,9","18,7",,699 kj(167 kcal),"3,9","1,7","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,['Petitgas'],,,,,,,,,,,,,,,,
1234,2290865068484,2290865068484,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Limonade,3770009150040,['France'],[],[],?,36,0,"9,1",0,,151 kj(36 kcal),0,"9,1",,,,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",0 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,,,,+16%,+20%,-100%,-100%,+22%,+25%,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Ananas morceaux,3760036573035,['France'],[],[],?,53.200000762939,"0,24",11,"0,52",,223 kj(53 kcal),"0,24","10,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Délice de pomme au cidre Basque,3352911600006,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Confiture poire châtaigne - 340g,3396745003398,['France'],[],[],?,180,"0,5",43,"0,5",,753 kj(180 kcal),"0,1",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340 g,,,,,,,,,,,,,,,,,
1239,Paté de campagne,3429490050260,['France'],[],[],?,241.5,"18,9",2,"15,9",,1010 kj(241 kcal),"7,3","1,07","0,625","0,25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,2427417024937,2427417024937,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Aprikosen,49989595,['France'],[],[],?,0,"0,5",15,"0,8",,0 kj(0 kcal),"0,1",15,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,Jambon,29021987,['France'],[],[],?,57,"6,2","0,7",21,,238 kj(57 kcal),"2,2","0,7","1,4","0,56","['Barquette', 'Film en plastique']","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,FAUX-FILET VBF ***,2453432077603,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
