,name,bar_code,eco_score,quantity,brand,categories,labels,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,packaging,manufacturing,additives,markets,allergens,link,palm_ingredients,producer_info
572,Chou-fleur - Maison Allaire,3281440000837,B,,['Maison Allaire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Légumes-feuilles', 'Légumes préparés', 'Choux-fleurs']",,,['France'],"['chou,fleur', 'acidifiant : acide citrique', 'sel', 'antioxydant : métabisulfite de sodium']",[],3,0.31 g,en faible quantité,0.22 g,en faible quantité,0.27 g,en faible quantité,0.01 g,en faible quantité,?,,29,+12%,121 kj(29 kcal),+12%,"0,31",-31%,"0,22",+130%,"3,75",+51%,"0,27",-83%,"1,61",-20%,"0,01",-78%,"0,004",-78%,-6,,A,,62.1%,0.0%,0.0%,15.3%,21.9%,0.7%,98,,,,,"['E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,['Métabisulfite de sodium'],,,
573,MA - Mas Amiel - Le Plaisir rouge 2011 - 75cl,3281540012112,D,75 cl,['Mas Amiel'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Côtes du Roussillon']",,['Côtes du Roussillon'],['France'],['Grenache'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,"['Bouteille', 'Verre']",,,['Intermarché'],,,,
574,3281540012150,3281540012150,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Muscat - Mas Amiel - 75cl,3281540021114,C,75 cl,['Mas Amiel'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins doux', 'Vins mutés de type vin doux naturel', 'Vins français', 'Muscats']",,['France'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,,,,,,,,,,
576,Mas Amiel,3281540031113,D,,['Mas Amiel'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,
577,Maury - Vintage Reserve - Mas Amiel - 75cl,3281540034091,,75 cl,['Mas Amiel'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Vintage blanc 2010 - Mas Amiel - 75cl,3281540041105,B,75 cl,['Mas Amiel'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins doux', 'Vins mutés de type vin doux naturel', 'Vins français', 'Maury']",['Vigneron indépendant'],['France'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,['66 R 222'],,"['Bouteille', 'Verre']",,,,,,,
579,Mas Amiel 10 ans d'âge - 75cl,3281540062001,D,75 cl,['Mas Amiel'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins mutés', 'Vins doux', 'Vins mutés de type vin doux naturel', 'Vins rouges', 'Vins français', 'Maury']",['AOC'],"['Maury', 'Roussillon']",['France'],"['Raisins noirs : cépage Grenache', ' Contient des sulfites']",[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,50.3%,7.1%,29.9%,8.8%,2.6%,1.4%,45,,,"['Bouteille', 'Verre']",['France'],,['Vigneron'],['Anhydride sulfureux et sulfites'],,,
580,Beurre de baratte doux - Vrai - 250g,3281540119903,C,250 g,['Vrai'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres pasteurisés', 'Beurres de crème douce', 'Beurres de baratte']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'en:lait-francais-french-milk']",['France'],['France'],"['Crème de lait pasteurisée', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,82 g,en quantité élevée,55 g,en quantité élevée,0.6 g,en faible quantité,0.04 g,en faible quantité,?,,743,+1%,3109 kj(743 kcal),+2%,82,+1%,55,+2%,"0,6",-13%,"0,6",+7%,"0,7",-1%,"0,04",-97%,"0,016",-97%,19,-17%,E,-17%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,"['Frais', 'Plastique']",['France'],,,['Lait'],,,
581,Croustillants orange,3281580003460,,,,,,,['France'],[],[],,,,,,,,,,?,,412,,1724 kj(412 kcal),,"18,8",,"12,4",,"54,5",,"41,4",,"5,7",,,,,,,,,,,,,,,,,,,,,,,,,,
582,Curbelets du quercy - Biscuiterie du Quercy - 125g,3281580006126,,125 g,['Biscuiterie du Quercy'],,,,['France'],[],[],,,,,,,,,,?,,429,,1795 kj(429 kcal),,"7,8",,"1,45",,"80,8",,"35,1",,"7,8",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,
583,Meringuettes,3281580090460,,,,,,,['France'],[],[],,,,,,,,,,?,,396,,1657 kj(396 kcal),,"1,1",,"0,02",,"95,3",,"84,1",,"3,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
584,Évantails Pur Beurre - Biscuiterie du Quercy - 125g,3281580091252,C,125 g,['Biscuiterie du Quercy'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Point Vert', 'Sans colorants', 'Sans conservateurs', 'Pur beurre']",,['France'],"['Farine de blé', 'sucre', ""jaunes d'œufs"", 'beurre', 'arôme vanille', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,7.8 g,en quantité modérée,1.45 g,en faible quantité,35.1 g,en quantité élevée,0.5 g,en quantité modérée,?,,429,-9%,1795 kj(429 kcal),-10%,"7,8",-62%,"1,45",-86%,"80,8",+26%,"35,1",+19%,"7,8",+20%,"0,5",-15%,"0,2",-15%,15,-24%,D,-24%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,['Plastique'],,,,"['Œufs', 'Gluten', 'Lait']",,,
585,Eventails pur beurre spécialités du Quercy - Biscuiterie du Quercy - 125g,3281580091382,,125 g,['Biscuiterie du Quercy'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['France'],"[""FarineT65'"", ""sucre de cannel jaunes d'?ufS"", ""beurre' 12%"", 'sel marin non raffiné', "" ?Produit issu de l'agriculture biologique"", ' Allergènes : Farine', 'oeufs', 'lait']",['Non végétalien'],,,,,,,,,,?,,429,,1795 kj(429 kcal),,"7,8",,"1,45",,"80,8",,"35,1",,"7,8",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,"['Œufs', 'Lait']",,,
586,Meringues au Chocolat - Biscuiterie du Quercy - 140g,3281580121393,C,140 g,['Biscuiterie du Quercy'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']","['Point Vert', 'Sans colorants', 'Sans conservateurs']",,['France'],"['Sucre', 'pâte à glacer 30 % ', 'sucre', ' graisse végétale', 'cacao maigre', 'lécithine de soja', ""blancs d'œufs"", 'sel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",3,13.2 g,en quantité modérée,10.1 g,en quantité élevée,67.4 g,en quantité élevée,0.2 g,en faible quantité,?,,457,+21%,1912 kj(457 kcal),+21%,"13,2",+1182%,"10,08",+2610%,"80,2",-8%,"67,4",-19%,"3,7",-8%,"0,2",+24%,"0,08",+24%,25,+72%,E,+72%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,['Plastique'],,['E322i - Lécithine'],,"['Œufs', 'Soja']",,,
587,Croustillants coco - Biscuiterie du Quercy - 175g,3281580121751,,175 g,['Biscuiterie du Quercy'],,['Sans colorants'],,['France'],[],[],,,,,,,,,,?,,467,,1954 kj(467 kcal),,"16,6",,"2,16",,"66,9",,33,,8,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,
588,Croustillants orange - Biscuiterie du Quercy - 175g,3281580121768,,175 g,['Biscuiterie du Quercy'],,['Sans colorants'],,['France'],[],[],,,,,,,,,,?,,452,,1891 kj(452 kcal),,"13,2",,"6,82",,"75,8",,"40,4",,"6,6",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
589,Croustillants amandes - Biscuiterie du Quercy,3281580121782,,,['Biscuiterie du Quercy'],,,,['France'],[],[],,,,,,,,,,?,,466,,1950 kj(466 kcal),,"16,1",,"6,05",,"69,6",,"38,9",,"9,3",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,
590,Cigares au chocolat LES SAULES EN QUERCY - Biscuiterie Du Quercy - 220g,3281580122208,,220 g,['Biscuiterie Du Quercy'],,,,['France'],"['Ingrédients I farine', ' pâte à glacer 30% ', 'sucre', 'graisse végétale', 'cacao maigre', ' lécithine de soja', ' sucre', ""jaunes d' œufs huile d'arachide"", 'arôme van!lle', ' sel', ' Allergènes ', ' gluten', 'œufs', 'arachide', 'soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,,,,,,,,,?,,477,,1996 kj(477 kcal),,"18,4",,"12,09",,"69,7",,"38,3",,"6,5",,"0,3",,"0,12",,,,,,,,,,,,,,,,,['E322i - Lécithine'],,"['Œufs', 'Gluten', 'Arachides', 'Soja']",,,
591,Curbelets Pur Beurre Bio - Biscuiterie du Quercy - 125g,3281580123250,C,125 g,['Biscuiterie du Quercy'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['Bio', 'Ecocert', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Sans colorants', 'Sans conservateurs', 'Pur beurre', 'AB Agriculture Biologique']",,['France'],"['Farine T65*', 'sucre de canne', ""jaunes d'œufs"", 'beurre* 12 %', 'sel marin non raffiné', "" *Produit issu de l'agriculture biologique""]",['Non végétalien'],3,7.8 g,en quantité modérée,1.45 g,en faible quantité,35.1 g,en quantité élevée,0.5 g,en quantité modérée,?,,439,-7%,1837 kj(439 kcal),-8%,"7,8",-62%,"1,45",-86%,"80,08",+25%,"35,1",+19%,"7,8",+20%,"0,5",-15%,"0,2",-15%,15,-24%,D,-24%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"['Sachet', 'Plastique']","['46800', 'Montcuq', 'Lot', 'France', 'Occitanie']",,,"['Œufs', 'Lait', 'Farine']",,,
592,Gaufres roulees pur beurre,3281580141407,,,,,"['Sans colorants', 'Sans conservateurs']",,['France'],[],[],,,,,,,,,,?,,429,,1795 kj(429 kcal),,"7,8",,"1,45",,"80,8",,"35,1",,"7,8",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,
593,Hocons - Biscuiterie du Quercy - 35g,3281580200210,,35 g,['Biscuiterie du Quercy'],,"['Sans colorants', 'Sans conservateurs']",,['France'],[],[],,,,,,,,,,?,,396,,1657 kj(396 kcal),,"1,1",,0,,"95,3",,"84,1",,"3,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
594,Croustillant cerise - Quercy - 150g,3281580200326,,150 g,['Quercy'],,"['Sans colorants', 'Sans conservateurs']",,['France'],"['farine de blé', 'pâte à glacer 30% ', 'sm grajsse végétale', 'cacao maigre', 'lécithine de soja', 'sucre', ""d'œufs"", 'Cerise 10%', 'beurre', 'aòme naturel', 'p?ldre à lever', 'sel']",['Non végétalien'],,,,,,,,,,?,,498,,2084 kj(498 kcal),,"23,4",,"13,44",,"63,3",,"40,3",,0,,"0,4",,"0,16",,,,,,,,,,,,,,,,,['E322i - Lécithine'],,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,
595,Régal à la MIRABELLE - BISCUITERIE DU QUERCY - 80g,3281580200357,,80 g,['BISCUITERIE DU QUERCY'],,['Sans conservateurs'],,['France'],['Poids Net:'],[],,,,,,,,,,?,,396,,1657 kj(396 kcal),,"1,1",,"0,02",,"95,3",,"84,1",,"3,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
596,Marenki Trio - Biscuiterie Du Quercy,3281580240056,,,['Biscuiterie Du Quercy'],,,,['France'],[],[],,,,,,,,,,?,,396,,1657 kj(396 kcal),,"1,1",,"0,02",,"95,3",,"84,1",,"3,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,
597,Croustillants framboises enrobage chocolat - Biscuiterie Du Quercy,3281580240148,,,['Biscuiterie Du Quercy'],,"['Sans colorants', 'Sans conservateurs']",,['France'],"['farine', 'pâte à glacer 30%', '150g ', 'sucre', 'graisse végétale', 'cacao maigre', 'lécithine de soja', ' pulpe de framboise 10%', ""huile d'arachide"", 'blancs dtœufs', 'arôme et colorant naturel', ' poudre à lever', 'sel']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,,?,,487,,2038 kj(487 kcal),,"21,5",,"14,73",,"65,9",,40,,"5,8",,"0,3",,"0,12",,,,,,,,,,,,,,,,,['E322i - Lécithine'],,['Soja'],,,
598,Meringues Artisanales à la Fraise - Biscuiterie du Quercy - 35g,3281580240186,C,35 g,['Biscuiterie du Quercy'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']","['Point Vert', 'Sans conservateurs']",,['France'],"['Sucre', ""blancs d'œufs"", 'arôme naturel fraise', 'colorant naturel', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,1.1 g,en faible quantité,0.2 g,en faible quantité,84.1 g,en quantité élevée,0.3 g,en quantité modérée,?,,396,+5%,1657 kj(396 kcal),+5%,"1,1",+7%,"0,2",-46%,"95,3",+9%,"84,1",+1%,"3,3",-18%,"0,3",+86%,"0,12",+86%,15,+3%,D,+3%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,"['Sachet', 'Plastique']",,,,['Œufs'],,,
599,Croustillant caramel-choco - 100g,3281580300309,,100 g,,,['Sans conservateurs'],,['France'],[],[],,,,,,,,,,?,,498,,2084 kj(498 kcal),,"23,4",,"13,44",,"63,3",,"40,3",,"6,6",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
600,Croustillant caramel-choco - 100g,3281580300309,,100 g,,,['Sans conservateurs'],,['France'],[],[],,,,,,,,,,?,,498,,2084 kj(498 kcal),,"23,4",,"13,44",,"63,3",,"40,3",,"6,6",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
601,Gourmandise a la griotte - Biscuiterie Du Quercy,3281580320260,,,['Biscuiterie Du Quercy'],,['Sans conservateurs'],,['France'],"['Sucre', 'blanc d’œufs', 'cerises 10%', 'arôme naturel', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,396,,1657 kj(396 kcal),,"1,1",,"0,02",,"95,3",,"84,1",,"3,3",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,['Œufs'],,,
602,fromage frais des alpes,3281670001079,,,,,,,['France'],[],[],,,,,,,,,,?,,85,,356 kj(85 kcal),,5,,3,,"4,5",,"4,4",,"5,5",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,
603,Huile Cuisinor,3281711000054,,,,,,,['France'],[],[],,,,,,,,,,?,,900,,3766 kj(900 kcal),,100,,10,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Huile d'olive vierge extra,3281717200755,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,,['France'],[],[],,100 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,15,+7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,['Bouteille'],,,,,,,
605,Café en grains Pérou - Cafés Albert,3281740002630,E,,['Cafés Albert'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",['Bio'],,['France'],['Café en grains du Pérou'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,1,-96%,4 kj(1 kcal),-96%,1,-35%,1,+12%,1,-34%,1,+4%,1,+21%,1,+1274%,"0,4",+1274%,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,['Magasins U'],,,,
606,Mon coleslaw - Pierre Martinet,3281780055276,B,,['Pierre Martinet'],"['Plats préparés', 'Entrées', 'Coleslaw']",,,['France'],[],[],,8.5 g,en quantité modérée,0.6 g,en faible quantité,7.1 g,en quantité modérée,1.2 g,en quantité modérée,?,,119,-8%,498 kj(119 kcal),-7%,"8,5",-15%,"0,6",-32%,"8,6",+38%,"7,1",+42%,"0,9",-19%,"1,2",+51%,"0,48",+51%,7,+103%,C,+103%,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,,,"['Barquette', 'Plastique']",,,,,,,
607,Pierre Martinet Mon taboulé a poulet à la ciboulette la barquette de 300 g,3281780055511,B,,['Pierre MARTINET'],"['Plats préparés', 'Taboulés']",,,"['France', 'Inde']","['semoule de blé dur réhydratée 49%', 'légumes ', 'poivrons', 'tomates', 'oignons', 'poulet cuit assaisonné 9,5% ', 'viande de poulet ', 'Origine : UE', ' 8,4%', 'eau', 'sel', 'poivre', 'maïs', 'jus de citron à base de concentré', ""huile d'olive vierge extra"", 'huile de colza', ' ciboulette', 'épices', 'sel', 'arôme', 'conservateur : sorbate de potassium', "" consommer jusqu'au : voir côté de la barquette"", ' 0 809 400 708 e vvvvvv', 'ntartinet', 'fr']","['Non végétalien', 'Non végétarien']",4,5.7 g,en quantité modérée,0.8 g,en faible quantité,3.3 g,en faible quantité,0.95 g,en quantité modérée,?,,160,-5%,669 kj(160 kcal),-5%,"5,7",-12%,"0,8",+12%,21,-1%,"3,3",+1%,"5,4",+22%,"0,95",+1%,"0,38",+1%,2,-26%,B,-26%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,
608,Mon Coleslaw - Pierre Martinet,3281780057270,B,,['Pierre Martinet'],"['Plats préparés', 'Entrées', 'Coleslaw']",,,['France'],[],[],,8.5 g,en quantité modérée,0.6 g,en faible quantité,7.1 g,en quantité modérée,1.2 g,en quantité modérée,?,,119,-8%,498 kj(119 kcal),-7%,"8,5",-15%,"0,6",-32%,"8,6",+38%,"7,1",+42%,"0,9",-19%,"1,2",+51%,"0,48",+51%,7,+103%,C,+103%,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,,,,,,,,,,
609,Ma piemontaise jambon - Pierre Martinet,3281780065114,C,,['Pierre Martinet'],"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']",,,['France'],[],[],,10 g,en quantité modérée,0.9 g,en faible quantité,0.6 g,en faible quantité,1 g,en quantité modérée,?,,149,-1%,623 kj(149 kcal),+0%,10,-7%,"0,9",-13%,11,+32%,"0,6",-17%,3,-26%,1,+0%,"0,4",+0%,4,+19%,C,+19%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,,,,,,,
610,Solo Taboulé Poulet à la Ciboulette - Pierre Martinet - 180g,3281780091519,B,180 g,['Pierre Martinet'],"['Plats préparés', 'Réfrigérés', 'Plats préparés réfrigérés', 'Taboulés', 'Taboulés au poulet']","['Point Vert', 'Fabriqué en France']",,['France'],"['Semoule de blé dur réhydratée 49%', 'légumes ', 'poivrons', 'tomates', 'oignons', 'poulet cuit assaisonné 9,5% ', 'Viande de poulet ', 'Origine UE', ' 8,4%', 'eau', 'sel', 'poivre', 'maïs 8,4%', 'jus de citron à base de concentré', ""huile d'olive vierge extra"", 'huile de colza', 'ciboulette', 'épices', 'sel', 'arôme', 'conservateur : sorbate de potassium']","['Non végétalien', 'Non végétarien']",4,5.7 g,en quantité modérée,0.8 g,en faible quantité,3.3 g,en faible quantité,0.95 g,en quantité modérée,?,,160,-8%,669 kj(160 kcal),-7%,"5,7",-19%,"0,8",+5%,21,+6%,"3,3",+37%,"5,4",-10%,"0,95",-3%,"0,38",-3%,0,-100%,B,-100%,74.3%,9.4%,6.2%,6.2%,3.1%,0.8%,78,,Taboulé poulet,"['barquette plastique', 'Carton', 'Plastique', 'Frais']",['France'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,['Gluten'],,,
611,Piémontaise au Jambon - Sans marque - 500g  (4personnes),3281780864786,C,500 g  (4 personnes),"['Sans marque', 'MSA']","['Plats préparés', 'Frais', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats préparés frais', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Entrées', 'Entrées froides', 'Salades piémontaises', 'Salades piémontaises au jambon']","['Point Vert', 'Eco-Emballages']",,['France'],"['Pomme de terre', 'eau', 'jambon cuit standard 10 % ', 'jambon de porc', 'eau', 'sirop de glucose', 'sel', 'stabilisants : E451', 'E450', 'gélatine', 'gélifiant : E407a', 'conservateurs : E316', 'E250', 'tomate', 'huile de colza', 'cornichon', 'œuf dur', 'moutarde ', 'eau', 'graine de moutarde', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", 'sel', 'amidon transformé', 'sucre', 'conservateur : E202', ""jaune d'œuf"", 'amidon de blé', 'épices', 'épaississants : E412', 'E415', 'sirop de glucose']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,"['FR 38.449.002 CE', 'Saint-Quentin-Fallavier (Isère, France)']",Piémontaise au jambon,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']","['Martinet (Filiale FPM) - 24 Rue du Limousin - Zone Industrielle - 38070 Saint-Quentin-Fallavier', 'Isère', 'Rhône-Alpes', 'France']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E428 - Gélatine', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']",,"['Œufs', 'Gluten', 'Moutarde']",,,
612,Quiche Lorraine x2 - MSA - 260g,3281780867978,D,260 g,['MSA'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",,,['France'],"['Garniture : Oeuf', 'lardon fumé ', 'poitrine de porc', 'sel', 'dextrose', 'acidifiant : E330', 'conservateurs : E316', 'E250', 'eau', 'crème', 'emmental', 'lait', 'amidon transformé', 'sel', 'épices', 'arôme de fumée', '\rPâte brisée : farine de blé', 'margarine ', 'graisses et huile de palme et de colza', 'eau', 'émulsifiant : E471', 'acidifiant : E330', 'eau', 'oeuf', 'sel']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,18 g,en quantité modérée,9.2 g,en quantité élevée,1.9 g,en faible quantité,0.98 g,en quantité modérée,?,,277,+5%,1159 kj(277 kcal),+5%,18,+10%,"9,2",+6%,20,+4%,"1,9",-18%,"8,1",-13%,"0,98",-6%,"0,392",-6%,16,+13%,D,+13%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,Quiche Lorraine,"['Plastique', 'Frais']",,"['E330 - Acide citrique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Auchan'],"['Œufs', 'Gluten', 'Lait']",,['Huile de palme'],
613,Mes Betteraves rouges - Pierre Martinet,3281780868067,,,['Pierre Martinet'],"['Plats préparés', 'Salades', 'Salades composées', 'Salades de betteraves']",,,['France'],"['betterave rouge 76%', 'eau', 'oignon', 'huile de colza', 'vinaigre balsamique 0,6%', 'épices', 'sel', 'moutarde ', 'eau', 'graine de moutarde', ""vinaigre d'alcool"", 'sel', ""vinaigre d'alcool"", 'amidon transformé', 'conservateur : sorbate de potassium', 'épaississant : gomme xanthane']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,5.3 g,en quantité modérée,0.4 g,en faible quantité,6.4 g,en quantité modérée,0.95 g,en quantité modérée,?,,83,+12%,347 kj(83 kcal),+14%,"5,3",+51%,"0,4",+22%,"6,4",-10%,"6,4",+3%,"1,2",-14%,"0,95",+35%,"0,38",+35%,4,,C,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,['Moutarde'],,,
614,"Mel / Melo Car / Cel.300G.Mar, - Pierre Martinet - 60g",3281780868074,,60 g,['Pierre Martinet'],,,,['France'],[],[],,,,,,,,,,?,,87,,364 kj(87 kcal),,"5,8",,"0,4",,"6,2",,"4,1",,"1,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,
615,Mon taboulé aux 5 légumes - Pierre Martinet,3281780869033,B,,['Pierre Martinet'],"['Plats préparés', 'Taboulés', 'Taboulés aux légumes']",,,['France'],[],[],,5.3 g,en quantité modérée,0.6 g,en faible quantité,4.8 g,en faible quantité,1.4 g,en quantité modérée,?,,146,-7%,611 kj(146 kcal),-9%,"5,3",-19%,"0,6",-14%,20,-2%,"4,8",+46%,"3,7",+1%,"1,4",+50%,"0,56",+50%,6,+116%,C,+116%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,
616,Cervelas facon remoulade - Pierre Martinet,3281780869460,,,['Pierre Martinet'],,,,['France'],[],[],,,,,,,,,,?,,265,,1109 kj(265 kcal),,26,,6,,"0,7",,"0,5",,"6,7",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,
