,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,quantity,markets,generic_name,packaging,nova_score,allergens,brand_owner,additives,manufacturing,ingredients_origins,palm_ingredients,link
580,Asperges,3361310473111,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Melon Bubble GUM,49437331,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Saucisson pur porc,3252880002675,['France'],[],[],?,464,"37,6","4,2","27,4",,,,,,,,,,,,,,1941 kj(464 kcal),,,"14,3",,,"0,9",,,"4,68",,"1,872",,,,,,,,,,,,,"['FR 69.095.001 CE', 'Grézieu-le-Marché (Rhône, France)']",,,,,,,,,,,,,
583,Liqueur Saveur Coco au Rhum,3032230102862,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Strawberry Bubble GUM,49437317,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Grape Bubble GUM,49437324,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Appenzeller,2488035035620,['France'],[],[],?,422,31,1,28,,,,,,,,,,,,,,1766 kj(422 kcal),,,21,,,0,,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
587,Knack GM non colire se Strasbourg,2728774019964,['France'],[],[],?,288,26,"0,6",13,,,,,,,,,,,,,,1205 kj(288 kcal),,,"9,7",,,"0,6",,,"1,9",,"0,76",,,,,,,,,,,,,"['FR 67.529.001 CE', 'Weyersheim (Bas-Rhin, France)']",,,,,,,,,,,,,
588,Marquis de terme,3378281142007,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Mongy,3770005396138,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,3350900001063,3350900001063,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Pur Brebis Ardi Gasna,2481339057725,['France'],[],[],?,422,35,"1,7",25,,,,,,,,,,,,,,1766 kj(422 kcal),,,25,,,"0,5",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
592,TAHIN SESAME PASTE,8690799001016,['France'],[],[],?,665,"61,4",0,21,,,,,,,,,,,,,,2782 kj(665 kcal),,,"9,58",,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Sauce tartare,62505101378,['France'],[],[],?,621,"67,3","1,1","1,8",B,"['Epicerie', 'Sauces', 'Sauces tartare']",,67.3 g,en quantité élevée,8.2 g,en quantité élevée,0.7 g,en faible quantité,1.6 g,en quantité élevée,,+19%,2598 kj(621 kcal),+20%,+24%,"8,2",+81%,-77%,"0,7",-74%,+54%,"1,6",-11%,"0,64",-11%,22,+26%,E,+26%,52.2%,31.5%,7.2%,5.2%,3.1%,0.8%,77,,,,,,,,,,,,,,
594,Rillettes de poulet,3760149957197,['France'],[],[],?,306,25,"0,2","20,2",D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet']",,25 g,en quantité élevée,8 g,en quantité élevée,0.1 g,en faible quantité,1.8 g,en quantité élevée,,-3%,1280 kj(306 kcal),-4%,-10%,8,-9%,-60%,"0,1",-75%,+22%,"1,8",+51%,"0,72",+51%,17,+1%,D,+1%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
595,Queues de crevettes cuites décortiquées marinées ail,2869643045339,['France'],[],[],?,116,"5,8","0,6","15,4",D,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Crevettes cuites', 'Crevettes décortiquées']",,5.8 g,en quantité modérée,0.85 g,en faible quantité,0.5 g,en faible quantité,1.76 g,en quantité élevée,,+8%,485 kj(116 kcal),+9%,+284%,"0,85",+88%,+28%,"0,5",+100%,-20%,"1,76",-3%,"0,704",-3%,3,-23%,C,-23%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,,,
596,Escalope de Dinde,0287556022049,['France'],[],[],?,?,?,?,?,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,,
597,6 stroopwafels sirup-waffeln - Becky's,8713305201332,['France'],[],[],?,422,"16,6","62,9","4,1",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au caramel']",,16.6 g,en quantité modérée,8.7 g,en quantité élevée,37.9 g,en quantité élevée,0.53 g,en quantité modérée,,-8%,1766 kj(422 kcal),-8%,-18%,"8,7",-23%,-2%,"37,9",+5%,+11%,"0,53",-10%,"0,212",-10%,23,-5%,E,-5%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,"[""Becky's""]",,,,,,,,,,,,
598,Pastel de Chaves IGP,5602070000260,['France'],[],[],?,273,"22,3",29,"8,79",,,,,,,,,,,,,,1142 kj(273 kcal),,,"9,92",,,"1,16",,,"0,457",,"0,183",,,,,,,,,,,,,,,,,,,,,,,,,,
599,Bassin d'arcachon,3663350052128,['France'],[],[],?,382,13,57,"7,9",,,,,,,,,,,,,,1598 kj(382 kcal),,,"8,6",,,21,,,"0,99",,"0,396",,,,,,,,,,,,,,,,,,,,,,,,,,
600,Dr Pepper,5000112629002,['France'],[],[],?,20,0,12,0,,,,,,,,,,,,,,84 kj(20 kcal),,,0,,,12,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Vin Caroline Bonnefoy,3700412102619,['France'],[],[],?,?,?,?,?,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Oh yes! Carotte sauvage & coriandre,3760267420146,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
603,580g,9177280889777,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580 g,,,,,,,,,,,
604,vinaigre de xeres - Eric bur - 25cl,3144550016863,['France'],['vinaigre de xérès'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,B,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins blancs', 'Vinaigres de Xérès']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['FF 002620871'],['Eric bur'],25 cl,,,['Bouteille'],2,,,,['Espagne'],,,
605,Souchki salés,8594166899032,['France'],[],[],?,424,"8,2","76,9","10,8",,,,,,,,,,,,,,1774 kj(424 kcal),,,"2,9",,,"38,6",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
606,Terrine d'oie aux pruneaux et à la figue - Valette - 65g,3598960036674,['France'],[],[],?,302,"24,5","6,4","13,6",,,,,,,,,,,,,,1264 kj(302 kcal),,,"8,2",,,4,,,"1,4",,"0,56",,,,,,,,,,,,,,['Valette'],65 g,,,,,,,,,,,
607,Aromat condiment en poudre,8711100658023,['France'],[],[],?,220,"2,5",39,11,,,,,,,,,,,,,,920 kj(220 kcal),,,1,,,34,,,38,,"15,2",,,,,,,,,,,,,,,,,,,,,,,,,,
608,Infusion pétillante de Basilic,3770011861125,['France'],[],[],?,9,0,"2,2",0,,,['Bio'],,,,,,,,,,,38 kj(9 kcal),,,0,,,"2,1",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Eco Organics Medijool Dates,7290104570186,['France'],[],[],?,284,"0,3","65,6",2,,,,,,,,,,,,,,1188 kj(284 kcal),,,"0,16",,,"65,5",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Tutymolque,3700308353569,['France'],[],[],?,315,31,61,"2,5",,,,,,,,,,,,,,1318 kj(315 kcal),,,"2,7",,,"7,5",,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,
611,Invictus Porto White - 75cl,5607240004062,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,75 cl,,,,,,,,,,,
612,Baguette,,['France'],[],[],?,143,0,30,"4,6",,,,,,,,,,,,,,598 kj(143 kcal),,,0,,,"0,6",,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,
613,The DeepPan,5019312089288,['France'],[],[],?,306,13,33,14,,,,,,,,,,,,,,1280 kj(306 kcal),,,"6,4",,,"2,5",,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
614,Toffees Churchill s,5020000027604,['France'],[],[],?,459,"19,7",68,"2,2",,,,,,,,,,,,,,1920 kj(459 kcal),,,"11,4",,,68,,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
615,Saucisse sèche,2292296043757,['France'],[],[],?,296,16,"2,9",35,,,,,,,,,,,,,,1238 kj(296 kcal),,,"5,4",,,"1,9",,,"5,1",,"2,04",,,,,,,,,,,,,,,,,,,,,,,,,,
616,Tomme de chèvre lait cru,2480038014374,['France'],[],[],?,314,26,"0,6",20,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme de chèvre']",,26 g,en quantité élevée,19.5 g,en quantité élevée,0.6 g,en faible quantité,1 g,en quantité modérée,,-17%,1314 kj(314 kcal),-17%,-18%,"19,5",-13%,-22%,"0,6",+141%,-9%,1,-40%,"0,4",-40%,12,-32%,D,-32%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
617,Bonbon au chocolat au lait 35% fourré d'un praliné,3760044310530,['France'],[],[],?,562,"35,7","52,5","9,9",,,,,,,,,,,,,,2351 kj(562 kcal),,,"13,1",,,"44,4",,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,
618,Mimolette extra vieille,0200243032404,['France'],[],[],?,?,?,?,?,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes extra vieilles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
619,Mini donuts chocolat x12,0292259020995,['France'],[],[],?,421,24,43,"7,1",B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts', 'Beignets fourrés au chocolat']",['Point Vert'],24 g,en quantité élevée,13 g,en quantité élevée,12 g,en quantité modérée,1.1 g,en quantité modérée,,-3%,1761 kj(421 kcal),-3%,-8%,13,+3%,+1%,12,-24%,+10%,"1,1",+6%,"0,44",+6%,21,-2%,E,-2%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,,,,
620,Steak thon albacore frais sous vide,2278352107052,['France'],[],[],?,111,"0,6",0,25,D,"['Produits de la mer', 'Poissons', 'Thons', 'Thons tropicaux', 'Thons albacore']",,0.6 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.01 g,en faible quantité,,-10%,464 kj(111 kcal),-10%,-71%,"0,4",-26%,-100%,0,-100%,0%,"0,01",-99%,"0,004",-99%,-4,-1113%,A,-1113%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,,,,,,,,,,,,,,
621,Château la Croix Dumeynieux,3258691537016,['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Electro sour,8436561091348,['France'],[],[],?,363,"2,8","78,8","0,1",,,,,,,,,,,,,,1519 kj(363 kcal),,,"1,4",,,52,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
623,Terrine au piment d'Espelette,3525160033189,['France'],[],[],?,333,29,"1,2",16,,,,,,,,,,,,,,1393 kj(333 kcal),,,11,,,"0,6",,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
624,"A L'Olivier Olivenolie Med Chili, 250 ML",3330147900602,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Arôme noix de coco,3700710301639,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Poulet fermier,3287890001011,['France'],[],[],?,?,?,?,?,,,['Label Rouge'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.506.001 CE', 'Licques (Pas-de-Calais, France)']",,,,,,,,,,,,,
627,Sirop de glucose - Barco,3760083881527,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Barco'],,,,,,,,,,,,
628,Dragées amandes avola,3700350712017,['France'],[],[],?,511,"26,6",57,"8,2",,,,,,,,,,,,,,2138 kj(511 kcal),,,"2,58",,,57,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
629,Aiguillette de canard France frais,2234703039755,['France'],[],[],?,118,"3,7","5,5",16,D,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",,3.7 g,en quantité modérée,1 g,en faible quantité,0.7 g,en faible quantité,0.63 g,en quantité modérée,,-2%,494 kj(118 kcal),-2%,+25%,1,+6%,+333%,"0,7",+41%,-26%,"0,63",+2%,"0,252",+2%,-2,,A,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,
630,INFUSION PASTÈQUE VANILLE - Quai Sud,3760057471624,['France'],[],[],?,10,0,0,0,,,,,,,,,,,,,,42 kj(10 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,['Quai Sud'],,,,,,,,,,,,
631,Blue of London,2700803001225,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Promis juré noix de coco,3770010291107,['France'],[],[],?,246,14,26,4,,,,,,,,,,,,,,1029 kj(246 kcal),,,"9,4",,,21,,,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,
633,Pays du gard,3186128042010,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Gouda au cumin,2237410026117,['France'],[],[],?,375,"30,8","0,5","23,7",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas au cumin']",,30.8 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,+0%,1569 kj(375 kcal),+1%,0%,21,0%,+122%,"0,5",+131%,0%,"1,9",+4%,"0,76",+4%,17,+3%,D,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
635,Farine de seigle -  - 1kg,3700638615078,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de seigle']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8%,2.4%,14.7%,15.3%,5.9%,0.0%,95,,,1 kg,,,,,,,,,,,
636,Farine de blé ancien,3700638615092,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,,
637,Pate de tete tranche,2422250023291,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Comté Le fruté,56475975,['France'],[],[],?,410,34,"0,5",26,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0.8 g,en quantité modérée,,-2%,1715 kj(410 kcal),-2%,-2%,22,-3%,+8%,"0,5",+87%,-3%,"0,8",-5%,"0,32",-5%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
639,MOULES MARINÉES À L'AIL,3277250900504,['France'],[],[],?,145,76,"3,5","15,7",,,,,,,,,,,,,,607 kj(145 kcal),,,"1,9",,,"0,1",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
640,Jambon à l'ancienne - Tallec,0255382024407,['France'],[],[],?,161,"7,9","0,5",22,,"['Viandes', 'Charcuteries', 'Jambons']",,7.9 g,en quantité modérée,2.9 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en quantité élevée,,-5%,674 kj(161 kcal),-4%,+3%,"2,9",-0%,-24%,"0,5",-6%,-6%,"1,9",-34%,"0,76",-34%,12,+13%,D,+13%,,,,,,,,,['Tallec'],,,,,,,,,,,,
641,Petit Baskeriu Brebis,2137172005187,['France'],[],[],?,401,33,1,25,,,,,,,,,,,,,,1678 kj(401 kcal),,,24,,,"0,5",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
642,Wódka Żubrówka Złota,5900343005029,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Praliné feuilletine ruby,3594051220199,['France'],[],[],?,608,47,35,"8,6",,,,,,,,,,,,,,2544 kj(608 kcal),,,35,,,35,,,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,
644,Napolitains 28 carrés de chocolat - Fortnum & Mason,5053826312197,['France'],[],[],?,568,39,44,"7,8",,,,,,,,,,,,,,2377 kj(568 kcal),,,24,,,36,,,"0,3",,"0,12",,,,,,,,,,,,,,['Fortnum & Mason'],,,,,,,,,,,,
645,Pains raisins x 4,3500002002097,['France'],[],[],?,?,?,?,?,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains aux raisins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6%,17.9%,4.8%,2.4%,0.4%,0.0%,64,,,,,,,,,,,,,,
646,Poulet rôti,0211074038701,['France'],[],[],?,10,10,"0,5",23,D,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",,10 g,en quantité modérée,3.2 g,en quantité modérée,0.5 g,en faible quantité,0.97 g,en quantité modérée,,-94%,42 kj(10 kcal),-94%,+24%,"3,2",+43%,-23%,"0,5",+43%,+3%,"0,97",-18%,"0,388",-18%,2,-57%,B,-57%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
647,Les délices De Lisa,3760193360776,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Icelandic,5690576161554,['France'],[],[],?,468,22,60,"6,4",,,,,,,,,,,,,,1958 kj(468 kcal),,,14,,,52,,,"0,36",,"0,144",,,,,,,,,,,,,,,,,,,,,,,,,,
649,Baratine apéritif nature,3322831120281,['France'],[],[],?,523,40,12,29,,,,,,,,,,,,,,2188 kj(523 kcal),,,"28,4",,,8,,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
650,Madeleine Bijou,9902018020012,['France'],[],[],?,454,23,55,6,,,,,,,,,,,,,,1900 kj(454 kcal),,,"2,5",,,26,,,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,,,,
651,Bonbons à la fleurs de génépi sans sucres ajoutés,3760264840008,['France'],[],[],?,239,"0,3",98,0,,,['Sans sucre ajouté'],,,,,,,,,,,1000 kj(239 kcal),,,0,,,0,,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
652,Pâte à sucre jaune citron - Patisdecor,3700105253796,['France'],[],[],?,399,"5,3","87,5",0,,"['Aides culinaires', 'Aides à la pâtisserie', 'Pâtes à sucre']",,5.3 g,en quantité modérée,3.7 g,en quantité modérée,85.2 g,en quantité élevée,0.03 g,en faible quantité,,+1%,1669 kj(399 kcal),+1%,+0%,"3,7",+21%,+1%,"85,2",+3%,-100%,"0,03",-73%,"0,012",-73%,17,+1%,D,+1%,,,,,,,,,['Patisdecor'],,,,,,,,,,,,
653,Chicchi de café recouvert de chocolat,8005028127205,['France'],[],[],?,566,"41,1","40,8","5,5",,,,,,,,,,,,,,2368 kj(566 kcal),,,"24,9",,,35,,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,,,,
654,Fraise Gariguette cat 1 - 250g,3661083001918,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,
655,Thé - Tetley,5014328099948,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Tetley'],,,,,,,,,,,,
656,Morgana ? Xylit,7640153751058,['France'],[],[],?,0,0,"99,9",0,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Chai Latte,1000005936631,['France'],[],[],?,379,"0,8",69,22,,,,,,,,,,,,,,1586 kj(379 kcal),,,"0,5",,,"67,1",,,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,,,,
658,Foie gras de canard entier du Perigord - 180g,3461951000216,['France'],[],[],?,541,55,2,8,,,,,,,,,,,,,,2264 kj(541 kcal),,,23,,,2,,,"1,1",,"0,44",,,,,,,,,,,,,,,180 g,,,,,,,,,,,
659,Coulommiers,3155250003015,['France'],[],[],?,256,20,0,19,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Coulommiers', 'Coulomniers']",,20 g,en quantité modérée,14 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,-8%,1071 kj(256 kcal),-8%,-10%,14,-10%,-100%,0,-100%,+1%,"1,4",-6%,"0,56",-6%,14,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
660,Escalopes de poulet panées milanaise au poivre - Père Dodu,0227081023685,['France'],[],[],?,123,"1,8","5,1",20,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise', 'Escalopes', 'Escalopes pânées']",,1.8 g,en faible quantité,0.6 g,en faible quantité,1.9 g,en faible quantité,1.4 g,en quantité modérée,,-8%,515 kj(123 kcal),-7%,-4%,"0,6",-3%,-30%,"1,9",+12%,-4%,"1,4",+50%,"0,56",+50%,2,+222%,B,+222%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,['Père Dodu'],,,,,,,,,,,,
661,fraise ciflorete,3387367021709,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Fraise strawberry,3242611102262,['France'],[],[],?,311,0,77,0,,,['Fabriqué en France'],,,,,,,,,,,1301 kj(311 kcal),,,0,,,77,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Datte,2609923038831,['France'],[],[],?,322,"0,2",75,"1,8",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes']",,0.2 g,en faible quantité,0 g,en faible quantité,66.6 g,en quantité élevée,0.01 g,en faible quantité,,+8%,1347 kj(322 kcal),+8%,-29%,0,-100%,+9%,"66,56",+13%,-17%,"0,01",-54%,"0,004",-54%,8,+64%,C,+64%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,,,,,,,
664,Fruitastic,0762571330107,['France'],[],[],?,58,0,14,0,,,,,,,,,,,,,,243 kj(58 kcal),,,0,,,5,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Bande Feuilletée Pomme,3355710811352,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Marotte Leckerli,4052083317021,['France'],[],[],?,1,1,1,1,,,,,,,,,,,,,,4 kj(1 kcal),,,1,,,1,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
667,Crackers Salés - Auchan,7875194458202,['France'],[],[],?,467,20,64,"6,6",,,,,,,,,,,,,,1954 kj(467 kcal),,,"3,3",,,"6,5",,,"1,8",,"0,72",,,,,,,,,,,,,,['Auchan'],,['Auchan'],,,,,,,,,,
668,La nostra Aranciata Amara - 275ml,8032919465498,['France'],[],[],?,51,0,13,0,,,['Sans colorants'],,,,,,,,,,,213 kj(51 kcal),,,0,,,13,,,0,,0,,,,,,,,,,,,,,,275 ml,,,,,,,,,,,
669,Boisson énergétique,9127584137432,['France'],[],[],?,362,0,90,0,,,,,,,,,,,,,,1515 kj(362 kcal),,,0,,,55,,,17,,"6,8",,,,,,,,,,,,,,,,,,,,,,,,,,
