,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,traceability_code,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,manufacturing,link,ingredients_origins,origin_detail,producer_info,palm_ingredients,brand_owner
1069,Miel du massif central - Mmm ! - 250g,3596710335978,A,,250 g,"['Verre', 'Bocal', 'métal']","['Mmm !', 'Auchan']","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",,,['Auchan'],['France'],['Miel du Massif Central'],,[],,0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,?,,321,+10%,1343 kj(321 kcal),+9%,0,-100%,0,-100%,80,+1%,80,+14%,"0,3",+7%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,['France'],,['France'],,,,
1070,Farine boulangere pour pain de campagne 2.5 - Auchan,3596710336142,,,,,['Auchan'],,,,['Auchan'],['France'],"['ngrédjen Farine de blé*', 'trine de seigle*', 'levain ce bi : désnydraté et désacié', 'gluten de blé€', 'scn de blé*', 'enzymes', 'agent de traitement de farine : acide ascorbique', ' *contiennent gluten', ' Traces éventuelles de sésame', 'dtoeufs et de lait,']",['Gluten'],[],4,,,,,,,,,?,,340,,1423 kj(340 kcal),,"1,5",,"0,2",,68,,"1,4",,"10,7",,0,,0,,,,,,,,,,,,,['E300 - Acide ascorbique'],,,,,,,
1071,Purée de pommes sans sucres ajoutés - Auchan - 4x100g,3596710336210,B,Purée de pommes sans sucres ajoutés,4x100g,"['Carton', 'Plastique', 'Pot']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Purée de pommes']","['Sans arômes artificiels', 'Produit en braille', 'Fabriqué en France', 'Sans sucre ajouté']","['EMB 19121', 'Lubersac (Corrèze, France)']",['Auchan'],['France'],"['Purée de pommes 100%', 'antioxydant : acide ascorbique']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.6 g,en faible quantité,0.2 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,?,,59,-12%,247 kj(59 kcal),-11%,"0,6",+83%,"0,2",+136%,12,-18%,10,-25%,"0,3",-28%,0,-100%,0,-100%,-5,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,['E300 - Acide ascorbique'],,,['France'],,,,
1072,Bleu Fondant au lait de vache - Auchan - 125g,3596710339891,B,fromage bleu,125 g,['Barquette Sous vide Plastique'],['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français']",['Fabriqué en France'],"['FR 15.162.001 CE', 'Riom-ès-Montagnes (Cantal, France)', 'EMB 15162A', 'Riom-ès-Montagnes (Cantal, France)']",['Auchan'],['France'],"['Lait et crème de lait de vache pasteurisés ', 'Origine : France', 'sel', ""ferments lactiques et d'affinage"", 'présure']",['Lait'],[],3,34 g,en quantité élevée,24 g,en quantité élevée,0.5 g,en faible quantité,2.35 g,en quantité élevée,?,,370,+4%,1548 kj(370 kcal),+4%,34,+11%,24,+13%,"0,5",-33%,"0,5",+146%,15,-23%,"2,35",-18%,"0,94",-18%,19,+3%,E,+3%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['FRANCE'],,['France'],,,,
1073,Coleslaw - Auchan - 600g,3596710340385,B,,600 g,"['Plastique', 'Frais']",['Auchan'],"['Plats préparés', 'Entrées', 'Coleslaw']",['Fabriqué en France'],,['Auchan'],['France'],"['choux blancs 40%', 'carottes 28%', 'sauce rémoulade 22% [eau,ârafSde moutarde', 'vinaigre', 'sel]', ""vinaigre d'alcool"", 'oeuf entier liquide pasteurisé', 'de terre', ' épdlSsiSants : gomme xanthane', 'gomme guar ', ' arôme', 'oignons 4%', 'sucre liquide ', ' antiokydant: acid?asc<üe', ' Traces eventueltes de :']",,['Non végétalien'],4,8 g,en quantité modérée,0.6 g,en faible quantité,5.5 g,en quantité modérée,0.8 g,en quantité modérée,?,,106,-18%,444 kj(106 kcal),-17%,8,-20%,"0,6",-32%,"6,5",+4%,"5,5",+10%,1,-10%,"0,8",+1%,"0,32",+1%,3,-13%,C,-13%,37.1%,36.0%,10.3%,10.1%,5.2%,1.4%,92,"['E415 - Gomme xanthane', 'E412 - Gomme de guar']",,,,,,,
1074,Lait fermenté au bifidus saveur vanille - Auchan - 4x 125g,3596710340699,B,,4 x 125 g,['Pot en plastique'],['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus', 'Yaourts aromatisés', 'Yaourts au bifidus aromatisés', 'Yaourts vanille']",,,['Auchan'],['France'],"['Lait entier 88%', 'sucre 8,4%', 'lactose et protéines de lait ', 'contient lait', 'arôme naturel de vanille', 'ferments lactiques ', 'contient lait', 'Bifidobactérium ', 'contient lait', ' Élaboré à partir de Lait Origine France']",['Lait'],['Non végétalien'],4,3.1 g,en quantité modérée,1.9 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,?,,89,-2%,372 kj(89 kcal),-3%,"3,1",+4%,"1,9",-3%,12,-6%,12,-4%,"3,7",+3%,"0,1",-17%,"0,04",-17%,2,-10%,B,-10%,56.7%,18.0%,11.6%,7.6%,4.8%,1.3%,91,,,,['Lait origine France'],,,,
1075,Gâteau semoule - Auchan,3596710340842,,,,,['Auchan'],,['Produit en braille'],,['Auchan'],['France'],"['gâteau de semoule aux raisins macérés au rhum', 'au caramel Lait entier', 'sucre', 'Œuf frais 7%', 'caramel 5,8% ', 'sucre', 'sirop de glucose-fructose', 'eau', 'amidon transformé de maïs', 'épaississants ', ' pectines', 'gomme xanthane', 'semoule de blé 5,6% ', 'contient gluten', 'raisins macérés au rhum 5,2%', 'arômes', 'amidon transformé de maïs', 'épaississant : pectines', ' Teneur en alcool : 0,1%', "" L'abus d'alcool est dangereux pour la santé"", ' A consommer avec modération', ' conseils de conservation A conserver entre OOC et +60C']","['Œufs', 'Gluten']",['Non végétalien'],4,,,,,,,,,?,,146,,611 kj(146 kcal),,"3,3",,"1,9",,"25,2",,"21,6",,"3,9",,"0,08",,"0,032",,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E440 - Pectines', 'E415 - Gomme xanthane']",,,,,,,
1076,Le Charcutier - Mousse de canard au porto - Auchan - 200g,3596710344772,D,,200 g,"['Frais', 'Plastique']","['Auchan', 'Le Charcutier']","['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard', 'Mousses de canard au porto']","['Point Vert', 'Qualité supérieure']","['FR 87.085.003 CE', 'Limoges (Haute-Vienne, France)']",['Auchan'],['France'],"['Canard 36% ', 'graisse et foie maigre de canard', 'gras de porc', 'eau', 'foie de poulet', 'couenne de porc', 'farine de blé ', 'contient gluten', 'saindoux', 'sel', 'poudre de lait demi-écrémé', 'Porto 0,4 %', 'sucre', 'arôme naturel', 'antioxydant : érythorbate de sodium ', ' colorants : lutéine', 'extrait de paprika ', ' conservateur : nitrite de sodium']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,40 g,en quantité élevée,16 g,en quantité élevée,1.8 g,en faible quantité,1.38 g,en quantité modérée,?,,421,+6%,1761 kj(421 kcal),+7%,40,+5%,16,+11%,"5,4",+87%,"1,8",+8%,"9,9",+1%,"1,375",-5%,"0,55",-5%,21,+3%,E,+3%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,"['E316 - Érythorbate de sodium', 'E161b - Lutéine', 'E160c - Extrait de paprika', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,
1077,Garniture Pour Bouchees A La Reine Auchan 400G - 400g,3596710346622,,,400 g,,['Auchan'],['Garniture pour bouchées à la reine'],['Fabriqué en France'],"['EMB 21200A', ""Couchey (Côte-d'Or, France)""]",['Auchan'],['France'],"['garniture pour bouchées à la reine ingrédients Eau', 'quenelles de volaille 19% [farine de blé ', 'contient gluten', 'gras de bœuf', 'eau', ""viande de dinde' 2,5%"", 'blancs dlœufs', 'sel', 'gluten de blé', 'lactose ', 'contient lait', ' et protéines de lait', 'extrait naturel de poivre]', 'cubes de viande de dinde* cuits 10% ', 'viande de dinde*', 'sel', 'amidon de blé - ', 'contient gluten', 'eau', 'stabilisants: diphosphates - triphosphates - polyphosphates', 'champignons 3,3% ', 'champignons', 'eau', 'sel', 'acidifiant: acide citrique', 'antioxydant: acide ascorbique', 'huile de tournesol', 'faine de blé ', 'contient gluten', 'amidon de riz', 'amidon transformé de mdis', 'arôme ', ' contient œufs', 'vin blanc', 'œufs concentrés salés', 'creme f!aîche ', 'contient lait', 'lactose ', 'contient lait', 'epaississant : gomme xanthane', 'sel', 'protéine de lait Origine : UE']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,7.1 g,en quantité modérée,3.3 g,en quantité modérée,0.8 g,en faible quantité,0.81 g,en quantité modérée,?,,151,,632 kj(151 kcal),,"7,1",,"3,3",,"7,7",,"0,8",,"4,5",,"0,81",,"0,324",,5,,C,,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane']",,,,,,,
1078,Petits Pains Grillés Aux Pépites De Chocolat - Auchan - 200g,3596710348176,A,,200 g,"['Sachet', 'Papier']",['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés']","['Fabriqué en France', 'en:palm-oil-free']",,['Auchan'],['France'],"['Farine de blé 73% ', 'contient gluten', 'pépites de chocolat 18% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithines ', 'soja', 'huile végétale ', 'colza', 'sucre', 'levure', 'sel', 'gluten de blé', 'agent de traitement de la farine : acide ascorbique']","['Gluten', 'Soja']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,12.5 g,en quantité modérée,3.9 g,en quantité modérée,13.8 g,en quantité élevée,0.86 g,en quantité modérée,?,,420,+4%,1757 kj(420 kcal),+3%,"12,5",+48%,"3,9",+141%,"65,4",-3%,"13,8",+137%,"9,1",-13%,"0,86",-25%,"0,344",-25%,10,+87%,C,+87%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,"['E322 - Lécithines', 'E300 - Acide ascorbique']",,,,,,,
1079,Pate feuilletee - Auchan,3596710348756,D,Pâte Feuilletée avec de la matière grasse végétale,,['Barquette'],['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']",,,,['France'],"['Graisses végétales non hydrogénées ', 'palme', 'colza', 'eau', 'alcool éthylique', 'se', 'jus de citron concentré', 'colorant caroténoïdes', 'agent de traitement de la farine : L-cystéine', "" es éventuelles d'œuf et de lait""]",['Lait'],['Huile de palme'],4,23.4 g,en quantité élevée,10.7 g,en quantité élevée,2.5 g,en faible quantité,0.98 g,en quantité modérée,?,,396,+4%,1657 kj(396 kcal),+4%,"23,4",+8%,"10,7",-5%,"36,5",-5%,"2,5",+66%,"5,9",+1%,"0,98",-3%,"0,392",-3%,18,+9%,D,+9%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,"['E1510 - Éthanol', 'E160 - Caroténoïdes', 'E920 - L-Cystéine et ses chlorhydrates']",,,,,,['Huile de palme'],
1080,Champ joli - Beurre à teneur réduite en matière grasse - Demi-sel - Auchan - 250g,3596710353637,C,Beurre à teneur réduite en matière grasse,250 g,"['Aluminium', 'packet']",['Auchan'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres allégés']","['Sans colorants', 'Sans conservateurs']",['BE CO437 EC'],"['Simply Market', 'Auchan']",['France'],"['Beurre ', 'contient lait', 'eau', 'sel ', '1,4%', 'conservateur : sorbate de potassium']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,60.4 g,en quantité élevée,40.5 g,en quantité élevée,0.6 g,en faible quantité,1.4 g,en quantité modérée,2257,+26%,549,+24%,2257 kj(549 kcal),+25%,"60,4",+30%,"40,5",+35%,"0,6",-77%,"0,6",-34%,"0,7",+26%,"1,4",+52%,"0,56",+52%,22,+25%,E,+25%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Belgique'],,['France'],,,,
1081,Fromage Blanc sucré - Auchan - 400g (4x100g),3596710353699,C,,400 g (4x100g),,['Auchan'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs sucrés']",['en:lait-francais-french-milk'],,['Auchan'],['France'],"['Fromage frais au lait demi-écrémé pasteurisé', 'sucre 7,5%']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,3 g,en quantité modérée,1.9 g,en quantité modérée,10.6 g,en quantité modérée,0.09 g,en faible quantité,?,,100,+10%,418 kj(100 kcal),+11%,3,-26%,"1,9",-27%,"10,9",+67%,"10,6",+76%,"7,4",+14%,"0,09",-16%,"0,036",-16%,0,-100%,B,-100%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,
1082,Cranberry light - Auchan - 1l,3596710355075,C,,1l,,['Auchan'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons édulcorées', 'Boissons à la canneberge']",['Avec édulcorants'],,['Auchan'],['France'],"['Eau', 'jus de cranberry à base de concentré ', '25%', 'arôme naturel', 'aróme naturel de framboise', 'édulcorants: acésulfame de potassium ', 'sucralose']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,1 g,en faible quantité,0 g,en faible quantité,?,,6,-83%,25 kj(6 kcal),-83%,"0,5",+324%,"0,1",+333%,1,-88%,1,-87%,"0,5",+252%,0,-100%,0,-100%,2,-82%,C,-82%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,"['E950 - Acésulfame K', 'E955 - Sucralose']",,,,,,,
1083,Biscuits nappés au chocolat au lait - Auchan BIO - 4*52.5g - 210g,3596710356010,C,Biscuits nappés au chocolat au lait,4*52.5 g - 210 g,"['Carton', 'Plastique', 'Etui', 'Sachet fraicheur']","['Auchan BIO', 'Auchan', ""L'Oiseau""]","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits sablés', 'Sablés nappés de chocolat', 'Biscuits au chocolat au lait']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'Produit en braille']",,['Auchan'],['France'],"['Farine de blé* ', 'contient gluten', 'chocolat au lait* 25% ', 'sucre*', 'poudre de lait entier*', 'beurre de cacao*', 'pâte de cacao*', 'extrait de vanille*', 'graisse végétale* ', 'palme', 'sucre de canne roux*', 'poudre de lait écrémé*', 'sirop de glucose - fructose*', 'noix de coco*', ""poudres à lever : carbonates d'ammonium - carbonates de sodium "", ' sel marin', 'arôme naturel de vanille', 'oeufs en poudre*', 'sucre*', ' *biologique']","['Œufs', 'Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Végétarien']",4,23 g,en quantité élevée,12 g,en quantité élevée,26 g,en quantité élevée,0.625 g,en quantité modérée,?,,494,-1%,2067 kj(494 kcal),-1%,23,-3%,12,0%,62,-1%,26,-4%,"8,5",+22%,"0,625",-17%,"0,25",-17%,21,-2%,E,-2%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium']",,,,,,,
1084,Spaghetti Bolognaise - Auchan - 400g (425ml),3596710357222,,Spaghetti courts et sauce bolognaise,400 g (425 ml),['Conserve'],['Auchan'],"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats préparés en conserve']","['Viande-francaise', 'Viande-bovine-francaise']","['FR 84.029.001 CE', 'Camaret-sur-Aigues (Vaucluse, France)']",['Auchan'],['France'],"['Sauce bolognaise : eau', 'purée de tomate mi-réduite 19 %', 'carottes 5 %', 'viande bovine 5 %', 'oignons', 'amidon modifié de maïs', 'vin blanc', 'sucre', 'sel', 'arômes', 'huile de tournesol', '\r Spaghetti courts 9 % : semoule de blé dur ', 'contient gluten', ""blanc d'oeuf""]","['Œufs', 'Gluten']","['Non végétalien', 'Non végétarien']",4,1.6 g,en faible quantité,0.7 g,en faible quantité,3.9 g,en faible quantité,0.9 g,en quantité modérée,282,-35%,?,,282 kj(67 kcal),-37%,"1,6",-66%,"0,7",-53%,"9,3",+20%,"3,9",+147%,"3,2",-48%,"0,9",-0%,"0,36",-0%,1,-12%,B,-12%,,,,,,,,['E14XX - Amidons modifiés'],['France'],,['France'],,,,
1085,Colin d’Alaska façon meunière - Auchan - 200g (2 * 100g),3596710358052,E,"Préparation reconstituée à base de colin d'Alaska façon meunière, sans arête, cuite à cœur, réfrigérée",200 g (2 * 100 g),"['Sachet', 'Plastique']",['Auchan'],"['Produits de la mer', 'Poissons', 'Plats préparés', 'Préparations de poisson', 'Produits panés', 'Poissons panés', 'Poissons panés de colin']",,"['FR 56.094.004 CE', 'Kervignac (Morbihan, France)']","['Simply Market', 'Auchan']",['France'],"[""Filets de Colin d'Alaska "", ' poisson ', ' 77%', 'farine de blé ', 'contient gluten ', 'huiles végétales ', 'tournesol', 'colza', 'eau', 'amidon modifié de maïs', 'amidon modifié de pomme de terre', 'sel', 'gluten de blé', 'fécules de pomme de terre', 'lactose ', 'contient lait ', ' et protéines de lait ', ' épaississants : méthylcellulose', 'gomme guar', 'gomme xanthane ', ' arômes : dextrose ', ' colorants : caroténoïdes', 'extrait de paprika', 'curcumine ', ' sucre ', ' persil déshydraté 0', '08%', 'amidon de tapioca', 'poudre à lever', 'diphosphates', 'carbonate de sodium', ""poudre d'oeuf entier""]","['Œufs', 'Poisson', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,6.2 g,en quantité modérée,0.6 g,en faible quantité,0.7 g,en faible quantité,1.1 g,en quantité modérée,?,,159,-14%,665 kj(159 kcal),-15%,"6,2",-23%,"0,6",-31%,"9,4",-41%,"0,7",-35%,"15,9",+30%,"1,1",+40%,"0,44",+40%,0,,B,,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,"['E14XX - Amidons modifiés', 'E461 - Méthylcellulose', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160 - Caroténoïdes', 'E160c - Extrait de paprika', 'E100 - Curcumine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500i - Carbonate de sodium']",,,,,,,
1086,Tortillas Chips Fromage - Auchan - 400g,3596710364763,B,,400 g,,['Auchan'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']","['Nutriscore', 'Nutriscore C']",,['Auchan'],['France'],[],,[],,20 g,en quantité modérée,2 g,en quantité modérée,1.5 g,en faible quantité,1.3 g,en quantité modérée,?,,472,-2%,1975 kj(472 kcal),-2%,20,-12%,2,-32%,64,+6%,"1,5",-21%,"6,6",+3%,"1,3",+11%,"0,52",+11%,11,+14%,D,+14%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,
1087,Rillettes de poulet rôti - auchan - 400g,3596710365340,D,,400 g,['Plastique'],['Auchan'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet', 'Rillettes de poulet rôti', 'Rillettes spéciales']",,"['FR 56.246.008 CE', 'Sourn (Morbihan, France)']",['Auchan'],['France'],"['Viande de poulet 86%', 'graisse de canard', 'graisse de poulet', 'oignon', 'carotte', 'arôme naturel', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,30 g,en quantité élevée,9.2 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,?,,347,+6%,1452 kj(347 kcal),+10%,30,+9%,"9,2",+4%,"1,1",+124%,"0,5",+66%,"18,1",+11%,"1,4",+39%,"0,56",+39%,19,+24%,E,+24%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,
1088,Madeleines - Auchan - 250g,3596710366033,B,,250 g,['Sachet'],['Auchan'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,['Auchan'],['France'],[],,[],,22 g,en quantité élevée,2 g,en quantité modérée,32 g,en quantité élevée,0.7 g,en quantité modérée,?,,446,+1%,1866 kj(446 kcal),+1%,22,-4%,2,-71%,55,+4%,32,+16%,"6,5",+14%,"0,7",-14%,"0,28",-14%,16,-13%,D,-13%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,
1089,Rik & Rok bio pur jus multifruits - Auchan - 20cl,3596710366514,C,,20 cl,,['Auchan'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']","['Bio', 'Bio européen', 'Agriculture non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,['Auchan'],['France'],"['Jus d’orange', 'jus de pomme', 'purée de banane', 'purée de mangue', 'jus de fruit de la passion']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.03 g,en faible quantité,214,+7%,50,+4%,214 kj(50 kcal),+7%,"0,5",+160%,0,-100%,12,+8%,11,+6%,"0,3",-30%,"0,03",+275%,"0,012",+275%,6,+34%,D,+34%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1090,100 % pur jus fruits pressés grenade - Auchan - 50cl,3596710369164,C,,50 cl,,['Auchan'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Boissons sans alcool', 'Jus de grenade']",,,['Auchan'],['France'],"['LP jus de grenade', 'flash pasteurisé', 'réfrigéré Jus de grenade', ' ingrédient']",,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,12.3 g,en quantité élevée,0.01 g,en faible quantité,?,,50,-11%,209 kj(50 kcal),-11%,"< 0,5",+162%,"< 0,1",+255%,"12,3",-8%,"12,3",0%,"< 0,5",+22%,"< 0,01",-25%,"0,004",-25%,6,-13%,D,-13%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1091,Rillettes de saumon - Auchan - 90g,3596710370504,D,Rillettes de saumon biologiques,90 g,"['Bocal de verre', 'Verre', 'Bocal']",['Auchan'],"['Conserves', 'Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Poissons en conserve', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:Preparations-made-from-fish-meat']","['Bio', 'Ecocert', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'FR-BIO-10', 'Produit en braille']","['EMB 29039P', 'Concarneau (Finistère, France)', 'FR 29.039.512 CE', 'Concarneau (Finistère, France)']","['Simply Market', 'Auchan']",['France'],"['saumon 36,2%*', 'saumon fumé 24,5%* ', 'saumon 97%* sel', 'huile de tournesol*', 'eau', 'oignons réhydratés*', 'jus de citron""', 'protéines de lait""', ' stabilisants: gomme guar', 'farine de graines de caroube', ' épices""', 'sel', ' ""biologiques']","['Poisson', 'Lait']","['Non végétalien', 'Non végétarien']",4,22.6 g,en quantité élevée,3.4 g,en quantité modérée,0.9 g,en faible quantité,1.25 g,en quantité modérée,1122,+22%,271,+23%,1122 kj(271 kcal),+22%,"22,6",+31%,"3,4",-30%,"1,1",-50%,"0,9",-1%,"15,5",+15%,"1,25",+10%,"0,5",+10%,11,+25%,D,+25%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,"['E412 - Gomme de guar', 'E410 - Gomme de caroube']",,,,,,,
1092,Mozzarella - GALBANI,3596710371136,D,,,"['Etui', 'Saumure']",['GALBANI'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Mozzarella']",,,['Auchan'],['France'],"['Lait de vache pasteurisé', 'sel', 'enzyme coagulante', ""correcteur d'acidité : acide citrique""]",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,17 g,en quantité modérée,12 g,en quantité élevée,1 g,en faible quantité,0.55 g,en quantité modérée,?,,225,-13%,941 kj(225 kcal),-13%,17,-18%,12,-14%,1,-3%,1,+33%,17,+1%,"0,55",-18%,"0,22",-18%,9,-12%,C,-12%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['E330 - Acide citrique'],,,,,,,
1093,Pepins de raisins - Auchan,3596710378890,C,,,,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de pépins de raisins']",,,['Auchan'],['France'],['Huile de pépins de raisin raffinée'],,[],,100 g,en quantité élevée,11 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+2%,3766 kj(900 kcal),+2%,100,+2%,11,-7%,0,,0,,0,,0,,0,,11,+1%,D,+1%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,
