,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,additives,palm_ingredients,allergens,nova_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,ingredients_origins,markets,link,traceability_code,brand_owner
1101,Cookie Dough - Ben & Jerry's,8712100693670,['France'],"[' Chu-vs of ucugtl ', 'IG% and Chunks inoredients7Réconstituted skimmed MILK ÇREAM 27%', ' wfiEAT flour', 'brown sugar', 'skimmed MILCpowdert ree rahga EGC joik', 'MILK fat', 'vegetables oils ', 'SOYBEAN oill coconut oil', 'whi!e EGG', 'cocoa mass', 'fat rcduced cocoa powder', 'vamlla extract', 'stabilisers ', 'guar oumt molasses', 'salt', 'natural BUTTER flavouridg natural vanilla flavourino', 'natural brown su ar With Other natura! flavouringst emulsifier ', 'SOYA•lecithin cocoa:traded in comptiancetwith Fairtrade Standards', 'otalïl%e']",[],?,271,1134 kj(271 kcal),15,"9,1",31,25,4,"0,16","0,064","[""Ben & Jerry's""]","['E412 - Gomme de guar', 'E322i - Lécithine']",,"['Œufs', 'Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Ben & Jerry's Cookie Core Ice Cream Speculoos? Specu-love - Bénénuts,8712100694745,['France'],"['CREME ', '26%', 'e', ""LAIT concentré 'ne d'?UFl"", 'farine de riz', 'SOJA', 'coco et tournesol', 'farine de BLE', 'mélasse', 'flocons de pomme de terre', ""LAC i'0SERlJM concenârerbeurre de cacaoyer I "", 'lécithines de SOJA et de tournesol', 'cannelle', 'stabilisants ', 'gomme guar ghénanes', 'noix de muscade', 'arôme naturel', 'sel', 'arôme naturel de cassia', 'niel', 'poudre à lever ', 'carbonate extrait de vanille', 'correc eur citrique', ' Ingredien!ycôfitormes aux s}andards du commerce équitable sucre üoetvanille ', '17% dillP0ids total', ' l?ufs e poules élevées en plein air Aconsommer de préference avant fin: voir la da e indiquée sur le fond du pot', 'Conserva IOn: A conserver à -1 80C', "" mateurs Ben & Jer 's"", '92842 Rue117 almaison Cedex', 'Nouscc<- tî69320424 ', ' 2 outes noèlnformations']",['Non végétalien'],?,310,1297 kj(310 kcal),20,11,28,22,"3,8","0,22","0,088",['Bénénuts'],"['E322i - Lécithine', 'E412 - Gomme de guar', 'E502 - Carbonates']",,"['Gluten', 'Lait', 'Soja']",4,,['Entrepreneurs + Engagés'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Sauce kebab,8712100698538,['France'],[],[],?,266,1113 kj(266 kcal),"3,9","0,3","1,3","0,7","0,5","0,22","0,088",,,,,,"['Epicerie', 'Sauces', 'Sauces kebab']",,,-21%,-25%,-89%,-90%,-83%,-83%,-55%,-86%,-86%,3.9 g,en quantité modérée,0.3 g,en faible quantité,0.7 g,en faible quantité,0.22 g,en faible quantité,3,-77%,C,-77%,,,,C,63.5%,22.8%,5.8%,4.7%,2.5%,0.7%,67,,,,,,
1104,Ben & Jerry's Glace Pot Core Utter Peanut Butter clutter Cacahuète - 500ml (413g),8712100700033,['France'],"['CRÈME ', '20%', 'eau', 'LAIT concentré écrémé', 'sucre', 'CACAHUÈTE', 'huiles végétales ', 'SOJA', 'colza', 'ARACHIDE', 'farine de BLÉ', 'farine de riz', ""jaune d'ŒUF*"", 'BEURRE', 'beurre de CACAHUÈTE', 'flocons de pomme de terre', 'sucre roux', 'ŒUF', 'sel', 'LACTOSERUM concentré', 'arôme naturel', 'sucre glace', ""farine d'ARACHIDE"", 'extrait de vanille', 'émulsifiants ', 'lécithines de SOJA et de tournesol', 'stabilisants ', 'gomme guar', 'carraghénanes', 'poudre à lever ', 'carbonate acide de sodium', 'beurre de cacao', ' Peut contenir autres fruits à coque', ' Ingrédients conformes aux standards du commerce équitable sucre', 'cacao et vanille ', '15% du poids total', ' *ŒUFs de poules élevées en plein air']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1100,263,1100 kj(263 kcal),17,"6,3",22,19,5,"0,4","0,16","[""Ben & Jerry's""]","['E322i - Lécithine', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",,"['Œufs', 'Gluten', 'Lait', 'Arachides', 'Soja']",4,['Glace Pot'],['Point Vert'],+8%,+8%,+8%,+21%,-24%,-13%,-14%,+45%,+90%,+90%,17 g,en quantité modérée,6.3 g,en quantité élevée,19 g,en quantité élevée,0.4 g,en quantité modérée,14,-7%,D,-7%,Crème glacée au beurre de cacahuète avec des morceaux de cookie au beurre de cacahuète (7%) autour d'un c?ur croquant de cookie au beurre de cacahuète (13%).,500 ml (413 g),['Wrapper'],,,,,,,,,,,,,,
1105,Maizena Fleur de Maïs Sans Gluten 400g Lot de 2 - Unilever - 800g,8712100701443,['France'],['Amidon de maïs'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,355,1485 kj(355 kcal),"0,5","0,1",86,"0,5","0,5","0,01","0,004","['Unilever', 'Maizena']",,,,3,['Fleur de Maïs'],"['en:gluten-free', 'Point Vert']",,,,,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,4,,C,,Unilever,800 g,,,,,,,,,,,,,,,
1106,Pack Mixto Frigo Mini Selection - 360ml,8712100708831,"['France', 'Suisse']",[],[],1400,?,1400 kj(335 kcal),22,16,31,29,"3,7","0,15","0,06",,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,360 ml,,,,,,,,,,,,,,,
1107,PG Tips Pyramid Tea Bags X40,8712100712029,['France'],[],[],?,7,29 kj(7 kcal),"0,25","0,15","0,7","0,7","0,6",0,0,['Pg tips'],,,,,['Boissons'],,,-88%,-88%,-28%,+27%,-94%,-93%,+21%,-100%,-100%,0.25 g,en faible quantité,0.15 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,2,-74%,C,-74%,,,,,,,,,,,,,,,,,
1108,Esparguete à carbonara,8712100721243,['France'],[],[],?,164,686 kj(164 kcal),"6,7","2,4",0,0,"6,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Mayonnaise fine - Maille,8712100723247,['France'],[],[],?,707,2958 kj(707 kcal),77,"9,4","1,1","0,7","1,8","1,2","0,48","['Maille', 'Unilever']",,,,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,+15%,+16%,+16%,+52%,-59%,-52%,+46%,-10%,-10%,77 g,en quantité élevée,9.4 g,en quantité élevée,0.7 g,en faible quantité,1.2 g,en quantité modérée,22,+23%,E,+23%,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
1110,Lipton fruity sparkling,8712100726675,['France'],"[""E' pétillante"", 'sucre', 'extrait de thé ', '0,32?: acidifiant ', 'acide citrique', ""jus d'orange à partir dlun "", '0,1 296', 'arôme', 'conservateurs ', 'sorbate de potassium dicarbonate de diméthyle', ""correcteur d'acidité trisodique"", 'antioxygène ', 'acide ascorbique']",[],?,35,146 kj(35 kcal),"0,49","0,09","8,3",8,"0,01","0,056","0,022",['Lipton'],"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,4,"['Boissons', 'Boissons avec sucre ajouté']",,,-59%,-61%,+31%,-46%,-58%,-56%,-98%,+50%,+50%,0.49 g,en faible quantité,0.09 g,en faible quantité,8 g,en quantité élevée,0.056 g,en faible quantité,11,-8%,E,-8%,,,,,,,,,,,,,,,,,
1111,Ice Tea Red Fruits - Lipton,8712100727634,['France'],"['Water', 'invertsuiker', 'voedingszuur ', 'citroenzuur', 'thee-extract ', '0,12%', 'cranberrysap uit geconcentreerd sap ', '0,1%', 'frambozensap uit geconcentreerd sap ', '0,1 braambessensap uit geconcentreerd sap ', '0', '1 %', 'aromats', 'zuurteregelaar ', 'trinatriumcitraat', 't antioxidant ', 'ascorbinezuur', 'zoetstof', 'steviolglycosiden']",[],?,19,79 kj(19 kcal),"0,5","0,1","4,6","4,5","0,5","0,03","0,012",['Lipton'],"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Cuisine facile,8712100728006,['France'],[],[],?,629,2632 kj(629 kcal),71,"7,1","0,5","0,5",0,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Vanilla Ice Cream,8712100728136,['France'],[],[],?,232,971 kj(232 kcal),15,"9,6",20,20,4,"0,14","0,056",,,,,,,"['Commerce équitable', 'Fairtrade International']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Flora Gold Margarina Terrina 250 GR,8712100732416,"['France', 'Espagne']",[],[],?,631,2640 kj(631 kcal),70,16,"0,6","0,6","0,5","0,72","0,288",['Flora'],,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",['Sans colorants'],,+23%,+25%,+24%,-1%,+49%,+149%,+121%,+27%,+27%,70 g,en quantité élevée,16 g,en quantité élevée,0.6 g,en faible quantité,0.72 g,en quantité modérée,13,+12%,D,+12%,,,,C,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,,
1115,Fumet De Poisson - knorr - 750grammes,8712100738715,['France'],[],[],?,7,29 kj(7 kcal),"0,5","0,1","1,4","0,5","0,5","0,5","0,2",['Knorr'],,,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Fumets de poisson']",,,-96%,-97%,-71%,-68%,-96%,-91%,-94%,-96%,-96%,,,,,,,,,,,,,,750 grammes,,,,,,,,,,,,,,,
1116,Secrets de grand mère poireaux pomme de terre crème - Knorr - 30cl,8712100739019,['France'],"['eau', 'légumes ', 'pomme de terre : 20 % ', 'dont SULFITES', 'poireau : 12 %', 'épinard', 'CRÈME fraîche : 2 %', 'amidon modifié', 'BEURRE', 'sucre', 'sel', 'huile de tournesol', 'extrait de levure', 'lactosérum ', 'LAIT', 'thym', 'LAIT en poudre écrémé', 'arôme naturel de poivre', 'arôme']","['Sans huile de palme', 'Non végétalien']",?,46,192 kj(46 kcal),"2,1","1,1","5,7","1,6","0,9","0,7","0,28",['Knorr'],['E14XX - Amidons modifiés'],,"['Lait', 'Anhydride sulfureux et sulfites']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",,,+12%,+12%,+21%,+96%,+24%,-18%,-3%,+7%,+7%,2.1 g,en faible quantité,1.1 g,en faible quantité,1.6 g,en faible quantité,0.7 g,en quantité modérée,4,+182%,C,+182%,,30 cl,"['Brique', 'Carton']",A,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,
1117,Knorr mouline de legumes d'autrefois - 50cl,8712100739040,['France'],"['Eau', 'légumes 23 % ', 'carotte', 'panais', 'poireau', 'pomme de terre', 'oignon', 'topinambour', 'rutabaga', 'amidon modifié de maïs', 'huile de tournesol', 'CRÈME fraîche', 'sel', 'BEURRE', 'lactosérum ', 'LAIT', 'extrait de levure', 'sucre', 'jus de légumes concentrés ', 'CÉLERI', 'carotte', 'poireau', 'oignon']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,39,163 kj(39 kcal),"1,9","0,6","4,4",1,"0,6","0,6","0,24",['Knorr'],['E14XX - Amidons modifiés'],,"['Céleri', 'Lait']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']","['Sans colorants', 'Sans exhausteur de goût', 'Sans conservateurs']",,0%,0%,+23%,-1%,-8%,-46%,-30%,-7%,-7%,1.9 g,en faible quantité,0.6 g,en faible quantité,1 g,en faible quantité,0.6 g,en quantité modérée,2,+49%,B,+49%,,50 cl,"['Brique', 'Carton']",A,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,
1118,PG Tips Free the Fresh Taste - 464g,8712100739576,"['France', 'Suisse']",['Thé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,1,4 kj(1 kcal),0,0,0,0,"0,1",0,0,['PG Tips'],,,,1,['Boissons'],,,-98%,-98%,-100%,-100%,-100%,-100%,-80%,-100%,-100%,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1,-87%,B,-87%,,464 g,,,,,,,,,,,,,,,
1119,PG Tips Sachets de thé,8712100739613,['France'],['Thé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,14,59 kj(14 kcal),"0,5","0,3","1,4","1,4","1,1","0,05","0,02","['PG', 'PH Tips']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Ice Tea Citron - Lipton,8712100743320,['France'],[' lomade'],[],?,19,79 kj(19 kcal),"0,5","0,5","4,6","4,5","0,5","0,057","0,023",['Lipton'],,,,,['Boissons'],,,-66%,-67%,+44%,+324%,-59%,-52%,+1%,+37%,+37%,0.5 g,en faible quantité,0.5 g,en faible quantité,4.5 g,en quantité modérée,0.057 g,en faible quantité,6,-22%,D,-22%,,,,,,,,,,,,,,,,,
1121,Lipton-ice Tea -peach-250ml-portugal,8712100743382,['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,7","4,5",0,"0,053","0,021",['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Lipton-ice Tea -mango-250ml-portugal,8712100743528,['France'],[],[],?,48,201 kj(48 kcal),"0,5","0,1","4,6","4,5","0,5","0,1","0,04",['Lipton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Mohlo tipo Francesinha - Knorr,8712100747571,['France'],[],[],?,42,176 kj(42 kcal),"2,3","1,5","4,4","0,6","0,6",1,"0,4",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Mayonnaise with olive oil - Hellmann's,8712100749773,['France'],[],[],?,595,2489 kj(595 kcal),66,"5,6","2,3","1,5","0,7","1,2","0,48","[""Hellmann's""]",,,,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,-3%,-3%,-0%,-9%,-14%,+3%,-43%,-10%,-10%,66 g,en quantité élevée,5.6 g,en quantité élevée,1.5 g,en faible quantité,1.2 g,en quantité modérée,17,-5%,D,-5%,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
1125,Olive oil mayonnaise - Hellmann's,8712100749797,['France'],[],[],?,6,25 kj(6 kcal),5,3,3,2,1,2,"0,8","[""Hellmann's""]",,,,,"['Epicerie', 'Sauces', 'Mayonnaises']",,,-99%,-99%,-92%,-51%,+12%,+37%,-19%,+50%,+50%,5 g,en quantité modérée,3 g,en quantité modérée,2 g,en faible quantité,2 g,en quantité élevée,10,-44%,C,-44%,,,,D,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,
1126,Hönsbuljong kanaliemi,8712100750618,['France'],[],[],?,323,1351 kj(323 kcal),24,16,25,"4,3","3,8","41,3","16,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Magnum Mini Almendra 1 Unidad - Nestle,8712100751486,['France'],"['1470 06', '20i9 7778 CK7J802:37 eoccotato di ', 'c *vwe', 'LA 1 e LATTE', 'MANDORLE', 'OEO BIJPn di a—', 'E471', 'E442', 'E476', 'addensani ', 'E410', 'E412', 'Ri W7terwe •a', 'aira fruüa a e apaahm Senza RainfŒed Coner,ffe a *BOC', ' Da rcit*tlfrprrte ento fre: vdi ', '/ato', ' Glae au lait ', '30%', ' et dmandes st&e', 'de LAIT érémél LACTOSE et protéipes LAIT', 'AMANDES', 'huile de de BEURRE acaol', 'énu!sifanS ', 'E471', 'E442', 'E476', 'f Obilents ', 'E410i E412', 'E407', 'pses de arachides', ""Sans 8 'Vérifé P&frest AJIiameTU"", ' A à - 1302 de avant fa : de s LECHE desnabda rehidratàa', 'azücar', 'de LECHE en polWJ', 'ce LECH con ieche ', '30%', ' y VATEQUILLA Wœfrau', 'jarabe de de emulpnts ', 'E471', 'E44Z E4i6', 'E410', 'E412 E407', 'varas Otos frutOS y ceahœtes', ' SÈT gl', 'Âen', ' ICettifiœdo Rainforest AllianœTM', ' Mantemr a temperatum infehore - f80C', ' ares']","[""Pourrait contenir de l'huile de palme""]",?,352,1473 kj(352 kcal),23,14,32,30,"5,1","0,17","0,068",['Nestle'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,"['Lait', 'Fruits à coque']",4,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Douceur de légumes - Knorr,8712100753442,['France'],"['Eau', 'légumes 29% ', 'carotte 12%', 'CÉLERI ravel poireau 2,5%', 'haricots verts 2,5%', 'oignon 2,5%', 'Panais', 'pomme de terre 13%* CRÈME', 'amidon de pomme de terre', 'amidon de maïs modifié', 'sel ', 'sucre', 'huile de tournesol', 'extrait de levure', 'jus concentré de carotte', 'BABEURRE en poudre', 'racine de livèche', 'curcuma', "" Légumes issus de l'agriculture durable""]",['Non végétalien'],?,37,155 kj(37 kcal),"0,9","0,3","5,8","1,8","0,9","0,72","0,288",['Knorr'],,,"['Céleri', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Tomatencremesuppe - Knorr,8712100753480,['France'],[],[],?,47,197 kj(47 kcal),"2,3","0,9","6,1","4,8","0,9","0,74","0,296",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Tomatensuppe Mit Buletten - Knorr,8712100753527,['France'],[],[],?,55,230 kj(55 kcal),"2,6","0,5","6,1","4,9","1,8","0,68","0,272",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Veloute de potiron - Knorr,8712100758195,"['France', 'Suisse']","['eau', '45% légumes ', '28% potiron*', '9,5% carottes', '4% pommes de terre*', '2% CÉLERI*', 'oignons*', 'ail', 'sucre', 'amidon de maïs modifié', 'huile de tournesol', 'sel comestible', 'graisse BUTYRIQUE', 'extrait de levure', 'persil', 'épices ', 'muscade', 'poivre', 'poivre de Cayenne', 'maltodextrine', 'arôme ', 'dont CÉLERI', "" *Légumes issus de l'agriculture durable"", ' Stérilisé']",['Non végétalien'],?,35,146 kj(35 kcal),"1,4","0,4","4,7","2,8","0,7","0,64","0,256",['Knorr'],,,['Céleri'],4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,-10%,-10%,-9%,-34%,-1%,+51%,-18%,-1%,-1%,1.4 g,en faible quantité,0.4 g,en faible quantité,2.8 g,en faible quantité,0.64 g,en quantité modérée,1,-25%,B,-25%,,,,B,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,
1132,Mon moment COCOON jasmin romarin citron vert citronelle - Unilever,8712100758584,['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,4",,,['Unilever'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,Velouté de poulet aux champignons - Knorr,8712100759710,['France'],[],[],?,36,151 kj(36 kcal),"1,4","0,4","3,9","0,7","1,8","0,71","0,284",['Knorr'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Lipton Ice Tea Pêche - 330ml,8712100766602,['France'],[],[],?,?,,?,,?,,?,,,['Lipton'],,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés']",,,,,,,,,,,,,,,,,,,,,,,,,330ml,,C,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,
1135,Herbal tea Morocco spicy mint - Lipton,8712100770746,['France'],"[""PYRAMIDE' TEEBEUTEL Aromatisierter Gewürz-Krâutertee mit Minzaroma Zutaten: Zimt "", '27%', 'Zichorien', 'Hagebutte', 'Süssholz ', '18%', 'Orangenschale', 'Aroma', 'Minze ', '2,5%', ' Enthalt Süssholz bei hohem Blutdruck sollte ein übermâssiger Verzehr dieses Erzeugnisses vermieden werden', ' Hergestellt und abgepackt in der EU mit importierten Zutaten', ' Unilever Schweiz', 'CH-8240 Thayngen', 'Konsumentenservice 0800-000 041 ', 'gebührenfrei', 'www', 'lipton', 'ch', ' Hergestellt in der EU mit importierten Zutaten', ' Unilever Deutschland', 'Postfach 570385', '22772 Hamburg', 'Konsumentenservice: 0800-1013 916 ', 'gebührenfrei', ' www', '!ipton', 'de Kühl und trocken lagern', ' Mindestens haltbar bis Ende: L52530D023 09/2017 01:19']",[],?,17,71 kj(17 kcal),"0,5","0,5",0,0,0,0,0,['Lipton'],,,,,['Boissons'],"[""Fabriqué dans l'UE""]",,-70%,-71%,+44%,+324%,-100%,-100%,-100%,-100%,-100%,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,3,-61%,C,-61%,,,,,,,,,,,,,,,,,
1136,Hule d'olive (5%) & Vinaigre Balsamique de Modène - Amora - 380ml,8712100770807,['France'],"['Eau', 'huile de colza', 'Aceto Balsamico di Modena ', 'IGP', ' 17 % ', 'vinaigre de vin', 'moût de raisin', 'colorant E150d ', 'dont SULFITES', 'antioxygène E220 ', 'dont SULFITES', ""huile d'olive vierge extra 5 %"", 'sucre', 'sel', 'épaississants ', 'E407', 'E415', 'arômes ', 'dont MOUTARDE', 'piment jalapeño', 'paprika en poudre']",[],1123,?,1123 kj(268 kcal),26,"2,3","8,2","7,7","< 0,5","1,9","0,76",['Amora'],"[""E150d - Caramel au sulfite d'ammonium"", 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",,"['Moutarde', 'Anhydride sulfureux et sulfites']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale""]",,+5%,,-6%,+139%,+19%,-75%,-23%,-91%,+319%,+319%,26 g,en quantité élevée,2.3 g,en quantité modérée,7.7 g,en quantité modérée,1.9 g,en quantité élevée,14,+314%,D,+314%,,380 ml,"['Bouteille', 'Plastique']",,,,,,,,,,,,,,
