,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,markets,allergens,ingredients_origins,link,traceability_code,brand_owner,palm_ingredients
1885,Sables de Savoie - Chatel - 270g,3700422232160,,270 g,['Chatel'],,['France'],"['Sablés de Savoie NATURE: Farine ', 'farine en de blé', 'farine de blé malté', 'agents de traitement de la farine', 'amylases fongiques', 'gluten', 'acide ascorbique', 'beurre', 'sucre', ""blanc d'oeufs"", ' \r Sablés de Savoie MYRTILLE: Farine ', 'farine de blé', 'farine de blé malté', 'agents de traitement de la farine', 'amylases fongiques', 'gluten', 'acide ascorbique', 'beurre', 'fourrage myrtille 20% ', 'myrtille', 'sucre,sirop de glucose', 'fructose', 'pulpe de myrtille saccharose', 'gélifiants: E 440', 'E 401', ""correcteur d'acidité: E 330"", 'E 333', 'sucre glace', 'oeufs']","['E1100 - Amylases', 'E300 - Acide ascorbique', 'E440 - Pectines', 'E401 - Alginate de sodium', 'E330 - Acide citrique', 'E333 - Citrates de calcium']",['Non végétalien'],4,,,,,,,,,?,,549,,2297 kj(549 kcal),,"33,29",,17,,54,,30,,"5,69",,0,,0,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,,
1886,Nougat des Alpes,3700422235161,,,,,['France'],[],,[],,,,,,,,,,?,,424,,1774 kj(424 kcal),,"13,2",,"9,4",,"68,2",,"50,7",,"6,4",,"0,1",,"0,04",,,,,,,,,,,,,,,"['en:gluten-free', 'Sans conservateurs']",,,,,,,,
1887,Nougat des Alpes,3700422235246,,,,,['France'],[],,[],,,,,,,,,,?,,379,,1586 kj(379 kcal),,"6,7",,"0,6",,"74,3",,"61,3",,"2,9",,"0,111",,"0,044",,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,
1888,Bonbon a l'ancienne violette,3700422237066,,,,,['France'],[],,[],,,,,,,,,,?,,389,,1628 kj(389 kcal),,"0,1",,"0,1",,"95,6",,"57,7",,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1889,Terrine Ail des Ours - Fabrication Artisanale,3700422261115,,,['Fabrication Artisanale'],,['France'],[],,[],,,,,,,,,,?,,321,,1343 kj(321 kcal),,"28,5",,"10,5",,"3,2",,"1,6",,"13,3",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
1890,Terrine de Savoie Beaufort,3700422261184,,,,,['France'],[],,[],,,,,,,,,,?,,340,,1423 kj(340 kcal),,30,,"11,5",,"3,2",,"1,4",,"14,8",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,
1891,Terrine à l'ancienne aux noix,3700422261191,,,,,['France'],[],,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"31,7",,"10,7",,"3,6",,"1,6",,14,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,
1892,Crozet de savoie blancs - Au faisan doré,3700422263508,,,['Au faisan doré'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Crozets']",['France'],[],,[],,2.5 g,en faible quantité,0.6 g,en faible quantité,5.2 g,en quantité modérée,0.38 g,en quantité modérée,?,,373,+7%,1561 kj(373 kcal),+7%,"2,5",+8%,"0,6",+22%,75,+9%,"5,2",+148%,12,-2%,"0,38",+118%,"0,152",+118%,1,,B,,,,,,,,,,['Sachet plastique'],,,,,,,,,
1893,Crozets de Savoie aux fromages de Savoie - Au faisan doré,3700422263546,,,['Au faisan doré'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Crozets']",['France'],[],,[],,2.5 g,en faible quantité,0.6 g,en faible quantité,5.2 g,en quantité modérée,0.38 g,en quantité modérée,?,,373,+7%,1561 kj(373 kcal),+7%,"2,5",+8%,"0,6",+22%,75,+9%,"5,2",+148%,12,-2%,"0,38",+118%,"0,152",+118%,1,,B,,,,,,,,,,['Sachet plastique'],,,,,,,,,
1894,Terrine De Canard 90g,3700428400594,E,,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",['France'],[],,[],,29.2 g,en quantité élevée,11 g,en quantité élevée,1.3 g,en faible quantité,1.62 g,en quantité élevée,?,,322,+5%,1347 kj(322 kcal),+5%,"29,2",+11%,11,+16%,"2,7",+57%,"1,3",+110%,"12,9",-9%,"1,62",+6%,"0,648",+6%,21,+17%,E,+17%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,['Fabriqué en France'],,,,,,,,
1895,Foie gras de canard entier du Gers - Fleurons de Lomagne - 300g,3700428415529,B,300 g,['Fleurons de Lomagne'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['France'],"['foie gras de canard entier du Gers', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,49.3 g,en quantité élevée,19 g,en quantité élevée,1.5 g,en faible quantité,1.19 g,en quantité modérée,?,,10,-98%,42 kj(10 kcal),-98%,"49,3",-9%,19,-18%,"3,2",+34%,"1,5",+14%,"7,7",+2%,"1,19",-1%,"0,476",-1%,15,-28%,D,-28%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1896,Terrine Campagnarde au Floc - Fleurons de Lomagne - 90g,3700428419015,,90 g,['Fleurons de Lomagne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",['France'],"['Viande de porc', 'foie de porc 30%', 'gras de porc', 'Floc 2%', 'sel', 'épices', 'muscade', 'poivre']",,"['Non végétalien', 'Non végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,Terrine Campagnarde au Floc,"['Verre', 'Pot', 'métal']","['Point Vert', 'Fabriqué en France', 'Sans conservateurs']",['France'],['Super U'],,,http://www.fleuronsdelomagne.com/,"['FR 65.375.001 CE', 'Rabastens-de-Bigorre (Hautes-Pyrénées, France)', 'EMB 65375A', 'Rabastens-de-Bigorre (Hautes-Pyrénées, France)']",,
1897,Terrine de canard forestière aux bolets - Fleurons de Lomagne - 180g,3700428419343,C,180 g,['Fleurons de Lomagne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",['France'],[],,[],,21 g,en quantité élevée,7.6 g,en quantité élevée,1 g,en faible quantité,1.7 g,en quantité élevée,?,,256,-16%,1071 kj(256 kcal),-16%,21,-20%,"7,6",-20%,"2,6",+51%,1,+61%,15,+6%,"1,7",+11%,"0,68",+11%,17,-5%,D,-5%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,"['Bocal', 'Verre']",,,,,['France'],,,,
1898,Foie gras de canard entier - Fleurons de Lomagne - 90g,3700428424460,B,90 g,['Fleurons de Lomagne'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",['France'],"['foie gras de canard ', 'origine France', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,56 g,en quantité élevée,24 g,en quantité élevée,0.9 g,en faible quantité,1.3 g,en quantité modérée,?,,544,+3%,2276 kj(544 kcal),+3%,56,+3%,24,+3%,"2,2",-8%,"0,9",-32%,"7,5",-0%,"1,3",+8%,"0,52",+8%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,['Sans nitrite de sodium'],,,,['France'],,,,
1899,Rillettes de sardines au sel de Guérande et à l'estragon,3700428425641,D,,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de sardine', 'en:preparations-made-from-fish-meat']",['France'],[],,[],,21.4 g,en quantité élevée,6 g,en quantité élevée,0.9 g,en faible quantité,1.14 g,en quantité modérée,?,,252,+11%,1054 kj(252 kcal),+11%,"21,4",+19%,6,-19%,"1,4",-34%,"0,9",-19%,"12,8",-8%,"1,14",+10%,"0,456",+10%,13,+7%,D,+7%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,
1900,Rillettes de Canard au Bloc de Foie Gras (20%) - Fleurons de Lomagne - 180g,3700428426907,D,180 g,['Fleurons de Lomagne'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,Rillettes de Canard au Bloc de Foie Gras (20%),,,,,,,,,,
1901,Terrine gourmande aux poivrons rouges olives et piment - 180g,3700428429298,,180 g,,,['France'],[],,[],,,,,,,,,,?,,415,,1736 kj(415 kcal),,"40,7",,16,,"0,9",,"0,2",,"11,6",,"1,57",,"0,628",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1902,Terrine de noel au cognac - 180g,3700428431666,,180 g,,"['Produits à la viande', 'Terrines', 'Terrines au Cognac']",['France'],[],,[],,40.9 g,en quantité élevée,16.1 g,en quantité élevée,0.2 g,en faible quantité,1.66 g,en quantité élevée,?,,418,+19%,1749 kj(418 kcal),+20%,"40,9",+32%,"16,1",+44%,"0,8",-46%,"0,2",-74%,"11,8",-13%,"1,66",+9%,"0,664",+9%,22,+15%,E,+15%,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1903,"Cocotte de volaille ,confit d oignon et jus de truffes - Fleurons De Lomagne",3700428432649,D,,['Fleurons De Lomagne'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']",['France'],"['Poulet* ', '40%', 'eau', 'crème fraîche', '01rcaux', ""confit d'oignòns au jus de truffes "", '3,6%', ' oignons', 'sucre de canne', 'vinaigre', ""vin blanc,jusde truffes d'hiver "", 'Tuber Melanosporum', ' ', '3%', 'sel', 'poivre', 'cannelle', 'muscade', 'clous de girofle]', 'amidon de maïs transformé', 'oignons', 'sel', 'bouillon de poulet ', 'poulet', 'sel', 'poivre ', ' * Origine UE']",,"['Non végétalien', 'Non végétarien']",3,7.8 g,en quantité modérée,3.7 g,en quantité modérée,1.9 g,en faible quantité,0.87 g,en quantité modérée,?,,133,-11%,556 kj(133 kcal),-9%,"7,8",+32%,"3,7",+120%,"3,2",-77%,"1,9",-3%,"12,3",+53%,"0,87",+3%,"0,348",+3%,2,+40%,B,+40%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,['Lait'],,,,,
1904,Cocotte de volaille -  - 300g,3700428432786,D,300 g,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']",['France'],[],,[],,7.8 g,en quantité modérée,3.7 g,en quantité modérée,1.9 g,en faible quantité,0.87 g,en quantité modérée,?,,133,-11%,556 kj(133 kcal),-9%,"7,8",+32%,"3,7",+120%,"3,2",-77%,"1,9",-3%,"12,3",+53%,"0,87",+3%,"0,348",+3%,2,+40%,B,+40%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,,,,,,,,
1905,Tartinade de confit d'oie - Fleurons De Lomagne - 80g,3700428435602,,80 g,['Fleurons De Lomagne'],,['France'],"['ZI La Couture - 32700 LECTOURE Inorédicnts : Foie gras', ' de canard graisse de canard 3', '%', 'de solaille confit ', ""l'oie 'o "", ""viande d 'oie origine graisse "", ""l'oie"", ' sel', 'Oeuf', 'lait', ' sel', 'poivre', ' épices', ' Conseils ', ""l'utilisation : serv ir - frais"", "" Consonnner rapidetncnt après ourertun• et avant la dale indiquée sur le coure 'n 'les""]",,"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,307,,1284 kj(307 kcal),,"27,06",,"9,93",,"3,26",,"2,28",,"12,52",,"1,96",,"0,784",,,,,,,,,,,,,,,,,,"['Œufs', 'Lait']",,,,,
1906,Terrine de caille aux airelles - Fleurons de Lomagne - 180g,3700428436043,,180 g,['Fleurons de Lomagne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de caille']",['France'],"['foie de volaille', 'viande de caille 20%', 'panure de canard', 'viande de canard', 'eau', 'airelles 3%', 'liant ', 'farine de riz', 'dextrose', 'blanc d’_œuf _déshydraté', 'sel', 'poivre', 'sucre', 'épices', ' Sans porc et sans alcool']",,"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,Terrine de caille aux airelles,"['Verre', 'Terrine']",,"['Lectoure', 'Gers', 'Occitanie', 'France']",,['Œufs'],,,,,
1907,Rillette de maquereau au sel de guerande et citron - Fleurons de Lomagne,3700428436760,E,,['Fleurons de Lomagne'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de maquereau', 'en:preparations-made-from-fish-meat']",['France'],"['50%', ""eaureh- oignons' de çonseils d'utilisation la capsule lin consommer dan'""]",,[],,17.7 g,en quantité modérée,4.4 g,en quantité modérée,0.9 g,en faible quantité,1.19 g,en quantité modérée,?,,224,-4%,937 kj(224 kcal),-5%,"17,7",-6%,"4,4",-41%,3,+30%,"0,9",-19%,"12,3",-2%,"1,19",+7%,"0,476",+7%,11,-14%,D,-14%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,,
1908,Bloc de foie gras,3700428439730,B,,,"['Poissons et viandes et oeufs', 'Foies gras', 'Bloc de foie gras']",['France'],[],,[],,52.4 g,en quantité élevée,21.1 g,en quantité élevée,0.32 g,en faible quantité,1.23 g,en quantité modérée,?,,511,+4%,2138 kj(511 kcal),+5%,"52,4",+4%,"21,1",-2%,"0,85",-60%,"0,32",-76%,9,+47%,"1,23",+1%,"0,492",+1%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1909,Pâté de canard aux trompettes et au foie gras 20% - Fleurons de Lomagne - 180g,3700428444352,,180 g,['Fleurons de Lomagne'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de canard', 'Pâté de canard aux trompettes et au foie gras']",['France'],"['Viande de canard 38%', 'viande de porc', 'foie de canard 20%', 'crème', 'œuf', 'trompettes de la mort 2%', 'Armagnac', 'ail', 'oignons', 'fécule de pomme de terre', 'sel et poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,9.2 g,en quantité modérée,2.8 g,en quantité modérée,0.2 g,en faible quantité,1.71 g,en quantité élevée,?,,154,-50%,644 kj(154 kcal),-50%,"9,2",-66%,"2,8",-72%,"1,5",-21%,"0,2",-68%,"16,2",+23%,"1,71",+11%,"0,684",+11%,5,-72%,C,-72%,,,,,,,,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,"['Œufs', 'Lait']",,,"['FR 32.459.030 CE', 'Valence-sur-Baïse (Gers, France)']",,
1910,Crème de poivrons à la Ricotta - Fleurons de Lomagne - 90g,3700428445045,,90 g,['Fleurons de Lomagne'],"['Crème de poivrons', 'Crème de poivrons à la Ricotta']",['France'],"['Poivrons rouges 51%', 'Ricotta ', 'lait', ' 14%', 'oignons', 'pommes', ""vin de pays d'Oc blanc"", 'vinaigre de vin rouge', 'huile de tournesol', 'sucre de canne', ""huile d'olive vierge extra"", 'ail', 'amidon', 'acidifiant : acide lactique', 'sel', 'herbes aromatiques', 'épices']",['E270 - Acide lactique'],['Non végétalien'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,['Lait'],,,,,
1911,Piperade au chorizo - Fleurons de Lomagne - 90g,3700428446349,,90 g,['Fleurons de Lomagne'],"['Piperade', 'Piperade au chorizo']",['France'],"['Poivrons rouges 59%', 'oignons', 'tomates pelées concassées ', 'tomates', 'jus de tomate', 'acidifiant : acide citrique', 'chorizo ', 'viande de porc', 'sel', 'piment', 'épices', ' : 4,5%', 'huile de tournesol', ""vin de pays d'Oc blanc"", 'ail', 'sel', 'acidifiant : acide lactique', 'herbes aromatiques', 'épices']","['E330 - Acide citrique', 'E270 - Acide lactique']","['Non végétalien', 'Non végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bocal', 'Verre', 'Couvrcle', 'Métal']",,,,,,,,,
1912,Bloc de foie gras de canard - Fleurons de Lomagne,3700428446554,B,,['Fleurons de Lomagne'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",['France'],"['Foie Gras de canard ', 'origine France', 'eau 10%', 'sel', 'sucre', 'épices']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,52.4 g,en quantité élevée,21.1 g,en quantité élevée,0.32 g,en faible quantité,1.23 g,en quantité modérée,?,,511,+4%,2138 kj(511 kcal),+5%,"52,4",+4%,"21,1",-2%,"0,85",-60%,"0,32",-76%,9,+47%,"1,23",+1%,"0,492",+1%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
1913,Terrine campagnarde aux groseilles - 90g,3700428447308,,90 g,,,['France'],[],,[],,,,,,,,,,?,,344,,1439 kj(344 kcal),,"31,5",,12,,"1,7",,"0,8",,"13,3",,"1,64",,"0,656",,,,,,,,,,,,,,,,,,,,,,,
1914,Terrine campagne - 180g,3700428447315,,180 g,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",['France'],[],,[],,31.5 g,en quantité élevée,12 g,en quantité élevée,0.8 g,en faible quantité,1.64 g,en quantité élevée,?,,344,+7%,1439 kj(344 kcal),+7%,"31,5",+11%,12,+11%,"1,7",-26%,"0,8",-8%,"13,3",-5%,"1,64",+2%,"0,656",+2%,21,+8%,E,+8%,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1915,Pot Au Feu De Canard Aux 6 Legumes - Fleurons De Lomagne - 300g,3700428450773,,300 g,['Fleurons De Lomagne'],,['France'],[],,[],,,,,,,,,,?,,55,,230 kj(55 kcal),,?,,"0,5",,?,,"1,6",,6,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,
1916,Gibelotte de canard - Fleurons de Lomagne - 300g,3700428452784,,300 g,['Fleurons de Lomagne'],,['France'],[],,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
1917,Pâté de Canard au foie gras (20%) et au poivre de Madagascar - Fleurons de Lomagne - 180g,3700428452906,,180 g,['Fleurons de Lomagne'],"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de canard']",['France'],"['Viande de canard 45%', 'viande de porc', 'foie gras de canard 15%', 'œuf', 'oignons', 'Armagnac', 'poivre de Madagascar 0,3%']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,32.3 g,en quantité élevée,12.1 g,en quantité élevée,0.4 g,en faible quantité,1.92 g,en quantité élevée,1410,,?,,1410 kj(337 kcal),+8%,"32,3",+19%,"12,1",+20%,"0,8",-58%,"0,4",-35%,"11,4",-14%,"1,92",+25%,"0,768",+25%,22,+22%,E,+22%,,,,,,,,,"['Bocal', 'Verre', 'Couvercle', 'Métal']",,,,['Œufs'],,,"['FR 32.459.030 CE', 'Valence-sur-Baïse (Gers, France)']",,
1918,Terrine de campagne - Fleurons de Lomagne - 90g,3700428454368,,90 g,['Fleurons de Lomagne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne', ""Terrine de campagne au piment d'Espelette""]",['France'],"['Gorges de porc* 51', '5%', 'foie de porc* 32', '8%', 'épaule de porc* 7%', 'eau', 'sel', ""piment d'Espelette 0"", '5%', 'oignons', 'poivre gris - épices: piment de Jamaïque', 'marjolaine', 'thym', 'muscade', 'girofle', 'cannelle', 'coriandre - ail', ' *Origine France']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,25 g,en quantité élevée,9 g,en quantité élevée,0.2 g,en faible quantité,1.6 g,en quantité élevée,?,,295,-8%,1234 kj(295 kcal),-9%,25,-11%,9,-16%,"2,4",+67%,"0,2",-70%,15,+5%,"1,6",-2%,"0,64",-2%,18,-7%,D,-7%,,,,,,,,Terrine de campagne au piment d'Espelette,"['Bocal', 'Verre']",['Point Vert'],"['Lectoure', 'France']",,,['France'],,"['FR 24.328.002 CE', 'Piégut-Pluviers (Dordogne, France)']",,
1919,Terrine de campagne - Fleurons de Lomagne - 180g,3700428454375,,180 g,['Fleurons de Lomagne'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",['France'],[],,[],,25 g,en quantité élevée,9 g,en quantité élevée,0.2 g,en faible quantité,1.6 g,en quantité élevée,?,,2,-99%,8 kj(2 kcal),-99%,25,-12%,9,-17%,"2,4",+5%,"0,2",-77%,15,+7%,"1,6",0%,"0,64",0%,15,-23%,D,-23%,,,,,,,,,,,,,,,,,,
1920,Terrine Gersoise,3700428461786,,,,,['France'],[],,[],,,,,,,,,,?,,314,,1314 kj(314 kcal),,28,,"11,4",,"2,8",,"2,3",,"12,8",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,
1921,Salsa d'aubergine,3700428467429,,,,,['France'],[],,[],,,,,,,,,,?,,220,,920 kj(220 kcal),,21,,"3,4",,"4,6",,"4,4",,1,,"1,26",,"0,504",,,,,,,,,,,,,,,,,,,,,,,
1922,Poivronnade Parmesan - Fleurons de Lomagne - 90g,3700428468471,A,90 g,['Fleurons de Lomagne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Snacks', 'Condiments', 'Aliments à base de fruits et de légumes', 'Snacks salés', 'Produits à tartiner', 'Apéritif', 'Légumes et dérivés', 'Poivrons', 'Condiments à tartiner', 'Poivronnades']",['France'],"['Poivrons rouges 82%', 'ail', 'parmesan 3%', 'amidon de maïs modifié', 'sel', 'poivre', 'huile de colza', 'conservateur : sorbate de potassium']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,67.3%,0.0%,0.0%,14.4%,14.9%,3.3%,96,Préparation apéritive à tartiner à base de poivrons.,"['Verre', 'Pot', 'Métal']",['Point Vert'],['France'],['Super U'],['Lait'],,http://www.fleuronsdelomagne.com/,"['FR 30.189.003 CE', 'Nîmes (Gard, France)']",,
1923,Tartinade d'escargot à la persillade - 100g,3700428484136,,100 g,,,['France'],[],,[],,,,,,,,,,?,,166,,695 kj(166 kcal),,15,,11,,4,,"2,2",,"3,9",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,
1924,Terrine de chevreuil à la fine champa - 180g,3700428484181,,180 g,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de chevreuil']",['France'],[],,[],,36.6 g,en quantité élevée,14.4 g,en quantité élevée,0.2 g,en faible quantité,1.6 g,en quantité élevée,?,,387,+25%,1619 kj(387 kcal),+25%,"36,6",+40%,"14,4",+49%,1,-32%,"0,2",-51%,"13,6",-7%,"1,6",+3%,"0,64",+3%,21,+15%,E,+15%,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1925,Tartinade facon tex mex - 90g,3700428484198,,90 g,,,['France'],[],,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"32,1",,"12,2",,"5,8",,"1,5",,"11,1",,"1,71",,"0,684",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1926,Mijoté de canard sauce royale et ses quartiers des champs - Fleurons De Lomagne,3700428484327,,,['Fleurons De Lomagne'],,['France'],"['Eau', 'manchon de canard ', 'origine France', ' 28,3"" crème pommes de terre avec peau 20%', 'oignon', 'concentré fond de volaille ', 'origine UE', 'amidon modifié de mali de veau ', 'origine UE', 'beurre', 'sel', 'poivre', 'thym', 'laurier éventuelle de : gluten', 'oeufs', 'poissons', 'crustacés', ' soja', ' fruits à la coque', 'moutarde', 'mollusques', "" d'utilisation : Verser le contenu du bocal dans faire chauffer à feu doux avec un couvercle ou au "", ""'ner à température ambiante"", ' Après ouvertlll?', ""à 'ifrigérateur et à consommer rapidemtnellt"", ' Préférence avant la date inscrite sur le']",['E14XX - Amidons modifiés'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,106,,444 kj(106 kcal),,6,,"4,5",,6,,"0,7",,7,,"0,7",,"0,28",,,,,,,,,,,,,,,['Fabriqué en France'],,,"['Crustacés', 'Œufs', 'Poisson', 'Lait', 'Mollusques', 'Moutarde', 'Fruits à coque', 'Soja']",,,,,
1927,Mijoté de canard sauce royale et ses quartiers des champs - Fleurons de Lomagne,3700428484334,,,['Fleurons de Lomagne'],,['France'],[],,[],,,,,,,,,,?,,106,,444 kj(106 kcal),,6,,"4,5",,6,,"0,7",,7,,"0,7",,"0,28",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1928,Gibelotte de pintade sauce automnale aux morilles,3700428484341,,,,,['France'],[],,[],,,,,,,,,,?,,112,,469 kj(112 kcal),,"6,4",,"4,2",,"2,9",,"0,8",,11,,"0,8",,"0,32",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
1929,Super Neutrose - Louis François - 1kg,3700434800272,,1 kg,['Louis François'],"['Aides culinaires', 'Stabilisants']",['France'],"['Sirop de glucose', 'épaississant : E410 ', 'gomme de caroube', 'gélifiants: E401 ', 'alginate', ' - E407 ', 'carraghénane']","['E410 - Gomme de caroube', 'E401 - Alginate de sodium', 'E400 - Acide alginique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bidon', 'Plastique']",['Produits destinés aux professionnels'],['France'],,,,,,,
1930,Champigneulles,3700435105437,,,,,['France'],[],,[],,,,,,,,,,?,,18,,75 kj(18 kcal),,"0,5",,"0,1",,"4,4",,3,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
