,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,generic_name,quantity,packaging,ingredients_origins,manufacturing,link,additives,palm_ingredients,nova_score,markets,traceability_code,producer_info
339,L'Authentique Petit Ourson Guimauve & Ses Amis - Cémoi - 140g,3173887804607,,['Cémoi'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",['France'],"['Sirop de glucose-fructose', 'sucre', 'eau', 'beurre de cacao', 'pâte de cacao', 'poudre de lait entier 3,7%', 'caramel 2,6% ', 'sirop de glucose', 'graisse végétale ', 'palme', 'lait concentré sucré', 'sucre', 'dextrose', 'émulsifiants: lécithine de tournesol - mono et di-glycérides d’acide gras', 'sel', 'gélatine', 'céréales croustillantes 1% ', 'farine de riz', 'farine d’avoine', 'farine de blé', 'sirop de malt ', 'orge', 'sucre', 'lactosérum', 'sel', 'dextrose', ' lactosérum en poudre', 'poudre de lait écrémé', 'graisse végétale ', 'palmiste,- palme', 'karité', 'émulsifiants : lécithine de tournesol - tristéarate de sorbitane', 'cacao maigre en poudre', 'matière grasse de lait anhydre', 'stabilisant : sorbitols', 'arômes']","['Huile de palme', 'Non végétalien', 'Non végétarien']",11 g,en quantité modérée,7.2 g,en quantité élevée,53 g,en quantité élevée,0.09 g,en faible quantité,1588,-30%,?,,1588 kj(380 kcal),-30%,11,-67%,"7,2",-59%,65,+26%,53,+13%,"4,1",-32%,"0,09",-38%,"0,036",-38%,21,-16%,E,-16%,,,,,,,,"['Point Vert', 'Fabriqué en France', 'Triman', 'Transparence Cacao']","['Gluten', 'Lait', 'Avoine']",,140 g,"['Carton', 'Boite', 'Coffret de Noël']",,,,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E428 - Gélatine', 'E492 - Tristéarate de sorbitane', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol']",['Huile de palme'],4,,,
340,Le saint martin,3173980030804,,,,['France'],[],[],,,,,,,,,?,,284,,1188 kj(284 kcal),,22,,16,,"2,4",,"1,8",,19,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,
341,Le crottin de Touraine que je préfère,3173980034123,,,,['France'],[],[],,,,,,,,,?,,308,,1289 kj(308 kcal),,25,,18,,"1,8",,"0,5",,19,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,
342,"Délices de Touraine, Lait Demi-Écrémé Stérilisé UHT - Verneuil - 1Litre",3173980040155,C,"['Verneuil', 'Délices de Touraine']","['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",['France'],['Lait demi-écrémé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1.55 g,en faible quantité,,,,,,,192,-3%,?,,192 kj(46 kcal),-3%,"1,55",-8%,,,"4,8",0%,,,"3,2",-1%,,,,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['en:FSC', 'en:fsc-c014047', 'FSC Mix', 'Sans additifs', 'Sans conservateurs', 'Lait issu de fermes sélectionnées']",['Lait'],Lait demi-écrémé stérilisé UHT,1 Litre,"['Brique', 'Carton', 'Tetra Pak']",,"['Coopérative Laitière de la Région Lochoise (CLRL) - Lieu dit Les Arcis - 37600 Verneuil-sur-Indre', 'Indre-et-Loire', 'Centre-Val de Loire', 'France']",http://www.laiterie-de-verneuil.com/,,,1,"['Vente directe', 'Leclerc']","['FR 37.269.031 CE', 'Verneuil-sur-Indre (Indre-et-Loire, France)', 'FSC-C014047']",
343,Petit ourson,3173989209898,,,,['France'],[],[],,,,,,,,,?,,363,,1519 kj(363 kcal),,"9,4",,"5,8",,66,,53,,"4,1",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
344,Kit rond aux oeufs frais - Délos,3173990025081,,['Délos'],,['France'],"['sucre', 'farine de blé', 'oeufs frais 36%', 'stabilisant: glycérol', ""jaune d'oeuf frais 1 %"", 'sirop de sucre inverti', 'sel', 'arôme', 'conservateur : propionate de calcium', 'acidifiant : tartrates de potassium', ""blancs d'oeuf en poudre "", 'agent moussant : citrate de triéthyle', 'épaississant : gomme xanthane', ' Traces éventuelles de lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,?,,352,,1473 kj(352 kcal),,"4,2",,"1,7",,"68,6",,42,,"8,2",,"0,5",,"0,2",,,,,,,,,,,,,,"['Œufs', 'Gluten']",,,,,,,"['E422 - Glycérol', 'E282 - Propionate de calcium', 'E336 - Tartrates de potassium', 'E1505 - Citrate de triéthyle', 'E415 - Gomme xanthane']",,4,,,
345,Gouter fourrés St Georges,3173990026262,D,['St Georges'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']",['France'],"['Farine de blé ', '55%', 'sucre', 'matière grasse hydrogénée de coprah', 'hutle de Srep g!ucose cacao maigre en poudre ', '35%', 'lactosérum en poudre', 'lactose', 'poudres à lever sodium', 'diphosphates', 'lait écrémé en poudre', 'sel', 'arôme', 'protéines de diamrnonium et de contenii des traces d?', 'lfs']",['Non végétalien'],16.9 g,en quantité modérée,12.8 g,en quantité élevée,30 g,en quantité élevée,0.51 g,en quantité modérée,?,,463,-1%,1937 kj(463 kcal),-2%,"16,9",-12%,"12,8",+51%,"69,3",+4%,30,-9%,"6,8",+17%,"0,51",-8%,"0,204",-8%,20,+1%,E,+1%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,"['Gluten', 'Lait']",,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",,4,,,
346,Céréales lait/fraises,3173990026712,,,,['France'],[],[],,,,,,,,,?,,457,,1912 kj(457 kcal),,"14,5",,"2,3",,"71,4",,"26,7",,"6,5",,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,,,,,,
347,B ! - Bouvard,3173990026828,,['Bouvard'],,['France'],"['sucre', 'œufs de plein ', '36%', ' farine de blé', 'sirop de sucre inverti', 'stabilisant ', 'glycérol', 'atome', ' sel', ' acidifiant ', 'tartrates de épaississant ', 'gomme xanthanc']",[],,,,,,,,,?,,351,,1469 kj(351 kcal),,"3,7",,"1,3",,71,,"47,6",,"7,5",,"0,43",,"0,172",,,,,,,,,,,,,,['Gluten'],,,,,,,"['E422 - Glycérol', 'E334 - Acide L-tartrique']",,4,['Magasins U'],,
348,Biscuits Cuiller - Biscuits Bouvard - 150g e,3173990026835,B,['Biscuits Bouvard'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Boudoirs']",['France'],"['Sucre', 'œufs entiers de plein air 38 %', 'farine de blé', ""jaune d'œuf de plein air 6 %"", 'stabilisant ', 'glycérol', 'sirop de sucre inverti', 'arôme', 'sel', 'acidifiant ', 'tartrates de potassium', 'épaississant ', 'gomme xanthane']",[],5.6 g,en quantité modérée,2 g,en quantité modérée,48.5 g,en quantité élevée,0.33 g,en quantité modérée,?,,361,-4%,1510 kj(361 kcal),-5%,"5,6",+49%,2,+77%,"68,4",-12%,"48,5",-0%,8,+5%,"0,33",+53%,"0,132",+53%,15,+4%,D,+4%,75.5%,12.8%,5.1%,3.5%,3.1%,0.0%,73,,"['Œufs', 'Gluten']",,150 g e,['Carton'],,['France'],,"['E422 - Glycérol', 'E336 - Tartrates de potassium', 'E415 - Gomme xanthane']",,4,['Magasins U'],,
349,Les boudoirs - Bouvard,3173990026859,C,['Bouvard'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Boudoirs']",['France'],"['Sucre', 'farine é blé', 'oeufs entiers de plein air ', '30%', 'e sirop deg ose-fructose', 'poudre à uever ', ""carbonates d'ammonium"", 'arôme']",[],3.6 g,en quantité modérée,0.9 g,en faible quantité,50.6 g,en quantité élevée,0.11 g,en faible quantité,?,,384,+2%,1607 kj(384 kcal),+1%,"3,6",-5%,"0,9",-20%,"80,3",+3%,"50,6",+4%,"7,8",+2%,"0,11",-49%,"0,044",-49%,13,-10%,D,-10%,75.5%,12.8%,5.1%,3.5%,3.1%,0.0%,73,,,,,,,,,['E502 - Carbonates'],,4,['Magasins U'],,
350,Goûters fourrés (pocket) -,3173990027030,D,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']",['France'],[],[],16.9 g,en quantité modérée,12.8 g,en quantité élevée,30 g,en quantité élevée,0.51 g,en quantité modérée,?,,463,-1%,1937 kj(463 kcal),-2%,"16,9",-12%,"12,8",+51%,"69,3",+4%,30,-9%,"6,8",+17%,"0,51",-8%,"0,204",-8%,23,+16%,E,+16%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,,,,,,,
351,Kit mini charlotte,3173990027115,,,,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,"4,1",,"1,7",,"68,1",,"42,1",,"7,9",,"0,52",,"0,208",,,,,,,,,,,,,,,,,,,,,,,,,,
352,Biscuitiers Bouvard,3173990027122,,,,['France'],[],[],,,,,,,,,?,,367,,1536 kj(367 kcal),,"6,8",,3,,"66,5",,"46,4",,"7,7",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
353,Croch Choc,3173990060235,,,,['France'],[],[],,,,,,,,,?,,496,,2075 kj(496 kcal),,"22,7",,"14,3",,"64,9",,"38,3",,"6,6",,"0,59",,"0,236",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,
354,Confiture de fraises (35%),3174060002506,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,42.7 g,en quantité élevée,0.01 g,en faible quantité,?,,243,+12%,1017 kj(243 kcal),+12%,"0,5",+107%,"0,1",+122%,60,+13%,"42,7",-16%,"0,5",+13%,"0,01",-56%,"0,004",-56%,7,-20%,C,-20%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
355,Confiture d abricot - Valade en Corrèze - 370g,3174061035800,B,['Valade en Corrèze'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['France'],"['Abricots 50%', 'sucre', 'sucre de canne', 'acidifiant : acide citrique', 'gélifiant : pectines', ' Prépare avec 50g de fruits pour 100g']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,58.1 g,en quantité élevée,0.02 g,en faible quantité,?,,245,+12%,1025 kj(245 kcal),+12%,"0,5",+121%,"0,1",+134%,60,+13%,"58,1",+15%,"0,5",-0%,"0,02",-9%,"0,008",-9%,12,+33%,D,+33%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,['Fabriqué en France'],,,370 g,,,,,"['E330 - Acide citrique', 'E440 - Pectines']",,4,,,
356,Raspberry quality conserve - Valade En Coreze,3174061036265,,['Valade En Coreze'],,['France'],"['Sucre', 'framboise 50%', 'sucre de canne', ""régulateur d'acidité : acide citrique "", 'trouvé naturellement dans le fruit', 'gélifiant ', 'pectine']",[],,,,,,,,,?,,249,,1042 kj(249 kcal),,0,,0,,60,,57,,"0,7",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E440 - Pectines']",,4,,,
357,Leonce Blanc Confit Figu Poire,3174061037095,,['Leonce blanc'],,['France'],['ine'],[],,,,,,,,,?,,199,,833 kj(199 kcal),,"0,5",,"0,1",,48,,"43,8",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,
358,"Préparation aux fruits abricot vanille , 330g - Leonce blanc",3174061037101,B,['Leonce blanc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",['France'],"['abricots 60%', 'sucre', 'acidifiant : acide citrique', 'gélifiant : pectine', 'arôme naturel vanille 0,15%', 'graines de vanille épuisées 0,05%', 'antioxydant : acide ascorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,45.8 g,en quantité élevée,0.02 g,en faible quantité,?,,197,-10%,824 kj(197 kcal),-10%,"0,5",+121%,"0,1",+134%,48,-10%,"45,8",-9%,"0,5",-0%,"0,02",-9%,"0,008",-9%,11,+22%,D,+22%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,"['E330 - Acide citrique', 'E440 - Pectines', 'E300 - Acide ascorbique']",,4,,,
359,Confiture Fraise / Fraise des bois - Léonce Blanc,3174061037125,D,['Léonce Blanc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],"['Fruits 60% ', 'fraises 52%', 'fraises des bois 8%', 'sucre', 'gélifiant : pectine', 'acidifiant : acide citrique', ' Préparée avec 60g de fruits pour 100g', ' Teneur totale en sucres : 48g pour 100g']",[],0.49 g,en faible quantité,0.09 g,en faible quantité,44.9 g,en quantité élevée,0.02 g,en faible quantité,?,,198,-9%,828 kj(198 kcal),-9%,"0,49",+103%,"0,09",+100%,48,-10%,"44,9",-11%,"0,5",+13%,"0,02",-12%,"0,008",-12%,6,-31%,C,-31%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique']",,4,,,
360,Valade en correze,3174061060505,,['Valade'],,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,"0,5",,"0,1",,60,,"45,7",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
361,Les petites confitures - Valade En Corrèze,3174061060604,,['Valade En Corrèze'],,['France'],[],[],,,,,,,,,?,,242,,1013 kj(242 kcal),,"0,5",,"0,1",,60,,"42,6",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
362,Gelée de coing - Valade en Corrèze,3174061240501,D,['Valade en Corrèze'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de coings']",['France'],"['Jus de coings', 'sirop de glucose - fructose', 'sucre', 'acidifiant : acide citrique', 'gélifiant : pectine', ' Préparée avec 45g de fruits pour 100g', ' Teneur totale en sucres : 60g pour 100g']",[],0.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,243,-1%,1017 kj(243 kcal),-1%,"0,2",-16%,0,-100%,60,-1%,0,-100%,"0,2",-28%,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,Gelée extra de coings,,,,,,"['E330 - Acide citrique', 'E440 - Pectines']",,4,,,
363,Confiture de fraises - Val de Vézère - 450g,3174061370109,C,['Val de Vézère'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],"['Sirop de glucose/fructose', 'purée de fraises à base de concentré 35%', 'sucre', 'acidifiant : acide citrique', 'gélifiant : pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,42.7 g,en quantité élevée,0.01 g,en faible quantité,1034,+12%,?,,1034 kj(247 kcal),+13%,"< 0,5",+107%,"< 0,1",+122%,60,+13%,"42,7",-16%,"< 0,5",+13%,"< 0,01",-56%,"0,004",-56%,11,+26%,D,+26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,450 g,"['Bocal', 'Verre']",,,,"['E330 - Acide citrique', 'E440 - Pectines']",,4,['Cora'],,
364,Confiture fraise - Valade,3174061370505,D,['Valade'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],"['Sirop de glucose/fructose', 'fraises 45%', 'sucre', 'acidifiant: acide citrique', 'gélifiant : pectine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,45.5 g,en quantité élevée,0.01 g,en faible quantité,?,,245,+13%,1025 kj(245 kcal),+12%,"0,5",+107%,"0,1",+122%,60,+13%,"45,5",-10%,"0,5",+13%,"0,01",-56%,"0,004",-56%,12,+37%,D,+37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,"['E330 - Acide citrique', 'E440 - Pectines']",,4,,,
365,Fraise - We Bio! - 240g,3174061430001,C,"['We Bio!', 'Valade']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",['France'],"['Fraises 55%', 'sucre de canne', 'jus de citron concentré', 'gélifiant: pectine', ""correcteur d'acidité: citrate de calcium""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,45.5 g,en quantité élevée,0.05 g,en faible quantité,?,,198,-9%,828 kj(198 kcal),-9%,"0,5",+107%,"0,1",+122%,48,-10%,"45,5",-10%,"0,5",+13%,"0,05",+120%,"0,02",+120%,11,+26%,D,+26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",,Préparation de fraise bio,240 g,"['Pot', 'Verre']",,,,"['E440 - Pectines', 'E333 - Citrates de calcium']",,4,,,
366,Les petites confitures - Valade,3174061670605,,['Valade'],,['France'],[],[],,,,,,,,,?,,243,,1017 kj(243 kcal),,"0,5",,"0,1",,60,,"43,9",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
367,Confiture Groseille,3174061770602,,,,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,"0,5",,"0,1",,60,,"42,7",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
368,Confiture d'orange,3174062110605,,,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,"0,5",,"0,1",,60,,"43,1",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
369,Confiture de prune - Val De Vézère,3174062310104,B,['Val De Vézère'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes']",['France'],"['CONFITURE DE PRUNES INGR31B', 'TS : Sirop de glucose/fnictose', 'pnnes 35% ', 'dont 4% de pu}é9à base de concentré', ' sucre', 'acidifiant: acide citriquer gélifiant: pectine', 'Préparée avec 35g de fnits pour 1000 Teneur totaleèn sucres : 60gpour 100g AVANT OUVERTVPE c6nserver au sqa et à température ambidnte,']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,42.8 g,en quantité élevée,0.01 g,en faible quantité,?,,243,+11%,1017 kj(243 kcal),+10%,"0,5",+125%,"0,1",+116%,60,+12%,"42,8",-16%,"0,5",+23%,"0,01",-58%,"0,004",-58%,7,-27%,C,-27%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,,,,,,,,['E440 - Pectines'],,4,,,
370,Compote pomme vanille,3174064064739,,,,['France'],[],[],,,,,,,,,?,,78,,326 kj(78 kcal),,"0,6",,"0,2",,"16,8",,"13,4",,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Compote de pomme,3174064120008,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['France'],[],[],0.5 g,en faible quantité,0.2 g,en faible quantité,25 g,en quantité élevée,0.01 g,en faible quantité,?,,129,+98%,540 kj(129 kcal),+98%,"0,5",+52%,"0,2",+130%,30,+110%,25,+92%,"0,5",+33%,"0,01",+18%,"0,004",+18%,1,,B,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,,,,,,,,,,,,,,
372,Compote de pommes avec morceaux,3174064135002,,,,['France'],[],[],,,,,,,,,?,,106,,444 kj(106 kcal),,"0,5",,"0,2",,24,,22,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
373,Compote sans sucres ajoutés - Valade,3174064174667,B,['Valade'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",['France'],[],[],0.6 g,en faible quantité,0.2 g,en faible quantité,10.3 g,en quantité modérée,0.01 g,en faible quantité,?,,59,-9%,247 kj(59 kcal),-10%,"0,6",+82%,"0,2",+130%,12,-16%,"10,3",-21%,"0,5",+33%,"0,01",+18%,"0,004",+18%,-3,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['Sans sucre ajouté'],,,,,,,,,,,,,
374,Les moulins de fruits - Valade,3174064368509,,['Valade'],,['France'],"['ET DE FRAISES ALLÉGÉE EN SUCRES', ' Pommes 89%', 'purée de fraises à base de concentré 6%', 'sirop de glucose-fruc - tose', 'arôme naturel', 'jus concentré de carotte pourpre', 'acidifiant : acide citrique ', ""si les fruits n'en contiennent pas suffisamment""]",[],,,,,,,,,?,,77,,322 kj(77 kcal),,"0,5",,"0,2",,"16,8",,"12,2",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,['E330 - Acide citrique'],,4,,,
375,Creme de marron vanillée -,3174065004536,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",['France'],[],[],0.7 g,en faible quantité,0.1 g,en faible quantité,55.3 g,en quantité élevée,0.01 g,en faible quantité,?,,257,+2%,1075 kj(257 kcal),+2%,"0,7",-7%,"0,1",-31%,60,-0%,"55,3",+11%,"1,1",0%,"0,01",-47%,"0,004",-47%,13,+13%,D,+13%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,['Fabriqué en France'],,,,,,,,,,,,,
376,Moulinés de fruits,3174068000047,,,,['France'],[],[],,,,,,,,,?,,74,,310 kj(74 kcal),,"0,5",,"0,2",,16,,"12,3",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
377,Crème de marrons vanillée - Valade - 400g,3174068003000,C,['Valade'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons', 'Pâtés végétaux']",['France'],"['Sucre', 'purée de châtaignes', 'arôme naturel de vanille', ' Préparée avec 38g de fruits pour 100g', '\rTeneur totale en sucres : 60g pour 100g']",[],0.7 g,en faible quantité,0.1 g,en faible quantité,55.3 g,en quantité élevée,0.01 g,en faible quantité,1090,+4%,?,,1090 kj(261 kcal),+4%,"0,7",-7%,"0,1",-31%,60,-0%,"55,3",+11%,"1,1",0%,"0,01",-47%,"0,004",-47%,10,-13%,C,-13%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,Crème de marrons vanillée,400 g,"['Carton', 'Plastique']",,['France'],,,,4,"['Casino', 'Magasins U']",,
