,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,markets,generic_name,packaging,additives,allergens,nova_score,traceability_code,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
1753,Poids chiches jaunes - Baktat,8690804036798,,,['France'],[],[],,,,,,,,,?,,311,,1301 kj(311 kcal),,0,,0,,48,,0,,20,,0,,0,,,,,,,,,,,,,,['Baktat'],,,,,,,,,,,,,
1754,Mélange Tokyo,2600803026634,,,['France'],[],[],,,,,,,,,?,,467,,1954 kj(467 kcal),,"20,9",,"5,7",,"54,8",,"11,3",,"13,2",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Les bonbons de julien,3760209010312,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,"0,5",,"0,5",,"83,3",,70,,5,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,SiS Go Caffeine Shot Cola - 60g,5025324000302,,,"['France', 'Italie']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,60 g,,,,,,,,,,,,,,
1757,Fourme de montbrison,2480435016926,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages de France', 'Fromages à pâte persillée français', 'Fourme de Montbrison']",['France'],[],[],30.7 g,en quantité élevée,21.8 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,?,,363,-1%,1519 kj(363 kcal),-1%,"30,7",0%,"21,8",+3%,0,-100%,0,-100%,"21,7",+1%,"1,9",+10%,"0,76",+10%,17,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,['AOP'],,,,,,,,,,,,
1758,Mimolette vieille label rouge,0209729030316,,,['France'],[],[],,,,,,,,,?,,390,,1632 kj(390 kcal),,28,,19,,"1,5",,"1,5",,33,,3,,"1,2",,,,,,,,,,,,,,,['Label Rouge'],,,,,,,,,,,,
1759,Christmas chai - Whittard,5022032132172,,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,0,,0,,79,,74,,13,,0,,0,,,,,,,,,,,,,,['Whittard'],,,,,,,,,,,,,
1760,Nestlé p'tits Fruits,7613036306096,,,['France'],[],[],,,,,,,,,?,,60,,251 kj(60 kcal),,"0,1",,"0,01",,"13,7",,"12,2",,"0,4",,"0,3",,"0,12",,,,,,,,,,,,,,['Nestlé'],"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1761,Confiture orange citron pamplemousse - André Guépratte,3278930000316,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', ""Confitures d'agrumes"", ""Confitures d'orange""]",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,0.01 g,en faible quantité,?,,252,+17%,1054 kj(252 kcal),+18%,"0,5",+113%,0,-100%,62,+18%,62,+23%,"0,4",-19%,"0,01",-62%,"0,004",-62%,12,+28%,D,+28%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,['André Guépratte'],,,,,,,,,,,,,
1762,Filets poulet - Auchan,2600495016739,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],1.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,110,-16%,460 kj(110 kcal),-15%,"1,5",-48%,"0,5",-33%,"0,5",+4%,"0,5",+106%,24,+5%,"0,1",-87%,"0,04",-87%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Auchan'],,['Auchan'],,,,,,,,,,,
1763,Les milanaises - Le Gaulois,2225017040803,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",['France'],[],[],1 g,en faible quantité,0.1 g,en faible quantité,2.2 g,en faible quantité,1.2 g,en quantité modérée,?,,124,-6%,519 kj(124 kcal),-5%,1,-36%,"0,1",-81%,"7,2",+5%,"2,2",+20%,23,+8%,"1,2",+33%,"0,48",+33%,1,+46%,B,+46%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,['Le Gaulois'],,,,,,,,,,,,,
1764,Pavé au poivre finement tranché - Carrefour,0219010013843,,,['France'],[],[],,,,,,,,,?,,323,,1351 kj(323 kcal),,24,,12,,"3,4",,"2,1",,23,,"4,8",,"1,92",,,,,,,,,,,,,,['Carrefour'],['Fabriqué en France'],['Carrefour'],,,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,,
1765,Saucisse a croquer,0201060026898,,,['France'],[],[],,,,,,,,,?,,1187,,4966 kj(1187 kcal),,"24,5",,"8,7",,"0,8",,"0,6",,"15,1",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Specialite de pruneau,2609922027423,,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,"0,5",,"0,5",,55,,37,,"1,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Sésame noir,5410531004166,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Brie de Meaux,0299474023220,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries', 'Brie de Meaux']",['France'],[],[],22.8 g,en quantité élevée,16.2 g,en quantité élevée,0 g,en faible quantité,1.65 g,en quantité élevée,?,,289,+4%,1209 kj(289 kcal),+3%,"22,8",+5%,"16,2",+6%,0,-100%,0,-100%,"20,9",+1%,"1,65",-8%,"0,66",-8%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
1769,Assaisonnement Pain D'épices,3377146130111,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Filet de haddock - Olsen,3562250000799,E,"['Produits de la mer', 'Poissons', 'Églefin', 'Poissons fumés', 'Haddocks fumés']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,93.1%,0.0%,1.1%,5.2%,0.5%,0.1%,14,,['Olsen'],"['Sans colorants', 'Pêche durable', 'Pêche durable MSC']",,,,,,,"['FR 22.007.002 CE', ""Binic (Côtes-d'Armor, France)""]",,,,,
1771,Le Mouliné Potiron & Lait de Coco - Régal Soupe,3564706552388,,,['France'],[],[],,,,,,,,,?,,45,,188 kj(45 kcal),,"1,7",,"1,3",,"6,1",,"3,3",,"0,9",,"0,59",,"0,236",,,,,,,,,,,,,,"['Régal Soupe', 'Marque Repère']","['Edition limitée', 'Sans colorants']",['Leclerc'],,['Brique'],,,,,,,,,
1772,Boo tea matcha,5056090900022,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Pavé  céréales tranché,0209720010171,,,['France'],[],[],,,,,,,,,?,,199,,833 kj(199 kcal),,"0,6",,"0,1",,41,,"0,9",,"6,5",,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Pâté de campagne - Larroque,3700038000375,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",['France'],[],[],29 g,en quantité élevée,10 g,en quantité élevée,0.9 g,en faible quantité,3 g,en quantité élevée,?,,333,+7%,1393 kj(333 kcal),+7%,29,+7%,10,-1%,"3,5",+45%,"0,9",-2%,15,+6%,3,+81%,"1,2",+81%,23,+21%,E,+21%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,['Larroque'],,,,,,,,,,,,,
1775,Ice tea tropic,7610703492311,,,['France'],[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,0,,0,,89,,87,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Bibi fruits,3395502998342,,,['France'],[],[],,,,,,,,,?,,43,,180 kj(43 kcal),,0,,0,,"10,7",,"10,7",,0,,0,,0,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
1777,boufor - carrefour - 10,0204296022634,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],"['Fromage à Pate Pressée cuite au LAIT cru de vacha Ingredients LiIT Ferments Lactiques', 'LAIT', ' présure ', ""col Appellation d Drigina Pratágée Fromagerie Bade 25300 PontarLiar er usou'au PRI""]",['Non végétalien'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,10,['Carrefour'],['Label Rouge'],['Carrefour'],,['40'],,['Lait'],,['645789447'],['Canada'],['Pari'],,,
1778,Œufs bio - ferme du petit Paul,0634438001423,C,"[""Produits d'élevages"", 'Œufs']",['France'],['oeuf bio fermé'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,['ferme du petit Paul'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1779,Dessert moments vegetal,7415788126157,,,['France'],[],[],,,,,,,,,?,,80,,335 kj(80 kcal),,"2,4",,"0,5",,"11,7",,"9,1",,"2,6",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Pâte de campagne au Montlouis,3760051003951,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de campagne']",['France'],[],[],29 g,en quantité élevée,11 g,en quantité élevée,3 g,en faible quantité,2.5 g,en quantité élevée,?,,333,+7%,1393 kj(333 kcal),+7%,29,+7%,11,+9%,"6,5",+170%,3,+226%,12,-15%,"2,5",+51%,1,+51%,24,+26%,E,+26%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,
1781,Sauce a l'arrabiata,7610703345105,,,['France'],[],[],,,,,,,,,?,,634,,2653 kj(634 kcal),,57,,14,,21,,15,,"6,7",,"4,1",,"1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Buche du pilat,2488003021198,,,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,20,,14,,1,,1,,15,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Barbajuan Monégasques,2446510034902,,,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,"27,5",,"3,3",,"20,4",,"1,4",,"8,9",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Sucre aromatisé chocolat - Quai Sud,3662051001497,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Quai Sud'],,,,,,,,,,,,,
1785,Andouille de guemene,2713528002408,E,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",['France'],[],[],19 g,en quantité modérée,10 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,233,-7%,975 kj(233 kcal),-6%,19,-6%,10,-1%,"0,5",+33%,"0,5",+78%,15,-9%,"1,9",-21%,"0,76",-21%,19,-12%,E,-12%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,,,,,,,,,
1786,Biscuits fins - Delaunay Léveillé,0654479276321,,,['France'],[],[],,,,,,,,,?,,516,,2159 kj(516 kcal),,26,,17,,65,,31,,"5,7",,"0,83",,"0,332",,,,,,,,,,,,,,['Delaunay Léveillé'],['Fabriqué en France'],,,,,,,,,,,,
1787,saumons,0209006016736,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Fromage de brebis - Corsica - 1,0201488083442,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,1,['Corsica'],,,,,,,,,,,,,
1789,Moricette,0291105017714,,,['France'],[],[],,,,,,,,,?,,285,,1192 kj(285 kcal),,"5,5",,"0,4",,51,,"4,3",,"8,3",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Caramels au beurre salé,3760125463230,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Chocolat londonien,5060406191325,,,['France'],[],[],,,,,,,,,?,,554,,2318 kj(554 kcal),,35,,"21,5",,"52,6",,"51,8",,"6,9",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Sleepy Time,6009801956961,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,GINGEMBRE CONFIT enrobé de CHOCOLAT BLANC - Bovetti,3501940709000,,,['France'],[],[],,,,,,,,,?,,564,,2360 kj(564 kcal),,36,,22,,54,,53,,"5,9",,"0,21",,"0,084",,,,,,,,,,,,,,['Bovetti'],"['Point Vert', 'Fabriqué en France']",,,,,,,,,,,,
1794,Jambon cuit cuisiné au bouillon à l'os - Carrefour,2227728025124,,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"4,4",,"2,8",,"0,6",,"0,4",,21,,"2,1",,"0,84",,,,,,,,,,,,,,['Carrefour'],,['Carrefour'],,,,,,"['EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,,,,
1795,Marzipan Kartoffeln,9002859072550,,,['France'],[],[],,,,,,,,,?,,429,,1795 kj(429 kcal),,"14,9",,"1,2",,"65,6",,"65,6",,"6,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Alpu-miel,8437009884058,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Coeur choco fondant sensations,4622664402356,,,['France'],[],[],,,,,,,,,?,,510,,2134 kj(510 kcal),,27,,9,,63,,39,,"4,2",,"0,88",,"0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Jus de tomate bio - Moulin des moines,3347430005371,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",['France'],[],[],0.04 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,?,,17,-15%,71 kj(17 kcal),-13%,"0,04",-78%,0,-100%,"2,89",-22%,0,-100%,"0,85",+13%,"0,5",+18%,"0,2",+18%,-5,,B,,,,,,,,,,['Moulin des moines'],['Bio'],,,,,,,,,,,,
1799,Foie gras de canard et figue,3161451033560,,,['France'],[],[],,,,,,,,,?,,529,,2213 kj(529 kcal),,52,,23,,"6,6",,"5,4",,"6,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Jus de tomate bio - Moulin des moines,3347430005371,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Boissons à base de végétaux', 'Aliments et boissons à base de légumes', 'Légumes et dérivés', 'Jus et nectars', 'Tomates et dérivés', 'Boissons aux légumes', 'Jus de légumes', 'Jus de tomates']",['France'],[],[],0.04 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en quantité modérée,?,,17,-15%,71 kj(17 kcal),-13%,"0,04",-78%,0,-100%,"2,89",-22%,0,-100%,"0,85",+13%,"0,5",+18%,"0,2",+18%,-5,,B,,,,,,,,,,['Moulin des moines'],['Bio'],,,,,,,,,,,,
1801,Foie gras de canard et figue,3161451033560,,,['France'],[],[],,,,,,,,,?,,529,,2213 kj(529 kcal),,52,,23,,"6,6",,"5,4",,"6,6",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Jus curcuma gingembre,3770000407891,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,
1803,Vermicelles à la Réglisse - Søstrene Grene - 45g,5711812000571,,"['Aides culinaires', 'Aides à la pâtisserie', 'Décorations alimentaires', 'Vermicelles multicolores']",['France'],"['Sucre', 'graisse végétale', 'glucose', 'extrait de réglisse', ""chlorure d'ammonium"", 'émulsifiant: lécithine de soja', 'colorant : E153', ' arômes', 'shellac']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4.9 g,en quantité modérée,2.5 g,en quantité modérée,91.1 g,en quantité élevée,0.001 g,en faible quantité,1777,-3%,?,,1777 kj(425 kcal),-3%,"4,9",-62%,"2,5",-67%,"93,5",+28%,"91,1",+35%,0,-100%,"0,001",-99%,0,-99%,17,-18%,D,-18%,,,,,,,,45 g,['Søstrene Grene'],,['Søstrene Grene'],,"['Sachet', 'Plastique']","[""E510 - Chlorure d'ammonium"", 'E322i - Lécithine', 'E153 - Charbon végétal médicinal', 'E904 - Gomme-laque']",['Soja'],4,,,,,,
1804,Crepinette à l armagnac,2871946020661,,,['France'],[],[],,,,,,,,,?,,226,,946 kj(226 kcal),,17,,7,,"1,8",,"0,8",,15,,"1,9",,"0,76",,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,
1805,Coffee Capsules expresso dark,2030380199993,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,3594320000408,3594320000408,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Noix de coco,2055918015026,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Noix de coco']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,,,,,,,,,,,,,,,
1808,Krmel,3760193320411,,,['France'],[],[],,,,,,,,,?,,392,,1640 kj(392 kcal),,"7,5",,"5,3",,78,,64,,"2,5",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
1809,quatre-quarts framboise - biscuit charly - 450g,76882494,D,"['Biscuits et gâteaux', 'Gâteaux', 'Quatre-quarts']",['France'],"['farine de blé ', 'gluten', ' ', 'lait', 'confiture de framboise 14% ', 'sirop de glucose fructose', 'pure de framboise 35%', 'sucre', 'acidifiant: acide citrique', 'gélifiant: péctines', ""correcteur d'acidité: citrate trisodique,arômeę naturel de framboise"", ' jaune doeufs', 'stabilisant: sirop de sorbitol', "" arôme naturel d'oranges"", 'poudre à lever ', 'diphosphate disodique', 'carboniate acide de sodium', 'glucose', 'sel', ' ', 'sucre', 'beurre concentré ', 'blanc doeufs dphosphate disodiqu carbonate acide de sodium']",['Non végétalien'],23.4 g,en quantité élevée,14.8 g,en quantité élevée,31.8 g,en quantité élevée,0.805 g,en quantité modérée,1843,+3%,?,,1843 kj(440 kcal),+4%,"23,4",+3%,"14,8",+21%,"51,7",+6%,"31,8",+13%,"5,5",-5%,"0,805",-21%,"0,322",-21%,24,+6%,E,+6%,83.1%,9.9%,3.4%,1.8%,1.8%,0.0%,50,450 g,['biscuit charly'],,,,,"['E330 - Acide citrique', 'E440 - Pectines', 'E331iii - Citrate trisodique', 'E420ii - Sirop de sorbitol', 'E450i - Pyrophosphate de sodium acide']","['Gluten', 'Lait']",4,,,,,,
1810,Echalote grappe,3664636000123,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Miel de chataignier -  - 125g,3760248584157,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,125g,,,,,,,,,,,,,,
1812,Bonbon Propolis Bio - 50G - Herba Viva,3460340200077,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1813,Sot l y laisse pâtes - 320g,3302748487028,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,320 g,,,,,,,,,"['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",,,,,
1814,Talon jambon sec fumé,0253607078983,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,,
1815,mélange fruits sec craquant,0200847112304,,,['France'],['amandes noix de cajou cranberrieraison sec'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,['Vrac'],,,,,,,,,
1816,Café,8410121084964,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Taralli Pugliesi,8005781200474,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,459,,1920 kj(459 kcal),,17,,"2,9",,66,,"1,5",,"9,4",,0,,0,,,,,,,,,,,,,,,,['Delhaize'],,,,,,,,,,,
1818,Gros sel au piment d'espelette,3424090305130,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
1819,Poulet  La nouvelle Agriculture,0253060015488,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,"1,3",,"0,4",,0,,0,,23,,"0,1",,"0,04",,,,,,,,,,,,,,,['Bleu Blanc Cœur'],,,,,,,,,,,,
1820,Emco Crunchy Muesli With Blueberries and Raspberries 750 G,8595229910688,,,['France'],[],[],,,,,,,,,?,,435,,1820 kj(435 kcal),,14,,"2,4",,"64,3",,"19,7",,"9,1",,"0,1",,"0,04",,,,,,,,,,,,,,['Emco'],,,,,,,,,,,,,
1821,Haddock,0240609072354,E,"['Produits de la mer', 'Poissons', 'Églefin', 'Poissons fumés', 'Haddocks fumés']",['France'],[],[],0.6 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,4.62 g,en quantité élevée,?,,81,-6%,339 kj(81 kcal),-4%,"0,6",+12%,"0,1",-22%,0,-100%,0,-100%,19,-5%,"4,62",+25%,"1,848",+25%,11,+20%,D,+20%,93.1%,0.0%,1.1%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,,,,
1822,Pizza Arrabbiata diam. 29 cm - Auchan,2090000139006,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Auchan'],,['Auchan'],,,,,,,,,,,
1823,chocolat noir - U - 100g,3256220512930,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,100g,['U'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,['Tablette'],,,,,,,,,
1824,Aroma'tiz - Éolésens - 30g,17694223,A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées']",['France'],"['bio granules de fibres solubles* ', 'huile essentielle de sapin baumier* 2 %', 'huile essentielle de menthe poivrée 0', '7 ', ""huile essentielle d'eucalyptus radié* 0"", '7 %', 'thym* ', 'feuille', 'romarin* ', 'feuille', 'menthe poivrée* ', 'feuille', 'éleuthérocoque* ', 'racine', 'origan* ', 'feuille', "" * Ingrédients issus de l'agriculture biologique""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,30g,['Éolésens'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['carrefour city'],,['20 sachets de 1.5g'],,,1,['FR-BIO-10'],,['France'],http://www.la-source.info,,
1825,Crema Tartufata,80300984,,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,"31,8",,"2,9",,"2,2",,"1,5",,"3,3",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Gaufres au miel,8636336346356,B,"['Biscuits et gâteaux', 'Pâtisseries', 'Gaufres', 'Gaufres fourrées au miel']",['France'],[],[],21 g,en quantité élevée,9.3 g,en quantité élevée,43 g,en quantité élevée,0.75 g,en quantité modérée,?,,469,+4%,1962 kj(469 kcal),+3%,21,+16%,"9,3",+3%,65,-4%,43,+10%,"4,5",+14%,"0,75",-2%,"0,3",-2%,26,+8%,E,+8%,77.1%,12.7%,5.0%,2.6%,2.6%,0.0%,66,,,"['Bio', 'Bio européen']",,,,,,,,,,,,
1827,Saucisson de l'Ardèche IGP - Reflets de France - 300g,07332738,,,['France'],"['Viande de porc', 'sel', 'lactose', ' vin rouge', 'dextrose', 'épice et plante aromatique ', 'poivre', 'ail', 'conservateur nitrate de potassium', 'ferments lactiques', 'enveloppe: boyau naturel de porc', ' 162 g deviande de porc mis en ocuvre pour 100g de produit fini', ' Porc origine France', ' Peut contenir des traces de fruits à coque', ' Conservation:']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,300g,['Reflets de France'],['IGP'],['Carrefour'],,,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,"['FR 07.110.002 CE', 'Joyeuse (Ardèche, France)']",,,,,
1828,Domaine Melini Chianti reserve,8000160621581,,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,0,,0,,0,,0,,50,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Basilic,3410280006598,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
