,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,quantity,packaging,categories,labels,manufacturing,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,markets,ingredients_origins,generic_name,link,origin_detail,brand_owner,producer_info
805,Carottes,3780201379705,['France'],[],[],?,32,134 kj(32 kcal),"1,2","0,8","4,9","1,7","0,5","0,57","0,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,Sauzero! Ketchup & Curry flavour,7427116188478,['France'],[],[],?,19.2,80 kj(19 kcal),0,0,"4,3","1,7",0,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,Légumes verts,3780201379712,['France'],[],[],?,33,138 kj(33 kcal),"1,2","0,5",4,"0,7","0,8","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,Riz rouge,8901939121953,['France'],[],[],?,349,1460 kj(349 kcal),"1,17",0,79,0,6,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,Mermelada de pétalos violetas,8437005794535,['France'],[],[],?,205,858 kj(205 kcal),"0,1",0,"50,7",44,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,Poulet basquaise 2817.5,3780201379729,['France'],[],[],?,117.5,492 kj(117 kcal),"3,7","0,7","14,2","1,8","6,3","0,589","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,Courgette rôtie chèvre bio et poivre long de java,3770014723062,['France'],[],[],?,152,636 kj(152 kcal),14,"2,6","2,6","2,1","3,1","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,0733905393235,0733905393235,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,Fanta grape,0049000062816,['France'],[],[],?,190,795 kj(190 kcal),0,0,49,48,0,"0,1","0,04",,,['Bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,Penne complètes bio,8032891768891,['France'],[],[],?,361,1510 kj(361 kcal),"2,3","0,5","68,5","3,8","12,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Fraise yusu,3770008804654,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,Cocktail purée passion,5060065300519,['France'],[],[],?,110,460 kj(110 kcal),0,0,22,22,"2,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
