,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,brand_owner,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,markets,additives,generic_name,allergens,ingredients_origins,traceability_code,palm_ingredients,producer_info
876,Glace au yaourt - Glace de la Ferme,8717524100452,,,['Glace de la Ferme'],['France'],[],[],?,147,"0,7","32,3","2,9","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Yaourts glacés']",,0.7 g,en faible quantité,0.4 g,en faible quantité,28.5 g,en quantité élevée,0.1 g,en faible quantité,,-14%,615 kj(147 kcal),-12%,-88%,"0,4",-90%,+31%,"28,5",+39%,-15%,"0,1",-21%,"0,04",-21%,6,-23%,C,-23%,B,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,
877,Sirop d'érable,0056183100778,,,,['France'],[],[],?,?,?,?,?,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Fraise - Francis Miot - 45g,3396741000094,45 g,,['Francis Miot'],['France'],"['Fraise 60%', 'sucre de canne 39%', 'jus de citron concentré', 'vin rouge de Madiran', 'gélifiant : pectine ', 'issue de fruits']",[],?,175,"0,4",42,"0,5","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,0.4 g,en faible quantité,0.1 g,en faible quantité,42 g,en quantité élevée,0.01 g,en faible quantité,,-19%,732 kj(175 kcal),-20%,+66%,"0,1",+122%,-21%,42,-17%,+13%,"0,01",-56%,"0,004",-56%,10,+15%,C,+15%,D,,4,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['E440 - Pectines'],,,,,,
879,Réglisse -  - 350g,5690657000369,350g,,,"['France', 'Luxembourg']",[],[],?,303,"0,5","70,4","3,9","['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons au réglisse']",,0.5 g,en faible quantité,0.1 g,en faible quantité,42.5 g,en quantité élevée,1 g,en quantité modérée,,-5%,1268 kj(303 kcal),-5%,-38%,"0,1",-75%,-3%,"42,5",+4%,+35%,1,+151%,"0,4",+151%,16,+24%,D,+24%,E,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,
880,Manzana - Fresquitos,8436562900106,,,['Fresquitos'],"['France', 'Espagne']",[],[],?,46,0,11,"0,1","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pomme']",,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,,+18%,192 kj(46 kcal),+18%,-100%,0,-100%,+17%,10,+13%,-67%,0,-100%,0,-100%,14,+55%,E,+55%,D,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,
881,Myrtille sauvage - Francis Miot,3396741000148,,,['Francis Miot'],['France'],"['Myrtille sauvage 60%', 'sucre de canne 39%', 'jus de citron concentré', 'gélifiant : pectine ', 'issues de fruits']",[],?,194,"0,5",46,"0,4","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",,0.5 g,en faible quantité,0.1 g,en faible quantité,44 g,en quantité élevée,0.01 g,en faible quantité,,-11%,812 kj(194 kcal),-12%,+92%,"0,1",+126%,-14%,44,-13%,+3%,"0,01",-40%,"0,004",-40%,10,+8%,C,+8%,D,,4,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,['E440 - Pectines'],,,,,,
882,Medaglioni speck et brie,3760269070295,,,,['France'],[],[],?,274,"6,9",38,13,,,,,,,,,,,,,1146 kj(274 kcal),,,"3,6",,,"7,2",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
883,Terrasses de Cabrio,3379430000100,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Pain aux cereales,0205061009058,,,,['France'],[],[],?,301,"3,4",56,10,,,,,,,,,,,,,1259 kj(301 kcal),,,"0,4",,,"1,3",,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
885,Thé,0054881011044,,,,['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,
886,Rillettes Crabe - L'Atelier du Poissonnier,3760007092060,,,"[""L'Atelier du Poissonnier""]",['France'],"['Filets de poissons blancs ', 'tacaud', 'églefin ou colin', 'crème', 'chair de crabe 19%', 'fumet de crustacés', 'jus de citron', 'fleur de sel', 'gélifiant ', 'agar-agar', "" Traces possibles d'arêtes""]","['Non végétalien', 'Non végétarien']",?,166,"12,9","1,8","10,6","['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de crustacés', 'Rillettes de crabe']",,12.9 g,en quantité modérée,7.5 g,en quantité élevée,1.3 g,en faible quantité,1 g,en quantité modérée,,-10%,695 kj(166 kcal),-8%,-4%,"7,5",+82%,-39%,"1,3",+21%,-5%,1,-15%,"0,4",-15%,13,+73%,D,+73%,,,4,,,,,,,,,,,['E406 - Agar-agar'],,"['Poisson', 'Lait']",,,,
887,Granella di pistacchio,8056737780489,,,,['France'],[],[],?,630,56,"8,1",18,,,,,,,,,,,,,2636 kj(630 kcal),,,"5,6",,,"4,5",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
888,vin jaune - Marcel Cabelier - 62cl,3570590109362,62 cl,,['Marcel Cabelier'],['France'],[],[],?,?,?,?,?,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'en:Côtes du Jura']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,['France'],,,
889,4260335941614,4260335941614,,,,['France'],[],[],?,?,?,?,?,,"[""Fabriqué dans l'UE""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,15357663,15357663,,,,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Hähnchen filet-roulade - Wiesenhof,4019467437409,,,['Wiesenhof'],['France'],[],[],?,106,2,1,21,,,,,,,,,,,,,444 kj(106 kcal),,,"0,6",,,1,,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,
892,3384480025393,3384480025393,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Choucroute d'alsace,3760049230048,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,3577490001475,3577490001475,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Thé,3700111084353,,,,['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,
896,Skittles,4009900521499,,,['Skittles'],['France'],[],[],?,404,"4,2","90,7",0,,,,,,,,,,,,,1690 kj(404 kcal),,,"1,5",,,"89,9",,,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,
897,Sirop d hiver - Ballot-Flurin,30616035,,,['Ballot-Flurin'],['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,3148591300127,3148591300127,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Aldol decanoas - Janssen - 1,3400932699322,1,,['Janssen'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Aldol decanoas - Janssen - 1,3400932699322,1,,['Janssen'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Bonbons de chocolat au rhum,3575300000007,,,,['France'],[],[],?,582,"42,7","36,6","5,6",,,,,,,,,,,,,2435 kj(582 kcal),,,"17,3",,,"35,1",,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
902,Sir Millionnaire - Regent's Park,3513851560328,,,"[""Regent's Park""]",['France'],[],[],?,485,26,56,"5,3",,,,,,,,,,,,,2029 kj(485 kcal),,,16,,,36,,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,,,,,,,,
903,Abricot de Provence - Les Paysans Bio,3760074475346,,,['Les Paysans Bio'],['France'],"[""Jus et purée d'abricots "", '50%', 'eau', 'sucre']",['Sans huile de palme'],245,?,"< 0,1","12,9","< 0,4","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",['Bio'],0.1 g,en faible quantité,0 g,en faible quantité,12.9 g,en quantité élevée,0 g,en faible quantité,+14%,,245 kj(59 kcal),+10%,-48%,0,-100%,+4%,"12,9",+9%,+7%,0,-100%,0,-100%,16,+5%,E,+5%,D,,3,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,Nectar d'abricot,,,"['EMB 13089C', 'Saint-Andiol (Bouches-du-Rhône, France)']",,
904,0342530000595,0342530000595,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Glace,5425027280207,,,,['France'],[],[],?,188,"10,36",20,"3,5","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",['Bio'],10.4 g,en quantité modérée,6.84 g,en quantité élevée,19 g,en quantité élevée,0.09 g,en faible quantité,,-19%,787 kj(188 kcal),-19%,-11%,"6,84",-10%,-28%,19,-19%,+11%,"0,09",-40%,"0,036",-40%,12,-10%,D,-10%,B,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,,,,,,,
906,Croq'en Auvergne - Apiflor,3380840721349,,,['Apiflor'],['France'],[],[],?,471,"16,3","73,6","7,5",,,,,,,,,,,,,1971 kj(471 kcal),,,"11,4",,,"32,4",,,"0,008",,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,
907,Kassler,0292321045123,,,,['France'],[],[],?,132,"3,2","0,6",23,,,,,,,,,,,,,552 kj(132 kcal),,,"1,2",,,"0,6",,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,
908,Maple Herbal Tea - Turkey Hill,0065928232025,,,['Turkey Hill'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,Cake aux pommes confites - Jours Heureux - 240,3700956430827,240,,['Jours Heureux'],['France'],[],[],?,358,"19,9","52,9","4,5",,,,,,,,,,,,,1498 kj(358 kcal),,,"8,4",,,33,,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,
910,Mes fraises,3608580790129,,,,['France'],[],[],?,338,"0,5",81,"3,2",,['Bio'],,,,,,,,,,,1414 kj(338 kcal),,,"0,1",,,69,,,"0,209",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,
911,Tic Tac Mixer Cherry Cola,0009800001088,,,['Tic Tac'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,09493717,09493717,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Sauce grand mère,3365072803865,,,,['France'],[],[],?,100,"1,7","17,7","2,5",,,,,,,,,,,,,418 kj(100 kcal),,,"1,7",,,5,,,"8,75",,"3,5",,,,,,,,,,,,,,,,,,,,,,,,,
914,Hopi -,3575676583067,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Filet de merlu a la persillade piquante - Casa Ramon,8411317400650,,['Canned'],['Casa Ramon'],['France'],"['merlu', ""huile d'olive"", 'ail', 'persil', 'poivre de Cayenne', 'épices et sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,208,"14,8","0,62","17,9","['Conserves', 'Produits de la mer', 'Poissons', 'Plats préparés', 'Poissons en conserve', 'Plats préparés au poisson', 'Filet de merlu']",,14.8 g,en quantité modérée,2.7 g,en quantité modérée,0.62 g,en faible quantité,1 g,en quantité modérée,,+79%,870 kj(208 kcal),+75%,+287%,"2,7",+355%,-84%,"0,62",+41%,+18%,1,+92%,"0,4",+92%,3,,C,,,,3,,,,,,,,['Espagne'],,,,,['Poisson'],,['ES 12.00487/H CE'],,
916,4 dark chocolate flavour coated nut & sea salt,25081251,,,,['France'],[],[],?,535,41,15,17,,['en:gluten-free'],,,,,,,,,,,2238 kj(535 kcal),,,"8,1",,,12,,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,
917,Bruschette - Delhaize - 150h,5400113043058,150 h,,['Delhaize'],"['Belgique', 'France']","['Farine de blé 87% ', ""huile d'olive 5,9%"", ""huile d'olive extra vierge 3,5%"", 'sel de mer', 'levure', 'farine de blé malté', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,425,11,68,11,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",,11 g,en quantité modérée,1.6 g,en quantité modérée,1 g,en faible quantité,1.9 g,en quantité élevée,,+8%,1778 kj(425 kcal),+8%,+65%,"1,6",-13%,-0%,1,-83%,-7%,"1,9",+64%,"0,76",+64%,13,+108%,D,+108%,B,,4,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,['Delhaize'],,,['Gluten'],,,,
918,White TEA,17772714,,,,['France'],[],[],?,15,0,"3,8",0,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,63 kj(15 kcal),,,0,,,"3,5",,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
919,Chocolate chip orange cookies - Biona,5032722300422,,,['Biona'],['France'],[],[],?,491,"31,4","42,9",7,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'NL-BIO-01']",,,,,,,,,,,2054 kj(491 kcal),,,"14,6",,,"18,7",,,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,
920,Olives vertes farcies au jalapeño,8437006913553,,,,['France'],[],[],?,149,16,"0,1","1,1",,,,,,,,,,,,,623 kj(149 kcal),,,3,,,"0,1",,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,
921,Agrumes Sans colorant sans alcool sans conservateur,3760022490032,,,,['France'],[],[],?,?,?,?,?,,['Sans alcool'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Andouillette plancha,2297407029125,,,,['France'],[],[],?,220,16,3,18,,,,,,,,,,,,,920 kj(220 kcal),,,16,,,3,,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,"['FR 64.024.003 CE', 'Anglet (Pyrénées-Atlantiques, France)']",,
923,"Escalope de dinde - 0,262kg",0211110019749,"0,262 kg",,,['France'],[],[],?,?,?,?,?,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
924,Petit salé auvergnats--St Nectaire,3438945041142,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,Fromage frais little yeos,5036589205470,,,,['France'],[],[],?,81,"2,2","8,8","6,5",,['en:gluten-free'],,,,,,,,,,,339 kj(81 kcal),,,"1,3",,,"8,6",,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,
926,Pistou - Barnier Olives - 100g,3490861307399,100 g,,['Barnier Olives'],['France'],[],[],?,372,"38,1","3,5","2,5","['Epicerie', 'Sauces', 'Pistou']",,38.1 g,en quantité élevée,5.4 g,en quantité élevée,2.2 g,en faible quantité,0.2 g,en faible quantité,,+14%,1556 kj(372 kcal),+14%,+17%,"5,4",+31%,-33%,"2,2",-7%,-3%,"0,2",-91%,"0,08",-91%,8,-40%,C,-40%,,,,,,,,,,,,,,,,,,,,
927,Cocktail exotique - les saveurs du clavon - 100cl,3760133674079,100 cl,['Bouteille'],['les saveurs du clavon'],['France'],"['Melange de us >60% ', 'pur jus dorange Navanas', 'purée de mangue et de banane', 'fruits de la passion et usde']",[],?,56,"0,5",13,"0,5",['Boissons jus de fruits'],,0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité modérée,0.01 g,en faible quantité,,,234 kj(56 kcal),,,"0,1",,,12,,,"0,01",,"0,004",,2,,B,,,,,,,,,,,,,,,,,,,,,
928,HE de Romarin à verbénone - Docteur Valnet - 5ml,17009,5ml,,['Docteur Valnet'],['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,3760141320531,3760141320531,,,,['France'],"['Ingrédients Eau', 'chou 27 % ', 'poireaux', 'carottes', 'lard demi-sel 3', '5 %', 'amidon transformé', 'sel', 'épices', 'aromates', ""huile essentielle d'ail""]",[],?,?,?,?,?,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,http://myfb.fr/6Ij,,['E14XX - Amidons modifiés'],,,,"['FR 29.027.022 CE', 'Châteauneuf-du-Faou (Finistère, France)']",,
930,Grapex Bio 60% Flacon Verre - 50 ML - Grapex,7640158460016,,,,['France'],[],[],?,261,"0,2","64,7","0,2",,"['Bio', 'Bio européen', 'CH-BIO-006']",,,,,,,,,,,1092 kj(261 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
931,Confiture de cassis de Saintonge,3760097987024,,,,['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,
932,lefkoritiko - 450g,5200117020174,450 g,,,['France'],"['tyme This product is pure and natural', 'manually laboured and unprocessed', ' May be Subected to crystallization', ' If this occurs', 'place the container in warm water at τ P', ' Το Προίον είναι αγνό και ανεπεξέργαστο', ' Ενδεκετα να Ψταλοποίηση', ' Αν αυτό συμβεί', 'τοποθετείστε το δοχείο σε χιαρο νερο', ' Nutrition Facts / AiaTpopIKá Eroixala Per 1 tablespoon ', '20g', '/ 1 KOUTaAIá ', '209', ' Amount / nooÓTNTa % Daily Value/Huepnoia auaaon WADIUE EYATTEAOE NTEPMANAKHE Calories / Oepuioes 60 NPINEPOL AIDOKOPONOY XANIA', 'KPHIA Carbohydrates /YoaTávepaKEs 17g Fat / Λιπαρά 0g NCER: DERMANAKIS EVANGELOS EBROSNEROS', 'CHANIA', 'CREIE Protein /MpwTEiVES Og Sugars / Σάκχαρα 16g VB 9dawo Sodarl 30 ID3dunniy QUOlko 100% A n i p']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,['crête'],,,,,,['el:Grèce'],,,
933,Petits filous - Yoplait,3329770061675,,,['Yoplait'],['France'],[],[],?,94,"2,8","9,7","7,4",,,,,,,,,,,,,393 kj(94 kcal),,,"1,8",,,"8,8",,,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,
934,3760141320340,3760141320340,,,,['France'],"['Eau', 'chou-fleur 27', '7%', 'crème', 'andouille Guéméné ', 'sulfites', ' 6', '6%', 'oignons', 'beurre', 'amidon transformé', 'sel', 'ail', 'épices', 'aromates', 'Sans colorant ni conservateur', ' Cont']",['Non végétalien'],?,?,?,?,?,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,http://myfb.fr/6Ij,,['E14XX - Amidons modifiés'],,"['Lait', 'Anhydride sulfureux et sulfites']",,"['FR 29.027.022 CE', 'Châteauneuf-du-Faou (Finistère, France)']",,
935,1100,1100,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,swiss premiun chcolate - Lindt,7610400086226,,,"['Lindt', 'Lindt & Sprüngli']",['France'],[],[],?,548,33,55,"6,8",,,,,,,,,,,,,2293 kj(548 kcal),,,19,,,52,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,
937,Bière blonde,3760032530056,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,Sultan Power Drink,9120059360199,,,,['France'],[],[],?,30,0,"7,4",0,,,,,,,,,,,,,126 kj(30 kcal),,,0,,,7,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
939,Phares de bretagne - DV SAS,3555081144954,,,['DV SAS'],['France'],[],[],?,500,23,66,"5,9",,,,,,,,,,,,,2092 kj(500 kcal),,,16,,,25,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
940,DV SAS,3555081194119,,,['DV SAS'],['France'],[],[],?,?,?,?,?,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,3613640073203,3613640073203,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,3613640128774,3613640128774,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Betterave en morceaux - Fraîchement bon,2248906014631,,,['Fraîchement bon'],['France'],[],[],?,?,?,?,?,"['Plats préparés', 'Salades', 'Salades composées', 'Salades de betteraves']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Porper Corn Sweet Coconut & Vanilla,5060283760133,,,,['France'],[],[],?,486,"22,1","61,6",6,,,,,,,,,,,,,2033 kj(486 kcal),,,"1,9",,,"15,1",,,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,
945,L -,2614991014960,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Madelaines - La Fameuse Madeleine - 135g,3770005030308,135 g,,['La Fameuse Madeleine'],['France'],"['Beurre ', 'LAIT', ""farine de BLÉ d'Eure ef loir"", 'OEUF', 'sucre', 'LAIT', 'miel', 'poudre à lever ', 'diphosphate tétrasodique', 'carborate de sodium', 'orthophasphate de calcium', 'amidon de froment ', 'BLE', 'poudre de vanille Bourbon 0', '1% ', 'extrail de vanille Bourbon O', '1 %', 'gluten de BLE', ' Fabriqué dans un alelier utilisant: derivés de soja', 'fruits à coque']",['Non végétalien'],?,469,"30,6","42,3","6,3","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['Fabriqué en France', 'Sans additifs', 'Sans colorants', 'Sans conservateurs', 'Décongelé']",30.6 g,en quantité élevée,18.5 g,en quantité élevée,20.5 g,en quantité élevée,0.087 g,en faible quantité,,+6%,1962 kj(469 kcal),+7%,+34%,"18,5",+167%,-20%,"20,5",-25%,+11%,"0,087",-89%,"0,035",-89%,19,+3%,E,+3%,B,,4,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,['E450iii - Diphosphate tétrasodique'],,"['Œufs', 'Gluten', 'Lait']",,,,
947,Quenelles,0205856014922,,,,['France'],[],[],?,204,"17,7",19,"8,4",,,,,,,,,,,,,854 kj(204 kcal),,,10,,,"0,6",,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
948,Wasabi peanuts,8423371004569,,,,['France'],[],[],?,455,15,65,10,,,,,,,,,,,,,1904 kj(455 kcal),,,"3,5",,,21,,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,
949,Organic Basalmic vinegar of modena - Tesco,5051277861318,,,['Tesco'],['France'],[],[],?,131,0,"26,9","1,1",,,,,,,,,,,,,548 kj(131 kcal),,,0,,,"26,9",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
950,Crème aux amandes - Lombardo - 75cl,8009495208757,75 cl,,['Lombardo'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
