,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,traceability_code,packaging,additives,palm_ingredients,allergens,nova_score,manufacturing,markets,ingredients_origins,link,generic_name,brand_owner
600,Le coeur de museau Ardéchois,2402150024734,['France'],[],[],?,199,833 kj(199 kcal),"12,66","4,46","0,7","0,7",20,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,organic rosie rabbit,5060235830518,['France'],[],[],?,577,2414 kj(577 kcal),37,23,55,39,3,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Cookies,0210557019619,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,
603,Ail des ours feuilles - Sainte Lucie - 9g,3162050010303,['France'],['Ail des ours feuilles'],[],?,?,,?,,?,,?,,,['Sainte Lucie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 g,"['EMB 60282A', 'Gouvieux (Oise, France)']",['Flacon verre'],,,,,,,,,,
604,Pain moulé,3289668411305,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Huile d'olive vierge,6135341000007,['France'],[],[],?,885,3703 kj(885 kcal),"99,9","99,9",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Framboise er pink grapefruit - Teisseire,3092718614294,['France'],[],[],?,344,1439 kj(344 kcal),0,0,86,86,0,0,0,['Teisseire'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Cepes frits à l'huile,3332870022750,['France'],[],[],?,123,515 kj(123 kcal),12,"1,3","3,2","0,5","3,6","0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Jambon cuit au four,2800000049508,['France'],[],[],?,142,594 kj(142 kcal),7,"2,9","1,1","1,1","18,7","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Noisettes en coques,2600141014560,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Gnocchi,20623043,['France'],[],[],?,144,602 kj(144 kcal),"0,2",0,31,"0,3","3,8","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Boudin à l'oignon,2343717010381,['France'],[],[],?,178,745 kj(178 kcal),"13,6",5,"3,1","2,1","12,5","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Poulet roti,0200330051820,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,Violettes,8713600125326,['France'],[],[],?,400,1674 kj(400 kcal),0,0,99,69,0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Tournedos de filet,0217988024601,['France'],[],[],?,100,418 kj(100 kcal),"0,5","0,01","0,01","0,01",25,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Tendres Perles - Tipiak,3300909006934,['France'],[],[],?,370,1548 kj(370 kcal),"1,6","0,3",75,"3,5",12,0,0,['Tipiak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Cocktail finesse,3760048993708,['France'],[],[],?,321,1343 kj(321 kcal),1,"0,2","70,1","61,5","3,8","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Saucisse de Francfort,3291510003583,['France'],[],[],?,306,1280 kj(306 kcal),27,11,"1,4","1,4",14,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Aloe vera,3700914602556,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Triman']",,,,,,,,,,,,,
619,Vache à boire,0205780012865,['France'],[],[],?,87,364 kj(87 kcal),3,2,12,12,11,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Cookies de MontBozon,3760086672528,['France'],[],[],?,466,1950 kj(466 kcal),19,"10,3","64,6","35,5","7,6","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,Calcium marin,3760099170172,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,"16,14",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,Baguette speciale aux graines,0261405006893,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Spaghetti al Basilico - 250g,8003007819127,['France'],[],[],?,361,1510 kj(361 kcal),"1,1","0,4","74,9",0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
624,Sprits - 150g,5425002280314,['France'],[],[],?,550,2301 kj(550 kcal),"28,7","12,8","66,7","30,9","5,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 g,,,,,,,,,,,,
625,Baguette,0260105002563,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Coeur de saumon,0206012067899,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Filets de poulet fermier bio - Bio Village,2860294044153,['France'],[],[],?,?,,?,,?,,?,,,['Bio Village'],C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Bio', 'Bio européen', 'Viande Française', 'AB Agriculture Biologique', 'FR-BIO-09', 'Point Vert', 'Volaille-francaise']",,,,,,,,,['Leclerc'],,,,
628,RondoCoc,8333336465963,['France'],[],[],?,428,1791 kj(428 kcal),"24,5","4,41","45,2","22,6","4,7","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Mixfruta,3760278610857,['France'],[],[],?,393,1644 kj(393 kcal),"6,9","6,5","80,9","56,3","1,8","0,051","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Boisson isotonic au ginseng - Activlab - 31.5g,5907368844091,['France'],"['glucose', 'adidity regulators: dtric acid and trisodium ditrate', 'caldum phosphate', 'potasslum chloride', 'magnesium carbonate', 'sweetener acesulfame K', 'ginseng root extract ', 'Panax ginseng', 'davour', 'vitamins ', 'thiamine mononitrate', 'riboflavin', 'nicotinamide', 'calcium D-pantothenate', 'pyridoxine Aydrochloride', 'D-blotin', 'folic acid', 'cyanocobalamin', 'colourants: cochineal red and sunset yellow-may have DBS Pr adverse effect on activity and attention in children', ' May contain derivatives of: cereals containing gluten', 'soybeans', 'milk']",[],?,334,1397 kj(334 kcal),0,0,"83,5","83,5",0,"2,8","1,12",['Activlab'],,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,83.5 g,en quantité élevée,2.8 g,en quantité élevée,,+496%,+480%,-100%,-100%,+639%,+785%,-100%,+6647%,+6647%,30,+292%,E,+292%,,,,,,,,,31.5 g,,['Sous-vide'],,,"['Lait', 'Soja']",4,,,,,Boisson isotonic au ginseng,
631,Rillettes pur canard d'Armorique - Le Bois Jumel,3176630600051,['France'],[],[],?,?,,?,,?,,?,,,['Le Bois Jumel'],D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",,,,,,,,,,,,,,,,,,,,,,,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
632,Pain aux raisins x2,0278732007226,['France'],[],[],?,357,1494 kj(357 kcal),13,"8,3",52,21,"6,9","0,7","0,28",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains aux raisins']",13 g,en quantité modérée,8.3 g,en quantité élevée,21 g,en quantité élevée,0.7 g,en quantité modérée,,+20%,+20%,+18%,+38%,+18%,+23%,+20%,+10%,+10%,19,+38%,E,+38%,74.6%,17.9%,4.8%,2.4%,0.4%,0.0%,64,,,,,,,,,,,,,,
633,Innocent bubbles sparkling lemon & lime,5038862333306,['France'],[],[],116,27,116 kj(27 kcal),0,0,"6,8","5,4",0,0,0,['Innocent'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Brownie Protéiné Caramel - RSP - 53g,0858491007196,['France'],"['Protein Blend ', 'Whey Protein Isolate', 'Whey Protein Concentrate', 'White Chocolate Wafers ', 'Sugar', 'Whey Protein Isolate', 'Whey Protein Concentrate', 'Vegetable Oils [Palm', 'Palm Kernel]', 'Maltitol', 'Soy Lecithin', 'Vanilla', 'Sucralose', 'Vegetable Glycerin', 'Chicory Root Fiber', 'Soy Protein Isolate', 'Sugar', 'Confetti Flakes ', 'Sugar', 'Brown Rice Flour', 'Corn Syrup', 'Sunflower Oil', 'Citric Acid', 'Natural Lemon', 'Cherry Lime', 'Orange Flavors', 'Coloring Agents ', 'Beet Juice', 'Watermelon and Huito Fruit', 'Paprika Extract', 'Turmeric Concentrate', 'Margarine ', 'Palm Oil', 'Water', 'Soybean Oil', 'Whey', 'Mono and Diglycerides', 'Soy Lecithin', 'Natural Butter Flavor', 'Beta-Carotene', 'Vitamin A Palmitate', 'Palm Oil', 'Water', 'Brown Rice Flour', 'Corn Syrup', 'Natural Flavors', 'Baking Soda', 'Salt', 'Potassium Sorbate', 'Almond', 'Peanut', 'and Sucralose']","['Huile de palme', 'Non végétalien']",?,396,1660 kj(396 kcal),17,"9,43","37,7","13,2","30,2","0,958","0,383",['RSP'],,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",17 g,en quantité modérée,9.43 g,en quantité élevée,13.2 g,en quantité élevée,0.958 g,en quantité modérée,,+7%,+7%,+31%,+60%,+15%,-1%,+3%,+96%,+96%,14,+36%,D,+36%,,,,,,,,"['en:gluten-free', 'Riche en fibres', 'Riche en protéines', 'Arômes naturels', ""À l'huile de tournesol""]",53 g,,['Plastique'],"['E965 - Maltitol', 'E322i - Lécithine', 'E955 - Sucralose', 'E422 - Glycérol', 'E330 - Acide citrique', 'E160c - Extrait de paprika', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E160ai - Bêta-carotène', 'E500ii - Carbonate acide de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,"['Lait', 'Fruits à coque', 'Arachides', 'Soja']",4,,,,,Brownie Protéiné Caramel,
