,name,bar_code,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,additives,allergens,nova_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,quantity,packaging,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,palm_ingredients,ingredients_origins,traceability_code,link
1326,Saumon Fumé Atlantique d'Écosse - Mmm ! - 140g e,3596710415960,"['Mmm !', 'Auchan']",['Auchan'],['France'],"['Saumon Atlantique ', 'Salmo salar', ' ', 'poisson', ' élevé en Écosse ', 'Royaume-Uni', ' 97 %', 'sel 3 %']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,183,766 kj(183 kcal),"9,6","2,7","1,5","0,3","22,7",3,"1,2",,['Poisson'],3,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",9.6 g,en quantité modérée,2.7 g,en quantité modérée,0.3 g,en faible quantité,3 g,en quantité élevée,,-4%,-4%,-14%,+26%,+204%,-16%,+3%,+4%,+4%,14,+4%,D,+4%,,140 g e,"['Frais', 'Plastique', 'Carton', 'S']","['Point Vert', 'Produit en braille', 'Élevé en Ecosse', 'Triman']",D,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,"['Royaume-Uni', 'Écosse']",,
1327,Poelee franc comtoise - Auchan - 900g,3596710416011,['Auchan'],['Auchan'],['France'],[],[],?,171,715 kj(171 kcal),"8,6","2,7",17,"1,2","5,1","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,900 g,,"['Sans colorants', 'Nutriscore', 'Nutriscore B']",,,,,,,,,,,,"['EMB 56140E', 'Moréac (Morbihan, France)']",
1328,Oeuf plein air - Auchan,3596710416455,['Auchan'],['Auchan'],['France'],[],[],602,?,602 kj(144 kcal),"10,3","2,7","0,7","0,7","12,3","0,34","0,136",,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",10.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,0.34 g,en quantité modérée,+3%,,+4%,+4%,+10%,+13%,+39%,-2%,+25%,+25%,-1,,A,,,,,,D,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,"['FR 80.253.003 CE', 'Doullens (Somme, France)']",
1329,Oeufs - Auchan - 6,3596710416486,['Auchan'],['Auchan'],['France'],"['Oeufs de catégorie A de poules élevées en plein air', 'biologiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,145,607 kj(145 kcal),"10,3","2,7","0,7","0,7","12,3","0,3","0,12",,['Œufs'],1,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'Oeufs labellisés biologiques']",10.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,0.3 g,en quantité modérée,,+11%,+10%,+16%,+16%,+19%,+35%,+2%,+13%,+13%,-1,,A,,,6,"['Boîte', 'Carton']","['Plein air', 'Bio', 'Bio européen', 'FR-BIO-01', 'Œufs de poules élevées en plein air', 'Oeufs de France', 'Point Vert', 'AB Agriculture Biologique']",B,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,['France'],,['France'],,
1330,10 Oeufs de poules élevées en plein air - Auchan,3596710416493,['Auchan'],['Auchan'],['France'],[],[],?,145,607 kj(145 kcal),"10,3","2,7","0,7","0,7","12,3","0,3","0,12",,,,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air', 'Œufs frais']",10.3 g,en quantité modérée,2.7 g,en quantité modérée,0.7 g,en faible quantité,0.3 g,en quantité modérée,,+4%,+4%,+14%,+26%,+9%,+60%,0%,+33%,+33%,-1,,A,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'FR-BIO-10', 'AB Agriculture Biologique']",C,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,
1331,Noix de muscade entières - Auchan,3596710416738,['Auchan'],['Auchan'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade', 'Noix de muscade entières']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique', 'DE-ÖKO-001', 'Produit en braille']",B,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,,,,,
1332,CaoFlakes au chocolat - Auchan - 30g e,3596710416769,['Auchan'],['Auchan'],['France'],"['Céréales 72% ', 'farine de blé ', 'contient gluten', 'farine complète de blé ', 'contient gluten', 'chocolat en poudre 25% ', 'sucre', 'cacao en poudre', 'sucre', 'huile de tournesol', 'sel', 'arôme', ""émulsifiant : esters citriques des mono- et diglycérides d'acides gras "", ' cannelle', 'vitamines : niacine ', 'PP', 'acide pantothénique ', 'B5', 'riboflavine ', 'B2', 'B6', 'thiamine ', 'B1', 'acide folique ', 'B9', 'biotine ', 'H', 'B12 ', ' fer']","[""Pourrait contenir de l'huile de palme""]",1628,?,1628 kj(389 kcal),"3,2","1,7",75,28,"10,5","0,3","0,12","[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires""]",['Gluten'],4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",3.2 g,en quantité modérée,1.7 g,en quantité modérée,28 g,en quantité élevée,0.3 g,en faible quantité,-8%,,-8%,-69%,-47%,+6%,+12%,+32%,-41%,-41%,7,-30%,C,-30%,,30 g e,['Carton'],,C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,
1333,Miel Nuts - Rik & Rok,3596710416776,['Rik & Rok'],,['France'],"['céréales 84% ', 'semoule de mais', 'farine de blé ', 'contient gluten', 'sucre', 'miel 4,7%', 'sel', 'arôme', 'colorant : rocou ', ' caramel ', 'sucre', 'eau', 'vitamines : niacine ', 'PP', 'acide pantothénique ', 'B5', 'riboflavine ', 'B2', 'B6', 'thiamine ', 'B1', 'acide folique ', 'B9', 'biotine ', 'H', 'B12 ', ' fer', "" \rTraces éventuelles d'arachides"", ' soja', 'lait', 'fruits à coque et graines de sésame']","['Sans huile de palme', 'Non végétalien']",?,377,1577 kj(377 kcal),"0,9","0,2",86,27,"6,2","0,21","0,084","['E160b - Rocou', 'E150 - Caramel']",['Gluten'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produit en braille'],,,,,,,,,,,,,
1334,ChocoCrack - Auchan - 30g e,3596710416783,['Auchan'],['Auchan'],['France'],"['Riz 73 %', 'sucre', 'chocolat 4,5 % ', 'sucre', 'pâte de cacao', 'cacao maigre en poudre', 'cacao en poudre', 'sel', 'sirop de glucose', ""extrait de malt d'orge "", 'contient gluten', 'arômes', ""émulsifiant : mono- et diglycérides d'acides gras "", ' vitamines : niacine ', 'PP', 'acide pantothénique ', 'B5', 'B6', 'riboflavine ', 'B2', 'thiamine ', 'BI', 'acide folique ', 'B9', 'biotine ', 'H', 'B12 ', ' fer', ' Traces éventuelles dlarachides', 'soja', 'lait', 'fruits à coque et graines de sésame']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,392,1640 kj(392 kcal),"2,5","1,2",85,25,6,"1,1","0,44","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",2.5 g,en faible quantité,1.2 g,en faible quantité,25 g,en quantité élevée,1.1 g,en quantité modérée,,-6%,-7%,-75%,-63%,+20%,-0%,-24%,+117%,+117%,12,+20%,D,+20%,,30 g e,"['Carton', 'boîte', 'Sachet', 'Plastique']",['Produit en braille'],C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,
1335,Sugar Flakes - Auchan - 30g e,3596710416790,['Auchan'],['Auchan'],['France'],"['Maïs 76%', 'sucre 29%', ""extrait de malt d'orge "", 'gluten', 'sel', ""émulsifiants: mono et diglycérides d'acides gras"", ' vitamines: niacines ', 'PP', 'acide pantothénique ', 'B5', 'B6', 'riboflavine ', 'B2', 'thiamine ', 'B1', 'acide folique ', 'B9', 'biotine ', 'H', 'B12', ' fer']","[""Pourrait contenir de l'huile de palme""]",1611,?,1611 kj(385 kcal),"0,5","0,2",86,"28,2",6,"1,25","0,5","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Gluten'],4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",0.5 g,en faible quantité,0.2 g,en faible quantité,28.2 g,en quantité élevée,1.25 g,en quantité modérée,+0%,,+2%,-54%,-30%,+4%,+164%,-17%,+3%,+3%,12,+61%,D,+61%,Pétales de maïs enrobés de sucre,30 g e,"['Carton', 'Plastique', 'Boîte', 'Sachet']",,C,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,,
1336,Jumblies - Auchan - 145g,3596710416806,['Auchan'],['Auchan'],['France'],[],[],?,442,1849 kj(442 kcal),"14,89","5,56",67,36,"7,33","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,145 g,,,,,,,,,,,,,,,
1337,Julienne de légumes - Auchan,3596710416967,['Auchan'],['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,Choux fleurs en fleurettes surgelés - Auchan,3596710416981,['Auchan'],['Auchan'],['France'],[],[],?,20,84 kj(20 kcal),"0,1","0,1","2,7","1,1","1,2","0,1","0,04",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'Légumes-feuilles', 'Choux-fleurs', 'Choux-fleurs en fleurettes surgelés']",0.1 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en faible quantité,0.1 g,en faible quantité,,-17%,-16%,-76%,+16%,+25%,-31%,-39%,+264%,+264%,-5,,A,,,,,,B,62.1%,0.0%,0.0%,15.3%,21.9%,0.7%,98,,,,,
1339,Haricots verts coupés très fins - Auchan - 200g (égoutté : 110g) 220ml,3596710417049,['Auchan'],['Auchan'],['France'],"['Haricots verts', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",98,?,98 kj(23 kcal),"0,4","0,2","2,1","0,5","1,5","0,5","0,2",,,3,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Haricots verts', 'Légumineuses en conserve', 'Haricots verts en conserve']",0.4 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,-1%,,-1%,+59%,+267%,-21%,-35%,+1%,-25%,-25%,-5,,A,,Haricots verts très fins coupés,200 g (égoutté : 110 g) 220 ml,['Conserve'],['Point Vert'],B,40.4%,27.0%,12.4%,6.4%,8.7%,5.1%,79,,,,,
1340,Sauce Maquereau au Curry - Auchan,3596710417391,['Auchan'],['Auchan'],['France'],[],[],?,139,582 kj(139 kcal),"10,3","4,2","3,5",3,"7,7","1,2","0,48",,,,"['Epicerie', 'Sauces', 'Sauces au curry']",10.3 g,en quantité modérée,4.2 g,en quantité modérée,3 g,en faible quantité,1.2 g,en quantité modérée,,-40%,-37%,-44%,+24%,-67%,-50%,+381%,-29%,-29%,6,-49%,C,-49%,,,,,B,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,,,,,
1341,"Cornichons extra fins aux 5 aromates - Auchan - 1,6kg (850g égoutté)",3596710417483,['Auchan'],['Auchan'],['France'],"['Cornichons ', 'dont conservateur : disulfite de potassium', 'eau', 'aromates 5 % ', 'oignons 4 %', 'graines de moutarde 0,66 %', 'graines de coriandre 0,17 %', 'piment de la Jamaïque 0,1 %', 'poivre 0,07 %', ""vinaigre d'alcool 4,7 %"", 'sel', 'arôme', 'affermissant : chlorure de calcium']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",53,?,53 kj(13 kcal),"0,1",0,"0,8","0,4","1,2","1,63","0,652","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E509 - Chlorure de calcium', '', 'Risque modéré de sur-exposition']","['Moutarde', 'Anhydride sulfureux et sulfites']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons', 'Cornichons extra-fins', 'Cornichons au vinaigre']",0.1 g,en faible quantité,0 g,en faible quantité,0.4 g,en faible quantité,1.63 g,en quantité élevée,-17%,,-31%,-69%,-100%,-48%,-57%,+6%,-10%,-10%,1,-52%,B,-52%,Cornichons extra-fins pasteurisés au vinaigre,"1,6 kg (850 g égoutté)","['Bocal', 'Verre']",,,,,,,,,,,,,,
1342,Cola acidulé - Auchan,3596710417551,['Auchan'],['Auchan'],['France'],"['Sirop de glucose - fructose', 'eau', 'sucre ', ' acidifiant : acide citrique', 'acide phosphorique ', ' arôme naturel', 'colorant : caramel E150d']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,338,1414 kj(338 kcal),0,0,"84,5","77,2","0,5","0,01","0,004","['E330 - Acide citrique', 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', ""E150d - Caramel au sulfite d'ammonium""]",,4,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops cola', 'Boissons avec sucre ajouté']",,,,,,,,,,+86%,+86%,-100%,-100%,+89%,+97%,+247%,-22%,-22%,,,,,,,,,B,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,
1343,concentré pour machine a soda - auchan,3596710417575,['Auchan'],['Auchan'],['France'],"['Sucre', 'eau', 'colorant : E150d', 'acidifiant phosphorique ', ' édulcorants acésulfame-K', 'sucra!ose caféine', 'arôme naturot ', 'dont extraits végétaux', ',']",[],?,314,1314 kj(314 kcal),0,0,"78,6",77,0,"0,05","0,02","[""E150d - Caramel au sulfite d'ammonium"", 'E950 - Acésulfame K']",,4,"['Boissons', 'Boissons édulcorées']",0 g,en faible quantité,0 g,en faible quantité,77 g,en quantité élevée,0.05 g,en faible quantité,,+1993%,+2127%,-100%,-100%,+2822%,+3191%,-100%,+43%,+43%,20,+364%,E,+364%,,,,,,,,,,,,,,,,,
1344,Roulades Alsaciennes - Mmm ! - 120g,3596710417810,"['Mmm !', 'Auchan']",['Auchan'],['France'],"['Viande de porc 71 % ', 'origine France', 'eau', 'olives 11 %', 'sel', 'sirops de glucose', 'arômes', 'stabilisants : triphosphates', 'diphosphates', 'épices et plantes aromatiques', 'dextrose', 'antioxydants : ascorbate de sodium', 'acide ascorbique', 'acidifiant : glucono-delta-lactone', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",829,?,829 kj(198 kcal),15,"5,1","2,3","0,8",14,"2,7","1,08","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E300 - Acide ascorbique', 'E575 - Glucono-delta-lactone', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,"['Viandes', 'Charcuteries', 'Charcuteries cuites']",15 g,en quantité modérée,5.1 g,en quantité élevée,0.8 g,en faible quantité,2.7 g,en quantité élevée,+34%,,+23%,+77%,+58%,+67%,+10%,-25%,+42%,+42%,17,+77%,D,+77%,,120 g,"['Frais', 'Plastique']","['Viande-francaise', 'Viande Porcine Française', 'Point Vert', 'Fabriqué en France']",,,,,,,,,['France'],,['France'],"['FR 67.348.008 CE', 'Obernai (Bas-Rhin, France)']",
1345,Olives vertes - Auchan,3596710417995,['Auchan'],['Auchan'],"['Belgique', 'France']","['olives vertes dénoyautées ', 'origine Maroc', 'eau', 'sel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,177,741 kj(177 kcal),"17,4","3,4","3,2","0,4","0,6","2,7","1,08",['E330 - Acide citrique'],,3,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",17.4 g,en quantité modérée,3.4 g,en quantité modérée,0.4 g,en faible quantité,2.7 g,en quantité élevée,,+8%,+9%,+8%,+30%,+109%,+86%,-53%,-21%,-21%,15,+25%,D,+25%,,,,,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,
1346,Assortiments de 12 macarons - Auchan,3596710418008,['Auchan'],['Auchan'],['France'],[],[],?,460,1925 kj(460 kcal),"23,5","6,6","50,3","42,3","9,8","0,17","0,068",,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",23.5 g,en quantité élevée,6.6 g,en quantité élevée,42.3 g,en quantité élevée,0.17 g,en faible quantité,,+8%,+8%,+32%,+46%,-10%,-16%,+14%,+19%,+19%,20,+14%,E,+14%,,,,,D,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,
1347,Creme semi epaisse - Auchan - 25cl,3596710418107,['Auchan'],['Auchan'],['France'],[],[],?,193,808 kj(193 kcal),18,12,"5,3","3,9","2,4","0,12","0,048",,,,"['Produits laitiers', 'Crèmes', 'Laits']",18 g,en quantité modérée,12 g,en quantité élevée,3.9 g,en faible quantité,0.12 g,en faible quantité,,-27%,-25%,-30%,-30%,+19%,+3%,-2%,+27%,+27%,12,-2%,D,-2%,,25 cl,,,D,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,
1348,Pate brisee au beurre - Pouce,3596710418404,"['Pouce', 'Auchan']",['Auchan'],['France'],[],[],?,354,1481 kj(354 kcal),15,"9,9",44,"1,5","6,7",1,"0,4",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'en:baked-shortcrust-pastry']",15 g,en quantité modérée,9.9 g,en quantité élevée,1.5 g,en faible quantité,1 g,en quantité modérée,,-6%,-6%,-23%,+1%,+3%,-35%,+13%,-3%,-3%,17,+6%,D,+6%,,,,,,,,,,,,,,,,,
1349,Sirop d'agave - Sunny Via - 350g,3596710418626,['Sunny Via'],,['France'],"[""U Agave Sunny Via@ est extrait d'une plante exotique Riche en fructose"", 'il est une alternative bénéfique au sucre blc • haut pouvoir sucrant', '• goût neutre', '• indice glycémique faible', 'Son conditionnement pratique et r vous permettra de sucrer toutes vo envies ', 'tenir le flacon vertical', ""Il s'utilise dans vos boissons chaudes dans vos yaourts"", 'sur vos fruit en fin de cuisson pour vos desserts et plats sucrés-salés Avant de le bouchon']",[],?,310,1297 kj(310 kcal),"0,5",0,76,73,0,"0,072","0,029",,,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",0.5 g,en faible quantité,0 g,en faible quantité,73 g,en quantité élevée,0.0725 g,en faible quantité,,0%,-0%,+114%,-100%,-1%,-0%,-100%,+47%,+47%,13,+1%,D,+1%,,350 g,,,,,,,,,,,,,,,
1350,Tranches Emmmental Gourmandes - Auchan,3596710418725,['Auchan'],['Auchan'],['France'],[],[],?,373,1561 kj(373 kcal),29,20,"0,1","0,1",28,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,Crumble aux Fruits Rouges - Auchan - 240g (2 * 100g) +( 2 * 20g)),3596710418985,['Auchan'],['Auchan'],['France'],"['Préparation de fruits rouges 83,3% : fraise 25,8%', 'eau', 'cerise 14,1*%', 'sucre', 'purée de pomme 8', '3*%', 'amidon modifié de maïs', 'jus concentré de groseilles 1', '4%*', 'jus concentré de cassis 1,1%*', '\rBiscuit 16 7% : farine de blé ', 'contient gluten', 'sucre', 'beurre ', 'contient lait', 'sirop de sucre inverti', 'sel', '\r*Pourcentages exprimés sur le produit fini']",['Non végétalien'],858,?,858 kj(205 kcal),"4,3","2,8","37,7","27,7",2,"0,12","0,048",['E14XX - Amidons modifiés'],"['Gluten', 'Lait']",4,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Desserts', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Fruits et produits dérivés', 'Biscuits et gâteaux', 'Pâtisseries', 'Crumbles', 'Desserts de fruits', 'Crumble aux fruits rouges']",4.3 g,en quantité modérée,2.8 g,en quantité modérée,27.7 g,en quantité élevée,0.12 g,en faible quantité,+196%,,+158%,+258%,+343%,+143%,+105%,+147%,+154%,+154%,4,,C,,"Dessert aux fruits rouges, avec biscuit.",240 g (2 * 100 g) +( 2 * 20 g)),"['Pot', 'Opercule', 'Aluminium', 'Sachet', 'Plastique', 'Carton', 'Frais']","['Point Vert', 'Produit en braille', 'Tidy man']",B,53.3%,21.3%,9.7%,9.5%,4.9%,1.3%,91,['France'],,,"['FR 46.029.001 CE', 'Biars-sur-Cère (Lot, France)']",
1352,Bouchees de poulet a la thailandaise - Auchan,3596710419050,['Auchan'],['Auchan'],['France'],"['Cuisse de poulet 91 0%', 'amidon de tapioca', 'dextrose', 'sel', 'épices et plantes aromatiques 1 ,3% ', 'contient gingembre', 'ail', 'oignon', 'feuille de coriandre', 'curry', 'cumin', 'coriandre', 'citronnelle', 'persil', 'poivron rouge', 'cÙrcunna', 'maltodextrine', 'amidon modifié', 'saccharose', 'sirop de glucose', 'jus de citron deshydraté', 'huile de tournesol']",[],?,170,711 kj(170 kcal),"9,7","4,1","0,6","0,6",20,"0,85","0,34",['E14XX - Amidons modifiés'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,Bouchees de poulet à l’orientale - Auchan,3596710419067,['Auchan'],['Auchan'],['France'],"['chées de pouleÜ e poulet', 'desossée,vée e/alaison', 'barinée cuite surgelée', ' f Cuisse de poulet 91 amidon de sel', 'épices et plantes aromatiques 1 ,2% ', 'contient ail', 'coriandre', 'oignon', 'cardamone', 'persil', 'piment de Jamaïque', 'cumin', 'poivre noir', 'çankelle', 'fenugrec', 'macis', 'poivron rouge', 'maltodextrine', 'arômes naturels', 'tomates', 'huile de tournesol', 'jus de citron déshydraté', ' VAUEURs NUTRITIONNELLES']",[],?,170,711 kj(170 kcal),"9,7","4,1","0,6","0,6",20,"0,85","0,34",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,Bouchees de poulet a la provencale - Auchan,3596710419074,['Auchan'],['Auchan'],['France'],"['Cuisse de poulet 91 0/o', ' èmidon de tapioca', 'dextrose', 'sel', 'légumes 1 % ', 'contient tomate', 'poivronrouqè', 'extrait de poivron', 'betterave rouge', 'arôme naturel', 'épices et herbes 0,3"" ', 'contient oignon', 'ail', 'herbes de Provence', ' ', 'sel', 'huile de tournesol', ' VALEVRs NœnrloNNELLES']","['Non végétalien', 'Non végétarien']",?,170,711 kj(170 kcal),"9,7","4,1","0,6","0,6",20,"0,85","0,34",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
