,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,allergens,additives,nova_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,packaging,ingredients_origins,traceability_code,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,palm_ingredients
1259,Yaourt lait de chèvre - Yoplait - 460g (4 * 115g),3329770057814,['France'],"['Lait de chèvre partiellement déshydraté - Ferments lactiques ', 'lait', "" Lait d'origine UE""]",['Non végétalien'],?,91,381 kj(91 kcal),"5,2","3,5",6,5,"4,6","0,1","0,04",['Yoplait'],['Lait'],,3,460 g (4 * 115 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de chèvre']",5.2 g,en quantité modérée,3.5 g,en quantité modérée,5 g,en quantité modérée,0.1 g,en faible quantité,,+2%,+1%,+24%,+22%,-26%,-32%,+14%,+5%,+5%,3,+44%,C,+44%,,B,,,['Union européenne'],,,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,
1260,Yaourt 100% Lait de Brebis Nature - C'est bon de Varier ! - 460g (4 * 115g),3329770057821,['France'],"['Lait de brebis partiellement écrémé - Ferments lactiques ', 'lait']",['Non végétalien'],?,70,293 kj(70 kcal),3,"2,3","4,6","3,5","5,5","0,12","0,048","[""C'est bon de Varier !"", 'Yoplait']",['Lait'],,3,460 g (4 * 115 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts au lait de brebis']",3 g,en quantité modérée,2.3 g,en quantité modérée,3.5 g,en faible quantité,0.12 g,en faible quantité,,-33%,-34%,-41%,-31%,-52%,-57%,+13%,+12%,+12%,-1,-139%,A,-139%,"['Point Vert', 'Fabriqué en France', 'en:lait-francais-french-milk']",B,Yaourt nature au lait de brebis,"['Frais', 'Carton', 'Plastique']",['France'],"['FR 31.555.001 CE', 'Toulouse (Haute-Garonne, France)']","['Auchan', 'Carrefour Market']",70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,['France'],,
1261,Mini yop goût vanille - Yoplait - 100gramme,3329770057890,['France'],[],[],?,?,,?,,?,,?,,,['Yoplait'],,,,100gramme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Petits filous tub's - Yoplait - 12tubes,3329770058354,['France'],[],[],?,?,,?,,?,,?,,,['Yoplait'],,,,12 tubes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,"Recette au yaourt nature, sur lit de citron - Yoplait - 600g",3329770058361,['France'],"['Yaourt 82% ', 'LAIT écrémé', 'CREME', 'Poudre de LAIT écrémé', 'Ferments LACTIQUES ', 'LAIT', ' - Sucre 8', '1% - Eau – Jus de citron 1', '6% - Citron 0', '9% - Amidon de maïs - Jus de potiron - Concentré des minéraux du LAIT - Epaississants : Carraghénanes', 'Gomme de guar - Arôme naturel de citron et autres arômes naturels', ""LAIT d'origine France""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",414,98,414 kj(98 kcal),"2,1","1,4","11,7",11,"7,1","0,12","0,048","['Yoplait', 'Ray yopa']",['Lait'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar']",4,600 g,['Produits laitiers'],2.1 g,en faible quantité,1.4 g,en faible quantité,11 g,en quantité modérée,0.12 g,en faible quantité,-53%,-60%,-59%,-88%,-88%,+138%,+170%,-43%,-84%,-84%,0,-100%,B,-100%,['en:gluten-free'],,"Recette au yaourt nature, sur lit de citron",['Pots en plastique'],,"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",['Lidl'],,,,,,,,,,
1264,Petits Filous Gourdes - Yoplait,3329770058415,['France'],[],[],?,82,343 kj(82 kcal),"2,8","1,9","11,2","10,5","2,9","0,1","0,04",['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Panier de Yoplait Noix de coco - 500g (4x 125g),3329770058491,['France'],"['Yaourt ', 'Lait écrémé à base de poudre de lait - Lait écrémé - Crème - Poudre de lait écrémé - Ferments lactiques ', 'Lait', ' - Sucre 9,1 % - Eau - Noix de coco préparée 4,1 % ', 'Lait de coco', 'Noix de coco râpée', "" - Lait entier concentré - Amidon transformé de maïs - Correcteurs d'acidité : Acide citrique"", 'Citrates de sodium - Arômes naturels - Épaississant : Carraghénanes']",['Non végétalien'],?,108,452 kj(108 kcal),"4,2","3,1","13,3","12,4","3,3","0,13","0,052",['Yoplait'],['Lait'],"['E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,500 g (4 x 125 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la noix de coco', 'Yaourts sucrés']",4.2 g,en quantité modérée,3.1 g,en quantité modérée,12.4 g,en quantité modérée,0.13 g,en faible quantité,,-8%,-10%,-31%,-25%,+7%,+8%,-0%,+14%,+14%,4,-21%,C,-21%,"['en:gluten-free', 'Sans colorants', 'en:lait-francais-french-milk']",B,,"['Carton', 'Pots', 'Plastique']",['France'],,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['France'],,
1266,Panier de Yoplait Cerise - 500g (4 * 125g),3329770058514,['France'],"['Yaourt ', 'Lait écrémé à base de poudre de lait', 'Lait écrémé', 'Crème', 'Poudre de lait écrémé', 'Ferments lactiques ', 'lait', 'Sucre 8', '7 %', 'Cerise 8 %', 'Eau', 'Jus de carotte', 'Amidon transformé de maïs', 'Épaississant : Carraghénanes', 'Arôme naturel', 'Concentré des minéraux du lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,92.8,388 kj(92 kcal),"2,64","1,76","13,1","12,6","3,12","0,12","0,048","['Yoplait', 'Panier de Yoplait']",['Lait'],"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,500 g (4 * 125 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts à la cerise', 'Yaourts brassés aux fruits']",2.64 g,en faible quantité,1.76 g,en quantité modérée,12.6 g,en quantité élevée,0.12 g,en faible quantité,,-8%,-9%,-16%,-14%,-6%,-2%,-15%,+3%,+3%,3,+2%,C,+2%,"['en:gluten-free', 'Lait Français', 'Point Vert', 'Fabriqué en France', 'Sans colorants']",B,Yaourt sucré à la cerise - Panier de Yoplait Cerise,"['emballage carton', 'pot plastique']",['France'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",['Carrefour'],79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['France'],http://www.yoplait.fr,
1267,Panier de Yoplait L'Original Pomme Poire - 500g (4 * 125g),3329770058545,['France'],"['Yaourt ', 'Lait écrémé à base de poudre de lait — Lait écrémé - Crème - Poudre de lait écrémé - Ferments lactiques ', 'Lait', ' - Fruits 11% : Poire ou Pomme - Sucre 9% - Amidon transformé de mais - Correcteurs d‘acidité : Lactate de calcium', 'Acide citrique', 'Citrates de sodium', 'Acide malique - Arômes naturels - Epaississant : Carraghénanes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,94,393 kj(94 kcal),"2,6","1,7","13,4",13,"3,1","0,13","0,052",['Yoplait'],['Lait'],"['E14XX - Amidons modifiés', 'E327 - Lactate de calcium', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E296 - Acide malique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,500 g (4 * 125 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Réfrigérés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts aux fruits avec morceaux', 'Yaourts multifruits']",2.6 g,en faible quantité,1.7 g,en quantité modérée,13 g,en quantité élevée,0.13 g,en faible quantité,,+13%,+11%,+21%,+22%,+13%,+17%,-14%,+4%,+4%,3,+73%,C,+73%,"['en:gluten-free', 'Sans arômes artificiels', 'Point Vert', 'Sans colorants', 'Sans conservateurs', 'en:lait-francais-french-milk']",B,Yaourt aux fruits sucré - Panier de Yoplait L'Original Pomme Poire,"['Carton', 'Frais', 'Pot', 'Plastique']",['France'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",['Auchan'],79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['France'],,
1268,Panier de Yoplait L'original - 1kg (8 * 125g),3329770058576,['France'],"['Yaourt ', 'lait écrémé à base de poudre de lait - lait écrémé - crème - poudre de lait écrémé - ferments lactiques', "" - fruits : fraise 10,8 % ou cerise 10,7 % ou mûre 10 % ou framboise 9,4 % - sucre 9,1 % - jus de carotte - épaississant : carraghénanes - correcteurs d'acidité : citrates de potassium"", 'citrates de sodium', 'acide citrique', 'arômes naturels']",['Non végétalien'],?,93,389 kj(93 kcal),"2,6","1,7","13,1","12,7","3,2","0,1","0,04",['Yoplait'],['Lait'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E332 - Citrates de potassium', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",4,1 kg (8 * 125 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts brassés', 'Yaourts brassés aux fruits']",2.6 g,en faible quantité,1.7 g,en quantité modérée,12.7 g,en quantité élevée,0.1 g,en faible quantité,,-5%,-5%,-15%,-13%,-4%,-1%,-8%,-12%,-12%,3,+1%,C,+1%,"['en:gluten-free', 'Sans arômes artificiels', 'Point Vert', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'en:Lait-francais-french-milk']",,,"['Frais', 'Plastique', 'Carton', 'Pot']",['France'],"['FR 72.181.001 CE', 'Mans (Sarthe, France)', 'FR 38.544.004 CE', 'Vienne (Isère, France)']",['Magasins U'],,,,,,,,['France'],,
1269,Panier De Yoplait L'original - 6yaourts,3329770058590,"['Belgique', 'France']","['Yaourt ', 'Lait écrémé à base de poudre de lait - Lait écrémé-Crème-Poudre de lait écrémé-Ferments lactiques ', 'lait', ' Fruits : Pêche 11', '3% ou Abricot 11', '1% ou Ananas 10', '6% ou Poire 8% - Sucre 8', '9%-Jus de carotte-Amidon transformé de maïs-Arômes naturels - Epaississant: Carraghénanes - Jus de potiron-Concentré des minéraux du lait', "" Lait d'origine France"", ' Sans colorant: la couleur est apportée par des jus de fruits ou de légums', ' GESUIKERDE YOGHURT MET VRUCHTEN INGREDIENTEN Yoghurt ', 'Afgeroomde melk op basis van']",['Non végétalien'],?,94,393 kj(94 kcal),"2,6","1,7","13,3","12,9","3,1","0,12","0,048",['Yoplait'],['Lait'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,6 yaourts,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,['Carton'],,,['Delhaize'],,,,,,,,,,
1270,Yaourts pêche mangue Panier de - Yoplait,3329770058651,['France'],[],[],?,93,389 kj(93 kcal),"2,6","1,8","13,2",13,"3,2","0,12","0,048",['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",,,,,,,,,,,
1271,Perle de lait sur lit de framboise - yoplait,3329770058712,['France'],[],[],?,123,515 kj(123 kcal),?,"4,4",?,"10,8","2,4","0,11","0,044",['Yoplait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,"['FR 72.181.001 CE', 'Mans (Sarthe, France)']",,,,,,,,,,,
1272,Yopa nature sur lit de myrtille - Yoplait,3329770059566,['France'],"['Yaourt maigre 80% ', 'Lait écrémé', 'Poudre de lait écrémé', 'Ferments lactiques ', 'Lait', ' - Myrtille 8% - Sucre 8% - Amidon de maïs - Epaississants : Carraghénanes', ""Gomme de guar - Jus de citron - Arômes naturels - Concentré des minéraux du lait Lait d'origine France"", ' Sans gluten']",['Non végétalien'],?,84,351 kj(84 kcal),"0,1","0,1","11,8","11,4","7,7","0,12","0,048",['Yoplait'],['Lait'],"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar']",4,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts sur lit de fruits']",0.1 g,en faible quantité,0.1 g,en faible quantité,11.4 g,en quantité modérée,0.12 g,en faible quantité,,-21%,-19%,-97%,-95%,-12%,-9%,+57%,+9%,+9%,-1,-144%,A,-144%,"['Peu ou pas de matière grasse', 'Sans gluten', 'Riche en protéines', 'Sans matière grasse']",C,,,,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,
1273,Yop pêche passion - Yoplait - 850g,3329770059894,['France'],"['Lait partiellement écrémé à base de poudre de lait Sucre 6% - Sirop de glucos+fructose 3', '8% - Arôme naturel - Concentré des minéraux du lait - Ferments lactiques ', 'lait', "" Lait d'origine France""]",['Non végétalien'],?,72,301 kj(72 kcal),"1,3","0,9","11,3",6,"2,8","0,1","0,04",['Yoplait'],['Lait'],,4,850g,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,
1274,EXTRA Yaourts Framboise Grenade Panier de Yoplait  - 480g (4 * 120g),3329770060197,['France'],"['Lait - Jus de Grenade - Poudre de lait écrémé - Jus de carotte noire - Sucre 0', '8 % - Amidon transformé de maïs - Épaississants : Caraghénanes', ""Gomme guar - Correcteurs d'acidité : Citrates de sodium"", 'Acide citrique - Arômes - Édulcorants : Aspartame', 'Acesulfame K - Ferments lactiques ', 'lait']",['Non végétalien'],?,56,234 kj(56 kcal),"0,1","0,1","5,3","4,7","7,4","0,16","0,064","['Yoplait', 'panier de Yoplait']",['Lait'],"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E951 - Aspartame', 'E950 - Acésulfame K']",4,480 g (4 * 120 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",0.1 g,en faible quantité,0.1 g,en faible quantité,4.7 g,en faible quantité,0.16 g,en faible quantité,,-44%,-44%,-97%,-95%,-60%,-62%,+103%,+40%,+40%,-3,-208%,A,-208%,"['Peu ou pas de matière grasse', 'Peu ou pas de sucre', 'Peu de sucre', 'en:gluten-free', 'Allégé en sucre', 'Point Vert', 'Sans matière grasse', 'en:lait-francais-french-milk']",B,,,['France'],,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['France'],https://www.yoplait.fr/produits/panier-de-yoplait-0-extra/ ,
1275,Petit yop vanille - Yoplait,3329770060555,['France'],"['Lait partiellement écrémé à base de poudre de lait Sucre : 6% - Sirop de glucose-fructose : 3,8% - Arôme naturel - Concentré des minéraux du lait Ferments lactiques ', 'lait']",['Non végétalien'],?,72,301 kj(72 kcal),"1,3","0,9","11,2","10,9","2,8","0,12","0,048",['Yoplait'],['Lait'],,4,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,YAOURT À BOIRE SUCRÉ AROMATISÉ,,,,,,,,,,,,,,
1276,Yop gout spéculos - Yoplait - 850g,3329770060821,['France'],"['LAIT écrémé - Sucre 6', ""8 % - Crème - Poudre de LAIT écrémé - Amidon transformé de maïs - Arôme naturel - Colorant : Caramel ordinaire - Sirop de sucre caramélisé - Epaississant : Carraghénanes - Correcteur d'acidité : Carbonates de sodium""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,84,351 kj(84 kcal),"1,7","1,2","13,5",12,"3,6","0,28","0,112",['Yoplait'],['Lait'],"['E14XX - Amidons modifiés', 'E150a - Caramel E150a', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",4,850 g,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",1.7 g,en quantité modérée,1.2 g,en quantité modérée,12 g,en quantité élevée,0.28 g,en quantité modérée,,+17%,+15%,+13%,+27%,+19%,+12%,+24%,+164%,+164%,20,+25%,E,+25%,"['Point Vert', 'Arômes naturels', 'Nouveau', 'Sans colorants artificiels', 'Sans colorants', 'en:Lait-francais-french-milk']",C,Yop Goût Spéculoos,"['Frais', 'Bouteille', 'Plastique']",['France'],"['FR 89.263.001 CE', 'Monéteau (Yonne, France)']",,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,['France'],,
1277,Panier de Yoplait 0% de MG,3329770060975,['France'],"['Lait écrémé à base de poudre de lait - Lait écrémé - Fruits : Fraise 14% ou Cerise Griotte 12% ou Framboise ou Mûre 10% - Poudre de lait écrémé - Jus de carotte - Gélatine - Amidon transformé de maïs - Jus de raisin - Epaississants : Gomme de guar', 'Carraghénanes', ""Pectine - Correcteurs d'acidité : Citrates de sodium"", 'Acide citrique - Arômes - Edulcorants : Aspartame', 'Acesulfame K - Ferments lactiques ', 'lait']","['Non végétalien', 'Non végétarien']",?,41,172 kj(41 kcal),"0,1","0,1","4,8","4,5","4,2","0,15","0,06",['Yoplait'],['Lait'],"['E428 - Gélatine', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E331 - Citrates de sodium', 'E330 - Acide citrique', 'E951 - Aspartame', 'E950 - Acésulfame K']",4,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Sans arômes artificiels', 'Contient une source de phénylalanine', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,
1278,Panier de Yoplait,3329770060999,['France'],"['AUX FRUITS INGRÉDIENTS I Yaourt ', 'Lait écrémé à base de poudre de lait - Lait écrémé - Crème - Poudre de lait écrémé - Ferments lactiques ', 'lait', ' - Fruits : Pêche 1 1', '3% ou Abricot 11', '196 ou Ananas 10', '6% ou Poire 8% - Sucre 8', '9% - Jus de carotte - Amidon transformé de maïs - Arômes naturels - Epalssissant : Carraghénanes - Jus de potiron - Concentré des minéraux du lait', "" Lait d'origine France"", ' ""Sans colorant : la couleur est apportée par des jus de fruits ou de légumes']",['Non végétalien'],?,93,389 kj(93 kcal),"2,6","1,7","13,3","12,9","3,1","0,12","0,048",['Yoplait'],['Lait'],"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,
1279,Yaourt à boire sucré aromatisé - Yoplait - 1080g,3329770061194,['France'],"['LAIT écrémé à base de poudre de LAIT - Sucre 7,9% - CREME – Arôme naturel – Concentré des minéraux du LAIT – Ferments lactiques ', 'LAIT', ' – Vitamine D', "" LAIT D'ORIGINE FRANCE""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",276,65,276 kj(65 kcal),"0,8","0,5","10,5","10,5",3,"0,12","0,048","['Yoplait', ""Yop p'tit yop""]",['Lait'],,4,1080 g,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",0.8 g,en faible quantité,0.5 g,en faible quantité,10.5 g,en quantité élevée,0.12 g,en faible quantité,-10%,-10%,-9%,-47%,-47%,-7%,-2%,+3%,+13%,+13%,17,+6%,E,+6%,,E,Yaourt à boire sucré aromatisé,['Sachet'],,,,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,,
1280,Yop framboise - Yoplait,3329770061231,['France'],[],[],?,71,297 kj(71 kcal),"1,3","0,9","10,9","10,4","2,8","0,13","0,052",['Yoplait'],,,,,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits aromatisés']",1.3 g,en faible quantité,0.9 g,en quantité modérée,10.4 g,en quantité élevée,0.13 g,en faible quantité,,-10%,-8%,-27%,-17%,-1%,+2%,-16%,+1%,+1%,17,+32%,E,+32%,,,,,,,,,,,,,,,,,
1281,Yop vanille 850g - Yoplait,3329770061248,['France'],"['YAOURT BOIRE SUCRÉ AROMATISÉ INGRÉDIENTS I Lait partiellement écrémé à base de poudre de lait - Sucre 6% - Sirop de glucose-fructose 3', '8% - Arôme naturel - Concentré des minéraux du lait - Ferments lactiques ', 'lait', "" Lait d'origine France""]",['Non végétalien'],?,72,301 kj(72 kcal),"1,3","0,9","11,2","10,9","2,8","0,12","0,048",['Yoplait'],['Lait'],,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Yop ananas-pêche céréales - Yoplait,3329770061255,['France'],"['Lait partiellement écrémé base de poudre de latt - Sucre 6% - Sirop dB glucose-fructose 3', '8% - Arôme naturel - Concentré des minéraux du latt - Ferments lactiques ', 'lait', "" Lait d'origine France""]",['Non végétalien'],?,72,301 kj(72 kcal),"1,3","0,9","11,1","10,9","2,8","0,12","0,048",['Yoplait'],['Lait'],,4,,"['Produits laitiers', 'Laits']",1.3 g,en faible quantité,0.9 g,en faible quantité,10.9 g,en quantité modérée,0.12 g,en faible quantité,,+9%,+10%,-37%,-24%,+84%,+101%,-21%,-3%,-3%,1,+74%,B,+74%,['Sans colorants'],D,,,,,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,
1283,Yop parfum citron - Yoplait,3329770061262,['France'],"['Lait partiellement écrémé à base de poudre de lait - Sucre 6 % - Sirop de glucose-fructose 3', '8 % - Arôme naturel de citron et autres arômes naturels - Concentré des minéraux du lait - Ferments lactiques ', 'lait']",['Non végétalien'],?,72,301 kj(72 kcal),"1,3","0,9","11,2","10,9","2,8","0,12","0,048",['Yoplait'],['Lait'],,4,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",1.3 g,en faible quantité,0.9 g,en quantité modérée,10.9 g,en quantité élevée,0.12 g,en faible quantité,,0%,-1%,-14%,-5%,-1%,+2%,-3%,+13%,+13%,18,+12%,E,+12%,"['Arômes naturels', 'Sans colorants', 'en:lait-francais-french-milk']",C,Yop Parfum Citron,"['Frais', 'Plastique', 'Bouteille']",['France'],,['Intermarché'],67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,['France'],,
1284,YOP parfum COCO - YOPLAIT,3329770061279,['France'],"['Lait partiellement écrémé à base de poudre de lait - Sucre 6% - Sirop de glucose-fructose 3,8% - Arôme naturel - Concentré des minéraux du lait Ferments lactiques ', 'lait']",['Non végétalien'],?,72,301 kj(72 kcal),"1,3","0,9","11,3",11,"2,8","0,12","0,048",['YOPLAIT'],['Lait'],,4,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",1.3 g,en faible quantité,0.9 g,en quantité modérée,11 g,en quantité élevée,0.12 g,en faible quantité,,0%,-1%,-14%,-5%,0%,+3%,-3%,+13%,+13%,18,+12%,E,+12%,,E,,,,,,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,,
1285,Yop fraise banane - Yoplait - 850g,3329770061286,['France'],"['Lait partiellement écrémé à base de poudre de lait - Sucre 6% - Sirop de glucose-fructose 3', '8% - Arôme naturel - Concentré des minéraux du lait - Ferments lactiques ', 'lait']",['Non végétalien'],?,72,301 kj(72 kcal),"1,3","0,9","11,3",11,"2,8","0,1","0,04",['Yoplait'],['Lait'],,4,850g,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire', 'Boissons avec sucre ajouté']",1.3 g,en faible quantité,0.9 g,en quantité modérée,11 g,en quantité élevée,0.1 g,en faible quantité,,0%,-1%,-14%,-5%,0%,+3%,-3%,-6%,-6%,18,+12%,E,+12%,"['Arômes naturels', 'Sans colorants']",E,Yaourt à boire sucré aromatisé,"['Bouteille plastique', 'Bouchon']","[""Lait d'origine France""]",,,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,,,
