,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,generic_name,packaging,manufacturing,traceability_code,additives,nova_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,link,markets,allergens,origin_detail,producer_info,palm_ingredients,brand_owner
306,NESQUIK Céréales Petit Déjeuner Crunchy Mueslis - 410g,7613035771758,"['Nesquik', 'Nestlé']","['France', 'Allemagne', 'Suisse']","['Céréales 65,3% ', ""flocons d'AVOINE complète 44,1%"", 'farine de BLE complet 15,1%', 'semoule de maïs', 'farine de riz', 'sucre', 'huiles végétales ', 'tournesol', 'palme', 'cacao 2,7%', 'sirop de sucre inverti', 'cacao maigre en poudre', 'sirop de glucose', 'minéraux ', 'carbonate de calcium', 'fer', 'arôme naturel', 'LAIT écrémé en poudre', 'sel', 'mélasse', 'dextrose', 'émulsifiant : lécithine de tournesol', ""correcteur d'acidité "", 'phosphates de sodium', 'antioxydant ', 'extraits riche en tocophérols', ' Peut contenir du soja', ""des amandes et d'autres fruits à coque""]","['Huile de palme', 'Non végétalien']",1819,433,1819 kj(433 kcal),"14,7","1,9","63,4","21,4","8,1","0,24","0,096",410 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Mueslis', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Céréales au chocolat', 'Mueslis au chocolat', 'Pétales multicéréales']","['Source de calcium', 'Point Vert']",14.7 g,en quantité modérée,1.9 g,en quantité modérée,21.4 g,en quantité élevée,0.24 g,en faible quantité,-2%,-2%,-2%,-8%,-63%,+3%,+13%,-13%,-2%,-2%,6,-34%,C,-34%,B,,"['Boîte', 'Carton', 'Sachet', 'Plastique']",,,"['E322i - Lécithine', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E306 - Extrait riche en tocophérols']",4,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,https://www.croquonslavie.fr/marques/produits-nestle/nesquik-cereales-petit-dejeuner-crunchy-mueslis-410g-nouveau,"['Leclerc', 'Carrefour', 'Magasins U']","['Gluten', 'Lait', 'Avoine']",,,['Huile de palme'],
307,Pizza Royale Four à Pierre 370 g - Buitoni,7613036011723,['Buitoni'],['France'],"['Garniture ', '58,6%', ': edam', ' eau', 'jambon cuit 110%', ' * ', 'viande de porc ', 'UE', 'eau', 'gélatine de porc', 'et triphosphates', 'sel', 'sirop de glucose', 'gélifiant: E407a', ' arôme', 'arôme de fumée', 'antioxydant: erytb6rbale de sodium', 'conservateur I nitrite de sodium]', 'purée de tomates', ' sauce façon pesto ', 'eau', 'huile de tournesol', 'crème en poudre,basiüc', ""pulpe d'ail"", 'persil', 'amidon de A pomme de terre', ' olives noires ', '3%', '•', ' amidon modifié de pomme de terre', ""pulpe d'ail"", 'sel', 'persil', 'origanv poudre de betterave', ""extra'lt de pmvre"", ' Pâte cuite 141,4%1: farine de blé', 'eau', ' levure boulangère', 'huile de tournesol', 'levain de seigle et de ble ', 'soja', 'sel', 'sucre', 'extrait de maltdorge', ' • % exprimés par rapport au produit fini', ' Peut contenir : poisson']","['Non végétalien', 'Non végétarien']",?,207,866 kj(207 kcal),"7,7","3,4",23,"3,7","10,5","1,4","0,56",,"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées', 'Pizzas royales']",['Fabriqué en France'],7.7 g,en quantité modérée,3.4 g,en quantité modérée,3.7 g,en faible quantité,1.4 g,en quantité modérée,,+0%,+0%,+13%,+12%,-10%,+21%,+10%,+15%,+15%,10,+124%,C,+124%,C,,,,,"['E428 - Gélatine', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",4,60.0%,15.9%,6.3%,5.5%,2.6%,9.8%,70,,,,"['Gluten', 'Soja']",,,,
308,Extreme Mini Citron/Fruits Rouges - Nestlé - 312g,7613036243803,['Nestlé'],['France'],"['eau', 'sucre', 'purée de fraise ', '15%', 'farine de blé', 'sirop de glucose', 'huiles végétales ', 'palme', 'coco', 'purées de framboise et de framboise à base de concentré ', '3,5%', 'purées de cassis et de cassis à base de concentré ', '2%', 'sirop de sucre inverti', 'jus concentrés ', 'sureau', 'raisin rouge', 'carotte noire', 'cacao maigre', 'jus de cassis ', '0,5%', ' ', 'à base de jus concentré', 'pomme', 'émulsifiants ', 'lécithines ', 'soja', 'mono - et diglycérides d\'acides gras""', 'dextrose', 'lactose et protéines de lait', 'amidon modifié', ""correcteurs d'acidité "", 'acide citrique', 'citrates de sodium', 'citrates de potassium', 'humectant ', 'glycérol', ""fibres d'ananas"", 'stabilisants ', 'farine de graines de caroube', 'pectines', 'gomme guar', 'phosphates de calcium', 'arômes naturels', 'gélifiant ', 'alginate de sodium', 'sel', 'colorant ', 'anthocyanes', ' Peut contenir: arachide', 'fruits à coque et oeuf', "" *d'origine végétale""]","['Huile de palme', 'Non végétalien']",989,235,989 kj(235 kcal),"6,3","3,1","41,7","28,5","1,7","0,1","0,04",312g,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,6.3 g,en quantité modérée,3.1 g,en quantité modérée,28.5 g,en quantité élevée,0.1 g,en faible quantité,+1%,+1%,+2%,-46%,-59%,+49%,+22%,-46%,-33%,-33%,10,-25%,C,-25%,C,,,,,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E332 - Citrates de potassium', 'E422 - Glycérol', 'E410 - Gomme de caroube', 'E440 - Pectines', 'E412 - Gomme de guar', 'E401 - Alginate de sodium', 'E163 - Anthocyanes']",4,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']",,,['Huile de palme'],
309,Cappucino Intenso - Dolce Gusto - 240ml,7613036268882,['Dolce Gusto'],['France'],"['Lait entier en poudre ', '82,4% ', 'sucre', ' Café torréfié moulu']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,36,151 kj(36 kcal),"1,07","0,9","3,5","2,3","1,5","0,04","0,016",240ml,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Boissons instantanées', 'Cafés solubles', 'Cappuccino en poudre', 'Dosettes Dolce Gusto']",,,,,,,,,,,-88%,-88%,-86%,-86%,-93%,-94%,-81%,-95%,-95%,,,,,B,,['Carton et capsules'],['Allemagne'],['82747016A'],,3,85.1%,5.9%,1.2%,1.3%,0.4%,6.2%,75,"['Brésil', 'Éthiopie', 'Viêt Nam']",FF6E CWL9 TKHP,['Carrefour market'],,,,,
310,"Cappuccino - Nescafé - 186,4g",7613036306294,['Nescafé'],"['Belgique', 'France', 'Allemagne']","['Milch: Vollmilchpulver 82,4%', 'Zucker', '\rKaffee: Röstkaffee']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,35,146 kj(35 kcal),"1,6","0,9","3,4","2,3","1,5","0,04","0,016","186,4 g","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Boissons avec sucre ajouté']",,,,,,,,,,,+150%,+87%,+111%,+129%,+42%,+46%,+96%,-49%,-49%,,,,,,Cappuccino Kaffeekapseln,['Karton'],,,,3,,,,,,,,,https://www.dolce-gusto.de/kapseln/cappuccino-uebersicht/cappuccino,['Delhaize'],,,,,
311,Vegetable burger - Cornatur - 100g,7613269123231,"['Cornatur', 'Migros']","['France', 'Allemagne', 'Suisse']","['Légumes 75% ', 'carottes', 'petits pois', 'maïs', 'brocoli', 'chou-fleur', 'oignons', 'farine de blé', 'pommes de terre en poudre 5% ', 'pommes de terre', ""extraits d'épices"", 'huile de colza', 'protéine de blé', 'sel de cuisine iodé', 'bouillon de légumes ', 'sel de cuisine', 'farine de riz', 'panais', 'oignons', 'carottes', 'curcuma', ""huile d'olive"", 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",777,?,777 kj(186 kcal),6,"0,5",24,4,7,"1,4","0,56",100g,"['Plats préparés', 'Végétarien']","['Végétarien', 'Végétalien', 'Union Végétarienne Européenne']",6 g,en quantité modérée,0.5 g,en faible quantité,4 g,en faible quantité,1.4 g,en quantité modérée,,,+7%,-20%,-65%,+89%,+99%,-29%,+37%,+37%,-1,,A,,,Burger de légumes,"['Carton', 'barquette plastique']",['Suisse'],,,3,,,,,,,,,,['Migros'],['Gluten'],,,,
312,Huile de colza suisse - coop - 1l,7613356753495,['Coop'],"['France', 'Allemagne', 'Suisse']","['huile de colza', 'vitamine e']",['Sans huile de palme'],?,828,3464 kj(828 kcal),92,7,0,0,0,0,0,1 l,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de colza']",,92 g,en quantité élevée,7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-5%,-5%,-5%,-2%,-100%,-100%,-100%,-100%,-100%,5,-1%,C,-1%,C,,['Bouteille'],,,,2,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,,,,,,,,
313,Mangue séchée - max havlaar - 80g,7613379504180,['max havlaar'],"['France', 'Suisse']",[],[],?,330,1381 kj(330 kcal),"1,5","0,4",71,63,"2,5",0,0,80g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mangues séchées']","['Commerce équitable', 'Max Havelaar']",1.5 g,en faible quantité,0.4 g,en faible quantité,63 g,en quantité élevée,0 g,en faible quantité,,0%,+0%,+130%,+123%,-5%,+9%,+32%,-100%,-100%,3,-55%,C,-55%,,,['Sachet'],,,,,,,,,,,,,,['Coop'],,,,,
314,Poitrine de dinde extrafin - don pollo - 100g,7613404027929,['don pollo'],"['France', 'Suisse']",[],[],?,95,397 kj(95 kcal),1,1,1,1,21,"1,8","0,72",100g,"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']","['Viande Française', 'Viande Porcine Française', 'Fabriqué en Suisse']",1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,1.8 g,en quantité élevée,,-7%,-7%,-38%,+96%,-33%,+15%,+5%,-9%,-9%,3,-43%,C,-43%,D,,['1'],,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['Migros'],,,,,
315,Suprême Noir Authentique - Migros - 100g,7616500904842,"['Migros', 'Frey']","['France', 'Suisse']","['pâte de cacao', 'beurre de cacao', 'sucre', 'cacao en poudre', 'arôme naturel', ' Peut contenir du lait', 'des nosettes', 'des amandes', ""du soja et des traces d'autres fruits à coque "", 'noix', ' Cacao: 78 % minimum,']",[],?,587,2456 kj(587 kcal),47,29,26,20,9,"0,03","0,012",100 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Chocolats', 'Chocolats noirs', 'Chocolats suisses']","['Agriculture durable', 'en:UTZ Certified', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",47 g,en quantité élevée,29 g,en quantité élevée,20 g,en quantité élevée,0.03 g,en faible quantité,,+6%,+7%,+33%,+45%,-47%,-56%,+36%,-75%,-75%,16,-32%,D,-32%,D,Chocolat doux-amer extra noir avec une irrésistible note corsée,"['Carton', 'Film aluminium']","['Chocolat Frey SA Bresteneggstrasse 4 5033 Buchs/AG Suisse', 'Suisse']",,,4,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,['Migros'],,,,,
316,6 Mini Merveilles - Midor - 90g e (6 * 15g),7617400035155,"['Midor', 'Migros']","['France', 'Suisse']","['Farine de blé', 'huile de tournesol', 'sucre', 'œuf entier', 'amidon de pommes de terre', 'sel de cuisine', 'blanc d’œuf en poudre', 'yogourt', 'kirsch', 'amidon de blé', ""malt d'orge""]",['Non végétalien'],2350,?,2350 kj(562 kcal),37,"3,5",50,17,7,"0,7","0,28",90 g e (6 * 15 g),"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']","['Sans matière grasse hydrogénée', ""À l'huile de tournesol""]",37 g,en quantité élevée,3.5 g,en quantité modérée,17 g,en quantité élevée,0.7 g,en quantité modérée,+38%,,+40%,+90%,-54%,+1%,-39%,+29%,+15%,+15%,14,-22%,D,-22%,,,"['Sachet', 'Plastique']",['Suisse'],,,3,,,,,,,,,,['Migros'],"['Œufs', 'Gluten', 'Yogourt']",,,,
317,Choco Cookies aux pépites de chocolat - Migros Bio - 200g,7617400037784,['Migros Bio'],"['France', 'Suisse']","['Farine de blé', 'huiles végétales ', 'palme', 'tournesol', 'sucre brut', ""farine d'épeautre"", ""flocons d'avoine"", 'pâte de cacao', 'sucre', 'lait écrémé en poudre', 'beurre de cacao', 'poudre à lever: carbonates de sodium', 'sel marin', 'extrait de vanille', 'gousses de vanille']","['Huile de palme', 'Non végétalien', 'Végétarien']",2148,513,2148 kj(513 kcal),26,12,61,27,"7,4","0,59","0,236",200 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",26 g,en quantité élevée,12 g,en quantité élevée,27 g,en quantité élevée,0.59 g,en quantité modérée,+3%,+5%,+4%,+12%,-14%,-3%,+6%,+19%,-14%,-14%,20,-9%,E,-9%,C,,,,,['E500 - Carbonates de sodium'],3,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,['Migros'],['Gluten'],,,['Huile de palme'],
318,Choco trio bizcocho relleno y cubierto de chocolate - Milka - 5,7622210220530,['Milka'],"['Belgique', 'France', 'Luxembourg']",[],[],?,468,1958 kj(468 kcal),25,12,56,35,5,"0,27","0,108",5,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,25 g,en quantité élevée,12 g,en quantité élevée,35 g,en quantité élevée,0.27 g,en faible quantité,,-1%,-2%,+20%,+19%,-12%,+19%,-23%,-54%,-54%,21,+6%,E,+6%,C,,,,,,,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,['Delhaize'],,,,,
319,Mini bouchée au lait - Côte d'Or - 9.4g,7622210229526,"[""Côte d'Or""]","['Belgique', 'France']","['Sucre', 'pâte de cacao', 'noisettes ', '7,5 %', 'lait écrémé en poudre', 'beurre de cacao', 'graisses végétales ', 'palmiste', 'palme', 'amandes ', '6%', 'lactosérum en poudre ', 'de lait', 'beurre concentré', 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', 'arômes']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,540,2259 kj(540 kcal),"30,5",15,"57,5",56,"6,7","0,17","0,068",9.4 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Rainforest Alliance'],30.5 g,en quantité élevée,15 g,en quantité élevée,56 g,en quantité élevée,0.17 g,en faible quantité,,+2%,+2%,-5%,-14%,+10%,+18%,+14%,+11%,+11%,24,-2%,E,-2%,,"Chocolat au lait fourré (51 %), crème confiseur aux noisettes et amandes","['Sachet', 'Plastique']",,,['E322i - Lécithine'],4,,,,,,,,,,"['Magasins U', 'Delhaize']","['Lait', 'Fruits à coque', 'Soja']",,,,
320,Milka aux Morceaux d'Oreo,7622210262202,['Milka'],"['Algérie', 'France']",[],[],?,555,2322 kj(555 kcal),34,19,56,49,"5,4","0,5","0,2",,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,"Forme+ (5 Vitamines & 4 Minéraux), Céréale Complète (Lot x 3) - Heudebert - 3x 280g = 840g",7622210276278,"['Heudebert', 'Lu', 'Mondelèz International']",['France'],"['Céréales 90,5 % ', 'farine de blé et gluten de blé 57,8 %', 'farine complète de blé 31 %', 'farine de blé malté', 'sucre', 'graines de lin', 'levure', 'huile de palme', ""fibres d'avoine"", 'sel', 'minéraux [calcium ', 'orthophosphate', 'fer ', 'fumarate', 'magnésium ', 'oxyde', ']', 'agent de traitement de la farine ', 'acide ascorbique', 'vitamines [E', 'thiamine ', 'B1', 'riboflavine ', 'B2', 'B6', 'acide folique', ']']",['Huile de palme'],1625,?,1625 kj(388 kcal),6,"1,8",63,"7,7",15,"1,4","0,56",3 x 280 g = 840 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'en:wholemeal-rusk', 'en:zwieback', 'Biscottes au gluten']","['en:Charte LU Harmony', 'Point Vert', 'Fabriqué en France', 'Eco-Emballages', 'Info-Tri Point Vert']",6 g,en quantité modérée,1.8 g,en quantité modérée,7.7 g,en quantité modérée,1.4 g,en quantité modérée,-0%,,+0%,-4%,+76%,-2%,+76%,+14%,+10%,+10%,7,+58%,C,+58%,B,"Biscotte au gluten enrichie en vitamines E, B1, B2, B6, acide folique, en calcium, fer et magnésium et riche en phosphore","['Film plastique à jeter', 'Etui carton à recycler', '2 Sachets Fraîcheur', 'Ouverture facile']",['France'],,['E300 - Acide ascorbique'],4,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,https://www.lulechampdespossibles.fr/heudebert/produit/Heudebert-Forme-Plus?p=7408,['Banque alimentaire'],"['Gluten', 'Avoine']",,,['Huile de palme'],
322,Granola l’original à emporter partout chocolat au lait - 225g,7622210354174,"['Granola', 'Lu']",['France'],"['Farine de blé 48 %', 'chocolat au lait 27 % [sucre', 'pâte de cacao', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'lait écrémé en poudre', 'graisses végétales ', 'palme', 'karité en proportions variables', 'beurre concentré', 'émulsifiants ', 'lécithine de soja', 'E476', 'lactose ', 'de lait', 'arôme]', 'huiles végétales ', 'palme', 'noix de coco', 'sucre', 'sirop de sucre', 'son de blé', 'poudre à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sel', 'germes de blé', ""correcteur d'acidité "", 'acide citrique', ' Peut contenir œufs', 'fruits à coque', 'sésame']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,499,2088 kj(499 kcal),24,12,62,29,"7,1","1,25","0,5",225g,,['en:Charte LU Harmony'],,,,,,,,,,,,,,,,,,,,,,,,Biscuits chocolat au lait granola,['Carton'],,,"['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E330 - Acide citrique']",4,,,,,,,,,,"['Super U', 'Auchan', 'Leclerc']","['Gluten', 'Lait', 'Soja']",,,['Huile de palme'],
323,Mka 2x140g ch pepi lotx - Milka - 2x 140g,7622210389619,['Milka'],['France'],"['Farine de blé', 'sucre', 'huile de palme', 'œufs', 'sirop de glucose-fructose', 'stabilisant ', 'glycérol', 'lait entier en poudre', 'pâte de cacao', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'poudre à disodique', 'carbonate acide de sodium', 'sel', 'arômes', 'émulsifiant ', 'lécithine de soja', 'E472b', 'E475', 'épaississant ', 'gommexanthane', 'sirop de glucose', 'lait écrémé en poudre', ' @ Bizcocho con pepitas de chocolate con teche']","['Huile de palme', 'Non végétalien']",?,445,1862 kj(445 kcal),23,11,55,32,5,"0,875","0,35",2 x 140 g,"['Biscuits et gâteaux', 'Gâteaux']",,23 g,en quantité élevée,11 g,en quantité élevée,32 g,en quantité élevée,0.875 g,en quantité modérée,,+10%,+11%,+18%,+44%,+11%,+15%,-8%,+44%,+44%,24,+34%,E,+34%,,,,,,"['E422 - Glycérol', 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", ""E475 - Esters polyglycériques d'acides gras""]",4,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",,,['Huile de palme'],
324,Chocolat fourré au lait - Milka - 100g,7622210402257,['Milka'],"['Biélorussie', 'France']","['Sucre', 'graisse de palme', 'lait écrémé en poudre', 'beurre de cacao', 'lactosérum en poudre ', 'de lait', 'pâte de cacao', 'beurre concentré', 'émulsifiants ', 'lécithine de soja', 'lécithine de tournesol', 'pâte de noisettes', 'arômes', ' 7 % de lait écrémé en poudre dans le fourrage crème confiseur au lait']","['Huile de palme', 'Non végétalien']",?,573,2397 kj(573 kcal),37,21,53,52,"5,2","0,4","0,16",100 g,"['Snacks', 'Snacks sucrés', 'Confiseries']",,37 g,en quantité élevée,21 g,en quantité élevée,52 g,en quantité élevée,0.4 g,en quantité modérée,,+36%,+36%,+152%,+225%,-20%,+5%,+24%,+172%,+172%,27,+48%,E,+48%,,,['Paquet'],,,['E322i - Lécithine'],4,,,,,,,,,,,"['Lait', 'Fruits à coque', 'Soja']",,,['Huile de palme'],
325,La Paille d'Or Gaufrette aux framboises - LU - 170g,7622210422200,"['LU', 'Mondelez']",['France'],[],[],?,367,1536 kj(367 kcal),"1,2","0,2",83,53,"4,3","0,12","0,048",170 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées aux fruits']","['Sans colorants', 'Sans conservateurs']",1.2 g,en faible quantité,0.2 g,en faible quantité,53 g,en quantité élevée,0.12 g,en faible quantité,,-4%,-3%,-73%,-91%,+5%,+32%,+13%,-55%,-55%,13,0%,D,0%,C,Gaufrettes fourrées à la framboise - La Paille d'Or aux Framboises,"['Carton', 'boîte', 'Plastique']",,,,,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,,,,
326,Belvita - Biscuits aux céréales - Lu,7622210453037,['Lu'],"['Belgique', 'France']","['Céréales 46,5 % [farine de blé 25 %', 'céréales complètes 18,8 % ', 'sarrasin complet concassé 14,7 %', 'farine complète de blé 1,1 %', ""farine complète d'orge 1 %"", ""farine complète d'épeautre 1 %"", ""flocons d'avoine 1 %"", 'farine de riz 2,6 %', 'farine de blé malté 0,1 %]', 'sucre', 'huile de colza', 'amidon modifié', 'isomaltulose', 'inuline', 'humectant ', 'glycérol', 'agent de charge ', 'maltitol', 'gluten de blé', 'sel', 'poudre à lever ', 'carbonate acide de sodium', 'émulsifiant ', 'lécithine de soja', 'arôme', 'minéraux ', 'oxyde de magnésium', 'fer élémentaire', 'dextrose', 'vitamine B6', 'acide folique']",[],?,385,1611 kj(385 kcal),12,1,63,18,"5,9","0,7","0,28",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,12 g,en quantité modérée,1 g,en faible quantité,18 g,en quantité élevée,0.7 g,en quantité modérée,,-19%,-19%,-42%,-90%,-2%,-39%,-9%,+19%,+19%,2,-90%,B,-90%,C,,,,,"['E14XX - Amidons modifiés', 'E422 - Glycérol', 'E965 - Maltitol', 'E500ii - Carbonate acide de sodium', 'E322i - Lécithine']",4,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,['Delhaize'],"['Gluten', 'Soja']",,,,
