,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,generic_name,ingredients_origins,manufacturing,markets,link,palm_ingredients,traceability_code,brand_owner
232,Nougat tendre - Aitana - 300g,84121080003253,['France'],"['Sucre', 'sirop de glucose', 'fruits tropicaux secs ', '24%', ' ', 'Sucre', 'papaye', 'myrtille', 'ananas', 'raisins secs,noix de coco', 'banane', 'graisse de coco', 'acide citrique', 'arômes', 'huile de tournesol', 'miel', 'et conservateur E-220', 'miel', ""blanc d'œuf"", ' pain azyme ', 'fécule de pomme terre', 'huile de tournesol', 'arôme de vanille', ' Contient des sulfites']",['Non végétalien'],?,435,1820 kj(435 kcal),13,1,71,65,8,"0,08","0,032",E,"['Aitana', 'Mira y Llorens']","['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats blancs', 'Nougats tendre et dur']",['E330 - Acide citrique'],"['Œufs', 'Anhydride sulfureux et sulfites']",4,13 g,en quantité modérée,1 g,en faible quantité,65 g,en quantité élevée,0.08 g,en faible quantité,,-2%,-2%,-14%,-29%,+5%,+13%,+18%,+7%,+7%,15,-4%,D,-4%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,['Fabriqué en Espagne'],300 g,"['Film', 'Sachet', 'Plastique', 'atmosphère protectrice', 'Barre']",Nougat tendre tropical,,"['Jijona', 'Espagne']",['Noz'],http://mirayllorens.com/mirayllorens.com/marcas/aitana/,,,
233,Turron de fruta - Picó,8412115000073,['France'],"['SUCRE', '36% AMANDES', '28% CITROUILLE CONFITE ', 'sucre', 'citrouille', 'sirop de glucose', 'colorants E-120', 'E-100', 'E-133', 'conservateur E-200 et <10 ppm metabisulfite E-224', 'SIROP DE GLUCOSE', 'SORBITOL ', 'agent stabilisant E-420-i', 'CONSERVATEUR E-200 ET ZESTE DE CITRON RÂPÉ']","['Non végétalien', 'Non végétarien']",?,423,1770 kj(423 kcal),18,1,56,55,8,"0,1","0,04",E,['Picó'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Turrón aux fruits']","['E120 - Acide carminique', 'E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E420i - D-glucitol']",['Fruits à coque'],4,18 g,en quantité modérée,1 g,en faible quantité,55 g,en quantité élevée,0.1 g,en faible quantité,,-3%,-3%,-2%,-39%,-1%,+2%,+4%,+87%,+87%,13,-13%,D,-13%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
234,Turron de coco - Picó,8412115000080,['France'],"['45% NOIX DE COCO RÂPÉE', 'SUCRE', 'SIROP DE GLUCOSE ET CONSERVATEUR E-200']",[],?,470,1966 kj(470 kcal),26,24,52,44,"2,1","0,004","0,002",E,['Picó'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Touron à la noix de coco']",,,3,26 g,en quantité élevée,24 g,en quantité élevée,44 g,en quantité élevée,0.004 g,en faible quantité,,-3%,-3%,-4%,+22%,+0%,+10%,-34%,-89%,-89%,23,+6%,E,+6%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,['en:gluten-free'],,,,,,,http://turronpico.com/productos/calidad-suprema/turron-coco-calidad-suprema/,,,
235,Turron de nata nueces - Picó - 300g,8412115000097,['France'],"['SUCRE', '30% AMANDES', '119% NOIX', '11% LAIT ECREME EN POUDRE', 'SIROP DE GLUCOSE', 'AROME DE CRÈME ET CONSERVATEUR E-200']",['Non végétalien'],?,460,1925 kj(460 kcal),23,2,49,47,12,"0,15","0,06",E,['Picó'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Touron à la crème de noix']",,,4,23 g,en quantité élevée,2 g,en quantité modérée,47 g,en quantité élevée,0.15 g,en faible quantité,,-12%,-12%,-27%,-62%,+8%,+22%,0%,+133%,+133%,6,-64%,C,-64%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,['en:gluten-free'],300 g,,,,,,,,,
236,Turrón de mazápan - Picó,8412115000172,['France'],"['SUCRE', '43% AMANDES', '8% RAISINS', 'SORBITOL ', 'agent stabilisant E-420 i', 'AROME DE VIN DE MUSCAT ET CONSERVATEUR E-200']",[],?,452,1891 kj(452 kcal),22,"1,9",52,51,"9,9","0,01","0,004",E,['Picó'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']","['E420 - Sorbitol', 'E420i - D-glucitol']",['Fruits à coque'],4,22 g,en quantité élevée,1.9 g,en quantité modérée,51 g,en quantité élevée,0.01 g,en faible quantité,,-13%,-14%,-30%,-64%,+15%,+33%,-18%,-84%,-84%,15,-9%,D,-9%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,['en:gluten-free'],,,,,,,,,,
237,Mazapan / Petites Figurines De Pâte D'amande|150gr,8412115000233,"['France', 'Espagne']",[],[],?,465,1946 kj(465 kcal),25,2,50,47,11,,,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël']",,,,25 g,en quantité élevée,2 g,en quantité modérée,47 g,en quantité élevée,,,,-9%,-9%,-16%,-64%,+5%,+17%,+1%,,,,,,,,,,,,,,,,,,,,,,,,
238,Turron Dur Alicante - Picó - 150g,8412115000622,['France'],"['60% AMANDES GRILLES', 'SUCRE', '12% MIEL', ""SIROP DE GLUCOSE-FRUCTOSE ET BLANC D'OEUF"", 'REVETEMENT EXTERIEUR: PAIN AZYME ', 'fécule de pomme de terre et huile de tournesol']",['Non végétalien'],?,560,2343 kj(560 kcal),36,3,37,36,16,"0,01","0,004",E,['Picó'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",,['Œufs'],3,36 g,en quantité élevée,3 g,en quantité modérée,36 g,en quantité élevée,0.01 g,en faible quantité,,+4%,+5%,+8%,+6%,-13%,-4%,+16%,-72%,-72%,14,-2%,D,-2%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,['en:gluten-free'],150 g,,,,,,,,,
239,Turron de chocolate con Guindas al licor - Picó,8412115002312,['France'],"['PATE DE CACAO', 'SUCRE', '15% CERISES CONFITES ', 'cerises', 'saccharose', 'sirop de glucose', 'conservateurs E-202', 'E 211 et E-222: bisulfite de sodium et colorant E-127', 'LAIT CONDENSÉ ', 'lait et sucre', 'GRAISSE VÉGÉTALE DE PALME NON HYDROGÉNÉE', 'BEURRE DE CACAO', 'SIROP DE GLUCOSE-FRUCTOSE', 'STABILISATEUR ', 'sorbitol', '1,4% LIQUEUR', 'EMULSIFIANT ', 'lécithine de soja', 'CONSERVATEUR ', 'sorbate de potassium', ' ET AROME NATUREL DE VANILLE', ' Cacao: 30% minimum']","['Huile de palme', 'Non végétalien']",?,500,2092 kj(500 kcal),31,18,47,44,"4,9","0,09","0,036",E,['Picó'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E322i - Lécithine']","['Lait', 'Soja']",4,31 g,en quantité élevée,18 g,en quantité élevée,44 g,en quantité élevée,0.09 g,en faible quantité,,-4%,-4%,-1%,+241%,+4%,+15%,-59%,+40%,+40%,25,+52%,E,+52%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,['Huile de palme'],,
240,Figuritas De Mazapan - Pico,8412115004385,['France'],[],[],?,465,1946 kj(465 kcal),25,2,50,47,11,,,,['Pico'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Pipas,8412126135009,['France'],[],[],?,623,2607 kj(623 kcal),"52,5",7,"20,1",5,25,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Pipas Churruca Junior,8412126141246,['France'],[],[],?,623,2607 kj(623 kcal),"52,5",7,"20,1",5,25,"0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Frutos secos - Medina basic - 125g,8412139008062,['France'],"['maïs', 'huile de tournesol', 'sel']",[],1643,?,1643 kj(393 kcal),"12,3","1,7","63,4","1,5","7,2","6,25","2,5",,"['Medina basic', 'Medina']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Maïs']",,,,12.3 g,en quantité modérée,1.7 g,en quantité modérée,1.5 g,en faible quantité,6.25 g,en quantité élevée,+113%,,+146%,+305%,+223%,+141%,-58%,+74%,+1205%,+1205%,10,,C,,,,,,,,,,125 g,"['Green dot', 'Tidyman wastebasket', 'Sachet plastique']",,"[""Maïs d'Espagne""]","['Aperitivis Medina', 'Puerto Linera 1', 'Poligono Industrial 6', '28935', 'Móstoles', 'Spain']",['Intermarché'],,,,
244,Graine de tournesol,8412139008208,['France'],[],[],?,638,2669 kj(638 kcal),"51,1","4,1","30,1","9,9","14,5","0,2","0,08",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Graines de tournesol et dérivés', 'Graines de tournesol']",,,,51.1 g,en quantité élevée,4.1 g,en quantité modérée,9.9 g,en quantité modérée,0.2 g,en faible quantité,,+12%,+12%,+12%,-17%,+126%,+311%,-34%,-89%,-89%,13,-2%,D,-2%,78.2%,0.0%,8.3%,4.3%,5.7%,3.5%,55,,,,,,,,,,,
245,Aperitivos - Auchan,8412139065102,"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",?,656,2745 kj(656 kcal),"51,1","4,1","29,2","9,6","15,7","0,1","0,04",,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,['Auchan'],,,,
246,Pipas Tostadas Y Saladas,8412139065751,['France'],[],[],?,656,2745 kj(656 kcal),"51,1","4,1","30,1","9,9","14,5","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Tequila la revancha - 70cl,8412141101317,['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Tequilas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 cl,,,,,,,,,
248,Granadina - 100cl,8412141201055,['France'],[],[],?,124,519 kj(124 kcal),"0,5","0,1","30,9","30,9","0,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 cl,,,,,,,,,
249,Jake Coeurs De Pêche En Sac De 1 KG Bonbons Gélifiés Sucrés Au Goût De Pêche Et En Forme De Coeur à 3.70 ? Le Kilo ! - Jakemans,8412147003981,['France'],[],[],?,334,1397 kj(334 kcal),?,0,?,55,4,"0,1","0,04",,['Jakemans'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Jake Mûres Perlées En Sac De 1 KG Bonbons En Forme De Mûre Rouge Ou Noire Enrobée De Perles Sucrées à 4.90 ? Le Kilo !,8412147004124,['France'],"['GluFig diglucog eau sucre 1424 kJ,']",[],?,335,1402 kj(335 kcal),0,0,78,62,"4,1","0,13","0,052",,['Jake'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Green explosion,8412147110115,['France'],[],[],?,3,13 kj(3 kcal),1,1,7,7,10,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Star jellies,8412147570148,['France'],[],[],?,340,1423 kj(340 kcal),0,0,79,61,4,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
253,Sour Maniacs,8412147570889,['France'],[],[],?,332,1389 kj(332 kcal),0,0,77,62,"3,9","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Funny sour pencils,8412147580161,['France'],[],[],?,383,1602 kj(383 kcal),"2,9","1,6",85,62,"2,2","0,46","0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
255,"Tubo 200 Sucette Cameleon Gum Look'o'look Vte 0,10ï",8412147601033,['France'],[],[],?,514,2151 kj(514 kcal),0,0,95,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Lentejas - JA'E - 560grs,8412151075318,['France'],[],[],?,83,347 kj(83 kcal),0,0,13,"0,5","5,5","0,39","0,156",,"[""JA'E""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],560 grs,,,,,,,,,
257,Pois chiches - Aneco,8412151552017,['France'],"['dant: E-223', ' conticot INGREDIENTS•', ' eau', 'sei et antioxy consommer de P tJLo figurant stlf le']",[],?,88,368 kj(88 kcal),"1,9","0,2","4,7",0,"4,9","0,69","0,276",,['Aneco'],,"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Conserve'],,,,,,,,
258,POIVRON PIQUILO AIL JA'E 220G - Jae,8412151751021,['France'],['Ingrédients:'],[],?,39,163 kj(39 kcal),0,0,"7,5","5,8","1,3","0,78","0,312",,['Jae'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Bouillon de poulet,8412164000918,['France'],[],[],?,199,833 kj(199 kcal),"2,3","1,5","2,3","1,5","2,6","10,3","4,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,,,,
260,Magdalenas - El de Caldes - 420g,8412166100210,['France'],"['Farine de bilé', 'huile de tournessol', 'sucre', 'oeufs liquides pasteurisés', 'lait écrémée en poudre', 'levure ', 'gasifiants E-450i et E-500i', 'régulateur de PH E-516', 'antiaglomérant E-170 et amidon de mais', 'sirop de glucose', 'cnservateurs E-200 y E-202 et arôme de citron', ' 8', 'N° PE']",['Non végétalien'],1898,454,1898 kj(454 kcal),"25,3","2,5","50,9","28,8","5,3","0,8","0,32",B,['El de Caldes'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",['E500i - Carbonate de sodium'],,4,25.3 g,en quantité élevée,2.5 g,en quantité modérée,28.8 g,en quantité élevée,0.8 g,en quantité modérée,+1%,+3%,+3%,+11%,-64%,-4%,+5%,-7%,-1%,-1%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,420 g,,,,,,,,,
261,Madeleines nature - Sans marque - 500g,8412166100739,['France'],"['Farine de blé', 'huile de tournesol', 'sucre', 'œufs liquides pasteurisés', 'lait écrémé en poudre', 'levures ', 'E-450i', 'E-500ii', ""régulateur d'acidité "", 'E-516', 'anti-agglomérant ', 'E-170', 'amidon de maïs', 'sirop de glucose', 'conservateurs ', 'E-200', 'E-202', 'arôme de citron']","['Sans huile de palme', 'Non végétalien']",?,454,1900 kj(454 kcal),"25,3","2,5","50,9","28,8","5,3","0,8","0,32",B,['Sans marque'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E516 - Sulfate de calcium', 'E170 - Carbonates de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,25.3 g,en quantité élevée,2.5 g,en quantité modérée,28.8 g,en quantité élevée,0.8 g,en quantité modérée,,+3%,+3%,+11%,-64%,-4%,+5%,-7%,-1%,-1%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,['en:palm-oil-free'],500 g,"['Plastique', 'sachets individuels']",,,,['Noz'],,,,
262,Madeleines saveur chocolat - Sans marque - 500g,8412166100746,['France'],"['Farine de blé', 'huile de tournesol', 'sucre', 'œufs liquides pasteurisés', 'lait écrémé en poudre', 'levure ', 'E-450i et E-500ii', ""correcteur d'acidité "", 'E-516', 'antiagglomérant ', 'E-170', 'amidon de maïs', 'cacao', 'sirop de glucose', 'conservateurs ', 'E-200 et E-202', 'arôme de chocolat']","['Sans huile de palme', 'Non végétalien']",?,454,1900 kj(454 kcal),"25,3","2,5","50,9","28,8","5,3","0,8","0,32",D,['Sans marque'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']","['E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E516 - Sulfate de calcium', 'E170 - Carbonates de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,25.3 g,en quantité élevée,2.5 g,en quantité modérée,28.8 g,en quantité élevée,0.8 g,en quantité modérée,,+2%,+2%,+8%,-63%,-2%,+1%,-7%,+5%,+5%,15,-18%,D,-18%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,['en:palm-oil-free'],500 g,"['Plastique', 'Sachet individuel']",Madeleines Saveur Chocolat,,,['Noz'],,,,
263,Madeleines saveur fraise - Sans marque - 500g,8412166100753,['France'],"['Farine de blé', 'huile de tournesol', 'sucre', 'oeufs liquides pasteurisés', 'lait écrémé en poudre', 'levure ', 'gasifiants E450i et E500ii', 'régulateur de PH E516', 'antiagglomérant E170 et amidon de maïs', 'colorant naturel', 'sirop de glucose', 'conservateurs E200 et E202 et arôme de fraise']","['Sans huile de palme', 'Non végétalien']",1898,?,1898 kj(454 kcal),"25,3","2,5","50,9","28,8","5,3","0,8","0,32",B,['Sans marque'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['E500ii - Carbonate acide de sodium', 'E170 - Carbonates de calcium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,25.3 g,en quantité élevée,2.5 g,en quantité modérée,28.8 g,en quantité élevée,0.8 g,en quantité modérée,+1%,,+3%,+11%,-64%,-4%,+5%,-7%,-1%,-1%,15,-18%,D,-18%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,['en:palm-oil-free'],500 g,"['Sachet', 'Plastique']",,,,['Noz'],,,,
264,Mijo Bio Naturalia - Santiveri,8412170014886,['France'],"['G', 'XATCRALIAI mijo *Procedente de la agricultura INFORMAClbt1']",[],?,372,1556 kj(372 kcal),"5,8","0,9","68,4",0,"10,5","0,01","0,004",,['Santiveri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,['Naturalia'],,,,
265,Dark Chocolate 74% - Santiveri,8412170021815,['France'],[],[],?,496,2075 kj(496 kcal),"37,6","23,6","30,2","0,8",11,0,0,,['Santiveri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Fabriqué en Espagne', 'Sans sucre ajouté']",,,,,,,,,,
266,Bolacha Integral Com Pepitas De Chocolate - 3 Unidades - Santiveri,8412170023901,['France'],"[""PÉPITAS DE CHOCOLATE '*res anad"", 'dos', ' Contene aztmres natura!mente Atto contenido de grasas mordnsaülradas', ' Harina de ttgo', ""pepius de chocolate edulwante O y '0"", 'eduiwrante ', 'mafit00', ""de cam cacao desgrŒado en potv0' na de y polirricino!eato de y de aceite 4e girasol "", '12%', ' ', 'anj0', 'ddantes: eh v']",[],?,428,1791 kj(428 kcal),19,"4,1",61,"3,5","6,2",1,"0,4",,['Santiveri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Appellation d'origine""]",,,,,,,,,,
267,Cooki sanas - Santiveri - 150g,8412170025790,"['France', 'Tunisie']",[],[],?,405,1695 kj(405 kcal),13,"1,3",10,"1,7",7,"0,2","0,08",,['Santiveri'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans sucre ajouté', 'Sans lactose']",150g,,,,,,,,,
268,Caldo Vegetal ?sem? - Santiveri,8412170029255,['France'],"['CALDO DE VEGETALES', ' Caldo de Veqetales con un 5,2% de hortalizas', ' reparado alimenticio deshidratado', ' SIn gluten', ' Sin lactosa', ' Sin glutamato', ' uredientes: Grasa vegetal refinada de palma', 'sal', 'extractos de proteinas de soja y ', 'vadura', 'almidôn de malZ', 'azücar', 'aromas ', 'contienen apio', 'hortalizas ', '5,2%', ' ', 'apio', 'tomate', 'ebolla', 'puerro', 'zanahoria', 'especia y antioxidante: extractos de romero', ' Viodo de empleo: Disolver una pastilla en medio litro de agua hirviendo y se obtendrâ un ', 'aldo exquisito', ' Utilicese también para mejorar pastas', 'potajes', 'paellas', 'verdurasj salsas ,']",[],?,7,29 kj(7 kcal),"0,5","0,3","0,4","0,1","0,1","0,5","0,2",,['Santiveri'],,['E392 - Extrait de romarin'],['Céleri'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans gluten', 'Sans exhausteur de goût', 'Sans lactose', 'Sans glutamate', 'es:Sans exhausteur de goût', 'es:Sans glutamate', 'es:Sans gluten', 'es:Sans lactose']",,,,,,,,,,
269,8412223348968,8412223348968,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,
270,Chocolate extra fini negro 72%,8412224011625,['France'],[],[],?,496,2075 kj(496 kcal),"37,6","23,3","30,2","0,8",11,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en Espagne', 'Sans sucre ajouté']",,,,,,,,,,
271,DIET Rã¡disson Tortitas Arroz Sin Sal Sin Gluten,8412224040267,['France'],[],[],?,381,1594 kj(381 kcal),"2,8","0,5","78,8","0,8","8,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,La Noria Pois Chiches Bocal,8412258101897,['France'],[],[],?,99,414 kj(99 kcal),"1,9","0,2","12,2","0,5","5,7","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Penelas Salade Haricots Et Legumes Varies,8412258102214,['France'],[],[],?,58,243 kj(58 kcal),"0,7","0,2","3,9","0,4","3,9","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Pois chiche,8412258200477,['France'],[],[],?,378,1582 kj(378 kcal),6,"0,6","62,95","10,7","20,4","0,06","0,024",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,,,6 g,en quantité modérée,0.6 g,en faible quantité,10.7 g,en quantité modérée,0.06 g,en faible quantité,,+99%,+101%,+98%,+53%,+167%,+552%,+100%,-87%,-87%,1,,B,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,,,
275,Pois chiches cuit extra - Orbigo - 290g (200g égoutté),8412258303802,['France'],"['Pois chiches', 'eau', 'sel', 'séquestrant ', 'E385', ' et conservateur ', 'E223', ' Contient des sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']","419,4",?,"419,4 kj(100 kcal)","1,9","0,2","12,2","0,5","5,7","0,4","0,16",A,['Orbigo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches', 'Légumineuses en conserve', 'Pois chiches en conserve']","['E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']",['Anhydride sulfureux et sulfites'],4,1.9 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.4 g,en quantité modérée,-15%,,-13%,-7%,-26%,-19%,-29%,-12%,-34%,-34%,-6,,A,,28.6%,33.2%,14.9%,14.4%,4.2%,4.8%,88,,290 g (200 g égoutté),"['Bocal', 'Verre']",,,['Espagne'],,,,,
276,Tequila Pampas,8412260500077,['France'],[],[],?,?,,?,,?,,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Tequilas']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Noix - Frutos Secos - 200g,8412270704052,['France'],['Noix à coque'],[],?,587,2456 kj(587 kcal),"49,66","7,72","21,26","4,9","24,35","0,02","0,008",D,['Frutos Secos'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix']",,['Fruits à coque'],,49.7 g,en quantité élevée,7.72 g,en quantité élevée,4.9 g,en faible quantité,0.02 g,en faible quantité,,-14%,-14%,-22%,+29%,+116%,+40%,+63%,+2%,+2%,5,+113%,C,+113%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,200 g,,,,,,,,,
278,Fruits secs,8412270882101,['France'],[],[],?,582,2435 kj(582 kcal),"49,8","5,22","19,33",0,"19,33","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,
279,Cœur de laitue - Bouquet,8412276046095,['France'],[],[],?,13,54 kj(13 kcal),"1,7","0,4","1,8","0,49","0,98",,,,['Bouquet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Maïs doux - Bouquet - 2épis,8412276061838,['France'],['Maïs doux'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,"['Bouquet', 'Anecoop']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Maïs', 'Maïs doux', 'Maïs doux frais']",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Non OGM'],2 épis,['Plastique'],,,['Espagne'],['Monoprix'],,,,
