,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,ingredients_origins,packaging,allergens,nova_score,manufacturing,generic_name,additives,brand_owner,link
506,Jambon à l'ancienne - Domaine Picard,2252519021122,['Domaine Picard'],['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Picard'],,,,,,,,,
507,Diestelöl,4305720011159,,"['Autriche', 'France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Wsy Thirteen Spices Powder,6906303888885,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,Palmöl,5055416304445,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Pauillac 2012,3760020095369,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Billes céréales 3 chocolats,3564884018324,,['France'],[],[],?,493,2063 kj(493 kcal),23,14,64,47,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Schwarzkümmelöl,4160112621022,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,,,,,['Matières grasses'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Boudin noir antillais,3295210001764,,['France'],[],[],?,?,,?,,?,,?,0,0,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Ktipiti,0002000001803,,['France'],[],[],?,151,632 kj(151 kcal),"11,2",5,"4,6","4,1","2,6","1,18","0,472",,,,,"['Produits à tartiner', 'Produits à tartiner salés', 'Ktipiti']",11.2 g,en quantité modérée,5 g,en quantité modérée,4.1 g,en faible quantité,1.18 g,en quantité modérée,,-1%,-0%,-3%,+59%,-6%,+0%,-49%,+31%,+31%,9,+53%,C,+53%,,,,,,,,,,,,,,,,,
515,écrin de ruby,3078818105221,,['France'],[],[],?,568,2377 kj(568 kcal),41,17,39,34,"9,2","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Roquefort papillon rouge,0202637022244,,['France'],[],[],?,379,1586 kj(379 kcal),32,20,"1,8",0,21,"3,6","1,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Jambon cuit à griller - 180g,3258220881719,,['France'],[],[],?,?,,?,,?,,?,0,0,180 g,,['Nutriscore'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Baguette 3 meunier,0209111004598,,['France'],[],[],?,259,1084 kj(259 kcal),"1,8","0,2",52,"4,9","7,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Miel de foret - 250g,3560180000254,,['France'],[],[],?,?,,?,,?,,?,,,250 g,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de forêt']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,
520,Kokosöl nativ - 300ml,9100000155586,,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,300 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,
521,Pause Douceur,3760052699467,,['France'],[],[],?,539,2255 kj(539 kcal),"36,2","19,4","43,4","39,5","6,91","0,154","0,062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Aiguillette de poulet - La Nouvelle Agriculture,0213329017783,['La Nouvelle Agriculture'],['France'],[],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-17%,-30%,-16%,-100%,-100%,+1%,-75%,-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,
523,100% whey prime,5600826208458,,['France'],[],[],?,404,1690 kj(404 kcal),6,"3,5","3,5","3,1",84,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Lazos de hojaldre blancos,8437008582696,,['France'],[],[],?,452,1891 kj(452 kcal),"22,2","12,67","59,2","36,3","3,3","0,52","0,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Couronne pépites chocolat,0208672029521,,['France'],[],[],?,328,1372 kj(328 kcal),11,"6,5",48,18,"8,2","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Banane chips bio,2411973008920,,['France'],[],[],?,?,,?,,?,,?,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Orange raisin banane,3126930158844,,['France'],[],[],?,185,774 kj(185 kcal),0,0,10,"9,6","0,5",0,0,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Cookies Flocons d'avoine & Cranberries - Marthe - 150g,,['Marthe'],['France'],"['Farine de blé*', 'sucre roux*', 'beurre*', 'pépites de chocolat 60%* ', 'pâte de cacao*', 'sucre de canne*', 'beurre de cacao*', 'extrait de vanille*', 'poudre à lever ', 'amidon de maïs*', 'bicarbonate de sodium', 'acide tartrique', ""flocons d'avoine* "", '10%', 'cranberries* ', '10%', ""sel *ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,490,2050 kj(490 kcal),20,12,60,27,7,"0,5","0,2",150g,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-09']",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', ""Biscuits à l'avoine""]",20 g,en quantité modérée,12 g,en quantité élevée,27 g,en quantité élevée,0.5 g,en quantité modérée,,+6%,+6%,-2%,+51%,+2%,+20%,-6%,-19%,-19%,23,+49%,E,+49%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"['Sachet', 'Etui carton']","['Gluten', 'Lait', 'Avoine']",3,['46330 Cabrerets'],Cookies Flocons d'avoine & Cranberries,"['E500ii - Carbonate acide de sodium', 'E334 - Acide L-tartrique']",,https://www.marthebio.com/
529,Sauce au curry,05393332123,,['France'],[],[],?,375,1569 kj(375 kcal),"12,82","2,26","52,61","11,27","7,57","11,2","4,48",,,,B,"['Epicerie', 'Sauces', 'Sauces au curry']",12.8 g,en quantité modérée,2.26 g,en quantité modérée,11.3 g,en quantité modérée,11.2 g,en quantité élevée,,+61%,+70%,-30%,-33%,+401%,+88%,+373%,+567%,+567%,18,+54%,D,+54%,21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,,,,,,,,,,
530,Tarte au caramel & aux noix - Marthe - 100g,,['Marthe'],['France'],"['Pâte sucrée ', 'farine de blé', 'beurre', 'sucre', 'œuf', 'eau', 'crème liquide', 'sucre', 'noix ', '15%']","['Sans huile de palme', 'Non végétalien']",?,489,2046 kj(489 kcal),27,12,50,32,"9,3","0,23","0,092",100g,,,,"['Biscuits et gâteaux', 'Gâteaux']",27 g,en quantité élevée,12 g,en quantité élevée,32 g,en quantité élevée,0.23 g,en faible quantité,,+21%,+22%,+38%,+57%,+1%,+15%,+71%,-62%,-62%,24,+34%,E,+34%,,,,,,,,,,['sachet sous vide'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",3,['46330 Cabrerets'],,,,https://www.marthebio.com/
531,Coulis tomate,3267460031167,,['France'],[],[],?,31,130 kj(31 kcal),"0,15","0,15","5,5","5,5","1,4","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,"Croquants, lavande & graines de lin - Marthe - 100g",,['Marthe'],['France'],"['Farine de blé*', 'sucre roux*', 'huile de tournesol*', 'vin blanc*', 'poudre à lever ', 'amidon de mais*', 'bicarbonate de sodium', 'acide tartrique', 'graines de lin* ', '2%', 'lavande* ', '0,4%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,440,1841 kj(440 kcal),13,"1,7",69,28,6,"0,1","0,04",100g,,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-09']",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",13 g,en quantité modérée,1.7 g,en quantité modérée,28 g,en quantité élevée,0.1 g,en faible quantité,,-7%,-7%,-38%,-83%,+8%,-5%,-8%,-83%,-83%,12,-39%,D,-39%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,"['Sachet', 'Étui carton']",['Gluten'],3,['46330 Cabrerets'],,"['E500ii - Carbonate acide de sodium', 'E334 - Acide L-tartrique']",,https://www.marthebio.com/
533,Coffret Mendiants Noir Et Lait N°25,0659253132244,,['France'],[],[],?,579,2423 kj(579 kcal),42,25,43,37,7,"0,13","0,052",,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",42 g,en quantité élevée,25 g,en quantité élevée,37 g,en quantité élevée,0.13 g,en faible quantité,,+5%,+5%,+15%,+18%,-7%,-10%,-3%,-6%,-6%,25,+6%,E,+6%,,,,,,,,,,,,,,,,,
534,Sol Aceite De Girasol - Guillen,8410660401109,['Guillen'],['France'],[],[],?,900,3766 kj(900 kcal),100,13,0,0,0,0,0,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Graines de tournesol et dérivés', 'Huiles de tournesol']",100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+3%,+3%,+3%,+23%,-100%,-100%,-100%,-100%,-100%,11,0%,D,0%,76.7%,11.6%,3.7%,6.1%,1.8%,0.0%,49,,,,,,,,,,
535,Pollen de fleurs,3760097453222,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Vino blanco dulce sauternes burdeos francia,3192372850004,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,La fraicherie,3760036571291,,['France'],[],[],?,47,197 kj(47 kcal),"0,6","0,1",9,"8,2","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Veggie Gelly - Prozis,5600499589274,['Prozis'],['France'],[],[],?,363,1519 kj(363 kcal),0,0,86,"5,4",0,"0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Bloc de foie gras de oca,8433329015189,,['France'],[],[],?,431,1803 kj(431 kcal),43,17,5,1,6,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Vinaigre à la pulpe de citron et au gingembre,3760129021320,,['France'],[],[],?,85,356 kj(85 kcal),"0,24","0,05","15,88","15,35","0,48","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Almogrote rojo Bolaño,8437016250051,,['France'],[],[],?,549,2297 kj(549 kcal),"49,7","32,7","5,8","0,1","19,7","1,92","0,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Galettes de blé noir,3760105822644,,['France'],[],[],?,168,703 kj(168 kcal),"1,6","0,3",31,"0,5","5,9","1,4","0,56",,,,B,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",1.6 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,1.4 g,en quantité modérée,,-5%,-5%,-59%,-81%,+14%,-30%,-14%,+6%,+6%,5,-3%,C,-3%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,,,,,,,,,
543,Mini croques au comté et à la truffe blanche d'été - Thiriet,3292590802066,['Thiriet'],['France'],[],[],?,252,1054 kj(252 kcal),14,"8,9",21,"1,6","9,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Thiriet'],,,,,,,,,
544,Gourmandise des Lutins,3441260004204,,['France'],[],[],?,215,900 kj(215 kcal),"0,5","0,1",52,49,"0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Graines de courge grillées salées,3760197943890,,['France'],[],[],?,619,2590 kj(619 kcal),"51,1","10,6","7,7","1,8","34,2","2,25","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Couronne briochée - Auchan,2030000022939,['Auchan'],['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
547,Rilettes de Maquereaux fumés aux tomates séchées - 90g,3284570001934,,['France'],[],[],?,239,1000 kj(239 kcal),19,"8,2","6,2","2,5",13,"1,7","0,68",90 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Pain aux Céréales,3700517403369,,['France'],[],[],?,270,1130 kj(270 kcal),"3,4","0,5","49,9","1,3","9,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Tablette maltitol,3491200008625,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Lov Organic - Schwarzer Tee Rose - 100g,3760118779577,['Lov organic'],['France'],[],[],?,?,,?,,?,,?,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Wawel Cukierki Fistaszkowe - 120g,5900102003679,['Wawel'],['France'],[],[],?,409,1711 kj(409 kcal),"9,5","2,7",76,59,4,"0,03","0,012",120 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Yudum Sonnenbluhmenol,8697463150780,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Rillettes aux 2 Saumons Grand Marnier - 90g,3284570000777,,['France'],[],[],?,193,808 kj(193 kcal),14,"6,3","1,1","0,9",16,"1,4","0,56",90 g,"['FR 85.166.011 CE', 'Olonne-sur-Mer (Vendée, France)']",,E,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon']",14 g,en quantité modérée,6.3 g,en quantité élevée,0.9 g,en faible quantité,1.4 g,en quantité modérée,,-12%,-12%,-19%,+30%,-50%,-1%,+19%,+23%,+23%,14,+59%,D,+59%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,
554,Escalope de dinde,2689119038968,,['France'],[],[],?,?,,?,,?,,?,0,0,,,['Fabriqué en France'],D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,
555,Reblochon de savoie au lait cru,2204671002303,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",,,,,,,0 g,en faible quantité,,,,,,,,,-100%,-100%,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
556,"Rillettes de Saumon fumé, Citron et Basilic - Bourgain et Fils - 90g",3284570001965,['Bourgain et Fils'],['France'],[],[],?,213,891 kj(213 kcal),15,"6,3","3,2","1,6",16,1,"0,4",90 g,,,E,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de saumon']",15 g,en quantité modérée,6.3 g,en quantité élevée,1.6 g,en faible quantité,1 g,en quantité modérée,,-3%,-3%,-13%,+30%,+44%,+77%,+19%,-12%,-12%,12,+37%,D,+37%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,,,,,,,,
557,Rillettes de Haddock fumé à la Vodka et Herbes de Bison - 90g,3284570002054,,['France'],[],[],?,172,720 kj(172 kcal),12,"6,4","0,2","0,2",16,1,"0,4",90 g,,,D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",12 g,en quantité modérée,6.4 g,en quantité élevée,0.2 g,en faible quantité,1 g,en quantité modérée,,-21%,-22%,-29%,+12%,-91%,-80%,+17%,-8%,-8%,12,+24%,D,+24%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,
558,DÉLICE D'OR poire - Beurlay,3229580022869,['Beurlay'],['France'],[],[],?,425.6,1781 kj(425 kcal),17,11,63,41,"4,7","0,54","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Champagne Dom Pérignon,3185370689806,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Escalopes de dinde - Auchan,2600003062715,['Auchan'],['France'],[],[],?,445,1862 kj(445 kcal),"0,5","0,5","0,5","0,5",25,"0,1","0,04",,,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",0.5 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,,+268%,+269%,-62%,+24%,-83%,-35%,+9%,-82%,-82%,0,,B,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['Auchan'],,,,,,,,,
561,Quenelles lyonnaises de brochet,0002000007027,,['France'],[],[],?,208,870 kj(208 kcal),12,"6,3",16,"1,7","8,5","0,83","0,332",,,,,"['Plats préparés', 'Plats préparés au poisson', 'Quenelles', 'Quenelles de poisson', 'Quenelles de brochet']",12 g,en quantité modérée,6.3 g,en quantité élevée,1.7 g,en faible quantité,0.83 g,en quantité modérée,,+8%,+8%,-2%,+24%,+24%,+121%,+16%,-19%,-19%,11,+32%,D,+32%,,,,,,,,['Monoprix'],,,,,,,,,
562,Riz long basmati - Riz du monde - 5kg,023327665001535215211114,['Riz du monde'],['France'],['100% riz long BASMATI'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,352,1473 kj(352 kcal),"0,7","0,2","78,7","0,1","7,1","0,01","0,004",5 kg,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",0.7 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,,+7%,+6%,-33%,-17%,+11%,-59%,-6%,-72%,-72%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,['Plastique'],,1,,,,,
563,All butter scottish shortbread fingers - Lidl,20016210,['Lidl'],['France'],[],[],?,517,2163 kj(517 kcal),"26,5","17,2","64,9","18,1","4,3","0,69","0,276",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['card-box', 'pet-tray', 'mixed plastic-film']",,,,,,,
564,Jambon à l'ancienne,2602657029458,,['France'],[],[],?,123,515 kj(123 kcal),"3,1","1,4","0,5","0,5",23,2,"0,8",,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,,-19%,-19%,-50%,-42%,+1%,+3%,+3%,+3%,+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Picard'],,,,,,,,,
565,Père olive - 150g,5413588624417,,['France'],[],[],?,18,75 kj(18 kcal),"4,1","4,1","4,3",3,"4,1","2,5",1,150 g,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Cacao en poudre bio,7862116610534,,['France'],[],[],?,168,703 kj(168 kcal),4,"2,5",7,0,4,0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Toast brioché,14501777,,['France'],[],['Sans huile de palme'],?,238,996 kj(238 kcal),"7,9","0,9",48,10,"7,2","1,1","0,44",,,['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Olives farcies à la pâte de poivron,3425480101110,,['France'],[],[],?,151,632 kj(151 kcal),"14,9","1,5","0,2",0,"2,1","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Galette poire chocolat - Auchan,2030506482930,['Auchan'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,
570,Peanut bowl,3770014104113,,['France'],[],[],?,422,1766 kj(422 kcal),19,"2,7","44,8","12,8","17,3","0,04","0,016",,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Paupiette de veau - Tendriade,2474803050575,['Tendriade'],['France'],[],[],?,269,1125 kj(269 kcal),"22,5","8,9",2,"0,2","14,6","0,88","0,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Brioche de Vendée leclerc,0209921030961,,['France'],[],[],?,376,1573 kj(376 kcal),16,11,52,12,"7,1","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Olive verte denoyauté medit tropic,0208550009645,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Chocolat noir 72%,0838948012140,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,"Soupe, courge musquée, pomme, curry",3760020059644,,['France'],[],[],?,25.74,108 kj(25 kcal),"0,55","0,09","4,3","2,33","0,46","0,142","0,057",,"['EMB 62817', 'Tilloy-lès-Mofflaines (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,La rosette,2688496054776,,['France'],[],[],?,373,1561 kj(373 kcal),"28,3",12,"2,4","1,38","27,2","4,65","1,86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Giranose sausage mix meat free,5050665005051,,['France'],[],[],?,637,2665 kj(637 kcal),"2,1",1,"15,4","4,1",15,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Miyata soy,6933362463487,,['France'],[],[],?,256,1071 kj(256 kcal),"0,5","0,1","5,8","0,5",9,"21,9","8,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Olives vertes entières bio pimentées,3760137113222,,['France'],[],[],?,259,1084 kj(259 kcal),"27,1","3,11",0,0,"1,4","3,72","1,488",,,"['Bio', 'Bio européen', 'FR-BIO-10']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives farcies', 'Olives vertes farcies']",27.1 g,en quantité élevée,3.11 g,en quantité modérée,0 g,en faible quantité,3.72 g,en quantité élevée,,+57%,+58%,+70%,+16%,-100%,-100%,-17%,+12%,+12%,16,+30%,D,+30%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,
580,Kokosnussmilch Light,4792038104008,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",,,,,,,,,,,,,,,,,,,,,,,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,,,['Dose'],,,,,,,
581,Thai Green Curry,8850134508017,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Bambussprossen,8851011216438,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,
583,Riz Basmati,20238209,,['France'],[],[],?,347,1452 kj(347 kcal),"0,6","0,1","77,8","0,2","6,8","0,01","0,004",,,"['Bio', 'en:EG-Öko-Verordnung']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Gruyère,2860001023150,,['France'],[],[],?,364,1523 kj(364 kcal),28,19,"0,5","0,5",28,"0,6","0,24",,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",28 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,,-9%,-9%,-14%,+5%,+14%,+401%,+4%,-59%,-59%,11,-23%,D,-23%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,
585,Pain au lait au levain,2010001100454,,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
