,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,quantity,packaging,brand,categories,ingredients_origins,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,labels,traceability_code,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,saturated_acids_quantity,saturated_acids_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,palm_ingredients,link
1072,Chocolat Bonnat,5833537400075,['France'],[],[],?,603,46,"42,6","8,8",,,2523 kj(603 kcal),"29,65","25,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,Extra velouté - Lindt,3046999084000,['France'],[],[],?,571,36,57,"4,8",0,0,2389 kj(571 kcal),22,57,,,['Lindt'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,Sucre de fleur de coco bio,03479780,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,Conté,0277351031957,['France'],[],[],?,418,35,0,27,"0,8","0,32",1749 kj(418 kcal),23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Paté de tête,3233970370348,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Les calissons,3532610084912,['France'],[],[],?,439,17,"59,2","8,6","0,2","0,08",1837 kj(439 kcal),"1,5","49,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,Poulet d'ici !,2228351036211,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Protein soup,4260439666031,['France'],[],[],?,52.4,"0,9","5,1","5,3","0,1","0,04",219 kj(52 kcal),"0,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,Taco de lomo duroc,2603885008130,['France'],[],[],?,215.7,"7,3","0,6","36,9",3,"1,2",902 kj(215 kcal),"3,3","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Tropical chili sauce,03578568,['France'],[],[],?,169,"0,1","42,1","0,2","0,425","0,17",707 kj(169 kcal),"0,02","38,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,Mini fripon framboise,0206940018048,['France'],[],[],?,391,18,51,"5,9","0,87","0,348",1636 kj(391 kcal),12,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Cèpes cuisinés à l'huile - Laguilhon - 600g,06081441,['France'],[],[],?,?,?,?,?,,,,,,600 g,['métal'],['Laguilhon'],,['France'],['64800 Bénéjacq France'],,,,,,,,,,,,,,,,,,,,"['EMB 64109B', 'Bénéjacq (Pyrénées-Atlantiques, France)']",,,,,,,,,,,,,,,,,,,
1084,Wodka Parliament 40% 500ML Bols,4600958002765,['France'],[],[],?,0,?,?,?,,,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,Laguilhon - 600g.,04411903,['France'],"['cèpes ', 'boletus edulis ou aereus', ' : jambes et morceaux', 'huile de tournesol', 'sel', 'poivre']",[],?,?,12,"3,2","3,8","0,45","0,18",,,"0,6",600 g.,['boîte métal'],['Laguilhon'],,['France'],['64800 Bénéjacq France'],,,,,,,,,,,,,,,,,,,,"['EMB 64109B', 'Bénéjacq (Pyrénées-Atlantiques, France)']",,,,,,,,,,,,,,,,,,,
1086,Foul Moudammas,5285000962847,['France'],[],[],?,100,"0,5","16,5",7,"1,2","0,48",418 kj(100 kcal),0,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,Crème de balsamique au piment d’espelette,3760194210339,['France'],[],[],?,188,"0,1","45,6","1,3","0,1","0,04",787 kj(188 kcal),"0,1","39,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,4 BRO ice tea peach,4260667060045,['France'],[],[],?,29,"0,5","7,1","0,02",,,121 kj(29 kcal),"0,5","7,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,Sundale Sugar,8710437001403,['France'],[],[],?,0,?,?,?,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,Smaakt Speltmuesli Extra,8718215063230,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,Escalopes par 6 ti gayar - 3pcs,2253994083773,['France'],[],[],?,?,?,?,?,,,,,,3 pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,Parmentier de canard,3512030021179,['France'],[],[],?,160,"9,9",11,"6,3","0,75","0,3",669 kj(160 kcal),"5,2","0,9",,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au canard', 'Parmentiers de canard']",,,,,,,9.9 g,en quantité modérée,0.9 g,en faible quantité,0.75 g,en quantité modérée,,+13%,+29%,+14%,-44%,-12%,-4%,-4%,,,6,+103%,C,+103%,D,5.2 g,en quantité élevée,+14%,+42%,78.8%,12.8%,2.6%,3.3%,1.4%,1.0%,46,,,
1093,Miel de fleurs,99585863,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1094,2627339001898,2627339001898,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,Pâte à tartiner Cerise,3268841006392,['France'],[],[],?,227,0,55,"0,6",0,0,950 kj(227 kcal),0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,Jus de pomme -,7427129323545,['France'],[],[],?,51,0,10,1,1,"0,4",213 kj(51 kcal),0,10,,['Bouteille en verre'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,,,,0 g,en faible quantité,10 g,en quantité élevée,1 g,en quantité élevée,,+11%,-100%,-8%,-3%,+369%,+9074%,+9074%,"['Bio', 'Bio européen', 'FR-BIO-16', 'AB Agriculture Biologique']",,9,+118%,D,+118%,B,0 g,en faible quantité,+12%,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,
1097,Confiture allegee,3363476230300,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,16123014,16123014,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,Trio lin cacao & coco,3770015852037,['France'],[],[],?,567,45,"11,3","19,7",0,0,2372 kj(567 kcal),3,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Bonbon cerise,3662444004487,['France'],[],[],?,236,0,"98,2",0,"0,188","0,075",987 kj(236 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Pâte de coing,3389750033276,['France'],[],[],?,320,"0,5",82,"0,5","1,1","0,44",1339 kj(320 kcal),"0,5",71,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,
1102,"Tassenküchlein , Haselnuss",4000521013141,['France'],[],[],?,257,"4,8",47,"5,8","0,37","0,148",1075 kj(257 kcal),"1,2",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Miel,3760003900161,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Miel d’acacia du gatinais,3760069901041,['France'],[],[],?,?,?,?,?,,,,0,0,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels du Gâtinais']",,,,,,,,,0 g,en faible quantité,,,,,,,-100%,,,,,,,,,,B,0 g,en faible quantité,,-100%,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1105,Pain tranché,4250093349616,['France'],[],[],?,280,14,5,28,,,1172 kj(280 kcal),"0,4","1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,PHO,3770006471087,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Eclairs au chocolat E.Leclerc,0216593011488,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,Stickletti,4000560009532,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Café au lait d’amande,7613287203083,['France'],[],[],?,3,"1,1","5,1","0,4",,,13 kj(3 kcal),"0,9","2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Miel de fleurs,3916275912542,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,
1111,Jus de grenade,3760239183048,['France'],[],[],?,56,0,"15,4","0,3",,,234 kj(56 kcal),0,"13,8",,"['Bouteille en verre', 'Bouchon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Tomate+,4009198268618,['France'],[],[],?,18,"0,1",3,"0,9","0,65","0,26",75 kj(18 kcal),"0,1",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Biere sans gluten,8222460122982,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,café - lugat - 250g,3700809362725,['France'],[],[],?,?,?,?,?,,,,,,250 g,['papier plastifié'],['Lugat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",['Le Roasted'],['Arcachon'],,,,,,,,,,,,,,,,,,,['33380 Mios'],['3700809362725'],,,,,,,,,,,,,,,,,,,Maxicoffee
1115,Thé,8711200571048,['France'],[],[],?,1,0,"0,2","0,1",0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Thé vert,3554740201250,['France'],[],[],?,1,0,"0,2","0,1",0,0,4 kj(1 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,Vinaigre Balsamique De Modène - Fauchon,0697893292669,['France'],[],[],?,263,0,61,"0,3",0,0,1100 kj(263 kcal),0,61,,,['Fauchon'],"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",['Italie'],,,,,,0 g,en faible quantité,61 g,en quantité élevée,0 g,en faible quantité,,+79%,-100%,+92%,+109%,-55%,-100%,-100%,,,,,,,B,0 g,en faible quantité,+79%,-100%,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,
1118,Goya Moscatel Dessert Wine,8412773111210,['France'],[],[],?,0,?,?,?,,,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,MINI GRATIN POMMES DE TERRE,3700478582622,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Farine de mais,2100778001983,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,coq au vin de bergerac - les legendaires - 760gr,03741003,['France'],[],[],?,?,"6,3","2,6",> 10,0,0,,,"0,6",760 gr,['bocal verre'],['les legendaires'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Vins français', 'Plats à la volaille', 'Coq au vin', 'Bergerac']",['France'],['cca perigord'],['Aldi'],,,,,,,,,,,,,,,,,,"['Viande Française', 'Volaille-francaise']",['CCCABBRA53'],,,,,,,,,,,,,,,,,,,
1122,Escalope de dinde,0215289023163,['France'],[],[],?,112,"1,8",0,24,"0,11","0,044",469 kj(112 kcal),"0,5",0,,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,1.8 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-7%,+36%,-100%,-100%,+5%,-80%,-80%,"['Nutriscore', 'Nutriscore A']",,-4,,A,,D,0.5 g,en faible quantité,-7%,+24%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,
1123,0461935184,0604619351845,['France'],[],[],?,?,?,?,?,,,,0,0,,['Bottle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Edeka,4311501705674,['France'],[],[],?,?,?,?,?,,,,,,,,['Edeka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Penne complètes & Légumes du soleil,0205856022910,['France'],[],[],?,115,5,12,"4,5","0,77","0,308",481 kj(115 kcal),"1,6","2,4",,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,
1126,Pate a tartiner,3760188800256,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,mousse,25151114,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Fond de veau dégraissé - Carrefour,3560071245542,['France'],[],[],?,15,"0,5","3,2","0,5","0,82","0,328",63 kj(15 kcal),"0,1","0,5",,,['Carrefour'],"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Fond de veau']",,,,,,,0.5 g,en faible quantité,0.5 g,en faible quantité,0.82 g,en quantité modérée,,-94%,-85%,-93%,-94%,-92%,-94%,-94%,,,3,-71%,C,-71%,,0.1 g,en faible quantité,-94%,-89%,,,,,,,,,,
1129,Saucisson à cuire pur porc,0206468034636,['France'],[],[],?,244,20,"0,5","15,5","2,4","0,96",1021 kj(244 kcal),"7,3","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,cranberries sechés,2600327034702,['France'],[],[],?,341,"0,5",82,"0,5",,,1427 kj(341 kcal),"0,1",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Mon cordon,2208633046053,['France'],[],[],?,137,"1,6","8,7",20,"1,2","0,48",573 kj(137 kcal),"0,7","1,5",,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 26.088.011 CE', 'Chatuzange-le-Goubet (Drôme, France)']",,,,,,,,,,,,,,,,,,,
1132,Jus de pomme aux piments,,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,
1133,Mini chaussons au Nutella,2685235005495,['France'],[],[],?,594,"37,3",56,0,"0,9","0,36",2485 kj(594 kcal),20,"25,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,Napolitain noir 72%,3760243013027,['France'],[],[],?,580,44,33,"8,2",0,0,2427 kj(580 kcal),27,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Backfisch-Stäbchen,27075937,['France'],[],[],?,181,"7,9","16,5",11,"0,95","0,38",757 kj(181 kcal),1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Grilletine equilibre,3182197002139,['France'],[],[],?,382,"4,3",70,14,1,"0,4",1598 kj(382 kcal),"2,2","4,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,SuanCaiYu,6936072100369,['France'],[],[],?,141,"15,2","0,8","0,8","14,5","5,8",590 kj(141 kcal),"1,2","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,Merenda yogurt e pera,8000050534007,['France'],[],[],?,337,"0,8","17,2","0,8",,,1410 kj(337 kcal),"0,4","11,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Filets de poulet noir fermier bio,2220501087241,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,
1140,Bleu provence,2667380021124,['France'],[],[],?,423,34,"1,3","9,3","0,5","0,2",1770 kj(423 kcal),26,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,Raw-Barre Feed. Snack,3665069004269,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,Raw-barre,3665069004276,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Balisto gout miel-amandes,2060859419123,['France'],[],[],?,518,28,59,"6,7","0,66","0,264",2167 kj(518 kcal),11,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,barre de cereales almond & coconut,5000159528726,['France'],[],[],?,532,38,31,11,0,0,2226 kj(532 kcal),19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Franken Leberwurst,4010534012352,['France'],[],[],?,344,32,"0,5",14,"1,8","0,72",1439 kj(344 kcal),12,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,Nouille,6943767201911,['France'],[],[],?,363,"10,1","63,8","3,5","5,6","2,24",1519 kj(363 kcal),"1,3","5,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,Sprinkle Kit,8718781582487,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,Smiles,0025675051959,['France'],[],[],?,60,3,8,1,"0,375","0,15",251 kj(60 kcal),"1,5",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,73000327,73000327,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,Vieux cimetière,9782226242396,['France'],[],[],?,2,63,12,21,1,"0,4",8 kj(2 kcal),32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Poudre de cacao bio,3701269701659,['France'],[],[],?,322,10,14,"20,4",,,1347 kj(322 kcal),"6,95",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,Moutarde à la truffe,3330149100901,['France'],[],[],?,189,"14,8","4,5",6,"5,82","2,328",791 kj(189 kcal),"0,98","2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Kombucha Bio hibiscus myrtille,3701407703859,['France'],[],[],?,22,0,"4,4",0,0,0,92 kj(22 kcal),0,"4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,Tartelette tatin,2030507927843,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Cuisse de poulet rôti,0217637031684,['France'],[],[],?,168,10,0,19,"1,4","0,56",703 kj(168 kcal),"2,6",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Rillettes,3001238000005,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,Datte,7291008083611,['France'],[],[],?,915,"0,3","50,1","1,7",,,3828 kj(915 kcal),"0,01","47,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Fillets de poulet blanc,0253072053133,['France'],[],[],?,104,"1,3",0,23,"0,11","0,044",435 kj(104 kcal),"0,4",0,,['Film en plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Diabolo,2006050026821,['France'],[],[],?,30,"0,5",7,"0,5",,,126 kj(30 kcal),0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Sesame noir grillé,3662317001421,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Chocolat 70% Equateur,3760336040664,['France'],[],[],?,575,"40,75","45,6","7,8",0,0,2406 kj(575 kcal),"25,1",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Boeuf aux oignons et nouilles chinoises - Lechef,3701222802805,['France'],[],[],?,759,"6,9",17,12,"1,2","0,48",3176 kj(759 kcal),"1,6",3,,,['Lechef'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Sucettes,3608580960447,['France'],[],[],?,400,5,97,1,1,"0,4",1674 kj(400 kcal),1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,La palette de porc supérieure,2211322036860,['France'],[],[],?,190,14,"0,9",15,"2,2","0,88",795 kj(190 kcal),"5,7","0,6",,['Etui en carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,Mousse pur canard,0295907017125,['France'],[],[],?,375,36,"4,23",9,"1,7","0,68",1569 kj(375 kcal),12,"4,23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,Chocolat 70% Cameroun,3770019710937,['France'],[],[],?,588,43,"44,4","7,2",0,0,2460 kj(588 kcal),"26,4",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Croissance nature - Carrefour,3560071286330,['France'],[],[],?,65,3,8,"1,5",0,0,272 kj(65 kcal),1,"3,2",,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']","['FR 80.001.002 CE', 'Abbeville (Somme, France)']",,,,,,,,,,,,,,,,,,,
1168,Fromage,4056489176671,['France'],[],[],?,258,"19,1","5,6","15,8","1,98","0,792",1079 kj(258 kcal),"12,6","5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,La vqr - 2,3073781154788,['France'],[],[],?,?,?,?,?,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Terrine artisanale aux Cépes -  - 130g,3760171230947,['France'],[],[],?,?,?,?,?,,,,,,130 g,,,"['Produits à la viande', 'Terrines', 'Terrines de porc']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Mirin seasoning,9310432005162,['France'],[],[],?,296,"0,1",72,"0,1","0,2","0,08",1238 kj(296 kcal),"0,05",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Stérimar,0603647,['France'],[],[],?,100,10,0,10,0,0,418 kj(100 kcal),2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Men dorobo shiso,4901177020449,['France'],[],[],?,52,"0,1","11,3","1,6","3,8","1,52",218 kj(52 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Poulet citronnelle,3364693169077,['France'],[],[],?,?,?,?,?,,,,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Prosciutto crudo,2244948015377,['France'],[],[],?,900,14,0,26,6,"2,4",3766 kj(900 kcal),6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Crème de Marron,3380258008063,['France'],[],[],?,238,"0,5","56,2",1,,,996 kj(238 kcal),"0,11","41,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Tripes cuisinées à la mode de Caen -  - 500g,3155060011361,['France'],[],[],?,109,3,"0,5",20,"1,1","0,44",456 kj(109 kcal),"1,5","0,5",500 g,['Plastique'],,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Spécialités à base de tripes', 'Tripes à la mode de Caen préemballées']",,,,,,,3 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,-13%,-7%,-17%,+45%,+14%,-4%,-4%,,,0,-100%,B,-100%,E,1.5 g,en quantité modérée,-6%,+1%,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,,,
1178,Beurre demi sel,3700342352610,['France'],[],[],?,725,100,"0,6","0,7",2,"0,8",3033 kj(725 kcal),55,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Miel,8413524444458,['France'],[],[],?,?,?,?,?,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
