,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,additives,nova_score,link,markets,allergens,generic_name,brand_owner,producer_info,palm_ingredients
879,Galette frangipane mandarine x 2 - Auchan,2090000181708,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,['Auchan'],,,,,,,['Auchan'],,,,,
880,Clementines,6111245200996,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Saucisson Sarthois Pruneau-Armagnac,3000000048009,,,['France'],[],[],,,,,,,,,?,,432,,1807 kj(432 kcal),,"17,61",,"9,97",,"54,45",,"46,86",,"3,87",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Semi Dark - Chocolate Santander - 70g,7702007004540,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],"['Roseau sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant ', 'lécithine de soja ', 'fabriqué avec des ingrédients non issus de la biotechnologie', 'arôme: vanille naturel', ' ""Cacao: 53% minimum""', ' CONTIENT: SOJA', ' Peut contenir des traces de cacahuetes des noix et du lait']",[],33.2 g,en quantité élevée,20.4 g,en quantité élevée,45.4 g,en quantité élevée,0.0067 g,en faible quantité,?,,503,-10%,2105 kj(503 kcal),-9%,"33,24",-16%,"20,36",-12%,"57,27",+48%,"45,37",+43%,"4,5",-41%,"0,007",-86%,"0,003",-86%,26,+23%,E,+23%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,70 g,,['Chocolate Santander'],,,,['E322i - Lécithine'],4,,,['Soja'],,,,
883,Tentacules encornet géant saumurés,8435274106059,,['Encornet géant'],['France'],[],[],0.78 g,en faible quantité,0.43 g,en faible quantité,0 g,en faible quantité,1.51 g,en quantité élevée,?,,40,,167 kj(40 kcal),,"0,78",,"0,43",,"0,43",,0,,"7,83",,"1,51",,"0,604",,2,,B,,,,,,,,,,,,,,,,,,,,,,,,
884,filet de cabillaud sous vide,2278353038706,E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",['France'],[],[],0.4 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.2 g,en faible quantité,?,,78,-33%,326 kj(78 kcal),-31%,"0,4",-87%,"0,4",-2%,"0,8",-85%,"0,4",-20%,18,+15%,"0,2",-58%,"0,08",-58%,-5,,A,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,,,,,
885,Gelée puissance gingembre,3770004101726,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Fabriqué en France', 'Sans conservateurs']",,,,,,,,,,,,,,,
886,Saucisse de viande,0286024023946,,"['Viandes', 'Charcuteries', 'Saucisses']",['France'],[],[],25.6 g,en quantité élevée,10.3 g,en quantité élevée,0.4 g,en faible quantité,2.4 g,en quantité élevée,?,,279,+9%,1167 kj(279 kcal),+9%,"25,6",+23%,"10,3",+30%,"0,5",-65%,"0,4",-47%,12,-21%,"2,4",+22%,"0,96",+22%,23,+31%,E,+31%,,,,,,,,,,,,,,,,,,,,,,,
887,Lamelles encornet geant saumurés,8435274109814,,['Encornet géant'],['France'],[],[],0.78 g,en faible quantité,0.43 g,en faible quantité,0 g,en faible quantité,1.51 g,en quantité élevée,?,,40,,167 kj(40 kcal),,"0,78",,"0,43",,"0,43",,0,,"7,83",,"1,51",,"0,604",,2,,B,,,,,,,,,,,,,,,,,,,,,,,,
888,Rosco clasico - Montes Lara,8410387013104,,,['France'],[],[],,,,,,,,,?,,470,,1966 kj(470 kcal),,27,,"3,7",,52,,30,,"5,5",,"0,8",,"0,32",,,,,,,,,,,,,,,,['Montes Lara'],,,,,,,,,,,,
889,Baies de goji séchées,5407001966628,,,['France'],[],[],,,,,,,,,?,,361,,1510 kj(361 kcal),,"4,8",,"0,4",,"62,1",,"44,3",,"13,5",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Délice Mandarine Au Nougat,3469670513086,,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,"0,9",,"0,1",,60,,"59,2",,"0,6",,"0,007",,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Arrowroot - Terra Sana,8713576239027,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,"0,1",,0,,"88,2",,0,,"0,3",,0,,0,,,,,,,,,,,,,['en:gluten-free'],,,['Terra Sana'],,,,,,,,,,,,
892,Kasha,3506070043970,,,['France'],[],[],,,,,,,,,?,,378,,1582 kj(378 kcal),,0,,0,,"73,3",,0,,"13,3",,0,,0,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,
893,Kop soep champignon - Albert Heijn,8710400227861,,,['France'],[],[],,,,,,,,,?,,39,,163 kj(39 kcal),,2,,1,,"4,5",,"0,6",,"0,8",,"0,9",,"0,36",,,,,,,,,,,,,,,,['Albert Heijn'],,,,,,,['Albert Heijn'],,,,,
894,Jus de pomme Bio -,3760188800713,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,?,,45,-2%,188 kj(45 kcal),-2%,0,-100%,0,-100%,11,+1%,10,-3%,"0,1",-53%,0,-100%,0,-100%,4,-3%,C,-3%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Bio-dynamie', 'Demeter']",,,,,,,,,,,,,,,
895,Sirop Concentré Cola Energy Sodastream,7290013379306,,,['France'],[],[],,,,,,,,,?,,14,,59 kj(14 kcal),,"3,4",,0,,"81,6",,"81,6",,"0,06",,"0,14",,"0,056",,,,,,,,,,,,,,,,['Sodastream'],,,,,,,,,,,,
896,"Torsades - 0,400kg",3388484051273,,,['France'],[],[],,,,,,,,,?,,307,,1284 kj(307 kcal),,13,,"7,6",,41,,18,,"5,4",,"0,53",,"0,212",,,,,,,,,,,,,,"0,400 kg",,,,,,,,,,,,,,
897,Thee Spicy Black India TD - Terre d'Oc,3700324412936,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France']",,,"[""Terre d'Oc""]",,,,,,,,,,,,
898,Gorgonzola - Monoprix,2666978021843,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages italiens', 'Gorgonzolas']",['France'],[],[],27 g,en quantité élevée,19 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,?,,330,+1%,1381 kj(330 kcal),+1%,27,-3%,19,-1%,"0,1",-83%,"0,1",-31%,19,+5%,"1,3",-13%,"0,52",-13%,14,-3%,D,-3%,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,,,['Monoprix'],,,,,,,['Monoprix'],,,,,
899,Sirop d'érable pur de nouvelle Ecosse,0062268305006,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,0,,0,,45,,45,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Crunchy chocolat - Biocoop,2105900007161,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,['Biocoop'],,,,,,,,,,,,
901,Anneaux encornet géant saumurés,8435274105427,,['Encornet géant'],['France'],[],[],0.78 g,en faible quantité,0.43 g,en faible quantité,0 g,en faible quantité,1.51 g,en quantité élevée,?,,40,,167 kj(40 kcal),,"0,78",,"0,43",,"0,43",,0,,"7,83",,"1,51",,"0,604",,2,,B,,,,,,,,,,,,,,,,,,,,,,,,
902,Pain seigle citron,3511241302008,,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,"1,4",,"0,5",,49,,"1,2",,"9,5",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,Pain choco beurre -,0208529016407,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",['France'],"['Pâte 89,5%', ' farine de BLÉ', 'BLÉ malté', 'BEURRE 20%', 'eau', 'sucre', 'levure', 'sel', 'levain de BLÉ dévitalisé déshydraté', 'GLUTEN DE BLÉ', 'extrait de malt ', 'BLÉ', 'acide ascorbique', 'enzymes', 'Chocolat 10%', ' sucre', 'pâte de cacao', 'beurre de cacao', ' lécithines de SOJA', 'Dorure 0,5%', ' ŒUF']","['Sans huile de palme', 'Non végétalien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,['Plastique'],,,,,['E322i - Lécithine'],4,,,"['Œufs', 'Gluten', 'Lait', 'Soja']",pains au chocolat,,,
904,Merguez spécial couscous,2232547032932,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,Petits viennois au chocolat ×6,0208222014434,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Cuisses de poulet - La Nouvelle Agriculture,0213322024207,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,?,,198,+4%,828 kj(198 kcal),+3%,14,+13%,"3,5",+4%,0,-100%,0,-100%,18,-2%,"0,18",-76%,"0,072",-76%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,['La Nouvelle Agriculture'],,,,,,,,,,,,
907,Tatin de saint Jacques,3701222800573,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,,,
908,Cuisse de poulet - La Nouvelle Agriculture,0213322030116,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",['France'],[],[],14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,?,,198,+4%,828 kj(198 kcal),+3%,14,+13%,"3,5",+4%,0,-100%,0,-100%,18,-2%,"0,18",-76%,"0,072",-76%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,['La Nouvelle Agriculture'],,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,,,
909,Pâté des olives verts - Zalea,8436549529467,,,['France'],[],[],,,,,,,,,?,,299,,1251 kj(299 kcal),,"29,9",,"4,2",,4,,0,,2,,"0,14",,"0,056",,,,,,,,,,,,,,,,['Zalea'],,,,,,,,,,,,
910,Garlic paste,8902188601395,,,['France'],[],[],,,,,,,,,?,,30,,126 kj(30 kcal),,1,,0,,0,,0,,0,,"0,103",,"0,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,Panettone,0029981003039,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['France'],[],[],16.4 g,en quantité modérée,9.6 g,en quantité élevée,21.6 g,en quantité élevée,0.3 g,en quantité modérée,?,,380,+2%,1590 kj(380 kcal),+2%,"16,4",+9%,"9,6",+7%,"50,9",-1%,"21,6",-17%,"7,2",+5%,"0,3",-32%,"0,12",-32%,18,-3%,D,-3%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,,,
912,Lentilles vertes du Gros de Vaud,7640109156012,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,,,
913,Risotto du Tessin aux herbes des Alpes et fleurs,7640125620351,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Confît de poivron grillé,7640155121132,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Tommette de brebis,2246075027759,,,['France'],[],[],,,,,,,,,?,,343,,1435 kj(343 kcal),,28,,18,,"2,3",,"0,1",,20,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,"['FR 43.007.001 CE', 'Araules (Haute-Loire, France)']",,,,,,,,,
916,Pain multicéréales - Auchan,2030506572730,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,['Auchan'],,,,,
917,Miel de Maquis,3760062850018,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Saucisses fumées recette savoyarde,3481910516107,,,['France'],[],[],,,,,,,,,?,,313,,1310 kj(313 kcal),,27,,10,,"1,6",,"1,2",,16,,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,St nectaire laitier,0200330019615,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
920,Saucisse supérieure,2298499021325,,,['France'],[],[],,,,,,,,,?,,174,,728 kj(174 kcal),,"11,9",,5,,"1,1",,"0,96",,"15,6",,"1,8",,"0,72",,,,,,,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,
921,Purée de pommes -  - 650g,3760068248000,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],650 g,,,,,,,,,,,,,,
922,Biftecks - Charal,0292472034182,,['Viandes'],['France'],[],[],2.3 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.17 g,en faible quantité,?,,113,-50%,473 kj(113 kcal),-49%,"2,3",-84%,"0,8",-85%,0,-100%,0,-100%,23,+20%,"0,17",-91%,"0,068",-91%,-4,-135%,A,-135%,,,,,,,,,,,['Charal'],,,"['FR 49.099.002 CE', 'Cholet (Maine-et-Loire, France)', 'FR 58.225.104 CE', 'Saincaize-Meauce (Nièvre, France)', 'FR 57.463.001 CE', 'Metz (Moselle, France)']",,,,,,,,,
923,Les milanaises chapelure tomate origan - Le Gaulois,0217827016866,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",['France'],[],[],1 g,en faible quantité,1 g,en faible quantité,2.2 g,en faible quantité,1.2 g,en quantité modérée,?,,124,-6%,519 kj(124 kcal),-5%,1,-36%,1,+88%,"7,2",+5%,"2,2",+20%,23,+8%,"1,2",+33%,"0,48",+33%,1,+46%,B,+46%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,['Le Gaulois'],,,,,,,,,,,,
924,Sungold Kiwifruit - Zespri,5415191571317,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Kiwis']",['France'],[],[],0.28 g,en faible quantité,0.065 g,en faible quantité,12.3 g,en quantité modérée,0.007 g,en faible quantité,?,,79,+8%,331 kj(79 kcal),+5%,"0,28",-37%,"0,065",-4%,"15,8",+10%,"12,3",+23%,"1,02",-7%,"0,007",+57%,"0,003",+57%,-3,,A,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,,,['Zespri'],,,,,,,,,,,,
925,Comté 18 mois,0200028033329,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,
926,Betteraves Rouges,3250391292110,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Betteraves', 'Betterave rouge']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité modérée,0.03 g,en faible quantité,?,,54,,226 kj(54 kcal),+20%,"0,5",+165%,"0,1",+652%,11,+38%,10,+40%,"0,9",-44%,"0,03",-68%,"0,012",-68%,-3,,A,,65.8%,0.0%,0.0%,19.7%,13.6%,0.9%,99,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,
927,Panettone Artisanal Poires & Chocolat 1KG,8009920020213,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['France'],[],[],16 g,en quantité modérée,9.6 g,en quantité élevée,21 g,en quantité élevée,0.4 g,en quantité modérée,?,,355,-5%,1485 kj(355 kcal),-5%,16,+7%,"9,6",+7%,48,-7%,21,-19%,"6,4",-6%,"0,4",-9%,"0,16",-9%,18,-3%,D,-3%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,,,,,,
928,Rôti de porc fume,0278401044477,E,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],63 g,en quantité élevée,29 g,en quantité élevée,0.9 g,en faible quantité,2.21 g,en quantité élevée,?,,141,-2%,590 kj(141 kcal),-1%,63,+1152%,29,+1288%,12,+1369%,"0,9",+44%,20,-11%,"2,21",+28%,"0,884",+28%,20,+181%,E,+181%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,,,,
929,Ails doux aux fines herbes,8411102015762,,,['France'],[],[],,,,,,,,,?,,343,,1435 kj(343 kcal),,34,,"5,3",,"6,9",,0,,2,,"0,96",,"0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,Peanut butter cups - Reese's,5025820004477,,,['France'],[],[],,,,,,,,,?,,520,,2176 kj(520 kcal),,"28,6",,12,,56,,53,,10,,"0,8",,"0,32",,,,,,,,,,,,,,,"['card-box', 'mixed plastic-tray', 'aluminium-wrapper']","[""Reese's""]",,,,,,,,,,,,
931,Robby Bubble Peach - 0.75l,4001681014009,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,0.75 l,,,,,,,,,,,,,,
932,Poulet  entier,2278680045989,,,['France'],[],[],,,,,,,,,?,,149,,623 kj(149 kcal),,"4,6",,"1,5",,0,,0,,20,,"0,61",,"0,244",,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Préparation pour rhum arrangé - Légendes Gourmandes,3760155983906,,,['France'],[],[],,,,,,,,,?,,414,,1732 kj(414 kcal),,"7,4",,"0,6",,90,,86,,"1,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,['Légendes Gourmandes'],,,,,,,,,,,,
934,Peanuts roasted & salted,4000265004122,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coque grillés', 'Cacahuètes', 'Cacahuètes grillées']",['France'],[],[],50.3 g,en quantité élevée,9.1 g,en quantité élevée,5.4 g,en quantité modérée,1 g,en quantité modérée,?,,622,+2%,2602 kj(622 kcal),+2%,"50,3",+3%,"9,1",+27%,"13,5",+12%,"5,4",+3%,25,-3%,1,+1%,"0,4",+1%,11,+84%,D,+84%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,,,,,,,,,,,,,,,
935,Galette pomme 6/8 P 520g,0202215025919,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],13 g,en quantité modérée,9.1 g,en quantité élevée,8.2 g,en quantité modérée,0.5 g,en quantité modérée,?,,258,-39%,1079 kj(258 kcal),-39%,13,-51%,"9,1",-39%,31,-20%,"8,2",-36%,"2,8",-56%,"0,5",-28%,"0,2",-28%,15,-22%,D,-22%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,
936,Filet de cabillaud - 1kg,5601419117010,E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,2 g,en quantité élevée,?,,58,-50%,243 kj(58 kcal),-49%,"0,5",-83%,"0,1",-75%,0,-100%,0,-100%,"13,4",-14%,2,+324%,"0,8",+324%,3,,C,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,1 kg,,,,,,,,,,,,,,
937,ananas - Primia,8030582010724,,,['France'],[],[],,,,,,,,,?,,61,,255 kj(61 kcal),,"0,1",,0,,14,,"8,5",,"0,5",,0,,0,,,,,,,,,,,,,,,,['Primia'],,,,,,,,,,,,
938,Gaperon au poivre et a l'ail frais,3277591311946,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Amidon de maïs,6194009710016,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Nems porc,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Früchte TK,4311596462339,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,Croustillant caramel décongelé X 2 - Carrefour - 190g,0202350025911,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries']",['France'],"[""Caramel 8% Crème de LAIT - Sucre Sirop de glucose - Pâte de NOISETTE - Blancs d'ŒUFS - Beurre de cacao - Farine de blé "", 'GLUTEN', "" - Eau - Jaunes d'ŒUFS - LAITS entier et écrémé en poudre - Huiles végétales "", 'colza et tournesol', ' - Pâte de cacao - NOISETTES hâchées - LAIT demi écrémé - Cacao en poudre - Beurre ', 'LAIT', ' - LAIT concentré sucré - Gélifiant : pectine', 'alginate de sodium', 'pectine amidée - Colorant : caramel - Sel - Beurre salé au sel de Guérande ', ""LAIT - Émulsifiants : lécithines de SOJA et tournesol - Farine de malt d'orge "", 'GLUTEN', "" -  Miel Correcteurs d'acidité : acide citrique"", 'E332 - Stabilisant : carraghénanes - Arome naturel vanille']",['Non végétalien'],28.2 g,en quantité élevée,13.2 g,en quantité élevée,26.3 g,en quantité élevée,0.22 g,en faible quantité,1769,+12%,?,,1769 kj(423 kcal),+13%,"28,2",+68%,"13,2",+62%,"35,2",-27%,"26,3",-10%,"6,1",+14%,"0,22",-47%,"0,088",-47%,20,+17%,E,+17%,,,,,,,,,190 g,['Plastique'],['Carrefour'],,,,"['E440 - Pectines', 'E401 - Alginate de sodium', 'E440ii - Pectine amidée', 'E322i - Lécithine', 'E330 - Acide citrique', 'E332 - Citrates de potassium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,['Carrefour'],"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",Croustillant caramel,,,
943,Galette des rois,0260467042641,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,,,,,,,,,,,,,,
944,Bethmale,2488037025193,,,['France'],[],[],,,,,,,,,?,,385,,1611 kj(385 kcal),,33,,22,,0,,0,,22,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,"['FR 69.273.010 CE', 'Corbas (Rhône, France)']",,,,,,,,,
945,Colorant alimentaire en poudre vert,3700392498313,,"['Additifs alimentaires', 'Colorants alimentaires']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Lomo tranché - 0.435kg,2620409036547,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['en:gluten-free'],0.435 kg,,,,,,,,,,,,,,
947,Pâte à sucre,5010301328623,,,['France'],[],[],,,,,,,,,?,,401,,1678 kj(401 kcal),,6,,3,,87,,86,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,Terr'etic confiture 4 fruits,3770003760146,,,['France'],[],[],,,,,,,,,?,,250,,1046 kj(250 kcal),,"0,5",,"0,1",,60,,60,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,Lentilles corail,8715017502318,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles rouges', 'Lentilles corail sèches']",['France'],[],[],1.5 g,en faible quantité,0.3 g,en faible quantité,1 g,en faible quantité,0.013 g,en faible quantité,?,,306,-8%,1280 kj(306 kcal),-8%,"1,5",+7%,"0,3",+32%,43,-9%,1,-24%,21,-14%,"0,013",-57%,"0,005",-57%,-2,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,,,,,,
