,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,labels,eco_score,generic_name,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,nova_score,quantity,packaging,manufacturing,palm_ingredients,markets,traceability_code,ingredients_origins,link,brand_owner
221,Terrine de la belaudie 55% Foie gras de canard -,3760151200205,['France'],[],[],?,422,1766 kj(422 kcal),"38,77","15,35","3,35","0,79","14,53","1,45","0,58",,,E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard', 'Terrines de foie']",38.8 g,en quantité élevée,15.3 g,en quantité élevée,0.79 g,en faible quantité,1.45 g,en quantité modérée,,+34%,+34%,+37%,+42%,+103%,+35%,+8%,-5%,-5%,21,+12%,E,+12%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,
222,Rillettes de Canard -,3760151200441,['France'],[],[],?,0,0 kj(0 kcal),38,12,0,0,11,1,"0,4",,,D,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",38 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,-100%,-100%,+4%,-4%,-100%,-100%,-32%,-27%,-27%,14,-27%,D,-27%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,
223,Terrine de canard au poivre vert -,3760151200717,['France'],[],[],?,104,435 kj(104 kcal),5,2,2,1,12,2,"0,8",,,E,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles', 'Terrines de canard']",5 g,en quantité modérée,2 g,en quantité modérée,1 g,en faible quantité,2 g,en quantité élevée,,-66%,-66%,-81%,-79%,+16%,+61%,-15%,+31%,+31%,5,-72%,C,-72%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,,,,,,,,,,,,
224,Miel de fleurs,3760151282300,['France'],[],[],?,?,,?,,?,,?,,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
225,Pâte à tartiner chocolat miel et noisettes - Thierry Apiculture - 400g,3760151285646,['France'],"['Sirop de glucose et fructose', 'chocolat 15% ', 'sucre', 'masse de cacao', 'beurre de cacao', 'lécithine de soja', 'vanille', 'miel de fleurs 15%', 'graisses végétales', 'conservateur : sorbate de potassium', 'émulsifiant : lécithine de soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",?,431,1803 kj(431 kcal),"21,1","11,7",55,40,"6,7",0,0,['Thierry Apiculture'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Soja'],4,400g,['Pot en verre'],['France'],,['Apiculteur'],,,,
226,Fromages blanc - Ferme Déal - 900g,3760151620010,['France'],"['présure', 'ferments lactiques', 'matière grasse non précisée']",[],?,?,,?,,?,,?,,,['Ferme Déal'],,C,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,,,,,,,,,,,,,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,3,900g,['Faisselles'],['Saint Romain La Motte'],,['Carrefour Market'],,,,
227,Brique cendrée,3760151620041,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Effet rafraichissant,3760152081001,['France'],[],[],?,24,100 kj(24 kcal),0,0,"5,2","5,2",0,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Effet jeunesse,3760152081025,['France'],[],[],?,28,117 kj(28 kcal),0,0,"6,2","6,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Miel de Fleurs Sauvages du Périgord - Patrick Meynardie - 500g,3760152320117,['France'],['Miel de fleurs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,?,,?,,?,,,['Patrick Meynardie'],"['Bio', 'Bio européen', 'FR-BIO-07', 'AB Agriculture Biologique']",A,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,2,500 g,"['Bocal', 'Verre', 'métal']",['France'],,,,['France'],,
231,Boulot cuits 400g - 400g,3760152340290,['France'],[],[],?,420,1757 kj(420 kcal),"0,6",0,"3,5",0,20,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,,,,"['FR 17.140.075 CE', ""Dolus-d'Oléron (Charente-Maritime, France)""]",,,
232,6 aiguillettes de poulet blanc - Collaborative U,3760152390691,['France'],['POULET ÉLEVÉ SANS TRAITEMENT ANTIBIOTIQUE'],[],?,104,435 kj(104 kcal),"1,3","0,4",0,0,23,"0,11","0,044",['Collaborative U'],"['Bio', 'en:without-antibiotics', 'Poulets élevés sans antibiotique', 'Bleu Blanc Cœur']",D,,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,,-17%,-17%,-30%,-16%,-100%,-100%,+1%,-75%,-75%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,1,,,,,,"['FR 44.003.002 CE', 'Ancenis (Loire-Atlantique, France)']",,,
233,Aligot - Les halles de l'Aveyron - 500g,3760152561466,['France'],"['61% de purée de pommes de terre réhydratées ', '99% pommes de terre origine UE', ""émulsifiants : mono et diglycérides d'acides gras"", 'antioxydants : ', ""correcteur d'acidité : acide citrique"", 'épices', '30% de tome fraîche au lait pasteurisé ', 'fromage pressé non salé', 'crème de lactoserum', 'sel', 'ail', 'extrait naturel de curcuma']","[""Pourrait contenir de l'huile de palme""]",?,175,732 kj(175 kcal),11,"7,8",11,"0,5","7,5","0,9","0,36","[""Les halles de l'Aveyron""]",,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Plats préparés', 'Fromages', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Plats préparés à réchauffer au micro-ondes', 'Aligots']",11 g,en quantité modérée,7.8 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,,-12%,-11%,-11%,-2%,+2%,-13%,-16%,-9%,-9%,8,-35%,C,-35%,73.0%,13.9%,4.3%,4.6%,2.4%,1.7%,67,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",['Lait'],4,500 g,"['Barquette', 'Plastique']","['France', 'Therondels']",,"[""Les halles de l'Aveyron""]",,"['France', 'Union européenne']",,
234,Alligot - coopérative fromagere - 1kg,3760152561480,['France'],"['ALIGOT Poids net Pour 4 personnes INGRED ENTS: 61% de purée de pommes de terre réhydratées ', '98% pommes de terre origine UE']",[],?,175,732 kj(175 kcal),11,"7,8",11,"1,5","7,5","0,9","0,36",['coopérative fromagere'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1kg,,,,,,,,
235,Ail Noir - 40 Gélules - Essence Pure,3760152680037,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Api Gi ≥ - 20 Fioles De 10 ML - Api-nature,3760152681270,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,3760152681690,3760152681690,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Pâtes Penne bio sans gluten PARADEIGMA,3760152700049,['France'],"['Farine de maïs* 62,5 Farine de sarrasin* ', '15%', ""Farine de riz* &mgesàtt IJit de agriculture biologique - Pays d'origine: dont""]",[],?,371,1552 kj(371 kcal),"2,67","0,62","74,67","3,7","13,04","0,29","0,116",['Paradeigma'],"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Fusilli Mais 60%) Sarrasin (25%) Riz (15%),3760152700063,['France'],[],[],?,349,1460 kj(349 kcal),"2,1","0,3","71,7","3,7","7,9","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Paradeigma Corn Buck. Rice Stelline Pasta,3760152700384,['France'],[],[],?,349,1460 kj(349 kcal),"2,1","0,3","71,7","3,7","7,9","0,29","0,116",['Paradeigma'],"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Paradeigma Pasta With Rice Spaghetti,3760152700445,['France'],"[""Farine de riz d'origine agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,351,1469 kj(351 kcal),1,"0,3",78,"0,1",7,"0,01","0,004",['Paradeigma'],"['Bio', 'Bio européen', 'Sans gluten', 'IT-BIO-009', 'AB Agriculture Biologique']",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",1 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,,+6%,+6%,-61%,-57%,+26%,-96%,-40%,-95%,-95%,0,,B,,,,,,,,,,,1,,,,,,,,,
242,P'tit Carres Choco 40G SG Bio - Paradeigma,3760152700582,['France'],"['Biscuit 65 % : Farine de sarrasin? ', '40%', ""Farine de riz complet'"", 'Sucre de canne roux?', ""Cacao en ooudre dégraissé'"", '7 B', 'Huile de tournesol* ', 'non nydrogénée', ' - Crème 35 % : Sucre de canne roux?', 'Huile de hydrogénée', 'Noisettes* ', '8,5 96', 'Gao en poudre dégraisse ', '8 Farine de riz?', ""[Eatrre de czcao? - ?d'otigine agriculture contenir des traces d'arachides"", 'soja et']","['Sans huile de palme', 'Non végétalien']",?,476,1992 kj(476 kcal),"21,6","3,5","61,1","28,9","6,6","0,09","0,036",['Paradeigma'],"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'IT-BIO-006', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Fruits à coque', 'Arachides']",4,,,,,,,,,
243,Galette Sarrasine - Aglina - 200g,3760152700643,['France'],[],[],?,340,1423 kj(340 kcal),"2,7","0,6","68,2","1,3","10,8","1,2","0,48",['Aglina'],"['en:gluten-free', 'Sans arômes artificiels', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,
244,STELLINE - Aglina,3760152700674,['France'],"['Farine de maïs* 62,5 Farine de sarrasin 25% Farine de 12,5 % - origine agriculture biologique - ""Pays d\'origine : Italie']",[],?,349,1460 kj(349 kcal),"2,1","0,3","71,7","0,3","7,9","0,29","0,116",['Aglina'],"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'IT-BIO-009']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Fusilli - Aglina,3760152700681,['France'],[],[],?,349,1460 kj(349 kcal),"2,1","0,3","71,7","3,7","7,9","0,29","0,116",['Aglina'],"['Bio', 'en:gluten-free']",C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes de blé dur', 'Torsades']",2.1 g,en faible quantité,0.3 g,en faible quantité,3.7 g,en faible quantité,0.29 g,en faible quantité,,-1%,-1%,+7%,-28%,+5%,+33%,-36%,+1003%,+1003%,1,,B,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,,,,,,,,,,,
246,Velouté de tomate au basilic,3760152944221,['France'],[],[],?,38,159 kj(38 kcal),"2,3",0,"5,7",0,0,0,0,,,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Tomates et dérivés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de tomates']",2.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-7%,-5%,+89%,-100%,-3%,-100%,-100%,-100%,-100%,-5,,A,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,
247,Pur jus de poires - Maison Pouget,3760153260061,['France'],[],[],?,51,213 kj(51 kcal),"0,3","0,1",13,12,"0,5","0,001",0,['Maison Pouget'],,D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de poire']",0.3 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.001 g,en faible quantité,,0%,+1%,+26%,+131%,+12%,+20%,+54%,-86%,-86%,6,+32%,D,+32%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,
248,Pur jus de pommes - Maison Pouget - 25cl,3760153260122,['France'],['jus de pommes'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,52,218 kj(52 kcal),"0,5","0,1",13,13,"0,5","0,001",0,['Maison Pouget'],"['Sans colorants', 'Sans conservateurs']",C,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.001 g,en faible quantité,,+13%,+14%,+178%,+197%,+18%,+25%,+128%,-92%,-92%,7,+69%,D,+69%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,1,25 cl,,,,,,,,
249,Bull' de pommes,3760153260177,['France'],[],[],?,52,218 kj(52 kcal),"0,5","0,1",13,13,"0,5","0,001",0,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Pur jus de poire - Maison Pouget,3760153260184,['France'],"['Jus de Poires ', '100%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,51,213 kj(51 kcal),"0,5","0,1",13,13,"0,5","0,001",0,['Maison Pouget'],"['Sans colorants', 'Sans conservateurs']",D,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de poire', 'Jus de fruits pur jus', 'Jus de poire pur jus']",0.5 g,en faible quantité,0.1 g,en faible quantité,13 g,en quantité élevée,0.001 g,en faible quantité,,0%,+1%,+110%,+131%,+12%,+31%,+54%,-86%,-86%,7,+55%,D,+55%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,1,,,,,,,,,
251,Confiture de pok pok,3760153580541,['France'],[],[],?,292,1222 kj(292 kcal),"3,9","1,1",55,55,"3,2","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Confiture de Patate Douce à la Vanille - Codal - 320g,3760153580572,['France'],"['Patate douce', 'sucre', 'pectine', 'arôme naturel de vanille']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,177,741 kj(177 kcal),0,0,43,34,0,0,0,['Codal'],['Commerce équitable'],D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de patates douces']",0 g,en faible quantité,0 g,en faible quantité,34 g,en quantité élevée,0 g,en faible quantité,,-20%,-20%,-100%,-100%,-20%,-34%,-100%,-100%,-100%,8,-14%,C,-14%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,['E440 - Pectines'],,4,320 g,"['Bocal', 'Verre', 'métal']",['Madagascar'],,,,['Madagascar'],,
253,Achards De Citron,3760153581036,['France'],[],[],?,22,92 kj(22 kcal),0,0,"3,4",2,0,"3,9","1,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Haricots Rouges Creole Codal,3760153581692,['France'],"['Haricots rouges secs trempés ', '50%', ' eau', 'oignon ', '5%', ' ail,huile de soja ', 'gingembre,sel', 'curcuma', 'massale', 'poivre', 'piment ', '0,02%']",[],?,118,494 kj(118 kcal),"4,2","0,7",11,"1,9","6,2","0,63","0,252",['Codal'],,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']",4.2 g,en quantité modérée,0.7 g,en faible quantité,1.9 g,en faible quantité,0.63 g,en quantité modérée,,-24%,-26%,+398%,+407%,-49%,+32%,-46%,+59%,+59%,-5,,A,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,,,3,,,,,,,,,
255,Kabaro - Codal,3760153581708,['France'],[],[],?,90,377 kj(90 kcal),"0,5",0,13,"2,3","6,2","0,75","0,3",['Codal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Romazava,3760153581784,['France'],[],[],?,41,172 kj(41 kcal),"1,3",0,"1,3","1,1","1,8","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Jeunes Feuilles De Manioc Ravitoto Cdal - Socodal,3760153581791,['France'],"['Jeunes feuilles de manioc', 'eau', 'sel', '17 Young chopped cassava leaves', 'water', 'Salt', ' Zarte gehackte MGI wasser', 'triturada,']",[],?,37,155 kj(37 kcal),"1,1",0,"2,3","0,8","2,5","0,99","0,396",['Socodal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Purée De Piments Vert Codal,3760153582354,['France'],"['verts : ', ' Aii Set Àc', 'àfiant : E2€0']",[],?,43,180 kj(43 kcal),0,0,"6,3","3,9","1,8","9,5","3,8",['Codal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Jeunes feuilles de manioc - Ravioto,3760153583061,['France'],"['Jeunes feuilles de manioc', 'eau', 'sel', ' Young chopped cassava leaves,water', 'Salt', ' Larte gehackte Maniokblâtter,Wasser', 'Salz', 'Folhas tenras de mandioca triturada,âouas sal']",[],?,37,155 kj(37 kcal),"1,1",0,"2,3","0,8","2,5",1,"0,4",['Ravioto'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Miel de litchis - Codal,3760153584167,['France'],['Pur miel'],[],?,344,1439 kj(344 kcal),0,0,86,79,0,"0,03","0,012",['Codal'],,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de litchi']",0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0.03 g,en faible quantité,,+19%,+18%,-100%,-100%,+12%,+14%,-100%,+85%,+85%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,['Madagascar'],,
261,Miel de Niouli - Codal,3760153584174,['France'],[],[],?,344,1439 kj(344 kcal),0,0,86,79,0,"0,03","0,012",['Codal'],,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",0 g,en faible quantité,0 g,en faible quantité,79 g,en quantité élevée,0.03 g,en faible quantité,,+19%,+18%,-100%,-100%,+12%,+14%,-100%,+85%,+85%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,
262,Purée de piment vert - Codal,3760153584372,['France'],[],[],?,48,201 kj(48 kcal),0,0,"6,3","3,9","1,8","9,5","3,8",['Codal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Illégal energy,3760153590366,['France'],[],[],?,48,201 kj(48 kcal),11,0,"11,1",11,"0,4","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 59343', 'Lesquin (Nord, France)']",,,
264,Nuit blanche wildberry energy drink,3760153591011,['France'],"['eau gazéifiée', 'sucre', 'dextrose', 'jus de pomme à base de acidifiant acide citrique', ""taurine d' acidité "", ' citrate de sodium', 'jus de myrtille concentré', 'caféine 0,02%', 'glucuronolactone', 'vitamines ', 'niacine', 'acide pantothénique', 'vitamine B12', ',jus de cassis à base de concentré', 'arôme', 'inositol', 'conservateur : sorbate de potassium brillant FCF']",[],?,47,197 kj(47 kcal),"0,1",0,"11,1",11,"0,1","0,18","0,072",['Nuit Blanche'],,,,"['Boissons', 'Boissons avec sucre ajouté']",0.1 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.18 g,en quantité modérée,,-45%,-47%,-73%,-100%,-44%,-40%,-81%,+381%,+381%,15,+26%,E,+26%,,,,,,,,"['E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,4,,,,,,"['EMB 59343', 'Lesquin (Nord, France)']",,,
265,Akte 2,3760153591288,['France'],[],[],?,47,197 kj(47 kcal),"0,1",0,"11,1",11,"0,1","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Thé Vert Menthe,3760153591400,['France'],[],[],?,21,88 kj(21 kcal),"0,1",0,5,"4,9","0,1","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Original bottle 1L,3760153591431,['France'],[],[],?,48,201 kj(48 kcal),"0,1",0,"11,1",11,"0,4","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Ice Hockey Drink Mint,3760153591516,['France'],[],[],?,21,88 kj(21 kcal),"0,1",0,5,"4,9","0,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Kaptiv-energy Drink-250ml-france,3760153591554,['France'],[],[],?,48,201 kj(48 kcal),"0,1",0,"11,1",11,"0,4","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Energy drink blue lagoon - ZAP!,3760153591738,['France'],"['eau gazéifiée', 'sucre', 'dextrose', ""jus de pomme à base de 'ent: acide citrique"", 'taurine 400%', ""correcteur d' acidité : citrate de sodium"", 'jus de myrtille à base de concentré', 'caféine 0,02%', 'glucuronolactone', 'vitamines ', ' niacine', 'acide pantothénique', 'vitamine B6', 'vitamine B12', 'jus de cassis à base de concentré', 'arôme', 'inositol', 'conservateur : sorbate de potassium', 'colorant: Bleu brillant FCF']",[],?,47,197 kj(47 kcal),"0,1",0,"11,1",11,"0,1","0,175","0,07",['ZAP!'],,,,"['Boissons', 'Boissons avec sucre ajouté']",0.1 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.175 g,en quantité modérée,,-45%,-47%,-73%,-100%,-44%,-40%,-81%,+368%,+368%,15,+26%,E,+26%,,,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,4,,,,,,,,,
271,Energy drink,3760153592247,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,1",11,"0,4","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 59343', 'Lesquin (Nord, France)']",,,
272,Lady Corn - Magical Unicorn Potion,3760153592278,['France'],"['eau gazéifiée', 'sucre', 'dextrose', 'jus de pomme à base de concentré', 'acidifiant: acide citrique', 'taurine 0,40%', ""correcteur d' acidité : citrate de sodium"", 'jus de myrtille à base de concentré', 'caféine 0,02%', 'glucuronolactone', 'vitamines ', 'niacine', 'acide pantothénique', 'vitamine B6', 'vitamine B12', 'jus de cassis à base de concentré', 'arôme', 'inositol', 'conservateur : sorbate de potassium', 'colorant: Bleu brillant FCE']",[],?,47,197 kj(47 kcal),0,0,"11,1",11,"0,1","0,18","0,072",['Magical Unicorn Potion'],,,,"['Boissons', 'Boissons avec sucre ajouté']",0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0.18 g,en quantité modérée,,-45%,-47%,-100%,-100%,-44%,-40%,-81%,+381%,+381%,15,+26%,E,+26%,,,,,,,,"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,4,,,,,,"['EMB 59343', 'Lesquin (Nord, France)']",,,
273,Excellium life,3760153592339,['France'],[],[],?,48,201 kj(48 kcal),"0,1",0,11,11,"0,5","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 59343', 'Lesquin (Nord, France)']",,,
274,Energy Yougz,3760153592346,['France'],[],[],?,48,201 kj(48 kcal),"0,1",0,"11,1",11,0,"0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
