,name,bar_code,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,brand,markets,additives,allergens,nova_score,labels,traceability_code,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,palm_ingredients,packaging,generic_name,ingredients_origins,manufacturing,link
56,Œuf de Pâques for you - HEMA - 160g,2024848999997,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Œufs de Pâques', 'Œufs en chocolat creux']",['France'],"['Sucre', 'poudre de LAIT entier', 'beurre de cacao', 'émulsifiant : lécithine de SOJA', 'arôme naturel de vanille', 'colorants E141', 'E161b', 'E162']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",33.4 g,en quantité élevée,20.5 g,en quantité élevée,53.3 g,en quantité élevée,0.21 g,en faible quantité,?,,549,-1%,2297 kj(549 kcal),-1%,"33,4",-1%,"20,5",-6%,54,-0%,"53,3",+1%,"7,1",+0%,"0,21",-10%,"0,084",-10%,26,-2%,E,-2%,['HEMA'],['Hema'],"['E322i - Lécithine', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E161b - Lutéine', 'E162 - Rouge de betterave']","['Lait', 'Soja']",4,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,160 g,,"['Carton', 'Plastique']",,,,
57,Œuf chocolat,2024849199990,"['Aliments de Pâques', 'Œufs de Pâques']",['France'],[],[],33 g,en quantité élevée,20 g,en quantité élevée,53 g,en quantité élevée,,,?,,549,-0%,2297 kj(549 kcal),-0%,33,-2%,20,-0%,54,+0%,53,+2%,7,+5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Chocolat au lait,2024849399994,,['France'],[],[],,,,,,,,,?,,521,,2180 kj(521 kcal),,"27,6",,"17,3",,"61,9",,"59,6",,"5,3",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Chocolat Blanc,2024849499991,,['France'],[],[],,,,,,,,,?,,561,,2347 kj(561 kcal),,"34,5",,"21,3",,"56,1",,56,,"6,5",,"0,23",,"0,092",,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,
60,Butter pretzels,2024919799990,,['France'],[],[],,,,,,,,,?,,561,,2347 kj(561 kcal),,"36,7",,"22,8",,"47,6",,1,,9,,"1,75",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Butter pretzels goat cheese & rosemary - Hema,2024919899997,,['France'],"['NL ROON\\BOTERZOUTJFS MET 1670 Ingredid zuursel', 'strejn:el', '""\'at mogelilk Pl nroog Ten h ar tot: zie FR BISCUITS AU DE CHÈVRE FA', ' I BLÉ', '28% BEI LAIT DE 1% romarin', 'LAIT', 'présu ferment', 'dextf ise', 'huile de colza', ' Pe contenir', ' ARB GRAINES DE']",['Non végétalien'],,,,,,,,,?,,573,,2397 kj(573 kcal),,"37,3",,"25,5",,"44,8",,1,,"13,7",,"1,8",,"0,72",,,,,,['Hema'],['Hema'],"['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,
62,Butter Pretzels Cheese & Pumpkin seeds,2024919999994,,['France'],[],[],,,,,,,,,?,,569,,2381 kj(569 kcal),,"38,1",,"23,6",,"42,5",,"0,8",,"12,8",,"1,75",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Salted nut mix - Hema,2024920099997,,['France'],[],[],,,,,,,,,?,,448,,1874 kj(448 kcal),,26,,"3,2",,"50,1",,"42,1",,"9,4",,"0,25",,"0,1",,,,,,['Hema'],['Hema'],,,,,,,,,,,,,,,,,,,,
64,Meringues Multi Colores - Hema,2024926899997,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",['France'],"['Sucre', ""blanc d'œuf de poule élevée au sol"", 'arôme vanille', ""arôme naturel d'agrume"", 'arôme naturel', 'colorants E120', 'E141 et E160a', 'arôme naturel de menthe', 'acidifiant E330']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,96.3 g,en quantité élevée,0.11 g,en faible quantité,?,,396,+5%,1657 kj(396 kcal),+5%,0,-100%,0,-100%,"96,3",+11%,"96,3",+16%,"2,6",-35%,"0,11",-32%,"0,044",-32%,14,-3%,D,-3%,['Hema'],['Hema'],"['E120 - Acide carminique', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E160a - Carotènes mélangés', 'E330 - Acide citrique']",['Œufs'],4,,,C,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,,,"['Sachet', 'Plastique']","Meringues saveur vanille, fraise, citron, menthe",,,
65,Unsalted nut mix,2024970199999,,['France'],[],[],,,,,,,,,?,,582,,2435 kj(582 kcal),,"41,1",,"6,5",,"41,4",,23,,"8,6",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sugar coared,2024970299996,,['France'],[],[],,,,,,,,,?,,596,,2494 kj(596 kcal),,"44,4",,"3,3",,"35,5",,"32,7",,"10,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Popcorn strawberry & banana flavour - Hema,2024970399993,,['France'],"['mais', 'sucre', 'huile de palme', 'sirop de glucose', 'arôme naturel', 'huile de colza', 'colorants E100 E160 E161b', 'antiagglomérants E341 E551', ""correcteurs d'acidité E330 E525"", 'stabilisant E415', 'amidon modifié E1450']",['Huile de palme'],,,,,,,,,?,,427,,1787 kj(427 kcal),,"11,9",,"4,5",,"72,5",,"45,4",,"4,5",,0,,0,,,,,,['Hema'],['Hema'],"['E100 - Curcumine', 'E160 - Caroténoïdes', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E551 - Dioxyde de silicium', 'E525 - Hydroxyde de potassium', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', ""E1450 - Octényle succinate d'amidon sodique""]",,4,,,,,,,,,,,,['Huile de palme'],,,,,
68,Boisson récuperation,2025000137608,,['France'],[],[],,,,,,,,,?,,336,,1406 kj(336 kcal),,"0,5",,"0,3",,"57,5",,"55,6",,"25,1",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Boisson de récuperation,2025000137615,,['France'],[],[],,,,,,,,,?,,39,,163 kj(39 kcal),,0,,0,,"6,3",,"6,3",,"3,3",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Hydrixir antioxydant - Overstim,2025000154599,['Boissons'],['France'],"[""conseils d'utilisation : diluer dans une eatfnon-gazeuse et agiter fortement Boire régulièrement pari "", "" ë dès le début de l'effort"", "" HYDRIXIR' ANTIOXYDANT"", '2', ' ne contenant pas de conservateurs', 'la boisson doit être bue le jour même de sa préparation', ' : dextrose', 'sirop de glucose déshydraté', 'phosphate tricalcique', 'carbonate de ', 'chlorure de sodium', ""poudre de jus d'acérola "", 'jus concentré dlacérola ', 'extraitf! maltodextrine', 'arômes', 'gluconates de calcium et de zinc', 'vitamines C', 'BI ', 'thiamine', ' ?6fabriqué dans un atelier qui utilise du lait', ' Dosage recommandé']",[],1 g,en faible quantité,0.7 g,en faible quantité,50 g,en quantité élevée,0.15 g,en quantité modérée,?,,368,+557%,1540 kj(368 kcal),+539%,1,+188%,"0,7",+493%,92,+714%,50,+430%,1,+102%,"0,15",+261%,"0,06",+261%,19,+148%,E,+148%,['Overstim'],,['E502 - Carbonates'],,4,,,,,,,,,,,,,,,,,
71,origin'bar,2025000285606,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,509,,2130 kj(509 kcal),,30,,"5,1",,42,,28,,15,,"0,47",,"0,188",,,,,,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,,,,,,,,
72,Meringue Strawberry Flavour - Hema - 110g e,2025160499998,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",['France'],"['Sucre', ""poudre de blanc d'œuf de poule élevée au sol"", 'sirop de glucose déshydraté', 'colorant : E120', 'arôme naturel de fraise', 'arôme vanille', ""correcteur d'acidité : E330""]","['Non végétalien', 'Non végétarien']",0 g,en faible quantité,0 g,en faible quantité,96.9 g,en quantité élevée,0.12 g,en faible quantité,?,,399,+6%,1669 kj(399 kcal),+6%,0,-100%,0,-100%,"96,9",+11%,"96,9",+16%,"2,8",-31%,"0,12",-25%,"0,048",-25%,14,-3%,D,-3%,['Hema'],['Hema'],"['E120 - Acide carminique', 'E330 - Acide citrique']",['Œufs'],4,['Point Vert'],,C,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,110 g e,,"['Carton', 'boîte', 'Plastique']",Meringues saveur fraise et vanille. Meringue Strawberry Flavour,,,
73,Detox,2025466206139,,['France'],[],[],,,,,,,,,?,,23,,96 kj(23 kcal),,"0,3",,"0,1",,6,,"2,7",,"0,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Popping love chocolate - Hema,2025639599990,,['France'],"['FR CHOCOLAT AU LAIT FOURRÉ À LA CRÈME 43% ET AUX BONBONS CRÉPITANTS 10% Ingrédients sucre', 'beurre de cacao', 'POUDRE DE LAIT ENTIER', 'pâte de cacao', 'graisse de noix de coco', 'graisse de palmiste', 'graisse de palme', 'LACTOSÉRUM EN POUDRE ', 'LAIT', 'POUDRE DE LAIT ECRÉMÉ', 'glucose', 'LACTOSE', 'arômes', 'émulsifiant LÉCITHINE DE SOJA', 'conservateur 090', 'colorant E120', ' Peut contenir', ' GLUTEN', 'BLÉ', 'FRUITS À COQUE', ' Teneur en cacao du chocolat au lait au moins 29%']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,536,,2243 kj(536 kcal),,"29,4",,"20,4",,"63,2",,"61,1",,4,,"0,2",,"0,08",,,,,,['Hema'],['Hema'],['E120 - Acide carminique'],"['Gluten', 'Lait', 'Soja']",4,,,,,,,,,,,,['Huile de palme'],,,,,
75,Cookies with love,2025819599994,,['France'],[],[],,,,,,,,,?,,377,,1577 kj(377 kcal),,"4,2",,"1,9",,"78,5",,"48,2",,"5,3",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Chamallow - Hema,2025819999992,,['France'],[],[],,,,,,,,,?,,326,,1364 kj(326 kcal),,0,,0,,"80,5",,"76,3",,"2,8",,"0,03",,"0,012",,,,,,['Hema'],['Hema'],,,,,,,,,,,,,,,,,,,,
77,Heart cookies - Hema,2025839199990,,['France'],"['sucre', 'FARINE DE BLÉ', '21,5% BEURRE', 'poudre à lever E500', 'farine de riz', 'LACTOSÉRUM EN POUDRE ', 'LAIT', 'huile de colza partiellement hydrogénée', 'sel', 'sucre inverti', 'dextrose', 'fécule de pommes de terre modifiée', 'POUDRE DE LAIT ÉCRÉMÉ', 'colorants E120 E160a', 'arômes ', 'contient LAIT', ' épaississant E413', 'amidon de maïs', ' Peut contenir: ŒUF', 'ARACHIDES', 'SOJA', 'FRUITS À COQUE']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,460,,1925 kj(460 kcal),,"18,6",,"11,9",,"68,7",,"40,3",,"3,7",,"1,15",,"0,46",,,,,,['Hema'],['Hema'],"['E500 - Carbonates de sodium', 'E120 - Acide carminique', 'E160a - Carotènes mélangés', 'E413 - Gomme de dragon']","['Œufs', 'Gluten', 'Lait', 'Arachides', 'Soja']",4,,,,,,,,,,,,,,,,,
78,Hand cream,2025918599994,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,For you milk chocolate,2025949499997,,['France'],[],[],,,,,,,,,?,,551,,2305 kj(551 kcal),,"33,5",,"20,6",,55,,"54,1",,"6,5",,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Bonbon - Hema - 180gr,2025976199990,,"['Belgique', 'France']",[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"0,1",,0,,88,,"74,6",,"1,1",,0,,0,,,,,,['Hema'],['Hema'],,,,,,,,,,,,,,180 gr,,,,,,
81,Guimauve Marshmallows,2025976499991,,['France'],[],[],,,,,,,,,?,,323,,1351 kj(323 kcal),,0,,0,,79,,64,,"3,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Chocolat Au lait,2025976599998,,['France'],[],[],,,,,,,,,?,,548,,2293 kj(548 kcal),,"33,3",,"20,5",,54,,"53,1",,"7,1",,"0,21",,"0,084",,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Milk chocolate with hazelnut cream and whole hazelnut,2025979299994,,['France'],[],[],,,,,,,,,?,,548,,2293 kj(548 kcal),,33,,21,,"57,1",,"55,8",,"4,6",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
84,You are sweet,2025979499998,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,"29,4",,"20,2",,"63,2",,"61,1",,4,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Make and bake,2025979599995,,['France'],[],[],,,,,,,,,?,,373,,1561 kj(373 kcal),,"3,5",,"1,9",,"79,6",,"48,5",,"5,3",,"0,93",,"0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Lollypop,2025979699992,,['France'],[],[],,,,,,,,,?,,394,,1648 kj(394 kcal),,0,,0,,"98,6",,"80,2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Sucette,2025979999993,,['France'],[],[],,,,,,,,,?,,394,,1648 kj(394 kcal),,0,,0,,"98,6",,"80,2",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,You are sweet,2025990199990,,['France'],[],[],,,,,,,,,?,,551,,2305 kj(551 kcal),,"33,5",,"20,6",,55,,"54,1",,"6,5",,"0,19",,"0,076",,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,,,,,,,,,,,,,,
89,Muesli Chocolat Amande - Dear Muesli,2026069254213,,['France'],['Matières grasses'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,?,,392,,1640 kj(392 kcal),,"16,35",,"10,8",,"52,2",,"13,1",,"8,9",,"0,05",,"0,02",,,,,,['Dear Muesli'],,,,,"['Bio', 'Fabriqué en France']",,,,,,,,,,,,,,,,
90,Palmiers au beurre -,2026236999992,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits feuilletés', 'Palmiers']",['France'],[],[],26.1 g,en quantité élevée,17.8 g,en quantité élevée,9 g,en quantité modérée,1.02 g,en quantité modérée,?,,476,-7%,1992 kj(476 kcal),-8%,"26,1",-4%,"17,8",+13%,"51,6",-14%,9,-59%,"7,7",+29%,"1,02",+1%,"0,408",+1%,20,-14%,E,-14%,,,,,,,,C,79.4%,12.3%,3.8%,2.3%,2.3%,0.0%,59,,,,,,,
91,Gâteaux aux amandes au beurre,2026237099998,,['France'],[],[],,,,,,,,,?,,486,,2033 kj(486 kcal),,"27,5",,"17,2",,"53,9",,"24,6",,"4,8",,"0,63",,"0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Sabler au chocolat au beurre - hema,2026237199995,['Biscuits et gâteaux'],"['France', 'Espagne']",[],[],27.3 g,en quantité élevée,18.1 g,en quantité élevée,30.7 g,en quantité élevée,0.47 g,en quantité modérée,?,,489,+14%,2046 kj(489 kcal),+14%,"27,3",+43%,"18,1",+112%,"55,7",-2%,"30,7",+5%,"4,1",-31%,"0,47",-17%,"0,188",-17%,24,+30%,E,+30%,['Hema'],,,,,"['Agriculture durable', 'en:UTZ Certified', 'en:utz-certified-cacao']",,,,,,,,,,,,,,,,
93,T ZIT D'ROP,2026254899991,,['France'],[],[],,,,,,,,,?,,340,,1423 kj(340 kcal),,"0,5",,"0,1",,"82,6",,"59,7",,"1,3",,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Bonbon de chez HEMA,2026255599999,,['France'],[],[],,,,,,,,,?,,345,,1443 kj(345 kcal),,"0,5",,"0,1",,79,,"51,8",,"6,2",,"0,07",,"0,028",,,,,,['Hema'],['Hema'],,,,,,,,,,,,,,,,,,,,
95,Sweet candy mix,2026344699999,,['France'],[],[],,,,,,,,,?,,374,,1565 kj(374 kcal),,0,,0,,"93,3",,"84,3",,"0,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Mister Perfect,2026344899993,,['France'],[],[],,,,,,,,,?,,324,,1356 kj(324 kcal),,"1,8",,"1,5",,"74,8",,"59,3",,"2,3",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Dark chocolate with a greetingcard,2026345199993,,['France'],[],[],,,,,,,,,?,,524,,2192 kj(524 kcal),,"31,4",,"19,2",,"50,4",,"46,6",,"5,8",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Milk chocolat,2026345299990,,['France'],[],[],,,,,,,,,?,,551,,2305 kj(551 kcal),,"33,5",,"20,6",,55,,"54,1",,"6,5",,"0,19",,"0,076",,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,
99,Lieve juf hartjes,2026345999999,,['France'],[],[],,,,,,,,,?,,395,,1653 kj(395 kcal),,0,,0,,"98,3",,"98,3",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Popcorn crunchy coconut - Hema,2026864599991,,['France'],[],[],,,,,,,,,?,,631,,2640 kj(631 kcal),,"52,7",,"26,9",,"31,5",,"12,4",,"4,2",,"0,02",,"0,008",,,,,,['Hema'],,,,,,,,,,,,,,,,,,,,,
101,Pop corn honey chicken - Hema,2026864699998,"['Snacks', 'Snacks sucrés', 'Popcorn', 'Popcorn sucré']",['France'],[],[],33.9 g,en quantité élevée,13.7 g,en quantité élevée,0.9 g,en faible quantité,0.1 g,en faible quantité,?,,517,+15%,2163 kj(517 kcal),+16%,"33,9",+119%,"13,7",+272%,"40,9",-40%,"0,9",-97%,"7,2",+26%,"0,1",-58%,"0,04",-58%,16,+23%,D,+23%,['Hema'],['Hema'],,,,,,B,57.3%,1.4%,8.6%,4.7%,11.7%,16.3%,90,,,,,,,
102,Chips bio houmous saveur cury -,2026865599990,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales']",['France'],[],[],23.4 g,en quantité élevée,1.9 g,en quantité modérée,1.4 g,en faible quantité,1.5 g,en quantité modérée,?,,483,+63%,2021 kj(483 kcal),+64%,"23,4",-11%,"1,9",-75%,55,+1467%,"1,4",+10%,"9,8",+12%,"1,5",+14%,"0,6",+14%,13,+4%,D,+4%,,,,,,"['Bio', 'Bio européen', 'CZ-BIO-001', 'Agriculture UE/Non UE']",,,,,,,,,,,,,,,,
103,Organic Hummus chips sweet chili flavour,2026865699997,,['France'],[],[],,,,,,,,,?,,481,,2013 kj(481 kcal),,"23,1",,"1,9",,"55,2",,"1,6",,"9,8",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Organic sweet potato chips thai red curey,2026865999998,,['France'],[],[],,,,,,,,,?,,524,,2192 kj(524 kcal),,"36,8",,"3,2",,"39,6",,"20,6",,4,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Organic potato chips moroccan tagine,2026866099994,,['France'],[],[],,,,,,,,,?,,506,,2117 kj(506 kcal),,"32,7",,"2,8",,"44,8",,"0,8",,"5,2",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Milk Chocolate Endless Summer,2026888699998,,['France'],[],[],,,,,,,,,?,,551,,2305 kj(551 kcal),,"33,5",,"20,6",,55,,"54,1",,"6,5",,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,
107,You Did It -,2027068799996,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",['France'],[],[],0.4 g,en faible quantité,0.1 g,en faible quantité,50.9 g,en quantité élevée,0.1 g,en faible quantité,?,,339,-1%,1418 kj(339 kcal),-2%,"0,4",+0%,"0,1",-40%,"79,1",-2%,"50,9",-12%,"4,7",+28%,"0,1",-13%,"0,04",-13%,14,-1%,D,-1%,,,,,,,,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,"['Sachet', 'Plastique']",,,,
108,Silken TOFU SOFT - MORI-NU - 340,2027090608037,,['France'],[],[],,,,,,,,,230,,?,,230 kj(55 kcal),,"3,1",,"0,5",,"1,7",,"0,7",,"5,2",,"0,004",,"0,002",,,,,,['MORI-NU'],,,,,['Sans conservateurs'],,,,,,,,,,340,,,,,,
109,Crispbread sésame,2027263299994,,['France'],[],[],,,,,,,,,?,,368,,1540 kj(368 kcal),,"6,4",,1,,"58,4",,"3,4",,"11,5",,"1,25",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Savoury biscuits tomato italian herbs,2027263399991,,['France'],[],[],,,,,,,,,?,,441,,1845 kj(441 kcal),,15,,"3,1",,"64,8",,"8,6",,"10,3",,"2,49",,"0,996",,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Savoury biscuits cheese & pumpkin seeds,2027263599995,,['France'],[],[],,,,,,,,,?,,445,,1862 kj(445 kcal),,16,,"3,3",,63,,"8,7",,"10,8",,"2,38",,"0,952",,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Peach & apricot,2027303799996,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Orange and mango flavoured sparkling water,2027303899993,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Lime & mint flavoured sparkling water,2027304099996,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Sirop artisanal Maracudja - La Marie Galantaise  - 25cl,2027325020177,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['La Marie Galantaise'],,,,,,,,,,,,,,,25cl,,,,,,
116,Jus d'orange,2027345299997,,['France'],[],[],,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"9,6",,9,,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Trio de Crudités - Bonduelle - 300gr,2027618188348,"['Plats préparés', 'Salades', 'Salades composées', 'Salades de légumes']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Bonduelle'],,,,,"['Sans arômes artificiels', 'Sans conservateurs']",,,,,,,,,,300gr,,['Barquette plastique'],,,,
118,2027626777077,2027626777077,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,crème de marrons de l'Ardèche - clément faugier - 500g,2028413010025,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons', 'Pâtés végétaux']",['France'],"['châtaignes', 'sucre', 'débris de marrons écrasés ', 'marrons', 'sucre', 'sirop de glucose', 'arôme naturel vanille', 'eau', 'sirop de glucose', 'Arôme vanille', 'vanille']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['clément faugier'],,,,4,,"['EMB 26116C', 'Donzère (Drôme, France)']",C,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,500g,,['Conserve'],crème de marrons,['Ardèche'],,
120,Almond Pastry Stick,2029037599996,,['France'],[],[],,,,,,,,,?,,491,,2054 kj(491 kcal),,27,,10,,52,,32,,8,,"0,51",,"0,204",,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Maxi Jac' Nature - Jacquet,2029350446403,,['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,"4,5",,"0,4",,48,,"8,7",,"8,7",,"1,1",,"0,44",,,,,,['Jacquet'],,,,,,,,,,,,,,,,,,,,,
122,Chocolat au lait,2029645799993,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",['France'],[],[],30.5 g,en quantité élevée,18.3 g,en quantité élevée,55.6 g,en quantité élevée,0.15 g,en faible quantité,?,,532,-4%,2226 kj(532 kcal),-4%,"30,5",-12%,"18,3",-7%,57,+10%,"55,6",+13%,"5,8",-19%,"0,15",-36%,"0,06",-36%,26,+2%,E,+2%,,,,,,,,E,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,
123,Chocolat au lait,2029646199990,,['France'],[],[],,,,,,,,,?,,532,,2226 kj(532 kcal),,"30,5",,"18,3",,57,,"55,6",,"5,8",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Chocolat au lait,2029646399994,,['France'],[],[],,,,,,,,,?,,532,,2226 kj(532 kcal),,"30,5",,"18,3",,57,,"55,6",,"5,8",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Lettres au chocolat au lait - Hema,2029656699992,,['France'],[],[],,,,,,,,,?,,532,,2226 kj(532 kcal),,"30,5",,"18,3",,57,,"55,6",,"5,8",,"0,15",,"0,06",,,,,,['Hema'],['Hema'],,,,,,,,,,,,,,,,,,,,
126,América cookeis classique,20200152,,['France'],[],[],,,,,,,,,?,,502,,2100 kj(502 kcal),,25,,14,,61,,36,,"6,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"Muesli bio, croustillant, sucré, au citron et au gingembre - Bio Sonne",20201364,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",['France'],[],[],19.5 g,en quantité modérée,6.6 g,en quantité élevée,20.8 g,en quantité élevée,0.17 g,en faible quantité,?,,453,+9%,1895 kj(453 kcal),+9%,"19,5",+49%,"6,6",+99%,"56,8",-6%,"20,8",+23%,"9,1",-8%,"0,17",-2%,"0,068",-2%,15,+205%,D,+205%,['Bio Sonne'],,,,,"['Bio', 'Bio européen', 'AT-BIO-301', 'Agriculture UE/Non UE']",,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,
