,name,bar_code,packaging,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,categories,labels,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,manufacturing,allergens,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,markets,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,traceability_code,generic_name,link,palm_ingredients,brand_owner,producer_info
481,"Mojito 14,9° - Auchan - 70cl",3596710366798,"['Bouteille', 'Verre']",['France'],[],[],?,?,?,?,?,,"['Boissons', 'Boissons alcoolisées']",['Fabriqué en France'],,,,,,,,,,,,,70 cl,['Auchan'],,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,"['EMB 76351A', 'Havre (Seine-Maritime, France)']",,,,,
482,Gâteau aux pommes,7290006775795,,['France'],[],[],?,334,"7,5","63,4","3,3",,,,,,,,,,,,,,,,,,,,,1397 kj(334 kcal),"1,4",26,"1,85","0,74",,,,,,,,,,,,,,,,,,,,,,,,,,
483,Nectarissimo - Pingo Doce,5601009951826,,['France'],[],[],?,196,"0,1","11,3","0,2",,,,,,,,,,,,,,,,,['Pingo Doce'],,,,820 kj(196 kcal),"0,1","11,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
484,Palets aux pépites de chocolat,3760246091725,,['France'],[],[],?,505,26,60,7,,,,,,,,,,,,,,,,,,,,,2113 kj(505 kcal),16,36,"0,75","0,3",,,,,,,,,,,,,,,,,,,,,,,,,,
485,Ficelle,,,['France'],[],[],?,12,"0,2","2,1","1,7",,,,,,,,,,,,,,,,,,,,,50 kj(12 kcal),0,"1,1","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
486,Gaufy Gout Chocolat,6194002530079,,['France'],[],[],?,39,"2,1","4,5","0,4",,,,,,,,,,,,,,,,,,,,,163 kj(39 kcal),"1,1","4,3","3,1","1,24",,,,,,,,,,,,,,,,,,,,,,,,,,
487,Pignon de pin,3289131700523,,['France'],[],[],?,673,"68,37","13,08","13,69",,,,,,,,,,,,,,,,,,,,,2816 kj(673 kcal),"4,89","3,6","0,005","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,
488,Jus de grenade - Canobio - 1L,3701284000003,['Verre'],['France'],[],[],?,51,0,13,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']","['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté', 'Sans conservateurs', 'en:TR-BIO-140', 'AB Agriculture Biologique', 'Ceres']",,+11%,-100%,+23%,-100%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,1L,['Canobio'],,,,213 kj(51 kcal),0,12,0,0,,,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,0 g,en faible quantité,+11%,-100%,+24%,-100%,-100%,6,+58%,D,+58%,['Turquie'],,,,,,
489,Simply Orange - Simply Orange Juice Company - 1.53l,0025000044960,,"['France', 'États-Unis']",[],[],?,46,0,"10,83","0,83",,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', ""en:Aliments et boissons à base de végétaux  Boissons  Boissons à base de végétaux  Boissons aux fruits  Jus et nectars  Jus de fruits  Jus d'orange""]",,,+15%,-100%,+29%,+115%,,,,,,,,1.53 l,['Simply Orange Juice Company'],,,,192 kj(46 kcal),0,"9,58",0,0,"[""BJ's""]",,0 g,en faible quantité,0 g,en faible quantité,9.58 g,en quantité élevée,0 g,en faible quantité,+14%,-100%,+29%,-100%,-100%,14,+137%,E,+137%,['United States  Mexico  Brazil'],,,http://cokeurl.com/q/2019-00150,,SIMPLY ORANGE,
490,Banane Bio Cavendish,2600480015150,,['France'],[],[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Anabolic pure whey,7638714621872,,['France'],[],[],?,386,5,5,80,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,1615 kj(386 kcal),0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
492,Crema ecológica de calabacín sin gluten - Natur Crem,8410087605364,,['France'],[],[],?,164,"1,3","5,7","0,8",,,['Bio'],,,,,,,,,,,,,,['Natur Crem'],,,,686 kj(164 kcal),"0,9","0,8","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,
493,Saint Nectaire Laituer AOP,3151824106281,,['France'],[],[],?,332,27,"1,1",21,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-nectaire']",,,-2%,-2%,+8%,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,1389 kj(332 kcal),18,"0,5","1,5","0,6",,,27 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,-2%,-5%,+71%,+1%,+1%,15,0%,D,0%,,,,,,,
494,Sucre de noix de coco - Lavandine,3506070053481,,['France'],[],[],?,372,0,92,1,B,"['Édulcorants', 'Sucres', 'Sucres de coco']","['Bio', 'Bio européen', 'FR-BIO-09']",,-3%,-100%,-2%,-14%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,['Lavandine'],,,,1556 kj(372 kcal),0,92,0,0,,,0 g,en faible quantité,0 g,en faible quantité,92 g,en quantité élevée,0 g,en faible quantité,-3%,-100%,+9%,-100%,-100%,14,0%,D,0%,,,,,,,
495,Chaussons aux pommes,0208831023612,,['France'],[],[],?,323,18,35,"4,3",B,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Chaussons aux pommes']",,,+3%,0%,+6%,+10%,75.3%,14.7%,6.1%,3.4%,0.5%,0.0%,75,,,,,,1351 kj(323 kcal),11,11,"0,64","0,256",,,18 g,en quantité modérée,11 g,en quantité élevée,11 g,en quantité modérée,0.64 g,en quantité modérée,+2%,-4%,+4%,+7%,+7%,18,+6%,D,+6%,,,,,,,
496,Blanc de Dinde doré au Four,3250392727413,,['France'],[],[],?,101,1,"1,1","21,7",D,"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']",,,-1%,-38%,-27%,+8%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,423 kj(101 kcal),"0,5","1,1","1,67","0,668",,,1 g,en faible quantité,0.5 g,en faible quantité,1.1 g,en faible quantité,1.67 g,en quantité élevée,-1%,-2%,+27%,-15%,-15%,3,-43%,C,-43%,,,,,,,
497,Chips Saveur Barbecue - Lay's,3168930448464,,['France'],"['Pommes de terre 61%', 'huiles végétales ', 'tournesol', 'colza', 'en proportion variable', 'base aromatisante barbecue [sucre', 'arôme ', 'dont soja', 'chapelure ', 'de blé', 'exhausteur de goût ', 'glutamate de sodium', 'paprika', ""poudre d'oignon"", 'poudre de tomate', ""poudre d'ail"", ""correcteurs d'aci - dité "", 'acide citrique', 'acide malique', 'colorant ', 'extrait de paprika', 'arômes de fumée]', 'sel']",[],?,532,32,52,"6,4",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées']",,,+1%,0%,+1%,+5%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"[""Lay's""]",,['Gluten'],4,2226 kj(532 kcal),"2,6","2,8","1,3","0,52",,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E296 - Acide malique', 'E160c - Extrait de paprika']",32 g,en quantité élevée,2.6 g,en quantité modérée,2.8 g,en faible quantité,1.3 g,en quantité modérée,+1%,-12%,+21%,-9%,-9%,13,+14%,D,+14%,,,,,,,
498,Twinings Vanille,0070177084769,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,['Twinings'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,Pink Himalayan salt,5200373501677,,['France'],[],[],?,?,?,?,?,B,"['Epicerie', 'Condiments', 'Sels', ""Sels de l'Himalaya""]",,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Filet de poulet - La Nouvelle Agriculture,0213400018968,,['France'],[],[],?,104,"1,3",0,23,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['Bleu Blanc Cœur'],,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['La Nouvelle Agriculture'],,,,435 kj(104 kcal),"0,4",0,"0,11","0,044",,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,,,,,
501,EARL GREY THÉ VERT,3700616458857,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,La tartufata,8032573828165,,['France'],[],[],?,377,"7,4","2,5","2,7",,,,,,,,,,,,,,,,,,,,,1577 kj(377 kcal),"1,1","1,3","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
503,Oignon rouge,3760052386404,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,Look Cola Standard Btes - 6x 33dl,3250390578895,,['France'],[],[],?,37,0,"9,1",0,,,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,,6 x 33 dl,,,,,155 kj(37 kcal),0,"9,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
505,Lentil crips - Simply,0764218652726,,['France'],[],[],?,478,20,63,10,,,['en:gluten-free'],,,,,,,,,,,,,,['Simply'],,,,2000 kj(478 kcal),"1,5","4,6","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,
506,eau de source - Eco+ - 50cl,14230549,['X6'],['France'],['Eau de source'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,['Alimentaire'],,,,,,,,,,,,,,50cl,['Eco+'],['Ivry sur seine'],,1,,,,,,['Leclerc'],,,,,,,,,,,,,,,,,,,['France'],,,,,,
507,Chateau Larose-Trintaudon,3286171403629,,['France'],[],[],?,?,?,?,?,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français']",,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,,
508,Lokoum,5411944364809,,['France'],[],[],?,363,"2,8","82,8","1,2",,,['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,1519 kj(363 kcal),"0,31","74,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
509,"Vinovalie Bib ""Terreo"" Rot Igp Comté Tolosan 5.00 Liter Merken",3272599740088,,['France'],[],[],?,?,?,?,?,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Comté Tolosan']",,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Gressins huile d'olive romarin - Tokapi,3564700401989,,['France'],[],[],?,425,"8,5","73,3","11,7",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,+1%,-21%,+10%,+3%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,"['Tokapi', 'Marque Repère']",,,,1778 kj(425 kcal),"1,3",2,"1,1","0,44",['Leclerc'],,8.5 g,en quantité modérée,1.3 g,en faible quantité,2 g,en faible quantité,1.1 g,en quantité modérée,+1%,-42%,-20%,-42%,-42%,5,-61%,C,-61%,,,,,,,
511,Yaourt brasse au lait de brebis - Lait'Age d'Or - 250g (2x125g),3760274150098,,['France'],"[""LAIT de brebis issu de l'agriculture biologique"", ""préparation de fruits issus de l'agriculture biologique "", 'myrtille bio', 'sucre de canne bio', 'agar-agar bio', 'Ferments LACTIQUES']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,101,"4,71","9,3","4,49",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille', 'Yaourts au lait de brebis']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,+1%,+44%,-31%,+22%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,250 g (2x125g),"[""Lait'Age d'Or""]",,['Lait'],4,423 kj(101 kcal),"3,22","8,09","0,12","0,048",,['E406 - Agar-agar'],4.71 g,en quantité modérée,3.22 g,en quantité modérée,8.09 g,en quantité modérée,0.12 g,en faible quantité,+1%,+53%,-34%,+12%,+12%,3,+9%,C,+9%,,"['FR 81.124.002 CE', 'Lacaune (Tarn, France)']",,,,,
512,Edle trüffel,22117922,,"['France', 'Allemagne']",[],[],?,296,6,"51,1","7,5",,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,1238 kj(296 kcal),"0,5",6,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
513,Arome Framboise - La pateliere,3278584340127,,['France'],[],[],?,?,?,?,?,,,['Bio'],,,,,,,,,,,,,,['La pateliere'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Tuiles aux amandes,3760202510017,,['France'],[],[],?,?,?,?,?,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,Cidre brut - Verger de la Hanère,3529751401210,,['France'],[],[],?,?,?,?,?,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres demi-secs']",,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,['Verger de la Hanère'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Thé de l'aubrac,3380841604061,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Vodka blanche - Zubrowka - 700ml,5900343010313,['Verre'],['France'],[],[],?,?,?,?,?,C,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Vodkas', 'Vodkas polonaises']",,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,700ml,['Zubrowka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Yazoo Milk Drink Chocolate,5410438036482,"['pet-bottle', 'mixed plastic-sleeve', 'hdpe-cap']",['France'],[],[],?,65,"1,5","9,1","3,3",,,,,,,,,,,,,,,,,,,,,272 kj(65 kcal),"1,1","8,9","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
519,"Ice Tea, Mango",28123170,,['France'],[],[],?,32,"0,5","7,7","0,5",,,,,,,,,,,,,,,,,,,,,134 kj(32 kcal),"0,1","7,6","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,
520,Moka - Bonne Maman - 2x 100g,3608580896814,,['France'],"['Crème fraîche', 'lait entier', 'sucre', 'eau', 'œufs entiers frais', ""jaune d'œufs frais"", 'farine de blé', 'arômes naturels de café', 'beurre', 'amidons', 'caramel', 'gélifiant : pectine', 'poudre à lever ', 'diphosphates et carbonates de sodium', 'farine de blé']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,266,17,23,"4,1",,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Desserts au café', 'Desserts lactés au café']",,,+87%,+180%,+32%,+30%,,,,,,,,2 x 100 g,['Bonne Maman'],,"['Gluten', 'Lait']",4,1113 kj(266 kcal),10,18,"0,19","0,076",,"['E440 - Pectines', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']",17 g,en quantité modérée,10 g,en quantité élevée,18 g,en quantité élevée,0.19 g,en faible quantité,+89%,+158%,+20%,+28%,+28%,15,+136%,D,+136%,,,,,,,
521,26027890,26027890,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Le véritable chocolat chaud - Le Comptoir de Mathilde,3700961307411,,['France'],[],[],?,572,41,34,"7,3",,,,,,,,,,,,,,,,,['Le Comptoir de Mathilde'],,,,2393 kj(572 kcal),25,29,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,
523,Vinaigre de Banyuls,3013160000411,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Infusion De Gingembre Et De Menthe Fraîche,3760040430119,,['France'],[],[],?,4,0,0,0,,,['Bio'],,,,,,,,,,,,,,,,,,17 kj(4 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Gingembre au chocolat - Direct Producteurs Fruits Secs - 200g,3760159012022,['Sachet'],['France'],[],[],?,434,"15,2","69,5","2,79",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Epices', 'Aliments à base de plantes séchées', 'Fruits secs', 'Gingembre', 'Gingembre au chocolat']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,+90%,+2971%,+36%,+171%,61.7%,0.0%,0.0%,28.7%,9.6%,0.0%,97,200 g,['Direct Producteurs Fruits Secs'],['Chine'],,,1816 kj(434 kcal),"9,16","63,8","0,01","0,004",['Magasins bio'],,15.2 g,en quantité modérée,9.16 g,en quantité élevée,63.8 g,en quantité élevée,0.01 g,en faible quantité,+91%,+6538%,+62%,-97%,-97%,,,,,,,Gingembre au chocolat,http://www.directproducteursfruitssecs.com/fruitsec/?produit=gingembre&id=38,,,
526,Mayonnaise piment d'espelette,5714484000276,,['France'],[],[],?,676,73,"2,7","1,6",D,"['Epicerie', 'Sauces', 'Mayonnaises']",,,+10%,+10%,+0%,+30%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,2828 kj(676 kcal),"9,5","0,9","1,4","0,56",,,73 g,en quantité élevée,9.5 g,en quantité élevée,0.9 g,en faible quantité,1.4 g,en quantité modérée,+10%,+54%,-38%,+5%,+5%,23,+28%,E,+28%,,,,,,,
527,Sandwich gris - Carrefour - 180g,5400101254749,"['Fresh', 'Plastic']","['Belgique', 'France']","['Farine de blé 29%', 'farine intégrale de blé 29%', 'eau', 'sucre', 'levure', 'sel iodé', 'œuf', 'huile de colza', 'lactosérum ', 'lait', ""émulsifiants: mono - et diglycérides d'acides gras - esters monoacétyitatriques et diacétyltatriques des mono - et diglycérides d'acides gras"", 'dextrose', 'antioxydants : acide ascorbique - extrait riche en tocophérols', 'lait écrémé en poudre', 'enzymes ', 'blé']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,264,4,45,"9,5",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux']",['Fabriqué en Belgique'],,-9%,-22%,-8%,+2%,,,,,,,,180 g,['Carrefour'],['Belgium'],"['Œufs', 'Gluten', 'Lait']",4,1105 kj(264 kcal),"0,5","6,8","1,3","0,52",['Carrefour'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique', 'E306 - Extrait riche en tocophérols']",4 g,en quantité modérée,0.5 g,en faible quantité,6.8 g,en quantité modérée,1.3 g,en quantité modérée,-9%,-44%,+53%,+7%,+7%,-1,-127%,A,-127%,,,Sandwiches gris,,,,
528,Yaourt brassé fermier sur lit de fraises,3770003245179,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Cassis à la crème de cassis,3123020001400,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Oikos - Danone - 220g (110g x 2),8410500022914,,"['France', 'Espagne']",[],[],?,162,"9,3","16,6","2,9",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",,,+38%,+36%,+90%,-35%,,,,,,,,220 g (110 g x 2),['Danone'],,,,678 kj(162 kcal),"5,2","15,8","0,1","0,04",,,9.3 g,en quantité modérée,5.2 g,en quantité élevée,15.8 g,en quantité élevée,0.1 g,en faible quantité,+38%,+17%,+98%,-14%,-14%,9,+121%,C,+121%,,,,,,,
531,Kiluva Slimbel System Dep (depuril Lax) - Naturhouse,8423263071105,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,['Naturhouse'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Chocolat noir noisettes - Bovetti,3501940578002,,['France'],"['chocolat noir ', 'masse de cacao', 'édulcorant maltitol* beurre de cacao', 'émulsifiant léctihine de SOJA', 'extrait de vanille', ' masse de cacao', 'NOISETTES 8%', "" Peut contenir des traces d'autres fruits à coque et de lait"", ' Contient des sucres naturellement présents dans les noisettes', ' *Une consommation excessive peut avoir des effets laxatifs']",[],?,520,42,36,"7,8",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats édulcorés', 'Chocolats noirs', 'Chocolats noirs aux édulcorants', 'Chocolats aux noisettes', 'Chocolats noirs aux noisettes']","['Une consommation excessive peut avoir des effets laxatifs', 'Sans sucre ajouté', 'Avec édulcorants']",,+4%,+8%,-3%,+7%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,['Bovetti'],,"['Fruits à coque', 'Soja']",3,2176 kj(520 kcal),23,"0,6","0,01","0,004",,,42 g,en quantité élevée,23 g,en quantité élevée,0.6 g,en faible quantité,0.01 g,en faible quantité,+4%,+0%,-27%,-74%,-74%,16,+21%,D,+21%,,,,,,,
533,Les adorables caramel - Frey,7616500664043,,['France'],[],[],?,499,27,59,"4,3",,,,,,,,,,,,,,,,,['Frey'],,,,2088 kj(499 kcal),17,54,"0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,
534,Tee Sweet Kiss - Tee Kanne - 60g,4009300522683,['FSC Mix'],"['Belgique', 'France']","['Hibiscus', 'rozebottel', 'appelen', 'sinaasappelschillen', 'zoete braamblaadjes', 'aardbeienaroma', 'kersenaroma', 'vlierbessen']",[],?,?,?,?,?,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,60 g,['Tee Kanne'],,,4,,,,,,['Delhaize'],,,,,,,,,,,,,,,,,,,,,,,,,
535,Vacherin mont d'or - Hauser - 698g,2463702010469,['Frais'],['France'],[],[],?,315,26,"0,5",19,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages au lait cru', 'Fromages à pâte molle à croûte lavée', ""Mont d'Or""]",['AOC Suisse'],,+6%,+5%,+11%,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,698g,['Hauser'],,,,1318 kj(315 kcal),15,0,"1,5","0,6",,,26 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,+7%,-10%,-100%,+6%,+6%,14,+1%,D,+1%,,['CH-4413'],,,,,
536,Thé vert matcha en poudre 20G,4937922160115,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Noix de cajou crues bio,0208514038575,,['France'],[],[],?,?,?,?,?,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",,,,,,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Gerookte zalm blokjes - Albert Heijn,8710400130574,,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,['Albert Heijn'],,,,,,,,,['Albert Heijn'],,,,,,,,,,,,,,,,,,,,,,,,,
539,Chocolat goût cappuccino et crème,5941047830135,,['France'],[],[],?,511,27,61,"5,9",,,,,,,,,,,,,,,,,,,,,2138 kj(511 kcal),15,59,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
540,Galantine de pintade - Fleurons de Lomagne,3700428457451,,['France'],[],[],?,218,"13,55","2,15","21,88",,,,,,,,,,,,,,,,,['Fleurons de Lomagne'],,,,912 kj(218 kcal),4,"1,93","0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,,
541,Crackers - Sigdal,7071848021284,,['France'],[],[],?,488,"27,2","35,8",18,,,,,,,,,,,,,,,,,['Sigdal'],,,,2042 kj(488 kcal),"3,4","1,9",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
542,Saucisse seche au piment d' espelette - Maison Milhau - 250g,3289010002106,['Sachet Plastique'],['France'],"['Viande de porc', 'sel', 'lactose épices', ""piment d'espelette "", '0,19% à la mise en œuvre', 'dextrose', 'saccharose', 'plantes aromatiques', 'conservateur ', 'E252', 'boyau naturel']","['Non végétalien', 'Non végétarien']",?,449,"38,7","1,9",24,D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']","['Viande Française', 'Viande Porcine Française', 'Sans colorants']",,+9%,+20%,-15%,-17%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,250 g,['Maison Milhau'],,['Lait'],4,1879 kj(449 kcal),"14,6","1,9",4,"1,6",,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",38.7 g,en quantité élevée,14.6 g,en quantité élevée,1.9 g,en faible quantité,4 g,en quantité élevée,+9%,+16%,+28%,-14%,-14%,25,+4%,E,+4%,,"['FR 81.124.012 CE', 'Lacaune (Tarn, France)']",,https://www.maison-milhau.com/project/saucisse-seche-piment-espelette/,,,
543,The Ma Beaute - Aide Minceur,3760249070024,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
