,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,ingredients_origins,manufacturing,traceability_code,link,markets,allergens,nova_score,additives,origin_detail,generic_name
1134,Coeurs de filets de cabillaud surgeles - 1kg,3760121992536,['France'],[],[],?,81,339 kj(81 kcal),"0,7","0,2","0,5","0,5",18,"0,22","0,088",E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",,0.7 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0.22 g,en faible quantité,,-31%,-28%,-77%,-51%,-91%,+0%,+15%,-53%,-53%,-4,,A,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,1 kg,,,,,,,,,,,,
1135,Biscuits Fourrés,3263853422413,['France'],[],[],?,259,1084 kj(259 kcal),5,1,6,1,8,8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,Glace créole avec raisins macérés au rhum - Thiriet,3292590527228,['France'],[],[],?,207,866 kj(207 kcal),"7,7","6,4",27,21,"3,1","0,1","0,04",B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot']",,7.7 g,en quantité modérée,6.4 g,en quantité élevée,21 g,en quantité élevée,0.1 g,en faible quantité,,-6%,-6%,-29%,-7%,+3%,-6%,-7%,-34%,-34%,12,-5%,D,-5%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,['Thiriet'],,,,,['Thiriet'],,,,,
1137,Muesli sport - Moulin des moines,3347430003308,['France'],[],[],?,352,1473 kj(352 kcal),"5,14","0,7","60,82","6,57","10,77","0,11","0,044",,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Moulin des moines'],,,,,,,,,,
1138,Tiket Leclerc - E.Leclerc,990540197940003844,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E.Leclerc'],,,,,,,,,,
1139,Kochschinken - Conad,8003170067882,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,['Conad'],,,,,,,,,,
1140,miel onctueux de fleurs - Bio Village,07285725,['France'],[],[],?,?,,?,,?,,?,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Bio Village'],,,,,['Leclerc'],,,,,
1141,Veritable andouille de guemene,0211490020861,['France'],[],[],?,1045,4372 kj(1045 kcal),"20,6",10,"1,1","0,5","15,4","2,74","1,096",E,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",,20.6 g,en quantité élevée,10 g,en quantité élevée,0.5 g,en faible quantité,2.74 g,en quantité élevée,,+318%,+320%,+2%,-1%,+193%,+78%,-6%,+15%,+15%,29,+34%,E,+34%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,"['FR 56.010.004 CE', 'Baud (Morbihan, France)']",,,,,,,
1142,Roti de porc cuit,2227849046183,['France'],[],[],?,169,707 kj(169 kcal),"7,6",3,"0,6","0,5",24,"1,4","0,56",D,"['Viandes', 'Porc', 'Rôtis de porc']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-13']",7.6 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+17%,+19%,+51%,+44%,-27%,-20%,+7%,-19%,-19%,5,-30%,C,-30%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,"['FR 29.004.023 CE', 'Bannalec (Finistère, France)', 'EMB 29004O', 'Bannalec (Finistère, France)']",,,,,,,
1143,Chipolatas,0215721029128,['France'],[],[],?,185,774 kj(185 kcal),12,5,"0,5","0,4",18,2,"0,8",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,12 g,en quantité modérée,5 g,en quantité modérée,0.4 g,en faible quantité,2 g,en quantité élevée,,-23%,-23%,-37%,-31%,-57%,-37%,+17%,+11%,+11%,14,-16%,D,-16%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
1144,Vinaigre Forum Cabernet Sauvignon,8426365000165,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Jambon blanc supérieur tranché,2855924033454,['France'],[],[],?,186,778 kj(186 kcal),"12,3","4,9","0,7","0,7",18,"2,1","0,84",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon cuit supérieur']",,12.3 g,en quantité modérée,4.9 g,en quantité modérée,0.7 g,en faible quantité,2.1 g,en quantité élevée,,+41%,+42%,+156%,+166%,+5%,+18%,-15%,+12%,+12%,15,+113%,D,+113%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,,,,,,,
1146,Chipolatas rhone-alpes,0263291026177,['France'],[],[],?,253,1059 kj(253 kcal),21,"8,3","0,8","0,6",14,"1,9","0,76",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,21 g,en quantité élevée,8.3 g,en quantité élevée,0.6 g,en faible quantité,1.9 g,en quantité élevée,,+6%,+6%,+11%,+15%,-32%,-5%,-9%,+6%,+6%,19,+14%,E,+14%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,"['FR 01.053.015 CE', 'Bourg-en-Bresse (Ain, France)']",,,,,,,
1147,Thé vert,3770015013308,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']","['Bio', 'Bio européen', 'LK-BIO-149', 'AB Agriculture Biologique']",,,,,,,,,,-92%,-92%,-100%,-100%,-91%,-100%,-52%,-100%,-100%,1,-76%,B,-76%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,
1148,Rôti de porc fumé 4 tranches,0278402015414,['France'],[],[],?,141,590 kj(141 kcal),"6,3","2,9","1,2","0,9",20,"1,89","0,756",E,"['Viandes', 'Porc', 'Rôtis de porc']",,6.3 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,1.89 g,en quantité élevée,,-2%,-1%,+25%,+39%,+47%,+44%,-11%,+10%,+10%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,"['FR 35.238.019 CE', 'Rennes (Ille-et-Vilaine, France)']",,,,,,,
1149,Huile vierge de noix bio,3770012279233,['France'],[],[],?,?,,?,,?,,?,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix', 'Huile vierge de noix']",['Bio'],,,,,,,,,,,,,,,,,,,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,,,,,,
1150,Jozo Bewust 90GR,8715800001066,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,Amandes décortiquées,3580281210055,['France'],[],[],?,643,2690 kj(643 kcal),50,"3,8",21,"4,2",21,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,50 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,,,,+3%,+3%,-3%,-5%,+60%,+7%,-6%,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,,,
1152,Yaourt grec - Ma romarin - 1Jf,370286925918,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Jf,['Pot'],['Ma romarin'],,,,,,,,,,
1153,Huile vierge de noix de coco,6098660005095,['France'],[],[],?,828,3464 kj(828 kcal),92,"83,7",0,0,0,0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",,92 g,en quantité élevée,83.7 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-5%,-1%,-100%,-100%,-100%,-100%,-100%,20,+3%,E,+3%,,,,,,,,,,,,,,,,,,,,
1154,Saucisses de volaille,2273729034573,['France'],[],[],?,138,577 kj(138 kcal),"7,1",2,"0,3","0,3",18,"1,7","0,68",E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']","['Bio', 'Bio européen', 'FR-BIO-01']",7.1 g,en quantité modérée,2 g,en quantité modérée,0.3 g,en faible quantité,1.7 g,en quantité élevée,,-23%,-24%,-40%,-45%,-76%,-42%,+9%,-4%,-4%,4,-59%,C,-59%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,,,,,,"['FR 79.195.001 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,,,
1155,Graines de chia,3700998812131,['France'],[],[],?,454,1900 kj(454 kcal),"30,7","3,3","7,7","1,1","19,5",,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",,30.7 g,en quantité élevée,3.3 g,en quantité modérée,1.1 g,en faible quantité,,,,+1%,+2%,0%,+6%,-36%,+99%,-3%,,,,,,,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,,,,,,,,,,,,
1156,Roti de porc filet bio,00614498,['France'],[],[],?,?,,?,,?,,?,,,D,"['Viandes', 'Porc', 'Rôtis de porc']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,"['FR 85.059.004 CE', 'Châtaigneraie (Vendée, France)']",,,,,,,
1157,"Chipolatas Jean Floch,",3700190300108,['France'],[],[],?,344,1439 kj(344 kcal),"0,9","0,2","4,3","1,2","19,1",0,0,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,0.9 g,en faible quantité,0.2 g,en faible quantité,1.2 g,en faible quantité,0 g,en faible quantité,,+44%,+44%,-95%,-97%,+268%,+90%,+24%,-100%,-100%,-1,-106%,A,-106%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,
1158,5606201276173,5606201276173,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Magret de canard,2209030007272,['France'],[],[],?,334,1397 kj(334 kcal),29,"9,8","1,3","0,5",17,"0,13","0,052",E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,29 g,en quantité élevée,9.8 g,en quantité élevée,0.5 g,en faible quantité,0.13 g,en faible quantité,,-2%,-2%,-1%,-2%,+4%,-25%,-5%,-92%,-92%,13,-29%,D,-29%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,
1160,Rillettes de Poissons aux Piquillos,3700857601142,['France'],[],[],?,215,900 kj(215 kcal),"15,9","5,8","8,7","4,9",12,"0,5","0,2",D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Rillettes de poissons']",,15.9 g,en quantité modérée,5.8 g,en quantité élevée,4.9 g,en faible quantité,0.5 g,en quantité modérée,,-2%,-2%,-6%,+2%,+287%,+392%,-12%,-54%,-54%,5,-48%,C,-48%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,,,,,,,,
1161,Filets de cabillaud tropic surgeles,3367870450111,['France'],[],[],?,71,297 kj(71 kcal),"0,6","0,2","0,5","0,5",14,"2,05","0,82",E,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",,0.6 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,2.05 g,en quantité élevée,,-39%,-37%,-80%,-51%,-91%,+0%,-10%,+334%,+334%,4,,C,,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,,
1162,Rillettes de thon - Casino,3222473009237,['France'],[],[],?,1005,4205 kj(1005 kcal),20,"1,9","1,6","0,6",14,"0,98","0,392",D,"['Produits de la mer', 'Produits à tartiner', 'Poissons', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Rillettes de poissons', 'Rillettes de thon']",,20 g,en quantité modérée,1.9 g,en quantité modérée,0.6 g,en faible quantité,0.98 g,en quantité modérée,,+374%,+369%,+27%,-50%,-24%,-37%,-8%,-6%,-6%,15,+141%,D,+141%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,['Casino'],,,,,['Casino'],,,,,
1163,Huel Bar 3.1 Peanut Butter - 49g,5060495114625,"['France', 'Irlande']",[],[],1745,415,1745 kj(415 kcal),17,5,35,16,24,"0,5","0,2",,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,17 g,en quantité modérée,5 g,en quantité modérée,16 g,en quantité élevée,0.5 g,en quantité modérée,+16%,+12%,+13%,+31%,-15%,+7%,+20%,-18%,+2%,+2%,9,-13%,C,-13%,,,,,,,,49 g,,['Huel'],,,,,['huel.com'],,,,,
1164,Confiture de fraise - Aix&terra,3760158960164,['France'],[],[],?,247,1033 kj(247 kcal),0,0,60,59,"0,5",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+14%,+13%,-100%,-100%,+13%,+16%,+13%,-100%,-100%,12,+37%,D,+37%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,['Aix&terra'],,,,,,,,,,
1165,Pain souchet riz 500 moule entier - Boulangerie de l'hermitage - 500g,3760299410900,['France'],"['Farine de Riz*', '4,98%', 'Farine de Souchet*', '11,61%', 'Farine de Sarrasin*', '16,59%', 'Eau ', '49,75%', 'Levain Sarrasin*', '16,58%', 'Sel ', '0,49%']",[],1077,257.4,1077 kj(257 kcal),4,1,44,3,9,1,"0,4",,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,"[""Boulangerie de l'hermitage"", 'Pain souchet riz 500 moule entier']",,,,,,,,,,Pain souchet riz 500 moule entier
1166,Magret de canard - Maison Montfort,3104544018600,['France'],[],[],?,20,84 kj(20 kcal),34,11,"2,8","1,3",23,"2,8","1,12",E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,34 g,en quantité élevée,11 g,en quantité élevée,1.3 g,en faible quantité,2.8 g,en quantité élevée,,-94%,-94%,+16%,+10%,+124%,+94%,+28%,+70%,+70%,20,+9%,E,+9%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,['Maison Montfort'],,,,,,,,,,
1167,Sirop menthe,3510324100357,['France'],[],[],?,?,,?,,?,,?,,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']",,,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,
1168,Amandes décortiquées,3760274770081,['France'],[],[],?,645,2699 kj(645 kcal),53,"4,5",21,"4,2",21,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,53 g,en quantité élevée,4.5 g,en quantité modérée,4.2 g,en faible quantité,,,,+3%,+3%,+3%,+12%,+60%,+7%,-6%,,,,,,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,"['EMB 13076B', ""Plan-d'Orgon (Bouches-du-Rhône, France)""]",,,,,,,
1169,Dop - 10oz,65645850844,['France'],[],[],?,?,,?,,?,,?,,,,['Shampoing'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10oz,,['Dop'],,,,,,,,,,
1170,Ossau Iraty,0201072023427,['France'],[],[],?,412,1724 kj(412 kcal),36,25,0,0,23,"1,8","0,72",E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,36 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,-2%,-2%,+0%,+1%,-100%,-100%,-2%,+2%,+2%,17,-3%,D,-3%,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,,,
1171,Confiture de Fraises Plein fruit,3770001333816,['France'],[],[],?,182,761 kj(182 kcal),"0,25",0,54,44,"0,52",0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,0.25 g,en faible quantité,0 g,en faible quantité,44 g,en quantité élevée,0 g,en faible quantité,,-16%,-17%,+4%,-100%,+2%,-13%,+17%,-100%,-100%,10,+15%,C,+15%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
1172,Pruneau d'Agen,29300792,['France'],[],[],?,250,1046 kj(250 kcal),"0,4","0,2",55,37,"1,4","0,1","0,04",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",['Sans conservateurs'],0.4 g,en faible quantité,0.2 g,en faible quantité,37 g,en quantité élevée,0.1 g,en faible quantité,,+4%,+4%,+11%,+75%,+3%,+2%,-25%,+625%,+625%,6,+174%,C,+174%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,,,,,,,
1173,Emmental français,0262200024471,['France'],[],[],?,380,1590 kj(380 kcal),30,21,"0,5","0,5",27,"0,64","0,256",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",,30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.64 g,en quantité modérée,,+0%,+1%,+2%,+6%,-18%,+6%,-3%,+9%,+9%,11,-2%,D,-2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1174,Parmesan -  - 300g,2481003049131,['France'],[],[],?,?,,?,,?,,?,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",,,,,,,,,,,,,,,,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,300g,,,,,,,,,,,,
1175,Brebis ossau iraty,0224598031950,['France'],[],[],?,?,,?,,?,,?,,,E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",,,,,,,,,,,,,,,,,,,,,,,,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,,,
1176,Rôti de Porc label rouge,2242850006001,['France'],[],[],?,146,611 kj(146 kcal),"5,9","2,4","0,5","0,5",23,,,E,"['Viandes', 'Porc', 'Rôtis de porc']",['Label Rouge'],5.9 g,en quantité modérée,2.4 g,en quantité modérée,0.5 g,en faible quantité,,,,+1%,+3%,+17%,+15%,-39%,-20%,+3%,,,,,,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,
1177,Fuze Tea - 100ml,54449000232465,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100ml,['Frais'],['Fuze tea'],,,,,,,,,,
1178,Crêpes nature - Cota - 8,3021990188902,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,['Cota'],,,,,,,,,,
1179,Sauce bourguignonne,3250009000,['France'],[],[],?,387,1619 kj(387 kcal),"39,05","2,9","6,97","4,12","1,48","2,79","1,116",C,"['Epicerie', 'Sauces', 'Sauces bourguignonnes']",,39 g,en quantité élevée,2.9 g,en quantité modérée,4.12 g,en faible quantité,2.79 g,en quantité élevée,,-11%,-11%,-12%,-23%,+2%,-13%,+5%,+18%,+18%,16,-7%,D,-7%,55.2%,17.7%,18.8%,5.1%,2.6%,0.7%,68,,,,,,,,,,,,,
1180,Rôti de porc fumé,0278401046242,['France'],[],[],?,141,590 kj(141 kcal),"6,3","2,9","1,2","0,9",20,"1,89","0,756",E,"['Viandes', 'Porc', 'Rôtis de porc']",,6.3 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,1.89 g,en quantité élevée,,-2%,-1%,+25%,+39%,+47%,+44%,-11%,+10%,+10%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,
1181,baguettes perruches - Casino - 3x 30g,3222474208172,['France'],[],[],?,0,0 kj(0 kcal),4,0,0,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 x 30 g,,['Casino'],,,,,['Casino'],,,,,
1182,Chipolata,0203255017513,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,,,,,,,,,,,,,,,,,,,,,,,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,['Colruyt'],,,,,
1183,"Poitrine fumée - Jean Louis amiotte sa - 0,567kgs",2643373044288,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Porc', 'Poitrine de porc', 'en:raw-meats', 'en:raw-pork-meat', 'en:raw-smoked-pork-belly']",,,,,,,,,,,,,,,,,,,,,,,,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"0,567 kgs",['Plastique'],['Jean Louis amiotte sa'],,,,,,,,,,
1184,Moutarde de Dijon - Carrefour Bio,86349581,['France'],"['Eau', 'graines de moutarde bio 30%', ""vinaigre d'alcool bio"", 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,162,678 kj(162 kcal),"12,5","0,9",3,"1,7","7,5","6,2","2,48",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Fabriqué en France']",12.5 g,en quantité modérée,0.9 g,en faible quantité,1.7 g,en faible quantité,6.2 g,en quantité élevée,,+2%,+2%,+9%,+18%,-18%,-24%,+4%,+5%,+5%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Carrefour Bio'],,,"['EMB 21273', ""Fleurey-sur-Ouche (Côte-d'Or, France)""]",,['Carrefour'],,3,,,
1185,Spiruline,1000562,['France'],[],[],?,?,,?,,?,,?,,,E,"['Compléments alimentaires', 'Spiruline']",,,,,,,,,,,,,,,,,,,,,,,,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,,,,,
1186,Sandwich poulet salade,3760238020412,['France'],[],[],?,?,,?,,?,,?,,,C,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",,,,,,,,,,,,,,,,,,,,,,,,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,,,,"['FR 76.540.123 CE', 'Rouen (Seine-Maritime, France)']",,,,,,,
1187,Sirop de citron,7840000333226,['France'],[],[],?,23,96 kj(23 kcal),0,0,"1,6","0,8","0,2",,,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de citron']",,,,,,,,,,,-89%,-89%,-100%,-100%,-97%,-98%,+57%,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,
1188,Langostino crudo,8433329073011,['France'],[],[],?,300,1255 kj(300 kcal),"1,4","0,5","0,6","0,4",14,"0,5","0,2",,"['it:Langostino', 'it:Langostino crudo']",,1.4 g,en faible quantité,0.5 g,en faible quantité,0.4 g,en faible quantité,0.5 g,en quantité modérée,,,,,,,,,,,0,,B,,,,,,,,,,,,,,,,,,,,,
1189,Petit pain - E.Leclerc,3478920001860,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E.Leclerc'],,,,,,,,,,
1190,Magret de canard - 360g,0275958048347,['France'],[],[],?,?,,?,,?,,?,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,360 g,,,,,,,,,,,,
1191,lux lait lait fermenté - 1litres,02722115,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 litres,,['lux lait'],,,,,,,,,,
1192,Baguette viennoise,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Purée d'amande bio (vrac),0272893039959,['France'],[],[],?,?,,?,,?,,?,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
