,name,bar_code,generic_name,quantity,brand,sales_countries,ingredients_list,additives,palm_ingredients,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,manufacturing,traceability_code,packaging,labels,link,brand_owner,producer_info,origin_detail
946,Huile Olive Vierge extra origine italie - Itinéraire des Saveurs,3250391701285,,,['Itinéraire des Saveurs'],['France'],"[""Huile d'olive vierge extra "", 'origine Italie']",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,3700,900,3700 kj(900 kcal),100,"14,6","< 0,5","< 0,5","< 0,5",< 0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive d'Italie"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['Intermarché'],100 g,en quantité élevée,14.6 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,+9%,+11%,+7%,+8%,+8%,,,,,,6,0%,C,0%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Italie'],,,['Bouteille'],,,,,
947,Velouté tomates basilic - Saint Eloi - 1L,3250391781560,,1 L,['Saint Eloi'],['France'],"['légumes** ', 'purée de tomates reconstituée** 60 %', 'carottes**', 'eau', 'amidon de riz**', ""huile d'olive vierge extra** 1 %"", 'sel', 'sucre**', 'ail**', 'basilic** 0,3 %', ' Certains ingrédients ne sont pas français', "" Issus de l'agriculture biologique"", ' Traces éventuelles de : céleri', 'céréales contenant du gluten', 'fruits à coque', 'mollusques', 'poissons', 'crustacés', 'moutarde', 'œufs', 'soja et lait']",,,,[],3,141,36,141 kj(36 kcal),1,"0,2",5,"3,2",1,"0,63","0,252",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Tomates et dérivés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de tomates']",['Intermarché'],1 g,en faible quantité,0.2 g,en faible quantité,3.2 g,en faible quantité,0.63 g,en quantité modérée,-8%,-12%,-16%,-18%,-50%,-15%,+6%,+22%,-2%,-2%,0,,B,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,"['Brique', 'Carton']","['Bio', 'Labels de distributeurs', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'FR-BIO-10', 'Nutriscore', 'Nutriscore B', 'AB Agriculture Biologique', 'Sélection Intermarché']",,,,
948,Hamburger au Cheddar - Pâturages - 200g,3250391799961,Fromage fondu au cheddar,200 g,['Pâturages'],['France'],"['Lait écrémé reconstitué', 'fromages ', ' lait* ', 'sel', 'ferments _lactiques', ""_ conservateur: lysosyme d' oeuf "", 'dont cheddar**  8%', 'beurre ', ' crème  pasteurisée**', 'ferments lactiques ', 'protéines de lait ', ' lactosérum*** ', 'sels de fonte: polyphosphates et diphosphates', 'épaississant: carraghénanes', 'sel', 'conservateur: sorbate de potassium', 'colorant: rocou', ""correcteur d'acidité: acide citrique"", ' *Lait origine UE', '**Lait origine UE ou Hors UE', '***Lait origine France']","['E1105 - Lysozyme', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160b - Rocou', 'E330 - Acide citrique']",,"['Œufs', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,235,983 kj(235 kcal),17,12,"7,5",6,13,"2,3","0,92",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages en tranches', 'Fromages fondus', 'Fromages fondus au cheddar']",['Intermarché'],17 g,en quantité modérée,12 g,en quantité élevée,6 g,en quantité modérée,2.3 g,en quantité élevée,,-7%,-7%,-16%,-10%,+38%,+49%,+11%,+16%,+16%,18,+16%,D,+16%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,"['Société Fromagère de Lons-le-Saunier (Filiale Groupe Lactalis) - 39 Avenue Camille Prost - 39000 Lons-le-Saunier', 'Jura', 'Franche-Comté', 'France']","['FR 39.300.002 CE', 'Lons-le-Saunier (Jura, France)']","['Frais', 'Sachet plastique', 'Sachets individuels']","['Labels de distributeurs', 'Point Vert', 'Sélection Intermarché']",,,,
949,Look Cola Zéro - Marque Repère - 33cl,3250391888023,,33 cl,['Marque Repère'],['France'],"['Eau gazéifiée', 'colorant: caramel ', 'E150d', 'acidifiant: E338', 'edulcorants: acésulfame de potassium et sucralose', ""correcteur d'acidité: citrate de sodium"", 'arôme naturel ', 'extraits végétaux', 'arôme: caféine']","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E331 - Citrates de sodium']",,,['Sans huile de palme'],4,?,2,8 kj(2 kcal),"0,5","0,1","0,5","0,5","0,5","0,03","0,012",,"['Boissons', 'Boissons gazeuses', 'Boissons édulcorées', 'Sodas', 'Boissons light', 'Sodas au cola', 'Sodas light', 'Sodas au cola light']",['Leclerc'],0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.03 g,en faible quantité,,+100%,+300%,+1900%,+1480%,+511%,+922%,+1371%,+94%,+94%,2,+104%,C,+104%,,,,,,,,,['Saint Alban les Eaux (42)'],"['EMB 42198', 'Saint-Alban-les-Eaux (Loire, France)']",['Cannette aluminium'],['Contient une source de phénylalanine'],,,,
950,Râpé 3 fromages - Páturages - 200g,3250391901746,Mélange de fromages râpés au lait pasteurisé : Maasdam (fromage à pâte pressée non cuite) ; Emmental (fromage à pâte pressée cuite) ; Mozzarella. 28 % Mat. Gr. dans le produit fini,200 g,"['Páturages', 'Sélection des Mousquetaires', 'Les Mousquetaires']",['France'],"['Fromage à pâte pressée non cuite 69% ', 'lait pasteurisé ', 'Origine France', 'sel', 'ferments lactiques', 'coagulant microbien', 'colorant : rocou', ' Emmental 15% ', 'lait pasteurisé ', 'Origine France', 'sel', 'ferments lactiques', 'coagulant', ' Mozzarella 15% ', 'lait pasteurisé ', 'Origine France', 'sel', 'coagulant', ' amidon de pomme de terre']",['E160b - Rocou'],,['Lait'],['Non végétalien'],4,1492,?,1492 kj(357 kcal),28,"20,1","1,8",0,25,"1,29","0,516",C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages pasteurisés', 'Fromages râpés', 'Fromages industriels']","['Intermarché', 'Netto']",28 g,en quantité élevée,20.1 g,en quantité élevée,0 g,en faible quantité,1.29 g,en quantité modérée,+16%,,+16%,+8%,+12%,+26%,-100%,+43%,-6%,-6%,14,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,"['Société Fromagère de Bouvron (Filiale Groupe Lactalis) - Route de Fay-de-Bretagne - 44130 Bouvron', 'Loire-Atlantique', 'Pays de la Loire', 'France']","['FR 44.023.001 CE', 'Bouvron (Loire-Atlantique, France)', 'EMB 44023', 'Bouvron (Loire-Atlantique, France)']","['Frais', 'Sachet plastique', 'Sachet fraîcheur', 'Sous atmosphère protectrice', 'Ouverture et fermeture faciles']","['Labels de distributeurs', 'Point Vert', 'Riche en calcium', 'Sélection Intermarché', 'Eco-Emballages', 'Ecolopass', 'Nutripass']",,,,
951,Mon Paris (25% de sel en moins) - Monique Ranou - 120g,3250392152635,Jambon cuit de Paris qualité supérieure,120 g,['Monique Ranou'],['France'],"['Jambon de porc', 'sel', 'dextrose', 'conservateurs : chlorure de potassium', 'ascorbate de sodium', 'nitrite de sodium', 'bouillon ', 'arômes naturels', 'oignon', 'carotte', 'poireau']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,477,113,477 kj(113 kcal),"2,7","1,3","0,6","0,6","21,4","1,41","0,564",C,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']",['Intermarché'],2.7 g,en faible quantité,1.3 g,en faible quantité,0.6 g,en faible quantité,1.41 g,en quantité modérée,-0%,+1%,+0%,-7%,+20%,-6%,-3%,+1%,-0%,-0%,3,+26%,C,+26%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['France'],['France'],"['FR 29.247.022 CE', 'Saint-Évarzec (Finistère, France)']","['Barquette', 'Plastique']","['Peu ou pas de sel', 'Peu de sel', 'en:gluten-free', 'Allégé en sel', 'Viande-francaise', 'Moins 25% de sel', 'Viande-porcine-francaise']",,,,
952,Amora Moutarde Condiment Verre - 240g,3250541918730,Moutarde.,240 g,['Amora'],['France'],"['Eau', ""vinaigre d'alcool"", 'graines de MOUTARDE', 'sel', 'épices et aromates', 'acidifiant : acide citrique', 'conservateur : DISULFITE de potassium']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,"['Moutarde', 'Anhydride sulfureux et sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,500,120,500 kj(120 kcal),"7,9","0,4","2,3","1,6","5,4",5,2,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']","['Cora', 'Magasins U']",7.9 g,en quantité modérée,0.4 g,en faible quantité,1.6 g,en faible quantité,5 g,en quantité élevée,-28%,-29%,-30%,-27%,-51%,-67%,-59%,-18%,+6%,+6%,6,-48%,C,-48%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,"['Bocal', 'Verre', 'Couvercle', 'Plastique', 'Bocal', 'wrapper', 'Film']",['Point Vert'],https://www.amora.fr/Produits/MoutardesetCondiments/index.aspx,,,
953,Lait bio demi-écrémé - Grandeur nature - 1l,3252920034192,Lait demi-écrémé stérilisé U.H.T.,1 l,['Grandeur nature'],['France'],['Lait stérilisé UHT demi écrémé'],,,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,194,46,194 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,1","0,04",B,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT', 'Laits demi-écrémés biologiques']",['Bio14'],1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,0%,0%,+1%,+3%,+0%,0%,+0%,-1%,-11%,-11%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['France'],,"['FR 44.187.001 CE', 'Saint-Père-en-Retz (Loire-Atlantique, France)', 'FR 56.179.006 CE', 'Pont-Scorff (Morbihan, France)']","['Bouteille', 'Plastique']","['Bio', 'Bio européen', 'Sans gluten', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,
954,Semoule au Lait de Brebis - Grandeur Nature - 280g (2x140g),3252920037704,,280 g (2x140g),['Grandeur Nature'],['France'],"['Lait entier de brebis 86,2%', 'sucre* 7,9%', 'semoule de blé* 5,9%']",,,"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,?,137,573 kj(137 kcal),"5,6","3,4","16,6","12,7",5,"0,1","0,04",B,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Semoules au lait']",['BIOCOOP LOUSTAL'],5.6 g,en quantité modérée,3.4 g,en quantité modérée,12.7 g,en quantité élevée,0.1 g,en faible quantité,,+12%,+12%,+41%,+34%,-6%,-2%,+49%,-9%,-9%,3,-24%,C,-24%,57.6%,19.3%,8.9%,7.9%,4.9%,1.3%,91,,['France'],"['FR 33.448.002 CE', ""Saint-Médard-d'Eyrans (Gironde, France)"", 'EMB 33448B', ""Saint-Médard-d'Eyrans (Gironde, France)""]","['Pot', 'Plastique']","['Bio', 'Ecocert', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique', 'en:lait-francais-french-milk']",,,,
955,Les Crozets aux Chanterelles - Alpina - 400g,3252970001427,Spécialité céréalière,400 g,['Alpina'],"['Belgique', 'France']","['Semoule de blé dur* de qualité supérieure', 'oeufs frais', 'chanterelles séchées 1,4 %', 'arôme', 'extrait de curcuma', 'sel', '\r*issu de la Filière Alpina']",['E100 - Curcumine'],,"['Œufs', 'Gluten']",['Non végétalien'],4,?,365,1527 kj(365 kcal),3,"0,8",70,3,13,"0,25","0,1",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Crozets']",['Carrefour'],3 g,en quantité modérée,0.8 g,en faible quantité,3 g,en faible quantité,0.25 g,en faible quantité,,+4%,+5%,+29%,+63%,+2%,+43%,+6%,+44%,+44%,-3,,A,,65.0%,21.6%,6.8%,3.5%,3.1%,0.0%,74,,"['Alpina Savoie (Filiale Groupe Galapagos) - 209 Rue Aristide Bergès - 73000 Chambéry', 'Savoie', 'Rhône-Alpes', 'France']",,['Etui carton à recycler'],"['Point Vert', 'Sans colorants artificiels', 'Sans colorants', 'Sans conservateurs', 'en:Since-1844', 'Eco-Emballages', 'Fabrication Traditionnelle', 'Filière Alpina', ""Spécialité - Laminage à l'ancienne""]",http://www.alpina-savoie.com/fr/produits/crozets-aux-chanterelles,,,
956,Cristaline thé vert menthe,3254381049395,,,['Cristaline'],['France'],"['Eau de Source ', '93,4%', ' ', ' sucre ', ' infusions de thé vert et de thé noir ', '0,8%', ' et arôme naturel de acidifiant : acide menthe ', '0,3%', ' ', ' citrique ', ' colorant : caramel oidinairè', '? Conserver au frais']",['E150 - Caramel'],,,[],4,?,21,88 kj(21 kcal),"0,1",0,"5,1","5,1","0,1",0,0,,"['Boissons', 'Boissons avec sucre ajouté']",,0.1 g,en faible quantité,0 g,en faible quantité,5.1 g,en quantité modérée,0 g,en faible quantité,,-75%,-76%,-73%,-100%,-74%,-72%,-81%,-100%,-100%,7,-41%,D,-41%,,,,,,,,,,,,['Sans conservateurs'],,,,
957,Beurre de baratte 250g aux gros sel - Isigny Ste Mère,3254550025991,,250g,['Isigny Ste Mère'],"['Belgique', 'France']","['Crème de lait pasteurisée ', 'origine : France', 'ferments lactiques', 'sel gros grains ', '3%']",,,['Lait'],['Non végétalien'],2,?,724.8,3033 kj(724 kcal),80,"57,6","0,5","0,5","0,7","2,8","1,12",D,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres de baratte']","['Magasins U', 'Delhaize']",80 g,en quantité élevée,57.6 g,en quantité élevée,0.5 g,en faible quantité,2.8 g,en quantité élevée,,-1%,-1%,-1%,+7%,-28%,-11%,-1%,+137%,+137%,29,+26%,E,+26%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,"['Normandie', 'France']",,['Papier'],,,,,
958,Le Camembert lait origine France - Auchan - 250g,3254560079458,"Fromage industriel de France, à pâte molle à croûte fleurie, au lait pasteurisé de vache",250 g,['Auchan'],['France'],"['Lait pasteurisé de vache', 'sel', 'coagulant', ""ferments lactiques et d'affinage"", ' Elaboré à partir de lait origine France']",,,['Lait'],['Non végétalien'],3,1126,271,1126 kj(271 kcal),21,15,"0,5","0,5",20,"1,5","0,6",B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages pasteurisés', 'Fromages industriels', 'Camemberts pasteurisés']",['Auchan'],21 g,en quantité élevée,15 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,+1%,-1%,-1%,-2%,-1%,-3%,+90%,+4%,+5%,+5%,14,0%,D,0%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['France'],,"['EMB 50168A', 'Ducey (Manche, France)', 'FR 59.168.001 CE', 'Cysoing (Nord, France)']","['Bois', 'Papier', 'boîte']","['Point Vert', 'Fabriqué en France', 'Nutriscore', 'Nutriscore D', 'Au-lait-pasteurise', 'Eco-emballages', 'Fabrique-en-normandie']",,,,
959,Le pur jus bio pomme - Pressade - 75cL,3254691586245,Jus de pomme issu de l'agriculture biologique,75 cL,['Pressade'],['France'],"[""Jus de pomme issu de l'agriculture biologique""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,200,47,200 kj(47 kcal),0,0,11,11,"0,5",0,0,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",['Leclerc'],0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,+6%,+2%,+5%,-100%,-100%,0%,+6%,+128%,-100%,-100%,5,+20%,C,+20%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,"['Bouteille', 'Verre', 'Capsule', 'Métal']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,
