,name,bar_code,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,salt_quantity,salt_comment,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,ingredients_origins,traceability_code,markets,manufacturing,allergens,nova_score,additives,generic_name,link,brand_owner,origin_detail,producer_info,palm_ingredients
60,Pizza reine - MyPie,3770007763952,,['MyPie'],"['Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizza jambon fromage']",['France'],"['Pâte ', '44%', ' ', ""farine de blé - eau - sel - huile d'olive - levain - levure naturelle"", ' - mozzarella ', '21%', ' ', 'lait - sel - amidon de pomme de terre', ' - sauce tomate ', '14%', ' ', 'tomate - sel - basilic - origan', ' - jambon blanc supérieur ', '12%', ' ', 'jambon de porc ', 'France', ' - eau - sel - dextrose - gélatine G de porc - bouillon de légumes - ferments', ' - champignon ', '6%', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']","['Non végétalien', 'Non végétarien']",?,216,"6,1","29,1",11,C,,6.1 g,en quantité modérée,3.2 g,en quantité modérée,2.2 g,en faible quantité,,-2%,904 kj(216 kcal),-2%,-10%,"3,2",-6%,+6%,"2,2",-25%,+5%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,1.1 g,en quantité modérée,"1,1",-22%,"0,44",-22%,4,-49%,C,-49%,,,,,,"['Gluten', 'Lait']",4,['E428 - Gélatine'],,,,,,
61,"12 mois carotte, panais et saumon - 2x 200g",3560071283933,2 x 200 g,,,['France'],[],[],?,64,"2,3","7,7","2,5",,['Bio'],,,,,,,,,268 kj(64 kcal),,,"0,3",,,"2,4",,,,,,,,,,,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,
62,Galette pois chiche - Zonnatura,8711812424626,,['Zonnatura'],,"['France', 'Pays-Bas']","[""Farine de 71g farine de lentilles' des 315 traces de lait de soja et de sésame 100ge 15g 30 %"", ""farine de tapio 0,03g de l'agriculture bior 3022 d wgties? Laat het ons weten! ww"", 'Connature A Polds net Inhoud:']",[],?,356,"4,6",60,15,,,,,,,,,,,1490 kj(356 kcal),,,"0,4",,,"1,5",,,,,,,,,,,,"0,03",,"0,012",,,,,,['Conserve'],,,,,,,,,,,,,
63,Purée de pommes poires - Lucien Georgelin,3330720222305,,['Lucien Georgelin'],,['France'],[],[],?,51,"0,5",14,"0,5",,"['Bio', 'Fabriqué en France', 'Sans conservateurs']",,,,,,,,,213 kj(51 kcal),,,"0,5",,,"8,8",,,,,,,,,,,,"0,02",,"0,008",,,,,,"['Pot en verre', 'Pot en verre']",,,,,,,,,,,,,
64,Oignon jaune,3664636002646,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons', 'Oignons jaunes']",['France'],[],[],?,0,?,?,?,B,,,,,,,,,-100%,0 kj(0 kcal),-100%,,,,,,,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,,,,,,,,,,,,,,,,,,
65,Prosciutto italiano - Cucina - 100g,4061458013130,100 g,['Cucina'],"['Viandes', 'Charcuteries', 'Jambons']","['France', 'Allemagne']",[],[],?,220,12,1,28,E,,12 g,en quantité modérée,4.5 g,en quantité modérée,1 g,en faible quantité,,+29%,920 kj(220 kcal),+31%,+57%,"4,5",+55%,+51%,1,+88%,+19%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,5 g,en quantité élevée,5,+73%,2,+73%,16,+51%,D,+51%,"['Barquette', 'Kunststoff']",,,,,,,,,,,,,
66,Bon salt,8437005602502,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Œufs,3414280971061,,,"[""Produits d'élevages"", 'Œufs']",['France'],[],[],?,?,?,?,?,D,,,,,,,,,,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,,,,,,,,,,,
68,Olio di oliva,20032029,,,,['France'],[],[],?,824,"91,6",0,0,,,,,,,,,,,3448 kj(824 kcal),,,14,,,0,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
69,100% orange juice with calcium & vitamin d,0048500202777,,,['Boissons'],"['France', 'États-Unis']","['100% orange juice', 'calcium hydroxide*', 'citric acid*', 'malic acid* and vitamin d3*']",[],?,46,0,"10,83","0,83",,,0 g,en faible quantité,0 g,en faible quantité,9.17 g,en quantité élevée,,-18%,192 kj(46 kcal),-20%,-100%,0,-100%,-4%,"9,17",-3%,+67%,,,,,,,,0 g,en faible quantité,0,-100%,0,-100%,14,+83%,E,+83%,,,,,,,,"['E330 - Acide citrique', 'E296 - Acide malique']",,,"Tropicana Products, Inc.",,,
70,Pointe de Brie - Carrefour Bio,3560071048785,,['Carrefour Bio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Bries']",['France'],[],[],?,359,31,0,19,C,"['Bio', 'Bio européen', 'FR-BIO-10', 'Nutriscore', 'Nutriscore D', 'AB Agriculture Biologique']",31 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,,+15%,1502 kj(359 kcal),+16%,+20%,20,+10%,-100%,0,-100%,+1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,0.92 g,en quantité modérée,"0,92",-42%,"0,368",-42%,13,-13%,D,-13%,,,"['FR 40.007.001 CE', 'Argelos (Landes, France)']",['Carrefour'],,,,,,,,,,
71,Trader joe's - 4oz,00588713,4 oz,"[""Trader Joe's""]",,['France'],"['inactive nutritional yeast ', 'dried yeast', 'niacin ', 'vitamin b3', 'pyridoxine hydrochloride ', 'vitamin b6', 'riboflavin ', 'vitamin b2', 'thiamine hydrochloride ', 'vitamin b1', 'folic acid', 'vitamin b12']","['Végétalien', 'Végétarien']",?,400,0,40,60,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,,,,,,1674 kj(400 kcal),,,0,,,0,,,,,,,,,,,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,
72,Bâtonnets chocolat noir - Nature Bio,3257986789840,,['Nature Bio'],,['France'],[],[],?,522,29,56,"6,5",,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,2184 kj(522 kcal),,,15,,,31,,,,,,,,,,,,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,
73,saveur pot au feu - Carrefour - 150g,3560071182816,150 g,['Carrefour'],"['Epicerie', 'Bouillons']",['France'],"['Sel', 'amidon de pomme de terre', 'maltodextrine', 'graisse de bœuf 5,4%', 'extrait de levure', 'extrait de boeuf 2,5%', 'oignons 1,2%', 'ail 1%', 'sucre caramélisé', 'persil', 'curcuma', 'sucre', 'arômes naturels', 'macis', 'carottes 0,2%', 'poivre', 'thym', 'arôme naturel de céleri avec autres arômes naturels', ' Peut contenir des traces de lait', 'moutarde', 'oeuf', 'soja', 'céréales contenant du gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,?,?,?,?,,['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 51454B', 'Reims (Marne, France)']",['Carrefour'],,,4,,,,,,,
74,Kinder delice,7610065010765,,,,"['France', 'Suisse']",[],[],?,455,"22,6","58,8","5,5",,,,,,,,,,,1904 kj(455 kcal),,,"13,1",,,41,,,,,,,,,,,,"0,262",,"0,105",,,,,,['Plastique'],,,,,,,,,,,,,
75,Rillettes de poulet roti au sarrasin torréfié - Hénaff - 90g,3537580707847,90g,['Hénaff'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de poulet', 'Rillettes de poulet rôti']",['France'],"['Viande de poulet* ', '98g de viande de poulet pour 100gl', ' graisse de poulet*', 'oignon*', 'graines de sarrasin* ', '4 g de sarrasin pour 100l', 'poivre', 'condiment*', ' Viande origine France']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,312,27,"0,5",17,D,"['Bio', 'Bio européen', 'Sans conservateurs', 'AB Agriculture Biologique']",27 g,en quantité élevée,8.6 g,en quantité élevée,0.5 g,en faible quantité,,-3%,1305 kj(312 kcal),-3%,-5%,"8,6",-3%,0%,"0,5",+14%,+2%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,1 g,en quantité modérée,1,-7%,"0,4",-7%,15,-9%,D,-9%,,,,,,,3,,,,,,,
76,Taboulé aux légumes du soleil poulet rôti fruits secs et cumin,3700477661717,,,"['Plats préparés', 'Taboulés']",['France'],[],[],?,156,9,14,"4,1",B,,9 g,en quantité modérée,0.9 g,en faible quantité,2.5 g,en faible quantité,,-7%,653 kj(156 kcal),-7%,+39%,"0,9",+26%,-34%,"2,5",-23%,-7%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,0.88 g,en quantité modérée,"0,88",-7%,"0,352",-7%,2,-26%,B,-26%,,,,,,,,,,,,,,
77,Pur Sucre de Canne - Monin,3052910051259,,['Monin'],,['France'],[],[],?,343,0,"85,6",0,,,,,,,,,,,1435 kj(343 kcal),,,0,,,"85,6",,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
78,Coulant choc. Nutella decongele,,,,,['France'],[],[],?,0,?,?,?,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Huile d’olive vierge extra -,3760171280133,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],3768,900,"99,8",0,0,D,,99.8 g,en quantité élevée,15.1 g,en quantité élevée,0 g,en faible quantité,+7%,+5%,3768 kj(900 kcal),+5%,+5%,"15,1",+8%,,0,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,0 g,en faible quantité,0,-100%,0,-100%,6,-2%,C,-2%,,,,,,,,,,,,,,
80,Jaffa Multivitamin,8600101990853,,,,['France'],[],[],?,42,0,0,"0,1",,,,,,,,,,,176 kj(42 kcal),,,0,,,0,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,
81,Préparation aux fruits des bois 80% de fruits - D'Arbo,9001432048647,,"[""D'Arbo""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits', 'Confitures de fruits rouges', 'Confitures de fruits rouges mélanges']",['France'],[],[],?,141,"0,5",32,"0,9",D,,0.5 g,en faible quantité,0 g,en faible quantité,32 g,en quantité élevée,,-35%,590 kj(141 kcal),-36%,+97%,0,-100%,-39%,32,-37%,+65%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0.02 g,en faible quantité,"0,02",-3%,"0,008",-3%,6,-37%,C,-37%,,,,,,,,,,,,,,
82,Préparation 80% myrtilles - Darbo,9001432048425,,['Darbo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",['France'],[],[],580,?,"0,5",31,"0,5",D,,0.5 g,en faible quantité,0 g,en faible quantité,31 g,en quantité élevée,-37%,,580 kj(139 kcal),-37%,+92%,0,-100%,-42%,31,-39%,+28%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,0 g,en faible quantité,0,-100%,0,-100%,5,-46%,C,-46%,,,,,,,,,,,,,,
83,Le classic,3242272876250,,,,['France'],[],[],?,257,"9,8",30,11,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,1075 kj(257 kcal),,,"1,2",,,"2,3",,,,,,,,,,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,
84,Comté - 200g,3573230010417,200 g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",['France'],[],[],?,412,34,"0,5",27,D,['Point Vert'],34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,,-2%,1724 kj(412 kcal),-1%,-2%,22,-3%,+8%,0,-100%,+0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,0.7 g,en quantité modérée,"0,7",-16%,"0,28",-16%,13,0%,D,0%,,,"['FR 25.039.003 CE', 'Avoudrey (Doubs, France)']",,,,,,,,,,,
85,Extra lingo 100%arabica - Carrefour,3560071234027,,['Carrefour'],,['France'],[],[],?,1,0,"0,3","0,2",,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,,,,,,,,,,0,,0,,,,,,,,,['Carrefour'],,,,,,,,,,
86,Danone vanille,3033491557798,,['Danone'],,['France'],[],[],?,73.6,"2,8","9,52","2,64",,,,,,,,,,,308 kj(73 kcal),,,"1,76",,,"9,52",,,,,,,,,,,,0,,0,,,,,,,,"['FR 59.043.030 CE', 'Bailleul (Nord, France)']",,,,,,,,,,,
87,Sauté de dinde - Le Gaulois,3266980965174,,['Le Gaulois'],"['Viandes', 'Volailles', 'Dindes', 'Viande de dinde sans peau']",['France'],['Dinde'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,124,"4,9",0,20,D,,4.9 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,,-7%,519 kj(124 kcal),-8%,+50%,"1,5",+59%,-100%,0,-100%,-4%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,0.24 g,en faible quantité,"0,24",-73%,"0,096",-73%,-2,-271%,A,-271%,['Barquette'],,,,,,1,,,,,,,
88,Sauce Rosée Di Lombardia - Classico,0057000034603,,['Classico'],,['France'],"['smmet r kow o', 'stiming woad domot micone in jn laisset mioter à fe deu en de tmps à antm ne pas mete k an font à michoendes s0 ml', ' ngrenents water', 'cream', 'tonato moned cornstarch ronand chese illy value cowsnilk', 'butter', 'tomatoes', 'sugar otidienne onato juice', 'salt', 'gum arabic', 'xanth glm concentrated lemon juice', 'dersorasd garlic', 'dehyoratedparsley', 'spices', 'rlovolel 7% citric acid', 'lactic acid', 'calcium chorde ingrednents eau', 'crène', 'purée de tomate', '16 % ameon de mais modifiê', 'fromage bnand lait de vachel', 'beurre', 'tomates', 'sucre jusie tomate', 'sel', 'gomme arabique', 'gonome de xanthane', 'jus de citron concentre', 'a 10 % deshydratế', 'persil déshydraté', 'épes sorr acide citrique', 'acide lactique', 'chorure gluten free sans grut mg 2% de calcium 0% 2% national gourmet 1ontario mon t6s nr-225-b-4-13']",['Non végétalien'],?,117,"7,5","8,3","3,3",,,,,,,,,,,490 kj(117 kcal),,,5,,,"3,3",,,,,,,,,,,,"0,4",,"0,16",,,,,,,,,,,['Lait'],4,"[""E414 - Gomme d'acacia"", 'E330 - Acide citrique', 'E270 - Acide lactique']",,,,,,
89,Raw Barre Noisette Chocolat - Feed,3665069004399,,['Feed'],"['Snacks', 'Snacks sucrés', 'Barres']",['France'],"['Dattes', 'protéines de riz', 'pâte de NOISETTES 8', '32%', 'cacao cru 7,5%', 'vitamines et minéraux*', 'NOISETTES 5,6%', 'fibres de chicorée', 'huile de coco']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,403,"15,3",43,"18,5",,"['Végétarien', 'en:gluten-free', 'Végétalien']",15.3 g,en quantité modérée,9.7 g,en quantité élevée,27 g,en quantité élevée,,-10%,1686 kj(403 kcal),-11%,-25%,"9,7",+9%,-22%,27,-21%,+121%,,,,,,,,0.1 g,en faible quantité,"0,1",-71%,"0,04",-71%,14,-18%,D,-18%,,,,,,['Fruits à coque'],3,,,,,,,
90,Epicure Canadian Maple Syrup - 330g,5011673351370,330 g,,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'érable""]",['France'],[],[],?,0,0,67,0,,,0 g,en faible quantité,0 g,en faible quantité,62 g,en quantité élevée,,-100%,0 kj(0 kcal),-100%,-100%,0,-100%,-2%,62,+2%,-100%,,,,,,,,0 g,en faible quantité,0,-100%,0,-100%,10,-24%,C,-24%,,,,,,,,,,,,,,
91,Cheese cake citron x2,2030500486132,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Kondensmilch - K-Classic - 340g,4337185471766,340 g,['K-Classic'],"['Produits laitiers', 'Laits concentrés']","['France', 'Allemagne']",[],[],463,110,4,12,"6,9",B,"['Sans OGM', 'en:Ohne Gentechnik']",4 g,en quantité modérée,2.7 g,en quantité modérée,12 g,en quantité modérée,-56%,-56%,463 kj(110 kcal),-55%,-46%,"2,7",-41%,-68%,12,-67%,-2%,80.3%,6.9%,7.8%,3.3%,1.7%,0.0%,83,0.28 g,en faible quantité,"0,28",+15%,"0,112",+15%,2,-84%,B,-84%,,,,,,,,,,,,,,
93,Natur-Reis,5410673732460,,,,"['France', 'Allemagne']",[],[],?,167,1,35,"3,8",,,,,,,,,,,699 kj(167 kcal),,,"0,2",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Ungarische Salami,4061458013062,,,,"['France', 'Allemagne']",[],[],?,448,38,"0,5",26,,,,,,,,,,,1874 kj(448 kcal),,,16,,,"0,5",,,,,,,,,,,,"4,5",,"1,8",,,,,,,,,,,,,,,,,,,
95,Sardellenfilets in Öl - Feinkost Dittmann - 50g,4002239220804,50 g,['Feinkost Dittmann'],"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois""]","['France', 'Allemagne']",[],[],?,?,?,?,?,B,"['Sans gluten', 'Sans lactose']",,,,,,,,,,,,,,,,,,64.2%,0.0%,6.1%,25.8%,3.1%,0.8%,78,,,,,,,,,,,"['Stück', 'conserve', 'Konserve']",,,,,,,,,,,,,
96,Bio Erdbeere ohne Stücke ohne Kerne Fruchtaufstrich - Maintal - 210g,4003740031750,210 g,['Maintal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']","['France', 'Allemagne']",[],[],?,199,"0,5",47,"0,5",C,,0.5 g,en faible quantité,0.2 g,en faible quantité,47 g,en quantité élevée,,-8%,833 kj(199 kcal),-9%,+107%,"0,2",+343%,-11%,47,-7%,+13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,['Glas'],,,,,,,,,,,,,
97,Creme De Vieux Rhum Damoiseau 18° 70CL - 70cl,3290370000596,70 cl,['Damoiseau'],"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Alcools artisanaux']",['France'],[],[],?,0,?,?,?,,,,,,,,,,,0 kj(0 kcal),,,0,-100%,,0,-100%,,,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,,,,,,,
98,Donuts confettis,3523680307773,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",['France'],[],[],?,391,19,47,"5,5",B,,19 g,en quantité modérée,11 g,en quantité élevée,13 g,en quantité élevée,,-4%,1636 kj(391 kcal),-4%,-17%,11,+4%,+5%,13,-23%,-7%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,1.1 g,en quantité modérée,"1,1",+16%,"0,44",+16%,20,+3%,E,+3%,,,,,,,,,,,,,,
99,Sal marina yodada,8412170002630,,,,['France'],[],[],?,0,0,0,0,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
100,Kéfir de fruit - sureau et hibiscus,3770013080029,,,,['France'],[],[],?,9.7,0,"1,9",0,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,41 kj(9 kcal),,,0,,,"1,7",,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
101,Pinot noir,20058944,,,,['France'],[],[],?,0,0,0,1,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,0,,0,,,,,,['Sachet en plastique'],,,,,,,,,,,,,
102,Crousti'pause choco noisette - 125g,3175681260849,125 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],[],[],?,470,19,68,"5,2",C,"['Bio', 'Bio européen', 'en:gluten-free', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",19 g,en quantité modérée,2.7 g,en quantité modérée,30 g,en quantité élevée,,-1%,1966 kj(470 kcal),-1%,-9%,"2,7",-73%,+6%,30,+2%,-20%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,0.02 g,en faible quantité,"0,02",-97%,"0,008",-97%,13,-34%,D,-34%,,,,,,,,,,,,,,
103,Équateur douceur florale - 90g,3701200403628,90 g,,,['France'],[],[],?,597,47,28,"8,6",,,,,,,,,,,2498 kj(597 kcal),,,28,,,28,,,,,,,,,,,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,
104,Fruit Shoot Zumo De Fresa (pack 4X200ML),5010102107359,,,,['France'],[],[],?,0,0,"0,7",0,,,,,,,,,,,0 kj(0 kcal),,,0,,,"0,1",,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,
105,Boeuf teriyaki - Shaki Shaki,3770013958045,,['Shaki Shaki'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande']",['France'],[],[],?,126,"1,8",23,"4,1",,,1.8 g,en faible quantité,0.6 g,en faible quantité,3.9 g,en faible quantité,,-21%,527 kj(126 kcal),-20%,-76%,"0,6",-76%,+119%,"3,9",+148%,-57%,,,,,,,,0.97 g,en quantité modérée,"0,97",+3%,"0,388",+3%,3,-11%,C,-11%,,,"['FR 94.018.002 CE', 'Charenton-le-Pont (Val-de-Marne, France)']",,,,,,,,,,,
106,Linsen - Nature's Gold - 530g,4099200012209,530g,"[""Nature's Gold""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles']","['Autriche', 'France', 'Allemagne']",[],[],?,88,?,12,"6,8",B,,,,,,1 g,en faible quantité,,-64%,368 kj(88 kcal),-64%,,,,-64%,1,-19%,-62%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,,,,,['Kunststoff'],,,,,,,,,,,,,
107,Miel de fleurs sauvages - 500g,3760276510272,500g,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['France'],[],[],?,?,?,?,?,B,,,,0 g,en faible quantité,0 g,en faible quantité,,,,,,0,-100%,,0,-100%,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,
108,Georges Bertrand Corbières - 75cl,3514120106759,75 cl,"['Georges Bertrand', 'Gérard Bertrand']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",['France'],"['permet la na PIatre cépages exceptionnels', ""La Grande Cuvéa un bouquet complexe où se mêlent de délicieuses saveu de garrigue et d'épices conjuguées à une douce orefaction"", ' A déguster à 18°C avec du gibier ou fromages affinés', ' The Domaine Haut Saint Georges is situated in the heart o th Corbières Terroir', 'where the complex geology gives rise to wines of unique character', ' Crafted from a blend of four exceptionalgrpe varieties', 'La Grande Cuvée boasts a complex bouquet where delicious natural aromas of spices and scrubland are accented with subtle toasted huances', ' Serve at 18°C with game and mature И V', ' cheese', ' MIS EN BOUTEILLE AU DOMAINE À F11200 PAR GERARD BERTRAND À NARBONNE - FRANCE PRODUIT DE FRANCE-PRODUCT OF FRANCE CONTIENT DES SULFITES-CONTAINS SULPHITES - BEVAT SULFIETEN-ENTHÄLT SULFITE INNEHALLER SULFITER-SISÄLTÄÄ SULFIITTEJA - INDEHOLDER SULFITTER']",[],?,?,?,?,?,B,,,,,,,,,,,,,,,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,,,,"['Bouteille', 'Verre']",['France'],['F11200'],['Monoprix'],['France'],"['Lait', 'Anhydride sulfureux et sulfites']",,,,https://www.gerard-bertrand.com/,,,,
109,Home-backed recipe - Walkers,0039047011274,,['Walkers'],,['France'],[],[],?,534,"30,6","59,5","4,3",,,,,,,,,,,2234 kj(534 kcal),,,"19,2",,,"17,8",,,,,,,,,,,,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,
110,Prep X Minestra Montanara Pedon GR 500,8008703000046,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Huile Olive Vierge à la truffe noire - ranieri - 250ml,8018154005392,250ml,['Ranieri'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],"['aroma di tartufo nero ', '0,73%', "" s huile d'olive vierge extra "", '96,77%', 'infusion de um vitt ', '2,5%', 'arôme naturel de truffe noire ', '07']",[],?,828,92,0,0,C,,92 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,,-3%,3464 kj(828 kcal),-3%,-4%,15,+7%,,0,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,0 g,en faible quantité,0,-100%,0,-100%,7,+14%,C,+14%,['bouteille en verre'],,,,,,,,,,,,,
