,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,brand,categories,link,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,traceability_code,generic_name,ingredients_origins,manufacturing,markets,palm_ingredients,brand_owner
709,Tomato Ketchup,3870281000238,,['France'],[],[],?,100,418 kj(100 kcal),"0,1","0,1","23,1","17,4","1,6","2,3","0,92",,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup', 'Ketchup de tomate']",,,,0.1 g,en faible quantité,0.1 g,en faible quantité,17.4 g,en quantité élevée,2.3 g,en quantité élevée,,-7%,-8%,-42%,+63%,+7%,-8%,+21%,+35%,+35%,14,+23%,D,+23%,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,,,,,,
710,Zacin B 1 / 1 Tegla-briz -,3870342000702,,['France'],[],[],?,104,435 kj(104 kcal),"0,5","0,2","16,1","3,7",6,60,24,,,,,http://www.brizbrcko.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,Double trouble,3870353002597,,['France'],[],[],?,419,1753 kj(419 kcal),"13,8","6,7","67,23",23,"6,5","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Muesli chocolat,3870496306026,,['France'],[],[],?,395,1653 kj(395 kcal),"9,3","3,3","68,1",26,"7,6","0,4","0,16",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Mueslis au chocolat']",,,,9.3 g,en quantité modérée,3.3 g,en quantité modérée,26 g,en quantité élevée,0.4 g,en quantité modérée,,-11%,-11%,-42%,-36%,+11%,+37%,-18%,+63%,+63%,13,+43%,D,+43%,B,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,,
713,Duo,3871354003729,,['France'],[],[],?,448,1874 kj(448 kcal),"15,8","7,8","69,1","29,7","7,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,Rahat Lokum,3871945000489,,['France'],[],[],?,324,1356 kj(324 kcal),0,0,80,80,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,Zilavka  Vinogradi Nuic - 0.75l,3872499000208,,['France'],[],[],?,?,,?,,?,,?,,,0.75 l,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Ayvar - Sava,3872987000895,,['France'],"['Poivrons', 'tomates', 'aubergines', 'huile', 'sucre', 'sel', 'ail', 'piment', 'acide acétique et persil']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,115,481 kj(115 kcal),"5,2","0,6","13,1","11,9","1,8","1,2","0,48",,,['Sava'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E260 - Acide acétique'],,,,,,,
717,Eurocrem,3875000054332,,['France'],[],[],?,556,2326 kj(556 kcal),"32,5","9,5","61,5",58,"4,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,Bananice - Swisslion,3875000055735,,['France'],"['PREUEYOM potouno hidrogenirana bfTlna mast EAdc&E kÉdina', 'aroma Banana', 'bjelanjak u prahu ', 'AJS""', 'tcflo EICC', ' Prtizvod moie da sadrü IBnpk i Gâtj np temperatufi od ISOC- nasuhom a HR•3wËslicy']",[],?,360,1506 kj(360 kcal),8,"5,5",70,50,2,"0,1","0,04",,,['Swisslion'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,8 g,en quantité modérée,5.5 g,en quantité élevée,50 g,en quantité élevée,0.1 g,en faible quantité,,+1%,+0%,+330%,+419%,-16%,-14%,-6%,-17%,-17%,18,+25%,D,+25%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,
719,Sensation Rose,3875000181564,,['France'],[],[],?,22,92 kj(22 kcal),0,0,"5,5","5,5","0,01","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,American sandwich nature,3878857000972,,['France'],[],[],?,271,1134 kj(271 kcal),"4,1","0,4","48,9","7,7","7,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Sauce béchamel - Knorr - 50cl,38784507,,['France'],[],[],?,?,,?,,?,,?,,,50 cl,,['Knorr'],"['Epicerie', 'Sauces', 'Sauces béchamel']",,,,,,,,,,,,,,,,,,,,,,,,,,B,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,,,,,,,,
722,Pain au muesli,3888880006063,,['France'],[],[],?,259,1084 kj(259 kcal),"0,6",0,55,14,7,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Skinoren - 30g,3886814,,['France'],[],[],?,?,,?,,?,,?,,,30 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Cocoa cream,3890000472429,,['France'],[],[],?,547,2289 kj(547 kcal),"31,25",10,50,50,"6,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Miel de moorea,3890150146775,,['France'],[],[],?,300,1255 kj(300 kcal),0,0,82,82,"0,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Gâche tranchée au beurre frais et a la creme fraîche - La Fournée Dorée,3897220002252,,['France'],[],[],?,341,1427 kj(341 kcal),"12,7","8,6","48,8","13,5","7,7",1,"0,4",,,['La Fournée Dorée'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Pruneaux d Agen mi cuits denoyautes,3900000419772,['Sans conservateurs'],['France'],[],[],?,234,979 kj(234 kcal),"0,3","0,08",54,35,2,"0,01","0,004",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,,,0.3 g,en faible quantité,0.08 g,en faible quantité,35 g,en quantité élevée,0.01 g,en faible quantité,,-3%,-3%,-17%,-30%,+1%,-4%,+7%,-28%,-28%,3,+37%,C,+37%,E,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,,,,,,
728,Saucisson au jambon,3900000999861,,['France'],[],[],?,229,958 kj(229 kcal),"9,9","3,5","1,3","1,3","33,79","6,6","2,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 81.124.035 CE', 'Lacaune (Tarn, France)']",,,,,,
729,Snowball fruit splash,3901027970291,,['France'],[],[],?,36,151 kj(36 kcal),0,0,9,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Vitamina Boronicë,3902057160768,['Sans conservateurs'],['France'],[],[],?,38,159 kj(38 kcal),"0,1","0,1","12,5","10,9","0,1",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,Huile de noix - EARL du lait au noix - 25cl,3905600000009,,['France'],[],[],?,?,,?,,?,,?,,,25 cl,['Bouteille en verre'],['EARL du lait au noix'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,,,,,,,,,,,,,,,,,,,,,,,,,D,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,,,,,,,,
732,Arnaud - Candy Cane,3915479511056,,['France'],[],[],?,384,1607 kj(384 kcal),1,1,96,79,1,0,0,,,['Candy Cane'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'en:Candy canes']",,,,1 g,en faible quantité,1 g,en faible quantité,79 g,en quantité élevée,0 g,en faible quantité,,-2%,-2%,+1900%,+9900%,-0%,+10%,+1900%,,,14,,D,,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,
733,Festillant fraise,3919857007452,,['France'],[],[],?,32,134 kj(32 kcal),"0,5","0,1","7,5","7,5","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Cheese and Onion Quiche - Co op - 170g,39100559,,['France'],"['Fortified Wheat Flour ', 'Wheat Flour', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Skimmed Milk', 'Egg ', 'Free Range', 'Onion ', '11%', 'Mature Cheddar Cheese ', 'Milk', ' ', '10%', 'Water', 'Vegetable Oil ', 'Palm Oil', 'Rapeseed Oil', 'Red Leicester Cheese ', 'Milk', ' ', '7%', ' ', 'contains Colour ', 'Annatto', 'Double Cream ', 'Milk', 'Fromage Frais ', 'Milk', 'Maize Flour', 'Mild Cheddar Cheese ', 'Milk', ' ', '3%', 'Modified Maize Starch', 'Dextrose', 'White Pepper', 'Nutmeg', ' Allergy Advice For allergens', 'including cereals containing gluten', 'see ingredients in bold']","['Huile de palme', 'Non végétalien']",?,268,1121 kj(268 kcal),17,"7,8",20,"1,7","8,2","0,34","0,136",170 g,,['Co op'],,,"['Œufs', 'Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['E160b - Rocou'],,Cheddar and Red Leicester cheeses With onion ir op shortcrust pastry case,,,,,
735,Steak & Ale Pie - Co Op,39110664,,['France'],"['Beef ', '30%', 'Fortified Wheat Flour ', 'Wheat Flour', 'Calcium carbonate', 'Iron', 'Niacin', 'Thiamin', 'Water', 'Vegetable Oil ', 'Palm', 'Rapeseed', 'Black Sheep Ale ', '8%', ' ', 'contains Barley', 'Wheat', 'Onion', 'Cornflour', 'Egg ', 'Free Range', 'Salt', 'Beef Stock ', 'Beef', 'Rehydrated Potato', 'Salt/ Molasses', 'Caramelised Sugar Syrup', 'Water', 'Dried Onion', 'Black Pepper', 'Tomato Purée', 'Malt Extract ', 'Barley', 'Black Treacle', 'Black Pepper']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,252,1054 kj(252 kcal),14,"6,2",22,"1,3","9,4","0,56","0,224",,,['Co Op'],"['Produits à la viande', 'Tourtes à la viande', 'en:Steak pies']",,"['Œufs', 'Gluten']",3,14 g,en quantité modérée,6.2 g,en quantité élevée,1.3 g,en faible quantité,0.56 g,en quantité modérée,,+13%,+13%,+25%,+22%,+11%,+20%,-7%,-34%,-34%,10,+10%,C,+10%,,,,,,,,,,['UK CQ627 EC'],,,,,,
736,Super Seeded Farmhouse Loaf - Co Op,39111180,,['France'],"['Chia ', 'Salvia Hispanica', ' Seeds', 'Yeast', 'Malted Barley Flour', 'Molasses Sugar', 'Wheat Protein', 'Quinoa ', '1 %', 'Vegetable Oil ', 'Rapeseed', 'Palm', 'Wholemeal Wheat Flour', 'Salt', 'Fermented Wheat Flour', 'Spirit Vinegar', 'Millet ', '0', '2%', 'Emulsifer ', 'Mono- and diacetyl tartaric acid esters of mono- and diglycerides of fatty acids - Vegetable', 'Soya Flour', 'Psyllium Husk Powder', 'Flou r Treatment Agent ', 'Ascorbic acid', ' Allergy Advice For altergens', 'including cereals containing gluten', 'see ingredients in bold', ' AISO', 'may contain sesame', 'mustard and']",[],?,297,1243 kj(297 kcal),10,"1,6",37,"3,5",11,"0,85","0,34",,,['Co Op'],,,"['Gluten', 'Moutarde', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Extra fines classic - Fol Epi,3920291118574,,['France'],"['lait ', 'origine: France', ' de vache pasteurisé', 'sel', 'ferments', 'colorants de croûte : annatto', 'caramel']",['Non végétalien'],1498,?,1498 kj(358 kcal),29,21,"< 0,5","< 0,5",25,"1,4","0,56",,"['Sous atmosphère protectrice', 'Frais']","['Fol Epi', 'Fromageries Perreault', 'Savencia']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages pasteurisés', 'Fromages en tranches']",,['Lait'],4,29 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,+8%,,+5%,+8%,+15%,-51%,-27%,+8%,-18%,-18%,15,-4%,D,-4%,B,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['E160b - Rocou', 'E150 - Caramel']","['FR 53.014.001 CE', 'Azé (Mayenne, France)', 'EMB 53014B', 'Azé (Mayenne, France)']",Fromage au lait de vache pasteurisé,"['France', 'Lait origine France']",,,,
738,Gurger géant brioché,3920330066552,['en:palm-oil-free'],['France'],[],['Sans huile de palme'],?,290,1213 kj(290 kcal),"5,2","0,9",50,"9,2","9,3",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,Chips saveur WASABI,3922475349941,,['France'],[],[],?,532,2226 kj(532 kcal),34,"3,1",50,2,"6,4","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Whisky japonais  - Nikka - 700ml,3923874035725,,['France'],[],[],?,?,,?,,?,,?,,,700 ml,"['Bouteille', 'Verre', 'Carton']",['Nikka'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky japonais']",,,,,,,,,,,,,,,,,,,,,,,,,,C,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,
741,Le cookie chocolat noisette,3929720004334,"['Bio', 'en:palm-oil-free']",['France'],[],['Sans huile de palme'],?,491,2054 kj(491 kcal),25,"5,2",56,27,"7,6","0,35","0,14",,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Cookies au chocolat et aux noisettes']",,,,25 g,en quantité élevée,5.2 g,en quantité élevée,27 g,en quantité élevée,0.35 g,en quantité modérée,,-3%,-3%,-8%,-58%,-2%,-10%,+14%,-38%,-38%,17,-22%,D,-22%,C,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,,,,,,,,
742,pois wasabi - tanoshi,3929820171332,,['France'],"['Petits pois ', '75%', 'farine de ri gluant', 'amidon de maïs', 'sucre', 'sel', 'huile df so?a', 'wasabi ', '0,5%', ' ', 'contient moutarde', 'co orants : Curcumine', 'Bleu Brillant FCF', "" Peut contenir des traces d'arachides"", 'de fruits à coque et de graines de sésame']",[],?,422,1766 kj(422 kcal),"8,7",3,"64,3","10,8","14,6","2,2","0,88",,,['Tanoshi'],,,['Moutarde'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E100 - Curcumine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,,,
743,Pains au lait × 10 - Harrys,39243355,,['France'],[],[],?,118,494 kj(118 kcal),3,"0,7","19,1",4,"3,2","0,4","0,16",,,['Harrys'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,Sel fin - Sel marin île de noirmoutier - 250g,39261144,,['France'],[],[],?,?,,?,,?,,?,,,250 g,,['Sel marin île de noirmoutier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,Yaourt nature - Danone,3933420002521,,['France'],['YAOURT NATURE 125g Contient : Lait Lait : Origine France'],[],?,46,192 kj(46 kcal),1,"0,6","5,3","5,3",4,"0,15","0,06",,,['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature']",,['Lait'],,1 g,en faible quantité,0.6 g,en faible quantité,5.3 g,en quantité modérée,0.15 g,en faible quantité,,-36%,-36%,-72%,-74%,+9%,+19%,-3%,+25%,+25%,-1,-277%,A,-277%,B,70.1%,13.1%,6.5%,5.7%,3.7%,1.0%,85,,,,,,,,
746,Barre de céréales,3936188295143,,['France'],[],[],?,391,1636 kj(391 kcal),"6,9",3,75,29,"5,3","0,48","0,192",,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,,,6.9 g,en quantité modérée,3 g,en quantité modérée,29 g,en quantité élevée,0.48 g,en quantité modérée,,-8%,-8%,-56%,-50%,+25%,+7%,-29%,+23%,+23%,14,+6%,D,+6%,,,,,,,,,,,,,,,,
747,Gluten free bars - Aptonia,3936188295167,['en:gluten-free'],['France'],"['cereals 27', '5% [oat flakes ', 'gluten free', ' corn flakes ', 'corn', 'salt', 'risol', 'scir ', 'raisins', 'cottonseed oil', 'pumpkin seeds 10', '3% uvetta M sunflower oil', 'honey 29%', 'glucose syrup', 'emulsifier: glucosio', 'sunflower lecithins', 'vitamin BI', ' Made in a factory FabbriCê which handles: milk', 'eggs', 'and other nuts', ' uova e a Consume 1 bar to achieve the desired effect', ' Stay hydrated', ' It is important to complement physical exercise by per Otter Chi prai maintaining a varied and balanced diet and a healthy zione v lifestyle', ' Keep away from heat and moisture', ' ?Conser Best before: see side']",[],?,444,1858 kj(444 kcal),20,"2,3",51,26,11,"0,26","0,104",,,['Aptonia'],,,"['Œufs', 'Fruits à coque']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Décathlon'],,
748,Choco Cereal Bars,3936188295211,,['France'],[],[],?,450,1883 kj(450 kcal),18,11,65,40,"5,9","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,Pain au chocolat -,3940250001648,,['France'],[],[],?,324,1356 kj(324 kcal),19,12,33,"9,9","5,5","0,7","0,28",,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,19 g,en quantité modérée,12 g,en quantité élevée,9.9 g,en quantité modérée,0.7 g,en quantité modérée,,-18%,-18%,-13%,-10%,-22%,-18%,-23%,-22%,-22%,19,-4%,E,-4%,D,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,
750,Chocolat noir 70% cacao - Lindt Excellence,3946920022760,,['France'],[],[],?,610,2552 kj(610 kcal),48,29,33,29,"6,9","0,05","0,02",,,['Lindt Excellence'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,,48 g,en quantité élevée,29 g,en quantité élevée,29 g,en quantité élevée,0.05 g,en faible quantité,,+10%,+10%,+22%,+26%,-15%,-9%,-10%,+7%,+7%,23,+8%,E,+8%,E,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,
751,Croquandines noisettes - Les Nougats Stanislas - 100g,3946920047602,,['France'],"[""des 'traces Gautres fruits à coque"", 'arachides e', 'moyennes pour 100 g : Energie :']",[],?,506,2117 kj(506 kcal),"27,9","11,6","52,2","47,2","6,3","0,15","0,06",100 g,,['Les Nougats Stanislas'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,3947782920645,3947782920645,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Jambon cuit découenné & dégraissé - Bonjour Campagne - 90g,39401229,['Sans colorants'],['France'],"['Jambon de porc** ', '90%', 'sel', 'sirop de glucosei', 'sucre de canne*', 'antioxydant : ascuibate de sodium', 'conservateur : nitrite de sodium', 'plani aromatic ue**', 'hulie essentielle de poivre**', "" naricoleg issus de l'agriculture biotog que""]","['Non végétalien', 'Non végétarien']",?,106,444 kj(106 kcal),"2,7","0,9","0,6","0,6",20,"2,2","0,88",90 g,"['Plastique', 'Barquette']",['Bonjour Campagne'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,3,2.7 g,en faible quantité,0.9 g,en faible quantité,0.6 g,en faible quantité,2.2 g,en quantité élevée,,-20%,-19%,-44%,-51%,-10%,+1%,-5%,+18%,+18%,5,-29%,C,-29%,E,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,
754,Vitamineral - Addict Sport Nutrition,3950293299728,['Bio'],['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,['Addict Sport Nutrition'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Baoline,3950741438143,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],?,209,874 kj(209 kcal),"1,8","0,1","25,2","0,1",27,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,Spiruline en comprimes - Algocorp - 100g,3950741438501,"['Végétarien', 'Végétalien']",['France'],['Spiruline en comprimés'],"['Végétalien', 'Végétarien']",?,338,1414 kj(338 kcal),"2,4",,"15,3",,"63,8",,,100 g,,['Algocorp'],"['Compléments alimentaires', 'Spiruline']",,,,2.4 g,en faible quantité,,,,,,,,+35%,+33%,-34%,,+49%,,+29%,,,,,,,E,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,
757,Poulet cuit fumé - Auchan,3954560416726,,['France'],"['poulet', 'eau', 'sel', 'dextrose', 'arôme', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,174,728 kj(174 kcal),"9,8","2,8","0,5","0,5",21,"1,2","0,48",,,['Auchan'],,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,['Auchan'],,
758,Chicken flavour - Yum yum,39541024,,['France'],[],[],?,76,318 kj(76 kcal),"3,3","1,6",10,"0,4","1,3","0,8","0,32",,,['Yum yum'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,,,,-75%,-75%,-72%,-70%,-75%,-83%,-80%,-69%,-69%,,,,,,,,,,,,,,,,,,,,
759,Les petits pois - Castaing,39564634,,['France'],[],[],?,66,276 kj(66 kcal),"0,5","0,1",8,"6,2","5,2","0,9","0,36",,,['Castaing'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Petits pois']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,6.2 g,en quantité modérée,0.9 g,en quantité modérée,,-12%,-13%,-26%,-34%,-18%,+91%,+7%,+80%,+80%,-4,,A,,,,,,,,,,,"['FR 40.075.005 CE', 'Castets (Landes, France)']",,,,,,
760,Doonuts Nappés Chocolat - St Michel,39599636,"['Plein air', 'Œufs de poules élevées en plein air', 'en:palm-oil-free']",['France'],"['Sucre', 'huile de colza non hydrogénée', ""blancs d'œufs de poules élevées en plein air entier"", 'pâte de cacao', 'lécithine de soja', 'arôme naturel de vanille', 'stabilisant : glycérol', 'poudre de lait écrémé', 'sirop de sucre inverti', 'arôme naturel ', 'lait', 'sel', ""poudre à lever : carbonates d'ammonium"", 'émulsifiant : lécithines ', 'soja']","['Sans huile de palme', 'Non végétalien']",?,433,1812 kj(433 kcal),24,"4,6",55,32,"5,6","0,4","0,16",,"['Sachet', 'Plastique']",['St Michel'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']",,"['Œufs', 'Lait', 'Soja']",4,24 g,en quantité élevée,4.6 g,en quantité modérée,32 g,en quantité élevée,0.4 g,en quantité modérée,,-14%,-14%,-1%,-66%,-13%,-9%,-17%,-28%,-28%,16,-32%,D,-32%,D,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['E322i - Lécithine', 'E422 - Glycérol', ""E503 - Carbonates d'ammonium"", 'E322 - Lécithines']",,Gâteaux nappés de chocolat au lait,,,,,
761,Beurre du Haut-Jura - Les Moussières - 250g,3960051050102,"['Fabriqué en France', 'en:lait-francais-french-milk']",['France'],['Beurre au lait cru'],[],?,745,3117 kj(745 kcal),82,55,1,"0,5","0,7","0,04","0,016",250 g,"['Frais', 'Plastique']",['Les Moussières'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce', 'Beurres crus']",,['Lait'],,82 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,0.04 g,en faible quantité,,+2%,+2%,+1%,-0%,+42%,-22%,+1%,-28%,-28%,19,+1%,E,+1%,D,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,"['France', 'Jura']","['France', 'Jura']",,,
762,Aceto balsamigo,3960077533993,,['France'],[],[],?,438,1833 kj(438 kcal),0,0,20,19,"1,1","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Calissons - La Cure Gourmande,3960145823988,['Fabriqué en France'],['France'],"['AMANDE', 'sucre roux de canne', 'sucre', 'melon 9% ', 'melon', 'sirop de glucose-fructose', 'acidifiant: acide citrique', 'conservateur: SULFITES', 'sirop de glucose', ""écorce d'orange confite "", 'orange', 'sirop de glucose-fructose', 'conservateur', ' sorbate de potassium', ""correcteur d'acidité: acide citrique"", 'conservateur: SULFITES', 'miel', 'pain azyme ', 'amidon de pomme terre', ""huile d'olive"", ""blanc d'OEUF"", 'sel', 'acidifiant acide citrique', 'arôme naturel', ' Contient Oeuf', 'Amande', 'Sulfites', ' Peut egalement contenir Céréales contenant du gluten', 'Lait', 'Sésame', 'Soja', 'Autres fruits à coque']","['Sans huile de palme', 'Non végétalien']",?,449,1879 kj(449 kcal),20,"1,3",55,42,10,"0,1","0,04",,,['La Cure Gourmande'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons']",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",4,20 g,en quantité modérée,1.3 g,en faible quantité,42 g,en quantité élevée,0.1 g,en faible quantité,,+2%,+2%,+12%,-19%,-10%,-15%,+30%,+96%,+96%,11,-25%,D,-25%,B,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,"['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
764,Loriginal,3962770097529,,['France'],[],[],?,333,1393 kj(333 kcal),32,22,"2,2","2,2",9,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
