,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,brand,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,traceability_code,generic_name,packaging,allergens,nova_score,additives,manufacturing,markets,ingredients_origins,palm_ingredients,link,brand_owner
1269,Sandwich Fromage et Oignon - Marks & Spencer - 170g e,00898744,"['France', 'Royaume-Uni']","['Sauce à la mayonnaise ', '25%', ' ', ""Eau • Huile de colza • Fécule de maïs • Huile de colza pressée à froid • Jaune d'œufs de poules élevées en plein air pasteurisés • Vinaigre • Œufs de poules élevées en plein air pasteurisés • Sel • Jus de citron concentré • Graines de moutarde noire • Farine de moutarde"", ' • Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' • Fromage cheddar ', 'Lait', ' ', '18%', ' • Eau • Fromage red leicester ', '9%', ' ', 'Fromage red leicester ', 'Lait', ' • Colorant : Rocou', ' • Oignons rouges ', '4,5%', ' • Avoine grossièrement moulue • Son de blé ', 'contient Gluten', ' • Levure ', 'Levure • Levure : enrichie en vitamine D', ' • Sel • Vinaigre • Émulsifiant : E471 ', ""E472e • Gluten de blé • Huile de colza • Farine d'orge malté "", 'contient Gluten', ' • : Sucre • Huile de palme • Agent de traitement de la farine : Acide ascorbique • Graisse de palme']","['Huile de palme', 'Non végétalien']",1219,?,"17,7","21,9","10,3","1,03","0,412",1219 kj(291 kcal),"6,5","2,2",['Marks & Spencer'],C,"['Sandwichs', 'Sandwichs au fromage']",+16%,,+61%,-14%,-7%,72.9%,13.3%,5.8%,4.9%,2.5%,0.7%,68,170 g e,['Point Vert'],17.7 g,en quantité modérée,6.5 g,en quantité élevée,2.2 g,en faible quantité,1.03 g,en quantité modérée,+16%,+59%,-32%,-28%,-28%,11,+8%,D,+8%,,,"['Frais', 'Plastique']","['Œufs', 'Gluten', 'Lait', 'Moutarde']",4,"['E160b - Rocou', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",['Royaume-Uni'],['Marks & Spencer'],,['Huile de palme'],,
1270,Salade au Thon - Marks And Spencer,00899475,['France'],[],[],?,93,"3,1","9,5",6,"0,6","0,24",389 kj(93 kcal),"0,8","2,6",['Marks And Spencer'],,"['Plats préparés', 'Plats à base de pâtes', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades de pâtes', 'Salades au thon', 'Salades de légumes']",,-38%,-63%,+21%,-25%,,,,,,,,,,3.1 g,en quantité modérée,0.8 g,en faible quantité,2.6 g,en faible quantité,0.6 g,en quantité modérée,-36%,-11%,+29%,-38%,-38%,0,-100%,B,-100%,,,,,,,,,,,,
1271,Sucre de coco - Pure Flow,0091037974433,['France'],"['100% Organic Coconut Blossom Sugar* Ingrédients ', ' 100% Sucre de Fleur de Coco Biologique* Inhaltsstoffe ', ' 100% Bio Kokosblûtenzucker? Ingredienti : 100% Zucchero di Cocco Biologico* Nutritional informations for 100g I']",[],?,383,"1,5",83,"1,7","0,4","0,16",1602 kj(383 kcal),1,83,['Pure Flow'],,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Shortbread Fingers - Paterson’s,0092152163160,['France'],"['farine dé ', 'farine de BLÉ', 'carbonate de calcium', 'fer', 'niacine', 'amine', "" l'huile de colza"", 'sucre', 'beurre ', 't', ' sel', 'parfums naturels']",['Non végétalien'],?,500,"24,5","62,5","6,4","0,78","0,312",2092 kj(500 kcal),"2,9","18,1",['Paterson’s'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,,,,
1273,Kirkland Signature - 1l,0096619430192,"['Canada', 'France', 'Suisse']","[""Sirop d'érable biologique pure à 100%""]",[],?,367,0,90,0,0,0,1530 kj(367 kcal),0,"88,3",['Kirkland Signature'],,"['en:Sirops', ""en:Sirops d'érable"", 'en:Sirops simples', 'en:Édulcorants']",,,,,,,,,,,,,1 l,"['Bio', 'Ecocert', 'Ecocert Canada', 'Halal', 'en:Biologique Canada']",0 g,en faible quantité,0 g,en faible quantité,88.3 g,en quantité élevée,0 g,en faible quantité,,,,,,14,,D,,,,['Plastique'],,,,['Canada'],,['Canada'],,,
1274,Beurre D'amandes Crémeux - Kirkland,0096619605279,['France'],[],[],?,656.25,"56,25","21,875","18,75",0,0,2746 kj(656 kcal),"4,688","6,25",['Kirkland'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Riz Basmati - Kirkland Signature - 5kg,0096619897315,['France'],[],[],?,364.44444444444,0,"84,444","6,667",,,1525 kj(364 kcal),0,0,['Kirkland Signature'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,+11%,-100%,+19%,-12%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,5 kg,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,+10%,-100%,-100%,,,,,,,,,,,,,,,,,,
1276,Crunchy peanut butter - 365 Everyday Value,0099482420260,"['France', 'États-Unis']","['Dry roasted peanuts', 'salt']",[],?,593.75,50,"21,88",25,"0,781","0,312",2484 kj(593 kcal),"7,81","6,25",['365 Everyday Value'],C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Matières grasses', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']",,-1%,+4%,+52%,+2%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,50 g,en quantité élevée,7.81 g,en quantité élevée,6.25 g,en quantité modérée,0.781 g,en quantité modérée,-1%,-6%,-2%,+47%,+47%,7,-36%,C,-36%,,,,,,,,,,,,"Whole Foods Market, Inc."
1277,Salade Poulet Tomate Basilic - Marks & Spencer - 380g,00900577,"['France', 'Royaume-Uni']","['Pâtes cuites ', '46%', ' ', 'Eau Semoule de blé dur ', 'contient Gluten', 'œufs de poules élevées en plein air pasteurisés', 'Tomates', 'Blanc de poulet cuit ', '12%', 'Eau', 'Crème fraîche britannique réduite en matières grasses ', 'Lait', 'Huile de colza', 'Épinards', 'Concentré de tomate', 'Basilic', 'Sucre', 'Jus de Citron ', 'Huile de tournesol', 'Vinaigre', 'Sel', 'Jaune d’œufs de poules élevées en plein air pasteurisés', 'Fécule de maïs', 'Persil', 'Huile de tournesol infusée au basilic', 'Purée de prune', 'Vinaigre de vin blanc', 'Vinaigre de riz', 'Vinaigre balsamique', 'Jus de citron concentré', ""Purée d'ail"", ""Fibres d'agrumes"", ""Blanc d'œufs de poules élevées en plein air en poudre"", 'Purée de piment rouge', 'Oignons déshydratés', 'Piment de la Jamaïque moulu', 'Clous de girofle moulus', 'Origan déshydraté', 'Poivre noir moulu']","['Non végétalien', 'Non végétarien']",?,147,"5,7","15,3","7,9","0,4","0,16",615 kj(147 kcal),"1,1",3,"['Marks & Spencer', 'M&S']",D,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Salades de pâtes', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,-10%,-32%,+10%,+22%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,380 g,,5.7 g,en quantité modérée,1.1 g,en faible quantité,3 g,en faible quantité,0.4 g,en quantité modérée,-10%,-26%,+45%,-48%,-48%,-2,-337%,A,-337%,,Pâtes avec du poulet mariné à la tomate et au basilic dans une sauce à la mayonnaise,['Plastique'],"['Œufs', 'Gluten', 'Lait']",3,,['Royaume-Uni'],['Marks & Spencer'],,,,
1278,Salade Pates Tomate Poulet Basilic - Marks And Spencer,00900607,['France'],[],[],?,166,"7,1","16,7",8,"0,45","0,18",695 kj(166 kcal),"0,9","2,7",['Marks And Spencer'],D,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Salades de pâtes', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,+1%,-15%,+20%,+23%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,7.1 g,en quantité modérée,0.9 g,en faible quantité,2.7 g,en faible quantité,0.45 g,en quantité modérée,+2%,-40%,+30%,-42%,-42%,-1,-219%,A,-219%,,,,,,,,,,,,
1279,"Salade Poulet, Miel Et Moutarde - Marks & Spencer",00900744,['France'],[],[],?,170,"5,3","20,7","8,6","0,55","0,22",711 kj(170 kcal),"1,3","3,8",['Marks & Spencer'],D,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Salades de pâtes', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,+4%,-37%,+49%,+33%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,5.3 g,en quantité modérée,1.3 g,en faible quantité,3.8 g,en faible quantité,0.55 g,en quantité modérée,+4%,-13%,+84%,-29%,-29%,0,-100%,B,-100%,,,,,,,,,,,,
1280,6 Œufs Moyens de Poules Élevées en Plein Air - Marks & Spencer,00901796,"['France', 'Royaume-Uni']",['Œufs'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,131,9,"0,1","12,6","0,38","0,152",548 kj(131 kcal),"2,5","0,1",['Marks & Spencer'],B,"[""Produits d'élevages"", 'Œufs', 'Œufs de poules', 'Œufs de poules élevées en plein air']",,-5%,-10%,-84%,+1%,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,6 œufs,"['Point Vert', 'Catégorie A']",9 g,en quantité modérée,2.5 g,en quantité modérée,0.1 g,en faible quantité,0.38 g,en quantité modérée,-6%,+2%,-80%,+40%,+40%,-1,,A,,,,"['Boîte', 'Carton']",['Œufs'],1,,['Royaume-Uni'],['Marks & Spencer'],['Royaume-Uni'],,,
1281,Raisin Rouge Sans Pépins - Marks & Spencer - 500g e,00902014,"['France', 'Royaume-Uni']",['Raisin rouge sans pépin 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,,,,,,['Marks & Spencer'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins', 'Raisins frais', 'Raisins rouges sans pépins']",,,,,,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,500 g e,"['Catégorie I', 'Point Vert']",,,,,,,,,,,,,,,,,,,"Catégorie 1, Variété Allison","['Barquette', 'Plastique']",,1,,['Espagne'],['Marks & Spencer'],,,,
1282,Fraises -,00902243,['France'],[],[],?,?,?,?,?,,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits rouges', 'Fruits frais', 'Fraises', 'Fraises fraîches']",,,,,,94.3%,0.0%,0.0%,3.0%,2.5%,0.1%,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Lighter Sliced Mature Cheese - Marks & Spencer - 270g,00923491,"['France', 'Royaume-Uni']",['Fromage au lait pasteurisé'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,331,24,"0,1","28,6","1,8","0,72",1385 kj(331 kcal),"16,4","0,1",['Marks & Spencer'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Fromages pasteurisés', 'Fromages en tranches', 'Cheddars']",,-16%,-27%,-93%,+21%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,270 g,"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Végétarien', 'Allégé en matière grasse', 'Sans conservateurs']",24 g,en quantité élevée,16.4 g,en quantité élevée,0.1 g,en faible quantité,1.8 g,en quantité élevée,-17%,-22%,-80%,+2%,+2%,16,-5%,D,-5%,,Fromage affiné allégé en matières grasses tranché. - Lighter Sliced Mature Cheese,"['Frais', 'Plastique']",['Lait'],3,,['Royaume-Uni'],['Marks & Spencer'],,,,
1284,New Zealand Sweet Apple Rings - Trader Joe's - 8oz,00927406,['France'],[],[],?,300,0,"82,5",0,0,0,1255 kj(300 kcal),0,65,"[""Trader Joe's""]",D,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Salades de pâtes', 'Plats à la volaille', 'Plats au poulet', 'Salades de légumes']",,+83%,-100%,+494%,-100%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,8 oz,,0 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,0 g,en faible quantité,+84%,-100%,+3040%,-100%,-100%,13,+1442%,D,+1442%,,,,,,,,,,,,
1285,100% freshly squeezed orange juice - Marks And Spencer - 500ml,00944908,['France'],[],[],?,47,"0,1","10,4","0,9",0,0,197 kj(47 kcal),"0,1","8,4","['Marks And Spencer', 'Marks & Spencer']",,,,,,,,,,,,,,,500 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Coconut Water - M&S,00978576,"['France', 'Royaume-Uni']",[],[],?,14,"0,1","3,4","0,1","0,1","0,04",59 kj(14 kcal),"0,1","3,4",['M&S'],,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Eaux de coco']",,-26%,+16%,-25%,-12%,,,,,,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,3.4 g,en quantité modérée,0.1 g,en faible quantité,-29%,+224%,-6%,+53%,+53%,5,+103%,C,+103%,,,,,,,,['Marks & Spencer'],,,,
1287,Céréales du soleil  - Tipiak - 280g,0111142609089,['France'],[],[],?,?,?,?,?,,,,,,['Tipiak'],,,,,,,,,,,,,,,280g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,Taille fine fromage blanc 0% - Danone - 850g,01101306,['France'],[],[],?,?,?,?,?,,,,,,['Danone'],,,,,,,,,,,,,,,850g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,01120776,01120776,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Smooth peanut butter - By Sainsbury's,01179101,"['France', 'Royaume-Uni']","['roasted peanuts ', '94%', 'brown cane sugar', 'palm oil', 'sea salt,']","['Huile de palme', 'Végétalien', 'Végétarien']",?,619,"49,9","8,9","25,4","0,65","0,26",2590 kj(619 kcal),"8,1","4,3","[""By Sainsbury's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Bofrost Pizza Con Quattro Formaggi - 2x344g=688g,0121969017745,['France'],[],[],?,261,"11,6","25,7","12,9","1,5","0,6",1092 kj(261 kcal),"6,2","1,9",['Bofrost'],C,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",,+4%,+12%,-4%,+11%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,2x344g=688g,,11.6 g,en quantité modérée,6.2 g,en quantité élevée,1.9 g,en faible quantité,1.5 g,en quantité modérée,+4%,+10%,-32%,+18%,+18%,15,+28%,D,+28%,,,['paquet de 2 pizzas'],,,,,,,,,
1292,La Pizza tonno e Cipolla - Bofrost,0121969151968,"['France', 'Allemagne']",[],[],?,205,"6,2",26,11,"1,4","0,56",858 kj(205 kcal),"2,7","3,1",['Bofrost'],,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,-10%,-26%,-3%,+7%,,,,,,,,,,6.2 g,en quantité modérée,2.7 g,en quantité modérée,3.1 g,en faible quantité,1.4 g,en quantité modérée,-11%,-31%,+5%,+12%,+12%,4,-49%,C,-49%,,,['Produkt'],"['Crustacés', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Soja']",,,,,,,,
1293,Starbucks Coffee Drink - Frappuccino Caramel,01227107,"['France', 'États-Unis']","['Brewed starbucks coffee ', 'water', 'coffee', 'reduced-fat milk', 'sugar', 'maltodextrin', 'natural flavors', 'pectin']",['Non végétalien'],?,74.733096085409,"1,246","13,167","2,135","0,089","0,036",313 kj(74 kcal),"0,712","11,388",['Starbucks'],,['Boissons'],,+33%,+259%,+17%,+330%,,,,,,,,,['Arômes naturels'],1.25 g,en faible quantité,0.712 g,en faible quantité,11.4 g,en quantité élevée,0.089 g,en faible quantité,+30%,+503%,+21%,+114%,+114%,18,+135%,E,+135%,,,,,4,['E440 - Pectines'],,,,,,"STARBUCKS, INC"
1294,Orange Juice with Bits - Sainsbury's,01305326,"['France', 'Royaume-Uni']","['Orange Juice with Juicy Bits not from Concentrate ', '100%']","['Végétalien', 'Végétarien']",?,39,"0,5","8,4","0,6","0,05","0,02",163 kj(39 kcal),"0,1","8,1","[""Sainsbury's"", 'Bell’s Healthcare']",D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,-15%,+196%,-21%,+53%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,"['Végétarien', 'Végétalien', 'en:FSC']",0.5 g,en faible quantité,0.1 g,en faible quantité,8.1 g,en quantité élevée,0.05 g,en faible quantité,-15%,+256%,-16%,+406%,+406%,2,-47%,C,-47%,['FSC-C081801'],,['composite-carton'],,,,,"[""Sainsbury's""]",,,,
1295,Sauce Relish Au Concombre Heinz,01362903,"['France', 'États-Unis']","['NutritionFacts OV', 'Sodium caa 2CC{']",[],?,20,0,5,0,"0,9","0,36",84 kj(20 kcal),0,3,['Heinz'],,['en:Salted snacks'],,-82%,-100%,-62%,-100%,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.9 g,en quantité modérée,-82%,-100%,-58%,-56%,-56%,3,-64%,C,-64%,,,,,,,,,,,,Grunwald & Radcliff Publishers
1296,Cocoa - by sainsbury's - 250g,01399653,"['France', 'Royaume-Uni']",[],[],?,375,"20,7","8,7","19,8","0,18","0,072",1569 kj(375 kcal),"12,5","0,5","[""by sainsbury's""]",E,"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",,+7%,+49%,-67%,+16%,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,250g,"['Agriculture durable', 'en:UTZ Certified']",20.7 g,en quantité élevée,12.5 g,en quantité élevée,0.5 g,en faible quantité,0.18 g,en faible quantité,+7%,+55%,-95%,+67%,+67%,14,+52%,D,+52%,,,"['tube', '', 'mixed plastic-tube', 'pet-lid']",,,,,,,,,
1297,Bière - Kirin Ichiban - 500ml,01561540,['France'],[],[],?,?,?,?,?,,,,,,['Kirin Ichiban'],C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'en:Beers from Japan']",,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,500ml,,,,,,,,,,,,,,,,,,,,Japan's Premium Beer,"['Bouteille', 'Verre']",,,,,,,,,
1298,Tender peas / Pois tendres,0190569019404,['France'],[],[],?,40,0,"6,4","2,4","0,36","0,144",167 kj(40 kcal),0,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,"Salers - Monoprix - 0,231kg",0200009035625,['France'],[],[],?,?,?,?,?,,,,,,['Monoprix'],D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Salers']",,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"0,231 kg",,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,
1300,Kokoschips - Tstores,0200030032525,['France'],"['noix de coco 66%', 'sucre de canne', 'sel marin', 'arôme de caramel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,624,47,43,"4,6","1,675","0,67",2611 kj(624 kcal),42,34,['Tstores'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco sèches', 'Chips de noix de coco séchée']",,+6%,-14%,+212%,-29%,,,,,,,,,['Bio'],47 g,en quantité élevée,42 g,en quantité élevée,34 g,en quantité élevée,1.67 g,en quantité élevée,+7%,-6%,+273%,+575%,+575%,24,+217%,E,+217%,,,,,4,,,,,,,
1301,Darne Saumon - Carrefour - 244g,0200893023883,['France'],[],[],?,?,?,?,?,,,,,,['Carrefour'],D,"['Produits de la mer', 'Poissons', 'Saumons', ""Saumons d'élevage""]",,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,244 g,['Point Vert'],,,,,,,,,,,,,,,,,,,,"['Frais', 'Plastique']",,,,,['Carrefour'],['Norvège'],,,
1302,Beignet Moelleux au Chocolat,0201173019350,['France'],[],[],?,389,18,46,"7,5","0,7","0,28",1628 kj(389 kcal),2,20,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,+10%,+14%,+2%,+18%,,,,,,,,,,18 g,en quantité modérée,2 g,en quantité modérée,20 g,en quantité élevée,0.7 g,en quantité modérée,+9%,-42%,+23%,-5%,-5%,12,0%,D,0%,,,,,,,,,,,,
1303,Cracotte choco noisette -,0201892031350,['France'],[],[],?,464,18,67,"6,6","0,32","0,128",1941 kj(464 kcal),3,39,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes', 'Tartines craquantes grillées fourrées au chocolat']",,+22%,+295%,-5%,-34%,62.3%,18.9%,8.2%,5.7%,4.9%,0.0%,89,,,18 g,en quantité modérée,3 g,en quantité modérée,39 g,en quantité élevée,0.32 g,en quantité modérée,+21%,+191%,+599%,-64%,-64%,16,+425%,D,+425%,,Bâtonnets de blé fourrés au chocolat et noisettes enrichis en fer,,,,,,,,,,
1304,Galette des rois - Leclerc,0202032032732,['France'],"['28200 ST DENIS LES PONTS GALETTE 10 Ingredient3 galette Frangipane d22  Carine ', 'eau ', 'sel', ""' Garniture "", ' Dorure']",[],?,448,31,34,"7,3","0,64","0,256",1874 kj(448 kcal),17,"8,8",['Leclerc'],D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,+6%,+17%,-12%,+15%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,31 g,en quantité élevée,17 g,en quantité élevée,8.8 g,en quantité modérée,0.64 g,en quantité modérée,+6%,+15%,-32%,-8%,-8%,18,-6%,D,-6%,,,,,3,,,,,,,
1305,Galette frangipane premium - Carrefour,0202121049207,['France'],"['pate Feuillet e', '65Z', 'Farine de BLE ', 'GLUTEN', 'J garniture et blanche et en poudre ', 'pomme de deBLE ', 'GLUTI LAIT en poudre,naltodextrines', 'paississant e415,r', 'w nes,colorant E160a,antiagglom rant E170i BLE ,levure d sactiv e,Farine deBLE malt enzgnes,agent de traitement de la Farine E300']","[""Pourrait contenir de l'huile de palme""]",?,466,30,42,"7,6","0,6","0,24",1950 kj(466 kcal),17,16,['Carrefour'],D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,+10%,+14%,+9%,+20%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,,,30 g,en quantité élevée,17 g,en quantité élevée,16 g,en quantité élevée,0.6 g,en quantité modérée,+11%,+15%,+24%,-14%,-14%,20,+4%,E,+4%,,,,"['Gluten', 'Lait']",4,"['E160a - Carotènes mélangés', 'E300 - Acide ascorbique']",,['Carrefour'],,,,
1306,Flan,0202204006561,['France'],[],[],?,0,?,?,?,,,0 kj(0 kcal),,,,,"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés']",,-100%,,,,,,,,,,,,,,,,,,,,,-100%,,,,,,,,,,,,,,,,,,,,
