,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,eco_score,brand,categories,labels,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,traceability_code,markets,ingredients_origins,generic_name,manufacturing,link,additives,palm_ingredients,brand_owner
0,Pomme pote pomme abricot,2021792400074,['France'],[],[],?,67,280 kj(67 kcal),"0,5","0,2",14,13,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Chocolat lait 38% - Limouzi Saveurs,3760268983763,['France'],"['Chocolat Lait ', '38% de cacao', ' ', 'sucre de canne*', 'beurre de cacao*', 'poudre de lait*', 'pâte de cacao*']",['Non végétalien'],?,577,2414 kj(577 kcal),40,24,48,47,"6,2",D,['Limouzi Saveurs'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10']",['Lait'],3,40 g,en quantité élevée,24 g,en quantité élevée,47 g,en quantité élevée,0 g,en faible quantité,,+4%,+5%,+16%,+22%,-8%,-4%,-14%,0,-100%,0,-100%,27,+6%,E,+6%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,
2,Pulpe de banane,7862118142644,['France'],[],[],?,99,414 kj(99 kcal),0,0,23,16,"0,9",,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
3,Céline Féline Libido & Désir,3701026303973,['France'],[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tomates séchées de la plaine de MANISA - Direct Producteurs Fruits Secs,3760159012329,['France'],[],[],?,298,1247 kj(298 kcal),"2,67","0,38","50,18","33,83","12,7",,['Direct Producteurs Fruits Secs'],,,,,,,,,,,,,,,,,,,,,"9,93",,"3,972",,,,,,,,,,,,,,,,,,,,,,,
5,Tomates séchées à l'ail des ours - Baionade,3760084452566,['France'],[],[],?,273,1142 kj(273 kcal),"22,8","2,5","11,66","9,75","3,82",,['Baionade'],,,,,,,,,,,,,,,,,,,,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,
6,Eau minérale Thonon,3560238920022,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,4314124334122,4314124334122,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,artichauts,8002597003688,['France'],[],[],?,170,711 kj(170 kcal),"15,1","1,7","3,9","0,7","2,4",,,,,,,,,,,,,,,,,,,,,,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,
9,Trèsor maya,3701013200766,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
10,Poulet fermier,0213890049596,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Melange babylone,2600711027945,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Citrons zéro résidu de pesticides - 1000g,8412276501396,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000 g,,,,,,,,,,
13,Confit de gésiers de dinde émincés,3067160724334,['France'],[],[],?,210,879 kj(210 kcal),11,"4,5","0,1",0,27,,,,,,,,,,,,,,,,,,,,,,,10,,4,,,,,,,,,,,,,,,,,,,,,,,
14,Vainde bovine roti,0205028076093,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Lot haribo,3103220045404,['France'],[],[],?,343,1435 kj(343 kcal),"0,5","0,1",77,46,"6,9",,['Haribo'],,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Etui en carton', 'Film en plastique']",,,,,,,,,
16,Brioche,7127616018779,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,les sucettes aux fruits,3374607071877,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Ravioli chevre et miel de fleurs,3562420001182,['France'],[],[],?,226,946 kj(226 kcal),"3,8","0,2","40,4","11,3","7,5",B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,3.8 g,en quantité modérée,0.2 g,en faible quantité,11.3 g,en quantité modérée,0.8 g,en quantité modérée,,-24%,-24%,+3355%,+488%,-48%,-84%,+2112%,"0,8",+3319%,"0,32",+3319%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
19,Polenta - 500g,7673444741223,['France'],[],[],?,70,293 kj(70 kcal),0,0,16,0,"1,5",,,,,,,,,,,,,,,,,,,,,,,"0,76",,"0,304",,,,,,,,,,,,,500 g,['Film en plastique'],,,,,,,,,
20,Thé Vert Bio rose-grenadine,3700111086012,['France'],[],[],?,0,0 kj(0 kcal),0,0,"0,2",0,"0,1",,,,['Bio'],,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
21,Escalopes Milanaises,0217217030175,['France'],[],[],?,126,527 kj(126 kcal),"1,3","0,4","6,6",0,22,D,,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",['Nutriscore'],,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.86 g,en quantité modérée,,-5%,-4%,-17%,-25%,-4%,-100%,+3%,"0,86",-5%,"0,344",-5%,-1,-246%,A,-246%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,,
22,Turrón Ecológico - Vicens,8410495004995,['France'],[],[],?,503,2105 kj(503 kcal),24,"2,3",60,53,"9,6",E,['Vicens'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",['Bio'],,,24 g,en quantité élevée,2.3 g,en quantité modérée,53 g,en quantité élevée,,,,-4%,-4%,-23%,-56%,+33%,+38%,-20%,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
23,Spirales de courgettes - 85g,0812679021046,['France'],[],[],?,13,54 kj(13 kcal),0,0,"1,4","1,3","1,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85 g,,,,,,,,,,
24,Phytovermil,3700225602610,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Melange sportif,2609943037593,['France'],[],[],?,480,2008 kj(480 kcal),29,"2,9",38,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,12 beignets pomme 900gr,0219036023949,['France'],[],[],?,310,1297 kj(310 kcal),"6,7","1,5",49,20,"6,7",,,,,,,,,,,,,,,,,,,,,,,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,
27,12 beignets framboise 900gr,0219026023942,['France'],[],[],?,318,1331 kj(318 kcal),"9,7","1,5",50,20,"6,7",,,,,,,,,,,,,,,,,,,,,,,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,
28,Gruyère -,2153317006352,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Produkt'],,,,,,,,,
29,Le Gruyère -,2110103004152,['France'],[],[],?,?,,?,,?,,?,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
30,Filet de Poulet,2276746032270,['France'],[],[],?,95,397 kj(95 kcal),"0,6",0,"1,2",0,21,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,0.6 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,,-27%,-27%,-79%,-100%,+151%,-100%,-8%,1,+33%,"0,4",+33%,0,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
31,ABRICOT SEC,2600110034704,['France'],[],[],?,?,,?,,?,,?,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,
32,sweat mani magicien beans -,6931722307266,['France'],[],[],?,?,,?,,?,,?,,,['en:Friandise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Masago,3364699122878,['France'],[],[],?,118,494 kj(118 kcal),2,0,10,8,15,,,,,,,,,,,,,,,,,,,,,,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,
34,Thé glacé English breakfast citron,68896516,['France'],[],[],?,22,92 kj(22 kcal),"0,5","0,1","5,3","5,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Pavé de saumon,2869878050252,['France'],[],[],?,?,,?,,?,,?,E,,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,
36,Mozzarella di Bufala Campana - Coop,69174477,['France'],[],[],?,288,1205 kj(288 kcal),25,17,"0,8","0,5",15,D,['Coop'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,,,25 g,en quantité élevée,17 g,en quantité élevée,0.5 g,en faible quantité,0.56 g,en quantité modérée,,+7%,+8%,+8%,+8%,+8%,-19%,+4%,"0,56",-8%,"0,224",-8%,10,-2%,C,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,
37,Pomme,0207892038313,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Demi palette fumée,2643328044875,['France'],[],[],?,154,644 kj(154 kcal),"7,8","3,8","0,5","0,5","20,4",,,,,,,,,,,,,,,,,,,,,,,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,
39,Mayonnaise à l'huile de Sésame - La Tourangelle,3245270002539,['France'],[],[],?,724,3029 kj(724 kcal),80,12,0,0,"1,7",D,['La Tourangelle'],"['Epicerie', 'Sauces', 'Mayonnaises', 'en:Epicerie']","['Sans additifs', 'Sans conservateurs']",,,80 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0.82 g,en quantité modérée,,+163%,+166%,+276%,+422%,-100%,-100%,-15%,"0,82",-71%,"0,328",-71%,22,+69%,E,+69%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,
40,Cacahuetes - Alesto,63661002,['France'],[],[],?,595,2489 kj(595 kcal),"47,6","5,5","10,6","6,6","26,2",,['Alesto'],,,,,,,,,,,,,,,,,,,,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,
41,Salade fruits de mer surimi,0206998016539,['France'],[],[],?,99,414 kj(99 kcal),"5,6","0,5","5,2","3,1",6,,,,,,,,,,,,,,,,,,,,,,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,
42,Pelures de truffes noires,3237850110277,['France'],[],[],?,59,247 kj(59 kcal),"0,9","0,2",3,"0,2","5,5",,,,,,,,,,,,,,,,,,,,,,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,
43,Escalopes de dinde,0287556026375,['France'],[],[],?,?,,?,,?,,?,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,,,,,,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,
44,Chou rouge,2868255012920,['France'],[],[],?,28,117 kj(28 kcal),"0,5","0,1","4,5","3,5","1,3",,,,"['Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Terrine aux échalotes,3760159910366,['France'],[],[],?,314,1314 kj(314 kcal),27,13,1,0,14,,,,,,,,,,,,,,,,,,,,,,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
46,Pizza bofrost piccante,0978469017993,['France'],[],[],?,227,950 kj(227 kcal),"8,2","3,6","26,6","1,3","10,5",,,,,,,,,,,,,,,,,,,,,,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,
47,Glace Rhum-Raisin,3701354910348,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Sorbet,8413200013527,['France'],[],[],?,440,1841 kj(440 kcal),1,0,19,19,1,,,,,,,,,,,,,,,,,,,,,,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
49,Filet saumon Norvège,0208351076945,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Gratins fr pommes de terrz - Metro Chef,3439496403137,['France'],[],[],?,180,753 kj(180 kcal),12,"8,5",13,"1,5","3,4",,['Metro Chef'],,,,,,,,,,,,,,,,,,,,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,
51,Grignot'box,3252850345023,['France'],[],[],?,530,2218 kj(530 kcal),46,16,"1,6","0,9",28,,,,,,,,,,,,,,,,,,,,,,,"4,8",,"1,92",,,,,,,,,,,,,,,,,,,,,,,
52,Délice de rouget aux 4 épices,3760177140929,['France'],[],[],?,217,908 kj(217 kcal),16,"2,7","4,2","2,2",13,,,,,,,,,,,,,,,,,,,,,,,"0,97",,"0,388",,,,,,,,,,,,,,,"['FR 84.036.003 CE', 'Châteauneuf-de-Gadagne (Vaucluse, France)', 'EMB 84036D', 'Châteauneuf-de-Gadagne (Vaucluse, France)']",,,,,,,,
53,Tarte aux pommes,0211878019357,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Poireaux Vinaigrette,0209571014175,['France'],[],[],?,26,109 kj(26 kcal),52,0,10,"8,3","1,5",,,,,,,,,,,,,,,,,,,,,,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,
55,Amandes enrobées de chocolat noir - Belledonne - 200g,3700531202511,['France'],[],[],?,576,2410 kj(576 kcal),46,20,25,19,"11,2",D,['Belledonne'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Amandes enrobées de chocolat']","['Bio', 'Bio européen', 'FR-BIO-01']",,,46 g,en quantité élevée,20 g,en quantité élevée,19 g,en quantité élevée,0.15 g,en faible quantité,,+1%,+2%,+14%,+22%,-32%,-43%,+2%,"0,15",+57%,"0,06",+57%,21,-7%,E,-7%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,200 g,,,,,,,,,,
56,Potato chips,8437000757344,['France'],[],[],?,597,2498 kj(597 kcal),"43,3","5,91","44,3","0,48","7,03",,,,,,,,,,,,,,,,,,,,,,,"0,89",,"0,356",,,,,,,,,,,,,,,,,,,,,,,
57,Toast'A anchoïade,3760094850109,['France'],[],[],?,222.9,933 kj(222 kcal),"19,8","3,1","3,8","2,2","7,3",,,"['Produits à tartiner', 'Produits à tartiner salés', 'Anchoïade']",,,,19.8 g,en quantité modérée,3.1 g,en quantité modérée,2.2 g,en faible quantité,4.9 g,en quantité élevée,,-44%,-44%,-50%,-37%,+60%,+320%,-12%,"4,9",-9%,"1,96",-9%,15,-20%,D,-20%,,,,,,,,,,,,,,,,,,
58,yaourt aux myrtilles et fruit de la passion - 150g,5016648431415,['France'],[],[],?,131,548 kj(131 kcal),"5,9","3,5","15,5","13,1","4,2",,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,150 g,,,,,,,,,,
59,Salad dressing caesar - 500ml,5407003034042,['France'],[],[],?,231,967 kj(231 kcal),20,2,11,"6,2",0,D,,"['Epicerie', 'Sauces', 'Sauces salades']",,,,20 g,en quantité modérée,2 g,en quantité modérée,6.2 g,en quantité modérée,0 g,en faible quantité,,-31%,-30%,-40%,-41%,+99%,+65%,-100%,0,-100%,0,-100%,4,-72%,C,-72%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,500 ml,,,,,,,,,,
60,Sirop d'anis,3331941801577,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Mini fripons chocolat,0208853016401,['France'],[],[],?,459,1920 kj(459 kcal),25,12,51,23,"7,5",,,,,,,,,,,,,,,,,,,,,,,"0,73",,"0,292",,,,,,,,,,,,,,,,,,,,,,,
62,Cidre,3770000335002,['France'],[],[],?,24,100 kj(24 kcal),0,0,"3,2","3,2",0,C,,"['Boissons', 'Boissons alcoolisées', 'Cidres']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,-17%,-19%,-100%,-100%,-31%,-2%,-100%,0,-100%,0,-100%,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,,,,,,,,,
63,Melanzana,8715817007785,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8711578581618,8711578581618,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Avocado,8718963182177,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Container'],,,,,,,,,
66,Lisa’s choice Bruinbrood mix,8718836330025,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,"['Bio', 'Bio européen', 'NL-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Product'],,,,,,,,,
67,Pizza,3276006204767,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Canderel choco peanuts,7640110709900,['France'],[],[],?,446,1866 kj(446 kcal),27,13,57,"5,1",8,,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
69,Mini crackers - 180g,46627537,['France'],[],[],?,426,1782 kj(426 kcal),11,"5,2",71,"7,2",8,,,,,,,,,,,,,,,,,,,,,,,2,,"0,8",,,,,,,,,,,,,180 g,,,,,,,,,,
70,Cidre traditionnel,3478700001400,['France'],[],[],?,?,,?,0,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Crème glacée chocolat banane - 2x 125ml,3373203546819,['France'],[],[],?,279,1167 kj(279 kcal),"11,3","7,6","37,05","32,2","5,1",,,,,,,,,,,,,,,,,,,,,,,"0,1",,"0,04",,,,,,,,,,,,,2 x 125 ml,,,,,,,,,,
72,Escalopes de foie gras,3443705060172,['France'],[],[],?,600,2510 kj(600 kcal),63,28,"1,4","1,1",6,,,,,,,,,,,,,,,,,,,,,,,"0,52",,"0,208",,,,,,,,,,,,,,,,,,,,,,,
73,Les moelleux abricots,2180834008842,['France'],[],[],?,193,808 kj(193 kcal),"0,4","0,3",42,32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Terrine de campagne,2216924016463,['France'],[],[],?,358,1498 kj(358 kcal),33,15,"2,3","1,2",13,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,,,33 g,en quantité élevée,15 g,en quantité élevée,1.2 g,en faible quantité,1.7 g,en quantité élevée,,+11%,+11%,+17%,+39%,+0%,+38%,-7%,"1,7",+6%,"0,68",+6%,21,+8%,E,+8%,,,,,,,,,,"['FR 29.004.023 CE', 'Bannalec (Finistère, France)']",,,,,,,,
75,Sondalis,7613034425706,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Brewer's yeast,0311845073815,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Dejeuner du paysan,3589620001606,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,,0,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
78,Huile piment rouge ail,5415220514018,['France'],[],[],?,819,3427 kj(819 kcal),"90,3","10,6","1,1","0,3","0,5",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
79,Steuarts tea,4791075005071,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
80,Tomato ketchup - 300ml,3760257871026,['France'],[],[],?,145,607 kj(145 kcal),"0,3","0,1","33,2","31,3","1,6",,,,,,,,,,,,,,,,,,,,,,,"3,2",,"1,28",,,,,,,,,,,,,300 ml,,,,,,,,,,
81,Emmental - 200g,5404015805912,['France'],[],[],?,8,33 kj(8 kcal),"27,2","18,6",1,"0,1","27,2",,,,,,,,,,,,,,,,,,,,,,,"1,4",,"0,56",,,,,,,,,,,,,200 g,,,,,,,,,,
82,Glace aux oeufs rhum raisins,3770001148137,['France'],[],[],?,168,703 kj(168 kcal),20,0,29,28,5,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
83,Boeuf seche,2153391006255,['France'],[],[],?,169,707 kj(169 kcal),"2,5",1,"1,5",1,35,,,,,,,,,,,,,,,,,,,,,,,"4,5",,"1,8",,,,,,,,,,,,,,,,['Migros'],,,,,,,
84,Biotin,0087614018775,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Jus de pomme,3700238329030,['France'],[],[],?,48,201 kj(48 kcal),"0,5","0,1",12,11,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Crepes nature,0201462032473,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Miel de fleurs de printemps,3770011978366,['France'],[],[],?,?,,?,,?,,?,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
88,Biscottes grillees,3770014059420,['France'],[],[],?,327,1368 kj(327 kcal),"7,6",5,55,"6,5","8,5",,,,,,,,,,,,,,,,,,,,,,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,
89,Fibre et Fruit - Leader Price - 500g,13179182,['France'],[],[],?,398,1665 kj(398 kcal),"7,5",5,69,23,9,,"['Leader Price', 'Leaderprice']",,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,500 g,['Sachet en plastique'],,['Leader Price'],,,,,,,
90,Layered Lemon Meringue,5056307320476,['France'],[],[],?,367,1536 kj(367 kcal),13,4,26,5,34,,,,,,,,,,,,,,,,,,,,,,,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,,,
91,Madeleines Coquille,6111069012591,['France'],[],[],?,443,1854 kj(443 kcal),"23,2","3,7","53,3","23,5","5,5",B,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,,23.2 g,en quantité élevée,3.7 g,en quantité modérée,23.5 g,en quantité élevée,0.9 g,en quantité modérée,,+0%,+1%,+2%,-47%,+1%,-15%,-3%,"0,9",+11%,"0,36",+11%,16,-13%,D,-13%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,,,,,,,,
92,Paradise Island Mix Quai Sud,3662051005945,['France'],[],[],?,?,,?,,?,,?,,['Quai Sud'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Pur jus de pommes poires,3760251170002,['France'],[],[],?,?,,?,,?,,?,,,,['Sans conservateurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Sésame sticks with spinach and chasse filling,4056489189657,['France'],[],[],?,265,1109 kj(265 kcal),"13,3",7,27,"2,1","7,5",,,,,,,,,,,,,,,,,,,,,,,"1,13",,"0,452",,,,,,,,,,,,,,,,,,,,,,,
95,Pain chocolat ×4 + croissant ×4,0208504023949,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Filet de poulet,3760168450624,['France'],[],[],?,?,,?,,?,,?,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
