,name,bar_code,brand,traceability_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,ingredients_origins,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,markets,manufacturing,palm_ingredients,link,brand_owner,origin_detail,producer_info
1112,"Epicerie / Epicerie Sucrée / Barres De Céréales, Fruits - Aromandise",3560468796022,['Aromandise'],,['France'],"['amandes* 65%', 'sirop de maltose*', 'sucre de canne*', ""cristaux d'huiles essentielles de cannelle* 0,5% "", ""poudre d'agave tequi/ana*"", 'huile essentielle de cannelle* 2%', 'écorce de cannelle* I %', "" * produit issu de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,559,2339 kj(559 kcal),"38,6","3,2",36,"27,3","12,9","0,05","0,02",,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'GR-BIO-01', 'Sans lactose']",,['Fruits à coque'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,"Barrssentielle Noisette gingembre ""goût intense"" - Barressentielle",3560468796039,['Barressentielle'],,['France'],[],[],?,571,2389 kj(571 kcal),"39,4","2,8","41,6","33,6","9,5","0,04","0,016",C,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales aux fruits']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE']",,,,39.4 g,en quantité élevée,2.8 g,en quantité modérée,33.6 g,en quantité élevée,0.04 g,en faible quantité,,+47%,+46%,+307%,+2%,-37%,+25%,+53%,-89%,-89%,11,+21%,D,+21%,80.5%,10.3%,4.6%,2.5%,2.1%,0.0%,56,,,,,,,,
1114,Chicorée Torréfiée Bio - 20 Sachets - Aromandise,3560468797104,,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Camembert fermier - Ferme Des Aulnays - 240g,3560570000017,['Ferme Des Aulnays'],"['FR 22.056.002 CE', ""Évran (Côtes-d'Armor, France)""]",['France'],"['LAIT de vache cru entier*', 'sel', 'présure', 'ferments lactiques', "" *Issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,301,1259 kj(301 kcal),26,"20,4","1,74","< 0,5",15,1,"0,4",B,,240 g,"['Frais', 'Bois', 'Plastique']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Réfrigérés', 'Fromages au lait cru', 'Camemberts au lait cru', 'Fromages pasteurisés']","['Bio', 'Bio européen', 'FR-BIO-01', 'Fabriqué en France', 'Au sel de Guérande', 'AB Agriculture Biologique', 'Bio-Cohérence', 'en:lait-francais-french-milk', 'Agriculture France']",['France'],['Lait'],3,26 g,en quantité élevée,20.4 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,,+8%,+9%,+21%,+40%,+229%,+42%,-28%,-41%,-41%,12,-19%,D,-19%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['Bretagne', ""Côtes d'Armor"", 'France']",,,,,
1116,Gâteau Riz Gluant Délice Bai Toey - Asie d’Ivry - 80g,3560838342002,"['Asie d’Ivry', ""Asie d'Ivry""]",,['France'],"['Crème de haricot mungo ', 'soja', 'sucre', 'farine de riz gluant', 'huile de colza', 'eau', 'pandamus', ""essence d'amyle"", 'propionate de calcium']",[],?,328,1372 kj(328 kcal),"8,3","0,63","58,4","43,5","4,3","0,03","0,012",,,80 g,"['Plastique', 'Papier']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Produits artisanaux', 'Gâteaux Chinois']","['Point Vert', 'Fabriqué en France']",,['Soja'],3,8.3 g,en quantité modérée,0.63 g,en faible quantité,43.5 g,en quantité élevée,0.03 g,en faible quantité,,-2%,-1%,-26%,-84%,+40%,+262%,-47%,-97%,-97%,12,+3%,D,+3%,,,,,,,,['E282 - Propionate de calcium'],,['France'],,,,,
1117,Creme de Salidou (Caramel au Beurre Salé) à la Vanille,3561770001057,,,['France'],[],[],?,488,2042 kj(488 kcal),28,18,58,41,1,"0,48","0,192",,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel', 'Crème de caramel au beurre salé']",,,,,28 g,en quantité élevée,18 g,en quantité élevée,41 g,en quantité élevée,0.48 g,en quantité modérée,,+16%,+16%,+44%,+51%,-1%,-14%,-45%,-21%,-21%,27,+10%,E,+10%,,,,,,,,,,,,,,,
1118,Secret des Druides,3561770001644,,,['France'],[],[],?,542,2268 kj(542 kcal),"35,6","21,7","49,7","43,6","5,8","0,17","0,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,Crème De Caramel Au Beurre Salé 150 - La Maison D’Armorine - 220g,3561770003174,"['La Maison D’Armorine', 'Ty Délice']",,['France'],"['Sucre', 'crème fraîche ', 'lait', 'beurre ', 'lait', ' frais ', '18%', 'sirop de glucose', 'sel de Guérande ', '0', '5%', 'fleur de sel de Guérande ', '0', '1%']",['Non végétalien'],?,488,2042 kj(488 kcal),28,18,58,"41,1",1,"0,48","0,192",,,220 g,"['Bocal', 'Pot', 'Verre']","['Snacks', 'Produits laitiers', 'Produits à tartiner', 'Snacks sucrés', 'Petit-déjeuners', 'Confiseries', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au caramel', 'Caramels', 'Caramels au beurre salé']",['en:produced-in-bretagne'],,['Lait'],4,28 g,en quantité élevée,18 g,en quantité élevée,41.1 g,en quantité élevée,0.48 g,en quantité modérée,,+16%,+16%,+44%,+51%,-1%,-13%,-45%,-21%,-21%,27,+10%,E,+10%,,,,,,,,,['Netto'],"['Ty Délice SAS', '56470', 'Saint-Philibert', 'ZA Kerran', 'Morbihan', 'Bretagne']",,,,,
1120,Far Breton aux Pruneaux - Le Breton en Boîte - 190g,3561773000033,"['Le Breton en Boîte', ""Ets. Pain d'Épices""]",,['France'],"['Sucre', 'farine de froment ', 'gluten', 'œufs', 'lait', 'huile de tournesol', 'pruneaux', 'beurre frais de baratte ', 'lait', 'rhum agricole']",['Non végétalien'],1190,?,1190 kj(284 kcal),"12,9","2,1","36,2","24,62","4,7","0,09","0,036",C,Far Breton aux pruneaux cuit dans sa boîte,190 g,"['Carton', 'boîte']","['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons', 'Fars']",,,"['Œufs', 'Gluten', 'Lait']",4,12.9 g,en quantité modérée,2.1 g,en quantité modérée,24.6 g,en quantité élevée,0.09 g,en faible quantité,,,+37%,+124%,-16%,+9%,+23%,-10%,-70%,-70%,6,-6%,C,-6%,70.7%,20.7%,4.2%,2.1%,2.2%,0.0%,58,,,['France'],,,,,
1121,Le breton au salidou -,3561773000057,,,['France'],[],[],?,515,2155 kj(515 kcal),30,19,64,38,"4,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Gnocchi de pomme de terre BONINI - Maison Bonini,3562420000093,['Maison Bonini'],,['France'],"['Inglédients: Purée de pomme de terre ', 'eau et flocons de pomme de terre correspondant de pomme de terre', ' farine de blé tendre 00', 'sel', 'arômes naturels de farine de riz', "" Correcteur d'acidité: E575""]",[],?,174,728 kj(174 kcal),"0,4","0,2","37,6","0,2","4,5","0,9","0,36",B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",,,,3,0.4 g,en faible quantité,0.2 g,en faible quantité,0.2 g,en faible quantité,0.9 g,en quantité modérée,,+4%,+4%,-71%,-46%,+14%,-83%,+7%,-20%,-20%,3,-16%,C,-16%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,['E575 - Glucono-delta-lactone'],,,,,,,
1123,6 pancakes - Saveurs du Bio,3562562000784,['Saveurs du Bio'],,['France'],"['farine de blé*', 'eau', 'œufs entier*', 'sucre de canne*,huile de tournesol*', 'lait écrémé en poudre*', 'poudre à lever ', 'amidon de maïs*', 'carbonates de sodium', 'acidifiant : tartrates de potassium', 'sel', "" *Produits issus de l'Agriculture Biologique""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,294,1230 kj(294 kcal),"10,1","1,4","43,5","13,9","6,4","0,7","0,28",,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,['Gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E500 - Carbonates de sodium', 'E336 - Tartrates de potassium']",,,,,,,
1124,Sorbet citron presse - Les mousquetaires,3563350001556,['Les mousquetaires'],,['France'],[],[],?,122,510 kj(122 kcal),"0,04","0,01","30,5","27,4","0,13","0,002","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Sorbet mangue jasmin bio,3563350040326,,,['France'],[],"['Végétalien', 'Végétarien']",?,108,452 kj(108 kcal),0,0,"26,9","25,5","0,3",0,0,,,,,,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien', 'en:The Vegan Society']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Axoa de veau - Le Vieux Chêne,3563480001969,['Le Vieux Chêne'],,['France'],[],[],?,112,469 kj(112 kcal),"5,5","2,6","2,9","1,4","12,1","0,4","0,16",D,,,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats au veau', 'Axoa de veau']",,,,,5.5 g,en quantité modérée,2.6 g,en quantité modérée,1.4 g,en faible quantité,0.4 g,en quantité modérée,,-15%,-14%,+14%,+20%,+18%,+18%,-19%,-59%,-59%,-1,-157%,A,-157%,83.4%,6.0%,2.8%,2.0%,1.2%,4.6%,40,,,,,,,,
1127,Moutarde au vinaigre au Vin Blanc - Reine de Dijon,3563490010258,['Reine de Dijon'],,['France'],[],[],?,162,678 kj(162 kcal),"11,6","0,8","1,9","1,9","7,6","5,7","2,28",B,Moutarde,,"['Bocal', 'Verre']","['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,,11.6 g,en quantité modérée,0.8 g,en faible quantité,1.9 g,en faible quantité,5.7 g,en quantité élevée,,-5%,-5%,+7%,-2%,-72%,-51%,+16%,+21%,+21%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['France'],,,,,
1128,Moutarde de Dijon Bio - Reine de Dijon - 200g,3563490015307,['Reine de Dijon'],,['France'],"['Eau', 'graines de moutarde*', ""vinaigre d'alcool*"", 'sel', "" *Produits issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",674,?,674 kj(161 kcal),12,"0,84",3,"1,7","7,5",6,"2,4",A,,200 g,"['Bocal', 'Verre']","['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']","['Bio', 'Bio européen', 'FR-BIO-01', 'Sans conservateurs', 'AB Agriculture Biologique']",,['Moutarde'],3,12 g,en quantité modérée,0.84 g,en faible quantité,1.7 g,en faible quantité,6 g,en quantité élevée,+5%,,+1%,+4%,+10%,-18%,-24%,+4%,+1%,+1%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,"[""Aire d'autoroute""]",['France'],,,,,
1129,Reine Dijon Most.ex-fuerte 100 - Reine de Dijon,3563490100010,['Reine de Dijon'],,"['France', 'Espagne']","['Eau', 'graines de moutarde', 'vinaigre acidifiant ', 'acide citrique', 'd alcool', 'sel', 'conservateur ', 'disulfite de potassium']",[],?,162,678 kj(162 kcal),12,"0,8",3,"1,8","7,5","6,1","2,44",B,,,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,['Moutarde'],3,12 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en faible quantité,6.1 g,en quantité élevée,,+2%,+2%,+4%,+5%,-18%,-20%,+4%,+3%,+3%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,
1130,Pot'je vleesch avec os 3 viandes,3563800003109,,"['FR 59.526.101 CE', 'Saint-Amand-les-Eaux (Nord, France)']",['France'],[],[],?,152,636 kj(152 kcal),"8,5","3,4","0,5","0,5","18,5","1,55","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,Tripes cuisinées à saint Amand - les mijotés de l'abbaye - 750grammes,3563800003253,"[""les mijotés de l'abbaye""]",,['France'],[],[],?,92,385 kj(92 kcal),"2,3","1,31","0,5","0,5","17,9","1,31","0,524",,,750 grammes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,"Chocolat En Poudre, 400 Grammes, Marque Choconess - Sharon Valley",3564040031235,['Sharon Valley'],,['France'],"['sucre', 'poudre de cacao dégraissée ', '24% minimum', 'sel', 'arôme naturel de vanille']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,370,1548 kj(370 kcal),"2,6","1,6","77,1","74,7","5,7","0,17","0,068",D,,,,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",['en:gluten-free'],,,4,,,,,,,,,,+11%,+8%,-40%,-37%,+22%,+32%,-10%,-19%,-19%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,,,,
1133,Rhum ambré 40° - Lagoa - 1l,3564700002414,"['Lagoa', 'Marque Repère']",,['France'],"['Rhum de la Guadeloupe à 79 % vol ', '49 %', ' ', ' eau ', ' rhum de la Martinique à 60 % vol ', '2,9 %', ' ', ' colorant : E150b', ' ', 'non étiqueté']",[],?,?,,?,,?,,?,,,C,Rhum ambré,1 l,"['Bouteille', 'Verre']","['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Rhums', 'Rhums ambrés']",,['Antilles'],,4,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,['E150b - Caramel de sulfite caustique'],['Leclerc'],['France'],,,,,
1134,Cola sans caféine - Jean s - 1.5l,3564700002704,"['Jean s', 'Marque Repère']",,['France'],"['Eau gazéifiée', 'sucre', 'colorant : E150d', 'acidifiant : E338', 'arômes naturels']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",162,?,162 kj(39 kcal),"0,5","0,1","9,5","9,5","0,5",0,0,,,1.5 l,,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Sodas au cola sans caféine', 'Boissons avec sucre ajouté']",,,,4,0.5 g,en faible quantité,0.1 g,en faible quantité,9.5 g,en quantité élevée,0 g,en faible quantité,+138%,,+116%,+2504%,+2445%,+100%,+116%,+2647%,-100%,-100%,13,+92%,E,+92%,,,,,,,,"[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",['Leclerc'],,,,,,
1135,Jus de Pomme 100 % pur jus - Jafaden,3564700002834,"['Jafaden', 'Marque Repère']",,['France'],[],[],?,187,782 kj(187 kcal),"0,1","0,02",11,10,"0,5",,,C,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",['Sans sucre ajouté'],,,,0.1 g,en faible quantité,0.02 g,en faible quantité,10 g,en quantité élevée,,,,+307%,+309%,-44%,-41%,0%,-4%,+128%,,,,,,,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,['Leclerc'],,,,,,
1136,Pêches demi-fruits au sirop - Fruistar - 425g,3564700006962,"['Fruistar', 'Marque Repère']",,['France'],"['Demi-pêches', 'eau', 'sirop de glucose-fructose', 'sucre', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,75,314 kj(75 kcal),"0,1","0,1","17,6","17,4","0,4","0,07","0,028",B,,425 g,"['Conserve', 'Conserve']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Pêches au sirop']",,,,4,0.1 g,en faible quantité,0.1 g,en faible quantité,17.4 g,en quantité élevée,0.07 g,en faible quantité,,+10%,+14%,-12%,+312%,+17%,+27%,-2%,+221%,+221%,-2,,A,,67.0%,17.7%,7.3%,4.5%,3.5%,0.0%,77,['E330 - Acide citrique'],['Leclerc'],,,,,,
1137,Lait de croissance - Délisse - 1l,3564700090374,"['Délisse', 'Marque Repère']",,['France'],"['Lait pasteurisé partiellement écrémé ', ' eau ', ' lactose ', ' huiles de colza et de tournesol ', 'dont antioxydant : extraits riches en tocophérols', ' ', ' maltodextrine de maïs ', ' arôme naturel de vanille ', "" émulsifiant : mono - et diglycérides d'acides gras "", ' minéraux ', 'dont lait', ' : glycérophosphate et gluconate de calcium', 'citrate de sodium', 'sulfate de fer', 'sulfate de zinc', 'sulfate de cuivre', 'iodure de potassium', 'carbonate et hydroxyde de potassium', 'sélénite de sodium ', ' vitamines ', 'dont lait', ' : a', 'd3', 'e', 'k', 'c', 'b1', 'b2', 'pp', 'b5', 'b6', 'b8', 'b9', 'b12']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",271,?,271 kj(65 kcal),"2,9","1,2","7,7","6,7","1,9","0,1","0,04",B,,1 l,,"['Aliments pour bébé', 'Laits pour bébé', 'Dès 10 mois', 'Laits de croissance']",['Entrepreneurs + Engagés'],,['Lait'],4,,,,,,,,,-40%,,-64%,-30%,+7%,-74%,-39%,-45%,+21%,+21%,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,"['E306 - Extrait riche en tocophérols', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]",['Leclerc'],,,,,,
1138,Lait écrémé brique - Délisse - 1l,3564700095386,"['Délisse', 'Marque Repère']",,['France'],[],[],136,?,136 kj(33 kcal),"0,5","0,1","4,8","4,8","3,2","0,1","0,04",D,,1 l,,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits écrémés', 'Laits de vache']",,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,-36%,,-35%,-75%,-92%,+0%,+1%,-1%,-4%,-4%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,['Leclerc'],,,,,,
1139,Eau minérale naturelle - 6 x 50 cl UNITÉ - leclerc - 3000g,3564700140918,"['Leclerc', 'Marque Repère', 'Eaux Mr']",,['France'],"['Résidu sec à 180 °C : 267 mg/l pH : 7,5']",[],0,?,0 kj(0 kcal),0,0,0,0,0,0,0,,,3000 g,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux minérales naturelles']",,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,,,,,,-100%,-100%,0,-100%,A,-100%,,,,,,,,,['Leclerc'],,,,,,
1140,Chocolats Belges fourres Assortiment - Equador - 200g,3564700242988,['Equador'],,['France'],"['Sucre ', ' pâte de cacao ', ' beurre de cacao ', ' lait entier en poudre ', ' noisettes ', ' huiles et graisses végétales ', 'colza', 'tournesol', 'karité', 'noix de coco', 'coprah', ' ', ' amandes ', ' lactose ', ' matière grasse laitière anhydre ', ' sirop de glucose ', ' cacao maigre en poudre ', ' stabilisants : glycérol', 'sorbitol ', ' émulsifiants: lécithines ', 'soja', 'tournesol', ' ', ' lait concentré sucré ', ' sucre inverti ', ' arôme naturel de vanille ', ' farine de riz ', ' café ', ' lait écrémé en poudre ', ' lactosérum en poudre ', ' arôme naturel de cacao ', ' arômes naturels ', ' sel ', ' arôme naturel de caramel ', ' arômes ', ' sel de Guérande ', "" arôme naturel d'orange "", ' miel ', ' épices', "" Traces d'œufs"", 'gluten', 'autres fruits à coques et graines de sésame']","['Sans huile de palme', 'Non végétalien']",?,534,2234 kj(534 kcal),32,15,53,51,6,"0,26","0,104",,,200 g,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",['Fabriqué en Belgique'],,"['Lait', 'Fruits à coque', 'Soja']",4,32 g,en quantité élevée,15 g,en quantité élevée,51 g,en quantité élevée,0.26 g,en faible quantité,,-1%,-1%,-5%,-15%,+3%,+9%,-1%,+81%,+81%,22,-12%,E,-12%,,,,,,,,"['E422 - Glycérol', 'E420 - Sorbitol', 'E322i - Lécithine']",,,,,,,
1141,Tarte citron meringuée - Trofic - 500g,3564700301159,"['Trofic', 'marque repere', 'Autour du Dessert']",,['France'],"['Sucre ', ' farine de blé 16% ', ' œufs entiers 12% ', ' jus de citron reconstitué 10% ', ' eau ', ' beurre concentré 7% ', "" blanc d'œuf sucré "", ""blanc d'œuf"", 'sucre', ' ', ' cubes de citron semi-confits 2,3% ', 'sirop de glucose-fructose', 'cubes de citron', 'sucre', 'eau', ""correcteur d'acidité : acide citrique"", 'antioxydant : acide ascorbique', ' ', ' amidon modifié de pomme de terre ', "" blanc d'œuf en poudre "", ' amidon de blé ', ' arôme naturel de citron ', ' poudres à lever : E450', 'E500 ', ' sel ', ' acidifiant : acide citrique', 'Traces de fruits à coque']",['Non végétalien'],1396,?,1396 kj(334 kcal),"9,4","5,9","55,8",38,"5,2","0,3","0,12",C,,500 g,,"['Desserts', 'Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Tartes au citron meringuées']",['Marque repere'],,"['Œufs', 'Gluten', 'Lait']",4,9.4 g,en quantité modérée,5.9 g,en quantité élevée,38 g,en quantité élevée,0.3 g,en quantité modérée,,,-4%,-36%,-34%,+18%,+13%,+3%,+40%,+40%,17,-11%,D,-11%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",['Leclerc'],,,,,,
1142,Poires william 1/2 fruits au sirop - Fruistar - 225g,3564700342220,"['Fruistar', 'Marque Repère']",,['France'],"['Poires Williams demi-fruits', 'eau', 'sirop de glucose-fructose', 'sucre', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",327,?,327 kj(78 kcal),"0,1","0,1","17,9","15,4","0,5",0,0,A,Demi-Poires Williams au Sirop,225 g,"['Conserve', 'Métal']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Poires au sirop']",,,,4,0.1 g,en faible quantité,0.1 g,en faible quantité,15.4 g,en quantité élevée,0 g,en faible quantité,+22%,,+20%,-48%,+175%,+21%,+21%,+82%,-100%,-100%,1,,B,,31.2%,35.3%,16.8%,8.7%,8.0%,0.0%,95,['E330 - Acide citrique'],['Leclerc'],,,,,,
1143,Curry - Rustica - 45g,3564700371183,"['Rustica', 'Marque Repère']",,['France'],"['curcuma', 'coriandre', 'cumin', 'amidon de manioc', 'fenugrec', 'fenouil', 'sel', 'piment fort', 'persil', 'ail en proportions variables']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,298,1247 kj(298 kcal),"12,1",1,32,1,"15,1",,,B,,45 g,['Verre'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Curry']",,,,3,12.1 g,en quantité modérée,1 g,en faible quantité,1 g,en faible quantité,,,,+67%,+57%,+90%,-30%,+58%,-72%,+129%,,,,,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,,['Leclerc'],,,,,,
