,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,brand,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,quantity,eco_score,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,traceability_code,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,ingredients_origins,generic_name,link,brand_owner,palm_ingredients
64,Chèvre frais,3363570812051,['France'],[],[],?,187,15,3,10,,782 kj(187 kcal),10,3,"1,5","0,6","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,,-34%,-34%,+80%,-42%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,"['FR 71.488.001 CE', 'Saint-Vincent-des-Prés (Saône-et-Loire, France)']",,,,15 g,en quantité modérée,10 g,en quantité élevée,3 g,en faible quantité,1.5 g,en quantité modérée,-34%,-38%,+210%,+11%,+11%,12,-10%,D,-10%,,,,,
65,Salade Romaine - 300g,3701138105892,['France'],[],[],?,198,11,11,12,,828 kj(198 kcal),"3,3","1,4","0,4","0,16",,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Le cake chocolat - Monoprix,3350033635548,['France'],"['Sucre - oeufs entiers - farine de blé - fromage frais - pépites de chocolat 7,6% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant : lécithines de soja', 'arôme naturel de vanille', ' - huile de colza - Chocolat 5% ', 'pâte de cacao', 'sucre', 'émulsifiant: lécithines de soja', 'arôme naturei de vanille', ' - cacao en poudre 2,8% - gluten de blé - poudres à lever : diphosphates et carbonates de sodium-sel-agent de traitement de la farine : acide ascorbique', ' Fabriqué dans un atelier qui utilise des fruits à coque et graines de sésame']",['Non végétalien'],?,350,13,50,"6,9",['Monoprix'],1464 kj(350 kcal),"2,8",35,"0,36","0,144",,,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",['Monoprix'],,-20%,-45%,+2%,+20%,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,,,,"['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","['Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame', 'Soja']",4,13 g,en quantité modérée,2.8 g,en quantité modérée,35 g,en quantité élevée,0.36 g,en quantité modérée,-20%,-65%,+14%,-31%,-31%,14,-24%,D,-24%,,,,,
67,Gewürz Curry Mix 53g Mühle Niko,9002859049149,"['France', 'Liechtenstein']",[],[],?,25,3,10,6,,105 kj(25 kcal),1,10,16,"6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Drumshanbo Gunpowder Gin,5060434130242,['France'],[],[],?,?,?,?,?,['Drumshanbo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,pastel de nata - Leclerc,,['France'],[],[],?,259,10,38,"3,9",['Leclerc'],1084 kj(259 kcal),"5,5",21,"0,28","0,112",,,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Pastel de nata']",,,-5%,-11%,+2%,-5%,,,,,,,,,,,,,,10 g,en quantité modérée,5.5 g,en quantité élevée,21 g,en quantité élevée,0.28 g,en faible quantité,-6%,-4%,+0%,-38%,-38%,13,-5%,D,-5%,,,,,
70,Moutarde au Moût de Raisin,3258836365269,['France'],[],[],?,?,?,?,?,,,,,,,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Jelly Belly,0071570005498,['France'],[],[],?,360,1,90,0,['Jelly Belly'],1506 kj(360 kcal),1,60,"0,04","0,016",,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",,,+3%,+770%,+5%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,1 g,en faible quantité,1 g,en faible quantité,60 g,en quantité élevée,0.04 g,en faible quantité,+3%,+1633%,-3%,-52%,-52%,14,+1%,D,+1%,,,,,
72,Yaourts de Normandie Mûre - La Ferme du Coudroy,3760055620147,['France'],"['Lait entier du jour', 'ferments lactiques sélectionnés', 'Mûre 10%', 'sucre', 'protéine de lait', 'conservateur de fruit E202']",['Non végétalien'],?,?,?,?,?,['La Ferme du Coudroy'],,,,,,,,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la mûre', 'Yaourts au lait de vache']",,,,,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],4,,,,,,,,,,,,,,,,,,,,,,
73,Le Rutabaga,3760262840031,['France'],[],[],?,29,"0,3","4,8","0,9",,121 kj(29 kcal),"0,02","2,3","0,04","0,016","['Bio', 'Bio européen', 'Sans gluten', 'Sans conservateurs', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Twinings Green Tea With Ginger,0070177071417,['France'],[],[],?,1,0,0,0,['Twinings'],4 kj(1 kcal),0,0,0,0,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,-92%,-100%,-100%,-100%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,-92%,-100%,-100%,-100%,-100%,1,-76%,B,-76%,,,,,
75,Filet de Poulet,2449376023615,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Collectivités: Marmelade Orange Amère Bonne Maman,3045328074873,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Mangues séchées,2218490009719,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Chips De Ignam 100G - 100g,0084909019066,['France'],[],[],?,?,?,?,?,,,,,,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Udon seafood - all groo - 690g,8805957017307,"['France', 'Allemagne']",[],[],?,124,"0,5",26,4,['all groo'],519 kj(124 kcal),"0,2","0,5","1,6","0,64",,690g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Croissants aux amandes,0206036012462,['France'],[],[],?,319,18,33,"5,4",,1335 kj(319 kcal),"8,7",21,"0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Amandes décortiquées,3700056704316,['France'],"['Amandes', 'sel', 'acidifiant E330', 'amidon de mais']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,627,53,"15,8","25,7",,2623 kj(627 kcal),"4,4","4,1","0,72","0,288",,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,0%,+3%,+21%,+15%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,['E330 - Acide citrique'],['Fruits à coque'],3,53 g,en quantité élevée,4.4 g,en quantité modérée,4.1 g,en faible quantité,0.72 g,en quantité modérée,+0%,+9%,+5%,+2977%,+2977%,4,,C,,,,,,
82,ACE jus multifruit - Pfanner,90167614,['France'],[],[],?,?,?,?,?,['Pfanner'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Pain de campagne casino,3222476754813,['France'],[],[],?,12,10,12,3,['Casino'],50 kj(12 kcal),1,0,12,"4,8",,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Sommeil,3661803643589,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,La Nouvelle Agriculture,0213323024404,['France'],"['LA NOUVELLE VAGRICULTURE Corinne', 'éleveuse à Argenton les Vallées ', '79', ' LA MARQUE DES AGRICULTEURS VOLAILLE FRANÇAISE HAUTS DE CUISSE DE POULET NOURRI SANS OGM POULET ÉLEVÉ ', '<0,9%', ' ANTIBIOTIQUE NE', 'ÉLEVÉ ET PRÉPARÉ SANS TRAITEMENT EN FRANCE CONSEILS DE CUISSON: AU FOUR: 25 MIN A 210°CI']",[],?,?,?,?,?,['La Nouvelle Agriculture'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Come bio Aubergines bio - 500g,8435177018978,['France'],[],[],?,?,?,?,?,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-004-AN']",500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Dés de saumon fumé,3257984854526,['France'],[],[],?,?,?,?,?,,,,,,,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Happy Mix,8002415125011,['France'],[],[],?,?,?,?,?,,,,,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Kiwi,3760040105277,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Moelleux myrtille,3308960011478,['France'],[],[],?,467,"29,86","42,21","8,03",,1954 kj(467 kcal),"11,79","29,64",1,"0,4",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Pâte à crêpes - 400g,5415196003981,['France'],[],[],?,340,"1,1","68,4","12,7",,1423 kj(340 kcal),"0,3","12,5","2,2","0,88",,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Riz Basmati complet d'Inde RAAJMAHAL,3261551200029,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Kibon - 2l,7891150055957,"['Brésil', 'France']",[],[],?,177,"7,67",25,"2,5",['Kibon'],740 kj(177 kcal),"4,17","21,7","0,246","0,098",,2 l,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,,-24%,-34%,-10%,-21%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['Brazil'],,,,,7.67 g,en quantité modérée,4.17 g,en quantité modérée,21.7 g,en quantité élevée,0.246 g,en faible quantité,-24%,-45%,-7%,+64%,+64%,11,-18%,D,-18%,['Brésil'],,,,
94,Nectar d'abricot - Le Paysan Catalan,3760286660134,['France'],"[""purée d'abricots "", '55 %', 'eau', 'sucre non raffiné']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,58,"0,1","13,8","0,4",['Le Paysan Catalan'],243 kj(58 kcal),0,13,0,0,['Bio'],,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', ""Nectars d'abricot""]",,,+9%,-48%,+11%,+7%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,3,0.1 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,+9%,-100%,+10%,-100%,-100%,16,+5%,E,+5%,,,,,
95,Chips Herbes de provence,3770010804086,['France'],[],[],?,539,32,58,"5,6",,2255 kj(539 kcal),"2,8","0,5","0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Orange sanguine,3700695301983,['France'],[],[],?,?,?,?,?,,,,,,,,,,['Oranges sanguines'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Steack hache pur boeuf - Leaderprice,3263858856114,['France'],[],[],?,192,12,"0,5",21,['Leaderprice'],803 kj(192 kcal),"4,6","0,5","0,16","0,064","['Viande-bovine-francaise', 'Viande-francaise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Miel de bruyere - Comtesse du Barry,3660806510072,['France'],[],[],?,?,?,?,?,['Comtesse du Barry'],,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de bruyère']",,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Multifliral honey - 300g,5606822002533,['France'],[],[],?,?,?,?,?,,,,,,,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Pizza Jambon Fromage Toast - Sapresti - 900g,3287390077790,['France'],[],[],?,236,5,21,11,['Sapresti'],987 kj(236 kcal),"2,1","2,1","1,3","0,52",,900 g,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas']",,,+3%,-40%,-22%,+7%,,,,,,,,,,,,,,5 g,en quantité modérée,2.1 g,en quantité modérée,2.1 g,en faible quantité,1.3 g,en quantité modérée,+3%,-47%,-29%,+4%,+4%,4,-49%,C,-49%,,,,,
101,Noix de Grenoble AOC,3298722005305,['France'],[],[],?,?,?,?,?,,,,,,,['AOP'],,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Noix françaises', 'Noix de Grenoble']",,,,,,,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Chocolate love - 85% - Moonvalley,7350102860044,['France'],"['organic cocoa mass', 'organic cane sugar', 'organic Cocoa butter']",[],?,596,51,20,"8,7",['Moonvalley'],2494 kj(596 kcal),32,15,0,0,['Pur beurre de cacao'],,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",,,+7%,+29%,-48%,+14%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,51 g,en quantité élevée,32 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,+8%,+39%,-53%,-100%,-100%,20,-6%,E,-6%,,,,,
103,Marmitako de thon blanc au piment d'espelette -,3584388181805,['France'],[],[],?,116,"3,6","3,9",17,,485 kj(116 kcal),"0,7","0,4","0,7","0,28",,,,"['Plats préparés', 'Plats préparés au poisson']",,,-35%,-65%,-53%,+82%,,,,,,,,,,,,,,3.6 g,en quantité modérée,0.7 g,en faible quantité,0.4 g,en faible quantité,0.7 g,en quantité modérée,-33%,-74%,-73%,-32%,-32%,-1,-121%,A,-121%,,,,,
104,Flamiche maroilles - Maison Defroidmont,3420130071409,['France'],[],[],?,263,"14,1",23,"12,5",['Maison Defroidmont'],1100 kj(263 kcal),7,"0,7","0,8","0,32","['Saveurs en Or', 'en:Maroilles AOP']",,,,,,,,,,,,,,,,,,,"['FR 59.384.001 CE', 'Maroilles (Nord, France)']",,,,,,,,,,,,,,,,,,,,,,,,,
105,Mortadella bologna igp,3760014490828,['France'],[],[],?,282,24,"1,5",15,,1180 kj(282 kcal),8,"1,5","2,3","0,92",['IGP'],,,"['Produits à la viande', 'Produits carnés italiens', 'Mortadelle de Bologne']",,,+10%,+48%,+352%,-45%,,,,,,,,,,,,,,24 g,en quantité élevée,8 g,en quantité élevée,1.5 g,en faible quantité,2.3 g,en quantité élevée,+10%,+42%,+1140%,-52%,-52%,20,+11%,E,+11%,,,,,
106,8000768901160,8000768901160,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Pâté pur Canard,3760248020280,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,riste d'aubergine - Jean Martin - 350gr,27413500,['France'],"['rs THIS SAFETY e gredlients: Aubergines ', '539%', 'coulis de tomates s trym', 'oignons ', '0,06 %', 'laurier ', '0,06%', 'poivre', ' e tounesol', 'sucre', 'ail', 'sel', ""huile d'olive vierge FRAIOES 671 kJ-""]",[],?,?,?,?,?,['Jean Martin'],,,,,,,350 gr,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Aubergines', 'Légumes préparés', 'Aubergines préparées', ""Ristes d'aubergines""]",,,,,,,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,,3,,,,,,,,,,,,,,,,,,,,,,
109,Rillettes de St Jacques au beurre de baratte bio - Jacques Gonidec,3365620960019,['France'],"['Noix de Saint Jacques 31% ', '**espèce et origine: voir sur le couvercle', 'poissons blancs ', 'chair et pulpe', 'ereme fraiche', ""carotes'"", 'beure de baratte demi-sel 4,7%', 'huile de tournesol', 'oignons* réhydratée', 'sel', 'stabilisants: gomme guar et farine de graines de caroube', 'épices', "" 35% de produits d'origine agricole sont issus de lAgriculture Biologique""]","['Non végétalien', 'Non végétarien']",?,192,14,"1,7",12,['Jacques Gonidec'],803 kj(192 kcal),7,1,"1,5","0,6","['Bio', 'Bio européen', 'FR-BIO-10', 'en:produced-in-bretagne']",,,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de Saint-Jacques']",,,+15%,+26%,-53%,-5%,,,,,,,,,,,"['E412 - Gomme de guar', 'E410 - Gomme de caroube']",['Mollusques'],4,14 g,en quantité modérée,7 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,+15%,+9%,-20%,+42%,+42%,14,+47%,D,+47%,,,,,
110,Filet de poulet - La Nouvelle Agriculture,0213400020077,['France'],[],[],?,104,"1,3",0,23,['La Nouvelle Agriculture'],435 kj(104 kcal),"0,4",0,"0,11","0,044",,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,,,
111,Lasagnes de polenta végétariennes - Les Petits Plats d'Arthur,3770013044045,['France'],"['ratatouille ', '60% ', ' ', 'tomate', 'courgette', ' aubergine', 'oignon', 'ail', 'poivron', 'concentré tomate', ""huile d'olive"", ' herbes de Provence', 'sel', 'poivre du moulin', 'potenta ', '24%', ' ', 'polenta', 'œufs', 'eau', 'pulpe de tomate']","['Sans huile de palme', 'Non végétalien']",?,93,"3,5",12,"2,5","[""Les Petits Plats d'Arthur""]",389 kj(93 kcal),"0,5","1,9","0,51","0,204","['Sans conservateurs', 'Nutriscore', 'Fabriqué en France', 'Nutriscore A', 'en:palm-oil-free']",,,['Plats préparés'],,,-42%,-51%,-10%,-64%,,,,,,,,,,,,['Œufs'],3,3.5 g,en quantité modérée,0.5 g,en faible quantité,1.9 g,en faible quantité,0.51 g,en quantité modérée,-42%,-78%,-9%,-46%,-46%,1,-75%,B,-75%,,,,,
112,Paté marmite à l'ancienne artisanal - 0.270kg,0212458020404,['France'],[],[],?,241,"19,7","0,4","15,8",,1008 kj(241 kcal),"7,1","0,4","1,29","0,516",,0.270 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,4 paniers truite et fondue de poireaux,3448116615010,['France'],[],[],?,278,19,20,"7,1",,1163 kj(278 kcal),12,"1,3","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Framboise,8437016948019,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Creme balsamique à l'ail - Frédéric Chaix,3760242720285,['France'],"['vinaigre balsamique de Modene', 'sucre', 'ail']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,380,"0,8",94,0,['Frédéric Chaix'],1590 kj(380 kcal),"0,8",73,"0,03","0,012","['Végétarien', 'Sans arômes artificiels', 'Végétalien', 'Sans colorants']",,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']",,,+79%,+1930%,+88%,-100%,,,,,,,,,,,,,3,0.8 g,en faible quantité,0.8 g,en faible quantité,73 g,en quantité élevée,0.03 g,en faible quantité,+79%,+6980%,+74%,-76%,-76%,14,+28%,D,+28%,,,,,
116,Aiguillettes de poulet,0211629017458,['France'],[],[],?,?,?,?,?,,,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,"['FR 32.107.030 CE', 'Condom (Gers, France)']",,,,,,,,,,,,,,,,,,,,,,,,,
117,Oroya Sushi Wine 2009,8410384007038,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Snoepgroente tomatenmix - AH,8718906202788,"['France', 'Pays-Bas']",[],[],?,31,"0,8",4,"0,9",['AH'],130 kj(31 kcal),"0,1",4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PROZIS - 100% REAL WHEY PROTEIN,5600499510872,['France'],[],[],?,378,"6,7","7,3",72,['Prozis'],1582 kj(378 kcal),"4,3","4,7","0,3","0,12","[""Fabriqué dans l'UE""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Wok,8718265338920,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Chiffonade poitrine de dinde rotie - 150g,7290012227318,['France'],[],[],?,102,2,4,17,,427 kj(102 kcal),"0,7","0,1",2,"0,8",['en:gluten-free'],150 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Citroensap,8031301884749,"['France', 'Pays-Bas']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Kiss kiss mang mang,9418340019933,['France'],[],[],?,150,3,29,"0,6",,628 kj(150 kcal),"2,6",29,"0,3","0,12",['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Joghurt kirsche -,4337185001970,['France'],"['Joghurt*', 'Kirschen* ', '15 %', 'Zucker Maisstärke', 'färbendes Rote Betesaftkonzentrar*']",[],?,103,"2,7",15,"3,9",,431 kj(103 kcal),"1,7",14,"0,13","0,052",,,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la cerise']",,,+2%,-14%,+7%,+7%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Pot'],,,,,,2.7 g,en faible quantité,1.7 g,en quantité modérée,14 g,en quantité élevée,0.13 g,en faible quantité,+1%,-17%,+9%,+11%,+11%,3,+2%,C,+2%,,,,,
125,Noodle thanh long - 400g,8847105090213,['France'],[],[],?,334,"0,1","74,6","10,61",,1397 kj(334 kcal),"0,1","0,1","1,2","0,48",,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Lapin en chocolat,4008601496600,['France'],[],[],?,549,32,58,6,,2297 kj(549 kcal),20,56,"0,15","0,06",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",,,-1%,-6%,+8%,-8%,,,,,,,,,,,,,,32 g,en quantité élevée,20 g,en quantité élevée,56 g,en quantité élevée,0.15 g,en faible quantité,-1%,-4%,+7%,-23%,-23%,26,-1%,E,-1%,,,,,
127,English breakfast loose tea - Marks And Spencer,00735445,['France'],[],[],?,?,?,?,?,['Marks And Spencer'],,,,,,"['Commerce équitable', 'Fairtrade International']",,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés noirs']",,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,['sachet plastique'],,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Le pain vitalité,3307350010169,['France'],[],[],?,313,"7,4","47,2","12,5",,1310 kj(313 kcal),"1,5","7,1","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Oeuf geant,7613036677622,['France'],[],[],?,544,32,53,"9,3",,2276 kj(544 kcal),19,52,"0,31","0,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Teekane Granny’s Finest - 50g,5901086001446,"['France', 'Italie']",[],[],?,?,?,?,?,,,,,,,,50 g,,,,,,,,,,,,,,,,['Product'],,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Purée de pomme de terre au boeuf -,3583788048015,['France'],[],[],?,493,15,64,22,,2063 kj(493 kcal),"4,6","5,5",4,"1,6","['Viande Française', 'Sans conservateurs', 'Fabriqué en France', 'Viande-bovine-francaise']",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations à base de pommes de terre', 'Purées', 'Purées de pommes de terre', 'Purées de pommes de terre en flocons']",,,+57%,+838%,+2%,+213%,59.9%,18.8%,8.6%,5.6%,5.0%,2.0%,90,,,,,,,,,,,,,,,+56%,+395%,+108%,+499%,+499%,,,,,,,,,
132,Escalope de dinde - Auchan,2600499019156,['France'],[],[],?,105,"0,4","0,4",25,['Auchan'],439 kj(105 kcal),"0,4","0,4","0,1","0,04",,,D,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['Auchan'],,-13%,-70%,-87%,+9%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,0.4 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.1 g,en faible quantité,-13%,-1%,-48%,-82%,-82%,-4,,A,,,,,,
