,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,markets,additives,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,generic_name,brand_owner
1138,Saucisson sec au jambon,0286768051694,D,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,,,,['France'],[],,[],,?,,364,-10%,15,-53%,"6,6",+196%,32,+16%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,1523 kj(364 kcal),"4,7","0,1","5,2","2,08",15 g,en quantité modérée,4.7 g,en quantité modérée,0.1 g,en faible quantité,5.2 g,en quantité élevée,-10%,-62%,-93%,+11%,+11%,18,-25%,D,-25%,,,
1139,Panés saveur de la Mer soja et blé - Bjorg Veggie - 170,3229820797120,,170,,"['Bjorg Veggie', 'Bjorg']",['Produits panés'],['Bio'],,,,['France'],"['Eau', 'chapelure* ', 'farine de blé *18,8%', 'levure', 'poudre de paprika*', 'sel', 'graines de soja *14,9%', 'huile de tournesol*', 'fécule de pomme de terre*', 'farine de blé * 5,3%', 'épaississants : chlorure de sodium', 'alginate de sodium', ' arôme naturel', 'fécule de tapioca*', 'sel']","['Gluten', 'Soja']",['Sans huile de palme'],4,?,,243,+14%,13,+23%,21,+35%,"8,2",-35%,,,,,,,,,,['E401 - Alginate de sodium'],1017 kj(243 kcal),"1,5","0,9",1,"0,4",13 g,en quantité modérée,1.5 g,en quantité modérée,0.9 g,en faible quantité,1 g,en quantité modérée,+14%,-31%,-39%,-12%,-12%,3,-27%,C,-27%,,,
1140,Pépites de chocolat,4001429803476,,,,,,,,,,['France'],[],,[],,?,,531,,38,,43,,"5,9",,,,,,,,,,,,2222 kj(531 kcal),"23,6",40,"0,19","0,076",,,,,,,,,,,,,,,,,,,,
1141,foies de poulet - u - 368g,0253095009513,,368 g,['Barquette'],['U'],"['Viandes', 'Volailles', 'Volailles de Loué']",,,,,['France'],['foies de poulet'],,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,?,,114,-28%,"3,9",-39%,"0,8",-64%,19,-7%,,,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,477 kj(114 kcal),"1,4","0,8","0,19","0,076",3.9 g,en quantité modérée,1.4 g,en faible quantité,0.8 g,en faible quantité,0.19 g,en faible quantité,-28%,-20%,+52%,-79%,-79%,-3,-229%,A,-229%,,,
1142,Nishiki Premium Grade Rice,4006599000571,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,Café moulu - Lobodis,3376221113315,E,,,['Lobodis'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']","['Bio', 'Bio européen', 'Commerce équitable', 'Agriculture non UE', 'FR-BIO-01', 'Max Havelaar', 'en:produced-in-bretagne']",,,,['France'],[],,[],,?,,?,,?,,?,,?,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,CAPPUCCINO,3760011950226,,,,,,,,,,['France'],[],,[],,?,,360,,"1,5",,76,,"7,7",,,,,,,,,,,,1506 kj(360 kcal),"1,1","74,8","0,8","0,32",,,,,,,,,,,,,,,,,,,,
1145,"Gorgonzola AOP SM - 0,195kg",2425572022386,,"0,195 kg",,,,['Fabriqué en Italie'],,,,['France'],[],,[],,?,,317,,"26,3",,"0,8",,"19,3",,,,,,,,,,,,1326 kj(317 kcal),"18,3",0,"1,7","0,68",,,,,,,,,,,,,,,,,,,,
1146,Chorizo tradition - Paul mazeyrat - 1,2287595030171,,1,,['Paul mazeyrat'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,DRY ROASTED MIX,8714200215189,,,,,,['Sans sucre ajouté'],,,,['France'],[],,[],,?,,590,,45,,26,,16,,,,,,,,,,,,2469 kj(590 kcal),"5,9",17,0,0,,,,,,,,,,,,,,,,,,,,
1148,2424503040734,2424503040734,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Fusilli with tomato sauce - Muji,4550002531829,,,,['Muji'],,,,,,['France'],[],,[],,?,,375,,"6,1",,66,,12,,,,,,,,,,,,1569 kj(375 kcal),"0,7",13,"3,1","1,24",,,,,,,,,,,,,,,,,,,,
1150,Whey & Oats,3662072019433,,,,,,,,,,['France'],[],,[],,?,,386,,"8,3",,"29,3",,"45,3",,,,,,,,,,,,1615 kj(386 kcal),"2,5","2,8","0,9","0,36",,,,,,,,,,,,,,,,,,,,
1151,taboulé verde - la fraicherie - 330g,2217175021718,B,330g,,['la fraicherie'],"['Plats préparés', 'Taboulés']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,"0,743kg",0211236009716,,"0,743 kg",,,,"['Bio', 'Bio européen', 'Commerce équitable', 'FR-BIO-01', 'Max Havelaar']",,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,"['EMB 35278', 'Saint-Grégoire (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,
1153,Pied de cochon,3429490020164,,,,,,"['en:gluten-free', 'Sans colorants', 'Sans conservateurs']",,,,['France'],[],,[],,?,,133,,8,,"0,3",,"14,9",,,,,,,,,,,,556 kj(133 kcal),"2,9","0,28","0,547","0,219",,,,,,,,,,,,,,,,,,,,
1154,Pasta bolognese,3760014421693,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,Mélange Canadien,2600706027165,,,,,,,,,,['France'],[],,[],,?,,472,,29,,38,,10,,,,,,,,,,,,1975 kj(472 kcal),"2,6",36,"0,03","0,012",,,,,,,,,,,,,,,,,,,,
1156,Le grand pain tranché LS,0211377018370,,,,,,,,,,['France'],[],,[],,?,,205,,"0,99",,42,,7,,,,,,,,,,,,858 kj(205 kcal),"0,2","0,76",,,,,,,,,,,,,,,,,,,,,,
1157,Potimarron et chevre,3770002981818,,,,,,['Bio'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Syrah -  - 5litres,3760002750217,,5 litres,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,"Barq. Calmars pv - 0,200kg",2434996023558,,"0,200 kg",,,,,,,,['France'],[],,[],,?,,195,,9,,21,,"7,4",,,,,,,,,"['FR 67.540.001 CE', 'Wintershouse (Bas-Rhin, France)']",,,816 kj(195 kcal),"1,7","0,8","1,3","0,52",,,,,,,,,,,,,,,,,,,,
1160,Pizza campagnarde,3424600001019,,,,,,,,,,['France'],[],,[],,?,,247,,"11,9",,"23,3",,"10,9",,,,,,,,,,,,1033 kj(247 kcal),"6,8","1,7","1,2","0,48",,,,,,,,,,,,,,,,,,,,
1161,Melange Caraïbes,2600303050979,,,,,,,,,,['France'],[],,[],,?,,435,,"19,5",,"54,4",,"7,2",,,,,,,,,,,,1820 kj(435 kcal),"2,5","52,3","0,11","0,044",,,,,,,,,,,,,,,,,,,,
1162,Lomo seleccion,2420015001003,,,,,,,,,,['France'],[],,[],,?,,318,,"2,2",,"0,6",,"34,5",,,,,,,,,,,,1331 kj(318 kcal),"2,2","0,6","4,3","1,72",,,,,,,,,,,,,,,,,,,,
1163,Abricot Sec,2609842030572,D,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,,,,['France'],[],,[],,?,,283,+8%,"0,5",+3%,"62,6",+8%,"3,4",+10%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,1184 kj(283 kcal),"0,02","53,4","0,02","0,008",0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,+8%,-67%,+18%,-43%,-43%,6,+73%,C,+73%,,,
1164,Confiture de kumquat - Délices de Guyane - 210g,3479700501167,D,210 g,,['Délices de Guyane'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de kumquats']",,,,,['France'],"['Kumquats', 'sucre']",,[],3,?,,223,+0%,"0,6",+129%,"53,1",-1%,"0,7",+35%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,933 kj(223 kcal),0,"52,8","12,2","4,88",0.6 g,en faible quantité,0 g,en faible quantité,52.8 g,en quantité élevée,12.2 g,en quantité élevée,+1%,-100%,+3%,+52486%,+52486%,21,+126%,E,+126%,,,
1165,Oignon Jaune -  - 1.250kg,20896607,B,1.250 kg,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Oignons frais', 'Oignons jaunes']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,63.2%,0.0%,0.0%,18.6%,12.6%,5.6%,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,"Inkospor X-treme Weight Gainer, Schokolade, Pulver",4260057668981,,,,['Inkospor'],,['Fabriqué en Allemagne'],,,,['France'],[],,[],,?,,412,,7,,70,,15,,,,,,,,,,,,1724 kj(412 kcal),"6,7",32,"0,41","0,164",,,,,,,,,,,,,,,,,,,,
1167,Crevete cuite50/70 BQ,0201990030767,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,Carrefour,3276550585411,,,,['Carrefour'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,
1169,Gesiers de canard confits - Secret des Terroirs - 400g,3338600018055,,400g,['Conserve'],['Secret des Terroirs'],"['Poissons et viandes et oeufs', 'Abats', 'Gésiers', 'Gésiers de canard']",['Sans conservateurs'],,,,['France'],"['Gésiers de canard 55%', 'graisse de canard', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,,?,,?,,?,,?,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,,,
1170,crevettes,2869864044418,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,Tiroler Schlutzkrapfen mit Spinatfülle - Dengg - 450g,9120012531314,,450 g,['Tüte'],['Dengg'],"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies']",,,,,"['France', 'Allemagne']",[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Handmade vanilla biscuits,5060181796760,,,,,,,,,,['France'],[],,[],,?,,440,,"12,6",,"76,4",,"6,5",,,,,,,,,,,,1841 kj(440 kcal),"9,3","41,8","0,5","0,2",,,,,,,,,,,,,,,,,,,,
1173,Saumon Fumé,3760114910202,E,,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,['France'],[],,[],,?,,169,-9%,"9,11",-13%,0,-100%,"21,8",-1%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,707 kj(169 kcal),"2,45",0,"1,44","0,576",9.11 g,en quantité modérée,2.45 g,en quantité modérée,0 g,en faible quantité,1.44 g,en quantité modérée,-9%,+19%,-100%,-49%,-49%,5,-62%,C,-62%,,,
1174,dorade,2869732050053,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Filets de poulet - La Nouvelle Agriculture,0213311058251,D,,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Viande Française', 'Volaille-francaise']",,,,['France'],[],,[],,?,,104,-21%,"1,3",-55%,0,-100%,23,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,435 kj(104 kcal),"0,4",0,"0,11","0,044",1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,
1176,Chair a saucisse MAISON MILHAU - 600g,3289010001376,D,600 g,,['Maison Milhau'],"['Viandes', 'Charcuteries', 'Saucisses', 'Chair à saucisse']","['Viande Française', 'Viande Porcine Française']",['France'],['Lacaune'],,['France'],"['Viande de porc', 'sel', 'sirop de glucose', 'dextrose', 'épices', 'saccharose', 'acidifiant: E 262', 'arômes naturels', 'antioxydant: E 315', 'colorant: E 120', 'ferments']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,226,-14%,"17,9",-21%,"0,6",-48%,"15,7",+18%,77.3%,16.5%,4.1%,1.3%,0.7%,0.2%,25,"['FR 81.124.012 CE', 'Lacaune (Tarn, France)']",,"['E262 - Acétates de sodium', 'E315 - Acide érythorbique', 'E120 - Acide carminique']",946 kj(226 kcal),"6,8","0,4","1,7","0,68",17.9 g,en quantité modérée,6.8 g,en quantité élevée,0.4 g,en faible quantité,1.7 g,en quantité élevée,-14%,-21%,-38%,+2%,+2%,15,-15%,D,-15%,,,
1177,Olive noir kalamata,0200964010170,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Le val - 75cl,3308440059006,,75 cl,,['Le val'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Confiture La Mara des Bois - Maison Rivière Gahat - 250g,3770007427526,D,250 g,,['Maison Rivière Gahat'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']","['Sans colorants', 'Sans conservateurs']",,,,['France'],"['Fraise Mara', 'sucre de canne blanc', 'jus de citron', 'pectine']",,[],4,?,,178,-18%,"0,5",+107%,43,-19%,"0,5",+13%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,['E440 - Pectines'],745 kj(178 kcal),"0,1",41,"0,01","0,004",0.5 g,en faible quantité,0.1 g,en faible quantité,41 g,en quantité élevée,0.01 g,en faible quantité,-18%,+122%,-19%,-56%,-56%,9,+3%,C,+3%,,,
1180,Jujubes sechés (grandes dattes rouges),3379140025448,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Compote de légumes grillés - Sur le Sentier des Bergers,3760183040176,,,,['Sur le Sentier des Bergers'],,,,,,['France'],[],,[],,?,,179,,16,,"4,5",,"1,9",,,,,,,,,,,,749 kj(179 kcal),"1,6","4,5","2,6","1,04",,,,,,,,,,,,,,,,,,,,
1182,3142806817868,3142806817868,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,La mayonnaise allégée - Lesieur,3265475123006,D,,,['Lesieur'],"['Epicerie', 'Sauces', 'Mayonnaises', 'Mayonnaises allégées']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Préparation à Base D'artichauts - La Grande Epicerie de Paris,3346041489518,,,,['La Grande Epicerie de Paris'],,"['Point Vert', 'Fabriqué en France']",,,,['France'],[],,[],,?,,245,,25,,"2,2",,"1,4",,,,,,,,,,,,1025 kj(245 kcal),"1,8","1,1","1,1","0,44",,,,,,,,,,,,,,,,,,,,
1185,Kougelhopf -,,,,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Kougelhopf']",,,,,['France'],[],,[],,?,,319,-24%,"9,1",-63%,"50,4",+12%,"7,3",+20%,,,,,,,,,,,1335 kj(319 kcal),"3,4",21,"0,62","0,248",9.1 g,en quantité modérée,3.4 g,en quantité modérée,21 g,en quantité élevée,0.62 g,en quantité modérée,-25%,-79%,-19%,+5%,+5%,12,-37%,D,-37%,,,
1186,cantal jeune lair cru aop - auchan - 312g,2096331018379,D,312 g,['Cellophane'],['Auchan'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['AOP'],['Lfo la chataignerais'],,,['France'],['lait cru de vacheselfermants lactiquesprésure animalechlorure de calcium'],,[],,?,,?,,?,,?,,?,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,
1187,2824059005841,2824059005841,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Shaomai de crevettes congelés,3760046825636,,,,,,,,,,['France'],[],,[],,?,,148,,"2,1",,"23,2",,"9,1",,,,,,,,,,,,619 kj(148 kcal),0,"0,8","1,51","0,604",,,,,,,,,,,,,,,,,,,,
1189,Dragées de Verdun - 250g,3700350716367,,250 g,,,,,,,,['France'],[],,[],,?,,468,,18,,67,,"6,25",,,,,,,,,,,,1958 kj(468 kcal),"4,9",63,"0,01","0,004",,,,,,,,,,,,,,,,,,,,
1190,Microwave popcorn,5000237126769,,,,,,,,,,['France'],[],,[],,?,,450,,21,,53,,8,,,,,,,,,,,,1883 kj(450 kcal),9,1,2,"0,8",,,,,,,,,,,,,,,,,,,,
1191,Magret de Canard Fermier,2468679061797,E,,,,"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard']",,,,,['France'],[],,[],,?,,?,,?,,?,,?,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Ravioli aux crevettes - Marque Coq - 500g,3364699130927,,500 g,,"['Marque Coq', 'Cock Brand']","['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Ravioli', 'Ravioli chinois', 'Ravioli à la crevette']",,,,,['France'],[],,[],,?,,180,+1%,"6,8",+16%,"22,1",-5%,"7,8",-9%,,,,,,,,,,,753 kj(180 kcal),0,"1,1","0,86","0,344",6.8 g,en quantité modérée,0 g,en faible quantité,1.1 g,en faible quantité,0.86 g,en quantité modérée,+1%,-100%,-43%,-11%,-11%,1,-60%,B,-60%,,,
1193,Filet mignon fumé,2337559001447,,,,,,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Saucisson sec de porc mangalitza,2246561090984,D,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['Sans colorants'],,,,['France'],[],,[],,?,,352,-13%,"26,6",-16%,"1,1",-51%,"26,7",-3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,1473 kj(352 kcal),"8,7","0,2","5,8","2,32",26.6 g,en quantité élevée,8.7 g,en quantité élevée,0.2 g,en faible quantité,5.8 g,en quantité élevée,-13%,-29%,-85%,+24%,+24%,22,-8%,E,-8%,,,
1195,Banane bio + equitable,0219616013322,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']","['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique']",,,,['France'],[],,[],,?,,?,,?,,?,,?,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Baratine Nature,3760086828000,,,,,,,,,,['France'],[],,[],,?,,523,,40,,12,,29,,,,,,,,,"['FR 69.238.003 CE', 'Saint-Symphorien-sur-Coise (Rhône, France)']",,,2188 kj(523 kcal),28,8,"0,8","0,32",,,,,,,,,,,,,,,,,,,,
1197,Pilon de Poulet Bio,9421903461155,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",['Bio'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,crème fraiche entière épaisse - envia - 50cl,18788594,,50 cl,,['Envia'],['Pot en plastique'],['en:lait-francais-french-milk'],['France'],['Jouy 89150'],,['France'],"['crème fraîche pasteurisée ', 'lait', 'origine France', 'ferments lactiques spécifiques ', 'lait']",['Lait'],['Non végétalien'],1,?,,?,,?,,?,,?,,,,,,,,,"['FR 89.209.001 CE', 'Jouy (Yonne, France)']",['Lidl'],,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Lard roti,2699482041922,,,,,,,,,,['France'],[],,[],,?,,323,,26,,0,,23,,,,,,,,,,,,1351 kj(323 kcal),10,0,"2,8","1,12",,,,,,,,,,,,,,,,,,,,
1200,Tarama,3075980100108,B,,,,"['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Taramas']","['Bio', 'Sans colorants', 'Sans conservateurs']",,,,['France'],[],,[],,?,,?,,?,,?,,?,,66.5%,16.2%,6.9%,6.0%,3.5%,0.9%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Melanges 3legumes haricots verts - Bonduelle,3083681032352,,,,['Bonduelle'],,,,,,['France'],[],,[],,?,,35,,"0,2",,"5,3",,"1,6",,,,,,,,,,,,146 kj(35 kcal),"0,1","2,3","0,02","0,008",,,,,,,,,,,,,,,,,,,,
1202,Joghurt - milfina,24033626,,,,['Milfina'],,"['Agriculture durable', 'en:UTZ Certified']",,,,"['France', 'Suisse']",[],,[],,664,,?,,"9,7",,15,,"2,4",,,,,,,,,,,,664 kj(159 kcal),"5,8",15,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1203,Crunch bar,5060401052980,,,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']",,,,['France'],[],,"['Végétalien', 'Végétarien']",,?,,497,,32,,38,,"8,7",,,,,,,,,,,,2079 kj(497 kcal),15,14,"0,12","0,048",,,,,,,,,,,,,,,,,,,,
1204,Galets de sel de l'île de Ré - Les Sauniers de l'Île de Ré,3346901025085,,,,"[""Les Sauniers de l'Île de Ré""]",,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Courge Germee,3760021920561,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",,,,['France'],[],,"['Végétalien', 'Végétarien']",,?,,586,,"49,4",,"9,2",,"31,4",,,,,,,,,,,,2452 kj(586 kcal),"12,6","1,1","3,7","1,48",,,,,,,,,,,,,,,,,,,,
1206,Gentele iron - Solgar,0033984012509,,,,['Solgar'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,"véritables andouillettes de Troyes - Gilbert Lemelle - 0,302kg",2613566000001,,"0,302 kg",['sous vide'],['Gilbert Lemelle'],"['Viandes', 'Charcuteries', 'Charcuteries à cuire']",['Tradition de nos brasseries'],,,,['France'],"['chaudins de porc', 'estomac de porc', 'oignons', 'nitrite de sodium', 'épices']",,[],3,?,,233,-11%,?,,"< 0,5",-49%,19,+19%,,,,,,,,,,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",975 kj(233 kcal),8,"< 0,5","1,7","0,68",,,8 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,-10%,-4%,-26%,-21%,-21%,,,,,,,
1208,Confiserie du chaudron,5425039332673,,,,,,['en:gluten-free'],,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Grissini,8032697230226,B,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,,,['France'],[],,[],,?,,503,+19%,14,+30%,"7,8",-88%,14,+23%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,2105 kj(503 kcal),"2,2","2,9","2,1","0,84",14 g,en quantité modérée,2.2 g,en quantité modérée,2.9 g,en faible quantité,2.1 g,en quantité élevée,+20%,-3%,+16%,+11%,+11%,17,+33%,D,+33%,,,
1210,Poulet roti,2209555005982,D,,,,"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Poulets rôtis']",,,,,['France'],[],,[],,?,,163,-1%,"8,3",+3%,1,+54%,21,-6%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,682 kj(163 kcal),"2,3","0,5","1,7","0,68",8.3 g,en quantité modérée,2.3 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,-2%,+3%,+43%,+43%,+43%,11,+137%,D,+137%,,,
1211,Marquisettes du domaine orsini,3330790000971,,,,['Domaine Orsini'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Nescafé,8690632240770,,,,['Nescafé'],,,,,,['France'],[],,[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Knekkebrød Gresskarkjerner 225G - Sigdal,7071848003891,,,,['Sigdal'],,,,,,['France'],[],,[],,?,,488,,"27,2",,"35,8",,18,,,,,,,,,,,,2042 kj(488 kcal),"3,4","1,9",1,"0,4",,,,,,,,,,,,,,,,,,,,
