,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,manufacturing,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,markets,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,traceability_code,link,palm_ingredients,producer_info
1199,Maxi grill - Maître Coq - 1100g,3230890736414,['France'],"['Brochettes de dinde 34%: viande de dinde 29%', 'origine france', 'poivron vert 2', '4%', 'peau de dinde reconstituée 2', '0% ', 'eau', 'peau de dinde', 'gélifiants:e401-e415-e410', 'anti-agglomérant:e516', 'protéines de lait', 'conservateur:e262', 'stabilisant:e450', 'saucisses de volaille nature et aux herbes 44%: viande de dinde 26%', 'origine france', 'dont 8', '2% mini', ' de cuisse', 'gras de porc', 'eau', 'fécule', 'sel', 'herbes aromatiques ', 'pour les saucisses aux herbes', 'fibre', 'sirop de glucose', 'dextrose', 'épices', 'betterave rouge', 'arômes naturels', ""correcteur d'acidité:e262"", 'conservateur:e326', 'antioxydant:e301', ' enveloppe végétale: eau', 'acidifiant:e326', 'gélifiant:e401', 'épaississants:e466-e412', '                                                                                                                           merguez de volaille 22%: viande de dinde 13%', 'origine france', 'dont 4', '1% mini', ' de cuisse', 'gras de veau', 'eau', 'fécule', 'sel', 'fibre de pois', 'sirop de glucose', 'dextrose', 'épices', 'betterave rouge', 'arômes naturels', 'plantes aromatiques', ""correcteur d'acidité:e262"", 'conservateur:e326', 'antioxydant:e301', ' enveloppe végétale: eau', 'acidifiant:e326', 'gélifiant:e401', 'épaississants:e466-e412']","['Non végétalien', 'Non végétarien']",603,?,"7,9","1,2",17,,1100 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles']","['Viande-francaise', 'Volaille-francaise']",,,['Lait'],4,-15%,,+24%,-46%,-17%,,,,,,,,,,603 kj(144 kcal),2,"0,7","1,2","0,48",7.9 g,en quantité modérée,2 g,en quantité modérée,0.7 g,en faible quantité,1.2 g,en quantité modérée,-9%,+14%,+33%,+33%,+33%,2,-14%,B,-14%,"['E401 - Alginate de sodium', 'E415 - Gomme xanthane', 'E410 - Gomme de caroube', 'E516 - Sulfate de calcium', 'E262 - Acétates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E466 - Carboxyméthylcellulose', 'E412 - Gomme de guar']","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1200,cuisse et hauts de cuisse mexicaine - Maître Coq - 800g,3230890736513,['France'],"['Morceaux assortis de poulet 95%', 'épices ', 'dont paprika', 'plantes arômatiques', 'arômes naturels', 'sel', 'sucre', 'tomate', 'poivron', 'huile de tournesol', 'persil']",[],855,?,14,"2,6",17,D,800 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Poulets']","['Viande-francaise', 'Volaille-francaise']",,,,4,+24%,,+141%,+30%,-17%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,855 kj(204 kcal),4,"1,6","1,1","0,44",14 g,en quantité modérée,4 g,en quantité modérée,1.6 g,en faible quantité,1.1 g,en quantité modérée,+35%,+167%,+264%,+28%,+28%,4,+184%,C,+184%,,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1201,Manchons de poulet marinés cuits - Maitre Coq,3230890737077,['France'],[],[],?,179,"3,6","4,2",19,D,,,['Maitre Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,,,,,,+1%,-61%,+200%,-2%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,749 kj(179 kcal),"3,3","0,5","1,4","0,56",3.6 g,en quantité modérée,3.3 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,+0%,+27%,-24%,+55%,+55%,11,+226%,D,+226%,,,,,
1202,Petits emincés de filet de poulet rôti - Maître Coq,3230890737169,['France'],"['Filet de poulet ', 'Origine : France', 'dextrose', 'sel', 'amidon transformé de tapioca', 'antioxydant : E325', 'épaississant : E407a', 'protéines de SOJA', 'stabilisants E451-E452', 'conservateur : E262', ""101g de filet poulet mis en oeuvre pour 100g d'émincés de filet de poulet""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,128,"2,2","2,3",24,C,,,['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",,,,['Soja'],4,,-12%,-59%,+299%,+2%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,536 kj(128 kcal),"0,7","0,8","2,35","0,94",2.2 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en faible quantité,2.35 g,en quantité élevée,-12%,-49%,+85%,+75%,+75%,10,+291%,C,+291%,"['E14XX - Amidons modifiés', 'E325 - Lactate de sodium', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium']",,,,
1203,Coq'Ailes Cheddar - Maître Coq - 250g,3230890746048,['France'],[],[],959,?,15,"4,7",19,C,250 g,"['Sachet', 'Plastique']",['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']","['Sans arômes artificiels', 'Viande-francaise', 'Sans conservateurs', 'Volaille-francaise']",['France'],['France'],,,+22%,,+61%,+236%,-2%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,"Manchons de poulet marinés et gratinés au cheddar fondu, rôtis 92% et une sauce burger 8%",,959 kj(229 kcal),"3,7","1,6","1,5","0,6",15 g,en quantité modérée,3.7 g,en quantité modérée,1.6 g,en faible quantité,1.5 g,en quantité modérée,+28%,+42%,+142%,+66%,+66%,11,+226%,D,+226%,,"['FR 85.085.001 CE', 'Evrunes (Vendée, France)', 'FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,
1204,Hache gratines a l'emmental fondu - Maitre Coq,3230890757044,['France'],[],[],?,211,13,"4,9",18,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,883 kj(211 kcal),"4,9","0,6","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,
1205,Haché de Poulet Rôti - Maître Coq,3230890757051,['France'],"['Viande de filet poulet 70 % ', 'origine : France', 'eau', 'protéines de soja 8,8 %', 'sirop de glucose', 'fécule de pomme de terre', 'arôme naturel de poivre avec autres arômes naturels', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,183,10,"4,8",18,C,,,['Maître Coq'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']","['Viande-francaise', 'Volaille-francaise']",['France'],['France'],['Soja'],4,,+23%,+69%,-65%,+124%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,766 kj(183 kcal),"3,3","1,4","0,9","0,36",10 g,en quantité modérée,3.3 g,en quantité modérée,1.4 g,en faible quantité,0.9 g,en quantité modérée,+25%,+96%,-28%,+7%,+7%,3,+110%,C,+110%,,,,,
1206,"Cubes de Filet de Poulet Jaune - Maître Coq - 0,450kg",3230890757921,['France'],['Cubes de filet poulet jaune'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,?,?,C,"0,450 kg","['Barquette', 'Plastique', 'Frais']",['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['Viande Française', 'Volaille-francaise']",['France'],['France'],,1,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,['Franprix'],,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.084.001 CE', 'Essarts (Vendée, France)']",,,
1207,Boulette de poulet - Toupargel,3230890758201,['France'],"['pRÉPARATiON DE VIANDE BLANCHE DE POVLET HACHÉE', 'MARINÉE', 'ASSAISONNÉE', 'CUITE ET SURGELEE', ' ', '42,fQÉ', 'aenb9 : viande blanche de poulet hachée ', '70%', 'eau', 'ui e végétale de tournesol non hydrogénée', 'chapelure ', 'farine de blé', 'eau', 'sel', 'préparation pour marinade ', '3%', ' {sel', 'tomates en oudre', 'sucre ', 'contient sulfites', 'maltodextrine de b é', 'ail en poudre contient sulfites', 'oignons en poudre', 'Valeurs nutHtionn&s épices', 'olives noires en poudre ', 'olives noires', 'sel', 'arômes naturels', 'plantes mo ennes Energie 915 kJ/220 1 aromatiques', ""huile d'olive"", 'légumes extrait de Mafières rasses 14,9 déshydratés', 'colorant paprika', 'olives noires en rondelles ', 'olives Dont : noires', 'sel', 'fibre de blé', 'fécule de pomme acides ras saturés 3,7 Guci es de terre', 'sel', ' Dont : Contient : gluten et sulfites', ' Traces éventuelles de soja', 'lait', 'céleri et Fibres alirrH1tair3 2,3']",[],?,220,"14,9","4,9","15,4",,,,['Toupargel'],,,,,"['Gluten', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,,,,920 kj(220 kcal),"3,7","0,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,
1208,"Morceaux choisis de Poulet recette Brasil - Maître Coq - 0,800kg",3230890758744,['France'],"['découpes de poulet ', '96%', 'noix de coco ', '1%', 'semoule de riz', 'épices et plantes aromatiques ', 'dont coriandre 0', '1%', 'sel', 'arômes naturels', 'tomates', 'sucre', 'jus de citron déshydraté ', '0', '06%', 'huile de tournesol']",[],?,?,?,?,?,C,"0,800 kg","['Barquette', 'Plastique', 'Film']",['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés']","['Viande-francaise', 'Volaille-francaise']",['France'],['France'],,4,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,Morceaux assosrtis de poulet assaisonnés à la Brésilienne,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,,,"['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,
1209,Nuggets de filet de poulet - Maitre Coq,3230890759611,['France'],[],[],?,254,15,17,12,D,,,['Maitre Coq'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",,,,,,,+13%,+34%,+1%,-6%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,1063 kj(254 kcal),"3,3","2,1","1,47","0,588",15 g,en quantité modérée,3.3 g,en quantité modérée,2.1 g,en faible quantité,1.47 g,en quantité modérée,+14%,+65%,+60%,+26%,+26%,12,+227%,D,+227%,,,,,
1210,L'extra tendre de dinde - Maître Coq,3230890759680,['France'],"['escalope de dinde 90%', 'eau', 'sel', 'arômes naturels']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,99,"1,2","0,5",22,,,,['Maître Coq'],,,,,,4,,,,,,,,,,,,,,,414 kj(99 kcal),"0,4",0,"0,72","0,288",,,,,,,,,,,,,,,,,,,,,,
1211,Manchons de Poulet nature - Maitre Coq,3230890760006,['France'],[],[],?,188,10,"3,6",21,D,,,['Maitre Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']",,,,,,,+6%,+7%,+157%,+8%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,787 kj(188 kcal),"3,3",0,"1,4","0,56",10 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,+5%,+27%,-100%,+55%,+55%,11,+226%,D,+226%,,"['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,
1212,Ballotin de pintade farcis - Maitre Coq,3230890777080,['France'],[],[],?,194,13,"1,2",18,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,812 kj(194 kcal),"3,9",0,"0,94","0,376",,,,,,,,,,,,,,,,,,,"['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,
1213,Plateau des supporter Espagne - Maître Coq - 800g,3230890790973,['France'],"['Brochettes: Viande de dinde 29%', 'poivron vert 2', '5%', 'peau de dinde reconstituée 2', '1% ', 'eau', 'eau de dinde 35%', 'gélifiants : alginate de sodium - sulfate de calcium - diphosphates', 'conservateur : acétates de sodium', 'arôme naturel de paprika', ' Saucisses: Saucisses', 'viande de dinde 12%', 'gras de porc', ' Merguez ', 'viande de dinde 12%', 'gras de veau', ' Eau', 'fécule de pomme de terre', 'sel', 'fibre de pois', 'sirop de glucose', 'dextrose', 'épices et plantes aromatiques', 'betterave rouge', 'arômes naturels', ""correcteur d'acidité: acétates de sodium"", 'colorant: extrait de paprika', 'conservateurs: lactate de potassium', 'anti oxydants: ascorbate de sodium', ' Enveloppe végétale: eau', 'acidifiant : lactate de potassium', 'gélifiant: alginate de sodium', 'épaississants: gomme de guar-gomme cellulosique', ' Ailerons : Ailerons 25%', 'poudre de paprika fumé', 'épices et plantes aromatiques', 'ail et oignon déshydratés', 'sel', 'arôme naturel de paprika avec autres arômes naturels', ""extrait d'épice"", ""huile d'ail"", 'huile de tournesol', ' paprika fumé', 'épices et plantes aromatiques', 'ail et oignon déshydratés', 'sel']","['Non végétalien', 'Non végétarien']",679,?,12,"1,6",12,,800 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles']","['Viande-francaise', 'Volaille-francaise']",,,,4,-5%,,+88%,-28%,-41%,,,,,,,,,,679 kj(162 kcal),"3,7","0,9","1,5","0,6",12 g,en quantité modérée,3.7 g,en quantité modérée,0.9 g,en faible quantité,1.5 g,en quantité modérée,+2%,+110%,+70%,+67%,+67%,11,+374%,D,+374%,"['E401 - Alginate de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E262 - Acétates de sodium', 'E160c - Extrait de paprika', 'E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E412 - Gomme de guar']","['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1214,Plateau des supporters recette allemande - Maitre Coq,3230890790980,['France'],[],[],?,157,11,"1,4",13,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,657 kj(157 kcal),"3,3","0,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,
1215,Les minis de volaille - façon charcutière saveur chorizo - Maître Coq - 320g,3230890791000,['France'],"['Blanquette de dinde 65%', 'gras de veau', 'eau', 'conservateurs : lactate de potassium - acétate de sodium - acétate de calcium', 'paprika doux et paprika fumé', 'sel', 'lactose', 'dextrose', 'épices et plantes aromatiques', 'arôme naturel', 'antioxydant : ascorbate de sodium', 'huile de tournesol', ' Boyau de mouton']",['Non végétalien'],1014,?,19,"3,3",15,E,320 g,['Sous atmosphère protectrice'],['Maître Coq'],"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses de volaille']","['Viande Française', 'Sans arômes artificiels', 'Sans colorants', 'Volaille-francaise']",['Volaille origine France'],,['Lait'],4,+15%,,+61%,+164%,-9%,88.4%,6.6%,1.6%,0.9%,0.5%,2.0%,17,Saucisses de volaille saveur chorizo,,1014 kj(242 kcal),"8,4",1,"1,5","0,6",19 g,en quantité modérée,8.4 g,en quantité élevée,1 g,en faible quantité,1.5 g,en quantité modérée,+33%,+131%,+92%,-16%,-16%,17,+73%,D,+73%,"['E326 - Lactate de potassium', 'E262i - Acétate de sodium', 'E263 - Acétate de calcium', 'E301 - Ascorbate de sodium']","['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",,,
1216,Pilons de poulet recette herbes de Provence - Maître Coq - 500g,3230890795169,['France'],"['Découpes de poulet 95%', 'herbes de Provence', 'sel', ""épices et extrait d'épices"", ""poudres d'ail et d'oignon"", 'arômes naturels', ""extrait d'origan""]",[],828,?,13,"1,9",18,D,500 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']","['Viande-francaise', 'Volaille-francaise']",,,,4,+5%,,+39%,+36%,-7%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,828 kj(198 kcal),"3,5",1,"0,84","0,336",13 g,en quantité modérée,3.5 g,en quantité modérée,1 g,en faible quantité,0.84 g,en quantité modérée,+11%,+35%,+52%,-7%,-7%,2,-41%,B,-41%,,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1217,Filet de poulet en tournedos la barquette de 250 g - Maitre Coq,3230890795398,['France'],"['O/ Teclliée isse FILET DE POULET EN TOURNEDOS Ingredignts: Filets de poulet', ' barde de porc', ' mations nutritionnelles pour: 100 g Energie 838 kJ', ""1 20' ieres orasses g dont acides aras satures : Q Gluci g dont sucres : g Proleings g Sel "", '15 g 250kg 44,00€']","['Non végétalien', 'Non végétarien']",?,201,13,0,21,D,,,['Maitre Coq'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,+53%,+351%,-100%,-8%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,841 kj(201 kcal),"4,5",0,"0,19","0,076",13 g,en quantité modérée,4.5 g,en quantité modérée,0 g,en faible quantité,0.19 g,en faible quantité,+55%,+503%,-100%,-75%,-75%,1,,B,,,,,,
1218,Hache poulet - Maitre Coq,3230890816963,['France'],[],[],?,196,12,"4,1",17,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,820 kj(196 kcal),"3,4","0,6","0,74","0,296",,,,,,,,,,,,,,,,,,,"['FR 85.233.001 CE', 'Saint-Jean-de-Beugné (Vendée, France)']",,,
1219,Pilons de poulet recette mexicaine - Maître Coq - 500g,3230890817526,['France'],"['Pilons de poulet 95%', 'épices ', 'dont paprika', 'plantes arômatiques', 'arômes naturels', 'sel', 'sucre', 'tomate', 'poivron', 'huile de tournesol', 'persil']",[],822,?,13,"2,8",17,D,500 g,['Frais'],['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']","['Viande-francaise', 'Volaille-francaise']",,,,4,+4%,,+39%,+100%,-12%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,822 kj(196 kcal),"3,8","1,6","1,1","0,44",13 g,en quantité modérée,3.8 g,en quantité modérée,1.6 g,en faible quantité,1.1 g,en quantité modérée,+10%,+46%,+142%,+21%,+21%,4,+19%,C,+19%,,"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
1220,Aiguillette de poulet marinée au thym et au citron - Maitre Coq,3230890817847,['France'],[],[],?,96,"0,5","0,9",22,D,,,['Maitre Coq'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,,,-24%,-73%,-0%,-3%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,402 kj(96 kcal),0,"0,9","0,06","0,024",0.5 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,0.06 g,en faible quantité,-23%,-100%,+201%,-86%,-86%,-4,,A,,,,,,
1221,Ailerons de poulet Tex-Mex - Maitre Coq,3230890818882,['France'],[],[],?,162,"9,1","3,7",16,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,678 kj(162 kcal),"2,1","1,1","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,
1222,Rib's de poulet - Maitre Coq,3230890818899,['France'],[],[],?,182,"9,5","4,2",20,,,,['Maitre Coq'],,,,,,,,,,,,,,,,,,,,,761 kj(182 kcal),"2,8","2,2","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,
1223,"Nuggets de filet de poulet en barquette cookbox , 270g - Maître CoQ - 270g",3230890843945,['France'],"['Filets de poulet reconstitués traités en salaison 65% : filet de poulet 45% ', 'origine: France', ' ', 'eau', 'protéines de soja', 'dextrose', 'fibre de blé', 'sel', 'arômes naturels', '\r Panure 35% : chapelure ', 'farine de blé', 'sel', 'farine de blé et de maïs', 'amidon de blé', 'de maïs et de tapioca', 'amidon transformé de maïs', 'poudre de lactosérum ', 'lait', 'sucre', 'gluten de blé', 'protéines de lait', 'épices ', 'dont moutarde', 'poudre de vinaigre', 'poudre à lever : carbonate de sodium', 'arôme naturel ', 'contient céleri', 'colorant : extrait de paprika', ' Huile de tournesol', '\r Sauce barbecue 30g : eau', 'dextrose', 'purée de tomates', 'moutarde de Dijon ', 'grains de moutarde', 'eau', 'vinaigre', 'sel', 'vinaigre', 'maltodextrine', 'sucre', 'amidon transformé de maïs', 'sel', 'sucre caramélisé ', 'sirop de sucre caramélisé', 'maltodextrine de pomme de terre', 'arômes ', 'dont arôme de fumée']","['Non végétalien', 'Non végétarien']",?,220,"9,9",18,14,C,270 g,"['Surgelé', 'Plastique']",['Maître CoQ'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']","['Viande-francaise', 'Point Vert', 'Volaille-francaise']",['France'],['France'],"['Céleri', 'Gluten', 'Lait', 'Moutarde', 'Soja']",4,,-2%,-12%,+7%,+9%,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,"Filets de poulet reconstitués traités en salaison, enrobés d'une pâte à beignet, cuits, accompagnés d'une sauce barbecue, surgelés.",,920 kj(220 kcal),"1,2","2,7","0,92","0,368",9.9 g,en quantité modérée,1.2 g,en faible quantité,2.7 g,en faible quantité,0.92 g,en quantité modérée,-2%,-40%,+106%,-21%,-21%,2,-46%,B,-46%,"['E14XX - Amidons modifiés', 'E500i - Carbonate de sodium', 'E160c - Extrait de paprika']","['FR 85.065.001 CE', 'Chavagnes-en-Paillers (Vendée, France)']",https://www.maitrecoq.fr/volailles/produits/nuggets-de-poulet-en-barquette-cookbox/,,
1224,Aiguillettes de poulet croustillantes 270g - Maître Coq - 270g,3230890843952,['France'],"['Aiguillettes de poulet traitées en salaison 70% : aiguillettes de poulet 61% ', 'origine : france', ' ', 'eau', 'sirop de glucose', 'protéines de soja', 'amidon transformé de tapioca ', 'sel', 'arôme naturel', ' panure 30% : chapelure ', 'farine de ble', 'levures', 'sel', 'farine de ble et de maïs', 'gluten de ble', 'dextrine de pomme de terre', 'amidon de ble', 'sel', 'épices', 'extrait de levure', ' huile de tournesol', ' sauce miel / moutarde 30g : huile de tournesol', 'eau', 'sucre', 'vinaigre', ""poudre de jaune d'oeuf"", 'amidon de maïs', 'jus de criton', 'sel', 'miel 3%', 'épices ', 'dont moutarde', 'protéines de lait', ""extrait d'épices""]","['Non végétalien', 'Non végétarien']",974,?,"8,6",17,21,D,270 g,['Surgelés'],['Maître Coq'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés', 'Aiguillettes de poulet']","['Viande-francaise', 'Volaille-francaise']",,,"['Gluten', 'Lait', 'Moutarde', 'Soja']",4,+6%,,-23%,+7%,+54%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,974 kj(233 kcal),"1,1",1,"1,3","0,52",8.6 g,en quantité modérée,1.1 g,en faible quantité,1 g,en faible quantité,1.3 g,en quantité modérée,+5%,-47%,-22%,+10%,+10%,2,-47%,B,-47%,"['E14XX - Amidons modifiés', 'E1400 - Dextrines']","['EMB 85233', 'Saint-Jean-de-Beugné (Vendée, France)']",,,ARRIVE Ste Hermine
1225,Wings de poulet Rôti au four - Maître Coq - 270g,3230890843976,['France'],"['Wings de poulet : manchons de poulet ', 'origine: france', 'sirop de glucose', 'protéines de soja', 'amidon transformé de tapioca', 'sel', 'arôme naturel', '106g de manchons de poulet mis en oeuvre pour 100g de wings', 'sauce barbecue ', '30g', ': eau', 'dextrose', 'purée de tomates', 'moutarde de dijon ', 'grains de moutarde', 'eau', 'vinaigre', 'sel', 'vinaigre', 'maltodextrine', 'sucre', 'amidon modifié de mais', 'sel', 'sucre caramélisé', 'arômes ', 'dont arôme de fumée']","['Non végétalien', 'Non végétarien']",787,?,10,"3,3",21,D,270 g,['Surgelés'],['Maître Coq'],"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Poulets panés']","['Viande-francaise', 'Volaille-francaise']",,,"['Moutarde', 'Soja']",4,-15%,,-10%,-79%,+54%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,787 kj(188 kcal),"3,5","0,5","1,4","0,56",10 g,en quantité modérée,3.5 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en quantité modérée,-15%,+68%,-61%,+19%,+19%,11,+190%,D,+190%,['E14XX - Amidons modifiés'],"['EMB 85065B', 'Chavagnes-en-Paillers (Vendée, France)']",,,ARRIVE Chavagnes
