,name,bar_code,brand,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,categories,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,manufacturing,traceability_code,additives,nova_score,allergens,generic_name,palm_ingredients,link,brand_owner,producer_info,origin_detail
522,Lentilles préparées - Jean Nicolas - 200g,3017800118207,['Jean Nicolas'],['Fabriqué en France'],['France'],"['Lentilles', 'eau', 'sel', 'arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,84,"0,38",12,"6,1",B,200 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Lentilles en conserve']",,0.38 g,en faible quantité,0.08 g,en faible quantité,0.38 g,en faible quantité,0.2 g,en faible quantité,,-1%,351 kj(84 kcal),-1%,-55%,"0,08",-65%,+5%,"0,38",-40%,+0%,"0,2",-72%,"0,08",-72%,-6,,A,,18.0%,39.2%,18.8%,10.4%,5.3%,8.4%,93,['Conserve'],,,,,4,,,,,,,
523,Maïs Ultra Croquant - D'Aucy,3017800151242,"[""D'Aucy""]",,"['France', 'Maroc']",[],[],?,91,"2,4","12,2","2,9",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve']",,2.4 g,en faible quantité,0.2 g,en faible quantité,4.2 g,en faible quantité,0.2 g,en faible quantité,,+3%,381 kj(91 kcal),+2%,+49%,"0,2",-35%,-13%,"4,2",-13%,+5%,"0,2",-56%,"0,08",-56%,-5,,A,,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,,,,,,,,,,,,
524,Sticks et Bretzels Ancel - Dr Oetker - 130g,3018930046682,"['Dr Oetker', 'Ancel']","['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",['France'],"['Farine de blé', 'sel', 'huile de tournesol', ""extrait de malt d'orge"", 'levure']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1438,?,4,64,10,B,130 g,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']","['Carrefour Market', 'Cora']",4 g,en quantité modérée,0.4 g,en faible quantité,1.8 g,en faible quantité,3.81 g,en quantité élevée,-13%,,1438 kj(344 kcal),-11%,-18%,"0,4",-57%,-11%,"1,8",-16%,-10%,"3,81",+21%,"1,524",+21%,14,+14%,D,+14%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Boite', 'Plastique']",,['France'],,,3,['Gluten'],,,,,,
525,Mini BN duo,30116139,['BN'],,['France'],[],[],?,487,"21,3","65,9","6,2",,,,,,,,,,,,,,,2038 kj(487 kcal),,,"11,6",,,"35,6",,,"0,57",,"0,228",,,,,,,,,,,,,,,,,,,,,,,,,
526,Noix de cajou bio - Menguy's,30171008,"[""Menguy's"", ""menguy's""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],['Noix de cajou'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,623,50,21,20,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",['Magasins U'],50 g,en quantité élevée,8.8 g,en quantité élevée,6.2 g,en quantité modérée,0.03 g,en faible quantité,,+4%,2607 kj(623 kcal),+4%,+8%,"8,8",+4%,-18%,"6,2",-4%,+7%,"0,03",-95%,"0,012",-95%,1,-87%,B,-87%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,"['sous vide', 'Plastique']",,['France'],,,1,['Fruits à coque'],,,http://www.menguys.fr/fr,,,
527,Jus de Pamplemousse - Réa - 1litre,3020640007600,"['Réa', 'Eckes Granini']","['en:European Fruit Juice Control System', 'Point Vert', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs', 'Eco-Emballages', 'Teneur en fruits 100\xa0%']",['France'],"['Jus de pamplemousse à base de jus concentré', 'vitamine C']",[],187,44,"0,2","9,9","0,6",C,1 litre,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pamplemousse', 'Jus de pamplemousse à base de concentré', 'Boissons froides']",,0.2 g,en faible quantité,0 g,en faible quantité,9.9 g,en quantité élevée,0 g,en faible quantité,+20%,+22%,187 kj(44 kcal),+22%,+20%,0,-100%,+19%,"9,9",+29%,+31%,0,-100%,0,-100%,4,+210%,C,+210%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Brique', 'Carton']",,,,,1,,Jus de fruits à base de concentré,,"http://www.rea.fr/pamplemousse,86428,fr.html",,,
528,"Jus de raisin à base de jus concentré, à teneur garantie en vitamine C - Réa - 1L",3020640115619,['Réa'],,"['France', 'La Réunion']","['Jus à base de jus concentré de raisin', 'vitamine C']",[],?,68,"0,1",16,"0,2",C,1 L,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de raisin', 'Jus de raisin à base de concentré']",,0.1 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.01 g,en faible quantité,,+8%,285 kj(68 kcal),+6%,-47%,0,-100%,+3%,16,+9%,-37%,"< 0,01",+125%,"0,004",+125%,10,+11%,E,+11%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Brique', 'Carton']",,,,,1,,,,,,,
529,Cassoulet Saveur Bacon - Chez Raynal - 420g,3021690022940,"['Chez Raynal', 'Raynal et Roquelaure']",['Point Vert'],['France'],"['Sauce: eau', 'concentré de tomates', 'arômes arôme de fumée', 'amidon transformé de maïs', 'oignon', 'sucre', 'exhausteur de goût : glutamate de sodium', 'sels minéraux de mer ', 'sodium potassium', 'magnésium', 'calcium', 'épice', 'colorant: extrait de paprika', ' Haricots blancs réhydratés : 30 %', ' Charcuterie et viande ', '26,5 %', ': saucisses pur porc précuites 19% ', 'viande et gras de porc', 'maigre de tête de porc', 'eau', 'couennes', 'farine de blé', 'épice et aromates', 'sel', 'plasma de porc déshydraté', 'protéines de lait', 'gélifiant : E407', 'stabilisant: E451i', 'antioxydant: E300', 'conservateur : sel nitrité', 'épaule de porc traitée en salaison ', 'épaule de porc', 'eau', 'sel', 'dextrose de blé', 'stabilisant : E451i', 'conservateur : sel nitrité']","['Non végétalien', 'Non végétarien']",?,128,"6,9",6,"7,3",A,420 g,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Plats préparés en conserve', 'Cassoulets']",,6.9 g,en quantité modérée,2.4 g,en quantité modérée,2 g,en faible quantité,0.8 g,en quantité modérée,,-9%,536 kj(128 kcal),-8%,+0%,"2,4",-5%,-26%,2,+156%,-23%,"0,8",-9%,"0,32",-9%,-3,-569%,A,-569%,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,"['Conserve', 'Métal']",,,,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E451i - TPP', 'E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,"['Gluten', 'Lait']",Cassoulet Saveur Bacon,,,,,
530,Ma soupe repas «potee à l’auvergnate - Raynal et Roquelaure,3021690027372,['Raynal et Roquelaure'],,['France'],"['INRÉQlENJS:eau', 'viande de bœuf traitée en salaison et précuite 8% ', 'viande bovine', 'amidon de tapioca', 'sel', 'pommes de terre 7,8%', 'haricots blancs précuits', 'navets 6,5%', 'poireaux 6%', 'céleri 5%', 'oignons', 'huile de tournesol', 'arômes naturels', 'amidon de mais', 'ail', 'thym', 'épices ', 'dont céleri', 'Bœuf origine France', 'Fabriqué dans un atelier utilisant : blé', 'lait', 'œuf', 'moutarde', 'poisson', 'crustacés et mollusques']","['Non végétalien', 'Non végétarien']",?,59,"1,7","7,4","2,6",,,,['Magasins U'],,,,,,,,,,,247 kj(59 kcal),,,"0,6",,,"1,9",,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,4,['Céleri'],,,,,,
531,L'onctueux sur lit de pêches - La Laitière - 500g (4x125g),3023290011492,"['La Laitière', 'Nestlé']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],"['Lait écrémé* ', '71,3%', 'pêches* ', '8%', 'eau', 'crème* ', 'lait', 'sucre de canne', 'poudre de lait écrémé*', 'épaississants ', 'amidon de maïs', 'pectine', 'farine de graine de caroube*', 'arômes naturels', 'jus concentré de citron*', 'jus concentré de carotte*', 'ferments lactiques', ' Lait origine France', "" *Issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,104,"2,8","15,3","3,7",B,500 g (4x125g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la pêche']",['Magasins U'],2.8 g,en faible quantité,1.8 g,en quantité modérée,14.5 g,en quantité élevée,0.16 g,en faible quantité,,+13%,435 kj(104 kcal),+12%,+10%,"1,8",+12%,+15%,"14,5",+19%,+5%,"0,16",+50%,"0,064",+50%,3,+53%,C,+53%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,"['FR 53.054.005 CE', 'Changé (Mayenne, France)']","['E440 - Pectines', 'E410 - Gomme de caroube']",4,['Lait'],,,,,,
532,Yaos - Nestle - 450g,3023290012246,['Nestle'],,"['Belgique', 'France']","['Lait entier ', '83,1%', 'crème ', '12,0%', ' ', 'lait', 'poudre de lait écrémé', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,104,"8,4","3,4","2,9",,450 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts nature', 'Yaourts brassés', 'Yaourts à la grecque', 'Yaourts brassés nature']",['Carrefour'],8.4 g,en quantité modérée,5.6 g,en quantité élevée,3.4 g,en faible quantité,0.12 g,en faible quantité,,+30%,435 kj(104 kcal),+32%,+81%,"5,6",+85%,-28%,"3,4",-23%,-28%,"0,12",-1%,"0,048",-1%,5,+250%,C,+250%,,,,,,,,['Boite en plastisque'],,,"['FR 42.005.001 CE', 'Andrézieux-Bouthéon (Loire, France)']",,3,['Lait'],,,,,,
533,Viennois chocolat noir - Nestlé,3023290021804,['Nestlé'],,['France'],[],[],?,165,9,16,"3,9",,,,,,,,,,,,,,,690 kj(165 kcal),,,"5,9",,,"13,9",,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,,,
534,Riz au Lait Saveur Vanille  - La Laitière - 920g (8 * 115g),3023290169964,"['La Laitière', 'Nestlé']",,['France'],"['Lait entier ', '67,8%', 'sirop de glucose', 'riz ', '10%', 'eau', 'sucre', 'sel', 'arôme vanille', 'colorant ', 'rocou']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",603,?,"3,48","25,2","2,78",B,920 g (8 * 115 g),"['Desserts', 'Puddings', 'Riz au lait', 'Riz au lait saveur vanille']",['Auchan'],3.48 g,en quantité modérée,2.26 g,en quantité modérée,15.4 g,en quantité élevée,0.174 g,en faible quantité,+14%,,603 kj(144 kcal),+9%,-5%,"2,26",-2%,+21%,"15,4",+23%,-15%,"0,174",+35%,"0,07",+35%,5,+39%,C,+39%,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,"['Pots', 'Plastique', 'Etui', 'Carton', 'Barquette et opercule à jeter', 'Frais']",,,,['E160b - Rocou'],4,['Lait'],,,,,,
535,Le yaourt à la Fraise - La laitière - 500g (4 * 125g),3023290799482,"['La laitière', 'Nestlé']",,['France'],"['Yaourt ', '89,5 %', 'sucre ', '9,9 %', 'arôme naturel de fraise', 'concentré de carottes', 'concentré de cassis']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",406,?,3,"13,6","3,1",A,500 g (4 * 125 g),"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts sucrés']",,3 g,en quantité modérée,2 g,en quantité modérée,13.5 g,en quantité élevée,0.12 g,en faible quantité,+9%,,406 kj(97 kcal),+7%,+9%,2,+14%,+10%,"13,5",+14%,-13%,"0,12",+5%,"0,048",+5%,3,-11%,C,-11%,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,"['Carton', 'Pots', 'Verre']",,,"['FR 59.165.030 CE', 'Cuincy (Nord, France)']",,4,['Lait'],yaourt à la Fraise,,,,,
536,"Le Petit Pot de Crème, Saveur Vanille (4 Pots) - La Laitière - 400g (4x 100g)",3023292220038,"['La Laitière', 'Nestlé']",['Cuit-au-four'],['France'],"['Lait entier 53 %', 'crème 15,4 %', 'sucre', 'œufs frais 7,4 %', 'jaune d’œufs 5,7 %', 'sirop de glucose déshydraté', 'poudre de lait écrémé', 'amidon modifié de maïs', 'arôme', ""correcteur d'acidité "", 'E524']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",727,?,"8,6",19,"4,8",C,400 g (4 x 100 g),"['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Crèmes dessert rayon frais', 'Crèmes dessert vanille', 'Desserts lactés à la vanille', 'Desserts lactés aux œufs', 'Desserts-vanille']",,8.6 g,en quantité modérée,5 g,en quantité modérée,17 g,en quantité élevée,0.17 g,en faible quantité,,,727 kj(174 kcal),+41%,+123%,5,+105%,+2%,17,+16%,+59%,"0,17",+6%,"0,068",+6%,7,+54%,C,+54%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,"['Frais', 'Pot', 'Verre', 'Opercule', 'Aluminium', 'Etui', 'Carton']",,"['Lactalis Nestlé Ultra-Frais Marques - LNUF Marques (Filiale Groupe Lactalis) - 341 Rue François Anicot - 59553 Cuincy', 'Nord', 'Nord-Pas-de-Calais', 'France']","['FR 59.165.030 CE', 'Cuincy (Nord, France)']","['E14XX - Amidons modifiés', 'E524 - Hydroxyde de sodium']",4,"['Œufs', 'Lait']",Dessert lacté au œufs frais cuit au four,,http://www.enviedebienmanger.fr/des-marques-pour-moi/la-laitiere/les-entremets-cremes,,,
537,500G BQ Pate a Tartiner St Hubert 41 Doux - Saint hubert - 500g,3023430507007,['Saint hubert'],"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse']",['France'],"['babeurre', 'huiles végétales non hydrogénées', 'lait écrémé', 'beurre concentré', 'épaississant ', 'E1422', ' émulsifiants végétaux ', ""mono et diglycérides d'acide gras"", 'E476', 'sel ', '0,3%', ""correcteurs d'acidité "", 'E331', 'acide lactique', 'conservateur ', 'sorbate de potassium', 'arômes', ' colorant ', 'bêta-carotène']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,370,38,"5,6","1,5",C,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines', 'Margarines allégées']",,38 g,en quantité élevée,18.5 g,en quantité élevée,2.5 g,en faible quantité,0.2 g,en faible quantité,,-21%,1548 kj(370 kcal),-20%,-26%,"18,5",+26%,+994%,"2,5",+851%,+498%,"0,2",-65%,"0,08",-65%,11,0%,D,0%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,,,,,"['E1422 - Adipate de diamidon acétylé', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E331 - Citrates de sodium', 'E270 - Acide lactique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160ai - Bêta-carotène']",4,['Lait'],,,,,,
538,Rigolo Burger - Jacquet,3029330066217,['Jacquet'],['en:palm-oil-free'],['France'],[],['Sans huile de palme'],?,285,"4,1",51,"9,4",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Burger']",,4.1 g,en quantité modérée,0.6 g,en faible quantité,5.7 g,en quantité modérée,1.1 g,en quantité modérée,,-1%,1192 kj(285 kcal),-1%,-29%,"0,6",-42%,+5%,"5,7",-8%,+5%,"1,1",-4%,"0,44",-4%,0,-100%,B,-100%,72.6%,15.0%,7.8%,4.1%,0.5%,0.0%,81,"['Sachet', 'Plastique']",,,,,,,,,,,,
539,Haricots vert très fin - les Trésors Du Potager - 440gr,3030212301012,"['les Trésors Du Potager', 'lles Trésors Du Potager', 'Les trésors du potager']",,['France'],"['Haricots verts', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,29,"0,3","3,3","1,6",B,440 gr,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",,0.3 g,en faible quantité,0.1 g,en faible quantité,0.6 g,en faible quantité,0.62 g,en quantité modérée,,+7%,121 kj(29 kcal),+10%,+18%,"0,1",+86%,+9%,"0,6",-36%,+1%,"0,62",+19%,"0,248",+19%,-3,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,,,,3,,,,,,,
540,"Buche glacee aux 3 chocolats - Nestlé - 1l, 540g (9/10parts)",3033210001373,['Nestlé'],"['Point Vert', 'Triman']",['France'],"['Eau', 'lait écrémé réhydraté', 'sucre', 'sirop de glucose', 'huile végétale ', 'coco', 'lactose et protéines de lait', 'cacao maigre 3,5%', 'lait entier en poudre', 'beurre de cacao', 'chocolat en poudre ', '2,2%', ' ', 'sucre', 'cacao', 'pâte de cacao ', '1%', 'chocolat au lait écrémé ', '0,6%', ' ', 'sucre', 'cacao', 'lait écrémé en poudre', 'cacao', 'émulsifiants ', ""mono - et diglycérides d'acides gras*"", 'lécithines ', 'soja', 'colorants ', 'caramel ordinaire', 'riboflavines', 'caroténoïdes', 'E153', 'stabilisants ', 'gomme guar', 'farine de graines de caroube', 'E407a', 'arômes naturels', 'lactose']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,222,"10,7","27,2","3,2",D,"1 l, 540 g (9/10 parts)","['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Aliments et boissons de Noël', 'Desserts glacés', 'Gâteaux', 'Bûches de Noël', 'Bûches glacées']",,10.7 g,en quantité modérée,8.1 g,en quantité élevée,24 g,en quantité élevée,0.2 g,en faible quantité,,+11%,929 kj(222 kcal),+12%,+32%,"8,1",+50%,-5%,24,-3%,+38%,"0,2",+61%,"0,08",+61%,14,+24%,D,+24%,79.8%,13.5%,2.6%,2.8%,1.4%,0.0%,41,"['Plastique', 'surgelé']",,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E322 - Lécithines', 'E150a - Caramel E150a', 'E101i - Riboflavine', 'E160 - Caroténoïdes', 'E153 - Charbon végétal médicinal', 'E412 - Gomme de guar', 'E410 - Gomme de caroube', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",4,"['Lait', 'Soja']",,,,,,
541,Gervita  fraise,3033470798037,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Pots'],,,,,,,,,,,,
542,"Velouté Fruix (Fraise, Framboise, Pêche, Abricot) Prix Choc - Danone - 2kg (16 * 125g e)",3033490204747,['Danone'],['Point Vert'],['France'],"['Lait entier ', '59', '5 %', 'lait écrémé concentré ou en poudre', 'sucre ', '8,2 % en moyenne', 'fruits : abricot ', '5 %', 'framboise ', '5 %', 'fraise ', '5 %', 'pêche ', '5 %', 'crème ', 'lait', 'épaississant : E1422', 'colorants : E160a', 'E163', ""correcteurs d'acidité : E330"", 'E331', 'arômes', 'ferments lactiques', 'vitamine D']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",402,?,"2,9","13,7","3,6",B,2 kg (16 * 125 g e),"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Frais', 'Réfrigérés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts brassés', 'Yaourts brassés aux fruits', 'Yaourts sucrés', 'Yaourts entiers', 'Yaourts multifruits']",['Auchan'],2.9 g,en faible quantité,2 g,en quantité modérée,13.3 g,en quantité élevée,0.12 g,en faible quantité,+5%,,402 kj(96 kcal),+2%,+5%,2,+9%,+6%,"13,3",+8%,+1%,"0,12",-2%,"0,048",-2%,2,-21%,B,-21%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Frais', 'Opercule papier et pot plastique à jeter', 'Etui', 'Carton']",,"[""Danone Produits Frais France (DPFF) - 2 Avenue de l'Industrie - 32730 Villecomtal-sur-Arros"", 'Gers', 'Midi-Pyrénées', 'Danone Produits Frais France (DPFF) - 60 Impasse du Pan Perdu - Les Verchères - 38540 Saint-Just-Chaleyssin', 'Isère', 'Rhône-Alpes', 'France']","['FR 32.464.040 CE', 'Villecomtal-sur-Arros (Gers, France)', 'FR 38.408.002 CE', 'Saint-Just-Chaleyssin (Isère, France)']","['E1422 - Adipate de diamidon acétylé', 'E160a - Carotènes mélangés', 'E163 - Anthocyanes', 'E330 - Acide citrique', 'E331 - Citrates de sodium']",4,['Lait'],Yaourt brassé sucré aux fruits et enrichi en vitamine D,,https://www.dan-on.com/fr-fr/retrouver-tous-les-produits-danone/veloute/fruix,,,
543,Danacol Pêche-Abricot - Danone - 800g (8 * 100g) 776ml,3033490473785,['Danone'],"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Sans sucre ajouté', 'Allégé en matière grasse']",['France'],"['Lait écrémé', 'fruits rouges : 10% ', 'myrtille', 'fraise', 'framboise', 'fruits jaunes : 10% ', 'pêche', 'abricot', 'sucre ', '8%', 'lait écrémé en poudre', 'ester de stérol végétal ', '1,2% dont 0,6% de stérol végétal libre', 'protéines de lait', 'amidon', 'arômes', 'ferments lactiques', 'colorants : E 160c', 'E 120']","['Non végétalien', 'Non végétarien']",175,?,"1,1","4,4","3,2",E,800 g (8 * 100 g) 776 ml,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",,1.1 g,en faible quantité,0.1 g,en faible quantité,4.2 g,en quantité modérée,0.13 g,en faible quantité,-43%,,175 kj(42 kcal),-42%,-27%,"0,1",-89%,-61%,"4,2",-61%,+10%,"0,13",+23%,"0,052",+23%,8,-50%,D,-50%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"['Frais', 'Bouteille', 'Plastique']",,['Espagne ou Belgique'],,"['E160c - Extrait de paprika', 'E120 - Acide carminique']",4,['Lait'],Spécialité laitière fermentée aromatisée à boire enrichie en stérol végétaux,,https://danacol.fr.dan-on.com/danacol-a-boire/saveur-peche-abricot,,,
544,Danette croustillant 3 choco - Danone - 468g (4x 117g),3033490496036,"['Danone', 'Danette']",,"['Belgique', 'France']","['Crème au chocolat ', 'lait demi-écrémé et écrémé en poudre ', '79,3 %', 'sucre ', '11,8 %', 'chocolat ', '2 %', '[sucre', 'pâte de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithine de soja', 'arôme : vanilline]', 'épaississant : E1442', 'E407', 'lactose', 'cacao maigre en poudre', 'crème ', '1 %', 'amidon', ' \rBilles soufflées enrobées de 3 chocolats ', 'billes soufflées ', '39,9 %', '[farine de blé', 'sucre', 'malt', 'poudre à lever : E500', 'huile de tournesol', 'sel', 'dextrose]', 'chocolat ', '20 %', '[pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithine de soja', 'arôme]', 'chocolat au lait ', '20 %', '[sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme]', 'chocolat blanc ', '20 %', '[sucre', 'beurre de cacao', 'poudre de lait entier', 'poudre de lactosérum', 'émulsifiant : lécithine de soja', 'arôme]', ""agent d'enrobage: E904""]","['Non végétalien', 'Non végétarien']",?,148,"3,7","24,2",4,B,468 g (4 x 117 g),"['Produits laitiers', 'Desserts', 'Frais', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Desserts lactés au chocolat', 'Crèmes dessert chocolat']","['Dia', 'Delhaize']",3.7 g,en quantité modérée,2.4 g,en quantité modérée,20.8 g,en quantité élevée,0.06 g,en faible quantité,,-3%,619 kj(148 kcal),-4%,-42%,"2,4",-40%,+29%,"20,8",+25%,+5%,"0,06",-61%,"0,024",-61%,4,-41%,C,-41%,72.7%,12.5%,5.4%,5.5%,3.0%,0.8%,77,"['Frais', 'Pot', 'Plastique', 'Opercule', 'Etui', 'Carton']",,"['Danone Produits Frais France - DPFF (Filiale Danone) - La Sablonnière - 14330 Le Molay-Littry', 'Calvados', 'Basse-Normandie', 'France']","['FR 14.370.001 CE', 'Molay-Littry (Calvados, France)']","['E322i - Lécithine', 'E1442 - Phosphate de diamidon hydroxypropyle', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E904 - Gomme-laque']",4,"['Gluten', 'Lait', 'Soja']",Crème dessert au chocolat avec des billes soufflées enrobées de 3 chocolats,,https://www.dan-on.com/fr-fr/retrouver-tous-les-produits-danone/danette,,,
