,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,markets,labels,traceability_code,additives,allergens,nova_score,quantity,packaging,palm_ingredients,generic_name,manufacturing,ingredients_origins,link
881,Dogal piknik yogurt,4260193510977,,,,['France'],[],[],,,,,,,,,?,,66,,276 kj(66 kcal),,"3,8",,"2,4",,"2,5",,"2,5",,"3,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
882,Dilim salami,4260193511356,,,,['France'],[],[],,,,,,,,,?,,387,,1619 kj(387 kcal),,35,,17,,1,,1,,17,,"3,8",,"1,52",,,,,,,,,,,,,,,,,,,,,,,,,
883,Yörem Cottage Cheese -,4260193511431,D,,"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",['France'],[],[],17.4 g,en quantité modérée,12.8 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,?,,272,+17%,1138 kj(272 kcal),+16%,"17,4",-17%,"12,8",-9%,"0,5",-85%,"0,5",-83%,"28,4",+239%,2,+71%,"0,8",+71%,16,+33%,D,+33%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
884,Hindi dilim salam - Özyörem,4260193511639,,['Özyörem'],,['France'],"['50g dinde', '40g bœuf', '10g graisse de bœuf', '5g poulet', 'sel', 'épices', 'maltodextrine', 'sirop de glucose', 'glucose', 'sucre ', 'saccharose', 'colorant alimentaire naturel ', 'concentré de jus de betterave', 'conservateurs ', 'nitrite de sodium', 'sorbate de potassium', 'antioxydants ', 'acide ascorbique', 'ascorbate de sodium', 'culture de fermentation', 'fumée']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,387,,1619 kj(387 kcal),,35,,17,,1,,1,,17,,"3,8",,"1,52",,,,,,,,,,,,,,['Halal'],,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E301 - Ascorbate de sodium']",,4,,,,,,,
885,Yörem,4260193512513,,,,['France'],[],[],,,,,,,,,?,,301,,1259 kj(301 kcal),,"0,1",,"0,1",,75,,75,,"0,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,
886,Suxhuk Prizreni,4260193512971,,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,24,,10,,"1,1",,"1,1",,15,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,,
887,Sohbet Classic Sucuk,4260193513305,,,,['France'],[],[],,,,,,,,,?,,329,,1377 kj(329 kcal),,"30,01",,"12,9",,"0,7",,"0,3",,"16,9",,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,,,,,
888,"Trabzon Tereyagi, Vakfikebir - Yörem - 454g",4260193513435,E,"['Yörem', 'Demka']","['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres pasteurisés']",['France'],"['Beurre de laiterie pasteurisé salé', '98,5% beurre de laiterie', ' 1,5% sel', ' Contient du lait de vache']",[],80.5 g,en quantité élevée,58 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,734,-1%,3071 kj(734 kcal),+0%,"80,5",-1%,58,+5%,"0,5",-26%,"0,5",-19%,1,+43%,"1,5",+104%,"0,6",+104%,25,+16%,E,+16%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,['Lait'],,454g,,,,['Belgique'],,
889,Ham Çökelek,4260193513459,,,,['France'],[],[],,,,,,,,,?,,272,,1138 kj(272 kcal),,"17,4",,"12,8",,"0,5",,"0,5",,"28,4",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
890,Bulgarisch - Yörem,4260193513978,,['Yörem'],,['France'],[],[],,,,,,,,,?,,310,,1297 kj(310 kcal),,"28,1",,"19,6",,"1,3",,"1,3",,13,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,
891,Sosis de dinde halal - Destan,4260193514012,,['Destan'],,['France'],"['52% de viande de poulet séparée mécaniquement', 'eau', 'graisse de poulet', '7% de viande de poulet', 'farine de blé', ' 3% de viande de dinde séparée mécaniquement', 'sel', 'collagène de poulet', 'stabilisant: E450', 'E452', ' acidifiant: E575: exhausteur de goût: E621', "" mélange de fines herbes et d'épices"", 'graisse de dinde', 'antioxydant: E300', 'E316', 'légumes séchés ', 'ail', 'conservateur: E250', ' fumée', ' Ce produit peut contenir des traces de viande de bœuf', ""d'agneau"", 'soja', 'moutarde', 'céleri', 'composants du lait', 'pistaches']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,240,,1004 kj(240 kcal),,"17,4",,"5,39",,"8,9",,"0,7",,"11,9",,"2,75",,"1,1",,,,,,,,,,,,,,['Halal'],,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E575 - Glucono-delta-lactone', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Gluten'],4,,,,,,,
892,Antep ezmesi - Sohbet,4260193514159,,['Sohbet'],,['France'],[],[],,,,,,,,,?,,183,,766 kj(183 kcal),,11,,"1,3",,"14,1",,"9,5",,"5,5",,6,,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,
893,Zeytinli,4260193515279,,,,['France'],[],[],,,,,,,,,?,,270,,1130 kj(270 kcal),,24,,"6,5",,"2,5",,"0,5",,11,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,,
894,Ayran,4260193516023,,,,['France'],[],[],,,,,,,,,?,,38,,159 kj(38 kcal),,"2,2",,"1,4",,"2,5",,"2,5",,2,,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,,,
895,Biberli salam,4260193516535,,,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,"19,5",,"6,4",,"5,2",,"0,9",,"11,2",,"2,45",,"0,98",,,,,,,,,,,,,,,,,,,,,,,,,
896,Sade Salam,4260193516573,,,,['France'],[],[],,,,,,,,,?,,253,,1059 kj(253 kcal),,"19,4",,"6,2",,"8,2",,"0,4",,"11,5",,"2,43",,"0,972",,,,,,,,,,,,,,,,,,,,,,,,,
897,Gouda,4260193518607,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas']",['France'],[],[],30.5 g,en quantité élevée,21.3 g,en quantité élevée,0 g,en faible quantité,3.5 g,en quantité élevée,?,,366,-2%,1531 kj(366 kcal),-1%,"30,5",0%,"21,3",+3%,0,-100%,0,-100%,23,-4%,"3,5",+85%,"1,4",+85%,19,+13%,E,+13%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
898,Trakya - Sohbet,4260193518676,,['Sohbet'],,['France'],"['Durqschnfftliche Nahraerte/Nutrition Facts/ Valeurs utrit on e esffoedtngswaarde pro/per/par/per/per/pr', ' 100 g arings n Brennwert/energy/énergie/']",[],,,,,,,,,?,,337,,1410 kj(337 kcal),,"25,8",,"17,4",,6,,6,,"25,6",,"1,9",,"0,76",,,,,,,,,,,,,,,,,,,,,,,,,
899,Veganer Bulgur Snack - Ozyorem,4260193518843,,['Ozyorem'],,['France'],"['Ttïri«tl C6dex in te ISO usin%zservafrvœ b/ n a tumrin', 'hurÙ doÙm', 'pŒùe da dau mlorant & ', ""dtfrque 0 - qu'I""]","['Végétalien', 'Végétarien']",,,,,,,,,?,,190,,795 kj(190 kcal),,"6,45",,"1,37",,"22,7",,"0,1",,"5,24",,"9,75",,"3,9",,,,,,,,,,,,,,"['Végétarien', 'Végétalien', 'Halal']",,,,,,,,,,,
900,Sauce piquante,4260193519222,,,,['France'],[],[],,,,,,,,,?,,137,,573 kj(137 kcal),,"0,5",,"0,1",,"18,6",,8,,2,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,
901,Hakiki Lor Cokelek - Sohbet,4260193519260,,['Sohbet'],,['France'],[],[],,,,,,,,,?,,179,,749 kj(179 kcal),,"12,5",,"7,8",,"4,15",,"3,55",,"11,73",,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,
902,Yören,4260193587023,,,,['France'],[],[],,,,,,,,,?,,310,,1297 kj(310 kcal),,"28,1",,"19,6",,"1,3",,"1,3",,13,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,
903,Fromage doux,4260193587030,,,,['France'],[],[],,,,,,,,,?,,310,,1297 kj(310 kcal),,"28,1",,"19,6",,"1,3",,"1,3",,13,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,
904,Chili con Soja -,4260195540095,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-037']",,,,,,,,,,,
905,Daily Soup Cremige Karotten Suppe Kokos &orange,4260195545045,,['Daily Soup'],,"['France', 'Allemagne']","['Wasser', 'Möhren* ', '35%', 'Kartoffeln*', 'Kokosmilch* ', '8%', ' ', 'Kokos', 'Wasser', 'Sellerie*', 'Meersalz', 'Gemüsebrühe*', 'Koriander*', 'Paprika edelsüß*', 'Ingwer*', 'Chili*', ' * aus kontrolliert biologischem Anbau']",['Sans huile de palme'],,,,,,,,,?,,35,,146 kj(35 kcal),,"1,7",,"1,6",,"3,9",,"1,3",,"0,7",,1,,"0,4",,,,,,,,,,,,,,['Bio'],,,['Céleri'],,,,,,,,
906,Protein - Ironmaxx,4260196292832,,['Ironmaxx'],,['France'],[],[],,,,,,,,,?,,399,,1669 kj(399 kcal),,7,,"3,2",,"8,5",,"5,3",,"74,1",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
907,HotRide Advances Energy Drink - Ironmaxx,4260196293662,,['Ironmaxx'],,['France'],[],[],,,,,,,,,?,,372,,1556 kj(372 kcal),,"2,4",,"0,2",,"79,1",,"51,8",,3,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,
908,HellFire Fat Burner - Ironmaxx,4260196293822,,['Ironmaxx'],,['France'],[],[],,,,,,,,,?,,259,,1084 kj(259 kcal),,"3,1",,"1,6",,"27,4",,"0,5",,"27,5",,0,,0,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,
909,Ironmaxx 100% Casein Protein 750G Vanille - 750g,4260196294874,,['Ironmaxx'],,['France'],"[""'"", ' Concentré de protéine de ', 'arôme', 'poudr$ae - chmolat blanc ', 'contient un émulsifiant de lécithine de SOJA', 'agent épaissis', ' sant', 'gomme de xanthane', 'édulcorans ', 'acésulfame K', 'cyclamate de sodium', 'sacchaìne de sodium', 'sucralose et stévioside', 'vanille en poudre désaromati - sée', 'colorant ', 'bétacarotène', "" Peut contenir des traces D'ŒUF"", 'DE LUPIN,']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,357,,1494 kj(357 kcal),,"1,6",,"0,6",,"9,6",,"5,1",,"75,1",,"0,8",,"0,32",,,,,,,,,,,,,,,,"['E415 - Gomme xanthane', 'E950 - Acésulfame K', 'E952 - Acide cyclamique et ses sels', 'E955 - Sucralose', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']","['Œufs', 'Lupin', 'Soja']",4,750 g,,,,,,
910,Ironmaxx Vitamin B Bioactive,4260196295680,,['Ironmaxx'],,['France'],[],[],,,,,,,,,?,,315,,1318 kj(315 kcal),,"1,5",,"1,1",,"58,6",,0,,"16,8",,,,,,,,,,,,,,,,,,['Fabriqué en Allemagne'],,,,,,,,,,,
911,"Ironmaxx Maltodextrin Neutral, 1er Pack (1 x 2 KG)",4260196299060,,['Ironmaxx'],,['France'],[],[],,,,,,,,,?,,384,,1607 kj(384 kcal),,"0,1",,"0,1",,96,,6,,"0,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
912,Ironmaxx Instant Oats 2000G Beutel,4260196299251,,['Ironmaxx'],,['France'],"['arôme', 'colorant ', 'béta', 'carotène', 'agent épaissisant ', 'gomme de xanthane', 'agents acidifians', 'acidecitrique', 'édulcorants ', 'sucralose', ' de SOYA eue UIT']","[""Pourrait contenir de l'huile de palme""]",,,,,,,,,?,,396,,1657 kj(396 kcal),,"7,2",,"1,3",,"67,9",,"0,59",,"14,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,"['E160ai - Bêta-carotène', 'E415 - Gomme xanthane', 'E955 - Sucralose']",['Soja'],4,,,,,,,
913,"Protein Shake Vanille , Zuckerfrei - Ironmaxx",4260196299282,D,['Ironmaxx'],"['Produits laitiers', 'Laits']",['France'],"['Eau', 'protéine de LAIT', '?èrne ', 'LAIT', 'stabilisants ', '?llulose $nlyphosphate de arôme', 'sel de table', 'édumrant ', 'su?aJose']",['Non végétalien'],2.8 g,en faible quantité,2 g,en quantité modérée,0.2 g,en faible quantité,0.2 g,en faible quantité,?,,55,-17%,230 kj(55 kcal),-16%,"2,8",+36%,2,+68%,"0,2",-97%,"0,2",-96%,"7,1",+100%,"0,2",+61%,"0,08",+61%,-3,-622%,A,-622%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,['Lait'],4,,,,,,,
914,"Natural Protein , Vanille - Chiron",4260196299404,,['Chiron'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding']",['France'],"['Protéine de LAIT*', 'miel en poudre*', 'extrait de vanille*', 'agent épaississant ', 'gomme de xanthane', ' ', '<1%', 'vanille en poudre*', "" \r *Produits de l'agriculture biologique""]",['Non végétalien'],2.9 g,en faible quantité,0.1 g,en faible quantité,9.4 g,en quantité modérée,0.3 g,en quantité modérée,?,,379,+5%,1586 kj(379 kcal),+6%,"2,9",-69%,"0,1",-97%,20,-20%,"9,4",-13%,66,+76%,"0,3",-43%,"0,12",-43%,2,-76%,B,-76%,,,,,,,,,['Bio'],,['E415 - Gomme xanthane'],"['Gluten', 'Lupin', 'Lait', 'Soja']",4,,,,,,,
915,Ironmaxx Wachs-mais-stärke,4260196299435,,['Ironmaxx'],,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,0,,0,,87,,0,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,"50% Zenith, Vanilla Flavour - Ironmaxx",4260196299596,,['Ironmaxx'],,['France'],"['SO YAprotein isolate', 'humectant 01', 'maltitoi chocolate ', 'sweetcnor cocoa butter', 'whole MILK powùer', 'cocoa']",[],,,,,,,,,?,,354,,1481 kj(354 kcal),,11,,"6,2",,21,,"1,8",,50,,"0,4",,"0,16",,,,,,,,,,,,,,,,,['Lait'],,,,,,,,
917,Ironmaxx L-carnitin Ultra Strong 150 Kapseln,4260196299640,,['Ironmaxx'],,['France'],[],[],,,,,,,,,?,,124,,519 kj(124 kcal),,"0,6",,"0,6",,"0,01",,"0,01",,"8,3",,"0,23",,"0,092",,,,,,,,,,,,,,,,,,,,,,,,,
918,"Ironmaxx Bcaa's + Glutamine Powder,Cola-lime",4260196299855,D,['Ironmaxx'],"['Produits laitiers', 'Laits']",['France'],"['Wutamine•', 'émulsifiant de lécithine de SOJA', 'agents acidifiants ', ""acide cl' édulcorants "", 'sucralose et stévioside', 'hydrochlorure de pyridoxine', ' I DELUPlN@de GLUTEN']",[],1.3 g,en faible quantité,0.1 g,en faible quantité,0.2 g,en faible quantité,0.3 g,en quantité modérée,?,,377,+471%,1577 kj(377 kcal),+476%,"1,3",-37%,"0,1",-92%,"4,1",-32%,"0,2",-96%,78,+2097%,"0,3",+142%,"0,12",+142%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,"['E955 - Sucralose', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']","['Gluten', 'Soja']",4,,,,,,,
919,Alcavie,4260196681063,,,,['France'],[],[],,,,,,,,,?,,397,,1661 kj(397 kcal),,14,,"1,9",,"42,3",,"31,1",,"18,1",,"0,015",,"0,006",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
920,Alcaplantes 7X7 - 100 Sachets - Jentschura,4260196681100,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,AlcaVie,4260196682077,,,,['France'],[],[],,,,,,,,,?,,408,,1707 kj(408 kcal),,"14,85",,"1,83",,"43,95",,"30,43",,"18,1",,"0,03",,"0,012",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-064']",,,,,,,,,,,
922,Alcamatin,4260196682107,,,,['France'],[],[],,,,,,,,,?,,381,,1594 kj(381 kcal),,"7,3",,"0,95",,"62,5",,"12,82",,"12,9",,"0,1",,"0,04",,,,,,,,,,,,,,"['en:gluten-free', 'Agriculture UE/Non UE', 'Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,,
923,Alcavie - P. Jentschura,4260196682121,,['P. Jentschura'],,['France'],"['pollen* 32,5 Oh', 'fruits 24,3 % ', 'pomme*', 'ananas*', 'mangue* framboises*', 'myrtilles*', 'acérola*', 'oranges*', 'airelles rouges*j mûres*', 'abricots*', ""écorces d'orange*"", 'canneberges*', 'écorces de citron*', ' graines de potiron*', 'lupins*/ amandes douces*', 'graines de tournesol*', 'herbes 2,8 % ', 'racine de réglisse*', 'pissenlit*', 'fleurs de houblon*', 'herbe de sarrasin*', 'racine de galanga* ail des ours*', ""feuilles d'ortie*"", 'graines dlispaghul*', 'feuilles de livèche*', 'feuilles de romarin*', 'thym*', 'hysope*', 'feuilles de dragon*', ""feuilles d'eucalyptus*"", 'feuilles de mélisse officinale*', 'prêle des champs*', 'achillée*', 'feuilles de vigne ', 'vertes', '*', 'artichaut*', 'basilic*', 'sarriette*', 'cresson*', ""feuilles d'aneth*"", 'feuilles de verveine*', 'fleurs de sureau*', 'feuilles de cassissier*', 'fleurs de lavande*', 'feuilles de tilleul*', 'fleurs de tilleul argenté*', 'pulmonaire* ', 'mélisse*', ""feuilles d'oranger*"", 'thym sauvage*', 'ortie*', 'feuilles de ronce*', 'feuilles de fraisier*', 'feuilles de framboisier*', 'capucine*', 'citronnelle*', 'soie de maïs*', 'marjolaine*', 'pétalc', ' de rose*', 'feuilles de céleri*', 'centaurium*', 'feuilles de cerfeuil*', 'sarrasin*', 'millet*', 'noix*', 'amandes de terre*', ""'légumes 1,6 % "", 'betterave rouge*', 'feuilles de chou*', 'lentilles rouges*', 'carottes*', 'radis noir*', 'courgette*', 'asperge*', 'pois chiches*', 'haricots*', 'brocoli*', 'racine de raifort*', 'épinard*', 'oignons*', 'épices*', 'topinambour*', 'amarante*', ""fruit de l'églantier*"", 'pépins de grenade*', ""pistaches* * Ingrédient issu de l'agriculture biologique""]",[],,,,,,,,,?,,408,,1707 kj(408 kcal),,"14,85",,"1,83",,"43,95",,"30,43",,"18,1",,"0,03",,"0,012",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE']",,,['Fruits à coque'],,,,,,,,
924,ALCAMENU - P. Jentschura,4260196682435,,['P. Jentschura'],,['France'],"['quinoa*', 'millet*', 'légumes séchés 23 % ', 'pommes de terre*', 'tomates*', 'carottes*', 'oignons*', 'poireaux*', 'petits pois*', 'riz*', 'basilic*', 'trigonelle bleue*', 'ciboulette*', ""persil*l livèche* * Ingrédient issu de l'agriculture biologique sans gluten ? sans lactose ? source de fibres ? source de protéines ? vegan Conditionnement : 400 g = 5 portions de 80 g Conservation :""]","['Végétalien', 'Végétarien']",,,,,,,,,?,,346,,1448 kj(346 kcal),,"3,5",,"0,39",,"63,6",,"5,69",,"11,6",,"0,06",,"0,024",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Agriculture UE/Non UE', 'Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,,
925,Alca Menu - 800 g - Jentschura - P. Jentschura,4260196682442,,['P. Jentschura'],,['France'],"['quinoa*', 'millet*', 'légumes séchés 23 % ', 'pommes de terre*', 'tomates*', 'carottes*', 'oignons*l poireaux*', 'petits pois*', 'riz*', 'basilic*', 'trigonelle bleue*', 'ciboulette*', 'persil*', ""livèche* * Ingrédient issu de l'agriculture biologique sans gluten ? sans lactose ? source de fibres source de protéines ? vegan Conditionnement : 800 g = 10 portions de 80 g Conservation :""]",[],,,,,,,,,?,,346,,1448 kj(346 kcal),,"3,5",,"0,39",,"63,6",,"5,69",,"11,6",,"0,06",,"0,024",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'Sans sucre ajouté']",,,,,,,,,,,
926,AlcaMenu,4260196682459,,,,['France'],[],[],,,,,,,,,?,,346,,1448 kj(346 kcal),,"3,5",,"0,39",,"63,6",,"5,69",,"11,6",,"0,006",,"0,002",,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
927,Risotto aux cepes et asperges vertes,4260196871648,B,,"['Plats préparés', 'Plats à base de riz', 'Risottos', 'Risottos aux légumes', 'Risottos aux champignons']","['France', 'Suisse']",[],[],1 g,en faible quantité,0.2 g,en faible quantité,2.5 g,en faible quantité,0.027 g,en faible quantité,?,,337,+36%,1410 kj(337 kcal),+41%,1,-68%,"0,2",-85%,"73,6",+70%,"2,5",+87%,"6,4",+10%,"0,027",-97%,"0,011",-97%,1,-77%,B,-77%,38.0%,25.7%,12.0%,12.8%,6.7%,4.8%,95,,,,,,,,,,,,,
928,Ration d'Urgence - MSI GmbH - 220g e,4260201460010,,['MSI GmbH'],['Rations alimentaires'],"['France', 'Allemagne']","['Blé cuit', 'graisse de palmes', 'sucre', 'protéine de soja', ""extrait de malt d'orge""]","['Huile de palme', 'Végétalien', 'Végétarien']",17.5 g,en quantité modérée,9.8 g,en quantité élevée,13.7 g,en quantité élevée,0.5 g,en quantité modérée,?,,460,,1925 kj(460 kcal),,"17,5",,"9,8",,"56,8",,"13,7",,"14,5",,"0,5",,"0,2",,19,,E,,,,,,,,,['ASMC'],,,,"['Gluten', 'Soja']",3,220 g e,"['Carton', 'Plastique']",,Emergency Ration - Ration d'Urgence,['Allemagne'],,
929,NRG-5 - MFH - 500g e,4260201460072,C,['MFH'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Rations alimentaires']",['France'],"['Blé cuit', 'Graisse de palme', 'Sucre', 'Protéine de Soja', ""Extrait de malt d'orge"", 'Hydrogéno- phosphate de potassium', 'Chlorure de potassium', 'Phosphate tricaclique', 'Carbonate de calcium', 'Oxyde de magnésium', 'Dextrose anhydre', 'Acide ascorbique ', 'Vitamine C', 'Sulfate ferreux', 'DI-alpha-tocophérol acétate ', 'Vitamine E', 'Acétate de rétinyle ', 'Vitamine A', 'Cholécalciférol ', 'Vitamine D3', 'Cyanocobalamine ', 'Vitamine B12']","['Huile de palme', 'Végétalien', 'Végétarien']",17.3 g,en quantité modérée,8.6 g,en quantité élevée,15.4 g,en quantité élevée,0.48 g,en quantité modérée,?,,460,-3%,1925 kj(460 kcal),-3%,"17,3",-17%,"8,6",-15%,"53,1",-17%,"15,4",-48%,"14,5",+123%,"0,48",-19%,"0,192",-19%,18,-9%,D,-9%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,"['Végétarien', 'Sans OGM', 'Végétalien', 'Sans lactose']",,"['E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Soja']",3,500 g e,"['Carton', 'boîte']",['Huile de palme'],,,,
930,Survivor Outdoor Biscuits - MSI Gmbh - 125g,4260201460089,C,['MSI Gmbh'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']","['France', 'Allemagne']","['Farine de froment', 'Sucre', 'Huile de palme', 'Sirop de glucose-fructose', 'Extrait de malt', 'Sel Poudre a lever ', 'Bicarbonate de soude', ""Carbonate acide d'ammonium""]",[],13 g,en quantité modérée,6 g,en quantité élevée,21 g,en quantité élevée,1.1 g,en quantité modérée,?,,455,-4%,1904 kj(455 kcal),-4%,13,-38%,6,-41%,75,+17%,21,-29%,"7,6",+17%,"1,1",+87%,"0,44",+87%,18,-9%,D,-9%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,125g,"['Sachet', 'Plastique', 'packet']",,,,,
931,Ajvar Pikant - Flora,4260202150132,,['Flora'],,['France'],"['poivrons', 'aubergines', 'piments', 'huile de tournesol', 'sel', 'sucre', 'vinaigre', ""l'ail"", ' Sans agents de conservation', ' Pasteurisé']",[],,,,,,,,,?,,121,,506 kj(121 kcal),,"4,7",,"0,53",,"16,55",,6,,"2,5",,"1,75",,"0,7",,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,
932,Ziegenkäse Grill & Pfanne Kräuter,4260204530123,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,Henrys Echter,4260209540110,,,,['France'],[],[],,,,,,,,,?,,172,,720 kj(172 kcal),,"11,4",,"0,9",,"11,1",,"5,1",,"6,2",,"3,2",,"1,28",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'DE-ÖKO-006']",,,,,,,,,,,
934,Moule à muffins,4260212442234,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,Oat Flapjack Natural Energy,4260213072966,,,,['France'],[],[],,,,,,,,,?,,439,,1837 kj(439 kcal),,"19,8",,"9,5",,"55,4",,"23,3",,"7,5",,"0,35",,"0,14",,,,,,,,,,,,,,,,,,,,,,,,,
936,Kokos Mehl -  - 600g,4260213391135,,,['Aliments et boissons à base de végétaux'],"['France', 'Espagne']",[],"['Végétalien', 'Végétarien']",12.6 g,en quantité modérée,11.9 g,en quantité élevée,19.7 g,en quantité élevée,0.15 g,en faible quantité,?,,354,+40%,1481 kj(354 kcal),+42%,"12,6",+42%,"11,9",+626%,22,-26%,"19,7",+108%,"17,8",+272%,"0,15",-61%,"0,06",-61%,18,+371%,D,+371%,,,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'DE-ÖKO-001']",,,,,600 g,,,,,,
