,name,bar_code,eco_score,brand,categories,traceability_code,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,manufacturing,labels,markets,link,generic_name,palm_ingredients,producer_info,brand_owner
391,Penne rigate 66 - Rummo - 300g,8008343810661,,['Rummo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Produits sans gluten', 'Pâtes alimentaires sans gluten', 'Penne', 'Penne rigate', 'en:Penne Rigate sans gluten']",,"['France', 'Pays-Bas']","['FARINE DE RIZ COMPLET ', '49,75%', ',FARINE DE POIS CHICHES ', '49,75%', ""EMULSIFIANT: MONO-ET DIGLYCERIDES D'ACIDES GRAS ALIMENTAIRES D'ORIGINE VEGETALE""]","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,4.8 g,en quantité modérée,0.9 g,en faible quantité,1.3 g,en faible quantité,0.003 g,en faible quantité,?,,367,+5%,1536 kj(367 kcal),+4%,"4,8",+194%,"0,9",+89%,"61,6",-14%,"1,3",+68%,"14,8",+63%,"0,003",-43%,"0,001",-43%,-6,,A,,,,,,,,,300 g,['boîte'],,,['en:gluten-free'],,,,,,
392,Frutta & Frutta : Frutti di bosco - Verso Natura - 360g,80022190,,['Verso Natura'],,,['France'],"['frutta in proporzione variabile* 65% fragole', 'more*', 'lamponi*', 'ribes rossi*', 'osa canina*', 'succo di mela concentrato""', 'gelificante: pectina', ' correttore di acidita acido citrico', ' \r *da agricoltura biologica']","['E440 - Pectines', 'E330 - Acide citrique']",,[],4,,,,,,,,,?,,160,,669 kj(160 kcal),,0,,0,,38,,38,,"0,7",,"0,05",,"0,02",,,,,,,,,,,,,360 g,,,,['en:gluten-free'],,,,,,
393,Granmulino,8010323601374,,,,,['France'],[],,,[],,,,,,,,,,?,,329,,1377 kj(329 kcal),,22,,14,,0,,0,,33,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,
394,Cuisine épeautre - Isola Bio - 200ml,8023678423225,,['Isola Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Crèmes végétales', 'Crèmes végétales pour cuisiner', ""Crèmes végétales à base d'épeautre pour cuisiner""]",['FSC-C014047'],['France'],"['eau', 'épeautre italien ', '20%', 'huile de tournesol pressée à froid', 'amidon de riz', 'épaississant : farine de graines de caroube', 'sel marin']",['E410 - Gomme de caroube'],['Gluten'],[],4,11.8 g,en quantité modérée,1.2 g,en faible quantité,0.7 g,en faible quantité,0.15 g,en faible quantité,642,+4%,155,0%,642 kj(155 kcal),+0%,"11,8",-15%,"1,2",-72%,"10,8",+160%,"0,7",-63%,"0,7",-67%,"0,15",+46%,"0,06",+46%,1,-71%,B,-71%,,,,,,,,200 ml,"['Brique', 'Carton', 'Bouchon', 'Plastique']",,['Italie'],"['Bio', 'Bio européen', 'en:FSC', 'en:fsc-c014047', 'IT-BIO-006', 'Fabriqué en Italie', 'Sans lactose']",['Fréquence Bio'],,Spécialité biologique à cuisiner à base d'épeautre,,,
395,"Agromonte, Passata Cherry Tomato Puree - 360g",8032817240371,B,['Agromonte'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'pl:Przeciery', 'pl:Tomato purées']",,"['France', 'Pologne', 'États-Unis']","['Cherry tomato ', '98%', 'salt', 'basil']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,5.9 g,en quantité modérée,0.5 g,en quantité modérée,146,-30%,35,-49%,146 kj(35 kcal),-47%,"0,5",-71%,"0,1",-66%,"6,5",-13%,"5,9",+3%,"1,1",-44%,"0,5",-24%,"0,2",-24%,-3,,A,,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,360 g,"['GL', '70', 'FE']",['en:Włochy'],,,,,,,,
396,Nouille Blanche - Montebello - 500g,8032891769256,,['Montebello'],['Féculents'],['IT BIO 006'],['France'],[],,,[],,1.8 g,en faible quantité,0.4 g,en faible quantité,2.7 g,en faible quantité,0.01 g,en faible quantité,?,,360,+13%,1506 kj(360 kcal),+14%,"1,8",-18%,"0,4",-13%,"73,1",+22%,"2,7",+60%,"11,2",+16%,"0,01",-96%,"0,004",-96%,-4,,A,,,,,,,,,500g,['Sachet'],['Italie'],['Isola del piano'],"['Bio', 'Bio européen', 'IT-BIO-006', 'AB Agriculture Biologique']",['Biocoop'],,,,,
397,Mentos Gum Bottle Ice Crush Ice Mint X6 - 60g,80789260,,['Mentos'],['Shewing gum'],,"['Belgique', 'France']","['chewing', 'gum avec édulcorants', 'parfum menthe', ' édulcorants ', 'xylitol ', '32%', 'dont 16% dans le centre', 'erythritol maltitol', 'mannitol', 'sorbitol', 'sirop de maltitol', 'acésulfame-K', 'aspartame', 'sucralose', ' gomme base', 'arômes', 'fécule', 'maltodextrine', 'stabilisant ', 'glycérol', ' émulsifiants ', 'lécithine de soja ', ""sucroesters d'acide gras"", 'extrait de thé vert', 'épaississants ', 'gomme de cellulose', 'gomme arabique', ""agent d'enrobage "", 'cire de carnauba', 'antioxydant ', 'E321', ' Une consommation  excessive peut avoir des effets laxatifs', ' Contient une source de phénylalanine']","['E967 - Xylitol', 'E968 - Érythritol', 'E421 - Mannitol', 'E420 - Sorbitol', 'E965ii - Sirop de maltitol', 'E950 - Acésulfame K', 'E951 - Aspartame', 'E955 - Sucralose', 'E422 - Glycérol', 'E322i - Lécithine', 'E473 - Sucroester', '', 'Risque élevé de sur-exposition', 'E466 - Carboxyméthylcellulose', ""E414 - Gomme d'acacia"", 'E903 - Cire de carnauba', 'E321 - Butylhydroxytoluène']",['Soja'],[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,150,,628 kj(150 kcal),,0,,0,,72,,0,,0,,0,,0,,1,,B,,,,,,,,,60g,['boite plastique'],,,"['Contient une source de phénylalanine', 'Une consommation excessive peut avoir des effets laxatifs']",['Intermarché'],,,,,
398,MENTOS ICE CUP - 97G,80976059,,['Mentos'],,,['France'],"['édulcorants ', 'xylitol', 'sorbitol', 'sirop de maltitol', 'maltitol', 'aspartame', 'acésulfame-K', 'sucralose', 'gomme base', 'stabilisant ', 'glycérol', 'arômes', 'graisse de noix de coco', 'épaississant ', 'gomme arabique', 'émulsifiants ', 'lécithines ', 'soja', ""sucroesters d'acides gras"", ' gélatine', 'antioxydant ', 'E321', 'colorants ', 'bleu brillant FCF', 'lutéine']",,['Soja'],[],,,,,,,,,,?,,176,,736 kj(176 kcal),,"0,4",,"0,4",,71,,0,,0,,0,,0,,,,,,,,,,,,,97G,['BOX'],,,,['Magasins U'],,CHEWING GUM SANS SUCRES,,,
399,Tiburon 1 / Elbow 1 500GM - Gallo - 500g,8410069002167,,['Gallo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",,"['France', 'Espagne']","['Sémolą de trigo dun', 'Pode conter restos de ovo', 'Aconservar en lugar seco e afastado do da Ingredients: Durum wheat sen:olina', 'May contain traces of egg', 'Store in a cool', 'dry place', ""Ingrédients: Semoule de blé dur Peut contenir des traces d'oeuf"", 'INFORMACIÓN NUTRICIONAL A conserver dans un endroit sec', 'NUTRITION INFORMATION VALORES MEDIOS POR TYPICAL VALUES PER 100 g']",,,[],,2 g,en faible quantité,0.5 g,en faible quantité,3.5 g,en faible quantité,0.03 g,en faible quantité,?,,344,-3%,1439 kj(344 kcal),-3%,2,+12%,"0,5",+32%,68,-2%,"3,5",+11%,12,-3%,"0,03",+26%,"0,012",+26%,-4,,A,,,,,,,,,500g,,,,,['Ahorramás'],,,,,
400,Kit pour Poulet au Curry Goa - Parampara,8410076472892,,['Parampara'],,,['France'],"['riz Basmati ', '94', '5%', 'herbes et épices ', 'l ', '9%', ' ', 'graines de moutarde', 'curcuma', 'graines de cumin', 'graines de fenouil', 'feuilles de fenugrec déshydratées', 'sel', 'lentilles', 'huile de tournesol ', ' mangues ', '46%', 'sucre', 'oignons', 'vinaigre de vin blanc graines de moutarde', 'graines de fenugrec', 'sel', 'mélange aux épices ', 'coriandre', 'cumin', 'curcuma', 'piment de cayenne', 'sel', 'fenouil', 'feuilles de laurier', 'fenugrec', 'ail', 'cannelle', 'clou de girofle', ""graines d'oignon"", 'noix de muscade', 'clou de girofle ', ' oignon déshydraté', 'huile de tournesol ', 'contient antioxydant: E320', 'copeaux de noix de coco', 'herbes ', '9%', ' ', 'feuilles de coriandre', 'sel', 'épices ', '7%', ' ', 'piment chili rouge en poudre', 'graines de coriandre', 'cumin', 'curcuma', 'poivre noir', 'graine de cumin noir', 'cannelle', 'clous de girofle', 'ail', 'gingembre', 'poudre de tamarin', 'maltodextrine', 'acidifiant: acide acétique ', ' poulet ', ' lait de coco']","['E320 - Butylhydroxyanisol', 'E260 - Acide acétique']",['Moutarde'],"['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,319,,1335 kj(319 kcal),,"6,9",,"1,6",,"54,9",,10,,"6,4",,"2,8",,"1,12",,,,,,,,,,,,,,['Barquette'],,,,,,,,,
401,Be plus Detox,8410087613222,,,,,['France'],[],,,[],,,,,,,,,,?,,56,,234 kj(56 kcal),,24,,0,,12,,10,,1,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
402,Chip's lays - Lay's,8410199017321,B,"[""Lay's""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre']",,['France'],[],,,[],,20.8 g,en quantité élevée,1.7 g,en quantité modérée,3.7 g,en faible quantité,1.2 g,en quantité modérée,?,,467,-12%,1954 kj(467 kcal),-12%,"20,8",-36%,"1,7",-45%,"60,8",+18%,"3,7",+164%,"6,6",+11%,"1,2",-8%,"0,48",-8%,11,-3%,D,-3%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,,,,,
403,Disfruta melocotón - Don Simón - 100mL,8410261650227,C,['Don Simón'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars']",,"['France', 'Italie', 'Espagne']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,4.2 g,en quantité modérée,0.01 g,en faible quantité,?,,22,-52%,92 kj(22 kcal),-52%,0,-100%,0,-100%,"4,7",-55%,"4,2",-57%,"0,5",+30%,"0,01",-29%,"0,004",-29%,7,+27%,D,+27%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,100 mL,,,,,,,,,,
404,Naranja premium valenciana con pulpa,8410261761107,,,,,['France'],[],,,[],,,,,,,,,,?,,43,,180 kj(43 kcal),,"0,1",,0,,10,,10,,"0,6",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
405,Gullon mini twins 100g - 100g,8410376011203,D,['Gullón'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés', 'Biscuits cacaotés fourrés goût vanille']",,"['France', 'Espagne']",[],,,[],,22 g,en quantité élevée,12 g,en quantité élevée,35 g,en quantité élevée,0.95 g,en quantité modérée,?,,491,+2%,2054 kj(491 kcal),+2%,22,+7%,12,+33%,67,-1%,35,-3%,5,+1%,"0,95",+22%,"0,38",+22%,27,+19%,E,+19%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,100 g,,,,,,,,,,
406,Los sorbetes LIMON - Carte d'Or - 2x 100ml,8410480201354,B,"[""Carte d'Or""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",,"['France', 'Espagne']","['Agua', 'jarabe de glucosa-fructosa', 'zumo de limón a partir de concentrado ', '15%', 'azucar', 'inulina', 'estabilizantes ', 'harina de garrofin', 'pectina', 'carragenano', 'proteínas de LECHE hidrolizadas', 'aroma,']","['E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",['Lait'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,23 g,en quantité élevée,0.04 g,en faible quantité,?,,115,-3%,481 kj(115 kcal),-4%,0,-100%,0,-100%,27,-5%,23,-4%,"0,5",+56%,"0,04",+27%,"0,016",+27%,6,+4%,C,+4%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,2 x 100 ml,,,,,,,,,,
407,Chorizo Ibérico Spanish Cured Meat Speciality - Argal,8411814214781,,['Argal'],,,['France'],"[""de OrxRINeemddelen com 1439 de carne de pot o pot '10a7de rodutohm"", '/', 'IBERIALAIÏENZHOR/ZOZZM ,konseryefingsmede ', 'E-250', 'E-252', ' ForvaraS PJ kall och torrpbts woò,ma ojauhe mausteet,hapettumisenestoaine ', 'E-316', 'JasàilôntJaJneet E - i e rodukt er fremstilletaf 143gsvipekadLpapr/ka', 'a di0RtzoIBERICOEXTRA', 'MaspwbBsahtuku,naA a suchém misté do 780']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",,[],,,,,,,,,,?,,432,,1807 kj(432 kcal),,36,,14,,3,,2,,24,,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,
408,Flash - siglitos,8413402660000,B,['Siglitos'],"['Desserts', 'Surgelés', 'Desserts glacés', ""Glaces à l'eau""]",,"['France', 'Espagne', 'Royaume-Uni']",[],,,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,4.7 g,en faible quantité,0.1 g,en faible quantité,?,,91,-1%,381 kj(91 kcal),+4%,"0,1",-79%,"0,1",-66%,"4,7",-76%,"4,7",-73%,"0,1",-72%,"0,1",+252%,"0,04",+252%,2,-49%,B,-49%,45.8%,21.9%,8.3%,10.5%,8.6%,4.9%,91,,,,,,,,,,,
409,"Oli D'Oliva Verge Extra OleAurum - 0,75L",84155962,D,['Oleaurum'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,"['France', 'Espagne']",[],,,[],,98 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3626,+3%,882,+3%,3626 kj(882 kcal),+1%,98,+3%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,"0,75 L",['Verre'],,,['AOP'],,,Oli d'Oliva,,,
410,INTEGRAL - anitin,8423102210061,,['Anitin'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",,"['France', 'Espagne']",[],,,[],,25.1 g,en quantité élevée,2.2 g,en quantité modérée,1.6 g,en faible quantité,2 g,en quantité élevée,?,,502,+100%,2100 kj(502 kcal),+100%,"25,1",+630%,"2,2",+310%,"56,7",+33%,"1,6",-56%,"9,1",+4%,2,+71%,"0,8",+71%,16,+2310%,D,+2310%,,,,,,,,,,,,,,,,,,
411,Tortitas de maíz con chocolate con leche - Bicentury,8423207206419,B,['Bicentury'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs au chocolat au lait']",,"['France', 'Espagne']","['Maiz ', '51%', 'chocolate con leche ', '48%', ' ', 'azúcar', 'manteca de cacao', 'pasta de cacao', 'leche desnatada en polvo', 'mantequilla anhidra', 'emulgente: lecitina de soja', 'aromas', 'aceite de girasol', 'emulgente: lecitina de soja', 'aromas']",,"['Lait', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,17 g,en quantité modérée,9.1 g,en quantité élevée,26 g,en quantité élevée,0.9 g,en quantité modérée,?,,476,-1%,1992 kj(476 kcal),-1%,17,-13%,"9,1",-22%,73,+10%,26,-8%,"6,9",+3%,"0,9",+791%,"0,36",+791%,21,+1%,E,+1%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,['Contient du soja'],,,,,,
412,Redunat opuntia - Naturhouse,8423263900917,,['Naturhouse'],,,['France'],[],,,[],,,,,,,,,,?,,146,,611 kj(146 kcal),,"0,47",,0,,"68,93",,0,,"16,57",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
413,Cocktail bonbons acidulés Haribo - 1kg,8426617060411,,['Haribo'],,,['France'],[],,,[],,,,,,,,,,?,,343,,1435 kj(343 kcal),,"0,5",,"0,1",,80,,56,,"5,7",,"0,1",,"0,04",,,,,,,,,,,,,1kg,,,,,,,,,,
414,Granini Bebida De Frutos Rojos Light,8431707046350,,['Granini'],,,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,"0,5",,"0,1",,"5,4",,"5,2",,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
415,Saucisson chiffonnade - €co Saveur - 100g,8433635152455,,"['€co Saveur', 'GSP', 'Groupe Saveur & Passion']","['Viandes', 'Charcuteries', 'Saucissons']",,['France'],"['qualité au prix SAVEUR &pASSlON CHIFFONIIVADE Viande de porc ', '10Qg de extra 125g de viande', 'sd,lactnsg rotâ16 deAaiL protéine de dextose', 'sÈbilisant', 'E-450', 'arôme', 'consffvateurs tE-252', 'E-250', 'angoxydant ', 'èffi', ' et colorant', 'E-i20', ' Viande de porc ', 'Orijne: Espagle', ' Déclaraüon Hutiüondle•', ' Valeurs nutiüonnelles moyelnes par 100g 1', '213kJ /']","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Non végétalien', 'Non végétarien']",4,21 g,en quantité élevée,7.8 g,en quantité élevée,2.6 g,en faible quantité,3.8 g,en quantité élevée,?,,292,-24%,1222 kj(292 kcal),-25%,21,-32%,"7,8",-34%,"3,6",+67%,"2,6",+95%,23,-9%,"3,8",-10%,"1,52",-10%,20,-15%,E,-15%,,,,,,,,100 g,,,,,,,,,,
416,CHIPS NATURE - Aperitivos y extrusionados s a u,8437000299608,,['Aperitivos y extrusionados s a u'],,,['France'],[],,,[],,,,,,,,,,?,,582,,2435 kj(582 kcal),,41,,"4,39",,45,,"0,38",,"7,23",,"0,4",,"0,16",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'ES-ECO-016-CL']",,,,,,
417,Edulcorante líquido - Spar,8480013140047,,['Spar'],['Édulcorants'],,"['France', 'Espagne']",[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1.4 g,en quantité modérée,?,,3,-99%,13 kj(3 kcal),-99%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"1,4",+3653%,"0,56",+3653%,6,-55%,C,-55%,,,,,,,,,,,,,['Spar'],,,,,
418,Jus d'orange - Dia,8480017432292,D,['Dia'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,"['France', 'Espagne']",['zumo de naranja a partir de concentrado y vitamina C'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,44,+2%,184 kj(44 kcal),+1%,"0,1",-40%,0,-100%,10,+3%,10,+10%,"0,6",-4%,"0,01",+17%,"0,004",+17%,4,+33%,C,+33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,['Dia'],,,,,
419,Maxbar - Solen - 200g,8691707138367,,['Solen'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,['France'],"['Sucre', 'sirop de glucose', 'noix de coco ', '7%', 'huile végétale ', 'palme', 'poudre de lactosérum ', 'lait', 'beurre de cacao', 'poudre de lait entier', 'arachides ', '3%', ' masse de cacao', 'humectants ', 'sorbitol', 'glycérol', 'poudre de cacao', 'poudre de blanc d’œuf', 'poudre de lait écrémé', ""purée d'arachides"", 'farine de malt de blé grillée', ""extrait de malt d'orge"", 'émulsifiants ', 'lécithine de tournesol', 'mono et diglycérides des acides gras', 'sel', 'arômes ', 'caramel', 'vanilline', 'noix de coco']","['E420 - Sorbitol', 'E422 - Glycérol', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires""]","['Œufs', 'Gluten', 'Lait', 'Arachides']","['Huile de palme', 'Non végétalien']",4,22.4 g,en quantité élevée,14.7 g,en quantité élevée,58 g,en quantité élevée,4 g,en quantité élevée,?,,483,-9%,2021 kj(483 kcal),-9%,"22,4",-30%,"14,7",-16%,"64,9",+24%,58,+22%,"4,5",-23%,4,+2514%,"1,6",+2514%,35,+43%,E,+43%,,,,,,,,200 g,,,,,,,,['Huile de palme'],,
420,Doritos Cool American - 185g,8710398170156,C,['Doritos'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']",,['France'],"['Maïs', 'huile de tournesol ', '18 %', 'huile de colza ', '5 %', 'base aromatisante crème aigre ', 'lait écrémé en poudre', 'aromates et épices', 'lactose ', 'de lait', ' en poudre', 'huile de palme partiellement hydrogénée', 'sirop de glucose', 'exhausteurs de goût ', 'glutamate monosodique', ""5'-ribonucléotides disodiques"", 'fromages en poudre', 'sucre', 'dextrose', ""correcteur d'acidité "", 'acide malique', 'colorant ', 'annatto', 'arôme', 'sel']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E296 - Acide malique', 'E160b - Rocou']",['Lait'],"['Huile de palme', 'Non végétalien']",4,26 g,en quantité élevée,3.5 g,en quantité modérée,4.3 g,en faible quantité,1.7 g,en quantité élevée,?,,499,+3%,2088 kj(499 kcal),+3%,26,+15%,"3,5",+19%,57,-5%,"4,3",+128%,"6,6",+3%,"1,7",+45%,"0,68",+45%,13,+34%,D,+34%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,185 g,"['Sachet', 'Plastique']",,,,,,Tortilla chips de maïs goût crème aigre,['Huile de palme'],,
421,Green punch sparkling lemonade,8710642045063,,,,,['France'],[],,,[],,,,,,,,,,?,,47,,197 kj(47 kcal),,0,,0,,"11,5",,"11,5",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
422,Solo -  - 500g,8710908976216,,,,,"['Belgique', 'France']",[],,,[],,,,,,,,,,?,,695,,2908 kj(695 kcal),,79,,34,,"0,5",,"0,5",,"0,5",,"1,5",,"0,6",,,,,,,,,,,,,500 g,['Brique'],,,['Sans arômes artificiels'],['Delhaize'],,,,,
423,Knorr Soupe Liquide Douceur d'Automne à la Crème Fraîche Brique Lot - 2x 50cl (1000ml),8712100608353,A,['Knorr'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', '5L', 'KNR LEGUME AUTOMNE 2X0']",,['France'],"['Eau', 'carotte¹ : 9,5%', 'pomme de terre¹ : 8,1%', 'courge¹ : 6%', 'CRÈME fraîche : 2,9%', 'CÉLERI-RAVE¹ : 2,4%', 'oignon¹ : 2,4%', 'poireau¹ : 1,8%', 'panais¹ : 1,6%', 'amidon modifié de maïs', 'sucre', 'BEURRE', 'sel', 'extrait de levure', 'fibre de tomate¹', ' Peut contenir : gluten', 'moutarde', 'œuf', 'soja', "" ¹Ingrédients issus de l'agriculture durable : 32%"", ' Teneur en légumes¹ : 31,8%']",['E14XX - Amidons modifiés'],"['Céleri', 'Lait']",['Non végétalien'],4,1.8 g,en faible quantité,1.1 g,en faible quantité,2.3 g,en faible quantité,0.64 g,en quantité modérée,182,+7%,43,+5%,182 kj(43 kcal),+6%,"1,8",+4%,"1,1",+96%,"5,7",+24%,"2,3",+19%,"0,6",-36%,"0,64",-2%,"0,256",-2%,3,+111%,C,+111%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,2 x 50 cl (1000 ml),"['Carton', 'Brique']",,,"['Point Vert', 'Sans colorants', 'Sans exhausteur de goût', 'Sans conservateurs']",,,Soupe.,,,
424,Lipton Infusion Verveine Menthe 10 Capsules Compatibles Nespresso® - 25g,8712100771682,A,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Infusions']",,['France'],"['Menthe ', '57%', 'Verveine ', '27%', 'Rooibos']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,4,-43%,17 kj(4 kcal),-29%,0,-100%,0,-100%,"0,5",-33%,"0,5",+12%,"0,5",+181%,?,,?,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,25 g,['Boite'],,,"['en:FSC', 'Point Vert', 'PEFC', 'Rainforest Alliance']",['Magasins U'],,Plantes à Infusion,,,
425,Salsa Kebab 250 ml - Hellmann's,8712100891861,,"[""Hellmann's""]","['Epicerie', 'Sauces']",,"['France', 'Espagne']",[],,,[],,26 g,en quantité élevée,2 g,en quantité modérée,4.9 g,en faible quantité,1.5 g,en quantité modérée,?,,266,+12%,1113 kj(266 kcal),+13%,26,+44%,2,-7%,"8,8",-11%,"4,9",-24%,1,-63%,"1,5",-38%,"0,6",-38%,11,-5%,D,-5%,,,,,,,,,,,,,,,,,,
