,name,bar_code,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,allergens,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,ingredients_origins,additives,link,generic_name,producer_info,brand_owner,palm_ingredients
299,muffin citron framboise - Leclerc - 4,,4,['boite plastic'],['Leclerc'],"['Biscuits et gâteaux', 'Gâteaux', 'Muffins']",,,,['Leclerc'],['France'],"['Sucre ', ' farine ', 'BLÉ', 'BLÉ malte', ' ', ' huiles et graisses végétales ', 'colza', 'palme', ' ', ' ŒUF ', ' eau ', ' framboises ', ' sirop de glucose ', ' amidon modifié ', ' stabilisant ', 'E422', 'gomme xanthane', ' ', ' lactosérum en poudre ', 'LAIT', ' ', ' poudre à lever ', 'E341 ', ' E450 ', ' E500', ' ', ' aromes ', ' amidon ', 'BLÉ', ' ', ' sel  ', ' protéines de BLÉ ', ' poudre de LAIT écrémé ', ' émulsifiant ', 'E471', ' ', ' lactoprotéines ', 'LAIT', ' ', "" correcteur d'acidité "", 'acide citrique ', ' E331', ' ', ' épaississant ', 'E406', ' ', ' conservateur ', 'E202']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,20 g,en quantité modérée,1.6 g,en quantité modérée,26 g,en quantité élevée,0.83 g,en quantité modérée,?,,397,+0%,1661 kj(397 kcal),+0%,20,-1%,"1,6",-57%,49,+0%,26,-3%,"5,1",-2%,"0,83",+12%,"0,332",+12%,13,-16%,D,-16%,,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,"['E14XX - Amidons modifiés', 'E422 - Glycérol', 'E415 - Gomme xanthane', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E331 - Citrates de sodium', 'E406 - Agar-agar', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,
300,ALOE vera - Maison de Corée - 500ml,805957018748,500ml,,['Maison de Corée'],['Boissons'],,,,,['France'],"['Eau', ""Jus d'Aloe vera 31%"", ""Pulpe d'Aloe vera 8%"", 'sucre', ' Acide citrique', 'Acide lactique', 'Concentré de goyave', 'Vitamine C', ""Concentré d'ananas"", ""Arôme naturei d'ananas""]",[],3,0 g,en faible quantité,0 g,en faible quantité,5.8 g,en quantité modérée,0 g,en faible quantité,?,,25,-55%,105 kj(25 kcal),-56%,0,-100%,0,-100%,"6,3",-44%,"5,8",-39%,0,-100%,0,-100%,0,-100%,8,+4%,D,+4%,,,,,,,,,,,"['E330 - Acide citrique', 'E270 - Acide lactique']",,,,,
301,3760212792502,3760212792502,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
302,Café en grains - Italien - 1Kg,3418500000227,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Grains de café']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,,,,,
303,"Filet poulet cuit grille - Jean Routhiau - 1,050kg",3477000017432,"1,050kg",,['Jean Routhiau'],,,,,,['France'],[],[],,,,,,,,,,?,,137,,573 kj(137 kcal),,"4,5",,"1,3",,1,,"0,5",,23,,"0,91",,"0,364",,,,,,,,,,,,,,,,,,,,,
304,Gelée de cidre fermier au Safran -  - 120g,3770010523017,120g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Snacks sucrés', 'Petit-déjeuners', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Pâtes de fruits', 'Gelées de pommes']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,,,,
305,Granola bars fruit mix - Emco - 5x 28g,8595229912057,5 x 28 g,,['Emco'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",['en:gluten-free'],,,,"['France', 'Espagne']",[],[],,16.9 g,en quantité modérée,2.63 g,en quantité modérée,41 g,en quantité élevée,0.15 g,en faible quantité,?,,468,+11%,1958 kj(468 kcal),+10%,"16,9",+7%,"2,63",-56%,69,+15%,41,+51%,8,+7%,"0,15",-62%,"0,06",-62%,16,+21%,D,+21%,,,,,,,,,,,,,,,,
306,Bonduelle,3333160004036,,,['Bonduelle'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
307,Crème fraîche épaisse bio - Pre fleuri - 20cl,3701208210143,20cl,"['pot plastique', 'Frais']","['Pre fleuri', 'Lactalis']","['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",['Normandie'],"['FR 14.371.001 CE', 'Livarot (Calvados, France)']",['Eau vive'],['France'],"[""Crème issue de l'agriculture biologique "", 'laif', ' ', 'origine France', 'ferments lactiques']",['Non végétalien'],3,38 g,en quantité élevée,25 g,en quantité élevée,2.2 g,en faible quantité,0 g,en faible quantité,?,,359,+23%,1502 kj(359 kcal),+25%,38,+28%,25,+26%,"2,2",-33%,"2,2",-23%,2,-15%,0,-100%,0,-100%,14,+8%,D,+8%,B,['Lait'],68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['France'],,,,,,
308,Beau et Bon - Harrys,01661514,,,['Harrys'],,"['Sans additifs', 'en:palm-oil-free']",,,,['France'],[],['Sans huile de palme'],,,,,,,,,,?,,299,,1251 kj(299 kcal),,"6,9",,"0,8",,"45,6",,"3,3",,"10,3",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
309,A &w Root Beer X12,0078000052169,,,,"['Boissons', 'Boissons gazeuses', 'Sodas']",,,,,"['France', 'États-Unis']","['Carbonated water', 'high fructose corn syrup', 'caramel color', 'sodium benzoate ', 'preservative', 'natural and artificial flavors', 'quillaia extract']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,,,12.5 g,en quantité élevée,0.055 g,en faible quantité,?,,47,+74%,197 kj(47 kcal),+70%,0,-100%,,,"13,06",+93%,"12,5",+89%,0,-100%,"0,055",+296%,"0,022",+296%,,,,,,,,,,,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E999 - Extraits de quillaia']",,,,"Dr. Pepper/Seven Up, Inc.",
310,Les aperos bio,3770008143036,,,,,['Bio'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
311,Pizza au feu de nois -,20190528,,,,,"['Végétarien', 'Végétalien']",,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,6,,25 kj(6 kcal),,2,,2,,29,,3,,5,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,
312,Prata acqua,80318453,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
313,Salat Gyros -,4388860550269,,,,,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
314,Oakheart - Bacardi,5010677740050,,,['Bacardi'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
315,Schoko Kirsch,24681025,,['Karton'],,,,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
316,3394700055048,3394700055048,,,,,['en:gluten-free'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
317,Génépi - 35cl,3308780003349,35 cl,['Bouteille'],,"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",,['Saint Quentin sur Isère'],,,"['France', 'La Réunion']","['Alcool', 'Eau', 'Sucre', 'Génépi Artemisia Mutellina']",[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,,,,,,
318,2629948078520,2629948078520,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
319,Gemüsefond - Englert - 400g,4388844027732,400 g,['Glas'],['Englert'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Bouillons', 'Bouillons de légumes']",,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
320,Comté 15 mois - Carrefour - 300g,2460576047034,300g,,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,['Carrefour'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,D,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
321,Thunfisch Filets - Ocean Steamer - 195g,20099534,195 g,['Dose'],['Ocean Steamer'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Filets de poissons', ""Thons à l'huile"", 'Filets de thon']",['de:Safe'],,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,,66.2%,13.9%,12.9%,6.2%,0.4%,0.4%,22,,,,,,,
322,Pesto Walnuss-Ricotta - Gourmet - 190g,4061458055895,190 g,['Glas'],['Gourmet'],"['Epicerie', 'Sauces', 'Sauces Pesto']",,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,
323,Oliven gefüllt mir Zitronen-Creme - Dittmann - 85g,4002239443104,85 g,,['Dittmann'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes']",,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,
324,JP. Chenet cinsault-syrah - 3litres en bib,3500610130250,3 litres en bib,,['JP. Chenet'],"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
325,Manhattan Popcorn Small Bag,5099274000064,,['mixed plastic-bag'],,,,,,,['France'],[],[],,,,,,,,,,?,,439,,1837 kj(439 kcal),,"18,8",,"12,9",,"65,9",,"0,2",,"9,6",,"2,28",,"0,912",,,,,,,,,,,,,,,,,,,,,
326,Magdalenas,8410391711157,,,,,,,,,['France'],[],[],,,,,,,,,,?,,421,,1761 kj(421 kcal),,20,,3,,"54,4",,29,,5,,"0,55",,"0,22",,,,,,,,,,,,,,,,,,,,,
327,café glacé - trung nguyen - 16g,8935024120385,16g,['Sachet'],['trung nguyen'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",['Halal'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,,,,,,
328,Madeleine chispitas,8437010614149,,,,,"['Végétarien', 'Végétalien']",,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
329,Flavoured sparkling water,8713745367711,,,,,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,
330,Tisane Secret d'équilibre Bio digestive - 30g,3760243910593,30 g,,,,['Bio'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
331,Cremefine vanille 12%,8712423046283,,,,,,,,,['France'],[],[],,,,,,,,,,?,,209,,874 kj(209 kcal),,13,,13,,18,,18,,"4,6",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,
332,Joy of tea,8711000377079,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
333,Belvita,15113986,,,['Belvita'],,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
334,Moutarde sucrée allemande,4040987600011,,,,,,,,,['France'],[],[],,,,,,,,,,?,,192,,803 kj(192 kcal),,"4,2",,"0,2",,"32,9",,"32,9",,"5,7",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,
335,Soft nougat,8718046012360,,,,,,,,,['France'],[],[],,,,,,,,,,?,,416,,1741 kj(416 kcal),,12,,"3,9",,71,,57,,"5,7",,"0,27",,"0,108",,,,,,,,,,,,,,,,,,,,,
336,Canistrelli Citron corse - U Pane Caldu - 220g,3770002090015,220 g,['Sachet plastique'],['U Pane Caldu'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Biscuits sablés']",,['20242 Vezzani'],,,['France'],"['Farine', 'oeufs', 'sucre', 'matière grasse végétale', 'poudre à lever', 'citron corse 13%']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,['Œufs'],80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,
337,Croquants aux amandes - I Nucelli - 300,3760137690051,300,['sachet plastique'],['I Nucelli'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Biscuits sablés']",,,,,['France'],"['Farine', 'sucre', 'matières grasses végétales', 'oeufs', 'lait', 'amandes 10 %', 'miel']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,"['Œufs', 'Lait', 'Fruits à coque']",80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,
338,Baguette tradition,3770013667015,,,,,['Sans conservateurs'],,,,['France'],[],[],,,,,,,,,,?,,265,,1109 kj(265 kcal),,"1,3",,"0,48",,"54,6",,"3,1",,8,,"1,46",,"0,584",,,,,,,,,,,,,,,,,,,,,
339,Lilt Grapefruit & Pineapple,54492714,,,,,,,,,['France'],[],[],,,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,"4,6",,"4,6",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
340,Fleurs de violettes cristallisees,10000083,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
341,Thai food,8850363300482,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,
342,Slimming ball ultre,5820514703342,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
343,Burger de poulet,20521134,,,,,,,,,['France'],[],[],,,,,,,,,,?,,196,,820 kj(196 kcal),,"12,1",,"2,7",,"12,1",,"0,4",,"9,3",,"1,18",,"0,472",,,,,,,,,,,,,,,,,,,,,
344,Carrefour,3760139223417,,,['Carrefour'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'IGP']",,,['Carrefour'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
345,8182889693077,8182889693077,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
346,Farfalles,0260310015488,,,,,,,,,['France'],[],[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,"1,5",,"0,1",,72,,"3,5",,"11,8",,"0,025",,"0,01",,,,,,,,,,,,,,,,,,,,,
347,aiguillettes de poulet - La Nouvelle Agriculture,0213329021841,,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,,,['France'],[],[],,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,?,,104,-17%,435 kj(104 kcal),-17%,"1,3",-30%,"0,4",-16%,0,-100%,0,-100%,23,+1%,"0,11",-75%,"0,044",-75%,-4,,A,,D,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
348,Feta aop de lesvos,5200138400023,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'GR-BIO-15']",,,,['France'],[],[],,,,,,,,,,?,,283,,1184 kj(283 kcal),,"24,2",,"16,5",,"0,5",,"0,5",,16,,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,,,
349,Mini chorizo,3375220201474,,,,,"['en:gluten-free', 'Sans colorants']",,,,['France'],[],[],,,,,,,,,,?,,527,,2205 kj(527 kcal),,"43,5",,14,,2,,1,,32,,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,,
350,Melty - Prozis,5600499503713,,,['Prozis'],,,,,,['France'],[],[],,,,,,,,,,?,,344,,1439 kj(344 kcal),,11,,"5,5",,23,,"2,5",,39,,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,
351,10442166,10442166,,,,,['Sans colorants'],,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
352,Beer - San Miguel - 24x 25cl,8410655000799,24 x 25 cl,,['San Miguel'],"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,"['France', 'Espagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,C,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,
353,Escalopes de poulet extra fines - Maître Coq,0215635029580,,,['Maître Coq'],,['Bleu Blanc Cœur'],,,,['France'],[],[],,,,,,,,,,?,,112,,469 kj(112 kcal),,"1,8",,"0,2",,0,,0,,24,,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,,
354,moutarde à l'ancienne au cognac - fabrication artisanale à la meule de pierre - 200g,3760023008038,200 g,['Bocal'],['fabrication artisanale à la meule de pierre'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",['Sans conservateurs'],"['la moutarderie confiserie', '17490 gourvillette']",,,['France'],"['Graines de moutarde', 'vinaigre', 'vin blanc ', 'contient des sulfites', 'eau', 'cognac 5%', 'sel de mer', 'épices']","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,B,"['Moutarde', 'Anhydride sulfureux et sulfites']",57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,
355,Pain waldkorn,0209270007744,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
356,Bouillon tablette - Maggi - 60x 10g,6181002001418,60x 10g,,['Maggi'],"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons cubes']",,,,,['France'],"['Sel iodé ', '53,79%', 'Amidon', 'Sucre', 'Exhausteurs de goût : glutamate de sodium', 'guanylate de sodium et inosinate de sodium', 'Oignon', 'Huile de palme raffinée', 'Arômes ', 'Boeuf', 'livèche', 'Sirop de glucose', 'Colorant: Caramel E150c', 'Eau', 'Pyrophosphate de fer', 'Emulsifiant: Lécithine de soja', 'Poivre', 'Piment']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,173,+4%,724 kj(173 kcal),+1%,"3,7",-53%,"2,2",-43%,29,+67%,"12,3",+153%,"5,2",-8%,"2,7",-90%,"1,08",-90%,,,,,,['Soja'],,,,,,,,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E322i - Lécithine']",,,,,['Huile de palme']
357,Tapioca - Tipiak,3600900020701,,,['Tipiak'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines']",,,,,"['France', 'Espagne']",[],[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,362,-4%,1515 kj(362 kcal),-4%,0,-100%,0,-100%,90,+49%,0,-100%,0,-100%,0,-100%,0,-100%,4,,C,,,,,,,,,,,,,,,,,
358,Energy fruit jellies mix - Aptonia,3583787903414,,,['Aptonia'],"['Snacks', 'Snacks sucrés', 'Confiseries']",,,,,['France'],[],[],,0.5 g,en faible quantité,0.1 g,en faible quantité,65 g,en quantité élevée,0.11 g,en faible quantité,?,,331,-21%,1385 kj(331 kcal),-21%,"0,5",-97%,"0,1",-98%,82,+23%,65,+31%,"0,5",-88%,"0,11",-25%,"0,044",-25%,14,-23%,D,-23%,,,,,,,,,,,,,,,,
359,Mejillones en escabeche picante - Calvo,8410090821546,,,['Calvo'],"['Conserves', 'Produits de la mer', 'Mollusques', 'Moules', 'Moules en conserve', ""Moules à l'escabèche""]",,,,,"['France', 'Espagne']",[],[],,19 g,en quantité modérée,2.4 g,en quantité modérée,0 g,en faible quantité,1.4 g,en quantité modérée,?,,231,+16%,967 kj(231 kcal),+16%,19,+40%,"2,4",+15%,0,-100%,0,-100%,13,-17%,"1,4",+4%,"0,56",+4%,5,-10%,C,-10%,D,,45.9%,19.9%,28.9%,3.5%,0.9%,0.9%,45,,,,,,,
360,Feuillete au saumon et aux epinards,3033124718602,,,,,,,,,['France'],[],[],,,,,,,,,,?,,297,,1243 kj(297 kcal),,18,,11,,25,,"2,1",,"7,9",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,
361,ASDA diet cloudy lemonade - 2l,21107443,2l,"['Bottle', 'bottle(s)']","['Asda', 'Aldi']","['Boissons', 'Boissons gazeuses', 'Sodas']",,,,,"['France', 'Allemagne', 'Royaume-Uni']",[],[],,,,,,0 g,en faible quantité,,,?,,1,-96%,4 kj(1 kcal),-97%,?,,,,0,-100%,0,-100%,?,,,,,,,,,,,,,,,,,,,,,,,,,
362,Margarine 60% -  - 500g,,500g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",,['Pays-Bas'],,,['France'],"['eau', 'huiles végétales ', 'huile de colza ', '33%', 'beurre de karité ', '24%', 'huile de lin ', '2%', 'sel', 'émulsifiant : mono - et diglycérides\rd’acides gras', 'jus de carotte', 'jus de citron', 'arôme naturel', 'vitamines : A', 'D', 'E']","[""Pourrait contenir de l'huile de palme""]",4,60 g,en quantité élevée,14 g,en quantité élevée,0.12 g,en faible quantité,1.52 g,en quantité élevée,?,,540,+5%,2259 kj(540 kcal),+7%,60,+7%,14,-14%,"0,13",-68%,"0,12",-50%,?,,"1,524",+168%,"0,61",+168%,,,,,B,,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,['Pays-Bas'],"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,Tartine et cuisson,,,
363,Romaine lettuce,4088600166186,,,,,,,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
364,Donuts - 6x 55g,3661423015964,6 x 55 g,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,['France'],[],[],,20 g,en quantité modérée,12 g,en quantité élevée,13 g,en quantité élevée,1.1 g,en quantité modérée,?,,392,-4%,1640 kj(392 kcal),-4%,20,-12%,12,+13%,46,+3%,13,-23%,"5,6",-5%,"1,1",+16%,"0,44",+16%,20,+3%,E,+3%,B,,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,
365,Cappuccino caramel,3660146500924,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
366,Bananes - Casino,0205411013711,,,['Casino'],,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,['Casino'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
367,Minceur triple action,3660005023816,,,,,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,
368,"Biscuits ""kunzhutnoe"" Sdobin(box12)300g",4030957791740,,,,,,,,,['France'],[],[],,,,,,,,,,?,,529,,2213 kj(529 kcal),,31,,10,,52,,15,,"9,3",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,,,,
369,Nutty Cocoa Bircher,00668149,,,,,,,,,['France'],[],[],,,,,,,,,,?,,142,,594 kj(142 kcal),,"3,8",,"1,4",,"20,4",,"10,8",,5,,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,
370,Barre proteine,22030542,,,,,,,,,['France'],[],[],,,,,,,,,,?,,364,,1523 kj(364 kcal),,11,,"6,7",,34,,20,,32,,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,
371,0074312157455,0074312157455,,,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,
372,Grenade carb killa shake,5060221203630,,,,,,,,,['France'],[],[],,,,,,,,,,?,,60,,251 kj(60 kcal),,"2,2",,"1,5",,"2,7",,"2,5",,"7,4",,"0,28",,"0,112",,,,,,,,,,,,,,,,,,,,,
