,name,bar_code,eco_score,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,traceability_code,additives,allergens,labels,manufacturing,ingredients_origins,generic_name,origin_detail,producer_info,palm_ingredients,link
185,Tisane petit déjeuner  - Hildegarde de Bingen - 30g,3560467790496,A,['Hildegarde de Bingen'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'Boissons sans sucre ajouté']",['BioCoop'],['France'],"['églantier ', 'cynorhodon', ' bio', 'morceaux de pommes bio', 'citronnelle bio', 'menthe verte bio', 'hibiscus bio 12%', 'fraise bio', 'pâquerette bio', 'bleuet bio', 'calendula bio']",[],1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,3,-40%,?,,3 kj(1 kcal),-50%,0,-100%,0,-100%,"0,2",-26%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,30 g,['Carton'],,,,"['Bio', 'Bio européen', 'CZ-BIO-002']","['Aromandise', '140 rue des Walkyries', 'ZA Parc Eureka', '34000', 'Montpellier', 'France']",,,,,,http://www.aromandise.co
186,Tisane Bonne Nuit Bio - 20 Sachets - Hildegarde De Bingen - Aromandise - 20g,3560467790519,A,['Aromandise'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'Infusions Bonne Nuit']",['Intermarché'],['France'],"['Mélisse* ', '46 %', 'feuille de mûre*', 'fleur de sureau*', 'thym*', 'verveine citronnée*', 'souci*', 'bleuet*', ""pétales de tournesol*\r*Produit issu de l'agriculture biologique""]",[],1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,4,+100%,17 kj(4 kcal),+112%,0,-100%,0,,0,-100%,0,-100%,0,-100%,0,,0,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,20 g,['Sachet'],,,,"['Bio', 'Bio européen', 'CZ-BIO-002', 'Agriculture UE/Non UE']",,,Tisane Bonne Nuit,,,,
187,Aromate Salade Bonheur,3560467790595,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
188,FLEUR a CROQUER BOUTONS DE ROSE,3560467790618,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
189,Fleurs D Epices Crepes Et Gateaux - Aromandise,3560467790731,,['Aromandise'],,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'AT-BIO-301', 'Agriculture UE/Non UE']",,,,,,,
190,"Epicerie / Condiments, Aides Culinaires / Fleurs D'épices - Aromandise",3560467790885,,['Aromandise'],,,['France'],"['Coriandre*', 'curcuma* ', 'citronnelle*', 'cumin* ', 'moutarde jaune* ', 'gingembre* ', 'paprika doux*', 'sauge* ', 'fenugrec*', 'aill ', 'romarin* ', 'pétales de enouil* celendula*', ""thym* rcduit issu de l'agriculture""]",[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
191,Voie Lactée / Fleurs D'épices - Aromandise,3560467790892,,['Aromandise'],,,['France'],"[' opuceqt', ""'l Op""]",[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
192,Tisane - Aromandise,3560467791318,,['Aromandise'],,,['France'],[],[],,,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'CZ-BIO-002', 'Agriculture UE/Non UE']",,,,,,,
193,Tisane Detox,3560467791332,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,,,,
194,Aromandise Thé Vert Jasmin Bio - Boîte De,3560468792130,,,,,['France'],[],[],,,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'CZ-BIO-002', 'Agriculture UE/Non UE']",,,,,,,
195,Tisane De Printemps,3560468792246,,,,,['France'],[],[],,,,,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'CZ-BIO-002']",,,,,,,
196,Thé Bio / Thé Noir et boutons de rose - Aromandise,3560468793083,,['Aromandise'],['Boissons'],,['France'],"['sachet de thé ', '40g', ' : feuilles de thé noir* Camelia sinensis ', ' sachet de rose ', '12g', "" : boutons de rose* Rosa damascenl *Produit issu de l'agriculture biologique"", ' Dose recommandée pour un maximum de bienfaits : 2,5g de thé noirparjour ', '1 cc rase équivaut à 1,8g', ' Ne peut remplacer une alimentation variée', 'équilibrée et un mode de vie sain', ' Il est recommandé de respecter les doses conseillées']",[],,4.2 g,en quantité modérée,0.8 g,en quantité modérée,1.8 g,en faible quantité,0.016 g,en faible quantité,?,,177,+216%,741 kj(177 kcal),+207%,"4,2",+1110%,"0,8",+578%,7,-38%,"1,8",-81%,"22,3",+4396%,"0,016",-61%,"0,006",-61%,12,+57%,E,+57%,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
197,Cristaux d'huiles essentielles de bergamote - Florisens - 20g,3560468795131,,['Florisens'],['Epicerie'],,['France'],"[""Poudre d'agave tequilana*"", 'huiles essentielles de bergamote*', 'citrus aurantium ssp bergamia ', ' zeste', ""*produits issus de l'agriculture biologique""]",[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,20g,['Flacon plastique'],,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10', 'Anti-stress', ""Cristaux d'Huiles Essentielles florisens""]",,"['Union européenne', 'Hors Union européenne']",arôme alimentaire,,,,
198,cajou verveine - Barressentielle,3560468796084,,['Barressentielle'],,,['France'],"['noix de cajou* 65%', 'sirop de maltose*', 'sucre de canne ', ""cristaux d'huiles essentielle de verveine* 0,5% "", ""poudre d'agave tequilana*"", 'huile essentielle de verveine exotique* 4%', 'poudre de verveine* 1%', "" * Produit issu de l'agriculture biologique""]","['Végétalien', 'Végétarien']",,,,,,,,,,?,,520,,2176 kj(520 kcal),,"30,2",,6,,"50,8",,"32,7",,10,,"0,06",,"0,024",,,,,,,,,,,,,,,,,['Fruits à coque'],"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'GR-BIO-01', 'Sans lactose']",,,,,,,
199,Sarrasin torréfié sobacha - Aromandise,3560468797111,,['Aromandise'],,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,
200,Épicés santé digest - Aromandise,3560468797517,,['Aromandise'],,,['France'],"['sarriette* ', '21 ,7%', 'coriandre* t armoise* ', 'carvi* ', '1 3%', 'galanga*', 'trigonelle livèche* thym citron* ', 'persil*', "" * Produit issu de l'agriculture biologique""]",[],,,,,,,,,,?,,306,,1280 kj(306 kcal),,"7,5",,"0,9",,31,,21,,13,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AT-BIO-301']",,,,,,,
201,Lapacho thé d'origine Brésil - Aromandise,3560468797579,,['Aromandise'],,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
202,Pur jus de pomme -,3560483510153,C,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,['France'],[],[],,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.01 g,en faible quantité,?,,182,+296%,761 kj(182 kcal),+298%,0,-100%,0,-100%,10,-9%,10,-4%,"0,4",+83%,"0,01",-20%,"0,004",-20%,7,+69%,D,+69%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,"['EMB 42271B', 'Saint-Paul-en-Jarez (Loire, France)']",,,['Fabriqué en France'],,,,,,,
203,Fromage Chèvre 200g - La Ferme De Peyret - 200g,3560501200004,,['La Ferme De Peyret'],,,['France'],['Fabriqué par La Ferme de Peyret 82120 GENSAC'],[],,,,,,,,,,?,,325,,1360 kj(325 kcal),,27,,18,,1,,1,,20,,0,,0,,,,,,,,,,,,,200 g,,,,,,,,,,,,
204,P'tit Cabri,3560501210003,,,,,['France'],[],[],,,,,,,,,,?,,222,,929 kj(222 kcal),,"17,2",,10,,"2,03",,"1,5",,"13,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Millet - Ofal,3560501470001,,['Ofal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Millet']",,['France'],"['possible > ', 'server dans un endroit frais', ""sec et à l'abri de la IUmière"", ' nations Nutrltlonnelles: doté de bonnes qualités nutritionnelles grâce à sa richesse en fibres naturellement sans gluten', ""est une céréale très digeste ails de préparation: r le millet dans une casserole puis ajouter 2 fois son volume d'eau à ébullition"", 'saler et couvrir', "" Laisser cuire à feu doux pendant 20 à absorption totale de l'eau"", ' Èlls dlutiljsatlon: let se déguste en accompagnement', 'en gratin', 'en farces ou en so galement délicieux froid en salade', ' Ce paquet contient 8 portions de 60 g', ' AQR* portion Par portion Pour 100 Décla nutrlt', ' Mo tsos,2 kJ/3S6,']",[],,4.2 g,en quantité modérée,0.07 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,356,+1%,1490 kj(356 kcal),0%,"4,2",+14%,"0,07",-90%,64,-2%,"0,5",-59%,11,+7%,"0,01",+33%,"0,004",+33%,-6,,A,,,,,,,,,,,,,,"['Bio', 'en:gluten-free']",,,,,,,
206,Lait entier,3560600267243,D,,"['Produits laitiers', 'Laits', 'Laits entiers']",,['France'],[],[],,9 g,en quantité modérée,6 g,en quantité élevée,12 g,en quantité modérée,1 g,en quantité modérée,?,,161,+144%,674 kj(161 kcal),+142%,9,+142%,6,+153%,12,+151%,12,+153%,8,+142%,1,+755%,"0,4",+755%,13,+723%,D,+723%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,
207,3560680004004,3560680004004,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Colin d'alaska,3560780111817,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,"5,8",,"0,7",,16,,"1,5",,12,,"0,83",,"0,332",,,,,,,,,,,,,,,,,,,,,,,,,
209,Oursons guimauve chocolat au lait - Carrefour,3560780339495,,['Carrefour'],,['Carrefour'],['France'],"['Sirop de glucose-fructose', 'sucre', 'eau', 'beurre de cacao', 'pâte de cacao', 'poudre dé lait écrémé', 'gélatine de porc', 'matière grasse de lait anhydre', 'lactosérum en poudre', 'émulsifiant : lécithines ', 'tournesol', 'arômes', ' Peut contenir des traces de fruits à coque et de gluten,']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,366,,1531 kj(366 kcal),,"9,4",,"5,8",,66,,53,,"4,1",,"0,08",,"0,032",,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E322i - Lécithine']",,,,,,,,,
210,Galette de blé noir - Carrefour,3560780365807,B,['Carrefour'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",['Carrefour'],['France'],"['Eau', 'jambon 22% Oarnbon do 1 BOA', 'eau', 'Sirop de de pcyc déshydraté ', 'eau', 'os', 'viande de porc', 'ct', 'j0fUf6 do potassium', ""cm' érythorbate de sodium et rjitne de sodium"", 'farine do blé noir rm-zzaretla 9,7% [lafl pasteurisé', 'antiaooiomérant : ', 'A gerne ', 'geme', 'sta iljsants : carraohénanes', 'amidon tranaform6 de mais', 'glucnno-defta-lactone', 'conservateurs : sorbate de potassium et adstate? dextrose', 'arôrne naturel de poivre', "" Peut contenir des traces d'œufs et do blé ? Origine : La galette de blé noir est fabriquée à partir de farine de blé noir Of' Elle est gamie de iambon fabriqué à partir de viande de porc "", 'forigine UE', 'f6t? Je lait est origine Éran? et de la mozzarella dont le lait est origine UE', ' Préparation : A la poêle : Mettez la galette dans une p06ie pendant 6 à 7 doux avec une noix de beurre sans retoumer la galette', ' Au micro-ondes : Retirez le film', 'mettez la barquette au micro-ondes 2 m Au four thermique : Préchauffez votre four à 21 OOC ', 'Th 71', ""puis placez la avec une noix de beurre en recouvrant le plat d'un papier a uminium penda Attention"", 'ne pas mettre la barquette au four', ""Conservation : À consommer iusqu'au : voir la date indiquée sur le film"", ' À ct oc et +40C et à consommer dés ouverture', ' Conditionné sous atmosphère']","['Non végétalien', 'Non végétarien']",,7 g,en quantité modérée,4 g,en quantité modérée,1 g,en faible quantité,1 g,en quantité modérée,?,,723,+308%,3025 kj(723 kcal),+308%,7,+80%,4,+152%,14,-49%,1,+39%,12,+76%,1,-24%,"0,4",-24%,15,+191%,D,+191%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,['Fabriqué en France'],,,,,,,
211,Pain de mie sans croûte - Carrefour,3560780433063,B,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie', 'Pains de mie sans croûte']",['Carrefour'],['France'],[],[],,2.5 g,en faible quantité,0.3 g,en faible quantité,7.5 g,en quantité modérée,1.1 g,en quantité modérée,?,,246,-3%,1029 kj(246 kcal),-4%,"2,5",-30%,"0,3",-37%,47,+3%,"7,5",+10%,"7,6",-3%,"1,1",+2%,"0,44",+2%,4,+196%,C,+196%,56.3%,23.2%,13.4%,6.2%,0.9%,0.0%,93,,,,,,,,,,,,,
212,"intensément pétillante citron vert,citron - Carrefour",3560780580439,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Bolognaise - Carrefour,3560780677795,E,['Carrefour'],"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",['Carrefour'],['France'],[],[],,4.6 g,en quantité modérée,1.6 g,en quantité modérée,5.8 g,en quantité modérée,0.96 g,en quantité modérée,?,,93,+7%,389 kj(93 kcal),+8%,"4,6",+12%,"1,6",+31%,"6,6",+1%,"5,8",+22%,"5,2",+16%,"0,96",-13%,"0,384",-13%,4,+75%,C,+75%,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,,,,,,,,,,,
214,Ravioli boeuf,3560780708000,E,,"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",,['France'],[],[],,7.6 g,en quantité modérée,2.9 g,en quantité modérée,2 g,en faible quantité,0.86 g,en quantité modérée,?,,259,+90%,1084 kj(259 kcal),+93%,"7,6",+119%,"2,9",+140%,38,+104%,2,-21%,"8,4",+52%,"0,86",-3%,"0,344",-3%,3,+38%,C,+38%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,,,,,['Fabriqué en Italie'],,,,,,,
215,Coktail fruit - Carrefour,3560780713646,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,,?,,367,,1536 kj(367 kcal),,"6,8",,"6,3",,72,,67,,2,,"0,31",,"0,124",,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,
216,Bricohe tressée,3560780798414,,,,,['France'],[],[],,,,,,,,,,?,,368,,1540 kj(368 kcal),,14,,"5,6",,53,,15,,7,,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,,,
217,Chocolat dessert lait - Carrefour,3560780821280,,['Carrefour'],,['Carrefour'],['France'],[],[],,,,,,,,,,?,,549,,2297 kj(549 kcal),,34,,21,,53,,53,,"7,5",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,,
218,Gnocchi aux pommes de terre - Carrefour,3560780848447,B,['Carrefour'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",['Carrefour'],['France'],[],[],,0.5 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,1.5 g,en quantité modérée,?,,160,-4%,669 kj(160 kcal),-5%,"0,5",-64%,"0,2",-46%,35,+6%,"0,5",-58%,3,-29%,"1,5",+33%,"0,6",+33%,6,+68%,C,+68%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,,['Fabriqué en Italie'],,,,,,,
219,Mini mozzarella,3560780913572,,,,,['France'],[],[],,,,,,,,,,?,,247,,1033 kj(247 kcal),,19,,13,,1,,1,,18,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,
220,Sauce vinaigrette - Carrefour,3560780927975,D,['Carrefour'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['Carrefour'],['France'],[],[],,49 g,en quantité élevée,6.2 g,en quantité élevée,1.8 g,en faible quantité,2.1 g,en quantité élevée,?,,460,+27%,1925 kj(460 kcal),+28%,49,+33%,"6,2",+64%,2,-58%,"1,8",-45%,"0,5",-15%,"2,1",+9%,"0,84",+9%,20,+34%,E,+34%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,
221,Jambon superieur sans couenne au torchon - Carrefour,3560780955169,E,['Carrefour'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Jambon sans couenne']",['Carrefour'],['France'],"['Jambon de porc', 'sel', 'bouillons ', 'eau', 'os et viande de porc', 'oignon', 'ail', 'poivre', 'muscade', 'clou de girofle', 'thym', 'laurier', 'sirop de glucose', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de']","['Non végétalien', 'Non végétarien']",4,2.1 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en faible quantité,1.9 g,en quantité élevée,?,,109,-17%,456 kj(109 kcal),-17%,"2,1",-56%,"0,7",-62%,"0,9",+35%,"0,8",+34%,22,+4%,"1,9",+2%,"0,76",+2%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['EMB 29097B', 'Lampaul-Guimiliau (Finistère, France)']",['E316 - Érythorbate de sodium'],,"['Viande Française', 'Viande Porcine Française', 'Fabriqué en France', 'Qualité supérieure']",,,,,,,
222,Viande des grisons,3560780955763,,,"['Viandes', 'Bœuf', 'Préparations de viande', 'Préparations de viande bovine', 'Viandes séchées', 'Viande des grisons']",,['France'],[],[],,4.1 g,en quantité modérée,1.6 g,en quantité modérée,0.7 g,en faible quantité,4.8 g,en quantité élevée,?,,199,+1%,833 kj(199 kcal),+1%,"4,1",+6%,"1,6",+4%,"1,2",+45%,"0,7",+16%,39,-1%,"4,8",+2%,"1,92",+2%,13,+2%,D,+2%,,,,,,,,,,,,,['Fabriqué en Suisse'],,,,,,,
223,Veggie - Carrefour,3560781081348,,['Carrefour'],,['Carrefour'],['France'],"['lacaronide pois chicne» - Êogdemacaronidepoischiches •arotte', '1 poivron rouge et 1 poivron jaune', 'coupés en brunoise ', 'gde champignons émincés ignon ciselé Imldelaitdecoco py', 'ail en poudre', 'paprika', ""gingembre moulu ile d'olive"", ""sel et poivre pour l'assaisonnement une casserole"", ""faire revenir les oignons et les légumes pendant ninutes avec une cuillère d'huile d'olive"", ' Ajouter ensuite le tait de et laissercuire 5 minutes', ' Ajouter les épices selon votre convenance oûtant la sauce', ' s une casserole', ""porter de l'eau salée à ébullition"", '- AjòUtetdO Ironi de pois chiches', ""laisser cuire pendant 8 minutes' ter les pâtes à la sauce"", 'bien mélanger et servir lité de farine de pois chiches', ' gents : Farine de pois chiches 100%', ' : Ces pâtes sont fabriquées en Italie a liches cultivés en Union Européenne,? ', 'États-Unis et Argentine', ' vation :']",[],,,,,,,,,,?,,363,,1519 kj(363 kcal),,"5,7",,"0,9",,55,,"2,5",,19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
224,Moyen double noix -,3560838340404,,,,,['France'],[],[],,,,,,,,,,?,,380,,1590 kj(380 kcal),,"14,8",,"1,34",,53,,"29,4",,"7,2",,"0,026",,"0,01",,,,,,,,,,,,,,,,,,,,,,,,,
225,Gâteau à la pate de Taro - Asie D’ivry Sarl,3560838340503,,['Asie D’ivry Sarl'],,,['France'],"['Crème de Taro', 'sucre', 'farine de blé', 'arôme: vanilline', 'conservateur: Propionate de calcium', 'colorant naturel', ' *Peut contenir des traces de lait', 'amande', 'oeuf', 'arachide et autres fruits à coque']",[],4,,,,,,,,,?,,342,,1431 kj(342 kcal),,"11,2",,"0,89",,"54,6",,"31,3",,"4,5",,0,,0,,,,,,,,,,,,,,,,['E282 - Propionate de calcium'],"['Gluten', 'Lait']",,,,,,,,
226,Tablette au sésame - Asie D'Ivry,3560838341203,,"[""Asie D'Ivry""]",,,['France'],"['Sésames', 'sucre', 'maltose']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,,?,,520,,2176 kj(520 kcal),,"27,8",,"4,5",,"52,6",,"43,8",,15,,"0,073",,"0,029",,,,,,,,,,,,,,,,,"['Lait', 'Graines de sésame']",,,,,,,,
227,3561152936649,3561152936649,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,Le Trinquelin - Abbaye de la Pierre-qui-Vire - 550g,3561240001037,B,['Abbaye de la Pierre-qui-Vire'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages au lait cru']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,550 g,"['Plastique', 'Film']","['FR 89.349.001 CE', 'Saint-Léger-Vauban (Yonne, France)']",,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10']",,,,,,,
229,Pastilles chocolat 70% cacao sans sucre - Torras,3561292093899,E,['Torras'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats édulcorés', 'Chocolats noirs', 'Chocolats noirs aux édulcorants']",,['France'],[],[],,44 g,en quantité élevée,26 g,en quantité élevée,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,523,+5%,2188 kj(523 kcal),+5%,44,+13%,26,+14%,28,-25%,"0,5",-39%,8,+10%,"0,1",+160%,"0,04",+160%,16,+21%,D,+21%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,"['en:gluten-free', 'Avec édulcorants']",,,,,,,
230,Couicortio,3561292216144,,,,,['France'],[],[],,,,,,,,,,?,,626,,2619 kj(626 kcal),,48,,36,,43,,42,,"4,3",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,
231,Mélange de six fruits - Terre Fraicheur,3561421009173,,['Terre Fraicheur'],,,['France'],"['Mélange de fruits en proportion variable 70% ', 'PO de Acidifiant : E330', 'AnËoxydantE3C0']",[],,,,,,,,,,?,,56,,234 kj(56 kcal),,"0,2",,"0,03",,"12,1",,"11,8",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,"['EMB 91386B', 'Mennecy (Essonne, France)']",['E330 - Acide citrique'],,,,,,,,,
232,Pate landais,3561650002129,,,,,['France'],[],[],,,,,,,,,,?,,326,,1364 kj(326 kcal),,28,,11,,"2,3",,0,,15,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,
233,Caramels Bretons au beurre salé - La Maison d'Armorine,3561770000067,,"[""La Maison d'Armorine""]",,,['France'],[],[],,,,,,,,,,?,,418,,1749 kj(418 kcal),,"12,5",,7,,72,,"47,4",,"4,3",,"1,08",,"0,432",,,,,,,,,,,,,,,,,,,,,,,,,
234,Caramels au beurre salé et au sel de Guérande,3561770000111,,,,,['France'],[],[],,,,,,,,,,?,,200,,837 kj(200 kcal),,"12,5",,7,,72,,"47,4",,"4,3",,"1,08",,"0,432",,,,,,,,,,,,,,,,,,,,,,,,,
235,Caramel - Le Salidou,3561770000135,,['Le Salidou'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels']",,['France'],"['CARAMELS BEURRE SALÉ Carré caramel Ingrédienu : sirop de glucœe', 'sucre', 'conceftré sucré', 'beurre ', 'loft', ' frajs ', '10%', 'poudre de sel de Guérande ', '08%', 'fleur de sel Guérarée ', '0', '3%', 'Valeur tms', ' Énetuie ', ' 418 kca\\/1761 Matières grasses 12 7 g', 'Glucides 724 Protéine 1079', "" Peut anurtir des tr•œs trtà i NO lot : 172i40024A A consomme de %ids net pérence 17%4/18 3 561770 IA MAISON D'ARMORINEQUIBERON-FRANCE""]",['Non végétalien'],,12.5 g,en quantité modérée,7 g,en quantité élevée,47.4 g,en quantité élevée,1.07 g,en quantité modérée,?,,418,+9%,1749 kj(418 kcal),+9%,"12,5",+28%,7,+13%,72,-1%,"47,4",-7%,"4,3",+134%,"1,07",+65%,"0,428",+65%,25,+19%,E,+19%,,,,,,,,,,,,"['Lait', 'Aucun']",,,,,,,,
