,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,additives,nova_score,categories,eco_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,packaging,manufacturing,markets,traceability_code,allergens,palm_ingredients,link,ingredients_origins,brand_owner
966,Aperto energy - 250ml,7612820010416,['Aperto'],"['France', 'Suisse']","['eau', 'sucre', 'glucose', ""acidifiant' larbonique"", 'taurine ', '400mg/100ml', ' correctetrl: de sodium', 'caféine 100ml', 'inositol', 'vitamines ', 'niacine', 'acid9 ', ' B12', 'arôme', 'polorants ', 'caramel', 'ribofla iNàhMertangaben ro']",[],?,45,188 kj(45 kcal),0,0,11,11,0,0,0,,,4,"['Boissons', 'Boissons avec sucre ajouté']",,0 g,en faible quantité,0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,-47%,-49%,-100%,-100%,-44%,-40%,-100%,-100%,-100%,15,+26%,E,+26%,,,,,,,,,250 ml,,,,,,,,,
967,French Dijon à la moutarde gros grains - THOMY - 450ml,7613030009139,['THOMY'],"['France', 'Suisse']","['Eau', 'huile de tournesol', 'vinaigres de table', 'moutarde 11% ', 'vinaigre de table', 'eau', 'graines de moutarde', 'sel de cuisine iodé', 'sucre', ""épices et extrait d'épice"", 'sel de cuisine iodé', 'sucre', ""jaune d'œuf"", 'ail', 'amidon modifié', 'épaississant ', 'gomme xanthane', 'arôme ', 'avec blé et soja', 'épices', 'exhausteurs de goût ', 'glutamate de sodium', 'E631', 'extrait de légume ', 'avec émulsifiant: lécithine de soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",877,?,877 kj(210 kcal),"21,2","2,7","2,8","2,1","0,9",3,"1,2",,"['E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E631 - Inosinate disodique', 'E322i - Lécithine']",4,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",D,21.2 g,en quantité élevée,2.7 g,en quantité modérée,2.1 g,en faible quantité,3 g,en quantité élevée,-34%,,-42%,-42%,-28%,-41%,-36%,+54%,+56%,+56%,14,-6%,D,-6%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,sauce salade à la moutarde,450 ml,,,,,"['Œufs', 'Moutarde', 'Soja']",,,,
968,Kisiel z cukrem,7613030333227,,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,9","7,1",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,Winiary Cranberry Flavoured Soft Jelly With Sugar 77 G,7613030333357,,['France'],[],[],?,48,201 kj(48 kcal),0,0,"11,9","7,1",0,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,CLASSICS French aux herbes - THOMY,7613030509929,['THOMY'],"['France', 'Suisse']","['Eau', 'vinaigres de table', 'huile de tournesol', 'sel de cuisine iodé', 'moutarde', 'amidons modifié', ""jaune d'oeuf"", 'sucre', 'exhausteur de goût ', 'glutamate de sodium', 'légumes déshydratés ', 'ail', 'oignons', 'herbes 0', '1% ', 'persil', 'ciboulette', 'aneth', 'épaississant ', 'gomme xanthane', ""épices et extrait d'épice"", 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",795,?,795 kj(190 kcal),"18,6",3,"3,7","1,7","1,2","2,8","1,12",,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Moutarde']",,,,
971,Maggi,7613030711773,['Maggi'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Strawberry - Movenpick,7613030838531,['Movenpick'],['France'],"['Purée et jus de fraise ', 'partiellement à base de concentré', ' ', '23 %', 'crème', 'sucre', 'lait entier', 'morceaux de fraises ', '8 %', 'eau', 'sirop de glucose', 'dextrose', 'amidons ', 'tapioca', 'riz', 'lait écrémé en poudre', 'jus de citron concentré', 'protéines de lait', ""jaune d'oeuf"", 'petit - lait en poudre', 'concentrés de fruits et légumes ', 'betterave rouge', 'potiron', 'pomme', 'carotte', 'extrait de pomme en poudre', ""fibres d'agrumes"", 'arômes naturels', 'sirop de sucre inverti', ' Peut contenir des fruits à coque']",['Non végétalien'],?,210,879 kj(210 kcal),8,4,32,28,2,0,0,,,4,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",B,8 g,en quantité modérée,4 g,en quantité modérée,28 g,en quantité élevée,0 g,en faible quantité,,-10%,-10%,-32%,-47%,+15%,+20%,-37%,-100%,-100%,11,-18%,D,-18%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,Rahmeis Erdbeer mit Erdbeerstückchen (8%),,,,,,"['Œufs', 'Lait', 'Fruits à coque']",,,,
973,The Art Of Swiss Ice Cream Vanilla Dream - Mövenpick - 175ml,7613030838609,['Mövenpick'],"['France', 'Suisse']","['Crème', 'lait entier', 'sucre', 'sirop de glucose', 'dextrose', 'petit-lait en poudre', 'lait écrémé en poudre', 'protéines de lait', 'amidon ', 'tapioca', ""jaune d'œuf"", 'arôme naturel de vanille Bourbon', ""fibres d'agrumes"", 'concentrés de fruits et légumes ', 'potiron', 'pomme', 'graines de vanille épuisées', 'sirop de sucre caramélisé', ' Peut contenir des fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1070,?,1070 kj(256 kcal),"14,8","8,2","26,4","21,8","3,7","0,15","0,06",,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 ml,,,,,"['Œufs', 'Lait']",,,,
974,Sorbet fruit de la passion avec morceaux de mangue - Mõvenpick - 175ml,7613030838883,['Mõvenpick'],"['France', 'Suisse']","['Pulpe de fruit de la passion ', '31 %', 'eau', 'sucre', 'sirop de glucose', 'mangue ', '7 %', 'jus de citron à base de concentré de citron', '4', '5 %', 'dextrose', 'épaississants ', 'farine de graines de caroube', 'pectines', 'protéines de lait', 'arôme naturel', ""fibres d'agrumes"", ' Peut contenir des fruits à coque']",['Non végétalien'],603,?,603 kj(144 kcal),"0,2","0,09","32,6","31,2","0,09","0,02","0,008",,"['E410 - Gomme de caroube', 'E440 - Pectines']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 ml,,,,,['Lait'],,,,
975,"After Eight - Nestlé - 300g, boite de 36mints",7613030959496,"['Nestlé', 'After eight']",['France'],"['sucre', 'pâte de cacao', 'sirop de glucose', 'beurre de cacao', 'matière grasse de lait anhydre', 'arôme naturel', 'lait écrémé en poudre', 'petit-lait en poudre', 'stabilisant : invertase', 'sel', 'émulsifiant: lécithine de tournesol', 'acidifiant: acide citrique', 'huile essentielle de menthe', 'arôme naturel de vanille', ' Ce produit contient 18 portions', ' Portions à adapter pour les enfants selon leur âge']",['Non végétalien'],?,426,1782 kj(426 kcal),"12,9","7,4","73,2","63,6","2,3","0,13","0,052",,"['E1103 - Invertase', 'E322i - Lécithine', 'E330 - Acide citrique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"300g, boite de 36 mints",['boite de carton'],['Allemagne'],,,,,,,
976,Branches Cailler,7613031098040,['Cailler'],['France'],[],[],?,545,2280 kj(545 kcal),"34,6","13,5",50,"46,5","8,3","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Yaourt Framboise Vanille - Hirz - 180g,7613031215836,['Hirz'],['France'],[],[],?,98,410 kj(98 kcal),"2,9","1,7",13,12,"4,2","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180g,['Pot'],,,,,,,,
978,Napolitains - Cailler,7613031226405,['Cailler'],['France'],[],[],?,561,2347 kj(561 kcal),"35,3","18,4","50,9","49,8","8,6","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,2 Fois 250 Grammes Risotto Champignon P'tite Soupe Nestlé - 2* 250g,7613031274918,['Nestlé'],['France'],[],[],?,68,285 kj(68 kcal),"2,1","0,2","9,9","2,9","2,1","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2* 250 g,,,,,,,,,
980,Smarties 380g,7613031302116,,['France'],[],[],?,478,2000 kj(478 kcal),"19,6","11,3","69,5",64,"5,3","0,14","0,056",,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons dragéifiés']",,19.6 g,en quantité modérée,11.3 g,en quantité élevée,64 g,en quantité élevée,0.14 g,en faible quantité,,+13%,+14%,+63%,+74%,-9%,+12%,+71%,+28%,+28%,25,+30%,E,+30%,,,,,,,,,,,,,,,,,,
981,Nature - Nestea - 250g,7613031336227,"['Nestea', 'Nestlé Professional']",['France'],"['Sirop de glucose', 'extrait de thé 13,1%', 'acidifiant : acide citrique', 'antiagglomérant : phosphate tricalcique', 'arômes']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1531,?,1531 kj(366 kcal),"0,7",0,"80,9","80,9","3,1",0,0,,"['E330 - Acide citrique', 'E341iii - Phosphate tricalcique']",4,"['Boissons', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées', 'Boissons avec sucre ajouté']",,,,,,,,,,+15%,,+22%,-87%,-100%,+85%,+121%,-77%,-100%,-100%,,,,,,,,,,,,Préparation en poudre pour boisson au thé,250 g,"['Sachet', 'Plastique']",,,,,,https://www.nestleprofessional.com/france/fr/Documents/Fiches_Techniques/FT_Boissons/NPRO%202011/7613031336227-2011-05.pdf,,
982,P'tite Recette Parmentiere de Colin - Nestlé,7613031353170,['Nestlé'],['France'],"['de Eau de cuisson', 'Panais', 'Comn 10%', 'Maïs', 'Crème', 'Oignons', 'Semoule de riz', 'Amidon', 'Huils végéta!$ ', 'ab', 'tournesol', 'Persil 0,270', 'Sel main', ' Smt5']",['Non végétalien'],?,64,268 kj(64 kcal),"1,8","0,8","9,3","1,1","2,1","0,2","0,08","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Lait'],,,,
983,Nestle Oats And More Almond Cereal 425G,7613031356225,,['France'],[],[],?,404,1690 kj(404 kcal),"8,8","1,3",67,25,11,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,Chocolat En Poudre Intense - 500G - Nestlé,7613031396108,['Nestlé'],['France'],"['chocolat en poudre 53% ', 'sucre', 'cacao', 'cacao maigre 35%', 'sucre', 'épaississant : E415', 'arôme vanille', 'canelle', ' Traces : fruits à coques,oeufs', 'lait']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,333,1393 kj(333 kcal),"7,4","4,4","55,3","47,6","11,2","0,025","0,01",['en:gluten-free'],['E415 - Gomme xanthane'],4,"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']",D,,,,,,,,,,+0%,-3%,+72%,+73%,-13%,-16%,+77%,-88%,-88%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,,,,,,,,,
985,Ofen-spirelli - 45g,7613031442409,,['France'],[],[],?,288,1205 kj(288 kcal),"2,8","0,3",52,25,12,"15,2","6,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 g,,,,,,,,,
986,"Quality Street, Assortiement De Chocolat, 1 Kilo, Marque Nestlé",7613031464463,['Nestlé'],['France'],[],[],?,456,1908 kj(456 kcal),"19,6","11,9","66,2","55,4","3,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Nestle Clinutren Fruits Pommes - 4 Bouteilles D?,7613031464494,,['France'],[],[],?,150,628 kj(150 kcal),0,0,33,9,4,"0,052","0,021","['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,"NaturNes Pommes de Terre, Tomates, Bœuf - Nestlé - 2 * 200g (400g)",7613031478354,['Nestlé'],['France'],"['Carottes 28%', 'eau de cuisson', 'pommes de terre 22%', 'purée de tomates à base de concentré 12%', 'viande de boeuf 8%', 'oignons 3%', 'semoule de riz', 'huile de tournesol - huile de colza']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",247,?,247 kj(59 kcal),"2,2","0,54","6,8",2,"2,3","0,063","0,025",,,3,"['Viandes', 'Aliments pour bébé', 'Plats principaux pour bébé', 'Dès 6 mois', 'Menus Viandes pour bébé']",,,,,,,,,,-11%,,-12%,0%,-15%,-16%,+12%,-17%,-69%,-69%,,,,,,,,,,,,,2 * 200 g (400 g),"['Plastique', 'Carton']",,,"['FR 88.011.001 CE', 'Arches (Vosges, France)']",,,,,
989,"Panier de légumes, agneau - Naturnes - 400g (2x200g)",7613031479443,"['Naturnes', 'Nestlé', 'Nestlé bébé', 'Bébé Nestlé']",['France'],"['Légumes 56', '5% ', 'carottes 30%', 'purée de pommes de terre 17', '5%', 'panais 5%', 'oignons 4%', 'eau de cuisson', ""viande d'agneau 8"", '5%', 'maïs 3%', 'semoule de riz', 'huiles végétales ', 'colza', 'tournesol']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",274,?,274 kj(65 kcal),"2,5","0,8","7,7",2,"2,3","0,06","0,024","['Peu ou pas de sel', '100% naturel', 'Sans sel ajouté']",,3,"['Aliments pour bébé', 'Plats principaux pour bébé', 'Dès 6 mois']",,,,,,,,,,+10%,,+7%,+37%,+90%,-3%,+4%,-2%,-64%,-64%,,,,,,,,,,,,Aliment pour bébés,400g (2x200g),"['Carton', 'Pots', 'Plastique']","['Vosges', 'France']",['Noz'],"['FR 88.011.001 CE', 'Arches (Vosges, France)']",,,,,
990,NATURNES Purée 2 Légumes Poulet - 2 x 200g - Dès 8 mois - 400g,7613031552078,"['Naturnes', 'Nestlé', 'Nestlé bébé', 'Bébé Nestlé']",['France'],"['Légumes 60,5% ', 'pommes de terre et purée de pommes de terre 32,5%', 'carottes 25%', 'oignons', 'eau de cuisson', 'viande de poulet 9%', 'semoule de riz', 'huiles végétales ', 'colza', 'tournesol', 'sel marin']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",260,62,260 kj(62 kcal),2,"0,3",8,"1,2","2,3","0,15","0,06","['Peu ou pas de sel', 'Peu de sel', '100% naturel', 'Point Vert']",,3,"['Aliments pour bébé', 'Dès 8 mois', 'Plats principaux pour bébé']",,,,,,,,,,-1%,-44%,-31%,+5%,-40%,-37%,-70%,-16%,+33%,+33%,,,,,,,,,,,,Aliment pour bébés,400 g,"['Pots', 'Plastique', 'Carton', 'multipack']","['France', 'Vosges']",['Noz'],"['FR 88.011.001 CE', 'Arches (Vosges, France)']",,,,['France'],
991,630G Fumet Poisson Premium Chef,7613031586837,['Chef'],['France'],[],[],?,267,1117 kj(267 kcal),"7,9","0,8",40,"8,3",9,"10,5","4,2",,,,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Fumets de poisson']",,,,,,,,,,,+35%,+25%,+365%,+157%,+4%,+55%,+7%,-21%,-21%,,,,,,,,,,,,,,,,,,,,,,
992,Gelee Madere Maggi 2X24G,7613031803330,['Maggi'],['France'],"['PRÉPARATION DÉSHYDRATÉE POUR GELÉE AU MADÈRE Ingrédients de la gelée déshydratée Gélatine de porc ', '45%', 'sel/ exhausteur goût : glutamate de sodium ', ' sirop de glucose', 'extraits de vin de Madère* et de vin blanc', 'extraits dlépices et de plames aromatiques', 'arôme ', 'céleri', 'acidifiant : acide citrique ', ' colorant : caramel ', 'E150c', ' Peut contenir des traces de : lait', 'Œuf', 'blé', ' *équivalent à g de vin de Madère mis en œiJVre pour 100 g', ' A consommer de préférence avant la fin de la date indiquée sur le haut du paquet']",[],?,258,1079 kj(258 kcal),"0,1",0,"17,8","1,4","46,4","12,5",5,,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Céleri'],,,,
993,Nestle Apple and Carots,7613031874682,['Nestle'],['France'],"['de suite ', '84%', ' : Eau', 'lait écrémé', 'At\\tAmidont Huiles végétales ', 'oléine de palme', 'colza', 'Proteines solubles de lait Matières laitières', 'Mattodextrine', 'Vitamines : C', 'E', 'Niacine', 'panfothénate de calcium', 'K', 'BI', 'BU 82/ ficìde folique', 'Bibftnet B12', ' Minéraux : Pyrophosphate ferrique Sulfofe deiincAodure de potassium', ' Pèêpan{ionïbase de céréales : Eau', 'Jus de pomme ,concenté ', 'farine de riz diastasée', ' \\ concentré Protéines solubles taitt\\Minéraux : Carbonate de calcium', 'Pyrophosphate de potassium', ' Maltodextrinet Vitamines : t Aï Di Niacinet Pantothénate de calcium', 'K', 'BI', '86/']","['Huile de palme', 'Non végétalien']",?,91,381 kj(91 kcal),"2,9","1,3","13,8","7,8","2,3","0,07","0,028",,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",4,"['Produits laitiers', 'Laits']",D,2.9 g,en faible quantité,1.3 g,en faible quantité,7.8 g,en quantité modérée,0.07 g,en faible quantité,,+38%,+39%,+41%,+9%,+129%,+44%,-35%,-44%,-44%,2,+248%,B,+248%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,['Lait'],['Oléïne de palme'],,,
994,Bouillon de boeuf - Chef - 900g (permet de réaliser 30L de sauce),7613031886999,"['Chef', 'Nestlé Professionnal', 'Nestlé']",['France'],"['Amidon transformé de maïs', 'farine de blé', 'sel', 'huile de palme', 'maltodextrine', 'arômes ', 'avec blé', 'légumes : oignon', 'tomate', 'carotte ', ' fécule de pomme de terre', 'extrait de chicorée', 'épaississant ', 'gomme guar', 'colorant ', 'E150c', 'jus de cuisson de viande de bœuf', 'extrait de levure', 'extrait de vin blanc', 'graines de céleri', 'extraits de plantes aromatiques']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1546,?,1546 kj(370 kcal),"12,3","7,8","53,8","5,9","7,8",0,0,,"['E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces déshydratées', 'Fonds de sauce']",,,,,,,,,,+26%,,+41%,+164%,+438%,+19%,-31%,+1%,-100%,-100%,,,,,,,,,,,,Fonds brun lié demi-glace déshydraté.,900 g (permet de réaliser 30 L de sauce),"['Boîte', 'Plastique']",,['Métro'],,"['Céleri', 'Gluten']",['Huile de palme'],https://www.nestleprofessional.fr/chef/chef-fonds-brun-lie-demi-glace,,
995,Nestle Milkybar Buttons Minis 189G,7613031894987,['Milkybar'],['France'],"['Whole and skimmed milk powder ', '37', '5%', 'Sugar', 'Cocoa butter', 'Vegetable fat ', 'Palm/Shea/Mango kernet/Sal', 'Emulsifier ', 'Sunflower lecithin', 'Natural flavouring', ' Allergy advice! For allergens see ingredients in bold', ' May contain soya', ' Important: Young children ', 'less than 4 years', ' have limited chewing ability and could choke on small sweets']","['Huile de palme', 'Non végétalien']",?,543,2272 kj(543 kcal),"31,7","19,1","53,1","52,6","10,6","0,34","0,136",['Pur beurre de cacao'],['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Clinutren Cereal Appel Hazelnoot - Nestle  - 450g,7613032032494,['Nestle'],['France'],[],[],?,432,1807 kj(432 kcal),14,"1,4",52,18,20,"0,66","0,264",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450g,,,,,,,,,
997,Neslte Fitness Chocolate & Rice - Nestlé,7613032045753,['Nestlé'],['France'],[],[],?,385,1611 kj(385 kcal),"7,5","4,3","70,7",20,"8,5","3,18","1,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,Céréale cruches,7613032055790,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,52 Grammes Potage Escapade Légumes Couscous Maggi,7613032068431,['Maggi'],['France'],"['Soupe déshydratée légumes du couscous et semoule Ingrédients de la soupe déshydratée : Semoule de blé dur 31 légumes tomate', 'pois 26% chiches', 'poireaut poivron rouge', 'oignon frit ', 'oignon', 'huile de tournesol', 'oignon', 'navet ', ' fécule de pomme de terre,seUhuile de tournesol', 'sucre', 'îrômes', 'extrait de levure', 'aromates : cumin', 'graines et feuilles de coriandre', 'cannelle', 'curcuma', 'persil', 'Piment', ""extraits de poivre et d'ail"", ' Peut contenir des traces de célerie lait/ œuf', 'poisson et CrUstacéA']","['Non végétalien', 'Non végétarien']",?,327,1368 kj(327 kcal),5,1,"61,7","11,4","8,9",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,"Chocapic, 500 Grammes Dont 70 Gratuits, Marque Nestlé",7613032068479,"['Nestlé', 'Chocapic']",['France'],"['Céréales 61,9% ', 'blé complet 31,8% farine de blé', 'semoule de maïs', 'chocolat en poudre 22,2% ', 'sucre', 'cacao en poudre', 'sucre', 'sirop de glucose', ""extrait de malt d'orge"", 'huile de palme', 'émulsifiant : lécithine de tournesol', 'sel', 'arômes', 'vitamines ', 'niacine ', 'PP', 'acide pantothénique ', 'B5', 'riboflavine ', 'B2', 'vitamine B6', 'thiamine ', 'BI', 'acide folique ', 'B9', ' vitamine D', ' et minéraux ', 'carbonate de calcium', 'fer', ' Peut contenir du lait', ' arachides et fruits à coque']",['Huile de palme'],?,389,1628 kj(389 kcal),"4,5","1,8","75,8","28,8","8,1","0,38","0,152",,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],['Huile de palme'],,,
1001,Nesquik (+15% gratuit) - Nestlé - 500g,7613032068585,"['Nestlé', 'Nesquik']",['France'],[],[],1610,?,1610 kj(385 kcal),4,"1,67",74,"25,3","7,67","0,5","0,2",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",C,4 g,en quantité modérée,1.67 g,en quantité modérée,25.3 g,en quantité élevée,0.5 g,en quantité modérée,-5%,,-4%,-54%,-24%,+11%,+51%,-18%,+40%,+40%,7,+30%,C,+30%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,500 g,"['Carton', 'Sachet', 'Plastique']",,,,,,,,
1002,Fumet de Crustacés - Chef - 900g e,7613032199289,"['Chef', 'Nestlé Professionnal', 'Nestlé']",['France'],"['Sirop de glucose', 'amidon de maïs', 'crustacés 10% ', 'crevette', 'homard', 'crabe', 'sel', 'légumes ', 'oignons', 'tomates', 'farine de blé', 'maltodextrine', 'arômes ', 'avec céleri', 'huile de tournesol', 'extrait de levure', 'poisson', 'sucre', 'acidifiant ', 'acide citrique', 'jus de betterave rouge', 'colorant ', 'caroténoïdes', 'extraits de plantes aromatiques']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1455,?,1455 kj(348 kcal),"4,9","0,6",61,"8,3",13,"9,5","3,8",,"['E330 - Acide citrique', 'E160 - Caroténoïdes']",4,"['Epicerie', 'Sauces', 'Fumets de poisson']",,4.9 g,en quantité modérée,0.6 g,en faible quantité,8.3 g,en quantité modérée,9.5 g,en quantité élevée,,,+63%,+188%,+93%,+59%,+55%,+55%,-29%,-29%,13,,D,,,,,,,,,,900 g e,"['Boîte', 'Plastique']",,['Métro'],,"['Céleri', 'Crustacés', 'Poisson', 'Gluten']",,https://www.nestleprofessional.fr/chef/chef-fumet-de-crustaces-boite,,
1003,Bouillon Gout Pot-au-feu - Maggi,7613032219758,['Maggi'],['France'],"['du bouillon déshydraté : Sel', 'maltodextrine', 'exhausteurs de goût glutamate monosodique', 'inosinate et guanylate disodiques ', 'arômes dont arôme b?uf ', 'blé', 'céleri', 'huile de tournesol', 'jus de cuisson de viande de b?uf 2,1 %', 'légumes 1 - oignon', 'carotte ', 'fibres de légume', 'sucre caramélisé', 'persil', 'ail', 'extraits naturels de paprika', 'céleri', 'poivre et girofle', ' Peut contenir des traces de ? oeuf', 'lait', ' Ce bouillon contient 30% de matières grasses en moins par rapport à la moyenne du marché hors dégraissés']",['Non végétalien'],?,198,828 kj(198 kcal),"2,4","0,3","33,5",4,"9,9","49,4","19,76",,"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Céleri', 'Gluten']",,,,
1004,Nestle yogolino con queso fresco,7613032222123,['Nestlé'],['France'],[],[],?,83,347 kj(83 kcal),"2,7","1,6",12,"8,4","2,5","0,063","0,025",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,"Mövenpick, Double Créme De La Gruyere ...",7613032233778,['Mövenpick'],['France'],[],[],?,272,1138 kj(272 kcal),"15,3","8,8","29,7","25,6","3,7","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Fond de Jus d'agneau - Chef - 640g,7613032246204,"['Chef', 'Nestlé Professional', 'Nestlé']",['France'],"[""Fonds d'agneau concentré 24 % : eau"", ""os d'agneau rôtis"", 'oignons', 'carottes', 'purée de tomate ', 'triple concentré', ""purée d'ail"", 'plantes aromatiques ', ' arômes ', 'avec blé', 'fécule de pomme de terre', 'maltodextrine', 'huile de tournesol', 'vin blanc', 'sel', 'extrait de levure', ""émulsifiant : mono - et diglycérides d'acides gras""]","[""Pourrait contenir de l'huile de palme""]",?,268,1121 kj(268 kcal),"5,7","0,8",39,"9,2",13,"10,8","4,32",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",4,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces déshydratées', 'Fonds de sauces']",,,,,,,,,,,+5%,+2%,+22%,-45%,-14%,+7%,+68%,-2%,-2%,,,,,,,,,,,,,640 g,"['Plastique', 'Pot']",,,['DK 855 EF'],['Gluten'],,,,
