,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,quantity,packaging,manufacturing,traceability_code,generic_name,ingredients_origins,link,markets,palm_ingredients,brand_owner
509,Peppermint menthe infusion - Lipton - 100sachets,5900300587018,B,['Lipton'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Boissons chaudes', 'Boissons à base de végétaux', 'Plantes aromatiques', 'Thés', 'Herbes aromatiques', 'Infusions', 'Menthe', 'Menthe poivrée', 'Thés en sachets']","['France', 'Suisse']",[],,,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,100 sachets,,,,,,,,,
510,Fruit fit active,5900303001542,,,,['France'],[],,,[],,,,,,,,,,?,,97,,406 kj(97 kcal),,"6,2",,"2,7",,75,,26,,5,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,
511,Tymbark Cytryna Mięta,5900334000798,,['Tymbark'],,['France'],[],,,[],,,,,,,,,,?,,42,,176 kj(42 kcal),,0,,0,,11,,11,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
512,Sok Vega - Tymbark,5900334005601,,['Tymbark'],,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,"0,2",,"0,02",,"4,1",,4,,"0,7",,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,
513,champ provençal,5900334005618,,,,['France'],[],,,[],,,,,,,,,,?,,24,,100 kj(24 kcal),,"0,2",,"0,02",,"4,3",,"4,1",,"0,6",,"0,73",,"0,292",,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,
514,Tymbark - Lychee Drink,5900334009432,,['Tymbark'],['Boissons'],['France'],[],,,[],,30 g,en quantité élevée,30 g,en quantité élevée,55 g,en quantité élevée,5 g,en quantité élevée,?,,400,+614%,1674 kj(400 kcal),+595%,30,+8546%,30,+25324%,55,+387%,55,+483%,5,+908%,5,+11948%,2,+11948%,35,+357%,E,+357%,,,,,,,,,,,,,,,,,,
515,Mango - Tymbark - 400ml,5900334009449,C,['Tymbark'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",['France'],"['Eau', 'jus de mangue concentré ', '10%', 'sirop de glucose fructose ', 'G', ' et/ou sucre ', 'D', 'jus de pomme concentré ', '5%', 'jus à base de jus de : pomme ', '4%', 'orange ', '3%', ' et jus de citron concentré ', '2%', 'conservateur : acide ascorbique', 'colorant : carotènes', 'arômes']",['E160 - Caroténoïdes'],,[],4,0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,221,+21%,?,,221 kj(53 kcal),+18%,0,-100%,0,-100%,13,+25%,13,+35%,0,-100%,0,-100%,0,-100%,17,+152%,E,+152%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,['Sans conservateurs'],400ml,"['Bouteille', 'Plastique']","['Polsce', 'Pologne']",,"Boisson aux fruits : mangue, pomme, orange et citron à base de concentré",,,['Noz'],,
516,Bebe petit beurre - jutrzenka - 16g,5900352000602,,['Jutrzenka'],,"['France', 'Royaume-Uni']",[],,,[],,,,,,,,,,?,,438,,1833 kj(438 kcal),,11,,"4,9",,76,,24,,"6,6",,"0,82",,"0,328",,,,,,,,,,,,,,16g,,,,,,,,,
517,Mella Galaretka W Czekoladzie Wi?niowa 190G - Goplana - 190g,5900352000770,,['Goplana'],,['France'],"['sucre', 'sirop de glucose', 'chocolat 199% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'graisses végétales: de palme', 'de karité', 'cacao en poudre à teneur réduite en matières grasses', 'émulsifiants: lécithine de soja et E 476', 'arôme', 'eau', 'jus de cerise 6,6% ', 'à partir du jus concentré', 'humectant ', 'sorbitoles', ""correcteur d'acidité "", 'acide citrique', 'gélifiant ', 'pectines', 'stabilisant ', 'citrates de sodium', 'arôme', 'Peut contenir des arachides', ""d'autres fruits à coque"", 'du lait', ""du gluten et de l'albumen,""]","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E330 - Acide citrique', 'E440 - Pectines', 'E331 - Citrates de sodium']",,['Huile de palme'],4,,,,,,,,,?,,361,,1510 kj(361 kcal),,"7,1",,"4,5",,72,,62,,"1,1",,"0,23",,"0,092",,,,,,,,,,,,,,190 g,,,,,,,,,
518,Mella Orange Jelly In Chocolate 190G - Golplana - 190g,5900352001814,,['Golplana'],,['France'],"['sucrei sirop de glucose', 'chocolat 19% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'graisses végétales: de palme', 'de karité', ' cacao en poudre à teneur réduite en matières grasses', 'émulsifiants: lécithine de soja et E 476', ' arôme', 'eau', ""jus d'orange 6% "", 'à partir du jus concentré', 'humectant ', 'sorbitole', ""correcteur d'acidité "", 'acide citrique', 'gélifiant ', 'pectine', '/ stabilisant ', 'citrates de sodium', ' arôme', ' Peut contenir des arachides', 'diautres fruits à coque', 'du lait', ""du gluten et de l'albumen""]","['E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E330 - Acide citrique', 'E440 - Pectines', 'E331 - Citrates de sodium']",,"['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,361,,1510 kj(361 kcal),,"7,1",,"4,5",,72,,62,,"1,1",,"0,23",,"0,092",,,,,,,,,,,,,,190 g,,,,,,,,,
519,eukaliptus,5900353501474,,,,['France'],[],,,[],,,,,,,,,,?,,389,,1628 kj(389 kcal),,0,,0,,97,,80,,0,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,
520,Mieszko Michaszki Duo 220G,5900353641279,,,,['France'],[],,,[],,,,,,,,,,?,,524,,2192 kj(524 kcal),,29,,14,,53,,46,,11,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,
521,Sweets Mieszko Amoretta Desserts 325G 1 / 1 12PCS / Box,5900353645482,,,,['France'],[],,,[],,,,,,,,,,?,,527,,2205 kj(527 kcal),,30,,23,,56,,47,,"5,3",,"0,24",,"0,096",,,,,,,,,,,,,,,,,,,,,,,
522,Her. babcia J. ow. rozkosz A'20,5900396001450,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
523,Herbata Babcia Jagoda Rumianek Z Miodem I Cytrynä - Mokate,5900396014641,,['Mokate'],,['France'],"['fleur de camomille ', 'Matricaria chamomilla', ' 30%', 'pomme', 'rose sauvage', 'zeste de citron 8%', 'poudre de miel 4% ', 'miel', 'maltodextrine', 'arômes', 'racine de chicoree rôtie', ""régulateur de l'acidité - acide malique""]",['E296 - Acide malique'],,['Non végétalien'],4,,,,,,,,,?,,4,,17 kj(4 kcal),,0,,0,,"0,5",,"0,5",,"0,5",,0,,0,,,,,,,,,,,,,['Entrepreneurs + Engagés'],,,,,,,,,,
524,Loyd Tea Herbata Citrus Black Piramidka,5900396016379,,['Loyd'],['Boissons'],['France'],"['thé noir', 'arôme de citron', ""arôme d'orange"", 'zeste de citron lb zeste HR/BIH ', 'RNI AROMATIZIRANI U FILTER VREIICAMA S OKUSOM CITRUSOVOG vodA', ' kora kora SRB/MNE ', 'RNI AROMATIZOVANI U FILTER VRECICAMA SA UKUSOM kora od od 196', ' RKS SQ I ZI I AROMATIZUAR ME SHIJE AGRUME QESE', ' tanni berwchi hushbo', 'lashtirgich', ""tabiiy apersin tatmini beruvchi hushbo'ylashtirgich"", ""limon potstlcg'i apeltsin pofstlo$i 1%"", 'SI AROMATIZIRAN ITRUSI VFILTER VREIKAH', ' Sestavine: Imi taj', 'aroma limone', 'aroma pomarante', 'limonina lupina 196', 'pomaranlna lupina 1%', 'KZ fil,4MOH APK4PA LIAÌ LOYD TEA Kapa wah', 'ngMOH gicËHAiprilbti', 'anensc/H xou HicËHAipriuit uenpacbl anenb01H 1%', ' mistë,chrafite pied teplem', '/SkladujtenasuchommIestef&,', ' és hilbishelyen tirolandò', ' / B Mecre', ' 136epiraT', 'l B Ta npoxon0AH0MY Micui', ' I Hoida kuivasja usat si Uzqlabàt sausà un llaikyti']",,,[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,,
525,Strawberry & Rhubarb - Loyd - 40g,5900396017284,A,['Loyd'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions']",['France'],"['hibiscus', 'pomme', 'feuille de mûre douce ', 'Rubus suavissimus', 'arôme de fraises', 'racines de réglisse 5%', 'rhubarbe 2%', 'fraises 2%']",,['Réglisse'],[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,40 g,"['Carton', 'Sachets']",['Pologne'],,infusions de fruits arométisées de fraises et rhubarbe,,,,,
526,Loyd Te Quince & Maribelle,5900396017307,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
527,Loyd Green Tea With Honey Melon & Lemon Grass 20 Bags 1.7 2oz.,5900396017314,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
528,The vert aux soucis - Loyd,5900396017321,,['Loyd'],['Boissons'],['France'],"['S PkjCHUTi A KVÊTY aroma', 'més ARCMATtZOVANt PORCIOVAW S PRiCHUtOU OPUNCIE A KVETY NECHTiKA', ' zelenj 93,5 0%', 'OS HU AROMATIZÂLTZOLDTEA FijGEKAKTUSSZAL És KÔRÔMVIRÂGGAL', ' 93,5%', 'aroma', 'Z!ELONA AROMATYZOWANA O SMAKU OPUNCJI Z KWIATEM NAGIETKA W TOREBKACH DO ZPARZANIA', ' Skiadnik kwiat OS', ' GB FLAVOURED GREEN TEA IN BAGS - PRICKLY PEAR & MARIGOLD FLOWER', ' BY/RU 3EJlEHbll', 'l C KAJIEHAYJlbl CocraBt 3eneHbiÏ gai 93,596', 'apoMarnarop onyHL1hV1 MAeHTMUHblli HarypanbH0MY', 'nenecTK14 KaneHAYJ1bl 1%', 'onyHL1hfl 0/59 3E', 'tEH HAÏ OllYHUhfi h HEBEH', 'B TIAKETYETA', ' CbCTaBK1q: 3eneH gai 93,5%', 'eceHUVlfl Ha onyHunfl', 'LIBflT OT Het VERDEAROMATIZAT IN PLICURI PIRAMIDA- OPUNTIA & FLORI DE GALBENELE', ' Ingrediente: ceai verde 93,5% opuntia 0', '5%', ' LV AROMATIZÊTÂ TÉJA AR OPUNCIJU UN KLINÇERÏSIJ ZIEDIEM', ' Sastàvdalas: ARBATA SU OPUNCIJOMIS IR MEDETKOMIS', ' kvapicji mediiaga ', 'opunciju', 't medetku tiedlapiai 1%', 'opuncijos 0,5%', "" FR THÉ VERT AROMATISÉ À L'OPUNTIA E vert arôme pétales de 1%"", 'opuntia 0,5%', ' RKS I GJELBÉR I AROMATIZUAR NÉ LILE KVMAX', ' Përbërësit: çaj i gjelbër 93,5%', 'aromatizues: fik deti', 'petale kumak 1%', 'fik deti 0,5%', ' HR/BIH ZELENI VRECICAMA S OPUNCIJOM I CVIJETOM NEVENA', ' sastojci: zeleni taj', '93,5%', 'aroma opuncije ', 'latice nev RS/MNE ZELENI AROMATIZOVANI U FILTER VRECICAMA SA OPUNCIJOM I CVIJETOM NEVENA', ' sastojci: opuncija SI ZELENI AROMATIZIRANI OPUNCIJA IN V FILTER 0,5%', ' DE AROMATISIERTER - KAKTUSFEIGE UND RINGELI e Kaktusfeige Aroma', 'Ringelblumenblüten 1%', 'Kaktusfeige 0,5%', ' B/NL GEAROMATISEERDE GROENE BLADI ', 'UDSBLOEMSMAAK', ' Ingrediënten: groene thee 93,5%', 'aroma van opuntia', 'goudsbloem 1%1 opuntia 0,5%', ' EE SAI AITSELJNE ROHELINETEE', ' Koostisosad: roheline tee 93,5 0% t maitse-ja lôhnaained', 'saialille ôied 1% viigikaktus 0']",,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,2,-96%,8 kj(2 kcal),-97%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,,
529,Coffret The loyd - 100g,5900396020277,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,
530,Bánh Nhãn - HC - 180g,5900396021991,,['HC'],"['Snacks', 'Snacks sucrés']",['France'],"[""Dàc sàn Hài H4u l'Isr""]",,,[],,15.2 g,en quantité modérée,4.3 g,en quantité modérée,4 g,en faible quantité,4 g,en quantité élevée,?,,10,-98%,42 kj(10 kcal),-98%,"15,2",-25%,"4,3",-57%,"15,2",-74%,4,-89%,0,-100%,4,+950%,"1,6",+950%,13,-32%,D,-32%,,,,,,,,['Point Vert'],180 g,"['Sachet', 'Plastique']",,,,,,,,
531,Loyd Green Tea Mint 20 Tea Bags x,5900396023315,,['Loyd'],['Boissons'],['France'],"['green mint leaf45%f natural mint flavouring', 'FR THÉ VERT AROMATISÉ À LA MENTHE', ' Ingrédients', ' thé vert', 'menthe feuille 45%', 'arôme naturel de menthe', ' NUTRITIONALINFORMATION/VALEURSNUTRITIONNELLES 5100 ml tea infusion prepared as directedlwithnomlkolsugar', "" typicallygivesyou:/En d'infusion dethépréparéeselon les instructions "", 'sans lait ni sucre', ' apportent', ' 211/']",,,[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,2,-96%,8 kj(2 kcal),-97%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-87%,B,-87%,,,,,,,,,,,,,,,,,,
532,Loyd Black Tea With Cardamom 20 Tea Bags x,5900396023339,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",['France'],[],,,[],,,,,,,,,,?,,1,-89%,4 kj(1 kcal),-89%,1,+1485%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,1,-75%,B,-75%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,
533,Shooting throat,5900396024398,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Pedy sosny,5900397731233,,,,['France'],[],,,[],,,,,,,,,,?,,358,,1498 kj(358 kcal),,"0,5",,"0,1",,88,,86,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Rokitnik,5900397736610,,,,['France'],[],,,[],,,,,,,,,,?,,164,,686 kj(164 kcal),,"1,1",,"0,5",,36,,35,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Limonka Cytryna,5900397737570,,,,['France'],[],,,[],,,,,,,,,,?,,345,,1443 kj(345 kcal),,"0,5",,"0,1",,86,,86,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
537,Classic Premium Liqueur - Advocaat - 500ml,5900398001915,D,['Advocaat'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs', 'Liqueur aux œufs']",['France'],"['Liqueur aux oeufs ', 'oeuf', 'alcool de blé']",,"['Œufs', 'Gluten']",['Non végétalien'],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,,500 ml,"['Bouteille', 'Verre']",['Pologne'],,Liqueur aux oeufs,,,['Cora'],,
538,Budyń smak toffi - Dr Oetker,5900437020310,,['Dr Oetker'],,['France'],[],,,[],,,,,,,,,,?,,126,,527 kj(126 kcal),,"2,6",,"1,5",,"21,8",,"13,6",,"4,3",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,
539,Dr. Oetker - Lemon Flavour Jelly,5900437034621,,['Dr. Oetker'],,['France'],[],,,[],,,,,,,,,,?,,52,,218 kj(52 kcal),,0,,0,,11,,11,,"1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Cheesecake - Dr. Oetker,5900437486055,,['Dr. Oetker'],,['France'],"['Sudedamosios dalys: WIETINIAI miltai', 'cukrus', 'krakmolas', 'suma±into riebumo kakava', 'teslos kildymo me - diiagos ', 'difosfatai', 'natrio karbonatai', 'kvapioji mediiaga', 'druska', ' V Sastâvdalas: WIESU milti', 'cukurs', 'ciete', 'kakao ar samazinâtu tauku saturu', 'mïklas irdinâtâji ', 'difosfâti', 'nâtrija karbo - nâti', 'aromatizëtâjs', 'sals', ' Koostis: NISUJAHU', 'suhkur', 'târk - lis', 'vâherasvane kakao', 'kergitusained ', 'difosfaadid ja naatriumkarbonaadid', 'lôhnaaine', 'sool', ' Produkte gali büti PIENO pédsaku', ' Produkts var saturët PIENA dalioas', ' Toode vôib sisaldada vâhesel mââral AIMA']",,['Lait'],[],,,,,,,,,,?,,282,,1180 kj(282 kcal),,16,,"4,9",,29,,15,,10,,"0,45",,"0,18",,,,,,,,,,,,,,,,,,,,,,,
541,Jablusza,5900452071014,,,,['France'],[],,,[],,,,,,,,,,?,,50,,209 kj(50 kcal),,"0,1",,0,,"10,8",,"10,1",,"0,4",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
542,Mirinda orange,5900497024815,,['Mirinda'],,['France'],[],,,[],,,,,,,,,,?,,133,,556 kj(133 kcal),,0,,0,,"7,8",,"7,8",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,
543,Mountain Dew - Pepsi,5900497031660,,['Pepsi'],,['France'],[],,,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,0,,0,,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
544,Hortex Nektar Pomarańczowy,5900500029554,,['Hortex'],,['France'],[],,,[],,,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,"11,2",,"11,1",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
