,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,manufacturing,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,ingredients_origins,traceability_code,markets,link,producer_info,origin_detail
328,boisson eau de source aromatisée au concentré pêche abricot - Casino - 25cl,3222476869593,,,25 cl,"['bouteille et bouchon plastiques recyclables', 'Bouteille en plastique']",['Casino'],"[""Boisson à l'eau de source aromatisée au concentré de fruits""]",,,['France'],"[""Eau de source 82,3% - sucre - jus de pomme à base de concentré 8% - jus de pêche à base de concentré 2% - jus d'abricot à base de concentré 2% - acidifiant : acide citrique - arômes - arôme naturel - antioxydant : acide ascorbique - colorants: bêta carotènes""]","['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E160ai - Bêta-carotène']",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,8.8 g,en quantité modérée,0.03 g,en faible quantité,?,,39,,163 kj(39 kcal),,0,,0,,"9,8",,"8,8",,0,,"0,03",,"0,012",,1,,B,,,,,,,,,,,"['EMB 26174B', 'Margès (Drôme, France)']",['Casino'],,,
329,Riz Thaï long Max Havelaar - Saveurs d'Ailleurs - 500g,3222476875068,C,Riz thaï long grain de qualité supérieure,500 g,,"[""Saveurs d'Ailleurs""]","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']","['Commerce équitable', 'Max Havelaar', 'Max-havelaar-france']",,['France'],['Riz thaï long grain de qualité supérieure'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1499,+3%,353,+5%,1499 kj(353 kcal),+6%,1,-6%,"0,1",-58%,78,+6%,0,-100%,8,+9%,0,-100%,0,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
330,Galette au blé noir Lardons Chèvre - Casino - 195g,3222476921567,A,Galette de blé noir garnie d'une préparation aux lardons cuits fumés et fromage de chèvre affiné,195 g,"['Film en plastique', 'Barquette']",['Casino'],"['Plats préparés', 'Crêpes et galettes', 'Galettes fourrées', 'Galettes fourrées salées', 'Galettes', 'Galettes de blé noir', 'Galettes au chèvre et aux lardons']",['en:produced-in-bretagne'],,['France'],"['Eau - lardons cuits fumés 23', '2% [poitrine de porc ', 'origine france', ' - eau - sel - dextrose - antioxydant: érythorbate de sodium - conservateur: nitrite de sodium] - farine de blé noir 15% - fromage de chèvre affiné décongelé 10', '2% - crème de lait ', 'crème de lait - stabilisant: carraghénanes', ' - emmental râpé - amidon transformé de maïs - sel - jus de citron - poivre blanc']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']",['Lait'],"['Non végétalien', 'Non végétarien']",4,11 g,en quantité modérée,6.1 g,en quantité élevée,0.5 g,en faible quantité,1.2 g,en quantité modérée,790,-8%,189,-12%,790 kj(189 kcal),-13%,11,-7%,"6,1",+2%,13,-21%,"0,5",-62%,"8,9",-1%,"1,2",-7%,"0,48",-7%,12,-1%,D,-1%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,['Porc origine France'],"['EMB 56231', 'Saint-Nolff (Morbihan, France)']",['Casino'],,,
331,Palmiers salés fromage - Casino - 100g,3222477003286,B,Biscuits feuilletés au beurre et au fromage,100 g,"['Carton', 'Film en plastique']",['Casino'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Palmiers salés']",,,['France'],"['Farine de blé - beurre 33,6 % - fromage 20,1 % ', 'lait - sel - ferments lactiques - présure - colorant : rocou', ' - sel - poudre de lait écrémé - colorant : rocou', ' traces de graines de sésame', 'de fruits à coque', ""de moutarde et d'arachides""]",['E160b - Rocou'],"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,35 g,en quantité élevée,25 g,en quantité élevée,1.4 g,en faible quantité,2.2 g,en quantité élevée,2294,+4%,550,+7%,2294 kj(550 kcal),+6%,35,+19%,25,+30%,46,-9%,"1,4",-3%,12,+13%,"2,2",-22%,"0,88",-22%,24,-4%,E,-4%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,"['EMB 68056A', 'Brunstatt (Haut-Rhin, France)']",['Casino'],,,
332,Boules goût fromage - A l'huile de tournesol - Casino - 50g,3222477003408,,"Soufflés à base de maïs, goût fromage",50 g,,['Casino'],,,,['France'],"['Maïs 64% - huile de tournesol 26', '75% - lactosérum - sel - chapelure ', 'farine de blé - eau - sel', ' - arômes - exhausteur de goût : glutamate monosodique - poudre de fromage - colorant : extrait de paprika - acidifiant : acide citrique', ""traces d'arachides"", 'de fruits à coque', 'de soja et de moutarde']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E330 - Acide citrique']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,2142,,512,,2142 kj(512 kcal),,26,,2,,63,,"3,5",,"5,6",,"2,1",,"0,84",,,,,,,,,,,,,,,,['Casino'],,,
333,30 boulettes au boeuf - Préparation de viande bovine hachée (51%) avec protéines végétales - Casino - 900g,3222477016149,,"Préparation de viande bovine hachée (51%) avec protéines végétales, surgelée",900 g,,['Casino'],,,,['France'],"['Viande bovine hachée ', 'origine : france', ' 51% - protéines végétales de soja réhydratées 27,1% - eau - chapelure ', 'farine de blé - eau - levure', ' - sel - oignons réhydratés - oignons frits réhydratés ', 'oignons réhydratés - huile de tournesol', ' - caramel aromatique ', 'sirop de glucose - sucre', ' - arômes', ' traces de lait', 'céleri', 'les informations en gras', ' sont destinées aux personnes intolérantes ou allergiques']",,"['Gluten', 'Soja']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,729,,175,,729 kj(175 kcal),,13,,"5,7",,"1,6",,0,,13,,"1,2",,"0,48",,,,,,,,,,,,,,,,['Casino'],,,
334,kachir volaille goût veau - Wassila - 200g,3222477026315,,"Préparation amylacée cuite à base de viande séparée mécaniquement de dinde, aromatisée, avec eau ajoutée.",200 g,,['Wassila'],,"['Halal', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",,['France'],"['Viande séparée mécaniquement de dinde 56% ', 'origine : france', ' - eau - amidon de maïs - sel - dextrose - stabilisants: e451', 'e450 - épices et plante aromatique - arômes naturels - maltodextrine de pomme de terre - antioxydant : ascorbate de sodium - conservateur : nitrite de sodium', ' traces de lait']","['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,673,,161,,673 kj(161 kcal),,"9,9",,"2,8",,"8,8",,1,,9,,"2,4",,"0,96",,,,,,,,,,,,,,,,['Casino'],,,
335,Taboulé au poulet rôti - Casino - 1kg,3222477059610,B,"Salade à base de semoule de blé dur précuite, de légumes (23%) et viande de poulet traitée en salaison, reconstituée, cuite et rotie",1 kg,,['Casino'],"['Plats préparés', 'Taboulés']",,,['France'],"['Semoule de blé dur précuite 27% - eau - tomate 12% - viande de poulet traitée en salaison', 'reconstituée', 'cuite et rotie 10% ', 'viande de poulet ', 'origine : ue', ' 9,5% - sel - protéine de blé - amidon de pomme de terre - dextrose - stabilisant : algues euchema transformées - arômes', "" - huile de colza - poivron rouge 5% - maïs 4% - poivron vert 3% - oignon 3% - vinaigre d'alcool - huile d'olive vierge extra - ciboulette - sel - jus de citron à base de concentré - purée de citron sucrée "", 'citron et jus de citron - sucre', ' - sucre - conservateur : sorbate de potassium - coriandre en poudre - poivre - épaississant : gomme xanthane - curcuma', "" traces d'œuf"", 'moutarde', 'poissons', 'crustacés', 'mollusques', 'soja', 'fruits à coque', 'céleri', 'graines de sésame et lait']","['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",['Gluten'],"['Non végétalien', 'Non végétarien']",4,8.3 g,en quantité modérée,0.9 g,en faible quantité,3.1 g,en faible quantité,0.97 g,en quantité modérée,802,+14%,192,+14%,802 kj(192 kcal),+14%,"8,3",+28%,"0,9",+26%,22,+3%,"3,1",-5%,6,+36%,"0,97",+3%,"0,388",+3%,1,-63%,B,-63%,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,['Casino'],,,
336,Colorado Iced Tea Peach And Mango - 50cl,3223420090025,,,50 cl,['Canette'],['Colorado'],"['Boissons', 'Thés glacés']",,,['France'],"['eau', 'sirop de glucose fructose', 'sucre', 'jus de citron', 'acide citrique', 'extrait de thé ', '0', '6g/l', 'caramel ', 'E150d', 'arômes de pêche et de mangue', 'acide ascorbique']","['E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium""]",,[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,
337,Oeufs De Lompe Noir Verrine - Nordland,3224962510019,,,,,['Nordland'],"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Œufs de lump', 'Oeufs de lompes noirs']",,,['France'],[],,,[],,4.5 g,en quantité modérée,1 g,en faible quantité,0.2 g,en faible quantité,4.5 g,en quantité élevée,?,,85,+10%,356 kj(85 kcal),+11%,"4,5",+21%,1,+20%,"1,1",+34%,"0,2",-3%,10,+3%,"4,5",-1%,"1,8",-1%,11,+50%,D,+50%,,,,,,,,,,,['Magasins U'],,,
338,"Oeufs De Lompe Rouges Nordland,",3224962510026,,,,,['Nordland'],"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Œufs de lump', 'Oeufs de lompes rouges']",,,['France'],"['OEUFS DE LOMPE ', '85%', 'eau', 'sel', 'conservateurs: EX 1', 'E202', 'sucre', 'épaississant: E4d5', 'colorants: E120', 'EIOI', ""correcteur d'acidité: E330"", 'épices']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E330 - Acide citrique']",['Œufs'],"['Non végétalien', 'Non végétarien']",4,4.5 g,en quantité modérée,1 g,en faible quantité,0.2 g,en faible quantité,4.5 g,en quantité élevée,?,,85,+12%,356 kj(85 kcal),+13%,"4,5",+23%,1,+32%,"1,1",-4%,"0,2",-6%,10,+5%,"4,5",-2%,"1,8",-2%,11,+66%,D,+66%,,,,,,,,,,,['Magasins U'],,,
339,Pain azyme,3226984044404,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains azymes']",['Fabriqué en France'],,['France'],[],,,[],,1.2 g,en faible quantité,0.3 g,en faible quantité,2.7 g,en faible quantité,0.01 g,en faible quantité,?,,375,+2%,1569 kj(375 kcal),+1%,"1,2",-32%,"0,3",-19%,"78,2",+4%,"2,7",-12%,11,+3%,"0,01",-84%,"0,004",-84%,-1,,A,,,,,,,,,,,,,,,
340,Les Pommes de Terre Tex-Mex - Lunor - 400g,3227291016078,,"Pommes de terre en quartiers, aromatisées et cuites sous-vides à la vapeur",400 g,"['Carton', 'Sous-vide', 'Plastique', 'Carton']",['Lunor'],"['Plats préparés', 'Légumes préparés', 'Plats préparés à réchauffer au micro-ondes']",,['France'],['France'],"['Pommes de terre ', '90%', 'huile végétale de colza', 'légumes déshydratés ', 'tomate', 'oignon', 'poivrons', 'dextrose', 'arômes', 'épices', 'sel', 'sucre', 'colorant : curcumine', 'antioxydant : métabisulfite de sodium', 'émulsifiant : E451']","['E100 - Curcumine', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition']",['Métabisulfite de sodium'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.9 g,en faible quantité,0.2 g,en faible quantité,0.6 g,en faible quantité,0.31 g,en quantité modérée,362,+7%,86,-4%,362 kj(86 kcal),-2%,"1,9",-59%,"0,2",-72%,16,+132%,"0,6",-81%,"1,8",-13%,"0,31",-57%,"0,124",-57%,1,+154%,B,+154%,,,,,,,,,['France'],,"['Leclerc', 'Franprix']",,,
341,Légal Prestige & Tradition - 250g,3227540090125,E,,250g,,['Legal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']",,,"['France', 'Guadeloupe']",[],,,[],,,,,,,,,,?,,0,-100%,0 kj(0 kcal),-100%,15,+6283%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,,,"['EMB 76304', 'Gonfreville-Caillot (Seine-Maritime, France)']",,,,
342,Crottins - Président - 120g,3228020280135,,,120 g,,['Président'],,,,"['France', 'Suisse']",['Fromage au lait de chèvre pasteurisé'],,,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",,,,,,,,,,1319,,318,,1319 kj(318 kcal),,26,,18,,"0,5",,"0,5",,21,,"1,5",,"0,6",,,,,,,,,,,,,,,"['FR 79.299.001 CE', 'Saint-Varent (Deux-Sèvres, France)']",,,,
343,Coulommiers (21 % MG) - (Plaisir 100 % Crémeux) - Président - 350g,3228020481907,C,"Fromage industriel de France, à pâte molle à croûte fleurie, au lait pasteurisé de vache",350 g,"['Frais', 'Boîte', 'Carton', 'Papier plastifié']",['Président'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Fromages de France', 'Fromages pasteurisés', 'Coulommiers', 'Fromages industriels']","['Point Vert', 'Eco-Emballages']","[""Société Fromagère de Sainte-Cécile (Filiale Groupe Lactalis) - L'Acherie - 50800 Sainte-Cécile"", 'Manche', 'Basse-Normandie', 'Société Fromagère de Retiers (Filiale Groupe Lactalis) - Lieu dit Fromy - 35240 Retiers', 'Ille-et-Vilaine', 'Bretagne', 'France']",['France'],"['Lait', 'sel', 'ferments']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,21 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,1.3 g,en quantité modérée,1100,-6%,?,,1100 kj(263 kcal),-5%,21,-6%,15,-3%,~ 0,-100%,~ 0,-100%,19,+1%,"1,3",-13%,"0,52",-13%,13,-8%,D,-8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['FR 50.453.001 CE', 'Sainte-Cécile (Manche, France)', 'FR 35.239.001 CE', 'Retiers (Ille-et-Vilaine, France)']","['Leclerc', 'Magasins U']",http://www.president.fr/html/produits/pates/molles/coulommiers.html,,
344,F.fondu Hamburger - President - 200g,3228020490329,D,,200 g,['Sachet'],['President'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Fromages en tranches', 'Cheddars', 'Cheddar en tranches', 'Fromages fondus']",,['Lons le Saunier France'],"['France', 'Polynésie française']","['Lait écrémé reconstitué', 'fromages [fromages ', 'lait', 'sel', 'ferments', ""conservateur : lysozyme d'œuf"", 'cheddar 5%]', 'beurre ', 'lait', 'lactosérum ', 'lait', 'protéines de lait', 'sels de fonte ', 'E450', 'E452', 'épaississant ', 'E407', 'sel', 'conservateur ', 'E202', 'colorant ', 'E160b']","['E1105 - Lysozyme', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,18 g,en quantité modérée,13 g,en quantité élevée,6 g,en quantité modérée,2.4 g,en quantité élevée,?,,242,-34%,1013 kj(242 kcal),-35%,18,-42%,13,-35%,6,+214%,6,+541%,14,-38%,"2,4",+32%,"0,96",+32%,19,+13%,E,+13%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,,,['90067570'],"['Magasins U', 'Champion']",,,
345,Nuggets mozza emmental - Auchan,3228021140056,,,,['Barquette'],['Auchan'],,,,['France'],"['Garniture ', '53%', ' : Mozzarella ', '25%', 'Emmental ', '17%', 'eau', 'sel', 'épaississant ', 'fécule de manioc', ' Panure ', '47%', ' : Riz', 'farine de blé', 'huile de coprah', ""blanc d'oeuf"", 'gluten', 'sucre', 'malt', 'sel', 'conservateur : sorbate de potassium']","['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,246,,1029 kj(246 kcal),,14,,10,,12,,1,,18,,"1,5",,"0,6",,,,,,,,,,,,,,,,['Auchan'],,,
346,Fromage pour raclette - Président,3228021170169,,,,['Tranches'],['Président'],,['Fabriqué en France'],,['France'],"['Lait de vache pasteurisé', 'origine France', 'sel ferments', 'conservateur E235', ' FabriquéenFrancepourLF:BldAragoZ', 'ldesTouchesF53810CHANGÉ']",['E235 - Natamycine'],,['Non végétalien'],,,,,,,,,,?,,326,,1364 kj(326 kcal),,26,,20,,0,,0,,23,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,
347,Rondelé ail - President,3228021990149,,,,['Etui en carton'],['President'],,,,['France'],"['fromage au lait de vache pasteurisé ', 'origine : France', 'protéines de lait', 'ail de Garonne et fines herbes ', '2%', 'sel', ""arôme naturel d'ail et fines herbes"", 'jus de citron concentrě', ' Présence possible de fruits à coques,']",,['Lait'],['Non végétalien'],4,,,,,,,,,?,,304,,1272 kj(304 kcal),,30,,21,,"2,4",,"2,4",,6,,"1,075",,"0,43",,,,,,,,,,,,,,,"['FR 12.176.004 CE', 'Onet-le-Château (Aveyron, France)']",,,,
348,President Cheese Slices Light,3228022960066,,,,,['President'],,,,['France'],[],,,[],,,,,,,,,,?,,192,,803 kj(192 kcal),,"9,5",,7,,"9,5",,"9,5",,17,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,
349,Beurre gastronomique demi sel 2x250g prix choc - President,3228024060207,E,,,['Frais'],['President'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,['France'],['France'],[],,,[],,80 g,en quantité élevée,55 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,?,,727,+1%,3042 kj(727 kcal),+1%,80,+1%,55,+2%,1,+34%,1,+62%,"0,7",+3%,2,-3%,"0,8",-3%,27,+2%,E,+2%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,['Union européenne'],"['FR 50.256.001 CE', 'Isigny-le-Buat (Manche, France)']",,,,
350,Emmental Râpé (28 % MG) - Leader Price - 70g,3228024090273,C,Emmental français râpé. Fromage à pâte pressée cuite. 28 % MG dans le produit fini.,70 g,"['Frais', 'Sachet plastique', 'Chapelet de 3 sachets', 'Sous atmosphère protectrice', 'Sachet']","['Leader Price', 'DLP (Distribution Leader Price)', 'Groupe Casino']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français', 'Fromages pasteurisés', 'Fromages râpés', 'Emmentals râpés', 'Fromages industriels']","['Point Vert', 'Fabriqué en France', 'Eco-Emballages']","['Société Fromagère de Charchigné (Filiale Groupe Lactalis) - Route de Lassay - 53250 Charchigné', 'Mayenne', 'Pays de la Loire', 'France']",['France'],"['Lait de vache pasteurisé', 'sel', 'ferments']",,,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,28 g,en quantité élevée,,,,,,,1495,-4%,?,,1495 kj(357 kcal),-4%,28,-3%,,,~ 0,-100%,,,27,-1%,,,,,,,,,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['France'],"['FR 53.061.001 CE', 'Charchigné (Mayenne, France)']",['Leader Price'],,,
351,Whole Milk UHT - Bridel - 1L,3228024910366,D,Lait stérilisé UHT entier - Whole Milk UHT,1 L,"['bouteille plastique', 'Plastique']","['Bridel', 'Lactel']","['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits entiers']",,,"['France', 'Sénégal']","['Lait stérilisé U', 'H', 'T', ' entier 3', '5% mat', ' gr']",,['Lait'],['Non végétalien'],,3.6 g,en quantité modérée,2.2 g,en quantité modérée,4.8 g,en faible quantité,0.11 g,en faible quantité,?,,64,-3%,268 kj(64 kcal),-4%,"3,6",-3%,"2,2",-7%,"4,8",+0%,"4,8",+1%,"3,2",-3%,"0,11",-6%,"0,044",-6%,2,+27%,B,+27%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,
352,Beurre doux - Nicolait - 250g,3228310011012,D,,250 g,"['Feuille', 'Papier', 'Frais']",['Nicolait'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",['Point Vert'],"['Bretagne', 'France']",['France'],['Beurre'],,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,82 g,en quantité élevée,57 g,en quantité élevée,0.5 g,en faible quantité,0.03 g,en faible quantité,3054,+2%,?,,3054 kj(730 kcal),+0%,82,+1%,57,+3%,"0,5",-29%,"0,5",-22%,"0,7",+1%,"0,03",-46%,"0,012",-46%,19,+1%,E,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,
