,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,brand,labels,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,markets,traceability_code,brand_owner,additives,allergens,nova_score,packaging,generic_name,manufacturing,ingredients_origins,link,palm_ingredients
1224,Gros sel,2001085203575,['France'],[],[],?,?,?,?,?,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Coeur de couenne,0209082020665,['France'],[],[],?,141,"6,2","0,5","20,7",,"['Viande Française', 'Viande Porcine Française']",590 kj(141 kcal),"2,2","0,5","1,92","0,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Cidre Poiré,3323565100044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Onglet,2494593023610,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Jambon blanc,0210513044082,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Véritable andouille de vire,2729732009782,['France'],[],[],?,230,14,"0,5",26,,,962 kj(230 kcal),"7,7","0,5","2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Bière blanche,3770010418054,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Blackberry balsamic vinegar of Modena,0092145144077,['France'],[],[],?,25,0,7,"0,15",,,105 kj(25 kcal),0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Sauce Blanche,5420058018041,['France'],[],[],?,550,"59,7","3,7","0,8",,"['Halal', 'Fabriqué en Belgique']",2301 kj(550 kcal),"4,8","2,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Soupe de lentilles -,5000157075550,['France'],[],[],?,45,"0,2","8,5","2,4",,,188 kj(45 kcal),0,"1,4","0,6","0,24",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes de lentilles']",0.2 g,en faible quantité,0 g,en faible quantité,1.4 g,en faible quantité,0.6 g,en quantité modérée,,-42%,-43%,-92%,-100%,-12%,-5%,-33%,+11%,+11%,1,,B,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,,
1234,Chili con carne - Unilever - 50g,8714100396339,['France'],[],[],?,327,9,6,10,['Unilever'],,1368 kj(327 kcal),3,6,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 g,,,,,,,,,,,,
1235,Jambon superieur traditionnel cuit avec son os,2653869038370,['France'],[],[],?,189,11,"0,5",22,,"['Viande Française', 'Viande Porcine Française']",791 kj(189 kcal),"3,8","0,3","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Pastille chocolat noir,3264021132691,['France'],[],[],?,444,13,76,"2,8",,['Fabriqué en Belgique'],1858 kj(444 kcal),"7,8",64,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Pizza pâté fine au feu de bois madrilène,20191002,['France'],[],[],?,209,"7,7",26,"8,7",,,874 kj(209 kcal),"3,5","1,8","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Batavia,3760259785017,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Fideo Fino Espelta Chia Biogra Bio,8426904173725,['France'],[],[],?,341,"3,01","58,93","14,84",,['Bio'],1427 kj(341 kcal),"2,09","2,84","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Lait ribot cru,3760277720137,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Roti de porc,2869452036214,['France'],[],[],?,172,"8,5","0,51","23,3",,,720 kj(172 kcal),"3,7","0,51","1,07","0,428",E,"['Viandes', 'Porc', 'Rôtis de porc']",8.5 g,en quantité modérée,3.7 g,en quantité modérée,0.51 g,en faible quantité,1.07 g,en quantité modérée,,+19%,+21%,+69%,+77%,-38%,-18%,+4%,-38%,-38%,4,-44%,C,-44%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,,,,,,,,
1242,Oeufs de caille des vosges,3760107580450,['France'],[],[],?,648,"11,1","0,5","13,2",,,2711 kj(648 kcal),"3,6","0,5","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Farce a legumes,0204062026507,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Préparations de viande', 'Préparations de viande hachée']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Skumenn IPA  Rye,3760246350013,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Miel de printemps,3162803060111,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de Printemps']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1246,Poulet fermier -,2233148055764,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'FR-BIO-16']",,,,,,D,"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']",,,,,,,,,,,,,,,,,,,,,,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,,
1247,3760226461807,3760226461807,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Sainte maure de touraine -  - 250g,0201086034112,['France'],[],[],?,294,24,1,20,,,1230 kj(294 kcal),19,0,"1,4","0,56",E,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",24 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.4 g,en quantité modérée,,+4%,+4%,+5%,+19%,-40%,-100%,+16%,+4%,+4%,14,+5%,D,+5%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,250 g,,,,,,,,,,,,
1249,Cicatendon,3664457000005,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Faisselle de chevre Ibaski - 400g,3760206161673,['France'],[],[],?,?,?,?,?,['Ibaski'],,,,,,,,['Fromage blanc chèvre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400 g,,"['FR 64.094.103 CE', 'Bardos (Pyrénées-Atlantiques, France)']",,,,,,,,,,
1251,Rosettes de chocolat noir -,0067456107325,['France'],[],[],?,562,"34,4","56,2","6,25",,['Sans gluten'],2350 kj(562 kcal),"21,9","46,9","0,039","0,016",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",34.4 g,en quantité élevée,21.9 g,en quantité élevée,46.9 g,en quantité élevée,0.0391 g,en faible quantité,,+1%,+1%,-13%,-5%,+46%,+48%,-18%,-16%,-16%,22,+4%,E,+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,,
1252,31g,2501060000002,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 g,,,,,,,,,,,,
1253,Kataifi,5200124182308,['France'],[],[],?,441,"18,5","65,1","3,2",,,1845 kj(441 kcal),"6,71","33,5","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Bio maxitos - 2x 100g,8437012461444,['France'],[],[],?,60,"0,2",14,"1,5",,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-007']",251 kj(60 kcal),0,14,"0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 x 100 g,,,,,,,,,,,,
1255,Crema Deshidratada De Espárragos - Knorr,8712100412295,['France'],[],[],?,44,"2,6","4,1",1,['Knorr'],,184 kj(44 kcal),"1,5","0,9","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Lamproie à la bordelaise,3760028510000,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Salambo grand Marnier,0208664013781,['France'],[],[],?,262,12,36,"2,6",,,1096 kj(262 kcal),2,26,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Foie gras de canard entier des landes,3700744301513,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Paris brest x2,0208646015413,['France'],[],[],?,646,46,30,19,,,2703 kj(646 kcal),26,0,"1,7","0,68",C,"['Biscuits et gâteaux', 'Pâtisseries', 'Paris-Brest']",46 g,en quantité élevée,26 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,+86%,+85%,+83%,+98%,+15%,-100%,+238%,+389%,+389%,25,+41%,E,+41%,74.4%,15.8%,4.4%,3.1%,2.3%,0.0%,60,,,,,,,,,,,,,
1260,Romarin Plante Sèche Bio - 50 G - Biotope Des Montagnes,3307153014401,['France'],[],[],?,?,?,?,?,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,centro jamón iberico,05363500,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,"Préparation à Base De Miel, De Noix, D'amandes Et De Noisettes - Hediard",3418321267113,['France'],[],[],?,?,?,?,?,['Hediard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,Bananes - €co +,2860194010470,['France'],[],[],?,?,?,?,?,['€co +'],,,,,,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,,,,,,,,['Sachet'],,,,,
1264,Baie de goji sec,0200392032997,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Pavé de saumon,2869652058849,['France'],[],[],?,?,?,?,?,,,,,,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Pavés de saumon']",,,,,,,,,,,,,,,,,,,,,,,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,
1266,Mousse de pato y pollo a la pimienta sin gluten - El Corte Inglés,8433329062923,['France'],[],[],?,416,40,3,11,['El Corte Inglés'],,1741 kj(416 kcal),15,1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,Sel - 60g,3183811059584,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 g,,,,,,,,,,,,
1268,Preisvergleich österreich,4710085218752,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Cioccolato di Modica fodente Vaniglia - Antica Dolceria Rizza,8026101000031,['France'],[],[],?,551,26,"65,1",10,['Antica Dolceria Rizza'],,2305 kj(551 kcal),"15,8","50,1",0,0,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",26 g,en quantité élevée,15.8 g,en quantité élevée,50.1 g,en quantité élevée,0 g,en faible quantité,,-1%,-1%,-34%,-32%,+69%,+58%,+31%,-100%,-100%,26,+23%,E,+23%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,,
1270,Chips de lentille pippadoms sweet chili -,9555243803983,['France'],[],"['Végétalien', 'Végétarien']",?,543,36,44,13,,"['Végétarien', 'Sans gluten', 'Végétalien', 'Halal']",2272 kj(543 kcal),17,10,"2,82","1,128",,['Chips de lentilles'],36 g,en quantité élevée,17 g,en quantité élevée,10 g,en quantité modérée,2.82 g,en quantité élevée,,+29%,+32%,+193%,+1114%,-21%,+413%,+2%,+61%,+61%,28,+205%,E,+205%,,,,,,,,,,,,,,,,,,,,
1271,"Sorbete de limón sabor del mediterráneo ecológico,",8436000572230,['France'],[],[],?,621,2,32,0,,"['Bio', 'Bio européen', 'ES-ECO-019-CT']",2598 kj(621 kcal),2,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,Halva turc,6131418000604,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,Amarena,5411506170459,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,"Creme crue, le pot de 20 - Sylvain Hardel",3689100000027,['France'],[],[],?,?,?,?,?,['Sylvain Hardel'],,,,,,,C,"['Produits laitiers', 'Crèmes', 'en:raw-creams']",,,,,,,,,,,,,,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,['Frais'],,,,,
1275,Jelly caramelos de goma - Miguelañez,8411823504323,['France'],[],[],?,332,0,"79,9","3,8",['Miguelañez'],,1389 kj(332 kcal),0,"58,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Preparation pour vin chaud - Terre d'Oc,3700324431258,['France'],[],[],?,0,1,83,"1,4","[""Terre d'Oc""]",['Bio'],0 kj(0 kcal),1,63,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Sorbet à la fraise 100ML,8717524100032,['France'],[],[],?,132,"0,2","31,9","0,4",,,552 kj(132 kcal),0,"27,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278,Caramels fondants,3498752700205,['France'],[],[],?,475,"20,6",67,5,,,1987 kj(475 kcal),12,"58,2","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Sucette au miel bio - La Maison d'Armorine,3561770014064,['France'],[],[],?,388,1,97,"0,5","[""La Maison d'Armorine""]",['Bio'],1623 kj(388 kcal),0,70,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Smirnoff,5410316989466,['France'],[],[],?,?,?,?,?,['Smirnoff'],,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Foie gras de canard entier du Gers - Delpeyrat - 320g,3067163638522,['France'],[],[],?,544,56,"2,2","7,5",['Delpeyrat'],,2276 kj(544 kcal),24,"0,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320 g,,,,,,,,,,,,
1282,Crema de legumbres ecológica y sin gluten - El Corte Ingles,8433329079723,['France'],[],[],?,69,"2,8","7,8","2,4",['El Corte Ingles'],['Bio'],289 kj(69 kcal),"0,4",0,"0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,Farine de blé - 1kg,3340001100284,['France'],[],[],?,357,"1,5",72,"12,5",,,1494 kj(357 kcal),"0,3","2,5","0,01","0,004",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",1.5 g,en faible quantité,0.3 g,en faible quantité,2.5 g,en faible quantité,0.01 g,en faible quantité,,+4%,+4%,+12%,+28%,+3%,+63%,+15%,-58%,-58%,-1,,A,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,1 kg,,,,,,,,,,,,
1284,Duff Beer,4260379680012,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,NIB A LICIOUS crispy 60%,0895029000076,['France'],[],[],?,137,11,14,2,,,573 kj(137 kcal),7,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,Sésame,6191522900719,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,Seeded loaf - 670g,9421900174751,['France'],[],"['Végétalien', 'Végétarien']",?,315,"11,3","46,4",3,,"['Végétarien', 'en:gluten-free', 'Végétalien']",1318 kj(315 kcal),"1,3","4,6","0,541","0,216",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670 g,,,,,,,,,,,,
1288,Four fruit jam - Pams,9415077074143,['France'],[],[],?,270,"0,3","64,8","0,3",['Pams'],,1130 kj(270 kcal),0,"64,2","0,008","0,003",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",0.3 g,en faible quantité,0 g,en faible quantité,64.2 g,en quantité élevée,0.0075 g,en faible quantité,,+24%,+24%,+0%,-100%,+24%,+27%,-45%,-69%,-69%,12,+26%,D,+26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
1289,Lemon & lime,9414732200057,['France'],[],[],?,32,0,"7,6","0,1",,,134 kj(32 kcal),0,"7,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,Burrito haricot riz fromage,98611744,['France'],[],[],?,192,"6,4",24,"7,7",,,803 kj(192 kcal),"2,2","1,3","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,Magical Dragon Eggs,00252294,['France'],[],[],?,499,"23,9","65,4","4,9",,,2088 kj(499 kcal),"14,6","64,7","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,P'TIT BASQUE BREBIS,0200144046579,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,"cuisse de poulet - la nouvelle agriculture - 1,290",0213322032998,['France'],['cuisse de poulet'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,198,14,0,18,['la nouvelle agriculture'],"['Viande Française', 'Volaille-francaise']",828 kj(198 kcal),"3,5",0,"0,18","0,072",C,"['Viandes', 'Viandes fraîches', 'Volailles', 'Poulets']",14 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0.18 g,en faible quantité,,+16%,+15%,+31%,-14%,-100%,-100%,-3%,-72%,-72%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"1,290",,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,1,['barquette de 6 cuisses de poulet'],,['Antigny'],['France'],,
1294,Miel de fleurs de la Montagne Noire,3760098480036,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1295,CHESTNUT PASTA ORGANOC - 250g,1000000000019,['France'],[],[],?,370,"2,3",77,"9,1",,"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'IT-BIO-006']",1548 kj(370 kcal),"0,6",5,"0,037","0,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,
1296,Roland sticks,7300058205680,['France'],[],[],?,370,"0,8",80,10,,,1548 kj(370 kcal),"0,2","3,8","4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,Châtaignes entières à sec,3700238315545,['France'],[],[],?,177,"1,3","35,6","2,6",,,741 kj(177 kcal),"0,2","8,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,Ace Bad Dürrheimer,4004880628404,['France'],[],[],?,42,0,9,0,,,176 kj(42 kcal),0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,Confiture - Dame Cerise - 135g,3760029942091,['France'],[],[],?,?,?,?,?,['Dame Cerise'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135 g,,,,,,,,,,,,
1300,Morgenfrisk mandarin&appelsin,5701211013296,['France'],[],[],?,203,0,50,"0,5",,,849 kj(203 kcal),0,48,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,Jambon blanc,2602074041606,['France'],[],[],?,?,?,?,?,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,Pâtisson blanc,3760076840401,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,"Daforto Stevia Tabs, 500 Stück, 1er Pack (1 x 30 g)",4260213421191,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,Mimolette jeune,0205065016274,['France'],[],[],?,321,24,0,26,,,1343 kj(321 kcal),16,0,"2,6","1,04",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Mimolettes', 'Mimolettes jeunes']",24 g,en quantité élevée,16 g,en quantité élevée,0 g,en faible quantité,2.6 g,en quantité élevée,,0%,+0%,-0%,-2%,-100%,-100%,+1%,+2%,+2%,19,+3%,E,+3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,
1305,Poitrine crue fumée,2474915034630,['France'],[],[],?,312,28,1,14,,,1305 kj(312 kcal),"11,2",1,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,BIO-Lyoner Paprika - Dulano - 200g,20242190,"['France', 'Allemagne']",[],[],?,?,?,?,?,['Dulano'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,['Conserve'],,,,,
1307,Women's best protein,9010128010820,['France'],[],[],?,362,"2,6","3,4",80,"[""Women's Best""]",,1515 kj(362 kcal),"1,7","1,8","0,67","0,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,Boudin noir aux échalotes,3760029052516,['France'],[],[],?,82,6,"2,8",5,,,343 kj(82 kcal),"2,4","1,6",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,Leche fresca desnatada pasteurizada - Los Combos,8423390100037,['France'],[],[],?,34,"0,3","4,6","3,3",['Los Combos'],,142 kj(34 kcal),"0,2","4,6","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,Muffins fruits du jardin,0203329016404,['France'],[],[],?,356,17,45,6,,,1490 kj(356 kcal),"2,1",22,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,Pain Waldkorn - Auchan,0205814015947,['France'],[],[],?,?,?,?,?,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,
1312,Le poulet - Ronsard,3276723932073,['France'],[],[],?,?,?,?,?,['Ronsard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,Viennoiserie,2020005359109,['France'],[],[],?,1230,13,40,"5,3",,,5146 kj(1230 kcal),"7,8",16,"0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,Gelée de cassis - André Guépratte,3278930014191,['France'],[],[],?,252,5,62,4,['André Guépratte'],,1054 kj(252 kcal),1,62,1,"0,4",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de cassis']",5 g,en quantité modérée,1 g,en faible quantité,62 g,en quantité élevée,1 g,en quantité modérée,,+1%,+0%,+1686%,+2400%,+1%,+5%,+1002%,+9246%,+9246%,17,+48%,D,+48%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,
1315,Llonganissa extra de pages,8424440000680,['France'],[],[],?,316,"15,8","18,24","25,15",,,1322 kj(316 kcal),"5,1","0,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,Tuna sade salam,4050164005614,['France'],[],[],?,261,"22,9","0,4","13,4",,,1092 kj(261 kcal),"4,9","0,4","2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,Persil - Éric Bur,3144550010762,['France'],[],[],?,?,?,?,?,['Éric Bur'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
