,name,bar_code,eco_score,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,ingredients_origins,markets,additives,allergens,nova_score,packaging,labels,manufacturing,generic_name,traceability_code,palm_ingredients,link,brand_owner,producer_info
311,12 macarons  fruits,3187670003269,D,,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['France'],[],[],11 g,en quantité modérée,1.3 g,en faible quantité,54 g,en quantité élevée,0.15 g,en faible quantité,?,,380,-11%,1590 kj(380 kcal),-11%,11,-38%,"1,3",-71%,60,+8%,54,+7%,9,+5%,"0,15",+5%,"0,06",+5%,15,-15%,D,-15%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,12,,,,,,,,,,,,,,
312,Pesto au Basilic de Provence - Le Marché Provençal,3760177140813,C,['Le Marché Provençal'],"['Epicerie', 'Sauces', 'Sauces Pesto', 'Pestos au basilic']",['France'],[],[],33 g,en quantité élevée,5.5 g,en quantité élevée,0.7 g,en faible quantité,1 g,en quantité modérée,?,,335,-25%,1402 kj(335 kcal),-25%,33,-25%,"5,5",-16%,5,-15%,"0,7",-69%,"3,7",-22%,1,-60%,"0,4",-60%,13,-33%,D,-33%,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,,,"['Bocal', 'Verre']",,,,,,,,
313,Chocolat Noire 70% République Dominicaine - Encuentro,3770009530002,D,['Encuentro'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['France'],[],[],37 g,en quantité élevée,23 g,en quantité élevée,31 g,en quantité élevée,0 g,en faible quantité,?,,532,-4%,2226 kj(532 kcal),-4%,37,-6%,23,-0%,37,-4%,31,-2%,8,+4%,0,-100%,0,-100%,22,+4%,E,+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,
314,Filets d'églefin - Thiriet,3292590841423,,['Thiriet'],"['Produits de la mer', 'Poissons']",['France'],[],[],0.3 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,?,,72,-62%,301 kj(72 kcal),-62%,"0,3",-97%,0,-100%,0,-100%,0,-100%,17,-7%,"0,2",-87%,"0,08",-87%,-5,-173%,A,-173%,,,,,,,,,,['Thiriet'],,,,,,,,,,,,
315,Harry Potter milk chocolate wand,0071570008956,,['Harry Potter'],,['France'],[],[],,,,,,,,,?,,552,,2310 kj(552 kcal),,36,,22,,52,,51,,"6,2",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Dzintars,4750050526185,,,,['France'],[],[],,,,,,,,,?,,271,,1134 kj(271 kcal),,"24,4",,"16,4",,"2,1",,"1,8",,"10,6",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Pâtes orzo à l'aneth et saumon - Carrefour Bio,5400101070967,,"['Carrefour Bio', 'Carrefour']",,['France'],[],[],,,,,,,,,?,,179,,749 kj(179 kcal),,"7,9",,"1,6",,21,,"1,9",,5,,"0,69",,"0,276",,,,,,,,,,,,,,,['Carrefour'],,,,,"['Bio', 'Bio européen', 'BE-BIO-01', 'Agriculture UE/Non UE']",,,,,,,
318,Limonata bio,8018161007020,,,,['France'],[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,11,,11,,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
319,La salvetat pêche,3068320121840,,,"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux gazeuses', 'Boissons sans sucre ajouté']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.01 g,en faible quantité,?,,1,,4 kj(1 kcal),+300%,0,-100%,0,,0,-100%,0,-100%,0,-100%,"0,01",-82%,"0,004",-82%,1,+103%,B,+103%,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,
320,Tidélice,3260112080384,,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,2",,0,,"13,2",,"9,5",,"0,3",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Beef jerky,4251097408026,,,"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",['France'],[],[],4 g,en quantité modérée,1.8 g,en quantité modérée,25.5 g,en quantité élevée,3.5 g,en quantité élevée,?,,304,+14%,1272 kj(304 kcal),+15%,4,-5%,"1,8",+20%,"29,3",+108%,"25,5",+143%,"37,8",-4%,"3,5",-5%,"1,4",-5%,19,+30%,E,+30%,,,,,,,,,,,,,,,,,,,,,,
322,Pruneaux d'agen - Auchan,8435177057434,E,['Auchan'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",['France'],"[""Pruneaux d'Agen"", 'conservateur :acide sorbique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,35 g,en quantité élevée,0.01 g,en faible quantité,?,,240,-0%,1004 kj(240 kcal),-1%,"0,5",+39%,"0,1",-12%,54,+1%,35,-4%,"1,8",-4%,"0,01",-28%,"0,004",-28%,-2,-191%,A,-191%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,,,['Auchan'],"['E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,3,,,,,,,,,
323,Perfectly Clear Water,5060292123011,,,,['France'],[],[],,,,,,,,,?,,5,,21 kj(5 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
324,Cocktail Oriental - 120g,3760021920660,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,544,,2276 kj(544 kcal),,47,,"6,6",,"11,1",,"1,4",,23,,"1,6",,"0,64",,,,,,,,,,,,,120 g,,,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'FR-BIO-01']",,,,,,,
325,Citrovin,4000674002306,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,38,,159 kj(38 kcal),,"0,5",,"0,1",,"0,5",,"0,5",,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Taragui Yerba Mate 60G,7790387010039,,,,['France'],[],[],,,,,,,,,?,,61,,255 kj(61 kcal),,0,,0,,12,,0,,3,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Filet de poulet jaune,3700634209776,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],17 g,en quantité modérée,4.5 g,en quantité modérée,0 g,en faible quantité,0.1 g,en faible quantité,?,,217,+66%,908 kj(217 kcal),+67%,17,+490%,"4,5",+503%,0,-100%,0,-100%,16,-30%,"0,1",-87%,"0,04",-87%,1,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,
328,Filet de morue salee msc - Delpierre - 385g,3038680047173,,['Delpierre'],,['France'],[],[],,,,,,,,,?,,78,,326 kj(78 kcal),,"0,8",,"0,4",,0,,0,,18,,4,,"1,6",,,,,,,,,,,,,385 g,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,"['FR 17.197.004 CE', 'Jonzac (Charente-Maritime, France)', 'MSC-C-50354']",,,,
329,Ravioli Boeuf aux Petits Légumes - Buitoni,8053041000142,E,['Buitoni'],"['Plats préparés', 'Produits à la viande', 'Plats à base de pâtes', 'Plats préparés à la viande', 'Pâtes farcies', 'Plats au bœuf', 'Pates farcies à la viande', 'Ravioli', 'Ravioli à la viande', 'Raviolis au bœuf']",['France'],[],[],11 g,en quantité modérée,3.1 g,en quantité modérée,5.2 g,en quantité modérée,1.3 g,en quantité modérée,?,,299,+120%,1251 kj(299 kcal),+122%,11,+217%,"3,1",+156%,37,+99%,"5,2",+106%,12,+118%,"1,3",+46%,"0,52",+46%,12,+453%,D,+453%,92.9%,3.7%,1.3%,1.1%,0.6%,0.4%,19,,,,,,,,,,,,,,,
330,Red flavor premium olive oil - Kapoudia - 750ml,6191413200010,C,['Kapoudia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],['olives : chemleli'],[],93.3 g,en quantité élevée,13.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,800,-7%,3350 kj(800 kcal),-6%,"93,3",-2%,"13,3",-5%,0,,0,,0,,0,-100%,0,-100%,5,-19%,C,-19%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,750 ml,['Tunisie'],['marché'],,,2,,,,,,,http://www.Kapoudia.com,,
331,Madalenas,5600744051112,,,,['France'],[],[],,,,,,,,,?,,443,,1854 kj(443 kcal),,24,,"2,8",,51,,32,,"5,2",,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Noodle cup beef taste - Maggi - 63g,7613036683371,,['Maggi'],,"['Autriche', 'France']",[],[],,,,,,,,,?,,103,,431 kj(103 kcal),,5,,"2,8",,"11,7",,"0,6",,"2,4",,1,,"0,4",,,,,,,,,,,,,63 g,,,,,,,,,,,,,,
333,"Nüdeli, 3 Eierteigwaren Aus Hartweizengriess",7610029031256,,,,['France'],[],[],,,,,,,,,?,,358,,1498 kj(358 kcal),,3,,"0,8",,67,,"0,6",,"3,5",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,
334,mariñeiras - Daveiga,8437007383218,B,['Daveiga'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']","['France', 'Espagne']",[],[],12 g,en quantité modérée,1.9 g,en quantité modérée,1.4 g,en faible quantité,1.4 g,en quantité modérée,?,,423,-9%,1770 kj(423 kcal),-10%,12,-40%,"1,9",-65%,65,+9%,"1,4",-64%,12,+21%,"1,4",-30%,"0,56",-30%,12,-22%,D,-22%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,,,,,,,,,,,,,
335,Pralines concassées - Agidra - 500g,3580280710778,,['Agidra'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Praline rose']",['France'],"['sucre', 'AMANDES 12%', 'sirop de glucose', 'épaississant: gomme arabique', 'colorant E129']","['Sans huile de palme', 'Végétalien', 'Végétarien']",16 g,en quantité modérée,7.8 g,en quantité élevée,62 g,en quantité élevée,,,1914,-17%,456,-18%,1914 kj(456 kcal),-18%,16,-63%,"7,8",+40%,65,+242%,62,+577%,9,-44%,,,,,,,,,,,,,,,,500 g,,,"[""E414 - Gomme d'acacia"", 'E129 - Rouge allura AC']",['Fruits à coque'],4,['Sachet plastique'],,,Pralines roses,,,,,
336,Mini baguette au fromage et romarin,3760269300781,,,,['France'],[],[],,,,,,,,,?,,411,,1720 kj(411 kcal),,12,,3,,59,,"2,6",,14,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Hitsches,4100250059158,,,,['France'],[],[],,,,,,,,,?,,398,,1665 kj(398 kcal),,"5,8",,"3,3",,85,,65,,"1,5",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Pommette Bio pomme pruneau - 4x 100g,3250392745530,,['Pommette'],,['France'],[],[],,,,,,,,,?,,68,,285 kj(68 kcal),,"0,5",,"0,1",,14,,14,,"0,9",,0,,0,,,,,,,,,,,,,4 x 100 g,,,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,,,,,
339,Framboises surgelé - Crop's - 500g,5410355315349,,"[""Crop's""]",,['France'],[],[],,,,,,,,,?,,35,,146 kj(35 kcal),,0,,0,,"4,5",,"4,5",,"1,4",,"0,01",,"0,004",,,,,,,,,,,,,500 g,,,,,,['Sachet'],,,,,,,,
340,Rocher praliné - Belle France - 140g (4 * 35g),3258561060811,,['Belle France'],,['France'],[],[],,,,,,,,,?,,554,,2318 kj(554 kcal),,35,,19,,53,,52,,"5,4",,"0,15",,"0,06",,,,,,,,,,,,,140 g (4 * 35 g),,,,,,,,,,,,,,
341,Denti-Pop saveur framboise,7061286967350,,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,15,,63 kj(15 kcal),,"1,4",,"1,4",,95,,"0,5",,"0,5",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Sans colorants', 'Végétalien', 'en:gluten-free']",,,,,,,
342,Lait fermenté Leben -  - 1l,20841348,C,,"['Boissons', 'Produits laitiers', 'Boissons lactées', 'Laits']",['France'],[],[],1.1 g,en faible quantité,0.8 g,en quantité modérée,4.9 g,en quantité modérée,0.12 g,en faible quantité,?,,43,-38%,180 kj(43 kcal),-39%,"1,1",-32%,"0,8",-19%,"4,9",-53%,"4,9",-50%,"3,4",+18%,"0,12",+8%,"0,048",+8%,8,-45%,D,-45%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,1 l,,,,,,['Carton'],,,Lait fermenté,,,,,
343,Victory Endurance Bar,8414192304983,,['Victory Endurance'],['Compléments alimentaires'],"['France', 'Espagne']",[],[],20 g,en quantité modérée,4.4 g,en quantité modérée,34 g,en quantité élevée,0.02 g,en faible quantité,?,,447,+54%,1870 kj(447 kcal),+55%,20,+218%,"4,4",+77%,61,+219%,34,+378%,"5,1",-85%,"0,02",-96%,"0,008",-96%,16,+144%,D,+144%,,,,,,,,,,,,,,,,,,,,,,
344,Naturel chips - Hema,8718161469889,,['Hema'],,['France'],[],[],,,,,,,,,?,,546,,2284 kj(546 kcal),,"3,4",,"3,4",,"51,2",,"0,5",,"5,7",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
345,Terry's Chocolate Orange Mini - 125.0g,3664346304948,,,,"['Autriche', 'France']","['sugar', 'cocoa mass', 'cocoa butter', 'dried skimmed milk', 'dried whey ', 'from milk', 'vegetable fats ', 'palm', 'shea', 'milk fat', 'emulsifiers ', 'soya lecithins', 'e476', 'orange oil', 'flavouring', 'may contain nuts', 'wheat', 'milk solids 14% minimum', 'cocoa solids 25 % minimum', 'contains vegetable fats in addition to cocoa butter', '3664346 304948"" 3001285 product may suffer some scuffing']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,2176,,9104 kj(2176 kcal),,28,,17,,"59,5",,"58,5",,"5,8",,"0,38",,"0,152",,,,,,,,,,,,,125.0 g,,,"['E322 - Lécithines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]",['Soja'],4,"['ldpe-packet', 'Stück', 'Stück']",,,,,,,,
346,YAOURT,3760208110020,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Herbes de provence - So chips - 40g,3770010804093,B,['So chips'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol""]",['France'],"['pommes de terre', 'huile de tournesol', 'sel', 'Herbes de Provence ', '3%', ' ', 'romarin', 'thym', 'sarriette', 'basilic', 'marjolaine']","['Sans huile de palme', 'Végétalien', 'Végétarien']",32 g,en quantité élevée,2.8 g,en quantité modérée,0.5 g,en faible quantité,0.84 g,en quantité modérée,?,,539,+2%,2255 kj(539 kcal),+2%,32,0%,"2,8",-5%,58,+12%,"0,5",-78%,"5,6",-8%,"0,84",-41%,"0,336",-41%,11,-4%,D,-4%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,40 g,,,,,3,['Plastique'],"['Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",['France'],,,,,,
348,Jus de pomme pétillant - Moulin des moines,3347430005357,C,['Moulin des moines'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme', 'Jus de pomme pétillants']",['France'],[],[],0.1 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,0.03 g,en faible quantité,?,,54,+15%,226 kj(54 kcal),+15%,"0,1",-8%,"0,1",+658%,13,+16%,12,+19%,"0,25",+158%,"0,03",+65%,"0,012",+65%,6,+35%,D,+35%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,,,
349,Croissant au beurre - 240g,7613404087091,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Croissants', 'Croissants au beurre']","['France', 'Suisse']",[],[],21 g,en quantité élevée,14 g,en quantité élevée,4.9 g,en faible quantité,1.3 g,en quantité modérée,?,,409,+7%,1711 kj(409 kcal),+6%,21,-3%,14,-1%,45,+10%,"4,9",-31%,"8,9",+19%,"1,3",+32%,"0,52",+32%,21,+12%,E,+12%,78.5%,13.2%,5.3%,2.6%,0.4%,0.0%,69,240 g,,,,,,['Sachet'],,,,,,,,
350,"Straw, Schokolade - Woogie",9002859044267,,['Woogie'],,['France'],[],[],,,,,,,,,?,,391,,1636 kj(391 kcal),,"0,9",,"0,6",,93,,87,,"1,8",,0,,0,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', ""Fabriqué dans l'UE""]",,,,,,,
351,Confiture framboise - Francis Miot,3396745002230,C,['Francis Miot'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",['France'],"['sucres extraits de fruits 54 %', 'framboise 45 %', 'jus de citron', 'gélifiant : pectine issue de fruit']",[],0.5 g,en faible quantité,0.1 g,en faible quantité,40 g,en quantité élevée,0.1 g,en faible quantité,?,,176,-21%,736 kj(176 kcal),-22%,"0,5",+85%,"0,1",+116%,40,-25%,40,-22%,"0,9",+33%,"0,1",+369%,"0,04",+369%,9,+2%,C,+2%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,,,['E440 - Pectines'],,4,,,,,,,,,
352,Rhum arrangé  goyave-rooibos,3283770211334,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,1,,1,,20,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Salade Alaska - La Belle Henriette,3342280892829,,['La Belle Henriette'],"['Plats préparés', 'Salades', 'Salades composées']",['France'],[],[],13 g,en quantité modérée,1 g,en faible quantité,4.5 g,en faible quantité,1.5 g,en quantité modérée,?,,171,+12%,715 kj(171 kcal),+13%,13,+45%,1,-26%,"8,7",-14%,"4,5",+99%,"4,1",-26%,"1,5",+71%,"0,6",+71%,6,+295%,C,+295%,,,,,,,,,,,,,,,,,,,,,,
354,Tost Salami - Suntat,4040328033683,,['Suntat'],,['France'],[],[],,,,,,,,,?,,383,,1602 kj(383 kcal),,35,,16,,1,,1,,16,,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,['Halal'],,,,,,,
355,Cuban rum,4251479400013,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Crema al parmigiano reggiano & tartufo bianco tarro - Tartufi Jimmy,8033993040908,,['Tartufi Jimmy'],,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,"31,9",,"4,3",,"4,4",,"1,4",,"8,2",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,
357,280,8713938003471,,,['Champignon découpé'],['France'],"['Champignons*', '71%', 'eau', 'sel marin', ""acide citrique *ingredient issu de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en quantité modérée,?,,10,,42 kj(10 kcal),,0,,0,,"0,2",,"0,1",,"3,6",,"0,7",,"0,28",,-1,,A,,,,,,,,,280,,,['E330 - Acide citrique'],,3,,['Bio'],,,,,,,
358,Tortilla chips -  - 450g,4053091082413,B,,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Plats préparés', 'Chips', 'Entrées', 'Chips de maïs']","['France', 'Allemagne']",[],"['Végétalien', 'Végétarien']",20 g,en quantité modérée,2 g,en quantité modérée,1.5 g,en faible quantité,1.3 g,en quantité modérée,?,,472,-2%,1975 kj(472 kcal),-2%,20,-12%,2,-32%,"64,4",+7%,"1,5",-21%,"6,6",+3%,"1,3",+11%,"0,52",+11%,11,+14%,D,+14%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,450 g,,,,,,,"['Végétarien', 'Sans gluten', 'Végétalien', 'Sans lactose']",,,,,,,
359,Sauce noire à la truffe - 180g,8025386004871,,,,['France'],[],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,36,,"4,1",,"4,7",,"0,9",,"2,9",,"1,3",,"0,52",,,,,,,,,,,,,180 g,,,,,,,,,,,,,,
360,Creme Cuisine - Meggle - 1000ml,4034900027801,,['Meggle'],,['France'],[],[],,,,,,,,,?,,175,,732 kj(175 kcal),,16,,9,,6,,4,,3,,0,,0,,,,,,,,,,,,,1000 ml,,,,,,,['Sans colorants'],,,,,,,
361,Noix de St Jacques,3564706553286,,,,['France'],[],[],,,,,,,,,?,,83,,347 kj(83 kcal),,"1,2",,"0,2",,1,,"0,5",,17,,"0,48",,"0,192",,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Chiffonade de chorizo extra,8422003011074,,,,['France'],[],[],,,,,,,,,?,,338,,1414 kj(338 kcal),,"22,3",,"7,8",,"4,8",,1,,30,,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,['Fabriqué en Espagne'],,,,,,,
363,Bloc de foie gras de canard - Édouard - 120g,3018258016114,A,['Édouard'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",['France'],"['Foie gras fe Canard', 'eau', 'sel', 'Cognac', 'sucre', 'épices', 'antioxydant ascorbate de sodium', 'conservateur : nitrite de sodium']",[],44 g,en quantité élevée,18 g,en quantité élevée,1 g,en faible quantité,1.4 g,en quantité modérée,?,,431,-12%,1803 kj(431 kcal),-12%,44,-13%,18,-16%,"1,6",-25%,1,-25%,"6,5",+6%,"1,4",+15%,"0,56",+15%,21,+3%,E,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,120g,['France'],,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,3,['bocal verre'],['Entrepreneurs + Engagés'],['Alsace'],,"['FR 67.447.005 CE', 'Schiltigheim (Bas-Rhin, France)']",,,,
364,Birra Moretti - Baffo d’Oro - 33cl,8006890623086,C,['Birra Moretti'],"['Boissons', 'Boissons alcoolisées', 'Bières']",['France'],"['acqua', ""malto d'orzo"", 'luppolo']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,39,-11%,163 kj(39 kcal),-12%,?,,0,-100%,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,33 cl,,,,,3,['Bouteille'],,,,,,,,
365,Jus de pomme myrtille,3760027740088,,,,['France'],[],[],,,,,,,,,?,,194,,812 kj(194 kcal),,"0,5",,"0,1",,11,,11,,"0,5",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Giovanni Rana Frische Sauce Tomate Mit Mascarpone - 200g,8001665701716,,['Rana'],,"['France', 'Allemagne']",[],[],,,,,,,,,?,,93,,389 kj(93 kcal),,5,,"2,1",,9,,"6,6",,2,,"1,1",,"0,44",,,,,,,,,,,,,200g,,,,,,,,,,,,,,
367,Les P'tites tranches Délicatement fumé - saint agaune,3450160001985,,['saint agaune'],,"['France', 'Espagne']",[],[],,,,,,,,,?,,296,,1238 kj(296 kcal),,"13,2",,"5,5",,"3,5",,"3,1",,"40,7",,"4,7",,"1,88",,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
368,WAKAME paillettes,3509901051298,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits de la mer', 'Algues et dérivés', 'Algues wakame']",['France'],[],[],2 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,12 g,en quantité élevée,?,,169,+28%,707 kj(169 kcal),+28%,2,-29%,"0,7",+67%,3,-41%,0,-100%,17,+105%,12,+108%,"4,8",+108%,12,+63%,D,+63%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,,,,,,,,,,
369,Crispywafers - 3x 90g,8719979200978,,,,['France'],[],[],,,,,,,,,?,,492,,2059 kj(492 kcal),,22,,10,,67,,39,,"5,3",,"0,07",,"0,028",,,,,,,,,,,,,3 x 90 g,,,,,,,,,,,,,,
370,Rapadura Sucre de Canne Biologique - Biona - 500g,5032722303416,B,['Biona'],"['Édulcorants', 'Sucres', 'Sucres de canne']",['France'],['Rapadura sucre de canne biologique'],[],0 g,en faible quantité,0 g,en faible quantité,96 g,en quantité élevée,5 g,en quantité élevée,?,,395,+1%,1653 kj(395 kcal),+1%,0,-100%,0,,96,-2%,96,-1%,0,-100%,5,+27222%,2,+27222%,24,+69%,E,+69%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,500 g,,,,,,,['Bio'],,,,,,,
371,Abricots - sunny fruit - 1.13kg,8692550040401,D,['sunny fruit'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots', 'Abricots secs']","['Belgique', 'France']","[""abricots déshydratés issus de l'agriculture biologique 93%"", 'eau']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.5 g,en faible quantité,0 g,en faible quantité,53 g,en quantité élevée,0.03 g,en faible quantité,?,,250,+30%,1046 kj(250 kcal),+35%,"0,5",-15%,0,-100%,55,+41%,53,+65%,"3,4",+39%,"0,03",-38%,"0,012",-38%,1,-16%,B,-16%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,1.13 kg,,['Cosco'],,,1,"['Paquet', 'mixed plastic-bag']","['Bio', 'Sans gluten', 'Sans sucre ajouté', 'Sans-fruits-a-coques']",,,,,,,
