,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,categories,palm_ingredients,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,traceability_code,link,brand_owner
148,Pizza Salame - Dr.Oetker - 640g,4001724628804,640g,"['stück', 'Stück']",['Dr.Oetker'],"['Danemark', 'France', 'Allemagne']","['HVEDEMEL', '30% flåede tomater', '15% OST ', 'skærefast MOZZARELLA', 'EDAM', '12% salami ', 'svinekød', 'svinefedt', 'salt', 'krydderier', 'dextrose', 'løgpulver', 'hvidløgspulver', 'krydderiekstrakter', 'stabilisator ', 'natriumnitrit', 'antioxidant ', 'ekstrakt af rosmarin', 'røg', 'rapsolie', 'gær', 'sukker', 'salt', 'vand', 'ekstra jomfru olivenolie', 'basilikum', 'modificeret stivelse', 'oregano', 'paprika', 'peber', 'hydrolyseret vegatabilsk protein', 'maltodextrin', 'karamel']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'da:EDAM', 'da:MOZZARELLA']","['Non végétalien', 'Non végétarien']",4,?,273,1142 kj(273 kcal),14,"4,8",26,"3,1",10,"1,4","0,56",C,,"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas au chorizo', 'Pizzas surgelées']",,14 g,en quantité modérée,4.8 g,en quantité modérée,3.1 g,en faible quantité,1.4 g,en quantité modérée,,+13%,+15%,+44%,+11%,-2%,-4%,-1%,+2%,+2%,13,+34%,D,+34%,59.0%,18.5%,4.6%,5.4%,2.6%,9.9%,70,,,,,,,
149,Sucre en morceaux - Diamant - 1000g e,4001726138004,1000 g e,"['Boite en carton', 'Carton', 'Boîte']","['Diamant', 'Pfeifer & Langen']",['France'],['Sucre'],,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,?,400,1674 kj(400 kcal),0,0,"33,33",10,0,0,0,A,Sucre en morceaux,"['Édulcorants', 'Sucres', 'Sucres blancs', 'Sucres en morceaux']",,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,,0%,-0%,,,-67%,-90%,,,,6,-58%,C,-58%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,['Lidl'],['Allemagne'],,,,
150,Kölner Weisser Kandis - Diamant,4001726327002,,,['Diamant'],"['France', 'Allemagne']",[],,,[],,?,400,1674 kj(400 kcal),0,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Kakao - Bensdorp - 250g,4001743047044,250 g,['Karton'],['Bensdorp'],"['France', 'Allemagne']",[],,,[],,?,?,,?,,?,,?,,,E,,"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",,,,,,,,,,,,,,,,,,,,,,,,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,,,,,,,
152,"Bar Royal Melon, Melone",4001744045810,,,,['France'],[],,,[],,?,0,0 kj(0 kcal),1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Light live Chardonnay,4001744061049,,,,['France'],[],,,[],,?,22,92 kj(22 kcal),0,0,"5,2","4,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"Light Live Cabernet Sauvignon - 0,75l",4001744061063,"0,75 l",['Bouteille en verre'],['Light Live'],['France'],"['vin Cabernet Sauvignon désalcoolisé', 'concentré de moût de raisins rectifié', 'arômes', 'agent conservateur : dioxyde de soufre', 'E242']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E242 - Dicarbonate de diméthyle']",,[],4,?,23,96 kj(23 kcal),0,0,"5,8","4,6",0,0,0,,Vin rouge désalcoolisé,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,-53%,-52%,-100%,-100%,+17%,+110%,-100%,-100%,-100%,,,,,,,,,,,,,,,,,,
155,"Light Live 0,75L Alkoholiton Kuohuviini",4001744061339,,,['Light Live'],['France'],"['de-olcoholised wine', 'rape must/ carbon dioxide', 'preservative: dioxide', ' Average va ues per 100 ml: energy 99 kJ ', '24 WHITE of which: - saturates 0 g', ' carbohydrate 5', '5 g', 'of which: - protein 0 g', ' salt 0 g', ' CO Alcoholvrlle mousserende rosé wiin,- Ingrediënten: alcoholvrije sulfieten', ' Gemiddelde voedingswaarde per 100 ml', ""' energie 99 kJ? 0 g"", 'woarvon: - verzdgde vetzuren 0 g', ' koolhydraten 5', '5 g', 'waarvan: ellitten0 IIOut0g', ' Akoholittomasta viinistü valmistettu kuohuviini', 'Ainekset: Viinil iosta typìlernehUl hiilidioksidi', 'süilôntüaineet: rikkidioksidi', ' Keskimüürüinen 99 kJ ', '24 kcol', ' rasva 0 g', 'iosta: - tyydyttynyttü 0 g', ' hiilihydraatit 5', '5 g', 'svaveldioxid', ' Genomsnittligt nürin svürde per 100 o g ? O g', ' 5', '5 varav?', ' - 5', '0 O 54294']",['E290 - Dioxyde de carbone'],,[],4,?,24,100 kj(24 kcal),0,0,"5,5",5,0,0,0,,,['Boissons'],,0 g,en faible quantité,0 g,en faible quantité,5 g,en quantité modérée,0 g,en faible quantité,,-57%,-59%,-100%,-100%,-51%,-47%,-100%,-100%,-100%,8,+4%,D,+4%,,,,,,,,,,,,,,
156,"Steck Senf,Mittelscharf,100 ML Tube",4001787120895,,['Tube'],['Steck'],"['France', 'Allemagne']","['DE-OKO-007 aturlan EU-/Nicht-EU-Landwirtschaft Zutaten: Wasser', 'Gelb-Senfsaaten**', 'Branntweinessig*', 'Roh-Ro Meersalz', 'Apfelessig*,Traubenessig*', 'Braun-Senfsaaten*', 'Gewü Von Natur aus lactosefrei und glutenfrei', ' aus kontrolliert ôkologischem Anbau Naturland zertifizierte Ôko-Zutaten']",,,[],,?,111,464 kj(111 kcal),"6,1","0,4","6,7","5,5","5,7","3,5","1,4",B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,6.1 g,en quantité modérée,0.4 g,en faible quantité,5.5 g,en quantité modérée,3.5 g,en quantité élevée,,-35%,-35%,-44%,-51%,-3%,+42%,-13%,-26%,-26%,12,+3%,D,+3%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'DE-ÖKO-007', 'Sans lactose']",,,,,,
157,Flocons d'avoine -  - 500g,4001882001112,500 g,,,['France'],[],,,[],,?,348,1456 kj(348 kcal),7,"1,3","58,7","1,1","13,5","0,017","0,007",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",,7 g,en quantité modérée,1.3 g,en faible quantité,1.1 g,en faible quantité,0.017 g,en faible quantité,,-6%,-6%,-1%,+4%,-1%,-33%,+10%,-45%,-45%,0,,B,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,"['Bio', 'Bio européen', 'Bio-dynamie', 'Demeter', 'AB Agriculture Biologique']",,,,,,
158,Extra Butter & Wertvollem Rapsöl - Kerrygold,4001954165087,,,['Kerrygold'],['France'],"['Zuteten: Butter ', '63 0%', 'Wasse% Rapsôl ', '13 0%', ' Gesamtfettgehalt 65 0%', 'davon 80 % Butterfett und 20 % Pflanzenfett', ' Mischstreichfett 65 %']",,,[],,?,589,2464 kj(589 kcal),65,35,"0,5","0,5","0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Kerryold Extra Butter Mit Meersalz - Kerrygold,4001954165582,,,['Kerrygold'],['France'],"['Butter ', '63 %', 'Wasser', 'Rapsöl ', '13%', 'Meersalz ', '1%', ' Gesamtfettgehalt 65 %', 'davon 80% Butterfett und 20 % Pflanzenfett', ' Mischstreichfett 65 %']",,['Lait'],['Non végétalien'],2,?,589,2464 kj(589 kcal),65,35,"0,5","0,5",0,1,"0,4",,,['Matières grasses'],,65 g,en quantité élevée,35 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,,-27%,-26%,-27%,+54%,+123%,+209%,-100%,+413%,+413%,19,+68%,E,+68%,,,,,,,,,,,,,,
160,Geflügel Salami - Wiltmann,4001956211843,,,['Wiltmann'],['France'],[],,,[],,?,314,1314 kj(314 kcal),24,11,1,1,"23,1",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Rote linsen -,4002015000033,,,,['France'],[],,,[],,?,315,1318 kj(315 kcal),"2,5","0,3",48,"1,5",27,"0,002","0,001",B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles rouges']",,2.5 g,en faible quantité,0.3 g,en faible quantité,1.5 g,en faible quantité,0.002 g,en faible quantité,,-5%,-4%,+60%,+21%,+2%,-9%,+11%,-94%,-94%,-2,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,,,,
162,Vinaigre balsamique de Modène - Carapelli - 50cl,4002078006348,50 cl,['Verre'],['Carapelli'],['France'],"['Vinaigre de vin ', 'vin', 'eau', 'moût de raisins concentré et cuit', 'colorant : caramel E150d']","[""E150d - Caramel au sulfite d'ammonium""]",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",4,412,97,412 kj(97 kcal),0,0,19,19,"< 0,5","0,1","0,04",A,Vinaigre balsamique de Modène,"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,0 g,en faible quantité,0 g,en faible quantité,19 g,en quantité élevée,0.1 g,en faible quantité,-24%,-34%,-33%,-100%,-100%,-40%,-35%,-25%,+41%,+41%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,['Italie'],,,,
163,Bio huile d'olive vierge extra - Carapelli - 0.75l,4002078023871,0.75 l,"['Bouteille', 'Verre']",['Carapelli'],['France'],[],,,[],,3382,?,3382 kj(808 kcal),91,14,0,0,0,0,0,C,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,,-6%,-5%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
164,Baguettes 3 fromages,4002084318480,,,,['France'],[],,,[],,?,302,1264 kj(302 kcal),14,"4,5",31,"0,8",12,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Pizza jambon emmental - Toupargel,4002084336194,,['Frais'],['Toupargel'],['France'],"['PIZZA À BASE DIEMMENTAL ET DE JAMBON CUIT CHOIX', 'SURGELÉE', ' purée de tomates ', '43,2%', ': Garniture ', '50%', ' emmentg[ ', '27,2%', 'jambon cuit choix ', '24,6%', ' ', 'viande de porc ', '96,5%', 'sel', 'dextrose de maïs', 'sucre', 'antioxydants : ascorbate de sodium - extraits de romarin', 'conservateur : nitrite de sodium', 'fumée', ""huile d'olive vierge extra"", ""mélange d'amidons et de farine de blé "", 'farine de blé', 'amidon de blé', 'amidon de pomme de terre', 'sel', 'sucre', 'plantes aromatiques ', '0', '1 %', ' ', 'romarin', 'thym', 'basilic', 'marjolaine', 'persil', 'sarriette', 'origan', 'cerfeuil', 'livèche', ' ', 'Pourcentages exprimés sur la garniture', ' Pâte ', '50% : farine de blé', 'eau', 'dextrose de maïs', 'huile végétale de']","['E301 - Ascorbate de sodium', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Gluten'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,221,925 kj(221 kcal),"7,8","3,4","25,8","3,6",11,"0,95","0,38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Pizza bolognaise familiale - Toupargel - 600g,4002084340511,600 g,,['Toupargel'],['France'],"['Garniture ', '52%', ' : purée de tomates ', '41,1%', 'viande bovine cuite ', 'origine : France', ' ', '29,9%', 'préparation à base de fromaqe ', '10,7%', ' ', 'eau', 'fromage ', '25%', 'matière grasse végétale de palme', 'protéines de lait', 'amidon de pomme de terre', 'sel', 'oignons frits ', '8%', ' ', 'oignons', 'huile végétale de tournesol', 'huile végétale de colza', 'mozzarella ', '3,6%', ""mélange d'amidons et de farine de blé "", 'amidon de pomme de terre', 'amidon de blé', 'farine de blé', 'sel', 'oignons rôtis ', '0,5%', ' ', 'oignons', 'huile végétale de tournesol', 'sucre', 'amidon de pois', ""mélange de plantes aromatiques et d'épices "", 'romarin', 'marjolaine', 'origan', 'poivre', 'ail', 'mélange à base de concentrés de légumes ', 'champignons', 'tomates', 'carottes', 'oignons', 'poivrons', 'ail', 'huile végétale de tournesol', 'sucre', 'poivre', 'origan', 'oignons en poudre', 'ail', ' ', 'Pourcentages exprimés sur la garniture', ' Pâte ', '48%', ' : farine de blé', 'eau', 'levure', 'dextrose de maïs', 'huile végétale de colza', 'sel', ' Contient : lait et gluten', ' Traces éventuelles de céleri', "" Les allergènes à déclaration obligatoire sont soulignés dans la liste d'ingrédients""]",,"['Gluten', 'Lait']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,209,874 kj(209 kcal),"7,3","2,3",26,"3,5","8,9","0,78","0,312",E,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas à la bolognaise']",,7.3 g,en quantité modérée,2.3 g,en quantité modérée,3.5 g,en faible quantité,0.78 g,en quantité modérée,,-0%,-2%,+4%,-19%,-2%,-2%,-8%,-20%,-20%,-1,-137%,A,-137%,84.7%,5.8%,1.9%,2.3%,1.1%,4.2%,38,,,,,,,
167,Flammkueche - Toupargel,4002084340740,,,['Toupargel'],['France'],[],,,[],,?,264,1105 kj(264 kcal),15,"7,8",23,"3,4","8,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Pizza au thon - Toupargel,4002084341198,,,['Toupargel'],['France'],"['Farine de blé', 'purée de tomates ', '22,1%', 'eau', 'fromages ', '12,7%', ""thon listao à l'huile "", '10,3%', ' ', 'thon listao ', '8,8%', 'huile végétale de tournesol', 'sel', 'oignons ', '2,9%', 'olives noires ', '2,4%', ' ', 'olives noires ', '2,3%', 'sel', 'huile végétale de colza', 'sel', 'dextrose de maïs', 'levure', 'amidon de pomme de terre', 'amidon de blé', 'origan', 'poivre', 'ail', ' Contient: gluten', 'lait et poisson', ' Traces éventuelles de céleri', ""mollusques et crustacés Les allergènes à déclaration obligatoire sont soulignés dans la liste d'ingrédients""]",,"['Poisson', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,?,212,887 kj(212 kcal),"7,2","2,7",26,"3,7","9,8","1,4","0,56",C,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au thon']",,7.2 g,en quantité modérée,2.7 g,en quantité modérée,3.7 g,en faible quantité,1.4 g,en quantité modérée,,-8%,-8%,-25%,-8%,+6%,+20%,-4%,+23%,+23%,5,+2%,C,+2%,66.0%,11.0%,4.2%,7.2%,2.4%,9.2%,67,,,,,,,
169,Pizza chèvre - Toupargel - 350g,4002084608598,350 g,,['Toupargel'],['France'],"['Farine de blé', 'purée de tomates', 'fromage de chèvre ', '11,3%', 'mozzarella ', '10,4%', 'eau', 'lait fermenté', 'huile végétale de colza', 'sel', ""huile d'olive vierge extra"", 'dextrose de maïs', 'levure', 'amidon de pomme de terre', 'amidon de blé', 'sucre', 'basilic', 'origan', 'persil', 'marjolaine', 'thym', 'sarriette', 'cerfeuil', 'livèche', 'romarin', 'oignons rôtis ', 'oignons', 'huile végétale de tournesol', 'jus de légumes concentré ', 'champignons', 'tomates', 'carottes', 'oignons', 'poivrons', 'ail', 'poivre', 'ail', 'huile végétale de tournesol']",,"['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,228,954 kj(228 kcal),"8,4",4,27,"3,9",10,1,"0,4",,,"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées']",,8.4 g,en quantité modérée,4 g,en quantité modérée,3.9 g,en faible quantité,1 g,en quantité modérée,,+2%,+1%,+2%,+11%,+1%,+15%,+3%,-14%,-14%,2,-67%,B,-67%,,,,,,,,,['Toupargel'],,['Allemagne'],"['EMB 69194C', ""Saint-Didier-au-Mont-d'Or (Rhône, France)""]",,
170,Pizza extra moelleuse aux 3 fromages - TOUPARGEL - 600g,4002084911636,600 g,['Surgele'],['TOUPARGEL'],['France'],[],,,[],,?,243,1017 kj(243 kcal),"9,2","4,9",27,4,12,"1,5","0,6",C,,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux trois fromages']",,9.2 g,en quantité modérée,4.9 g,en quantité modérée,4 g,en faible quantité,1.5 g,en quantité modérée,,-2%,-1%,-3%,-3%,-2%,+59%,+7%,+21%,+21%,11,+7%,D,+7%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,,,,,,
171,Pizza croustibfromage - Toupargel,4002084911667,,,['Toupargel'],['France'],"['rouges ', '10,3%', 'emmental ', '6,9%', 'huile végétale de colza', ""mélange d'amidons et de farine de blé "", 'farine de blé amidon de blé amidon de pomme de terre', 'sel', 'ail', 'poivre', ' ', 'Pourcentages exprimés sur la garniture', ' Bande de fromages ', '15,3%', ' : fromaqe fondu ', '61,9%', ' ', 'fromaqe ', '77%', 'eau', 'protéines de lait', 'lait écrémé en poudre', 'émulsifiant : citrates de sodium', 'mozzarella ', '31%', 'eau', 'stabilisant : méthylcellulose', ' ', 'Pourcentages exprimés sur la bande de fromages', ' Contient : gluten et lait', ' Traces éventuelles de céleri', "" Les allergènes à déclaration obligatoire sont soulignés dans la liste d'ingrédients"", ' Conseils de préparation']","['E331 - Citrates de sodium', 'E461 - Méthylcellulose']","['Gluten', 'Lait']",['Non végétalien'],4,?,263,1100 kj(263 kcal),11,"6,1",28,4,12,"0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Label Rouge'],,,,,,
172,Erdinger Urweisse - 50cl,4002103236122,50 cl,,['Erdinger'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Erdinger Weißbier - 50cl,4002103257370,50 cl,"['Bouteille', 'Verre']",['Erdinger'],['France'],"['Eau', 'malt de blé', ""malt d'orge"", 'houblon', 'levure']",,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,?,44,184 kj(44 kcal),"< 0,1","< 0,1","2,6","< 0,1","1,3","< 0,01","0,004",C,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières allemandes', 'Bières blondes', 'Bières de froment']",,,,,,,,,,,+26%,+23%,-25%,+300%,+2%,-80%,+319%,+125%,+125%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Déconseillé aux femmes enceintes'],"['Leclerc', 'E.Leclerc', 'V&B']",,"['ERDINGER Weißbräu Werner Brombach GmbH', 'Franz-Brombach-Str. 1-20 85435 Erding Germany']",,https://int.erdinger.de/beer/weissbier.html,
174,erdinger alkoholfrei lemon,4002103301974,,,['Erdinger'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,"Melitta, BellaCrema, Pads - 201g",4002180007561,201 g,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Tee Himmelszauber,4002221016200,,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Meßmer Old England Earl Grey - 400g,4002221016736,400 g,,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Soleier - Feinkost Dittmann - 190g,4002239692007,190 g,['Glas'],['Feinkost Dittmann'],"['France', 'Allemagne']",[],,,[],,?,135,565 kj(135 kcal),"8,4","0,2","0,3","0,2",14,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Cacao schmidt,4002309000435,,,['Schmidt'],['France'],"['cocoa powder', 'acidity regulator ', 'E501']",['E501 - Carbonates de potassium'],,[],,?,358,1498 kj(358 kcal),"20,7","12,5","8,8","0,5","19,8","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Cebe Nussa Classic Chocolate Untarfr 400.00 GR,4002309003672,,,['Cebe'],['France'],"['Sucre', 'huile de colza huile de palme', 'maltodextrine', 'cacao maigre en poudre ', '5%', 'noisettes ', '2%', 'lactosérum en poudre', 'émulsifiant lécithines', 'arôme']",['E322 - Lécithines'],['Fruits à coque'],['Non végétalien'],4,?,571,2389 kj(571 kcal),"36,2","8,4","58,5","51,5","1,7","0,08","0,032",,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",,36.2 g,en quantité élevée,8.4 g,en quantité élevée,51.5 g,en quantité élevée,0.08 g,en faible quantité,,+5%,+5%,+6%,+8%,+15%,+11%,-74%,-28%,-28%,24,+17%,E,+17%,,,,,,,,,,,,,,
181,Classic - Wilhelm Reuss - 750g,4002309028521,750 g,"['Pot', 'Plastique']",['Wilhelm Reuss'],['France'],"['Sucre', 'huiles végétales', 'maltodextrine', 'cacao fortement dégraissé en poudre ', '5 %', 'noisettes ', '2 %', 'lactosérum en poudre', 'émulsifiants : lécithines', 'arôme']",['E322 - Lécithines'],['Fruits à coque'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,2378,570,2378 kj(570 kcal),"36,3",,"58,4",,"1,7",,,D,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",,36.3 g,en quantité élevée,,,,,,,+5%,+4%,+3%,+6%,,+15%,,-75%,,,,,,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,['Dia'],,['Allemagne'],,,
182,Mövenpick Caffe Cappuccino - 189ml,4002334110321,189ml,['Plastick'],['Caffe'],"['France', 'Allemagne']",[],,,[],,?,66,276 kj(66 kcal),"1,5",1,"9,4","9,4","3,5","0,2","0,08",,,['en:caffe fredo'],,1.5 g,en faible quantité,1 g,en faible quantité,9.4 g,en quantité modérée,0.2 g,en faible quantité,,,,,,,,,,,0,,B,,,,,,,,,,['Penny'],['Allemagne'],['Germany'],['BY 13112'],http://www.movenpick-finefoods.com,
183,Bauer Joghurt Kiwi Stachelbeere - 250g,4002334111472,250 g,,['Bauer'],"['France', 'Allemagne']",[],,,[],,?,?,,?,,?,,?,,,C,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits']",,,,,,,,,,,,,,,,,,,,,,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,,,,,['DE BY-13112 EG'],,
184,"Mövenpick Feinjoghurt, Himbeere Passionsfrucht - 150g",4002334117511,150g,,['Movenpick'],"['France', 'Allemagne']",[],,,[],,?,156,653 kj(156 kcal),"9,5","6,2","15,5","15,2","2,2","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Sauce for chilli con carne - Uncle Ben's - 450g,4002359001628,450g,,"[""Uncle Ben's""]","['France', 'Royaume-Uni']","['tomatoes ', '62%', 'peppers ', '6,6%', 'red kidney beans ', '6,1%', 'onions', 'lemon juice', 'pinto beans ', '4,6%', 'sugar', 'cornflour', 'tomato paste', 'spices ', 'contains jalapeño powder ', '0,1%', 'salt', 'parsley', 'coriander', 'onion powder', 'cocoa powder', 'herbs', 'colour ', 'paprika extract', ',']",['E160c - Extrait de paprika'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,57,238 kj(57 kcal),"0,5","0,1",10,"5,1","1,9","0,75","0,3",E,,"['Epicerie', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Sauces', 'Chili con carne', 'en:Chilli Con Carne sauce']",,0.5 g,en faible quantité,0.1 g,en faible quantité,5.1 g,en quantité modérée,0.75 g,en quantité modérée,,-52%,-52%,-85%,-91%,-18%,+142%,-72%,-6%,-6%,1,,B,,94.4%,3.1%,0.8%,0.9%,0.5%,0.3%,14,,,,,,,
186,Korma,4002359001710,,,,['France'],"['water', 'tomatoes', 'onions', 'sugar', 'fresh cream ', 'from milk', ' ', '4%', 'lemon juice', 'cornflour', 'desiccated coconut ', '3%', 'coconut ', '3%', 'sunflower oil', 'salt', 'curry powder ', '0,6%', 'spices', 'ginger', 'coriander', 'garlic', 'mic', 'creamy curry sauce with coconut per 100g ', '012,5g ', ' 446kj/']",,,['Non végétalien'],,?,107,448 kj(107 kcal),"5,9","4,2","11,6","6,6","0,9","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Aigre-doux Medium Hot - Uncle Bens,4002359002199,,,['Uncle Bens'],"['Belgique', 'France']",[],,,[],,?,73,305 kj(73 kcal),"0,2",0,"16,6","13,3","0,4","0,53","0,212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Nouilles saveur poulet coco  - Suzi wan - 62g,4002359004155,62g,,['Suzi wan'],['France'],[],,,[],,761,?,761 kj(182 kcal),"6,7","3,4","25,3","1,3","4,2","0,95","0,38",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,-37%,,-40%,-42%,-35%,-38%,-46%,-34%,-64%,-64%,,,,,,,,,,,,['Sans colorants'],,,,,,
