,name,bar_code,generic_name,quantity,packaging,brand,categories,labels,link,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,markets,additives,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,palm_ingredients,ingredients_origins,manufacturing,brand_owner,producer_info,origin_detail
967,Dip Guacamole style - El Tequito - 300g,20108588,Sauce crémeuse aux tomates et avocats,300g,"['Bocal', 'Verre', 'Sous-vide']",['El Tequito'],"['Epicerie', 'Sauces', 'Guacamoles']",,,['France'],"['eau', 'oignons 6,8%', 'tomates pelées en morceaux 6,4%', 'poivrons verts 5,8%', 'huile de colza', 'préparation de fromage fondu 4,8% ', 'lait', 'sels de fonte', 'citrates de sodium', 'phosphates de sodium', 'diphosphates', 'triphosphates', 'polyphosphates', 'avocat 3,7%', 'amidon modifié ', 'maïs', 'piments verts 1,6%', 'huile de coco', 'poivron rouge 1,3%', 'sucre', 'sel', 'protéine de lait', 'piment-jalapeño 0,8%', 'jus de citron concentré', 'acide citrique', 'arômes', 'gomme xanthane', 'gomme guar', 'ail', 'épices', 'acide ascorbique', 'caroténoïdes', 'bleu brillant FCF']",['Lait'],['Non végétalien'],4,8 g,en quantité modérée,1.8 g,en quantité modérée,2.5 g,en faible quantité,1.75 g,en quantité élevée,446,-25%,?,,446 kj(107 kcal),-33%,8,-35%,"1,8",-31%,"6,5",+7%,"2,5",+22%,2,+15%,"1,75",+59%,"0,7",+59%,8,+60%,C,+60%,C,['Lidl'],"['E331 - Citrates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E160 - Caroténoïdes', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",75.9%,9.1%,4.3%,8.3%,1.9%,0.5%,56,,,,['Belgique'],,,
968,Sucre en poudre semoule - Navarre - 1kg,20136376,Sucre en poudre,1 kg,['Papier'],['Navarre'],"['Édulcorants', 'Sucres', 'Sucres blancs', 'Sucres en poudre']",,,['France'],['100 % Sucre'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,1700,0%,400,0%,1700 kj(400 kcal),+1%,0,,0,,100,0%,100,+0%,0,,0,,0,,15,+5%,D,+5%,A,['Lidl'],,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,
969,Escalopes de dinde - PiqueBroche - 350g,20137953,Escalopes de dinde,350 g,"['Frais', 'Plastique', 'Atmosphère protectrice']",['PiqueBroche'],"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['Point Vert'],,['France'],"['100% viande de dinde ', 'filet']",,"['Non végétalien', 'Non végétarien']",1,2 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,465,-1%,110,-9%,465 kj(110 kcal),-8%,2,+52%,"0,8",+99%,0,-100%,0,-100%,23,+0%,"0,2",-64%,"0,08",-64%,-4,,A,,C,['Lidl'],,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,['DE NI 10067 EG'],,['France'],['Allemagne'],,,
970,"Fromage Blanc 3,3% - Envia - 800g (8*100g)",20158778,"Fromage blanc, 3.3% de matière grasse, contient plus de 85% d'humidité",800 g (8*100 g),"['Pot', 'Plastique', 'Frais']",['Envia'],"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs']",,,['France'],"['Lait écrémé pasteurisé', 'crème pasteurisée ', 'lait', 'ferments lactiques ', 'lait']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,3.3 g,en quantité modérée,2.3 g,en quantité modérée,5.1 g,en quantité modérée,0.09 g,en faible quantité,316,-16%,?,,316 kj(76 kcal),-16%,"3,3",-18%,"2,3",-12%,"5,1",-22%,"5,1",-15%,"6,3",-3%,"0,09",-16%,"0,036",-16%,0,-100%,B,-100%,B,['Lidl'],,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['FR 67.205.001 CE', 'Hœrdt (Bas-Rhin, France)']",,['France'],['France'],,,
971,iced tea citron - Pataya - 2L,20179663,Boisson rafraîchissante aux extraits de thé goût citron.,2 L,"['Bouteille', 'Plastique']","['Pataya', 'Lidl']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés', 'Thés glacés saveur citron', 'Boissons avec sucre ajouté']",['Sans conservateurs'],,['France'],"['Eau', 'sucre', 'acidifiant : acide citrique', 'jus de citron à base de concentré 1%', 'extrait de thé 0,1%', 'arôme naturel de citron et autres arômes naturels', ""correcteur d'acidité : citrate de sodium""]",,['Sans huile de palme'],4,0 g,en faible quantité,0 g,en faible quantité,7 g,en quantité élevée,0 g,en faible quantité,?,,29,+26%,121 kj(29 kcal),+30%,0,-100%,0,-100%,7,+32%,7,+44%,0,-100%,0,-100%,0,-100%,10,+43%,E,+43%,C,['Lidl'],"['E330 - Acide citrique', 'E331 - Citrates de sodium']",45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,,,,,,,
972,Plateau de poulet à la Mexicaine - L'étal du volailler - 1000g,20258115,,1000 g,['Barquette plastique sous film'],"[""L'étal du volailler""]","['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Cuisses de poulet', 'Poulets cuisinés']","['Viande Française', 'Volaille-francaise']",,['France'],"['Morceaux de poulet ', 'Origine: France', ' 95%', 'chapelure de BLE', 'sel', 'acidifiants: citrates de sodium', 'acétates de sodium', 'épices', 'plantes aromatiques', 'farine de BLE', 'betterave rouge', 'huile de tournesol', 'arômes naturels', 'sucre']",['Gluten'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,16 g,en quantité modérée,4.4 g,en quantité modérée,0 g,en faible quantité,1.5 g,en quantité modérée,?,,213,+15%,891 kj(213 kcal),+14%,16,+75%,"4,4",+99%,"0,7",-92%,0,-100%,17,+9%,"1,5",+39%,"0,6",+39%,11,+209%,D,+209%,C,['Lidl'],"['E331 - Citrates de sodium', 'E262 - Acétates de sodium']",83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['FR 61.096.020 CE', ""Chapelle-d'Andaine (Orne, France)"", 'FR 53.121.001 CE', 'Javron-les-Chapelles (Mayenne, France)']",,['France'],['Mayenne'],,,
973,"Orangensaft, Orange - Solevita - 1l",20269609,,1 l,"['84', 'SIG']",['Solevita'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus']",,,"['France', 'Allemagne']","['Orangensaft', 'Direktsaft Fruchtgehalt 100 %']",,[],1,0.2 g,en faible quantité,0.1 g,en faible quantité,9 g,en quantité élevée,0.01 g,en faible quantité,?,,43,0%,180 kj(43 kcal),-1%,"0,2",+20%,"< 0,1",+266%,9,-7%,9,-1%,"0,7",+12%,"0,01",+17%,"0,004",+17%,2,-33%,C,-33%,D,['Lidl'],,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,"['Moers', 'Deutschland']",,,
974,Brioche nature 400g pur beurre - Auchan - 400g,2030500477642,,400 g,,['Auchan'],,,,['France'],[],,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,1,,1,,1,,1,,1,,"0,4",,,,,,,['Auchan'],,,,,,,,,,,,,,,
975,Figue de Barbarie - Barbera,20324254,,,,['Barbera'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits']",['Bio'],,"['France', 'Espagne']",['eau sucre - suiker protéines - proteïnen lipides - lipiden vitamine - vitamine C vitamine - vitamine BI vitamine - vitamine B2 polyphénÒls - potyfenolen'],,[],,6 g,en quantité modérée,5 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,?,,4,-98%,17 kj(4 kcal),-98%,6,+733%,5,+3147%,5,-86%,1,-96%,1,-36%,0,-100%,0,-100%,-1,-222%,A,-222%,,,,,,,,,,,,,,,,,
976,Dos de cabillaud - Ocean Sea - 337g,20402969,"Kabeljaurückenfiletportionen, ohne Haut, praktisch grätenfrei, mit Wassereisschutzglasur, einzeln entnehmbar, tiefgefroren",337 g,"['Folienbeutel', 'Vakuumbeutel', 'Kunststoff']",['Ocean Sea'],"['Produits de la mer', 'Poissons', 'Surgelés', 'Fruits de mer surgelés', 'Morues', 'Poissons surgelés']","['en:German Agricultural Society', 'de:Dlg-jahrlich-pramiert', 'de:MSC-C-52514']",,"['France', 'Allemagne']",['Kabeljaurückenfilet'],,[],,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,318,-61%,75,-69%,318 kj(75 kcal),-67%,"0,1",-99%,0,-100%,0,-100%,0,-100%,"18,5",+52%,"0,1",-88%,"0,04",-88%,-5,-202%,A,-202%,E,['Lidl'],,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,"['DE NI 11699 EG', 'MSC-C-52514']",,['de:FAO-67'],,,,
977,Vinaigrette yogo - Kania,20436971,,,"['Flacon', 'Plastique']",['Kania'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,"['Belgique', 'France']","['34% huile de colza', 'eau', '16% lait fermenté traité thermiquement', 'vinaigre', 'sucre', 'sel', 'protéines de lait', 'poudre de lait fermenté', 'ciboulette', 'conservateur : sorbate de potassium ', ' acidifiant : acide lactique ', ' stabilisant : gomme xanthane ', ' ail en poudre', 'poivron en poudre', 'poivre']",['Lait'],['Non végétalien'],4,35 g,en quantité élevée,2.8 g,en quantité modérée,7 g,en quantité modérée,2.1 g,en quantité élevée,?,,353,-2%,1477 kj(353 kcal),-2%,35,-5%,"2,8",-26%,"8,2",+73%,7,+113%,"2,3",+292%,"2,1",+9%,"0,84",+9%,16,+7%,D,+7%,D,['Lidl'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E415 - Gomme xanthane']",80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,
978,Crispbread sesame - Hema - 250gr,2058774899991,,250 gr,,['Hema'],,,,['France'],[],,[],,,,,,,,,,?,,368,,1540 kj(368 kcal),,"6,4",,1,,"58,4",,"3,4",,"11,5",,"1,2",,"0,48",,,,,,,['Hema'],,,,,,,,,,,,,,,
979,Coffret apero - CRUSTI CROC - 100g,20525514,"Produits soufflés goût cacahuète, emmental, goût salé, goût bacon",100 g,['Plastique'],['CRUSTI CROC'],"['Snacks', 'Snacks salés']",,,['France'],"['Produits soufflés goût cacahuète : semoule de maïs 64%', 'cacahuètes grillées moulues 33%', 'huile de tournesol', 'sel', 'dextrose', 'poivre', ' Produits soufflés goût emmental : semoule de maïs 71%', 'huile de tournesol', 'arôme naturel ', 'dont poudres de fromage 5,5% ', 'dont emmental 0,38%', 'poudre de petit-Iait', 'sel', 'crème ', 'Iait', ' en poudre', ' Produits soufflés goût salé : pomme de terre déshydratée 44% ', 'dont conservateur : sulfite acide de sodium ou disulfite de sodium', 'semoule de maïs', 'huile de tournesol', 'farine de blé', 'sel 2,4%', '  Produits soufflés goût bacon : farine de blé 64%', 'huile de tournesol', 'amidon de pomme de terre', 'arôme ', 'contient blé', 'sel', 'extraits de bois de santal', 'paprika et curcuma', 'arôme de fumée']","['Gluten', 'Lait', 'Arachides', 'Anhydride sulfureux et sulfites', 'Iait']",['Non végétalien'],4,21 g,en quantité élevée,2.6 g,en quantité modérée,2.9 g,en faible quantité,1.7 g,en quantité élevée,?,,483,+5%,2021 kj(483 kcal),+5%,21,-13%,"2,6",-39%,"62,7",+31%,"2,9",-11%,"8,9",+5%,"1,7",+10%,"0,68",+10%,12,-2%,D,-2%,,['LIDL'],"['E222 - Bisulfite de sodium', '', 'Risque élevé de sur-exposition', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E166 - Bois de santal']",,,,,,,,,,,,,,
980,"Wok Noodles Gekocht , Classic - Vitasia",20564483,,,,['Vitasia'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",,,['France'],[],,[],,2 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,156,-48%,653 kj(156 kcal),-48%,2,-71%,"0,3",-90%,"28,4",-42%,"0,5",-76%,"4,9",-36%,"0,2",-87%,"0,08",-87%,-2,-508%,A,-508%,,,,,,,,,,,,,,,,,
981,Le moelleux - Sondey - 350g,20594374,,350g,['boîte carton'],['Sondey'],,,,['France'],[],,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,"22,8",,"12,2",,48,,"36,4",,"7,4",,"0,5",,"0,2",,,,,,,['Lidl'],,,,,,,,,,,,,,,
982,Aiguillettes de poulet - L’etal Du Volailler - 350g,20594565,,350 g,['Barquette'],"['L’etal Du Volailler', 'Piquebroche']","['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",,,['France'],"['100% viande de poulet jaune', ' Poulet né', 'élevé et abattu en France', ' Produit frais - Classe A']",,[],,1.4 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.14 g,en faible quantité,?,,109,-13%,456 kj(109 kcal),-13%,"1,4",-24%,"0,5",+5%,"0,5",-45%,"< 0,5",+67%,24,+6%,"0,14",-68%,"0,056",-68%,-4,,A,,D,['Lidl'],,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
983,Mountain source salt - Deluxe - 180g,20611750,,180 g,,['Deluxe'],"['Epicerie', 'Condiments', 'Sels']",['Fabriqué en Allemagne'],,"['France', 'Espagne']","[""Sel de montagne d'Espagne""]",,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,98.4 g,en quantité élevée,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"98,4",+62%,"39,36",+62%,,,,,B,['Lidl'],,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,,,,,,
984,Parmesan reggiano - Lovilio - 125g,20614010,"Parmigiano Reggiano AOP - fromage dur à pâte cuite, en copeaux",125 g,"['Point vert', 'Sachet plastique', 'Frais', 'Atmosphère protectrice', 'Après ouverture consommer sous 5 jours', 'sachet plastique']",['Lovilio'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Parmigiano Reggiano']",['it:Autorizzazione Consorzio Parmigiano Reggiano No 06/2012'],,"['France', 'Allemagne']","['lait cru', 'sel', 'présure']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,29.7 g,en quantité élevée,19.6 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,402,+0%,1682 kj(402 kcal),+1%,"29,7",0%,"19,6",-1%,0,-100%,0,,"32,4",+1%,"1,6",0%,"0,64",0%,17,+2%,D,+2%,D,['Lidl'],,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,"['IT 08 672 CE', 'IT 08-233 CE']",,,"['Zanetti SpA', 'Via Madonna 1', '24040', 'Lallio', 'Italie']",,,
985,Magdalena Cuadrada - Sol & Mar,20645861,,,,['Sol & Mar'],,,,['France'],"['farine de blé', 'sucre', 'huiles végétales ', 'tournesol', 'soja', ""blanc d'oeuf"", 'humectant : sorbitols ', ' oeuf', 'poudres à lever : diphosphates', 'carbonates de sodium ', ' sirop de glucose-fructose', 'sel', 'arôme', ' Traces éventuelles de fruits à coques', 'de lait', 'de soja et de graines de sésames']","['Œufs', 'Gluten', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,473,,1979 kj(473 kcal),,"27,1",,"3,3",,"50,7",,"27,7",,"5,7",,"1,11",,"0,444",,,,,,,['Lidl'],"['E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,,,,,,,,,,,,,
986,Saveur Poulet Rôti - Crusti Croc - 200g,20778187,Chips de pommes de terre aromatisées saveur poulet rôti,200 g,"['Sachet', 'Plastique']",['Crusti Croc'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol"", 'Chips au poulet']",,,['France'],"['59 % pommes de terre', '34 % huile de tournesol', 'farine de blé', 'sel', 'lactosérum ', 'lait', 'sucre', 'exhausteurs de goût : glutamate monosodique', ""5'-ribonucléotide disodique"", 'arômes', 'extrait de levure', 'épices', 'plantes aromatiques', 'acidifiants : acide lactique', 'acide citrique', 'lactate de sodium']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,34 g,en quantité élevée,2.7 g,en quantité modérée,2.4 g,en faible quantité,1.3 g,en quantité modérée,?,,540,+2%,2259 kj(540 kcal),+1%,34,+4%,"2,7",-8%,"50,5",-1%,"2,4",+32%,6,-3%,"1,3",-10%,"0,52",-10%,13,+18%,D,+18%,B,['LIDL'],"['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E270 - Acide lactique', 'E330 - Acide citrique', 'E325 - Lactate de sodium']",62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,
987,Riz au lait - Milbona,20809089,,,,['Milbona'],"['Desserts', 'Puddings', 'Riz au lait']",,,"['Belgique', 'France']",[],,[],,2.7 g,en faible quantité,1.5 g,en quantité modérée,13 g,en quantité élevée,0.1 g,en faible quantité,?,,130,-10%,544 kj(130 kcal),-9%,"2,7",-28%,"1,5",-34%,24,+6%,13,-4%,"2,9",-15%,"0,1",-22%,"0,04",-22%,3,-26%,C,-26%,B,,,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,,,,,
988,Qualité filtre - Bellarom - 200g,20920166,,200g,['pot en verre'],['Bellarom'],"['Boissons', 'Boissons sans alcool']","['Agriculture durable', 'en:UTZ Certified', 'Fabriqué en Allemagne']",,['France'],"['LIDL Café soluble', 'lyophilisé']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,['Lidl'],,,,,,,,,,,,,,,
989,Classici espresso - Bellarom - 50g,20951115,Capsules compatible Nespresso,50 g,['Boite de 10 capsules'],['Bellarom'],"['Boissons', 'Boissons sans sucre ajouté']","['Agriculture durable', 'en:UTZ Certified', 'Café certifié UTZ']",,['France'],['100% café torréfié moulu'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,['Lidl'],,,,,,,,,,,,['Pays-Bas'],,,
990,"Coffee Viola Espresso - Bellarom - 50g, 10capsules",20951146,,"50 g, 10 capsules",['Carton'],['Bellarom'],"['Boissons', 'Boissons sans alcool', 'Boissons sans sucre ajouté']","['Agriculture durable', 'en:UTZ Certified']",,"['France', 'Espagne']",['100% café torréfié'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,B,-100%,,['Lidl'],,,,,,,,,,,,,,,
991,Boudoirs bio - lupilu - 8x 40g,20969264,,8 x 40 g,,['Lupilu'],,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'IT-BIO-006', 'en:palm-oil-free']",,['France'],[],,['Sans huile de palme'],,,,,,,,,,?,,421,,1761 kj(421 kcal),,"8,6",,"1,8",,76,,24,,"8,7",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,
992,Jus de fruits Orange & Fraise - CHEF TO GO SELECT - 250ml,20977320,,250ml,['Bouteille'],['CHEF TO GO SELECT'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,,['France'],"[""70% jus d'orange"", '30% purée de fraise']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,7.5 g,en quantité élevée,0.01 g,en faible quantité,?,,37,-18%,155 kj(37 kcal),-17%,"< 0,5",+216%,"< 0,1",+276%,"7,8",-25%,"7,5",-22%,"0,7",+108%,"< 0,01",-5%,"0,004",-5%,1,-85%,B,-85%,C,['Lidl'],,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,,
993,Infusion aromatisée fruits rouges - Lord Nelson,20997120,,,,['Lord Nelson'],,,,['France'],"['38 % hibiscus', '25 % morceaux de pomme', '15 % arôme ', 'fruits rouges', '15 % cynorrhodon', '2 % groseille', '2 % jus de cerise en granulés ', 'maltodextrine', 'jus de cerise concentré', '1 % fraise', '1 % framboise', '1 % mûre']",,[],4,,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,"0,6",,"0,2",,0,,0,,0,,,,,,,['Lidl'],,,,,,,,,,,,,,,
994,Biscuits au Beurre au Chocolat au Lait - Choco Bistro - 125g,22115508,,125 g,"['Carton', 'Plastique']","['Choco Bistro', 'Aldi']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']","['Agriculture durable', 'Fabriqué en Allemagne', 'en:UTZ Certified', 'en:utz-certified-cacao']",,"['France', 'Allemagne']","['Sucre', 'farine de blé', 'beurre de cacao', 'pâte de cacao', 'lait écrémé en poudre', 'beurre 3,7 %', 'lactosérum', 'matière grasse butyrique', 'sirop de glucose', 'lactose', 'émulsifiant: lécithine ', 'soja', 'levure: carbonate de sodium et diphosphate', 'poudre de lait', 'sel', 'acidifiant: arômes citriques', 'jaune d’œuf de poule en poudre']",,[],,25.8 g,en quantité élevée,16.3 g,en quantité élevée,39.4 g,en quantité élevée,0.7 g,en quantité modérée,?,,504,+0%,2109 kj(504 kcal),+0%,"25,8",+6%,"16,3",+20%,"59,8",-5%,"39,4",+12%,"7,5",+11%,"0,7",+25%,"0,28",+25%,27,+15%,E,+15%,C,['Aldi'],['E322 - Lécithines'],84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,['Allemagne'],,,
995,Entrecôte étui fraîcheur - Charal - 190g,2494558037331,,190 g,,['Charal'],"['Viandes', 'Bœuf', 'Entrecôte de boeuf']",,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,E,,,97.6%,0.4%,0.8%,0.7%,0.4%,0.3%,3,,,,,,,
996,Ailes de poulet - Auchan,2600018018431,,,,['Auchan'],"['Viandes', 'Volailles', 'Poulets', 'Ailes de poulet']","['Viande Française', 'Volaille-francaise']",,['France'],[],,[],,13 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,0.3 g,en quantité modérée,?,,196,-1%,820 kj(196 kcal),+0%,13,+8%,4,+21%,"0,5",-81%,"0,5",-42%,19,+1%,"0,3",-78%,"0,12",-78%,1,-86%,B,-86%,D,['Auchan'],,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
997,Mousse à la crème de Marrons - Ursi - 4x 73g,26006741,Mousse à la crème de Marrons,4 x 73 g,['Pot plastique'],['Ursi'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Mousses sucrées', 'Mousses lactées']",,,['France'],"['crème de marrons 44% ', 'sucre', 'purée de marrons 19%', 'lait écrémé', 'crème', 'eau', 'gélatine', 'émulsifiant : E472b', 'protéines de lait', 'arôme', 'épaississant : carraghénanes']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,6.8 g,en quantité modérée,4.6 g,en quantité modérée,27.8 g,en quantité élevée,0.16 g,en faible quantité,800,+13%,190,0%,800 kj(190 kcal),+5%,"6,8",-26%,"4,6",-23%,"29,1",+49%,"27,8",+57%,"2,6",-36%,"0,16",-6%,"0,064",-6%,11,+20%,D,+20%,,['ALDI'],"['E428 - Gélatine', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,,"['EMB 62853', 'Vieil-Moutier (Pas-de-Calais, France)', 'FR 62.853.030 CE', 'Vieil-Moutier (Pas-de-Calais, France)']",,,,,,
998,Basilic - Portland,26020112,,,,['Portland'],,,,['France'],['ingrédients : Basilic'],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
999,Bruschetta aux olives - D'Antelli - 170g,26024714,,170g,['Bocal'],"[""D'Antelli""]",,,,['France'],"['olives vertes 46,4%', 'huile de tournesol', 'olives noires 15 % ', 'câpres 5 % ', 'vinaigre de vin blanc ', 'vinaigre de vin blanc', 'antioxydant metabisulfite de potassium', 'persi 12,2%  ', ""huile d'olive vierge extra"", 'ail 0,7 % ', 'sel Traces éventuelles de celeri']",,[],,,,,,,,,,?,,384,,1607 kj(384 kcal),,38,,"4,1",,"6,7",,6,,"2,8",,"3,1",,"1,24",,,,,,,['Aldi'],"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,['Italie'],,,
