,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,brand,eco_score,quantity,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,allergens,nova_score,traceability_code,generic_name,ingredients_origins,markets,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,additives,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,link,palm_ingredients,brand_owner,origin_detail,producer_info
1191,Bananes seches,2240564017382,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Gateau breton framboise,3552085006929,['France'],[],[],?,447,1870 kj(447 kcal),19,12,65,37,"4,4","0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Vin rouge,3192371123642,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Grand speck italien,8002974000651,['France'],[],[],?,325,1360 kj(325 kcal),23,"8,9","0,5",0,29,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Rillettes truites,3760261181432,['France'],[],[],?,249,1042 kj(249 kcal),22,"3,4","1,8",1,16,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 62.160.011 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,
1196,mâche,3564706593411,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Chokay Chokay Crispy Kokos,8718481610336,['France'],[],[],?,519,2171 kj(519 kcal),"39,1","27,6","20,6","10,7","39,1","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Kouignette framboise,0209428032475,['France'],[],[],?,445,1862 kj(445 kcal),23,15,64,32,"4,9","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Battuta a coltello di bovino adulto scottona,8033219291909,['France'],[],[],?,135,565 kj(135 kcal),"6,1","1,3",0,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Pain d’epices,9999991950191,['France'],[],[],?,?,,?,,?,,?,,,,,B,,"['Biscuits et gâteaux', ""Pains d'épices""]",,,,,,,,,,,,,,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,,,,,,,,,,,,,,,,,,,,,,
1201,Crozets nature - Les Férices - 400g,3760033830292,['France'],"['Farine de blé tendre* eau', 'Oeufs']",['Non végétalien'],?,338,1414 kj(338 kcal),"0,81",0,"68,9",0,"12,2",12,"4,8","['Bio', 'Bio européen', 'Point Vert', 'AB Agriculture Biologique']",['Les Férices'],,400 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Crozets']",0.81 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-3%,-3%,-65%,-100%,+0%,-100%,-1%,,,,,,,,,,['Œufs'],1,,,,,12 g,en quantité élevée,+6797%,+6797%,,14,,D,,,,,,
1202,Gouda holland aucumin igp,2488622017190,['France'],[],[],?,376,1573 kj(376 kcal),31,21,0,0,24,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Riz basmati semi-complet,3760294960691,['France'],[],[],?,352,1473 kj(352 kcal),"0,8","0,2",78,0,8,0,0,"['Bio', 'Bio européen', 'IT-BIO-007']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Saucission sec pur porc qualité supérieure,3280960642619,['France'],[],[],?,449,1879 kj(449 kcal),36,12,"1,2","0,7",30,"4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Brie de Meaux,2138207007466,['France'],[],[],?,254,1063 kj(254 kcal),22,14,1,"0,5","19,8","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Green cuisine,7310500183053,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Rillettes de maquereau aux figues,3760283120327,['France'],[],[],?,243,1017 kj(243 kcal),"21,45","12,1",3,"2,2","9,5",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,5 Dejeunettes,3000000111383,['France'],[],[],?,218,912 kj(218 kcal),"1,1","0,2",44,1,"7,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,Délice de poivrons,2006050031900,['France'],[],[],?,68,285 kj(68 kcal),"1,9","0,2","9,5","7,4","1,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Lola,06838711,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Piémontaise jambon cuit - Monoprix,0002000005788,['France'],[],[],?,113,473 kj(113 kcal),"6,1","0,7","8,8",1,"4,9","1,3","0,52",['Point Vert'],['Monoprix'],C,,"['Plats préparés', 'Produits à la viande', 'Salades', 'Plats préparés à la viande', 'Salades composées', 'Plats au porc', 'Plats à base de pommes de terre', 'Salades de pommes de terre', 'Salades piémontaises', 'Salades piémontaises au jambon']",6.1 g,en quantité modérée,0.7 g,en faible quantité,1 g,en faible quantité,,-25%,-24%,-43%,-32%,+6%,+38%,+20%,72.8%,14.2%,6.7%,3.8%,2.0%,0.5%,58,,,,,,,,,1.3 g,en quantité modérée,+31%,+31%,,3,-11%,C,-11%,,,,,
1212,Vin,3760217871172,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Petites Rétaises,3663901008543,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Nouille,8934684010210,['France'],[],[],?,299,1251 kj(299 kcal),5,5,"40,3",5,28,8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Surimi,3596710491711,['France'],[],[],?,463,1937 kj(463 kcal),"3,5","0,3",12,3,"7,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 35288T', 'Saint-Malo (Ille-et-Vilaine, France)']",,,,,,,,,,,,,,,,,
1216,Fromage blanc brebis - Biochamps,3375610010181,['France'],[],[],?,?,,?,,?,,?,,,,['Biochamps'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Barre repas minceur,3760320792524,['France'],[],[],?,370,1548 kj(370 kcal),12,"4,8","35,3","16,5","27,2","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Sucre complet de canne - Ethiquable ce que j’aime,1182827211001,['France'],[],[],?,?,,?,,?,,?,,,,['Ethiquable ce que j’aime'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Dessert Vietnamien Riz Gluant Noir,3760005880102,['France'],[],[],?,211,883 kj(211 kcal),"1,2","0,3","46,5","20,2","3,3","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Mini toast grillé,3251870006648,['France'],[],[],?,429,1795 kj(429 kcal),10,"5,1","70,1","2,5",9,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Chocolat noir nori fleur de sel,3467740041255,['France'],[],[],?,562,2351 kj(562 kcal),36,22,50,49,8,"0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Turron de yema tostada,8410350021525,['France'],[],[],?,393,1644 kj(393 kcal),26,"2,9",44,"2,3","9,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Chocolat blanc spiruline,3467740041231,['France'],[],[],?,565,2364 kj(565 kcal),35,22,53,53,"8,2","0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Chicorée torréfiée soluble,3760295170662,['France'],[],[],?,342,1431 kj(342 kcal),"0,5","0,5",73,28,"3,5","0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Leol,8435371311592,['France'],[],[],?,478,2000 kj(478 kcal),"21,6","4,1","32,7","30,8","5,7","0,43","0,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Jus de poire fermier,3760104080267,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,coni wafer per gelato,8007120001742,['France'],[],[],?,361,1510 kj(361 kcal),"1,8",0,75,10,"9,9",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Nectar fruit de la passion,8514283511341,['France'],[],[],?,72,301 kj(72 kcal),0,0,18,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,chateau roc de thau,3438910591900,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,0209001091189,0209001091189,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Pains Burger x4,0201318013120,['France'],[],[],?,332,1389 kj(332 kcal),"5,3","0,8",58,"4,9",11,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Zuda Bar,0860004797418,['France'],[],[],?,210,879 kj(210 kcal),13,2,17,2,13,"0,425","0,17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Madelaine Bonne Maman coeur framboise,3178530420845,['France'],[],[],?,412,1724 kj(412 kcal),21,15,51,37,"4,1","0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Dragées de Verdun,3700350715735,['France'],[],[],?,564,2360 kj(564 kcal),35,"21,6",55,55,"6,4","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Valrhona Manjari,3395328348895,['France'],[],[],?,560,2343 kj(560 kcal),39,23,39,36,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Bâtonnets saveur crabe,3222477725959,['France'],[],[],?,120,502 kj(120 kcal),"4,4","0,4",13,"2,8","7,1","1,7","0,68","['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['MSC-C-51334'],,,,,,,,,,,,,,,,,
1237,Spaghetti sans gluten - Barilla,6070849145440,['France'],[],[],?,?,,?,,?,,?,,,,['Barilla'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Korma de Légumes au lait de coco - Prosain,0337100106111,['France'],[],[],?,?,,?,,?,,?,,,,['Prosain'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Valrhona andoa noir,3395328349625,['France'],[],[],?,570,2385 kj(570 kcal),42,25,34,30,8,3,"1,2","['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Horn,4902777045511,['France'],[],[],?,305,1276 kj(305 kcal),"19,1",0,30,0,"3,1","0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Woogjin Boisson,8801382134794,['France'],[],[],?,80,335 kj(80 kcal),0,0,11,10,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,4056489406099,4056489406099,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Extra Virginie olive oil,5400606995963,['France'],[],[],?,821,3435 kj(821 kcal),"91,2","13,1",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,Olives vertes dénoyautées à l’orientale,3664959005393,['France'],[],[],?,162,678 kj(162 kcal),16,"2,5","5,8","0,5","1,1",4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Francesinha,5603171669059,['France'],[],[],?,182,761 kj(182 kcal),"9,2","4,6","9,5",1,"14,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Hemparillos,0619682994042,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Coconut milk powder,9555507100414,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Steak & Chops,8717677175130,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Pure Plus Napój Aloesowy,8809125064490,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,chamia,6194004001546,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,Krasn Napolitanke Chocolate Cream,0059807333279,['France'],[],[],?,500,2092 kj(500 kcal),30,15,55,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,Caramelle curcuma e melagrana,8000635080332,['France'],[],[],?,375,1569 kj(375 kcal),"0,5","0,1",93,74,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Mueli caramel chocolat,3760320792562,['France'],[],[],?,397,1661 kj(397 kcal),"8,6","1,6","38,9","18,3",38,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Palet chocolat extra bitter 72%,3441110093945,['France'],[],[],?,575,2406 kj(575 kcal),43,27,33,29,"8,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,Café bio du Pérou région Cuzco - Maître artisan torréfacteur normand,3770018699035,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['Maître artisan torréfacteur normand'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Cranberries séchées - Trader Joe's,2006050027286,['France'],[],[],?,323,1351 kj(323 kcal),"0,7","0,1",75,72,"0,5",,,,"[""Trader Joe's""]",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Canneberges séchées']",0.7 g,en faible quantité,0.1 g,en faible quantité,72 g,en quantité élevée,,-4%,-4%,-1%,-60%,-6%,+9%,+79%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Biscuits croquants au blé noir - Végénial - 100g,7421032000678,['France'],[],"['Végétalien', 'Végétarien']",?,470,1966 kj(470 kcal),"19,5","15,9","56,4","19,6","6,6","0,6","0,24","['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",['Végénial'],C,100 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",19.5 g,en quantité modérée,15.9 g,en quantité élevée,19.6 g,en quantité élevée,,-1%,-1%,-6%,+57%,-12%,-34%,+2%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Sachet'],,,,,,,,0.6 g,en quantité modérée,+2%,+2%,,21,+6%,E,+6%,https://vegenial.com/biscuit-croquant-au-ble-noir/biscuit-croquant-au-ble-noir-et-pepites-de-chocolat/,,,,
1258,Comté aop,2460578023487,['France'],[],[],?,418,1749 kj(418 kcal),35,23,0,0,27,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,Le Frais Echalotte Ciboulette - Les Nouveaux Affineurs - 110g,29000357,['France'],"['Eau', 'Noix de cajou* équitables', 'Soja*', 'échalote*', 'ciboulette*', 'Sel', 'Ferments']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,197,824 kj(197 kcal),15,3,"7,4","0,7","8,4","0,77","0,308","['Végétarien', 'Végétalien']",['Les Nouveaux Affineurs'],,110 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']",15 g,en quantité modérée,3 g,en quantité modérée,0.7 g,en faible quantité,,-28%,-28%,-32%,-82%,-55%,+19%,+221%,,,,,,,,,,['Soja'],3,,,,,0.77 g,en quantité modérée,-55%,-55%,,2,-89%,B,-89%,,,,,
1260,Pestopistachio,8032993009984,['France'],[],[],?,280,1172 kj(280 kcal),69,12,9,"5,9",6,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,Sugo al basilico,8032993000523,['France'],[],[],?,82,343 kj(82 kcal),"6,4","0,9","4,6","4,6","1,1","0,93","0,372",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,Farine T45 - Minoterie Burggraf-Becker - 1kg,01920017,['France'],['Farine t45'],[],?,351,1469 kj(351 kcal),"0,82","0,13","73,8","9,06","0,122",,,,['Minoterie Burggraf-Becker'],A,1 kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de blé type T45']",0.82 g,en faible quantité,0.13 g,en faible quantité,9.06 g,en quantité modérée,,+2%,+1%,-24%,-33%,+2%,+534%,-99%,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,"['Sachet', 'Papier']",,,,,,['France'],,,,,,,,,,,,,,,
1263,Confiture Figue et noix de Corse -,3770010190158,['France'],[],[],?,0,0 kj(0 kcal),10,3,40,6,2,1,"0,4",,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",10 g,en quantité modérée,3 g,en quantité modérée,6 g,en quantité modérée,,-100%,-100%,+2088%,+4405%,-28%,-89%,+172%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,1 g,en quantité modérée,+5276%,+5276%,,5,-47%,C,-47%,,,,,
1264,La Belle Escalope,0217638032017,['France'],[],[],?,?,,?,,?,,?,,,"['Nutriscore', 'Nutriscore A']",,,,"['Viandes', 'Volailles']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,Thé vert Maté Mojito - Origines,3760247354386,['France'],[],[],?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",['Origines'],B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,,,,,,,,
1266,Saucisson Ibérique - Casa Ramon - 220g,8413107206855,['France'],[],[],?,383,1602 kj(383 kcal),30,12,"3,8","2,4",24,"4,3","1,72",,['Casa Ramon'],D,220 g,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",30 g,en quantité élevée,12 g,en quantité élevée,2.4 g,en faible quantité,,-5%,-5%,-5%,-2%,+70%,+75%,-13%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,4.3 g,en quantité élevée,-8%,-8%,,24,0%,E,0%,,,,,
1267,Pain aux figues/abricots,0202583011743,['France'],[],[],?,284,1188 kj(284 kcal),"3,9",2,53,18,"7,8","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,Lait cru,3458320001035,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,Gache artisanale Bertine,3547652118280,['France'],[],[],?,348,1456 kj(348 kcal),"14,1","7,9",51,"18,7","8,6","0,71","0,284",['Sans colorants'],,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Gâches']",14.1 g,en quantité modérée,7.9 g,en quantité élevée,18.7 g,en quantité élevée,,-5%,-5%,-1%,-15%,+0%,+28%,+6%,,,,,,,,,,,,,,,,0.71 g,en quantité modérée,-25%,-25%,,18,-2%,D,-2%,,,,,
1270,blancs de poireaux,0205486014569,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,Miel italiana di acacia nocciole tostate,8005546015107,['France'],[],[],?,?,,?,,?,,?,,,,,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
1272,Confiture fruit de la passion et graine de pavot,0637913500534,['France'],[],[],?,191,799 kj(191 kcal),"0,5",0,49,49,"0,9",0,0,,,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures']",0.5 g,en faible quantité,0 g,en faible quantité,49 g,en quantité élevée,,-14%,-14%,+91%,-100%,-8%,-4%,+74%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,0 g,en faible quantité,-100%,-100%,,11,+18%,D,+18%,,,,,
1273,Chemin de fer x4,3760197870035,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 97410H', 'Saint-Benoît (La Réunion, France)']",,,,,,,,,,,,,,,,,
1274,Kaak Zahlawi,5283010363159,['France'],[],[],?,312,1305 kj(312 kcal),"6,3","3,7","15,9","15,9","6,6",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,Tonno finemente affumicato,8005710004265,['France'],[],[],?,125,523 kj(125 kcal),1,"0,45",0,0,29,3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,Cookies,3770011734023,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277,Defender IPA - Brooklyn - 330ml,7310070004246,"['Danemark', 'Finlande', 'France', 'Irlande', 'Italie', 'Pays-Bas', 'Norvège', 'Pologne', 'Portugal', 'Russie', 'Espagne', 'Suède', 'Suisse', 'Royaume-Uni']","['eau', ""malt d'orge"", 'houblon']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,"['EAC', 'Déconseillé aux femmes enceintes']",['Brooklyn'],C,330 ml,"['Boissons', 'Boissons alcoolisées', 'Bières', 'en:India Pale Ale', 'Bières blondes']",,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Glass bottle', '72', 'Food safe', 'Tidyman', 'Bottle', 'Bouteille', 'Verre', 'Capsule', 'métal']","['Falkenberg', 'Suède']",['Gluten'],3,,Bière blonde Golden IPA,,['Carrefour Market'],,,,,,,,,,https://brooklynbrewery.com/brooklyn-beers/year-round/defender-ipa/,,,,
1278,Donuts assortis x8,0956950543336,['France'],[],[],?,392.5,1642 kj(392 kcal),20,"11,7","46,4","12,9","5,6","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279,Naruto Maki,8719689273293,['France'],[],[],?,108,452 kj(108 kcal),"1,7","0,29","14,2","4,2","8,9","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280,Chaussurs,5057538187357,['France'],[],[],?,43,180 kj(43 kcal),"0,2","0,1",9,9,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,Soybean Paste,6921204802099,['France'],[],[],?,137,573 kj(137 kcal),"3,1",0,"15,2","6,2",12,"10,5","4,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282,Les cocktails,3356490005016,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,"Favols, Cerise Griotte",3469676065077,['France'],[],[],?,181,757 kj(181 kcal),"0,4","0,1","43,5","42,3","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,Lait UHT demi écrémé,12127334,['France'],[],[],?,46,192 kj(46 kcal),"1,6",1,"4,8","4,8","3,2","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,Jelly gum,8690146149613,['France'],[],[],?,356,1490 kj(356 kcal),"0,7",0,3,"0,62","5,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,FINANCIER X10,2030500408851,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
