,name,bar_code,quantity,packaging,brand,categories,labels,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,manufacturing,link,markets,allergens,ingredients_origins,traceability_code,palm_ingredients,producer_info,brand_owner,origin_detail
1228,Barritas de Avena y Espelta - Natwins - 80g,8435351499791,80g,,['Natwins'],['es:Galletas-de-cereales'],['Sans sucre ajouté'],"['France', 'Espagne']","['Harina de trigo', 'edulcorante: maltitol', 'aceite de girasol alto oleico ', '12%', 'copos de avena ', '11%', 'pasas de uva', 'Copos de centeno', 'salvado de trigo', 'semillas de calabaza ', '5%', 'chocolate ', '4%', 'edulcorante:maltitol', 'pasta de cacao', 'emulgente: lecitina de soja', 'cacao desgrasado en polvo y aroma natural', 'suero de leche en polvo', 'huevos frescos', 'inulina de achicoria ', 'Cichorium intybus', 'emulgente: lecitina', 'gluten de trigo', 'gasificantes: bicarbonato amónico y bicarbonato de sodio', 'sal', 'antioxidante: extracto de romero y aromas']","['E965 - Maltitol', 'E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",['Non végétalien'],4,19.7 g,en quantité modérée,3.5 g,en quantité modérée,3.6 g,en faible quantité,0.2 g,en faible quantité,?,423,1770 kj(423 kcal),"19,7","3,5","37,5","3,6","8,8","0,2","0,08",-2,A,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,
1229,Poulet sauce aigre douce - Auchan - 400g,3596710464166,400 g,"['Barquette', 'Film en plastique', 'Etui en carton']",['Auchan'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de riz', 'Plats à la volaille', 'Plats au poulet', 'Plats préparés à réchauffer au micro-ondes']","['Nutriscore', 'Nutriscore B']",['France'],"['Riz thai cuit 38,2% ', 'eau', 'riz', 'émincé de filet de poulet traité en salaison 17,5% filet de poulet 16,8%', 'eau', 'fécule de manioc', 'sel', 'dextrose', 'eau', 'sucre', 'poivron ouge 4%', 'poivron jaune 4%', 'ananas 4%', 'oignon préfrit 3% ', 'oignon 2,4%', 'huile de tournesol', 'pousse de bambou 3%', 'pois gourmand 2 %', ""vinaigre d'alcool"", 'huile de tournesol', 'double concentré de tomate', 'oignon en poudre', 'sel', ""pulpe d'ail"", 'arô aturel de paprika', 'fond de volaille aromatisé ', 'maltodextrine', 'arômes naturels', 'graisse et viande de poulet', 'sel', 'extrait de carotte', 'extrait de poireau', 'extrait de céleri rave', 'épice et plante aromatique', 'acidifiant : acide malique', 'amidon modif paississant : gomme xanthane']","['E296 - Acide malique', 'E415 - Gomme xanthane']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,2.5 g,en faible quantité,0.3 g,en faible quantité,7.4 g,en quantité modérée,0.93 g,en quantité modérée,?,141,590 kj(141 kcal),"2,5","0,3",22,"7,4","7,2","0,93","0,372",2,B,D,,-9%,-7%,-45%,-80%,+16%,+400%,+11%,+17%,+17%,+17%,+17%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,['Auchan'],['Céleri'],,,,,,
1230,Champignons pour volaille - Borde - 530g (290g égoutté),3112309996865,530 g (290 g égoutté),"['Bocal', 'Verre', 'bocal en verre']",['Borde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Mélanges de champignons en conserve']","['Point Vert', 'Conditionné en France']",['France'],"['Pleurotes ', 'Pleurotus ostreatus', 'Girolles 30% ', 'Cantharellus cibarius', 'Trompettes 20% ', 'Craterellus cornucopioides', 'eau', 'sel', 'acidifiant: acide citrique']",['E330 - Acide citrique'],[],3,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.69 g,en quantité modérée,68,16,68 kj(16 kcal),"0,5","0,1","0,7","0,5","1,4","0,69","0,276",-2,A,A,,-16%,-15%,+26%,-30%,-52%,-11%,-5%,-11%,-11%,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,['France'],,,,,,,,,
1231,cuisses de grenouille - Best - 350g,3361358335006,350g,['Barquette carton'],['Best'],"['Viandes', 'Grenouille', 'Cuisses de Grenouilles']",,['France'],"['Retourner délicatement plusi C', '8g-0% AR 0,5g 0% AR Vous pouvez ajouter à conve beurre et persil', ' Cuisses de grenouille sauvage 80% Beurre Français 10% Farine de blé 3,2% Huile de mais 3% Glucides • Persil 2% Sel 0', '7% - Ail 0,3% Poivres 0,2%']",,[],,19.2 g,en quantité modérée,9.9 g,en quantité élevée,0.5 g,en faible quantité,0.56 g,en quantité modérée,?,242,1013 kj(242 kcal),"19,2","9,9","0,8","0,5","16,6","0,56","0,224",14,D,,,+78%,+74%,+155%,+149%,-35%,+260%,+8%,+17%,+17%,+469%,+469%,,,,,,,,,['Vénissieux'],,['Toupargel'],,['Indonésie'],,,,,
1232,Miel fleurs sauvages Allos,4016249005825,,,['Allos'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,['France'],[],,[],,,,,,,,,,?,?,,?,,?,,?,,,,,B,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,
1233,TARTEN CHOCOLATE - Montes Lara,8410387015566,,,['Montes Lara'],"['Biscuits et gâteaux', 'Pâtisseries']",,"['France', 'Espagne']",[],,[],,21 g,en quantité élevée,3 g,en quantité modérée,22 g,en quantité élevée,0.8 g,en quantité modérée,?,418,1749 kj(418 kcal),21,3,51,22,5,"0,8","0,32",14,D,,,+11%,+11%,+25%,-63%,+6%,-25%,-7%,+93%,+93%,-18%,-18%,,,,,,,,,,,,,,,,,,
1234,Backfrites - 750g,4003880005239,750 g,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,130,544 kj(130 kcal),3,"0,2",22,"0,5","2,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Carte noire,8714599310700,,,['Carte Noire'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,['France'],[],,[],,,,,,,,,,?,52,218 kj(52 kcal),"14,4",0,"2,8",0,"13,9",0,0,,,,,+6%,-11%,+860%,-100%,-66%,-100%,+628%,-100%,-100%,,,,,,,,,,,,,,,,,,,,
1236,Vinaigre - 250ml,8022734000134,250 ml,,,,"['Sans colorants', 'Sans conservateurs']",['France'],[],,[],,,,,,,,,,?,316,1322 kj(316 kcal),0,0,78,78,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,Salchichas viena -  - 150g,7701101242049,150 g,,,,,"['Colombie', 'France']",[],,[],,,,,,,,,,?,70,293 kj(70 kcal),"4,5","1,5",3,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,Cruskits Crispbread Original - Arnotts - 125g,9310072000831,125g,,['Arnotts'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']",['Fabriqué en Australie'],"['Australie', 'France']","['Farine de blé', 'farine de seigle', 'farine de riz', 'beurre clarifié ', '5%', 'sucre', 'sel', 'matière sèche du lait', 'antioxydant ', 'E307B de soja']",['E307b - Tocophérol concentré'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",3,6.7 g,en quantité modérée,3.9 g,en quantité modérée,3.5 g,en faible quantité,3.69 g,en quantité élevée,1710,408,1710 kj(408 kcal),"6,7","3,9","73,5","3,5","10,7","3,69","1,476",14,D,B,+6%,+7%,+7%,+47%,+279%,+4%,-37%,+8%,+317%,+317%,+359%,+359%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,,,,['Woolworths'],['Gluten'],,,,,,
1239,Nougat Trüffel - 200g,20229474,200 g,,,,,"['Autriche', 'France']",[],,[],,,,,,,,,,?,566,2368 kj(566 kcal),"36,3","19,6","50,7",48,"0,2",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,Tryffel Hazelnut - Jacquot,3015496414337,,,['Jacquot'],,,['France'],[],,[],,,,,,,,,,?,595,2489 kj(595 kcal),44,34,43,41,"3,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,Smørbotte gesalzen - 250g,4034900002891,250 g,['Kunststoff'],,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel']",,"['France', 'Allemagne']","['Butter ', '68%', 'Rapsöl ', '19%', 'Wasser', 'Magermilchjoghurt', 'Salz ', '1%']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,75 g,en quantité élevée,38 g,en quantité élevée,0.5 g,en faible quantité,1 g,en quantité modérée,2792,679,2792 kj(679 kcal),75,38,"0,5","0,5","0,5",1,"0,4",19,E,E,-4%,-6%,-7%,-5%,-30%,-33%,-19%,-26%,-51%,-51%,-28%,-28%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,['Lait'],,,,,,
1242,Crackers salati - Conad,8003160420116,,,['Conad'],,['en:palm-oil-free'],['France'],[],,['Sans huile de palme'],,,,,,,,,,?,435,1820 kj(435 kcal),11,1,72,"2,4",11,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Bloc de foie gras de canard du sud-ouest - Carrefour - 200g,3560070605798,200 g,,['Carrefour'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras de canard du sud ouest']","['Fabriqué en France', 'IGP']",['France'],"['Foie gras de canard du Sud-Ouest', 'morceaux de foie gras de canard du Sud-Ouest 30%', 'eau', 'sel', 'Porto blanc', 'Armagnac', 'poivre blanc', 'sucre', 'conservateur : nitrite de sodium', 'antioxydant : ascorbate de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']","['Non végétalien', 'Non végétarien']",3,50 g,en quantité élevée,22 g,en quantité élevée,1.2 g,en faible quantité,1.5 g,en quantité modérée,1978,480,1978 kj(480 kcal),50,22,2,"1,2","6,6","1,5","0,6",21,E,B,,+1%,+0%,+3%,+7%,-6%,-11%,+6%,+21%,+21%,+4%,+4%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,Bloc de foie gras de canard du Sud-Ouest avec 30% de morceaux.,,,['Carrefour'],,,"['FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)', 'EMB 40281A', 'Saint-Pierre-du-Mont (Landes, France)']",,Fabriqué en France par EMB 40281A pour Interdis.,,
1244,Buondì albicocca,8014037008627,,,,,,['France'],[],,[],,,,,,,,,,?,377,1577 kj(377 kcal),11,"5,11",62,36,7,"0,45","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,18 Mini Reibis - 540g,4044564550003,540 g,,,,"['Végétarien', 'en:gluten-free', 'Végétalien']","['France', 'Allemagne']",[],,"['Végétalien', 'Végétarien']",,,,,,,,,,?,110,460 kj(110 kcal),"2,4","0,2",18,1,"2,5","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Schoko Lolly,4008468034816,,,,,,['France'],[],,[],,,,,,,,,,?,537,2247 kj(537 kcal),30,19,60,57,"6,4","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,Kraft Jocca GR 175 - 175g,7622210138088,175 g,['Plastica'],['Kraft'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés']",['en:gluten-free'],"['France', 'Italie']",[],,[],,3.4 g,en quantité modérée,2.4 g,en quantité modérée,2.6 g,en faible quantité,0.64 g,en quantité modérée,?,97,406 kj(97 kcal),"3,4","2,4","2,6","2,6","7,7","0,64","0,256",1,B,,,-64%,-63%,-83%,-82%,-29%,-12%,-50%,-31%,-31%,-91%,-91%,,,,,,,,,,,['Supermarket'],,,,,,,
1248,Special mie nature - Cora,3257985793176,,,['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,['France'],[],,[],,3.1 g,en quantité modérée,0.4 g,en faible quantité,9.7 g,en quantité modérée,1 g,en quantité modérée,?,274,1146 kj(274 kcal),"3,1","0,4",51,"9,7","9,1",1,"0,4",4,C,B,,+3%,+2%,-31%,-38%,+11%,+86%,+8%,-12%,-12%,+176%,+176%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,,,['Cora'],,,"['EMB 58079A', 'Clamecy (Nièvre, France)']",,,,
1249,Beanz - Heinz,5000157075970,,['steel-can'],"['Heinz', 'Asda']",,,['France'],[],,[],,,,,,,,,,?,72,301 kj(72 kcal),"0,2",0,"11,7","4,7","4,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,Melange de champignons,26009759,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Mélanges de champignons']",,['France'],[],,[],,0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,1.3 g,en quantité modérée,?,17,71 kj(17 kcal),"0,5","0,1","0,5","0,5","1,8","1,3","0,52",-1,A,B,,-59%,-55%,-36%,-38%,-74%,-4%,-33%,+151%,+151%,,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,,
