,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,link,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,palm_ingredients,traceability_code,ingredients_origins,brand_owner
339,Olivettes en chocolat,3322214002784,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,575,,2406 kj(575 kcal),,42,,19,,34,,31,,9,,"0,07",,"0,028",,,,,,,,,,,,,,,,,,
340,Apple peach flavor,3271470758563,,,,['glass-bottle'],,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Fabriqué en France']",,,,,
341,Sirop de lavande bio,3760199190148,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,388,,1623 kj(388 kcal),,0,,0,,81,,81,,0,,0,,0,,,,,,,,,,,,,"['Bio', 'Sans arômes ajoutés']",,,,,
342,Cacao menthe,3481897005441,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,
343,4 fruits rouge,3505510000184,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
344,Soupe poireau maroilles,3760201710357,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,53,,222 kj(53 kcal),,3,,2,,4,,"0,8",,"1,71",,"0,63",,"0,252",,,,,,,,,,,,,,,,,,
345,Poitrine salee tranche,0203520016005,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,1134,,4745 kj(1134 kcal),,22,,"8,3",,"1,51",,"0,6",,"16,8",,2,,"0,8",,,,,,,,,,,,,,,,,,
346,Miel toutes fleurs - 500g,3530880000120,B,,500 g,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,['France'],[],,,[],,,,,,,,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,
347,Desert tea,0452030408002,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,5,,4,,0,,0,,0,,,,,,,,,,,,,,,,,,
348,Poulet Fermier,0217013064220,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
349,Glaces,3448270005832,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,239,,1000 kj(239 kcal),,"17,4",,"11,6",,"19,9",,"19,9",,"2,5",,0,,0,,,,,,,,,,,,,,,,,,
350,Étoiles Fourrées Fruits - Louis Le Goff - 200g,3281130002196,,Gâteaux avec fourrage framboise.,200 g,['Plastique'],['Louis Le Goff'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",http://www.biscuiterielouislegoff.com/Gms/EtoilesFourrees.htm,,['France'],"['Farine de blé', 'sucre', 'œufs', 'beurre concentré reconstitué 19 % ', ' colorant béta-carotène', 'sirop de glucose', 'dextrose', 'stabilisant sorbitol', 'sel', 'poudre à lever ', 'amidon de froment', 'diphosphate discdique', 'carbonate acide de sodium', 'sucre inverti', 'sucre vanilliné conservateur : sorbate de potassium', ' Fourrage 9 %', '\rFourrage : Purée de framboise ', 'colorant E163', ' 35 %', 'sucre', 'dextrose', 'amidon modifié', 'sirop de glucose', 'sel', 'arôme framboise']","['E160ai - Bêta-carotène', 'E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E163 - Anthocyanes', 'E14XX - Amidons modifiés']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,16 g,en quantité modérée,10 g,en quantité élevée,39 g,en quantité élevée,1.5 g,en quantité modérée,1734,+2%,?,,1734 kj(414 kcal),+3%,16,-18%,10,+31%,60,+21%,39,+40%,"5,5",+1%,"1,5",+147%,"0,6",+147%,28,+56%,E,+56%,,,,,,,,"['Point Vert', 'Pur beurre']",,,,,
351,Moutarde de Dijon piment d'Espelette Bio,3464938884144,A,,,"['Bocal', 'Verre']",,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,,['France'],[],,,[],,9.7 g,en quantité modérée,4.3 g,en quantité modérée,5.1 g,en quantité modérée,6.11 g,en quantité élevée,?,,145,-9%,607 kj(145 kcal),-9%,"9,7",-16%,"4,3",+462%,"5,3",+45%,"5,1",+127%,"8,9",+24%,"6,11",+3%,"2,444",+3%,16,+48%,D,+48%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,
352,Ciambella al gusto di limone,8005505009048,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,372,,1556 kj(372 kcal),,14,,"3,3",,54,,30,,"6,6",,"1,48",,"0,592",,,,,,,,,,,,,,,,,,
353,Huile d'olive basilic - Oliveraie Jeanjean,3760143532727,,,,,['Oliveraie Jeanjean'],,,,['France'],[],,,[],,,,,,,,,,?,,823,,3443 kj(823 kcal),,"91,5",,"12,6",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,
354,Haricot rouge - Famille Rochefort - 500g,3770001038643,B,,500 g,,['Famille Rochefort'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots rouges']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,21.5%,38.3%,18.4%,8.4%,5.2%,8.2%,92,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture France']",,,,['France'],
355,Nougat de Montélimar - Diane de Poytiers,3490451034513,E,,,,['Diane de Poytiers'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Confiseries de France', 'Nougats', 'Nougats de Montélimar']",,,['France'],[],,,[],,11.8 g,en quantité modérée,1 g,en faible quantité,70.6 g,en quantité élevée,0.02 g,en faible quantité,?,,456,+0%,1908 kj(456 kcal),+0%,"11,8",-30%,1,-43%,"80,7",+22%,"70,6",+24%,"5,6",-28%,"0,02",-44%,"0,008",-44%,15,-5%,D,-5%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,
356,Mousse pur de canard,0204404023553,D,,,,,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard']",,,['France'],[],,,[],,52 g,en quantité élevée,18 g,en quantité élevée,1.6 g,en faible quantité,1.4 g,en quantité modérée,?,,502,+25%,2100 kj(502 kcal),+26%,52,+35%,18,+28%,"1,8",-43%,"1,6",-17%,"6,7",-28%,"1,4",-5%,"0,56",-5%,22,+8%,E,+8%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,,,,,
357,Noix de coco,2703010002993,D,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Noix de coco']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.3%,0.0%,8.0%,9.7%,8.6%,3.4%,54,,,,,,
358,Andouillette de troyes,2110904003842,E,,,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes', 'Andouillettes de Troyes']",,,['France'],[],,,[],,19 g,en quantité modérée,9 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,237,+0%,992 kj(237 kcal),+2%,19,+8%,9,+10%,"0,5",+15%,"0,5",+44%,18,-2%,"1,9",+6%,"0,76",+6%,18,+3%,D,+3%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,,,,
359,Christmas Collection - Haribo - 500g e,4001686814673,E,Confiserie gélifiée fantaisie,500 g e,"['Plastique', 'Boîte']",['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Bonbons', 'Bonbons gélifiés']",,,"['France', 'Allemagne']","['Sirop de glucose', ' sucre', ' dextrose', ' gélatine', ' acidifiant: acide citrique', ' concentrés de fruits et de plantes: carthame', 'pomme', 'carotte', 'radis', 'spiruline', 'citron', 'patate douce', 'hibiscus', 'cassis', ' arôme', "" agents d'enrobage: cire d'abeille blanche et jaune"", 'cire de carnauba', ' sirop de sucre inverti']","['E428 - Gélatine', 'E330 - Acide citrique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.02 g,en faible quantité,?,,345,+0%,1443 kj(345 kcal),+0%,"0,5",+25%,"0,1",-40%,79,-2%,53,-8%,"5,8",+58%,"0,02",-83%,"0,008",-83%,14,-1%,D,-1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,
360,Rouge Baiser - Thé Vert Parfumé,3760007600456,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
361,Dates au caramel,6291014117196,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,63,,264 kj(63 kcal),,"3,4",,"1,7",,"8,4",,7,,"1,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,
362,Saumon Fumé De Norvège - Delhaize,5400112212509,E,,,,['Delhaize'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,['Delhaize'],"['Belgique', 'France']",[],,,[],,13.3 g,en quantité modérée,2.7 g,en quantité modérée,0.1 g,en faible quantité,2.9 g,en quantité élevée,?,,208,+12%,870 kj(208 kcal),+13%,"13,3",+27%,"2,7",+31%,"0,1",-80%,"0,1",-70%,22,-0%,"2,9",+3%,"1,16",+3%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,
363,Noisettes cacao et spiruline - Hoope - 210g,,C,Hoope pâte à tartiner noisette cacao et spiruline,210 g,"['Pot', 'Verre']",['Hoope'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",,,['France'],"['Sucre de canne roux* **', 'noisettes* ', '23%', 'matières grasses végétales ', 'huile de tournesol*', 'beurre de cacao*', 'cacao* ** ', '14%', 'spiruline* ', '7%', '\r*Tous les ingrédients sont issus de l’agriculture biologique\r**Le sucre de canne roux et le cacao sont issus du commerce équitable']",,['Fruits à coque'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,40 g,en quantité élevée,7.6 g,en quantité élevée,35.6 g,en quantité élevée,0.07 g,en faible quantité,2365,+4%,?,,2365 kj(565 kcal),+3%,40,+17%,"7,6",-1%,"35,6",-31%,"35,6",-25%,"12,8",+87%,"0,07",-32%,"0,028",-32%,16,-23%,D,-23%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,"['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Sans additifs', 'Sans lactose', 'en:palm-oil-free', 'AB Agriculture Biologique']","['Toulouse', 'France']",,,,
364,Roti de porc sup aux herbes,0281457029855,E,,,,,"['Viandes', 'Porc', 'Rôtis de porc']",,,['France'],[],,,[],,3.2 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,1.6 g,en quantité élevée,?,,170,+18%,711 kj(170 kcal),+19%,"3,2",-36%,"3,2",+53%,"1,4",+71%,0,-100%,22,-2%,"1,6",-7%,"0,64",-7%,12,+68%,D,+68%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,,
365,La barre de cake,3449610714902,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,461,,1929 kj(461 kcal),,27,,"15,4",,"48,1",,"21,6",,8,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,
366,Miel menthe,3540860046611,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
367,Müsli - Meray,4251032607750,,,,,['Meray'],,,,['France'],[],,,[],,,,,,,,,,?,,431,,1803 kj(431 kcal),,16,,"2,7",,"56,7",,"19,8",,"10,9",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,
368,Carrot ginger apple,8719324733038,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,41,,172 kj(41 kcal),,0,,0,,"9,8",,"9,4",,"0,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,
369,Miel de Printemps - Les Papas Confituriers,3760269641747,B,,,,['Les Papas Confituriers'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,"['France', 'Charente-Maritime']",
370,Filet d esturgeon - La Quiberonnaise - 115g,3339572100007,,Conserve de poisson,115 g,"['Conserve métal', 'Conserve', 'Boîte', 'Ouverture facile']",['La Quiberonnaise'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Filets de poissons', 'Produits à teneur réduite en sel', ""Filets d'esturgeons"", ""Filets d'esturgeons à l'huile"", ""Filets d'esturgeons à l'huile d'olive""]",http://www.laquiberonnaise.fr/Sardine/ProductID/206/ModelID/198/PageIndex/1/PreviewPage/Filets-d-esturgeons-a-l-huile-d-olive-vierge-extra-et-au-citron,,['France'],"['esturgeon 85 %', 'huile d‘olive vierge extra 15 %', 'arôme naturel citron', 'une rondelle de citron', 'sel']",,,[],4,28.8 g,en quantité élevée,4.2 g,en quantité modérée,0.5 g,en faible quantité,0.2 g,en faible quantité,?,,316,+114%,1322 kj(316 kcal),+126%,"28,8",+533%,"4,2",+166%,"0,5",-52%,"0,5",-35%,"13,8",-32%,"0,2",-86%,"0,08",-86%,2,-40%,B,-40%,,,,,,,,['Origine France'],"['Quiberon', 'France']",,['EB 56.186.005'],['France'],
371,Iced tea - Netto,3250391366194,,,,,['Netto'],"['Boissons', 'Thés glacés']",,['Netto'],['France'],[],,,[],,1 g,en faible quantité,0.1 g,en faible quantité,6.5 g,en quantité élevée,0.05 g,en faible quantité,?,,52,+136%,218 kj(52 kcal),+137%,1,+614%,"0,1",+279%,"6,5",+23%,"6,5",+29%,"0,1",-32%,"0,05",+79%,"0,02",+79%,13,+78%,E,+78%,,,,,,,,,,,,,
372,Cookie pavot citron,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
373,Farine blanche de blé tendre,3760107930026,B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,
374,Breizh muesli,3244440016178,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,388,,1623 kj(388 kcal),,"10,1",,"1,4",,"46,9",,"11,5",,11,,0,,0,,,,,,,,,,,,,,,,,,
375,Riz thaï long grain - Bio Village,3564703483982,C,,,,"['Bio Village', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,['Leclerc'],['France'],[],,,[],,0.6 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,0.01 g,en faible quantité,?,,350,+4%,1464 kj(350 kcal),+3%,"0,6",-43%,"0,1",-58%,78,+6%,"0,5",+74%,"7,4",+1%,"0,01",-47%,"0,004",-47%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Bio'],,,,,
376,Thé vert aromatisé - Comptoir français du Thé,3700476830534,,,,,['Comptoir français du Thé'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
377,Pommes tranches déhydratées - Les Vergers d'Escoute,3481010001466,,,,,"[""Les Vergers d'Escoute""]",,,,['France'],[],,,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,0,,0,,87,,72,,0,,"0,65",,"0,26",,,,,,,,,,,,,,,,,,
378,Terrine de volaille aux fruits des bois,3306111017805,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bio'],,,,,
379,Protéine pure whey - 40g,3518681009214,,,40 g,,,,,,['France'],[],,,[],,,,,,,,,,?,,378,,1582 kj(378 kcal),,"3,6",,"2,3",,"6,1",,3,,80,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,
380,Filet de pulet - La Nouvelle Agriculture,0213400024662,,,,,['La Nouvelle Agriculture'],,,,['France'],[],,,[],,,,,,,,,,?,,104,,435 kj(104 kcal),,"1,3",,"0,4",,0,,0,,23,,"0,11",,"0,044",,,,,,,,,,,,,,,,,,
381,The,3700286549718,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
382,Nucellina - FLORENCE MARSILI,51355074,D,PATE A TARTINER CHOCOLAT NOISETTE,,,['FLORENCE MARSILI'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",http://www.florence-marsili.com,,['France'],"['Sucre de canne,35% de noisette', 'Graisse vétale ', 'huile de tournesol', 'huile de carthame', 'beurre de cacao', 'cacao naturel', 'lait', 'lécithine de soja', 'vanilline', ' SANS HUILE DE PALME']",['E322i - Lécithine'],"['Lait', 'Fruits à coque', 'Arachides', 'Soja']",['Non végétalien'],3,37.6 g,en quantité élevée,9.2 g,en quantité élevée,47.4 g,en quantité élevée,0.235 g,en faible quantité,?,,576,+5%,2410 kj(576 kcal),+5%,"37,6",+10%,"9,2",+20%,"51,4",0%,"47,4",-1%,"7,92",+16%,"0,235",+128%,"0,094",+128%,27,+30%,E,+30%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,"['Sans arômes artificiels', 'Sans gluten', 'Sans huile de palme']",['CORSE'],,,,
383,Sandwich Complet Thon,,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
384,Organic coconut water,4804888940283,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,18,,75 kj(18 kcal),,1,,1,,3,,"1,8",,"0,33",,"0,22",,"0,088",,,,,,,,,,,,,,,,,,
385,Capsules Nespresso,7630039666897,,,,,['Nespresso'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
386,Miel de lorraine - Clair De Lorraine,3393190008527,,,,,['Clair De Lorraine'],,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
387,Chocolat noir - Monbana,3474340024410,,,,,['Monbana'],,,,['France'],[],,,[],,,,,,,,,,?,,556,,2326 kj(556 kcal),,41,,26,,35,,32,,"6,8",,"0,45",,"0,18",,,,,,,,,,,,,,,,,,
388,Spiruline,3770006341106,E,,,,,"['Compléments alimentaires', 'Spiruline']",,,['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,1 g,en quantité modérée,?,,290,+16%,1213 kj(290 kcal),+14%,0,-100%,0,-100%,14,+36%,0,-100%,65,+31%,1,-13%,"0,4",-13%,2,-59%,B,-59%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,,,,,
389,Comté,2282620024477,D,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",,,['France'],[],,,[],,35 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.82 g,en quantité modérée,?,,418,+5%,1749 kj(418 kcal),+6%,35,+7%,22,+1%,0,-100%,0,-100%,27,+7%,"0,82",-16%,"0,328",-16%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,
390,3437623938538,3437623938538,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['FR 64.483.005 CE', 'Saint-Jean-de-Luz (Pyrénées-Atlantiques, France)']",,
391,Emmental lait cru,0242700024669,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,404,,1690 kj(404 kcal),,32,,21,,"1,2",,0,,28,,"0,69",,"0,276",,,,,,,,,,,,,,,,"['FR 26.362.001 CE', 'Valence (Drôme, France)']",,
392,Frosties - kellogg's,5000127159709,,,,,"[""kellogg's""]",,,,['France'],[],,,[],,,,,,,,,,?,,375,,1569 kj(375 kcal),,"0,6",,"0,1",,87,,37,,"4,5",,"0,83",,"0,332",,,,,,,,,,,,,,,,,,
393,Grissini,8000781008396,B,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,['France'],[],,,[],,5.5 g,en quantité modérée,0.8 g,en faible quantité,2.5 g,en faible quantité,2 g,en quantité élevée,?,,101,-76%,423 kj(101 kcal),-76%,"5,5",-49%,"0,8",-65%,76,+14%,"2,5",0%,11,-4%,2,+5%,"0,8",+5%,4,-69%,C,-69%,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,,
394,Happy Dips 100% Blanc De Poulet,3661405004818,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,248,,1038 kj(248 kcal),,"13,4",,"1,7",,"18,4",,"0,5",,"13,2",,1,,"0,4",,,,,,,,,,,,,,,,,,
395,Filets de maquereaux,8661804345494,D,,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Maquereaux', 'Filets de maquereaux']",,,['France'],[],,,[],,13.5 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,1 g,en quantité modérée,?,,215,-3%,900 kj(215 kcal),-2%,"13,5",-18%,"3,3",-11%,"0,2",-81%,0,-100%,"23,1",+41%,1,-10%,"0,4",-10%,4,-36%,C,-36%,39.4%,14.2%,30.5%,14.0%,0.9%,0.9%,45,,,,,,
396,Rillette De Thon à La Crème De Tomate - Conserverie des Saveurs,3389090012733,D,,,,['Conserverie des Saveurs'],"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Thons', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de thon', 'en:preparations-made-from-fish-meat']",,,['France'],[],,,[],,7.8 g,en quantité modérée,5.3 g,en quantité élevée,2.8 g,en faible quantité,1.5 g,en quantité modérée,?,,155,-27%,649 kj(155 kcal),-28%,"7,8",-51%,"5,3",+41%,5,+137%,"2,8",+194%,16,+5%,"1,5",+44%,"0,6",+44%,12,+93%,D,+93%,74.4%,12.5%,3.8%,7.2%,1.7%,0.5%,51,,,,,,
397,Belgian Seashell - 65g,0654542223443,,,65 g,,,,,,['France'],[],,,[],,,,,,,,,,?,,539,,2255 kj(539 kcal),,"32,9",,"19,7",,"55,9",,"55,6",,"3,3",,"0,09",,"0,036",,,,,,,,,,,,,,,,,,
398,Poudre de Cacao cru -  - 200g,3734477361001,E,,200 g,,,"['Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Cacaos en poudre']",,,['France'],"['Poudre de fèves de cacao dégraissée* ', 'Theobroma cacao']",,,[],1,11.5 g,en quantité modérée,7.2 g,en quantité élevée,0.77 g,en faible quantité,0.03 g,en faible quantité,?,,363,+4%,1519 kj(363 kcal),+4%,"11,5",-17%,"7,2",-11%,"25,5",-2%,"0,77",-93%,"25,6",+50%,"0,03",-72%,"0,012",-72%,11,+19%,D,+19%,94.3%,2.4%,0.9%,2.1%,0.3%,0.0%,17,['Bio'],,,,,
399,Tartare de concombres- sauces au fromage blanc - Mix Buffet,3700009253113,,,,,['Mix Buffet'],,,,['France'],[],,,[],,,,,,,,,,?,,142,,594 kj(142 kcal),,14,,1,,2,,"1,7",,"1,1",,"0,84",,"0,336",,,,,,,,,,,,,,,,,,
400,Nouilles chinoises au blé,8410076320025,,,,,,,,,['France'],[],,,[],,,,,,,,,,?,,359,,1502 kj(359 kcal),,"1,6",,"0,3",,"73,6",,"1,2",,"12,6",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,
401,Pâte à tartiner noisette,5452004826691,D,,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,,,,,
